Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),COX(50),O(29),CHOX(53),acetyl(44),C2H4X(215),CO2X(24),C2H4X(70),C2H6X(52),CH4OX(63),HOCO(73),CHO2(74),S(216)
6.5433594477983924e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999666,0.11866996602996212,0.02282156769305424,1.652333592444481e-97,1.7424419607113767e-45,2.1334492670060982e-30,3.2081837100887588e-71,1.1488715600664355e-45,2.9775084485735986e-109,5.775033611035652e-17,1.812428483171989e-89,5.775033611034912e-17,9.18583786652017e-61,8.112714328530344e-60,3.7675218083032215e-92,4.368432941253313e-93,7.684682298854486e-32,2.3860000174862605e-71,3.153904394847914e-15,9.33815036009073e-17,3.7383747448020154e-19,6.471281866073818e-32,2.396204906576401e-31,3.738374695540573e-19,2.461305396036561e-27,3.031380278428334e-32,3.176934446838606e-36,2.2309440044115692e-61,1.4141072421343548e-45,9.146143468794807e-44,2.1557749868889497e-31,6.723730760664776e-63,6.634960480814467e-86,7.020788110478078e-25,2.90851849921978e-88,2.0821194629757717e-101,6.869608140293209e-77,1.2980494270859873e-87,2.437177425122235e-85,1.1903315625640917e-59,7.880473616793708e-74,1.0740488672010398e-119,1.7431239332099883e-121,3.312019762744928e-173
1.3092403829956296e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999934,0.1186699660299589,0.022821567693054195,4.248684801936272e-95,1.3950130503585312e-44,8.53936968013334e-30,2.0614131730737078e-69,9.200290238800591e-45,7.65276501492193e-107,1.1555084627467527e-16,1.161747036540731e-87,1.1555084627464569e-16,1.471330467112954e-59,1.2995448823961448e-58,4.841626578036618e-90,5.613854970052865e-91,3.0758756055497568e-31,7.882245052524724e-70,6.3105489325219995e-15,1.8684413796080537e-16,7.479997475311666e-19,2.590199194886572e-31,9.591064310504216e-31,7.479997278136302e-19,9.851514505060867e-27,2.4269188002052337e-31,2.550574596241074e-35,7.167458662993184e-60,1.1321456223342257e-44,7.3224861723e-43,8.62871805058495e-31,2.1542251621689655e-61,8.526560061236057e-84,1.4047677488253662e-24,3.739366678072644e-86,5.353781570912764e-99,4.4020139230073296e-75,1.6688505900954494e-85,1.6099196221459843e-83,1.9065991795780807e-58,2.524784023067105e-72,5.5236068805580334e-117,8.964338350045577e-119,5.350771206318505e-169
2.6190492594272105e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999869,0.11866996602995247,0.0228215676930541,1.0945074038311892e-92,1.1164344172042635e-43,3.416870325704805e-29,1.3273035799417671e-67,7.363961115753668e-44,1.970938732941949e-104,2.311518666033133e-16,7.440923190944255e-86,2.311518666031948e-16,2.355406602305936e-58,2.080481064789201e-57,6.23475670824305e-88,7.229186174290674e-89,1.2307508935736802e-30,2.676437768420836e-68,1.2623838007865154e-14,3.7376940668059506e-16,1.4963243084459938e-18,1.0364170540045225e-30,3.837675013371438e-30,1.4963242295491945e-18,3.941791852075626e-26,1.9422268040228204e-30,2.0525912953149152e-34,2.307568616175209e-58,9.060605654440036e-44,5.860230637271854e-42,3.452611155825303e-30,6.89761350860971e-60,1.0979993312531035e-81,2.8101460860619402e-24,4.816542434184914e-84,1.3791674776496072e-96,2.8189902032921992e-73,2.1495858809036222e-83,1.0928532973680884e-81,3.052214574564439e-57,8.084164173931998e-71,2.8459027196118066e-114,4.6186673983698097e-116,8.481599214843731e-165
5.238667012290372e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999739,0.11866996602993961,0.022821567693053914,2.8334727497438137e-90,8.93317165543345e-43,1.3669787436700085e-28,8.589229605958742e-66,5.89266082665377e-43,5.1014274924642524e-102,4.623539072605911e-16,4.764029160188369e-84,4.623539072601172e-16,3.7696731385782044e-57,3.329737387538514e-56,8.068940682400533e-86,9.355918298548077e-87,4.923804991167446e-30,9.544517894391161e-67,2.525041615853139e-14,7.476199441201481e-16,2.992973489532333e-18,4.146342986102667e-30,1.5353198958894578e-29,2.9929731738860003e-18,1.5768956722996406e-25,1.5540032042551754e-29,1.6605574172528475e-33,7.466943386600172e-57,7.249860912850752e-43,4.689100881182432e-41,1.3812692772795628e-29,2.2078144989172422e-58,1.4210163856135055e-79,5.620904607260915e-24,6.234677898067118e-82,3.570259659279983e-94,1.8046359536554906e-71,2.782488933249926e-81,7.788968716094008e-80,4.884868406431471e-56,2.587709622712796e-69,1.473486999773059e-111,2.3914127626531166e-113,1.3024991990577454e-160
1.0477902518016696e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999479,0.11866996602991389,0.02282156769305354,7.41063188976325e-88,7.147216000258631e-42,5.468424953036526e-28,5.6155060958489075e-64,4.714725507568425e-42,1.3339359657441209e-99,9.247579885751543e-16,3.049567056207707e-82,9.247579885732585e-16,6.032295196964116e-56,5.328353980478577e-55,1.0549864078849255e-83,1.2232543291938212e-84,1.969682291268429e-29,3.6802850678278865e-65,5.050357245978357e-14,1.49532101899915e-15,5.986272088772529e-18,1.6586720955575165e-29,6.141779377137978e-29,5.986270826022332e-18,6.307474142969831e-25,1.2432032820486951e-28,1.3576468818645355e-32,2.441276938725979e-55,5.800439064586606e-42,3.751678488833308e-40,5.525526737509345e-29,7.065439259152083e-57,1.857930329271571e-77,1.1242429036562174e-23,8.15337300957462e-80,9.336862993542346e-92,1.155041490335874e-69,3.6387880857240274e-79,6.000329441546905e-78,7.81684967044989e-55,8.281914134600724e-68,7.707253556400277e-109,1.2509372584758947e-110,1.9003462509031563e-156
2.0956373529469343e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767998959,0.11866996602986246,0.02282156769305279,1.9768793842717645e-85,5.718044407156403e-41,2.1875109434163457e-27,3.7446249660126475e-62,3.7720191587427346e-41,3.5572686587788044e-97,1.84956615120431e-15,1.9519112223860297e-80,1.849566151196727e-15,9.6523268980894e-55,8.525985384637481e-54,1.406795627605438e-81,1.6311763100870885e-82,7.879049766186626e-29,1.5780822884417614e-63,1.010098850619668e-13,2.990723168756736e-15,1.197287023584902e-17,6.634957693971062e-29,2.4568116946542155e-28,1.1972865184146042e-17,2.522594915117229e-24,9.944221620917723e-28,1.1326782279301533e-31,8.142138713872981e-54,4.640570948770345e-41,3.001551812344838e-39,2.2103005970600016e-28,2.2606947859469098e-55,2.4774994332863554e-75,2.2485507442777938e-23,1.0875890595997621e-77,2.4903456409506963e-89,7.391481960348153e-68,4.853827524042574e-77,5.139007684388064e-76,1.2507807707486641e-53,2.6504113372620206e-66,4.111763182431736e-106,6.67453199265587e-108,2.5795361763861406e-152
4.1913315552374635e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767997919,0.11866996602975959,0.022821567693051294,5.468213487679951e-83,4.574544366743889e-40,8.750637207457552e-27,2.5890941757653414e-60,3.0177108303708357e-40,9.834268951343214e-95,3.699182476462742e-15,1.249283442780732e-78,3.69918247643241e-15,1.5444246709598697e-53,1.3642070686197575e-52,1.9448417087120263e-79,2.2550394944691695e-80,3.1516840279147197e-28,7.610688391013372e-62,2.020225102650487e-13,5.981527468270237e-15,2.394607032699317e-17,2.6540365408146e-28,9.827446521963167e-28,2.394605011579881e-17,1.0086607808484577e-23,7.952564794481582e-27,9.805397557564656e-31,2.8163265389403127e-52,3.7125439227911094e-40,2.401404850348952e-38,8.841381980961192e-28,7.231815004670732e-54,3.4250491002774816e-73,4.4971782445662423e-23,1.504382149729811e-75,6.886633685866625e-87,4.728990404008971e-66,6.713945267267116e-75,4.950333113253148e-74,2.0013170938305537e-52,8.481633512859107e-65,2.27444534431834e-103,3.6930089961226e-105,3.234170865070202e-148
8.382719959818522e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767995838,0.11866996602955383,0.022821567693048304,1.6081326494636022e-80,3.6596793429251895e-39,3.5006224543891135e-26,1.9031146958363365e-58,2.4142068652491743e-39,2.8896062039150687e-92,7.398415126980083e-15,7.995606859980478e-77,7.398415126858754e-15,2.471121364142838e-52,2.182770464357735e-51,2.857880472852446e-77,3.313705800111372e-78,1.260686435628838e-27,4.0724958561607624e-60,4.040477606660743e-13,1.1963136067290554e-14,4.7892485718077664e-17,1.0616249890006084e-27,3.9310184395615675e-27,4.7892404840735564e-17,4.031505924624907e-23,6.357330275473558e-26,9.033133229388309e-30,1.0359726794754992e-50,2.9700688563438876e-39,1.9213167465124066e-37,3.5365885395740826e-27,2.312507415131771e-52,5.032995929603829e-71,8.994480521324324e-23,2.2125749763370188e-73,2.0243867417951697e-84,3.024383980667831e-64,9.874562292161162e-73,5.292361600975765e-72,3.202161637794023e-51,2.7141729174592073e-63,1.3375352905914195e-100,2.172833975241521e-102,3.8332616280820917e-144
1.676549676898064e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767991677,0.11866996602914234,0.022821567693042322,5.180735377077264e-78,2.9277615143349013e-38,1.4005210918668732e-25,1.532287212850205e-56,1.931380771127187e-38,9.297936399926e-90,1.4796880428016677e-14,5.117250079382031e-75,1.479688042753136e-14,3.953827682768518e-51,3.4924628768482583e-50,4.599289408771504e-75,5.3328652917604004e-76,5.042771392041692e-27,2.3486084262885015e-58,8.080982614475725e-13,2.3926353265304448e-14,9.578537750155415e-17,4.2465181409237574e-27,1.572415247416376e-26,9.578505373720998e-17,1.6100735636080084e-22,5.078235413786224e-25,9.124357711249012e-29,4.175559620758958e-49,2.376066735827341e-38,1.5373340455948502e-36,1.4146424279597226e-26,7.389123084795176e-51,8.099779730511329e-69,1.7989274179565223e-22,3.5650544280256536e-71,6.517799336267753e-82,1.9327773774605938e-62,1.591059768818301e-70,6.10000928687231e-70,5.1235020452051175e-50,8.685430029146998e-62,8.615918452038864e-98,1.4009880365947416e-99,4.52116939597869e-140
3.3531050387304875e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767983355,0.11866996602831935,0.02282156769303036,1.8686278458022592e-75,2.342217227590878e-37,5.604209210937783e-25,1.381217686875915e-54,1.5451107259846382e-37,3.349148483318751e-87,2.9593811030097516e-14,3.275059770617873e-73,2.9593811028156224e-14,6.326151052200219e-50,5.587960901878589e-49,8.286153895880182e-73,9.607775509367413e-74,2.017113687122389e-26,1.417671118305399e-56,1.616199262928357e-12,4.785278766122527e-14,1.915714063959334e-16,1.6986088449521672e-26,6.28967597609195e-26,1.9157010931717408e-16,6.420103637045038e-22,4.050398080086888e-24,1.0322768145840936e-27,1.8844712944962578e-47,1.900855110454807e-37,1.2303034837304927e-35,5.65858263741272e-26,2.3575383231154674e-49,1.4592690442963966e-66,3.5979617914945896e-22,6.431481776360921e-69,2.3493014165732858e-79,1.2333543028749791e-60,2.870333326957357e-68,7.3612391780973174e-68,8.197637993761794e-49,2.779347565472654e-60,6.213767472837473e-95,1.0122047284144893e-96,5.594539507758115e-136
6.706215762395335e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679667104,0.11866996602667336,0.022821567693006434,7.536718483026312e-73,1.8737782686738682e-36,2.2433602602266877e-24,1.392290092199176e-52,1.2360910204070374e-36,1.3492040328087696e-84,5.918767223428977e-14,2.0960445369290225e-71,5.918767222652459e-14,1.012186296191037e-48,8.94074149571419e-48,1.6695298325000488e-70,1.9358156167048704e-71,8.068465012224614e-26,8.762365756226618e-55,3.232401265561078e-12,9.570565645263909e-14,3.83144455959026e-16,6.794422169837672e-26,2.515872782291827e-25,3.831392516300682e-16,2.5520202935546815e-21,3.220964687121947e-23,1.3053487878305562e-26,9.509158515012702e-46,1.5206800754798643e-36,9.849305521154358e-35,2.263434761109101e-25,7.499764513612479e-48,2.9401965754630964e-64,7.1963331061302355e-22,1.2973770265886768e-66,9.469736650610509e-77,7.847420329846169e-59,5.790145121154464e-66,9.097738258889294e-66,1.3116248507999674e-47,8.89391332447753e-59,5.0115057520887946e-92,8.191804994357527e-94,7.451248888347953e-132
1.3412437209725029e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679334215,0.11866996602338138,0.02282156769295858,3.315013630613934e-70,1.499026457766454e-35,8.98660509939465e-24,1.5306651097178388e-50,9.888737857448093e-36,5.929496032751499e-82,1.1837539464279666e-13,1.341470480347971e-69,1.1837539461173594e-13,1.619499734747191e-47,1.4305150639283838e-46,3.6693942569473608e-68,4.254652442796952e-69,3.2273880601277446e-25,5.46162587769546e-53,6.46480526951113e-12,1.9141139403375532e-13,7.66294604159852e-16,2.7177531164527364e-25,1.0063491069415643e-24,7.662736609069527e-16,1.0082107148460217e-20,2.5463181822163934e-22,1.7983521100470432e-25,5.231473762016262e-44,1.216534932783809e-35,7.890247443716003e-34,9.053735424947882e-25,2.37199816177387e-46,6.46213725675181e-62,1.4394286005639244e-21,2.8538086295968904e-64,4.163482004994509e-74,4.9643649928443575e-57,1.273655844043661e-63,1.134013670603534e-63,2.0986019597681573e-46,2.846042960828266e-57,4.408516736127701e-89,7.254770739694638e-91,1.0593447161057215e-127
2.6824880104384417e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767866844,0.11866996601679743,0.022821567692862876,1.5344841355330074e-67,1.1992259802856695e-34,3.604813678389979e-23,1.7711133393434888e-48,7.910994060767453e-35,2.743438452694257e-79,2.367508394602998e-13,8.585416963430995e-68,2.367508393360568e-13,2.5912007716891288e-46,2.2888087636810065e-45,8.489681593929843e-66,9.84375798289677e-67,1.2909556370905403e-24,3.390919687268636e-51,1.2929613272149674e-11,3.8282286918914255e-13,1.5326117253333897e-15,1.0870876090507415e-24,4.025392541052154e-24,1.5325269783788082e-15,3.935468308353677e-20,1.9899226673972155e-21,2.604639385048464e-24,3.0280216931749497e-42,9.732122596520664e-35,6.328910029635007e-33,3.6214878206770435e-24,7.417459690825665e-45,1.4951075655876216e-59,2.879503288560555e-21,6.6056094332740555e-62,1.9267683710419552e-71,3.105370973708368e-55,2.9481422730103755e-61,1.408076155747806e-61,3.3577648337727435e-45,9.107261910749533e-56,4.082205481271098e-86,6.807030228974186e-88,1.5621683119503777e-123
5.3649765893703194e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767733689,0.11866996600362953,0.022821567692671463,7.2155316008329255e-65,9.593879524796408e-34,1.4495339580571538e-22,2.0819824235717115e-46,6.328796593959792e-34,1.2898570904655321e-76,4.73501729097263e-13,5.494668182726913e-66,4.735017286002921e-13,4.145921767328907e-45,3.6620338220547366e-44,1.9958257238132568e-63,2.3141513963698904e-64,5.1638233903744396e-24,2.068202859959672e-49,2.585922925638053e-11,7.656458194725358e-13,3.0653178989501956e-15,4.3482392682798606e-24,1.610153139279759e-23,3.064971611504416e-15,1.5013410107384102e-19,1.521265496240866e-20,3.8288222553018264e-23,1.7799961383383092e-40,7.785442773417151e-34,5.088184669742601e-32,1.4485893581170472e-23,2.269779809803291e-43,3.514812186852189e-57,5.7615890969310244e-21,1.553204534624187e-59,9.059358853595435e-69,1.9011894351056013e-53,6.931688556012307e-59,1.7176405335610056e-59,5.372424898489199e-44,2.9142667205851524e-54,3.9430459221686415e-83,6.572882814541091e-85,2.265636608314185e-118
1.0729953747234075e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767467379,0.11866996597729373,0.02282156769228864,3.3311105250008697e-62,7.675216160183194e-33,5.851697505320646e-22,2.4030090389585464e-44,5.0630375500114025e-33,5.955686944982999e-74,9.470035083790136e-13,3.516587346538664e-64,9.470035063911356e-13,6.633473896269288e-44,5.859071006631183e-43,4.6075038974381546e-61,5.342371895848951e-62,2.065529537297667e-23,1.215068353406551e-47,5.1718461140657294e-11,1.5312917199297975e-12,6.131049623764476e-15,1.7392063677145294e-23,6.440580004658278e-23,6.1296128905593924e-15,5.492496835095867e-19,1.117078260261957e-19,5.521333971394747e-22,1.0270664583206529e-38,6.2279440413213e-33,4.1059788152450914e-31,5.794309890300905e-23,6.675631205793217e-42,8.114133722915157e-55,1.1533506443164089e-20,3.585071756153863e-57,4.1825094158045774e-66,1.119060131499537e-51,1.5999727268800217e-56,2.0182808075682066e-57,8.595880148194114e-43,9.325301950353763e-53,3.6453668138828834e-80,6.385214337910171e-82,3.085010986470122e-114
