Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),CO2X(24),CHOX(53)
6.5507964204129525e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999726,0.11866996602996269,0.022821567693054223,1.5864571287715684e-95,2.782362586119646e-61,5.2927268949085429e-34,3.1721978872932585e-73,1.9512037905213474e-53,3.1968221705579451e-117,6.6612201202126409e-22,1.2184899610341373e-106,6.6612201202120174e-22,3.0703680236632543e-73,6.2743453855708994e-66,3.1402295092283025e-98,1.8974719312268582e-99,3.7781523495329119e-49,9.3085838673975602e-86,2.6417448485018057e-15,1.2701743992222695e-16,4.8959379843235118e-20,4.8959388503694269e-20,4.3231484977350693e-27,4.7321565054419884e-30,5.2631317648137344e-34,3.5422574969838268e-32,7.1900055683958529e-59,1.775151696500562e-47,3.9104121521950884e-86,9.6766156067843434e-89
1.310728423649959e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999448,0.11866996602996004,0.02282156769305416,4.056520090671733e-93,4.4569027144599051e-60,4.2153296424182357e-33,2.036315801669936e-71,1.5625452738285038e-52,8.208532350656312e-115,1.3328227573284121e-21,7.8103875165957701e-105,1.3328227573281629e-21,4.9179240611637959e-72,1.005055322774598e-64,4.0316014620488028e-96,2.4360800872794553e-97,3.0247955313655375e-48,2.9820896749775712e-84,5.2857848706323213e-15,2.5414523383221969e-16,9.7961287408874188e-20,9.796132209218443e-20,1.7284950601091151e-26,3.7847370625075179e-29,4.2212682664774367e-33,1.4178142522631149e-31,2.3077112586597024e-57,2.8270027518938757e-46,4.9993381916506416e-84,1.242884075318732e-86
2.6220259868672867e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319998893,0.11866996602995475,0.022821567693054032,1.033436442570349e-90,7.1350590956128999e-59,3.3595899716727208e-32,1.3086083972092595e-69,1.2506691192814093e-51,2.1100114956523945e-112,2.6662242479427901e-21,5.0025068799150722e-103,2.6662242479417918e-21,7.8729472483478753e-71,1.6089974096842913e-63,5.1816543713506442e-94,3.1309952225743367e-95,2.4207179058995569e-47,9.5480365454007768e-83,1.0573864914888509e-14,5.084008216521951e-16,1.9596507653923939e-19,1.9596521546847532e-19,6.9011451249683695e-26,3.0227710518520188e-28,3.3903665761340458e-32,5.6730086850964713e-31,7.4152130186946929e-56,4.5059485933128652e-45,6.3680488666793732e-82,1.5978317789138609e-84
5.2446211133019425e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997783,0.11866996602994417,0.022821567693053778,2.6171545940835047e-88,1.141903224192157e-57,2.6744549997397269e-31,8.4356276659694006e-68,1.0007880282619855e-50,5.4404832549018165e-110,5.3330272291718738e-21,3.2028382949770772e-101,5.3330272291678782e-21,1.2600125611854017e-69,2.5750599601190265e-62,6.6802956175772212e-92,4.0365435013369779e-93,1.936881600984297e-46,3.0562264670877266e-81,2.115002500338152e-14,1.0169119972921062e-15,3.9197255079637316e-19,3.9197310780318022e-19,2.748909639758581e-25,2.4088621898344487e-27,2.7320087023605817e-31,2.2694967793310293e-30,2.3901355585772247e-54,7.174562768919255e-44,8.0632807414392653e-80,2.0603496798424534e-82
1.0489811366171253e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995568,0.11866996602992302,0.022821567693053268,6.5567957379128153e-86,1.8271921750060712e-56,2.1214207585905622e-30,5.4729261301647525e-66,8.0073074552118618e-50,1.4117845977075784e-107,1.0666633191631349e-20,2.050209519269514e-99,1.0666633191615363e-20,2.0162910309237709e-68,4.1204249233768607e-61,8.6677462658172564e-90,5.2374528875024063e-91,1.549555581643294e-45,9.7812834352811602e-80,4.2302345180290071e-14,2.0339343485717692e-15,7.8398708329669631e-19,7.8398932098534847e-19,1.0901702587192658e-24,1.9117525106287513e-26,2.2161786370566338e-30,9.0781171702673634e-30,7.7542287978753276e-53,1.1384575450435052e-42,1.0100093531117344e-77,2.6739098415865345e-80
2.0980191871909876e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991132,0.11866996602988072,0.022821567693052252,1.6109449408179066e-83,2.9233435001330112e-55,1.6698619629088721e-29,3.5946148675306488e-64,6.4062347590334157e-49,3.7085346049273178e-105,2.1333845116555525e-20,1.3122574072246668e-97,2.1333845116491588e-20,3.2262763088298811e-67,6.592295583233099e-60,1.1384867954428493e-87,6.8792628808305572e-89,1.2395484077709439e-44,3.1302222875330996e-78,8.4606985533797296e-14,4.0679790511304547e-15,1.5680144842451043e-18,1.5680235094034954e-18,4.2867956806096028e-24,1.505212895480313e-25,1.8204926377323454e-29,3.6309076757566989e-29,2.5469729125977902e-51,1.7931558573182565e-41,1.2406524896535811e-75,3.5133212520190891e-78
4.196095288338712e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319982262,0.11866996602979611,0.022821567693050219,3.8287171455574714e-81,4.6763180440927199e-54,1.2946230998835335e-28,2.4127934089911367e-62,5.125123295793268e-48,9.9547018565169852e-103,4.2668268966424799e-20,8.3988105140690239e-96,4.2668268966169048e-20,5.1621910994778942e-66,1.0545294332079579e-58,1.5281094458422823e-85,9.2335414692427221e-87,9.9141447763325666e-44,1.0017012582175535e-76,1.6921626623957225e-13,8.1360684562452729e-15,3.136062629961173e-18,3.1360992962957145e-18,1.6582390757274609e-23,1.1671151105338479e-24,1.5289772039410487e-28,1.4520031937515292e-28,8.5507926848935885e-50,2.7832118347766401e-40,1.4741199767666679e-73,4.7184586397429616e-76
8.39224749063416e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319964526,0.11866996602962689,0.022821567693046149,8.650355708473755e-79,7.4784071159469425e-53,9.7541248102840404e-28,1.6757693694023419e-60,4.1001207785200418e-47,2.7645789442597013e-100,8.5337116666247011e-20,5.3753145786716166e-94,8.5337116665223981e-20,8.259562475932199e-65,1.6863945983835468e-57,2.1221182014916897e-83,1.2822812319853869e-84,7.9274476885524763e-43,3.2054683623802864e-75,3.3843482764616422e-13,1.6272247266464689e-14,6.2721322968964311e-18,6.2722830888912026e-18,6.2203843410411364e-23,8.7938400028475087e-24,1.3294567432770365e-27,5.8049587589655458e-28,2.9709194484219777e-48,4.2020467843849728e-39,1.6649001527910352e-71,6.5589957038123733e-74
1.6784551895225059e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319929054,0.11866996602928845,0.022821567693038013,1.827212124459558e-76,1.1953312624288298e-51,6.9862467975884884e-27,1.2155090762827575e-58,3.2800541937838024e-46,8.0177584189850575e-98,1.7067481206622615e-19,3.4401739580109043e-92,1.7067481206213398e-19,1.3215145372741217e-63,2.6954339449294958e-56,3.0775858502158114e-81,1.8596175450707391e-82,6.3356639815235979e-42,1.0257384953612127e-73,6.7687195043951648e-13,3.2544604886862658e-14,1.2544165134588089e-17,1.254479611603229e-17,2.209985694313532e-22,6.2984094379498645e-23,1.2076692980625549e-26,2.3195085563533047e-27,1.0781376999404939e-46,6.0408248651760964e-38,1.7578377097438061e-69,9.5258278348101314e-72
3.3569160704406852e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319858111,0.11866996602861156,0.022821567693021742,3.5627588114147237e-74,1.9086374501422428e-50,4.6144139262465695e-26,9.1489274068981085e-57,2.6239443299273836e-45,2.4132425172771633e-95,3.4135020286752314e-19,2.2016364719040153e-90,3.4135020285115447e-19,2.1143469074738131e-62,4.3037103009050555e-55,4.6317273932521268e-79,2.798697332235931e-80,5.0584416153630465e-41,3.2822472244313901e-72,1.3537461959468933e-12,6.5089320127495131e-14,2.5087804839721382e-17,2.5090492868023813e-17,7.1986343817469892e-22,4.1598256927785387e-22,1.1380035112269433e-25,9.2582232562361166e-27,4.0595385652779199e-45,8.028918396467315e-37,1.7130659163547553e-67,1.4362437445211719e-69
6.713837832277045e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319716225,0.11866996602725778,0.022821567692989198,6.3443503015021049e-72,3.0414391986412542e-49,2.7281830770743358e-25,6.9446805446891031e-55,2.0989845812202205e-44,7.3280159587323453e-93,6.8270098447547135e-19,1.4089387838500735e-88,6.8270098440999762e-19,3.3826892377873485e-61,6.8573095682742571e-54,7.0312267372842072e-77,4.2485723068591643e-78,4.0306797820966288e-40,1.0502380029613719e-70,2.7074946866443379e-12,1.3017875060810636e-13,5.0173380484681649e-17,5.0184928429177052e-17,2.0835591760722263e-21,2.4590293161150193e-21,1.0801808737861217e-24,3.6875209722624363e-26,1.5409124822466831e-43,9.5824733771058753e-36,1.5245166367829053e-65,2.184489555493569e-67
1.3427681355949762e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319432446,0.11866996602455024,0.022821567692924108,1.0264614165922914e-69,4.8271919278761868e-48,1.4270621035086196e-24,5.1333793662777838e-53,1.6789093170328409e-43,2.1680759236415514e-90,1.365402547712781e-18,9.0157781268248097e-87,1.3654025474508931e-18,5.4114351125038301e-60,1.0881118925779425e-52,1.0396593280577531e-74,6.2820428992057878e-76,3.1991066407776855e-39,3.360231559511008e-69,5.4149916667699906e-12,2.6035761156671464e-13,1.0033771763906809e-16,1.0038693959431228e-16,5.3048462214430204e-21,1.2858459077484434e-20,9.9704134999129112e-24,1.4625402755037165e-25,5.6930243040681253e-42,1.0143120723331787e-34,1.2325675970245965e-63,3.2351980684693228e-65
2.6855368403295197e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318864889,0.11866996601913514,0.022821567692793927,1.5234366005983034e-67,7.6020234232044989e-47,6.7130673682468755e-24,3.630451831544568e-51,1.3426802766375776e-42,6.1406737237724264e-88,2.7308056742729719e-18,5.7682551326558093e-85,2.7308056732255515e-18,8.6555069355995568e-59,1.7125772632536988e-51,1.4710104309204373e-72,8.8883562644722589e-74,2.519495409179338e-38,1.0749332287792555e-67,1.082998562194435e-11,5.2071533347348093e-13,2.0063914280862923e-16,2.0084511520854324e-16,1.2147125323385232e-20,6.0446729606222489e-20,8.7989194621992673e-23,5.7527377638226044e-25,2.011875724550122e-40,9.6556561830045047e-34,9.1415329712341849e-62,4.5841779092908618e-63
5.3710742497986066e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631772978,0.11866996600830494,0.02282156769253357,2.1207082194064099e-65,1.1790937690074425e-45,2.9346589286643085e-23,2.4649936115517309e-49,1.073428444590125e-41,1.6709864046203304e-85,5.4616119277352903e-18,3.6893218691935307e-83,5.4616119235464528e-18,1.3839880696239606e-57,2.6534113077793546e-50,1.9981947347398406e-70,1.2073556799163896e-71,1.9547202105160723e-37,3.4376034391322594e-66,2.1659973511985275e-11,1.0414307772452604e-12,4.0113305578177631e-16,4.0197964646919747e-16,2.600568909084343e-20,2.6388585169177038e-19,7.4566645275306838e-22,2.2266882680215278e-24,6.8260121332753609e-39,8.5207996180481039e-33,6.3599044997976897e-60,6.2305029419664311e-61
1.0742149068736782e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315459557,0.11866996598664456,0.022821567692012854,2.832650053174064e-63,1.7774558128287778e-44,1.2288292789978525e-22,1.6257078694578536e-47,8.5759882611281717e-41,4.4228494921390399e-83,1.0923224436024476e-17,2.3581462702324157e-81,1.0923224419275705e-17,2.2115263094548331e-56,3.9914318569212646e-49,2.6363702499735796e-68,1.5928953081111401e-69,1.4744584231398265e-36,1.0986375402696462e-64,4.3319949210835984e-11,2.0828616646221472e-12,8.0168560527852117e-16,8.0512324137375459e-16,5.3736173339094334e-20,1.1019487475046365e-18,6.1429034160178063e-21,8.3625469134533477e-24,2.249946466171491e-37,7.1792837692278693e-32,4.2461958796667504e-58,8.2282750145259667e-59
2.148429870661313e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756310919117,0.1186699659433238,0.022821567690971423,3.6869141109636018e-61,2.5479468308312121e-43,5.026327234758382e-22,1.0513513690269909e-45,6.8425385622336393e-40,1.1512604370298238e-80,2.1846449458035506e-17,1.5053587222981438e-79,2.1846449391092863e-17,3.5293322547125622e-55,5.6973845992652597e-48,3.4106803241569845e-66,2.0605756488941768e-67,1.0580789223669988e-35,3.5067326441567501e-63,8.6639900283612784e-11,4.1657234387114259e-12,1.6010533743820744e-15,1.6149175895597263e-15,1.0908222433582125e-19,4.4827962618963403e-18,4.967422704985952e-20,2.9770433908432905e-23,7.273024588721334e-36,5.8940087584335318e-31,2.7628302969785515e-56,1.0666697681171673e-56
3.222644834448948e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756306378677,0.11866996590000303,0.022821567689929993,2.4434028232536499e-60,9.2497637319153239e-43,1.0746423644902368e-21,5.8959185730643915e-45,2.0283034084516981e-39,8.6940388218216349e-80,3.2769674485370981e-17,8.539623413080642e-79,3.2769674343268672e-17,1.3335622606388406e-54,2.0661422209234272e-47,2.2390259613933588e-65,1.3526837816600193e-66,2.8488571906737385e-35,1.634184090058855e-62,1.2995985103146498e-10,6.2485852121381422e-12,2.3986875813109681e-15,2.4282277829810194e-15,1.6430841363543802e-19,9.548385734143162e-18,1.4215937685351962e-19,5.8544075264782358e-23,3.4040045184503991e-35,1.6960608395264629e-30,1.5667454650155103e-55,7.0585869433410516e-56
4.296859798236583e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756301838237,0.11866996585668227,0.022821567688888562,1.1036620000331137e-59,2.3655138131361405e-42,1.8384949248201477e-21,2.1518131094820154e-44,4.4124761033367178e-39,3.9722706440527511e-79,4.3692899518088401e-17,3.2811212534742669e-78,4.3692899275820897e-17,3.4668733596753258e-54,5.2739163044387168e-47,9.1662379963633379e-65,5.5374860203037065e-66,5.7014304529715866e-35,4.9709383006538438e-62,1.732798014543926e-10,8.3314469849035308e-12,3.1945919856182001e-15,3.2450623334710916e-15,2.194148408524303e-19,1.6278931014254414e-17,2.9962486778827898e-19,9.3256128596595382e-23,1.0976848868506598e-34,3.5893313312074581e-30,6.4892803708522056e-55,3.1924083274703276e-55
6.445289725811853e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756292757345,0.11866996577004074,0.0228215676868057,1.2742457151316555e-58,8.6262942362888809e-42,3.8151537972403667e-21,1.398585994489744e-43,1.2765643740935496e-38,3.6203422034989516e-78,6.5539349596196617e-17,2.4909810341371292e-77,6.5539349094910814e-17,1.26896632386234e-53,1.9144080246289481e-46,6.9887411617774826e-64,4.2214170253815055e-65,1.4329674739667712e-34,2.2599091519345464e-61,2.5991970153766964e-10,1.2497170528885479e-11,4.7823526837328508e-15,4.8870286099409785e-15,3.2934741480398233e-19,3.3586962253478741e-17,8.1603828222773885e-19,1.7322968626928691e-22,6.0251806638787604e-34,9.8331558549147995e-30,6.8214826000412677e-54,3.7066372064165365e-54
8.593719653387123e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756283676459,0.11866996568339921,0.022821567684722838,5.728667434361797e-58,2.1758398198902049e-41,6.4938370073745816e-21,5.1320875466960901e-43,2.7838831356941571e-38,1.6675691591516573e-77,8.7385799693888682e-17,9.3925126829116141e-77,8.7385798841912334e-17,3.2834380242916708e-53,4.8109860399961662e-46,2.8731519971453339e-63,1.7353213341911793e-64,2.7912883164503241e-34,6.7764111407498829e-61,3.4655960042608313e-10,1.6662894070443771e-11,6.3637833935400682e-15,6.5420234068070838e-15,4.388417156181399e-19,5.685609968291678e-17,1.7018227076183215e-18,2.6678760554253179e-22,1.9289174827865756e-33,2.0604562488937771e-29,2.5599942308956057e-53,1.6692254266104729e-53
1.0742149580962393e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756274595573,0.11866996559675769,0.022821567682639977,2.0368579592308354e-57,4.5560826216588903e-41,9.9219224416987829e-21,1.5078945567672253e-42,5.207966039059034e-38,6.1230972167669204e-77,1.0923224981239397e-16,2.8682613989956762e-76,1.0923224851173615e-16,7.1635153147720835e-53,1.0032632177734626e-45,9.4100972127515597e-63,5.6829940444786213e-64,4.7400686655325877e-34,1.6878701723720576e-60,4.3319949803428557e-10,2.0828617609409982e-11,7.9384569202008067e-15,8.211030396330785e-15,5.4786816667019917e-19,8.6384238146734103e-17,3.0863113313366548e-18,3.7021950396920236e-22,5.0247054915771068e-33,3.7537886607761321e-29,8.4448395883677277e-53,5.9525248209491344e-53
1.2890579508537663e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756265514676,0.11866996551011616,0.022821567680557115,6.3109561958486842e-57,8.4093298596669572e-41,1.4109827640702443e-20,3.8519244468670315e-42,8.7899065981731926e-38,1.9551258308451569e-76,1.3107869995190827e-16,7.6314344470871615e-76,1.3107869810304816e-16,1.3933044420353559e-52,1.8435512197083699e-45,2.667866350079502e-62,1.6110258012027099e-63,7.3387933613702467e-34,3.7191287680470182e-60,5.1983939433894882e-10,2.4994341145740753e-11,9.506279331703518e-15,9.8943651549304587e-15,6.5642026308699631e-19,1.2213759737494421e-16,5.0972239309423513e-18,4.7987685803665019e-22,1.1438328088309275e-32,6.2279720399541968e-29,2.3819989949959442e-52,1.8504119574972754e-52
1.7187439363688203e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756247352887,0.11866996533683311,0.022821567676391392,6.1782649873392103e-56,2.280147240840936e-40,2.4744772571676126e-20,2.3821368100355735e-41,2.0714313876769965e-37,2.8836865728028462e-75,1.7477160029274215e-16,4.9441069034983126e-75,1.7477159705070155e-16,4.4189051944015657e-52,4.9430414307481094e-45,2.393032511359677e-61,1.4444139826238304e-62,1.4622206866786531e-33,1.6074436014544128e-59,6.9311918304012413e-10,3.3325788210512045e-11,1.262155407568087e-14,1.33043185891979e-14,8.7211408338620367e-19,2.1146959320148101e-16,1.1665426730433327e-17,7.0706454035481932e-22,4.9685353415383958e-32,1.4412345186080184e-28,1.5167166528605793e-51,1.8254987447303828e-51
2.148429921883874e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756229191104,0.11866996516355008,0.022821567672225668,2.6969901964772906e-55,4.8281325313104517e-40,3.8371095005326985e-20,8.5584357312886937e-41,4.0063046286074159e-37,1.5661463814584584e-74,2.1846450071485124e-16,1.799132205813607e-74,2.1846449568589541e-16,1.0592607501876983e-51,1.0362408813531522e-44,1.045765688857172e-60,6.3106567493530042e-62,2.4727593038753071e-33,4.7379656716204557e-59,8.6639896653820704e-10,4.1657235264781821e-11,1.5709856282357868e-14,1.6772157512154463e-14,1.0859403926232363e-18,3.2383233984444265e-16,2.2177503954314321e-17,9.4121233565554004e-22,1.452008989523792e-31,2.7677615843347833e-28,5.3642765605963396e-51,8.0097254586940816e-51
2.578115907398928e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675621102931,0.11866996499026704,0.022821567668059945,8.7079883645787132e-55,8.8122110167609376e-40,5.4962418638056582e-20,2.3674634611243871e-40,6.8465194939613871e-37,5.9585076318497549e-74,2.621574012166743e-16,5.0495544480222277e-74,2.621573940093629e-16,2.1477452626602002e-51,1.8731962753209572e-44,3.3498944182553934e-60,2.0210589966731655e-61,3.770643273034631e-33,1.1293835171379627e-58,1.0396787448360639e-09,4.9988682308560084e-11,1.8771423784400573e-14,2.029822731159552e-14,1.2979156578725374e-18,4.5816697486786162e-16,3.7454468784323997e-17,1.1781516447821264e-21,3.4405209468621089e-31,4.7192686943365455e-28,1.5059680059726919e-50,2.6010115002612071e-50
