Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),H2(190),C4H7X(141),C4H7(69),C4H7(373),C2H5(67),C4H6(54),C4H7X(140),C4H7(68),C4H7X(145),C4H7X(459),C6H11(87),SX(155),C6H11(809),SX(979),C4H8(73),C2H6(343),C2H3(53),C6H11(815),SX(1010),C8H15(980),SX(1014),C4H8(187),C6H10(967),SX(1211),S(1163),SX(152),C6H11(84),S(1104),SX(1138),S(1167),SX(1756),S(1166),SX(1799),C4H9(85),C4H9X(153),S(1418),SX(1367),S(1062),SX(1214),SX(1701),S(1649),C4H9X(171),C4H9(111),SX(2137),S(2079),SX(1017),S(984),S(1757),SX(1802),S(1850),SX(1894),S(1493),SX(1446),S(2316),SX(3066),SX(2273),SX(2594),S(2513),S(2486),SX(2424),SX(2707),S(2626),S(2230),SX(2174),S(2391),SX(2328),SX(1370),S(1421),S(3690),SX(3601),C6H13(202),SX(346),SX(1141),S(1108),SX(1217),S(1183),S(3938),SX(3848),SX(1805),S(1760),S(1440)
2.3023590343398538e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583734796,0.66999999999981685,2.3142493341870158e-21,3.5344486580085842e-23,1.4167014318556129e-18,9.7803853019297598e-31,1.8108229997911263e-24,2.2675855049772618e-37,0.0,9.7365787622600938e-29,0.0,1.8318065266788924e-13,1.8318325070457458e-13,1.3444386798650762e-18,7.6973745405453834e-20,1.1627093157004878e-18,4.1297424464545449e-22,4.089898699835069e-21,9.6561849777535147e-20,3.6342152231574745e-22,4.8018058321569419e-21,6.4267386437240377e-20,2.7187738889454717e-23,2.0740110703892817e-21,1.3696525810471705e-22,1.2418191375956403e-20,8.1704784213601298e-22,3.2441315502094495e-27,3.6353732337238901e-21,1.9377706583714825e-23,4.9847815303962966e-22,3.2796741339715451e-23,1.0032727450683678e-22,6.5914132813060705e-24,2.0186266521193683e-21,2.2665679155566137e-23,1.8187148735945331e-25,2.6794508073344846e-24,7.0133243027868109e-24,1.0456137197034377e-22,1.3580419386790441e-23,8.9215426402576907e-25,3.3555872933784198e-25,2.2053443549667547e-26,7.6266092681203037e-25,5.012653920023344e-26,5.4740693933389006e-23,3.6039966805175186e-24,4.6307329723674618e-26,3.0384372480716658e-27,6.4231689157498012e-25,4.2164930145953137e-26,2.4944274077094307e-26,3.6769443065856554e-25,1.3318845377018118e-25,1.99054246227496e-24,9.768652964742342e-28,1.4246859342996686e-26,6.0264321084111631e-29,8.7281198605924172e-28,5.7162985758137053e-27,3.7505251215781836e-28,1.3221885060888463e-26,8.6754379490050569e-28,2.6698089106262736e-24,1.7546247282555753e-25,2.3242137303014287e-26,2.4766056637711902e-25,1.5275757747508239e-27,7.3375713660806698e-30,1.0619970429143699e-28,1.1220518010676725e-29,7.3518560928178564e-31,1.7185065884394175e-29,2.4887716755705376e-28,6.3670739544229142e-27,4.1773087138873799e-28,2.0989660266149412e-28,1.3759383994719343e-29,1.1585978633153995e-32,1.6474088865781459e-31,1.3506331899178693e-30,8.8491722969389653e-32,4.4641744936486108e-26,2.9325302594936234e-27,8.3674967959849347e-30,1.212645309118934e-28,2.4264911033704475e-31,3.4752495301407377e-30,3.2437832160875242e-30,2.127627036380642e-31,1.3835368035069456e-33,1.9661878885785083e-32,2.2424871008858044e-28
2.448749550743089e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583734657,0.66999999999981608,2.7158653015395047e-21,4.4375048105731154e-23,1.5393657590685114e-18,9.8551247732528457e-31,2.146714786193717e-24,3.0378455194497322e-37,0.0,1.3843568267420481e-28,0.0,1.8387773406981935e-13,1.8388059490004852e-13,1.48297892872167e-18,8.2795521404990741e-20,1.2512127272077699e-18,4.4441105742660899e-22,4.4454732587987657e-21,1.1189044687459943e-19,4.137787628512274e-22,5.5122601225150442e-21,7.4525140011668697e-20,2.9258222634961417e-23,2.2471930784232426e-21,1.4840827904727975e-22,1.453848841216996e-20,9.5661661064098784e-22,3.2441315502094423e-27,4.2934320244159235e-21,1.9452686631366371e-23,5.8283079990480855e-22,3.8349227408122299e-23,1.2590629240861038e-22,8.2728090823449059e-24,2.1469766600378609e-21,2.8536160915376996e-23,2.438614937405459e-25,3.5997605500655316e-24,8.1923571949709485e-24,1.2226433909406541e-22,1.7046380311428176e-23,1.1199664176786117e-24,4.5477317335292008e-25,2.9892356944534575e-26,1.025387472204534e-24,6.7403374668082866e-26,6.374557667567502e-23,4.1967310936311336e-24,6.651200572562552e-26,4.3649285469972186e-27,8.6330144666680378e-25,5.6679848352680503e-26,3.3485217844235353e-26,4.9455957939472565e-25,1.6571207041886038e-25,2.4791836550185899e-24,1.4011178206112105e-27,2.0487069040450988e-26,9.2242294267165002e-29,1.3399211469989488e-27,8.2734862826125874e-27,5.4292790460703052e-28,1.900680958255919e-26,1.2473366123988979e-27,3.3367314549698835e-24,2.1931660440626319e-25,3.0570958721680903e-26,3.3298244756807599e-25,2.0094974439889069e-27,1.1305148696948694e-29,1.6410919474510934e-28,1.8381647237727136e-29,1.2046978974249868e-30,2.6320632750729628e-29,3.8231074697818464e-28,9.1568049292735669e-27,6.0086536637692366e-28,3.2235692074565682e-28,2.1136226977372892e-29,2.0183847712980784e-32,2.8814931808353816e-31,2.2253367573523889e-30,1.4583790164263777e-31,5.9442100281960977e-26,3.9051852626969555e-27,1.2832768043509555e-29,1.8652945320667632e-28,3.9674795054949211e-31,5.7029707804084622e-30,5.3216546082034171e-30,3.491402261039117e-31,2.4224450426161424e-33,3.456439852395474e-32,3.4443763364745487e-28
2.5951400671463246e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583734557,0.66999999999981563,3.148343628814432e-21,5.4824136291938079e-23,1.662375625106877e-18,9.9196781138554262e-31,2.5109159165282417e-24,3.9911621368199988e-37,0.0,1.9260138023151462e-28,0.0,1.8438761934711383e-13,1.8439074376627586e-13,1.622426033817042e-18,8.8510914931530549e-20,1.3381063711469824e-18,4.7527609891232927e-22,4.802067818509036e-21,1.2832546785284796e-19,4.6716058141154605e-22,6.2696380474417721e-21,8.5527292252020496e-20,3.1291060034489131e-23,2.41751882850391e-21,1.5966268455892755e-22,1.6824570756231717e-20,1.107104112631856e-21,3.2441315502094373e-27,5.0085006162167194e-21,1.9507574950535139e-23,6.735913329649557e-22,4.4323745834251204e-23,1.5554495423863046e-22,1.0221202413460381e-23,2.2753266679563531e-21,3.5367805830046013e-23,3.2069378116578073e-25,4.7421085484584252e-24,9.4601767613571367e-24,1.4131175058644852e-22,2.1063516610931806e-23,1.3840258965467597e-24,6.0436390800216755e-25,3.9729632754579146e-26,1.3518575131056207e-24,8.8874098285893537e-26,7.3461961414077584e-23,4.8362886967563784e-24,9.3319519185080529e-26,6.1251576061950793e-27,1.1377872730796387e-24,7.4710888983782065e-26,4.4086601609399658e-26,6.522630201886318e-25,2.0327113999478933e-25,3.043880087432128e-24,1.9636558994631813e-27,2.8778194113126877e-26,1.3744599985657412e-28,2.0018191171735575e-27,1.1697585262610173e-26,7.6774575091937662e-28,2.6691059448707595e-26,1.7518939646833452e-27,4.1050830991221165e-24,2.6984404282627159e-25,3.9506223676501377e-26,4.3889232834548046e-25,2.5971058362318102e-27,1.6956881787062389e-29,2.4679917080666381e-28,2.9197586839927613e-29,1.913981801829468e-30,3.9245816455859063e-29,5.7155113592387926e-28,1.2863901149912787e-26,8.4425483951357502e-28,4.8180953603475501e-28,3.15974191485807e-29,3.3982269020190499e-32,4.8687576531419659e-31,3.555174612499574e-30,2.3304111714817394e-31,7.7733541113174434e-26,5.1073637168912308e-27,1.9159369564733397e-29,2.7922348750621399e-28,6.2923922595196469e-31,9.0741428781845507e-30,8.4655673265697956e-30,5.5552844462409452e-31,4.0993084775832577e-33,5.8699475367892354e-32,5.1487325324499205e-28
2.74153058354956e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583734491,0.66999999999981519,3.610995396435599e-21,6.6787146440505166e-23,1.7856237726288563e-18,9.9765194668883164e-31,2.9028655941215767e-24,5.1541340378173154e-37,0.0,2.6283642320770948e-28,0.0,1.8475976103357596e-13,1.8476314937785404e-13,1.7625403736253635e-18,9.4115887229178138e-20,1.4233267096486326e-18,5.0554679287814657e-22,5.1593666010174404e-21,1.4584604431068808e-19,5.2350212208986672e-22,7.072992520513527e-21,9.725968164007943e-20,3.3284760880052243e-23,2.5847807601489303e-21,1.7071472870647984e-22,1.9273075779562964e-20,1.2682889787604858e-21,3.244131550209433e-27,5.7803973465179992e-21,1.9547677473240802e-23,7.7059656244469089e-22,5.0709552836433341e-23,1.8951599545519617e-22,1.2454542930967751e-23,2.4036766758748449e-21,4.3232248343755056e-23,4.145442510819871e-25,6.1393101079157829e-24,1.0814488290741414e-23,1.6166906012825861e-22,2.5669097559165683e-23,1.6867853242028358e-24,7.8932367520818017e-25,5.1893889071953159e-26,1.7516120284486751e-24,1.1516677433479163e-25,8.3885388355823902e-23,5.522375887552256e-24,1.2823812702101419e-25,8.4182567241138912e-27,1.4737469442571526e-24,9.6782324425563037e-26,5.7055219620531668e-26,8.4543319906363418e-25,2.4622669873347915e-25,3.6901174763509531e-24,2.696104276472622e-27,3.9593160833417579e-26,1.9996523508950193e-28,2.9192276386468254e-27,1.6198778216806822e-26,1.0633191050698491e-27,3.6712184209433184e-26,2.4099739322926468e-27,4.9806550086489112e-24,3.2742611432020311e-25,5.0258571374379011e-26,5.6841193828517638e-25,3.3042659093713785e-27,2.4833733789457509e-29,3.6229162700631327e-28,4.5117749464186481e-29,2.9581811710628549e-30,5.7138263578751772e-29,8.340800359676934e-28,1.7700097419481725e-26,1.1618143085798463e-27,7.0295520010662415e-28,4.6108419582467961e-29,5.548880212200745e-32,7.9754809950153963e-31,5.5254693842052255e-30,3.6226563502951613e-31,1.0003797227864456e-25,6.5733928386951851e-27,2.7929614315562384e-29,4.0799648368863183e-28,9.7118453138434095e-31,1.4045749432356511e-29,1.310151331736904e-29,8.5992011400250553e-31,6.7278154707297876e-33,9.6645158577435738e-32,7.512870347651821e-28
2.8879210999527955e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583734435,0.66999999999981508,4.1031470953894202e-21,8.0357415592592351e-23,1.9090306797688761e-18,1.0027500031316425e-30,3.321998087269417e-24,6.5549196527068738e-37,0.0,3.5254539833103873e-28,0.0,1.8503106316958337e-13,1.8503471543813111e-13,1.9031431304457856e-18,9.9608146700189955e-20,1.5068373117619587e-18,5.3521019345983645e-22,5.5171354601776303e-21,1.6443075247439057e-19,5.827389890706757e-22,7.9213670834133457e-21,1.0970775702389564e-19,3.5238470078176597e-23,2.7488454303296897e-21,1.8155557083390848e-22,2.1880490273694752e-20,1.4399398966118217e-21,3.2441315502094316e-27,6.6089435924627921e-21,1.9576953752341828e-23,8.7367791530904455e-22,5.7495549028350548e-23,2.2808148026360635e-22,1.4990078219861794e-23,2.5320266837933375e-21,5.2199611080349213e-23,5.2771035636812884e-25,7.8260349525305255e-24,1.2252925808620939e-23,1.8330059091993581e-22,3.0898970914889358e-23,2.0306038097741402e-24,1.0150455597449006e-24,6.6740108626054958e-26,2.2347607720683617e-24,1.4694693524237399e-25,9.5010855473168635e-23,6.2546634105387763e-24,1.7298476530239206e-25,1.1357082267544757e-26,1.8796201017292854e-24,1.234491663137482e-25,7.2716090995092335e-26,1.0789764960550069e-24,2.9493449722242841e-25,4.4233015842137811e-24,3.6345140879506161e-27,5.3471683913598233e-26,2.847832383704944e-28,4.1662440254410558e-27,2.2020089389500721e-26,1.4456205221157491e-27,4.9569472027443489e-26,3.254394799078361e-27,5.9688409032186326e-24,3.9241798455342993e-25,6.3048001587737223e-26,7.2472591162979162e-25,4.1454592523681016e-27,3.5602671192929984e-29,5.2049181338934928e-28,6.803059173259835e-29,4.4612770600363286e-30,8.1435284769217684e-29,1.1912655432832678e-27,2.3907091060699701e-26,1.5694290711621749e-27,1.0037551968660127e-27,6.5848949411220871e-29,8.8181791876587132e-32,1.2710963355228841e-30,8.3799866895116798e-30,5.4951401376586989e-31,1.2691311178928157e-25,8.3399564900381095e-27,3.9855626045574289e-29,5.8344231145552475e-28,1.4630847299400668e-30,2.1214853584856345e-29,1.9786121141738571e-29,1.2988973856449044e-30,1.074654495355599e-32,1.5481749670857085e-31,1.0729048909705043e-27
3.0854227500749047e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583734385,0.66999999999981474,4.8127311500772085e-21,1.0137412983364311e-22,2.0756714820972383e-18,1.0089432236805949e-30,3.9295580752037532e-24,8.8743201670530968e-37,0.0,5.1135478490504546e-28,0.0,1.8528576091471761e-13,1.8528976882055307e-13,2.09337538896869e-18,1.0683757518974083e-19,1.6167662041252416e-18,5.7425752317594293e-22,6.0002544955206417e-21,1.9115216199063125e-19,6.6713365228685614e-22,9.1355965469929357e-21,1.2761007553726089e-19,3.7810236162836105e-23,2.9649862763026949e-21,1.9583749971951447e-22,2.5643725396256323e-20,1.6876880531699312e-21,3.2441315502094294e-27,7.8162575813435402e-21,1.960449759750607e-23,1.0220754731620802e-21,6.7265071899714263e-23,2.878353580472947e-22,1.8918902941555545e-23,2.7051891193111048e-21,6.6166644683282448e-23,7.1527666012503227e-25,1.0625093523950372e-23,1.4322654496635378e-23,2.1443981525132529e-22,3.9004759994220277e-23,2.5635201870173168e-24,1.3944751332680407e-24,9.16980607600479e-26,3.0376582136567976e-24,1.9976356789552838e-25,1.1112367693244864e-22,7.3152092426064239e-24,2.5239030867252076e-25,1.6572802678923475e-26,2.5537581659336635e-24,1.6774569468174587e-25,9.8718982709262641e-26,1.4672183183590307e-24,3.7038230930778491e-25,5.5596543719037066e-24,5.2997633177352472e-27,7.8141859329619409e-26,4.453592810760238e-28,6.5319181353047288e-27,3.2464568037182162e-26,2.1316171566423571e-27,7.2419667631413143e-26,4.7552870291154301e-27,7.4892918096517397e-24,4.9242227139838647e-25,8.3936333190562875e-26,9.8399558122751006e-25,5.5194381656994698e-27,5.6180932015517085e-29,8.2341484017977941e-28,1.1442944818104186e-28,7.5056098939360278e-30,1.274881437909485e-28,1.869665704481642e-27,3.4942340715196502e-26,2.294200109736873e-27,1.5748755714089756e-27,1.0333542958046941e-28,1.5871125848046353e-31,2.2957145351935897e-30,1.420730896327066e-29,9.3183798639098746e-31,1.71468709401336e-25,1.1268888629299916e-26,6.2497498403434121e-29,9.172145319037553e-28,2.4589438430686159e-30,3.5766577266390764e-29,3.3353921414436371e-29,2.1900510758984614e-30,1.9478034230306925e-32,2.8158163285689765e-31,1.683670865211827e-27
3.282924400197014e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583734352,0.66999999999981463,5.5733028773691605e-21,1.2570222654078466e-22,2.2423942845761666e-18,1.0145567474522768e-30,4.5842406914980614e-24,1.1757760603538415e-36,0.0,7.2361787522377393e-28,0.0,1.854534153580204e-13,1.8545777805413965e-13,2.2840290534864246e-18,1.138602734733835e-19,1.7235550216417854e-18,6.1218949315131233e-22,6.4836197140534209e-21,2.1971752640204042e-19,7.565287492868676e-22,1.0427691804807374e-20,1.4675187458169763e-19,4.0308546801908362e-23,3.1750899659885428e-21,2.0972056565030055e-22,2.9680685427075254e-20,1.9534643950060812e-21,3.2441315502094237e-27,9.1260485022890642e-21,1.9622693609973482e-23,1.1807972741197324e-21,7.7714585001246387e-23,3.5699449826945413e-22,2.3466392486364978e-23,2.8783515548288724e-21,8.2429597586089939e-23,9.4862775171144493e-25,1.4111640480010097e-23,1.6535206605197812e-23,2.4774276163577022e-22,4.8389733684320066e-23,3.1805731149244944e-24,1.8740419739811122e-24,1.2324537549560499e-25,4.0393969311627758e-24,2.6566584148702771e-25,1.2849052431817441e-22,8.4582806666119146e-24,3.5864818027277437e-25,2.3553110073676785e-26,3.3943600294036895e-24,2.2298531353368987e-25,1.3113454675797273e-25,1.9517951103781163e-24,4.577810174198742e-25,6.8767686681885779e-24,7.5286598470344357e-27,1.1121872191562765e-25,6.7563342347831507e-28,9.9313643141499622e-27,4.6616262397478861e-26,3.0612119086909556e-27,1.0305026490200043e-25,6.7674581681583158e-27,9.2349719020117609e-24,6.0724730419742472e-25,1.095335395556944e-25,1.306713835759998e-24,7.2032774009357575e-27,8.6004465395133073e-29,1.2633323963471118e-27,1.8591139020969368e-28,1.2196530915809389e-29,1.9362122825066929e-28,2.8458582954451491e-27,4.9740800404781548e-26,3.2662422856741378e-27,2.3963896616544763e-27,1.5726511013834884e-28,2.7500617837152819e-31,3.9901997711586344e-30,2.3267834937024715e-29,1.5263940976962601e-30,2.2698303203652938e-25,1.4918449235486284e-26,9.507165885061097e-29,1.3983859900132467e-27,3.993286090430799e-30,5.8245068332297914e-29,5.4312707539757341e-29,3.5668995879758403e-30,3.3993030141075532e-32,4.9293553329675058e-31,2.562413521959692e-27
3.480426050319123e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583734324,0.66999999999981452,6.3834106051354386e-21,1.535553222765327e-22,2.4091357734646168e-18,1.019742412158753e-30,5.2847481543611149e-24,1.5286899642577463e-36,0.0,1.0019561056924348e-27,0.0,1.8556371881730725e-13,1.8556843522053443e-13,2.4749602518475424e-18,1.2067869043691552e-19,1.8272397327706924e-18,6.4901887525696243e-22,6.9670446657457091e-21,2.5007359712386628e-19,8.5077379876682942e-22,1.1795344849589472e-20,1.6709692824817696e-19,4.2734241231865872e-23,3.3791768288716906e-21,2.2320609296830229e-22,3.3982371931482488e-20,2.2366763276002209e-21,3.2441315502094273e-27,1.0538029022504993e-20,1.9634728231088759e-23,1.3494209713536026e-21,8.8816274450210249e-23,4.3611025775496034e-22,2.8668835421965553e-23,3.0515139903466393e-21,1.0114700174017207e-22,1.234316157708223e-24,1.838471776232325e-23,1.8884674638558931e-23,2.8312009752044897e-22,5.9129593093258013e-23,3.8867446058580079e-24,2.4703914800106273e-24,1.6247780173051589e-25,5.2691700722371722e-24,3.4657576642337602e-25,1.4709679046595327e-22,9.6829163563532084e-24,4.9795001338820302e-25,3.2705069008523124e-26,4.4257100626660173e-24,2.9076521393016882e-25,1.7090105133063063e-25,2.5468934694341341e-24,5.5795571286020142e-25,8.3871838118338399e-24,1.0451999303117879e-26,1.5466619760973653e-25,9.9783401642845129e-28,1.4696445778976206e-26,6.540061623767474e-26,4.2952408414107819e-27,1.4327762517350253e-25,9.4103214724565217e-27,1.1215847714112955e-23,7.3754942433791622e-25,1.4044746610172111e-25,1.7018955567720968e-24,9.2369923033644353e-27,1.2817442808153844e-28,1.8864875527759817e-27,2.9286074878717707e-28,1.9216049387075829e-29,2.8628533089917462e-28,4.216134049649241e-27,6.9182731585075664e-26,4.543421276842349e-27,3.5491131588135295e-27,2.329476522325814e-28,4.6041821967908932e-31,6.6987605691220889e-30,3.694817107653114e-29,2.4242436261913246e-30,2.9512437736335601e-25,1.9398379285014841e-26,1.4079654600928529e-28,2.0750297657858562e-27,6.2898057362830687e-30,9.196643579305644e-29,8.5755889095167511e-29,5.6328210710628806e-30,5.7321168910017237e-32,8.33497379457968e-31,3.7957286376209955e-27
3.6779277004412322e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583734313,0.66999999999981452,7.2416708325662353e-21,1.851413177318339e-22,2.5758562605097786e-18,1.0245977576399299e-30,6.0298276868263995e-24,1.9547822678514405e-36,0.0,1.3608296232392643e-27,0.0,1.8563544933852049e-13,1.8564051823464815e-13,2.6660779968936849e-18,1.2729662016497933e-19,1.9278772308516171e-18,6.8476587559322377e-22,7.4504124585715658e-21,2.8216786776634562e-19,9.4972203568359155e-22,1.3236291543088575e-20,1.8860950492103512e-19,4.5088649052454451e-23,3.5773270198785516e-21,2.3629936607028912e-22,3.8539868440509267e-20,2.5367366326820266e-21,3.2441315502094316e-27,1.2051959923990804e-20,1.9642616787774582e-23,1.5275301318531204e-21,1.0054271493678768e-22,5.2569968254758562e-22,3.4560262501033154e-23,3.2246764258644066e-21,1.2247212569103307e-22,1.5791883222215506e-24,2.3547858385717691e-23,2.1365237668690366e-23,3.2048375644280058e-22,7.1295433033946653e-23,4.6867135816145155e-24,3.2014392837902723e-24,2.1057474328295415e-25,6.7576251150276683e-24,4.4451116438241279e-25,1.6692755694355996e-22,1.0988134527243888e-23,6.773007294536191e-25,4.4489239570856282e-26,5.6732668123629807e-24,3.7275987037832231e-25,2.1900351051727621e-25,3.2674136696112291e-24,6.7171246099801312e-25,1.0103150376206254e-23,1.4218143612083706e-26,2.1071388898710398e-25,1.4389750015522934e-27,2.1230949350044634e-26,8.988618938777192e-26,5.9039521151367614e-27,1.9516370138438597e-25,1.2819443903527675e-26,1.3440717606192926e-23,8.839080692571627e-25,1.7730677969535049e-25,2.1789305103643185e-24,1.1661970024290891e-26,1.8651847322279118e-28,2.7500240402678579e-27,4.4880803265770644e-28,2.9452902565534998e-29,4.1333876296211018e-28,6.0979317245505177e-27,9.4267800110848514e-26,6.1914558010362343e-27,5.1315539290214949e-27,3.3685566680318185e-28,7.4748400396853368e-31,1.090193246318398e-29,5.7078077165759957e-29,3.7455638051592962e-30,3.7767079739505954e-25,2.4825642123216944e-26,2.0360310078041288e-28,3.0059305452073613e-27,9.6406028715468507e-30,1.412678921840188e-28,1.3173060853939439e-28,8.6539264857558453e-30,9.3729284129658292e-32,1.3662289858633307e-30,5.4892133210843739e-27
3.8754293505633414e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583734291,0.6699999999998143,8.1467641710184937e-21,2.2066221106115874e-22,2.7425281218920411e-18,1.029191550020719e-30,6.8182754488739137e-24,2.4630833267106478e-36,0.0,1.8166637771811788e-27,0.0,1.8568161598971215e-13,1.8568703608835928e-13,2.8573192549124468e-18,1.3371845203793333e-19,2.0255337116429279e-18,7.1945400538178291e-22,7.9336417454173395e-21,3.1594898368345285e-19,1.0532307036969501e-21,1.4748323130835732e-20,2.1125465150100701e-19,4.7373317933598021e-23,3.7696489111693572e-21,2.4900753740192538e-22,4.3344434278418942e-20,2.8530696585834673e-21,3.2441315502094229e-27,1.3667643238691085e-20,1.964775701806016e-23,1.7147180281356007e-21,1.128671198917921e-22,6.2624638711139705e-22,4.1172504435823369e-23,3.3978388613821742e-21,1.4655301552613757e-22,1.9903514645573704e-24,2.9708582479158728e-23,2.3971212750695821e-23,3.5974773806353945e-22,8.4953849515049676e-23,5.5848629352500892e-24,4.0863488848867388e-24,2.6879778673069861e-25,8.536731398710945e-24,5.6157694346258244e-25,1.8796784284118332e-22,1.2372949296043634e-23,9.045497390199375e-25,5.9421731790468584e-26,7.1635484003907059e-24,4.7071350024833298e-25,2.7646947687045716e-25,4.1289056785699775e-24,7.998382200200435e-25,1.2036628788839957e-23,1.8993802327183457e-26,2.8186904555695042e-25,2.0314700466547431e-27,3.0019882541567493e-26,1.2129515468167516e-25,7.9676966838451528e-27,2.6102711062098696e-25,1.7147275038942745e-26,1.5917271988670277e-23,1.0468297347242668e-24,2.207579561842542e-25,2.7475338903667509e-24,1.4520771121019974e-26,2.6570021435941539e-28,3.923638842265054e-27,6.7108262790294915e-28,4.4045462194703997e-29,5.8423326132702071e-28,8.632650964866735e-27,1.2612052301739887e-25,8.284276143526706e-27,7.2622495820169269e-27,4.7677844745925411e-28,1.1805193096958639e-30,1.7255318692116085e-29,8.602990784936518e-29,5.6461840049748174e-30,4.7650720356831015e-25,3.1324232986330492e-26,2.8823162942584873e-28,4.2620507335509107e-27,1.4420638128630592e-29,2.1172492721864159e-28,1.9744108652196665e-28,1.2972440635214455e-29,1.4908785004291228e-31,2.1779008430694011e-30,7.7699895719134876e-27
4.072931000685451e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583734291,0.66999999999981441,9.0974292796816451e-21,2.60314562950964e-22,2.9091327162787917e-18,1.0335717315849806e-30,7.6489334956229408e-24,3.0630258957283102e-36,0.0,2.3879614974303671e-27,0.0,1.8571105873898394e-13,1.8571682871286574e-13,3.0486411934302414e-18,1.3994897598170191e-19,2.1202816388429062e-18,7.5310900285361902e-22,8.416677624643336e-21,3.5136681588145525e-19,1.1611610483085981e-21,1.6329287826393021e-20,2.3499824456383387e-19,4.958994249589124e-23,3.9562702579739217e-21,2.6133904297420095e-22,4.8387523973562318e-20,3.1851126017146066e-21,3.2441315502094194e-27,1.5384917605153209e-20,1.9651098144244098e-23,1.9105883595406907e-21,1.257633891174662e-22,7.3820174064229016e-22,4.8535269944197347e-23,3.5710012968999411e-21,1.7353261935921323e-22,2.4751449236214465e-24,3.6977961200251162e-23,2.6697064532379701e-23,4.0082825964911368e-22,1.0016709050518913e-22,6.5852894486557897e-24,5.1455066071207105e-24,3.3848905276111378e-25,1.0639664044705485e-23,6.9995745245887529e-25,2.1020266843588823e-22,1.3836374867135925e-23,1.1884114306500668e-24,7.807555505179882e-26,8.924032496835949e-24,5.8643348172992604e-25,3.4436534453497816e-25,5.1475128922394847e-24,9.4310105492781644e-25,1.4199292543950342e-23,2.4964598032946581e-26,3.7092524172443968e-25,2.8137335494365515e-27,4.163858109104617e-26,1.6101250360334766e-25,1.0577534041965667e-26,3.4345116990752119e-25,2.256367613530224e-26,1.8652156375726863e-23,1.2267521252126654e-24,2.7146276371015244e-25,3.4177044293010045e-24,1.7856963803081798e-26,3.7133313414312008e-28,5.4913034678170131e-27,9.8155441284525565e-28,6.4430490978839181e-29,8.1019815869884e-28,1.1988441579674566e-26,1.6599423933931237e-25,1.0904285561735382e-26,1.0082079009140679e-26,6.6197400222965461e-28,1.8189348212409819e-30,2.6639199122005311e-29,1.2683558667396192e-28,8.3252750654355066e-30,5.9362266337060956e-25,3.9025001115931689e-26,4.0032888603096254e-28,5.9280012570354539e-27,2.1104321115649776e-29,3.1040091244754709e-28,2.8948264406800034e-28,1.9022103398055234e-29,2.3135040607936788e-31,3.3862553075016467e-30,1.0789205742232558e-26
