Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),H2(190),C4H7X(141),C2H6(343),C4H6(54),C4H7(69),C4H5X(380),C4H7X(140),C4H7(439),C4H7(68),C4H7X(145),C4H7X(142),C4H7X(143),C4H5X(381),C4H7X(146),C4H6a(379),C6H10(384),C6H9X(985),C6H9X(986),C6H9X(525),C6H9(1116),SX(1115),C6H9(1156),SX(1533),SX(1527),SX(2037),S(1546),SX(2134),S(2186),C3H6(75),SX(2035),SX(2135),S(2216),SX(3411),S(3472),SX(4084)
0.09999999999999998,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282529145174,0.66999999898530394,2.0251913599079871e-10,3.3738238671088862e-13,2.7782069443316402e-16,1.608490339456476e-30,5.6469187457975966e-27,5.8879559265871248e-30,1.6042799535557397e-29,6.4438508350054538e-28,1.7663097589008055e-30,6.497037070244112e-11,4.8129030747881515e-10,2.2749842691809257e-10,1.5625650116657309e-16,2.9671919815694456e-11,4.9006340066258247e-11,2.4928438074556554e-18,1.8605835132932928e-15,5.1765319963256938e-18,8.8545922472347511e-22,4.1734388590957427e-20,1.3186381560790524e-17,5.5178708673341131e-19,2.505636065211428e-20,5.5965104012461829e-21,3.5003127642782674e-21,1.9583037703079825e-17,7.6081888874699622e-16,2.1542571774204855e-24,4.146059411614702e-24,7.2236561461013177e-21,1.152476895517189e-22,1.2638658441801298e-18,2.0080512428088594e-20,2.9610796698466036e-16,6.8006838895848121e-24,1.8924868421957593e-21,3.0202880406699093e-23,2.4134461253577557e-20,3.8512619626422466e-22,4.726151943088173e-17,4.2694764904027012e-17,1.8898545861651064e-22,3.0150303416025001e-24,4.4948440668325519e-18,7.1705559432846739e-20,1.2900089889289201e-23
0.10149903344734858,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282529160667,0.66999999897756657,2.0552680359914476e-10,3.4356943236037561e-13,2.7782069639472193e-16,1.6086751928866341e-30,5.7299842428928268e-27,5.9951493233268862e-30,1.6522607027455488e-29,6.5620080172670357e-28,1.8237769598205464e-30,6.4994563900372181e-11,4.8111115479397038e-10,2.2766851482649383e-10,1.5614943300278283e-16,3.0120344203163772e-11,4.9726446714023955e-11,2.4911356915542493e-18,1.8872204629145135e-15,5.2032937265054129e-18,8.8485250119850732e-22,4.19500331403614e-20,1.3251157150588837e-17,5.5977338351951134e-19,2.5419014225828252e-20,5.6766325536750518e-21,3.5631696815698563e-21,1.9873031043602029e-17,7.8373302912856751e-16,2.2183124955183226e-24,4.2693395699687645e-24,7.3270792227953785e-21,1.168977227068064e-22,1.2986524276715233e-18,2.0634286584183798e-20,3.0428998210696412e-16,6.9856299550777594e-24,1.9447830283914017e-21,3.1037493989078793e-23,2.4801483983506078e-20,3.9577022778923927e-22,4.9332741680517429e-17,4.4497998054428397e-17,1.9701750116992025e-22,3.1431717110026167e-24,4.7586163350234642e-18,7.5913478350611743e-20,1.365203064694335e-23
0.11964396629758148,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282529344132,0.66999999888409356,2.4185005954923625e-10,4.2098465541627803e-13,2.7782072008036093e-16,1.6108975534881376e-30,6.7309945273075893e-27,7.3341360005265871e-30,2.2874859099128514e-29,8.04041872858854e-28,2.60205544643206e-30,6.5282660779882119e-11,4.7898797810410288e-10,2.2969880750791072e-10,1.5488287975411596e-16,3.556136485099576e-11,5.84024062288997e-11,2.4709296875751414e-18,2.2067093893587417e-15,5.5258152400485214e-18,8.7767531963277994e-22,4.4548824555242853e-20,1.4029757106030585e-17,6.5579659181638991e-19,2.9779378055565348e-20,6.637633750463699e-21,4.3466994442187923e-21,2.3366893679035228e-17,1.0875255695629791e-15,3.0645961051465456e-24,5.8980876721973266e-24,8.5675662384815535e-21,1.3668870910213511e-22,1.7485970571738909e-18,2.779813948132436e-20,4.101522519331076e-16,9.3693841664574142e-24,2.6214158469495367e-21,4.1836119570723704e-23,3.3431842638535485e-20,5.334893887507214e-22,7.9081824019606341e-17,7.0029888388868262e-17,3.110248108179818e-22,4.9620182901910725e-24,8.9094628922361552e-18,1.4213130400850304e-19,2.5447654590394223e-23
0.13778889914781436,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282529520369,0.66999999879094996,2.7802421493481791e-10,5.0303832644955586e-13,2.778207436643768e-16,1.6130908184766097e-30,7.7240220431296208e-27,8.7490693089996604e-30,3.0224477558809443e-29,9.6073587978750482e-28,3.538751633948537e-30,6.5562216331460982e-11,4.7694558602928707e-10,2.3167747164921324e-10,1.5366858636033186e-16,4.102609095004691e-11,6.7005707382656472e-11,2.451557413126082e-18,2.5209859381393366e-15,5.8458139680807605e-18,8.7079427916553529e-22,4.7127168194548669e-20,1.4798717596450135e-17,7.5067127139174951e-19,3.4087587792887464e-20,7.5829564659667216e-21,5.1716938382913801e-21,2.6831454953789073e-17,1.4398579177117195e-15,4.0401513232633505e-24,7.7756304964075638e-24,9.7878321154564197e-21,1.5615708325959487e-22,2.2479127907014819e-18,3.574982933156429e-20,5.2768284308927398e-16,1.1998128586155203e-23,3.3726335979441144e-21,5.3825072609908785e-23,4.3013687016860281e-20,6.8639190927281288e-22,1.1817069475581908e-16,1.0274004230705955e-16,4.5773604773919049e-22,7.3026159330581506e-24,1.5187854676236223e-17,2.4228953851554213e-19,4.3195341468002314e-23
0.15593383199804725,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282529689755,0.66999999869812388,3.1405467139629353e-10,5.8969512168702494e-13,2.7782076715399437e-16,1.6152536806825614e-30,8.7093937112261596e-27,1.0239034730276487e-29,3.8559788557199043e-29,1.1262150066439225e-27,4.6419727765719011e-30,6.5833548932494133e-11,4.7497985748329848e-10,2.3360600115533526e-10,1.525036486212278e-16,4.6513822468542246e-11,7.5539364253042704e-11,2.4329725359411272e-18,2.8303380757056705e-15,6.163412375808704e-18,8.6419292255537942e-22,4.9686062370789286e-20,1.5558675441868556e-17,8.4445942051123009e-19,3.8346458746849159e-20,8.5134668838854577e-21,6.0375549310026413e-21,3.0267931147520823e-17,1.840330401482939e-15,5.1425693230879942e-24,9.8973320408753674e-24,1.0988993227381254e-20,1.753206560361473e-22,2.7912962512710396e-18,4.4404739700870509e-20,6.5562871396261143e-16,1.4841412468746392e-23,4.1904267651669573e-21,6.6876526388071048e-23,5.3444840214034638e-20,8.528472986143454e-22,1.6752108281730955e-16,1.4300353523725727e-16,6.391492052316437e-22,1.0196840181047477e-23,2.4131858010532251e-17,3.8497187356717931e-19,6.8349906715022212e-23
0.17407876484828014,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282529852664,0.66999999860560411,3.4994656293477705e-10,6.8092141378748521e-13,2.7782079055592093e-16,1.6173850677438948e-30,9.6874184509668093e-27,1.1803177993914431e-29,4.7869743705764626e-29,1.3004147138594875e-27,5.9197127369175632e-30,6.6096961640186864e-11,4.7308694545926299e-10,2.3548584024177053e-10,1.5138537081324507e-16,5.2023885309067763e-11,8.4006222448868428e-11,2.4151320496942774e-18,3.1350337340956105e-15,6.4787259780750306e-18,8.5785597393626101e-22,5.2226448450363725e-20,1.6310222788694828e-17,9.3721887868840192e-19,4.2558617379730617e-20,9.4299709257601079e-21,6.9437279074688822e-21,3.3677470507483359e-17,2.2885597949940444e-15,6.3696034023956026e-24,1.2258868327029095e-23,1.2172088318247106e-20,1.9419599976886206e-22,3.3739417261822276e-18,5.3686194180898266e-20,7.928543981881675e-16,1.7872046906371483e-23,5.0675373794436977e-21,8.08746483931617e-23,6.4632712736250781e-20,1.0313780574006241e-21,2.2795508530717234e-16,1.91073347290484e-16,8.5674549240731976e-22,1.3668321916214887e-23,3.6301650455447129e-17,5.7911473817674158e-19,1.0240924707855144e-22
0.19222369769851302,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282530009394,0.66999999851337977,3.8570477312365162e-10,7.7668517681691901e-13,2.7782081387638833e-16,1.619484114278132e-30,1.0658388455145006e-26,1.3440700899874285e-29,5.814387863906919e-29,1.4832735536938134e-27,7.3798600775250039e-30,6.6352743119914198e-11,4.712632547807624e-10,2.3731838518513456e-10,1.503112476195527e-16,5.7555630073088849e-11,9.2408971213990178e-11,2.3979959857203587e-18,3.4353224972881703e-15,6.7918637883216052e-18,8.5176923642059977e-22,5.4749214558743958e-20,1.7053910786543943e-17,1.0290036628260297e-18,4.672651657103716e-20,1.0333219323404598e-20,7.8896975285591206e-21,3.7061158139904583e-17,2.7841784111026273e-15,7.71915578360545e-24,1.4856201995043396e-23,1.3338085035986322e-20,2.1279855251354098e-22,3.9914965592781716e-18,6.3524744695950383e-20,9.3833146602771037e-16,2.1065764639583331e-23,5.9973916552403932e-21,9.5714525243282222e-23,7.6493443152684014e-20,1.2206459645598176e-21,3.0020448473519123e-16,2.4709804203867574e-16,1.1115607559777403e-21,1.7733586808411106e-23,5.2271290508044695e-17,8.3387600191414308e-19,1.4689220952591247e-22
0.2103686305487459,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228253016029,0.66999999842144053,4.2133395088981013e-10,8.7695589805858558e-13,2.7782083712119362e-16,1.6215501358092616e-30,1.1622580350981695e-26,1.5150857503470176e-29,6.9372275104819783e-29,1.6747329991054544e-27,9.0302054826934337e-30,6.6601168470064444e-11,4.6950542163095836e-10,2.3910498583862999e-10,1.4927894753584046e-16,6.310843090703725e-11,1.0075015443693767e-10,2.3815271482787411e-18,3.7314371740312988e-15,7.1029287737605371e-18,8.4591949806484241e-22,5.725519933024108e-20,1.7790253118985314e-17,1.1198642858671511e-18,5.0852450087281179e-20,1.1223912349867131e-20,8.8749850415811919e-21,4.0420020459136887e-17,3.3268332631983445e-15,9.1892658028254267e-24,1.7685559572602278e-23,1.4487886026342017e-20,2.3114271526755586e-22,4.6400205874875317e-18,7.3857524332596327e-20,1.0911289411632366e-15,2.4400912934955168e-23,6.974038734321206e-21,1.1130118507492148e-22,8.8951116654684812e-20,1.4194396074599699e-21,3.8491921776248276e-16,3.1113739621394219e-16,1.4042487781061167e-21,2.2403065155048277e-23,7.2621669047004496e-17,1.1585225303532183e-18,2.0331933683695507e-22
0.2285135633989788,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282530305607,0.66999999832977664,4.5683852519070229e-10,9.8170449494375785e-13,2.7782086029573487e-16,1.6235826076521754e-30,1.258025627195218e-26,1.6932950583197569e-29,8.1545525786672517e-29,1.8747372826312451e-27,1.0878448656063451e-29,6.6842500043026259e-11,4.6781029526297037e-10,2.4084694732424108e-10,1.482862982880727e-16,6.8681684406140425e-11,1.0903218080259438e-10,2.3656908819149117e-18,4.0235951593893919e-15,7.4120182398542714e-18,8.4029444923618976e-22,5.974519507446513e-20,1.8519728957952298e-17,1.2098480299292254e-18,5.4938564984860013e-20,1.2102703914872695e-20,9.8991452812490544e-21,4.3755029289513575e-17,3.9161852782562375e-15,1.0778099140674902e-23,2.0743410748658795e-23,1.5622334207656123e-20,2.4924193612493345e-22,5.3159488510351239e-18,8.4627652402794177e-20,1.2504044910112043e-15,2.7858183111040752e-23,7.9920943738024975e-21,1.2754869884057459e-22,1.0193704669046277e-19,1.6266629185749086e-21,4.8267515348321559e-16,3.8317631440633934e-16,1.7351377879583516e-21,2.7681993453737786e-23,9.7934469231042356e-17,1.5623338282239551e-18,2.7319782772239216e-22
0.24665849624921168,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282530445634,0.66999999823837808,4.9222271864237017e-10,1.0909032368570591e-12,2.7782088340504077e-16,1.6255811448227449e-30,1.3531664845001054e-26,1.8786328377845733e-29,9.4654701720718639e-29,2.083233244794234e-27,1.2932204716127195e-29,6.7076988165078388e-11,4.661749213072826e-10,2.4254553170507747e-10,1.4733127341387491e-16,7.4274808573513414e-11,1.1725733313018235e-10,2.3504548573861375e-18,4.3119997094923876e-15,7.7192242053769849e-18,8.348826065732985e-22,6.2219950864946335e-20,1.9242785837848351e-17,1.2989992044331981e-18,5.8986873331566095e-20,1.2970205399183579e-20,1.0961764074225219e-20,4.7067105638257088e-17,4.5519085590234025e-15,1.2483938028570031e-23,2.4026449524557695e-23,1.6742217709456172e-20,2.6710878906757443e-22,6.0160574680343922e-18,9.578368999162327e-20,1.4153963645825772e-15,3.1420362014051936e-23,9.0466894125520685e-21,1.4437935786567159e-22,1.1538911755648269e-19,1.8413246848685361e-21,5.939812030026615e-16,4.6313709952696064e-16,2.1042804624931853e-21,3.3571212103707294e-23,1.2878708661500602e-16,2.0545210007772971e-18,3.5800824304912381e-22
0.2648034290994446,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282530580637,0.66999999814723654,5.2749056006770475e-10,1.2045256721968265e-12,2.7782090645380427e-16,1.6275454853977947e-30,1.4477042092772505e-26,2.0710381594140845e-29,1.0869132235017241e-28,2.3001701927597742e-27,1.5199010084808671e-29,6.7304871849428854e-11,4.6459652646640207e-10,2.4420195947756983e-10,1.4641198027850903e-16,7.9887241841607158e-11,1.2542777689645051e-10,2.3357888804738659e-18,4.5968410693595741e-15,8.0246337535759016e-18,8.2967324507635929e-22,6.468017542339658e-20,1.9959842123098098e-17,1.3873593761488215e-18,6.2999262652822318e-20,1.3826989047016155e-20,1.20624559128676e-20,5.0357123138989419e-17,5.2336896984258155e-15,1.4305172486045064e-23,2.7531577349480171e-23,1.7848274241750003e-20,2.8475504367390566e-22,6.7374326800928135e-18,1.0727914609804588e-19,1.5854160795326851e-15,3.5072117395483233e-23,1.0133423026451058e-20,1.6172292783266972e-22,1.2925118807997869e-19,2.0625290320423098e-21,7.1928575940103071e-16,5.5089014712184645e-16,2.5114976670245909e-21,4.0067863232946152e-23,1.6574844156860082e-16,2.6441599499207008e-18,4.5919513315607753e-22
0.2829483619496775,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282530710822,0.66999999805634325,5.6264589604327124e-10,1.3225465603667112e-12,2.7782092944640293e-16,1.6294754753144927e-30,1.5416612257896622e-26,2.2704540663313794e-29,1.2364732801036373e-28,2.5254997686028052e-27,1.7686327899015627e-29,6.7526379425610115e-11,4.6307250501684504e-10,2.4581741120302059e-10,1.4552664928661416e-16,8.5518442155018e-11,1.335455680140897e-10,2.3216647198728404e-18,4.8782974921110131e-15,8.3283293232396728e-18,8.2465633697323632e-22,6.7126539518323402e-20,2.0671289288138684e-17,1.4749675740300767e-18,6.6977505233156361e-20,1.4673591031761886e-20,1.3200861711511985e-20,5.362591119410023e-17,5.9612271436182736e-15,1.6240292081690267e-23,3.1255887263634094e-23,1.8941195043410818e-20,3.0219172811222562e-22,7.477442805049312e-18,1.1907203015737898e-19,1.7598417960222169e-15,3.8799798142559146e-23,1.1248320373786818e-20,1.7951597282880805e-22,1.4347255130590092e-19,2.2894668024749822e-21,8.589825240440725e-16,6.4626325104248253e-16,2.9564166645037424e-21,4.7166000280541408e-23,2.093755545210505e-16,3.3401367396027638e-18,5.7815827277980678e-22
0.30109329479991037,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282530836433,0.66999999796568965,5.9769240158048239e-10,1.4449418082719232e-12,2.7782095238693126e-16,1.6313710547058159e-30,1.6350588560532333e-26,2.4768273215326379e-29,1.3951505452975675e-28,2.7591758263434403e-27,2.0401553021781653e-29,6.7741729132364601e-11,4.6160040598373792e-10,2.4739302880250414e-10,1.4467362398748214e-16,9.1167886105990854e-11,1.4161265997159731e-10,2.3080559493352308e-18,5.1565361864802516e-15,8.6303890464387292e-18,8.1982249564899046e-22,6.9559678731946888e-20,2.1377494080093657e-17,1.5618604879141211e-18,7.0923267139011999e-20,1.551051430603967e-20,1.4376647011646662e-20,5.6874257859204224e-17,6.7342306025513147e-15,1.8287878918772902e-23,3.5196650398457006e-23,2.0021628553018471e-20,3.194291877060702e-22,8.2337126927534186e-18,1.3112444449747277e-19,1.9381122818943487e-15,4.2591267322557748e-23,1.2387794020365191e-20,1.977012397157485e-22,1.580074424012457e-19,2.5214077025925387e-21,1.0134158045348558e-15,7.4904973899228498e-16,3.4385046564164811e-21,5.4857123100652407e-23,2.6021075289460494e-16,4.1511030384363751e-18,7.1624775132304026e-22
0.31923822765014326,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228253095768,0.66999999787526843,6.3263359005940406e-10,1.5716884105035671e-12,2.7782097527921073e-16,1.6332322469583066e-30,1.7279173898169046e-26,2.6901081736601153e-29,1.562872096330419e-28,3.0011543161670068e-27,2.3352016689756786e-29,6.7951129699249913e-11,4.6017792210216672e-10,2.4892991715457153e-10,1.4385135234662509e-16,9.6835068116366135e-11,1.4963091042345472e-10,2.2949378084212661e-18,5.431714129369604e-15,8.9308869544429401e-18,8.1516292618444385e-22,7.1980195159707405e-20,2.2078800208649269e-17,1.6480726277612662e-18,7.4838115449760282e-20,1.6338231045810132e-20,1.5589499951479597e-20,6.0102912504998628e-17,7.5524204874069098e-15,2.0446600499017781e-23,3.9351302242326116e-23,2.1090183556433664e-20,3.3647713515127201e-22,9.0041003826313812e-18,1.4340221192551399e-19,2.1197213980933762e-15,4.6435736373337919e-23,1.3548608690039278e-20,2.1622709557072208e-22,1.7281458898158132e-19,2.7576931271914973e-21,1.1828853465401419e-15,8.5901558821774274e-16,3.9570982510727392e-21,6.3130648093008951e-23,3.187794230784701e-16,5.0854402572709725e-18,8.7475776077168462e-22
0.33738316050037614,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282531074764,0.66999999778507158,6.6747282246302966e-10,1.7027643932967264e-12,2.7782099812682573e-16,1.6350591470959529e-30,1.8202561491871667e-26,2.9102501406976275e-29,1.7395685105786952e-28,3.2513931759868345e-27,2.6544990838478229e-29,6.8154780826338955e-11,4.5880287905665476e-10,2.5042914532730616e-10,1.4305837851542755e-16,1.025194996623939e-10,1.5760208726740648e-10,2.2822870711960768e-18,5.7039788700309433e-15,9.2298933125533737e-18,8.1066937871724039e-22,7.4388660149907126e-20,2.2775530388051361e-17,1.7336364982633197e-18,7.8723526186565626e-20,1.7157185069293766e-20,1.6839129932728812e-20,6.3312588272274725e-17,8.4155273925914422e-15,2.2715204184683957e-23,4.3717431982330279e-23,2.2147432302388561e-20,3.5334470022272548e-22,9.7866758122002352e-18,1.5587453603359173e-19,2.3042130685319045e-15,5.0323638004273781e-23,1.4727849111848621e-20,2.3504701454758298e-22,1.8785680094042367e-19,2.9977296141299928e-21,1.3676507317819627e-15,9.7590561029770478e-16,4.5114292089263856e-21,7.1974318937986017e-23,3.8558825166336409e-16,6.1512314918669951e-18,1.0549255014832826e-21
0.35552809335060903,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282531187851,0.669999997695092,7.0221331594863469e-10,1.8381487617957477e-12,2.7782102093312055e-16,1.6368519138854598e-30,1.9120935482184229e-26,3.1372098092256842e-29,1.9251736625519037e-28,3.5098522294379293e-27,2.9987692106270774e-29,6.8352873734224756e-11,4.5747322611926974e-10,2.5189174795403016e-10,1.4229333556038547e-16,1.0822070854308504e-10,1.6552787424485272e-10,2.270081930235327e-18,5.9734692038374215e-15,9.5274747600257249e-18,8.0633410724059254e-22,7.6785615457140816e-20,2.3467987443769345e-17,1.8185827270247128e-18,8.2580890133035265e-20,1.7967793863635857e-20,1.8125265773790823e-20,6.6503964333742091e-17,9.3232916059593004e-15,2.509251092176047e-23,4.82927704240038e-23,2.3193913112517412e-20,3.7004047141537694e-22,1.0579701447641403e-17,1.6851369217224407e-19,2.4911767041213878e-15,5.424648195749061e-23,1.5922890770200799e-20,2.5411911106854914e-22,2.031005973126479e-19,3.2409828899905144e-21,1.5679353693204285e-15,1.0994487891944138e-15,5.1006467934633903e-21,8.137456317767548e-23,4.6112389980366216e-16,7.3562403751905449e-18,1.2579258078594915e-21
0.3736730262008419,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282531297131,0.66999999760532281,7.3685815181510197e-10,1.9778214507082897e-12,2.7782104370124391e-16,1.6386107606888777e-30,2.0034471479594987e-26,3.3709466496048382e-29,2.1196245355084595e-28,3.7764930904634883e-27,3.3687285556948925e-29,6.8545591547059833e-11,4.5618702759415021e-10,2.5331872662135281e-10,1.4155493893822394e-16,1.1393823818824744e-10,1.7340987610654332e-10,2.258301892530266e-18,6.240315802189655e-15,9.8236946206653889e-18,8.0214983262871223e-22,7.9171575788840166e-20,2.415645636103381e-17,1.9029402060274904e-18,8.6411519259055764e-20,1.877045047961466e-20,1.9447654679133377e-20,6.9677687980406827e-17,1.0275462650957393e-14,2.7577410858673522e-23,5.30751815591325e-23,2.4230132821452973e-20,3.8657253487401146e-22,1.1381614663786712e-17,1.8129474633398731e-19,2.680243040074204e-15,5.8196769594072895e-23,1.7131373296702582e-20,2.7340571517496709e-22,2.185158668370555e-19,3.4869724534978177e-21,1.7839301163812025e-15,1.2293628734156527e-15,5.7238371238136384e-21,9.1316800963128068e-23,5.4585204711221591e-16,8.7078958248080154e-18,1.4848746041365324e-21
0.3918179590510748,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282531402768,0.66999999751575701,7.7141028291125227e-10,2.1217632778461422e-12,2.778210664341265e-16,1.6403359481209405e-30,2.0943337073077449e-26,3.6114228433454772e-29,2.322861046654022e-28,4.051279073496877e-27,3.7650888139013527e-29,6.8733109784425879e-11,4.5494245420414204e-10,2.5471105074074853e-10,1.4084197988644108e-16,1.1967164700384128e-10,1.8124962338235247e-10,2.2469276740435408e-18,6.5046418676161605e-15,1.0118613021715086e-17,7.9810970518298717e-22,8.1547029770519784e-20,2.4841204787387357e-17,1.9867362168529002e-18,9.0216652407063393e-20,1.9565525502150511e-20,2.0806060685885486e-20,7.283437654818234e-17,1.1271798856726688e-14,3.016885789938757e-23,5.8062652082721237e-23,2.5256569315301408e-20,4.0294851489261268e-22,1.2191011698551171e-17,1.9419529915259342e-19,2.8710803450600316e-15,6.2167852897443463e-23,1.8351176238891209e-20,2.9287298581187437e-22,2.340755588404552e-19,3.7352666427932357e-21,2.0157965677402251e-15,1.365358320793615e-15,6.3800399184577093e-21,1.0178571217970839e-22,6.4021674654814394e-16,1.0213281751505543e-17,1.7368213334537634e-21
0.4099628919013077,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228253150492,0.66999999742638883,8.0587254056192186e-10,2.2699559004307917e-12,2.7782108913454775e-16,1.6420277798943179e-30,2.1847692303216112e-26,3.8586031244137182e-29,2.5348258834184337e-28,4.3341751090354161e-27,4.1885571908285068e-29,6.8915596731703908e-11,4.5373777701354449e-10,2.5606965937649572e-10,1.4015332098376357e-16,1.2542050775186476e-10,1.8904857681352331e-10,2.2359411288826982e-18,6.7665634830866583e-15,1.0412287143539551e-17,7.9420727947437789e-22,8.3912442014136881e-20,2.5522485307759404e-17,2.0699965126226091e-18,9.3997459012916163e-20,2.0353368100998967e-20,2.2200263682158383e-20,7.597461920706374e-17,1.2312066953706058e-14,3.2865866096483565e-23,6.3253284451135142e-23,2.6273672883493581e-20,4.1917559548210725e-22,1.3006633010114407e-17,2.0719525229358066e-19,3.0633909620915153e-15,6.6153904932026987e-23,1.9580396949428968e-20,3.1249055795378651e-22,2.4975540117329948e-19,3.9854781343849171e-21,2.2636700456139313e-15,1.5071416740325757e-15,7.0682629395811756e-21,1.1276546688909539e-22,7.446400447897659e-16,1.1879131003153592e-17,2.0147600332848153e-21
0.4281078247515406,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228253160373,0.66999999733721161,8.4024764101624174e-10,2.4223817738616006e-12,2.7782111180506954e-16,1.6436865914191548e-30,2.2747690098916484e-26,4.112454628785537e-29,2.7554643521732447e-28,4.6251476639593144e-27,4.6398367032466002e-29,6.9093213766833745e-11,4.5257135880780162e-10,2.5739546144966463e-10,1.3948788915590023e-16,1.3118440696039353e-10,1.9680813144003096e-10,2.2253251377173402e-18,7.0261904439872925e-15,1.0704771340320256e-17,7.9043647470914169e-22,8.6268254064218253e-20,2.6200534953996546e-17,2.1527454820735368e-18,9.7755046556505979e-20,2.1134308533305633e-20,2.36300582597043e-20,7.909897861312629e-17,1.3396041692987143e-14,3.5667504891710406e-23,6.8645287722144292e-23,2.7281869444369049e-20,4.3526057183191591e-22,1.3827349957118798e-17,2.2027659592936409e-19,3.2569081612816531e-15,7.0149742349522549e-23,2.0817330468727986e-20,3.3223122154435031e-22,2.6553364357313433e-19,4.2372598478630767e-21,2.5276623147600633e-15,1.6544184286348035e-15,7.7874943818309725e-21,1.2423992297673307e-22,8.5952183181316758e-16,1.3711822965055064e-17,2.3196127357644609e-21
0.44625275760177346,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282531699337,0.66999999724821968,8.7453819148014113e-10,2.5790241132541896e-12,2.7782113444817532e-16,1.6453127551545371e-30,2.3643476685880804e-26,4.3729467600080112e-29,2.9847242353211723e-28,4.9241646672818226e-27,5.1196264602822728e-29,6.9266115884243056e-11,4.5144165020157689e-10,2.5868933790518301e-10,1.3884467389317601e-16,1.3696294436781936e-10,2.0452962042096313e-10,2.215063579343859e-18,7.2836261512788164e-15,1.0996117403733539e-17,7.8679156462861329e-22,8.8614886626076298e-20,2.687557890854116e-17,2.2350061426446444e-18,1.014904602477343e-19,2.1908657822183794e-20,2.5095252862680029e-20,8.2207992449073445e-17,1.4523505487973668e-14,3.8572896739344159e-23,7.4236972980820676e-23,2.8281560127481849e-20,4.5120984364614588e-22,1.4652152640815455e-17,2.3342321479193665e-19,3.4513932682751383e-15,7.4150906997905139e-23,2.206045116981327e-20,3.5207062856017934e-22,2.8139082351236122e-19,4.4903012094093078e-21,2.8078640450891333e-15,1.8068954497580239e-15,8.5367134288957359e-21,1.3619279456915524e-22,9.8523988588871613e-16,1.5717384277766908e-17,2.6522584074837585e-21
0.46439769045200635,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282531791874,0.66999999715940739,9.0874669575993843e-10,2.7398668560155174e-12,2.778211570660619e-16,1.6469066602281852e-30,2.453519196251475e-26,4.6400510527264856e-29,3.2225556597158233e-28,5.2311954378189947e-27,5.6286219210631094e-29,6.9434451684148435e-11,4.5034718187025955e-10,2.5995214188002771e-10,1.3822271917068038e-16,1.4275573238984048e-10,2.1221431854770392e-10,2.2051412017835671e-18,7.5389688211251962e-15,1.1286374414851119e-17,7.8326713172320718e-22,9.095273824178824e-20,2.7547826277010655e-17,2.3168003568919667e-18,1.0520469285397454e-19,2.2676711395279833e-20,2.6595668186181569e-20,8.5302174845556828e-17,1.5694248076750435e-14,4.1581210816138012e-23,8.0026741233856132e-23,2.9273125965128553e-20,4.6702948999291212e-22,1.5480138880869008e-17,2.4662071225284947e-19,3.6466330587418829e-15,7.8153344686337343e-23,2.3308396103691754e-20,3.7198702721367623e-22,2.9730955373367625e-19,4.7443247613875159e-21,3.1043470446205581e-15,1.9642829937332569e-15,9.314899198774022e-21,1.4860779474479715e-22,1.1221500817339479e-15,1.7901492157731398e-17,3.0134886317532204e-21
