Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),H2OX(23),OCX(25),H2X(49),C2H4(47),CH3X(55),O(29),COX(50),CHOX(53),acetyl(44),C2H6X(52),C2H4X(215),CH4OX(63),C2H4X(70),C2H3X(214),C2H2X(254),C2HX(261),C2H3X(69),C2H2X(276),C2H3(46),C2H2(294),C2H2(314),C2H2X(315)
4.6026084078639693e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4520817755376637,0.11844709657630818,0.022818285032848485,0.0,2.6510733788598805e-13,7.851943068101505e-09,6.339397482875689e-12,2.327157675575911e-13,1.9129486344958483e-28,4.062709364706528e-06,1.2090544503464324e-25,4.035418323441778e-06,3.526500049377824e-18,4.8155641160249e-17,9.369781099611555e-22,2.919881428757702e-23,2.838250975369055e-10,1.2513846205608824e-18,0.00021877675460413678,6.56469983689599e-06,1.298335361179512e-07,1.2631496588414968e-12,2.2763937974756554e-11,4.303469031857999e-10,1.9723039521883024e-13,1.4267800458902716e-12,2.951538558035002e-08,2.3747856354949776e-17,1.2879996133275737e-14,1.2976638201122699e-11,1.5449007892097878e-18,1.2750026316650563e-11,2.8334106636194995e-10,1.9379388322228427e-17,1.5389802722042054e-21,6.402932593176467e-23,7.23096982053763e-17,4.126732911232594e-22,5.266344474635701e-22,3.601823684132911e-25,1.6476498844322864e-21,1.5950782950511127e-24,4.224042476662905e-23,2.6147297005253987e-24,9.99049674668618e-26,4.411260810839185e-24,8.232726929648606e-24,1.581707741174269e-27,1.8219223923616527e-27
4.994670580364482e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45206284501588556,0.1184283924578918,0.022818005553487765,0.0,3.386468433211756e-13,9.240619175437551e-09,8.187047601019988e-12,2.973660098174855e-13,3.0510438804673287e-28,4.408797203827049e-06,1.9088621711461511e-25,4.376713306329649e-06,4.709916705763589e-18,6.676040910754361e-17,1.3806694880684582e-21,4.0870224096490127e-23,3.3411662841931504e-10,1.7838471151156237e-18,0.00023713185581793707,7.123552048240904e-06,1.4347273896757657e-07,1.4806356659714922e-12,2.4728304180063857e-11,4.3913683002006387e-10,2.012588908617751e-13,1.5625214478477895e-12,3.243078112127821e-08,2.912436249802277e-17,1.536342245964914e-14,1.6487174630068235e-11,2.2354776316807264e-18,1.3844379194012801e-11,3.3348971084101583e-10,2.5091651231357738e-17,2.0287485839503388e-21,8.978019457392003e-23,9.949509762566238e-17,6.373224822982786e-22,7.319986189241955e-22,5.134519004508944e-25,1.8413348693778873e-21,1.9128924599955387e-24,5.0833127433296164e-23,3.78530637573334e-24,1.616057036733728e-25,6.5119677342346075e-24,1.3050057048939972e-23,2.509571397050131e-27,3.0694859012545984e-27
5.386732752864996e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4520439577146925,0.11840973189416507,0.022817726096847495,0.0,4.246465356425999e-13,1.0741332735783491e-08,1.037560487731883e-11,3.729962051102064e-13,4.701362222385486e-28,4.754887259604258e-06,2.906780196605867e-25,4.717626582596802e-06,6.144051771907692e-18,9.02932481453323e-17,1.976946172318854e-21,5.578884040569231e-23,3.884875097902905e-10,2.478044423907554e-18,0.00025544334124182505,7.682350310618513e-06,1.5750198886951028e-07,1.718760326618845e-12,2.6692634901982147e-11,4.4792674536733095e-10,2.052873850969505e-13,1.712988530975926e-12,3.5404682525929496e-08,3.5264133155291834e-17,1.809518927979757e-14,2.056296703202633e-11,3.1487901279854242e-18,1.4938648805970578e-11,3.8769288085922625e-10,3.186848803982608e-17,2.6233645781916856e-21,1.227652709632719e-22,1.3356365001665362e-16,9.57597186560216e-22,9.922246770023357e-22,7.132768580271664e-25,2.0591533066188498e-21,2.2989557962623137e-24,6.084411300663999e-23,5.330715165404218e-24,2.532299831608724e-25,9.334650740974553e-24,2.0048799081760198e-23,3.858717468895348e-27,5.007388325214582e-27
5.778794925365509e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45202511353077657,0.11839111478149675,0.022817446662877147,0.0,5.240763431360446e-13,1.2353881654441762e-08,1.2937817240517484e-11,4.604660115095255e-13,7.032312581974859e-28,5.100979492858143e-06,4.291447216611063e-25,5.058158869521395e-06,7.855133336462385e-18,1.195544603068253e-16,2.7615997760486105e-21,7.452900882991478e-23,4.469333260345984e-10,3.3653130356699843e-18,0.00027371131454919056,8.241094701395144e-06,1.719208426211547e-07,1.978259534757658e-12,2.8656929923162873e-11,4.567166486409648e-10,2.0931587815303165e-13,1.8790327247672984e-12,3.843705149026968e-08,4.221874701892377e-17,2.1081999733822878e-14,2.52413913109404e-11,4.330849121436256e-18,1.6032835338112034e-11,4.459442242164639e-10,3.981298749956583e-17,3.3364365614513434e-21,1.642840061930984e-22,1.755360663542278e-16,1.4028300197980738e-21,1.3162906425281216e-21,9.68675953546553e-25,2.303194175932051e-21,2.76607956629817e-24,7.246419541715603e-23,7.327465900303448e-24,3.856360586044058e-25,1.3039007590050708e-23,2.994161624815039e-23,5.7671529655282046e-27,7.929817515588759e-27
6.170857097866022e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45200631236108163,0.11837254101650309,0.02281716725152632,0.0,6.379051978933466e-13,1.4078066484459783e-08,1.5907280766740306e-11,5.606347751105327e-13,1.0250344370142738e-27,5.4470738645289526e-06,6.168129915867351e-25,5.398310882922841e-06,9.869517487609249e-18,1.5540414297310943e-16,3.77548885213456e-21,9.771821317915022e-23,5.09449673943856e-10,4.479993305942651e-18,0.00029193587916586235,8.79978529681023e-06,1.8672885513520346e-07,2.2598679970569627e-12,3.062118902730717e-11,4.655065390255597e-10,2.1334437020677653e-13,2.061523819126164e-12,4.152784885597684e-08,5.0039749417199015e-17,2.4330555563494862e-14,3.055891777549904e-11,5.832400547870547e-18,1.712693897543899e-11,5.082374009019214e-10,4.903090436399732e-17,4.182567114800463e-21,2.157677412102714e-22,2.26489301659348e-16,2.008137625485822e-21,1.7138495394974402e-21,1.2895307841917944e-24,2.5756579787771557e-21,3.3295197605336194e-24,8.590282444762375e-23,9.859753385108862e-24,5.724335632763232e-25,1.7802480706946456e-23,4.3591701748003413e-23,8.402114084572289e-27,1.2220314231050299e-26
6.562919270366535e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4519875541028036,0.11835401049604706,0.022816887862744734,0.0,7.67101063278349e-13,1.5913690436617013e-08,1.9318438726052265e-11,6.743615319540159e-13,1.4605091188069914e-27,5.7931703356766314e-06,8.660157904523998e-25,5.738083337164185e-06,1.2213683826182721e-17,1.9876210253059838e-16,5.064824423724462e-21,1.260383484041503e-22,5.760321626940635e-10,5.859433588462829e-18,0.0003101171382706839,9.358422171977878e-06,2.0192557937397848e-07,2.5643192973984036e-12,3.258541199836866e-11,4.742964159766357e-10,2.1737286158111174e-13,2.2613509145112218e-12,4.467703460990658e-08,5.877865234681382e-17,2.7847558762484196e-14,3.655113116806008e-11,7.708932656425849e-18,1.822095990236809e-11,5.745660830667264e-10,5.963065590392433e-17,5.177027395642448e-21,2.7875970665313493e-22,2.8755434423326824e-16,2.814967900549253e-21,2.1952282822126963e-21,1.6865899004008707e-24,2.8788323430567743e-21,4.005819887641313e-24,1.0138143791069551e-22,1.3019446278505326e-23,8.30410180525231e-25,2.3820280686577142e-23,6.202829552131337e-23,1.1963088155772095e-26,1.8368845716493802e-26
6.954981442867048e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45196883865338966,0.11833552311723808,0.022816608496482246,0.0,9.126309615497436e-13,1.786055938957748e-08,2.3206580633435833e-11,8.025050097285501e-13,2.039480444329617e-27,6.139268867480298e-06,1.1910357779412801e-24,6.0774769451543366e-06,1.49142513702647e-17,2.5060777140162434e-16,6.681439870830667e-21,1.6022694635537042e-22,6.466764138238536e-10,7.543987579733458e-18,0.0003282551947960684,9.917005400888641e-06,2.1751056629362843e-07,2.8923457078307955e-12,3.4549598621475826e-11,4.83086278617885e-10,2.2140135255977787e-13,2.4794196679645508e-12,4.788456788835064e-08,6.848694191571131e-17,3.16397067955775e-14,4.325274928956754e-11,1.0020669440960958e-17,1.9314898302731773e-11,6.44923954997599e-10,7.172331847168211e-17,6.336690600021067e-21,3.5497563288574103e-22,3.599142382319293e-16,3.8716336957592864e-21,2.7714266113143176e-21,2.171459922556219e-24,3.215163510413135e-21,4.816614872398697e-24,1.1915328532095401e-22,1.6906052833053352e-23,1.1799933369023872e-24,3.130532931270294e-23,8.646189433306693e-23,1.6684776305996137e-26,2.6990744497274486e-26
7.347043615367561e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4519501659105377,0.11831707877743113,0.02281632915268884,0.0,1.0754610041108765e-12,1.9918481900878423e-08,2.7607841195177088e-11,9.45923629676454e-13,2.797231966598745e-27,6.485369421237663e-06,1.608260388043688e-24,6.416492418350534e-06,1.7997929353008567e-17,3.119801172234845e-16,8.683091129943609e-21,2.0107851756367864e-22,7.213780612106351e-10,9.57703334132518e-18,0.0003463501514286051,1.0475535056410957e-05,2.3348336477026301e-07,3.2446785385857568e-12,3.65137486819421e-11,4.918761264000667e-10,2.254298435122601e-13,2.7166576296073218e-12,5.115040697204967e-08,7.921607184119783e-17,3.571370152129911e-14,5.0697643499751823e-11,1.2832608121751254e-17,2.040875435977953e-11,7.193047130880072e-10,8.542262371861554e-17,7.678231401108547e-21,4.461997981753156e-22,4.448018766329676e-16,5.233878575277138e-21,3.454115928570319e-21,2.756626759009133e-24,3.5871203238993904e-21,5.781974521468094e-24,1.394667871272729e-22,2.1626754467489826e-23,1.6457553861392238e-24,4.0488405628672e-23,1.1830021819696654e-22,2.2840202320879606e-26,3.884732127901764e-26
7.739105787868075e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4519315357721955,0.11829867737422639,0.022816049831314623,0.0,1.2565564226117167e-12,2.208726921823156e-08,3.255919924343569e-11,1.1054755086027439e-12,3.775112756096908e-27,6.8314719583644316e-06,2.1363357671963226e-24,6.755130466760886e-06,2.1491463892704017e-17,3.839775486260048e-16,1.113376661108618e-20,2.4944594227573002e-22,8.001327510459074e-10,1.2004993777882544e-17,0.0003644021106096891,1.1034011210293354e-05,2.498435215392739e-07,3.6220477230469658e-12,3.847786196590156e-11,5.006659586621567e-10,2.294583349025146e-13,2.974007904952209e-12,5.4474509293990474e-08,9.101747528767071e-17,4.0076238701055505e-14,5.891886008883832e-11,1.62145595713087e-17,2.150252825617853e-11,7.977020658082556e-10,1.0084495477852444e-16,9.220247748193916e-21,5.544074752244927e-22,5.434976799475394e-16,6.965462585786209e-21,4.2556381095247066e-21,3.4554430129449475e-24,3.997350595436259e-21,6.92855221814849e-24,1.6260851923942365e-22,2.729644588273114e-23,2.256930212512094e-24,5.1618323082882317e-23,1.5916471355387582e-22,3.07439260108799e-26,5.486677503410527e-26
8.131167960368588e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45191294813656085,0.11828031880546837,0.02281577053230983,0.0,1.4568815996048693e-12,2.4366735290851252e-08,3.809847667680063e-11,1.282018460572539e-12,5.0211734344739416e-27,7.177576440393743e-06,2.7963141280382437e-24,7.093391798946705e-06,2.5421638848176605e-17,4.677578267918922e-16,1.4103968687642233e-20,3.0624177880492924e-22,8.829361418118613e-10,1.487733913057426e-17,0.0003824111745361124,1.1592433933166076e-05,2.665905811290197e-07,4.02518194294324e-12,4.044193826037107e-11,5.094557745979044e-10,2.3348682721090674e-13,3.252431164502915e-12,5.785683143843999e-08,1.0394256485189241e-16,4.473401115730489e-14,6.794863953155684e-11,2.0241152159303414e-17,2.259622017401474e-11,8.80109733677373e-10,1.181093424914311e-16,1.098259963427394e-20,6.817316330655177e-22,6.57327605368816e-16,9.138728804425359e-21,5.1890043741704124e-21,4.282134545073607e-24,4.4486455401941745e-21,8.287466285535646e-24,1.8889189474238167e-22,3.403771824318565e-23,3.0479626468209088e-24,6.496193079143853e-23,2.1090665993502194e-22,4.075518015424192e-26,7.616692205124383e-26
8.523230132869101e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4518944029020801,0.11826200296924559,0.022815491255624813,0.0,1.6774000993430107e-12,2.6756696780925114e-08,4.4264337395306397e-11,1.4764099983932156e-12,6.590838096362136e-27,7.523682828975634e-06,3.611800233682098e-24,7.4312771220247e-06,2.9815294124928344e-17,5.645379804323832e-16,1.7670979394280154e-20,3.724395239583644e-22,9.697839042586765e-10,1.8246583663623687e-17,0.000400377445160634,1.2150803294542526e-05,2.8372408579359687e-07,4.454808903690378e-12,4.2405977352799203e-11,5.182455735597078e-10,2.3751532091453916e-13,3.552910115850448e-12,6.129732913718818e-08,1.1804272884149427e-16,4.969371593300961e-14,7.781843433825713e-11,2.4991823742060696e-17,2.3689830294794094e-11,9.665214492360455e-10,1.373374616089342e-16,1.2984899223951831e-20,8.303872957310797e-22,7.876613824200337e-16,1.1835155285222343e-20,6.267894194596801e-21,5.251812640854458e-24,4.9438014863794715e-21,9.888941884966934e-24,2.1862478491418302e-22,4.198082223312831e-23,4.059093383768844e-24,8.080404740341834e-23,2.756229295356712e-22,5.328094014761835e-26,1.0407973959054258e-25
8.915292305369614e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4518758999674484,0.11824372976388992,0.022815212001210065,0.0,1.9190746997812436e-12,2.925697307552324e-08,5.1096286215792324e-11,1.6895073349824116e-12,8.547624453873781e-27,7.86979108587649e-06,4.609101318722379e-24,7.768787141669107e-06,3.4699328466348415e-17,6.755942209123061e-16,2.1919124040926225e-20,4.490748735889695e-22,1.0606717213816975e-09,2.2168287468776255e-17,0.00041830102419254943,1.2709119362821545e-05,3.01243575460677e-07,4.911654845981493e-12,4.4369979031325445e-11,5.270353548695544e-10,2.4154381668704925e-13,3.8764414546446955e-12,6.479595727883614e-08,1.33369342744249e-16,5.4962041743729686e-14,8.855892632986236e-11,3.055082412161721e-17,2.4783358799443473e-11,1.056930957019558e-09,1.5865362690848506e-16,1.52491924556628e-20,1.002801687030087e-21,9.359108633674832e-16,1.514590408385672e-20,7.5066542132206e-21,6.380451291775303e-24,5.485858726954283e-21,1.1772252097122778e-23,2.5216627328964053e-22,5.1263646364739125e-23,5.336996803886724e-24,9.944743598709878e-23,3.5567164664780504e-22,6.877897406676309e-26,1.4017825869225493e-25
9.307354477870127e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45185743923160887,0.11822549908797582,0.022814932769016204,0.0,2.18286742553922e-12,3.186738629874101e-08,5.863466773101237e-11,1.9221673849442407e-12,1.096387006310778e-26,8.215901172978492e-06,5.817378913615674e-24,8.105922562113981e-06,4.010067287023272e-17,8.022618523823416e-16,2.6940054778637336e-20,5.372470553019625e-22,1.1555952883973435e-09,2.6701068073388464e-17,0.0004361820130982925,1.32673822052889e-05,3.1914858766052646e-07,5.396444864068984e-12,4.633394308476751e-11,5.358251178329251e-10,2.455723151980483e-13,4.2240415067023895e-12,6.835266990422678e-08,1.499737666785606e-16,6.054567732920532e-14,1.0020004543740146e-10,3.700723742617819e-17,2.5876805868311725e-11,1.1513320135291632e-09,1.821847891891396e-16,1.7798086980092973e-20,1.2015377988072367e-21,1.1035281490801002e-15,1.9172392693385773e-20,8.920297101887629e-21,7.684906762571039e-24,6.077926266536839e-21,1.397955977851105e-23,2.89887783004381e-22,6.203172799999876e-23,6.935418836353311e-24,1.212128879441893e-22,4.536883886414853e-22,8.776099753469261e-26,1.8630303461457048e-25
9.66021043312059e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45184086056599626,0.11820912775869274,0.022814681478999854,0.0,2.4399864085277195e-12,3.43107804745085e-08,6.605723167059995e-11,2.14899555057238e-12,1.3598814606150994e-26,8.527401784780756e-06,7.111734494157967e-24,8.409024739089473e-06,4.542645483220608e-17,9.307616372542506e-16,3.220150019660543e-20,6.274267688122327e-22,1.2444735167951453e-09,3.135395887409963e-17,0.00045223857222235976,1.3769773310156683e-05,3.3559233619085013e-07,5.857246475186414e-12,4.810147838938071e-11,5.437358882558834e-10,2.491979667406782e-13,4.558316773764394e-12,7.16033348324614e-08,1.6605271330949643e-16,6.58460686210026e-14,1.1147123461333237e-10,4.366283317848007e-17,2.6860838751293584e-11,1.2397005879169602e-09,2.0536370350092735e-16,2.035433433272477e-20,1.4051205594272195e-21,1.2721743389219604e-15,2.3500729075737148e-20,1.0355044340796404e-20,9.023886626119404e-24,6.656150079494612e-21,1.6279579773281372e-23,3.277229390762985e-22,7.311934743596861e-23,8.698683444421447e-24,1.4375086255754953e-22,5.596808789095324e-22,1.0829254286478124e-25,2.381462404682841e-25
9.999999999999999e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4518249279748204,0.11819339507869374,0.022814439511287397,0.0,2.7059066847045724e-12,3.674776014594081e-08,7.380583453785032e-11,2.3836392224019663e-12,1.6612854298566265e-26,8.827368758344246e-06,8.568166916409474e-24,8.70061716469614e-06,5.0990037977138097e-17,1.0685078407169814e-15,3.8008200989288974e-20,7.248241582691228e-22,1.3331439739617056e-09,3.639349441640244e-17,0.0004676680917205457,1.4253520031235317e-05,3.5172163460262347e-07,6.323423357387665e-12,4.9803532090249316e-11,5.513537048546936e-10,2.526893622695454e-13,4.9001466295071354e-12,7.477802556455402e-08,1.8258874152655341e-16,7.120124158239957e-14,1.2305630371950512e-10,5.089787844362515e-17,2.78083704428727e-11,1.3278436209043975e-09,2.295690521370391e-16,2.306882243498841e-20,1.625344633327521e-21,1.4515814189363766e-15,2.838618721814723e-20,1.1893634429995678e-20,1.0474083191073529e-23,7.256007414005404e-21,1.8813961979289102e-23,3.6794512487302152e-22,8.515975856113368e-23,1.0736213209273991e-23,1.683457637719696e-22,6.799342754061683e-22,1.3159135136214188e-25,2.990364932445054e-25
1.001306638837105e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45182431592642713,0.11819279072270047,0.022814430206906686,0.0,2.7165000533614467e-12,3.684311791961212e-08,7.411595636730016e-11,2.3929876479340855e-12,1.6738985770496963e-26,8.838903820637912e-06,8.628622993666499e-24,8.711824571340619e-06,5.121274677219674e-17,1.0740925380094466e-15,3.824700082783248e-20,7.287877658129418e-22,1.3366141045906411e-09,3.6598835779592615e-17,0.0004682607889639344,1.4272121403205719e-05,3.5234764073303816e-07,6.341795954355259e-12,4.986898289407782e-11,5.516466427719226e-10,2.528236217044329e-13,4.913691428705259e-12,7.490097558749263e-08,1.8324570399587663e-16,7.141214946997055e-14,1.2351637766524907e-10,5.11931926795261e-17,2.784480594756993e-11,1.3312927344963526e-09,2.305379796380279e-16,2.3178422734247225e-20,1.6343149722475739e-21,1.4588274888212276e-15,2.858928609752239e-20,1.1956025708599945e-20,1.0533171727711807e-23,7.279951972251984e-21,1.8918297448033003e-23,3.6957067658007937e-22,8.565096231371481e-23,1.0821895713477332e-23,1.6935150105716289e-22,6.849457286594725e-22,1.325624034838769e-25,3.0161687839016505e-25
1.0365922343621513e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45180780523974395,0.11817648790656186,0.022814178952700954,0.0,3.013108244930666e-12,3.946427469880976e-08,8.284199319346243e-11,2.6547677534695323e-12,2.0458539417735237e-26,9.150407253000436e-06,1.039582946530586e-23,9.014322569270533e-06,5.747923641471268e-17,1.233350416562363e-15,4.51596662765774e-20,8.422685647048356e-22,1.4320139388932397e-09,4.24847984643483e-17,0.00048424873678980853,1.4774426531182159e-05,3.694141589155693e-07,6.850619438926598e-12,5.163645644624489e-11,5.595573808798219e-10,2.564492806279514e-13,5.290946080772892e-12,7.82455569092054e-08,2.0159015896219282e-16,7.72487942946638e-14,1.3635580133094016e-10,5.96733281720351e-17,2.8828707587418143e-11,1.4261039265065092e-09,2.578056252548283e-16,2.628834478902134e-20,1.891293990188134e-21,1.6646231610489095e-15,3.4535559627323975e-20,1.373556478229024e-20,1.2226884916167861e-23,7.951778650513084e-21,2.193486516669544e-23,4.157364569321329e-22,9.974850697136308e-23,1.3361680852185177e-23,1.9828614275673358e-22,8.320449605818229e-22,1.6106821488356216e-25,3.7872741453649784e-25
1.0718778298871975e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45179132843295033,0.11816021923699752,0.022813927716347,0.0,3.3305104589389806e-12,4.217412870416216e-08,9.226704159137019e-11,2.9349597511107243e-12,2.483942269582341e-26,9.46191205439341e-06,1.244338515118256e-23,9.316519242342718e-06,6.424563071607106e-17,1.4096696894562888e-15,5.302807224656619e-20,9.688525821724066e-22,1.5306699147717548e-09,4.9062960241704146e-17,0.0005002024890088851,1.527668874010675e-05,3.867915466438715e-07,7.384242049878163e-12,5.340389889368738e-11,5.674681020793386e-10,2.600749442362157e-13,5.690869363914619e-12,8.163704298891512e-08,2.2112349734605248e-16,8.336087083944709e-14,1.5000938148711933e-10,6.918143612183343e-17,2.981254380073895e-11,1.5241296449684362e-09,2.872663672514222e-16,2.970402287397161e-20,2.17837832783877e-21,1.890719393156846e-15,4.144517640137665e-20,1.5706419372695678e-20,1.4119716663953553e-23,8.67426936078461e-21,2.5376413618756576e-23,4.665666231883475e-22,1.155388933316023e-22,1.6381096467442492e-23,2.3083794739662693e-22,1.003762614510338e-21,1.9435079422661685e-25,4.7174074557725435e-25
1.103634865859739e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4517765282139403,0.11814560656927209,0.022813701618862293,0.0,3.6345291442466008e-12,4.46887339937361e-08,1.0137388071578627e-10,3.203390202265208e-12,2.942205705483805e-26,9.742267523519951e-06,1.4552584831721715e-23,9.588239035669719e-06,7.077910071251352e-17,1.5839131502367e-15,6.10045330262088e-20,1.094831035194245e-21,1.6222417342869268e-09,5.561900741637939e-17,0.0005145316892250937,1.572868806980187e-05,4.0269670324546605e-07,7.886139007531588e-12,5.49945703763909e-11,5.745877362912216e-10,2.6333804611700645e-13,6.070843601227633e-12,8.472945398802009e-08,2.3975092322396204e-16,8.910125583741618e-14,1.6300977942204903e-10,7.868485167949259e-17,3.069794056010659e-11,1.6150974830220732e-09,3.1573994018525037e-16,3.305652602438123e-20,2.4645021163931096e-21,2.1125374868563474e-15,4.8581607842749154e-20,1.765465700340033e-20,1.600612086323135e-23,9.3700841245824e-21,2.887958431389044e-23,5.16602624039857e-22,1.3130652379356903e-22,1.9566315406979172e-23,2.6347082347774615e-22,1.1818447205802744e-21,2.2887250497865253e-25,5.711366198558612e-25
1.1353919018322805e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45176175532565677,0.11813102144784407,0.022813475535782817,0.0,3.956466633343855e-12,4.727500018886976e-08,1.1109691859183844e-10,3.4876940183453727e-12,3.4685224423637656e-26,1.0022624059441847e-05,1.6940323141282137e-23,9.859715537845077e-06,7.774784695013104e-17,1.7738076015236751e-15,6.990403736692831e-20,1.2330383962052653e-21,1.7164462676084845e-09,6.281887781182053e-17,0.0005288333034728825,1.6180652704284143e-05,4.1885313067819455e-07,8.408929667392048e-12,5.6585216430959994e-11,5.817073560425826e-10,2.666011529423727e-13,6.4704209961254145e-12,8.785980150634476e-08,2.593989298407588e-16,9.507223039617012e-14,1.7669926103960916e-10,8.914835414574883e-17,3.1583284523070147e-11,1.708662150011355e-09,3.46147208202189e-16,3.6688397972806336e-20,2.778812839500163e-21,2.352628558562803e-15,5.667990696908468e-20,1.9778456041557773e-20,1.8077710374187413e-23,1.0111131941141864e-20,3.280748506035034e-23,5.709775338136182e-22,1.486517085696773e-22,2.3252676138680158e-23,2.9949566560275743e-22,1.3846723217866044e-21,2.681968482892841e-25,6.875067501921391e-25
1.167148937804822e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45174700971521936,0.1181164638196192,0.02281324946708274,0.0,4.296832078364887e-12,4.99328421004757e-08,1.2146039990980269e-10,3.788325613511285e-12,4.0706922087617054e-26,1.0302981642283596e-05,1.963351269227362e-23,1.0130949118320319e-05,8.516626301906865e-17,1.9802599318104267e-15,7.980312672319038e-20,1.384287902284223e-21,1.8132812677220739e-09,7.070402759377462e-17,0.0005431073848677784,1.663258267559964e-05,4.352605743630348e-07,8.952995125674346e-12,5.817583694730764e-11,5.888269609712805e-10,2.6986426532686456e-13,6.890201217419238e-12,9.102805829432431e-08,2.800947957947926e-16,1.0127733964052445e-13,1.9109141754793707e-10,1.0063558365073585e-16,3.2468575783547007e-11,1.8048203677031686e-09,3.7856443411683287e-16,4.0615588459715433e-20,3.123235093469954e-21,2.6118800990747483e-15,6.583529816830415e-20,2.208801652784632e-20,2.0346399543011565e-23,1.0899515144512256e-20,3.720395262351432e-23,6.299808115467063e-22,1.6767728255860385e-22,2.750139298691189e-23,3.3914348846227445e-22,1.6147741674930918e-21,3.128151795672325e-25,8.230989621931676e-25
1.1989059737773635e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45173229132985304,0.11810193363160608,0.022813023412736288,0.0,4.6561344164582684e-12,5.266217575804806e-08,1.3248892711589812e-10,4.105739277207309e-12,4.7571610810760115e-26,1.0583340252217852e-05,2.2660760995741068e-23,1.0401940145933425e-05,9.304875449158088e-17,2.2042021988981848e-15,9.078230470995571e-20,1.5494241339313909e-21,1.912744492800404e-09,7.931723845830681e-17,0.0005573539864225691,1.7084478015321134e-05,4.5191877849753625e-07,9.518715964863502e-12,5.976643181561796e-11,5.959465507153237e-10,2.731273838827547e-13,7.330792044788099e-12,9.423419674139495e-08,3.0186580080935145e-16,1.0772012862262962e-13,2.0619956759322122e-10,1.1321227653042125e-16,3.335381443520896e-11,1.9035688629295658e-09,4.1306900237082803e-16,4.48543129264246e-20,3.499757898223559e-21,2.8911923379498234e-15,7.614916760136821e-20,2.4593821800718694e-20,2.282448494573575e-23,1.1737324468227284e-20,4.211482482702459e-23,6.939032061876337e-22,1.8848932221158198e-22,3.237911870588645e-23,3.8265305588757643e-22,1.8748482930229865e-21,3.6325178609128366e-25,9.803757980558019e-25
1.230663009749905e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4517176001168871,0.11808743083091572,0.02281279737271773,0.0,5.034882382885699e-12,5.546291841442494e-08,1.442074599696529e-10,4.4403891745201995e-12,5.537052730586207e-26,1.0863699869465239e-05,2.6052422750360425e-23,1.0672688988909506e-05,1.0140973564117631e-16,2.446591599891432e-15,1.0292612601996592e-19,1.729323463224779e-21,2.0148337061948525e-09,8.870261972089397e-17,0.0005715731610475057,1.753633875454898e-05,4.688274860370879e-07,1.0106472091869997e-11,6.135700092634448e-11,6.030661249133164e-10,2.7639050935775233e-13,7.79280700003536e-12,9.747818887879369e-08,3.247392293160082e-16,1.1440413763346962e-13,2.220367626526527e-10,1.2694626916930386e-16,3.42390005714825e-11,2.0049043675781353e-09,4.497394174824342e-16,4.942202500493059e-20,3.910476693477252e-21,3.1914777861976218e-15,8.772925939351842e-20,2.730663811675629e-20,2.5524638054971265e-23,1.2626857596514848e-20,4.759319946260488e-23,7.630739991205688e-22,2.1119714295681519e-22,3.795825039642746e-23,4.302708900067914e-22,2.167767617622858e-21,4.200649772877167e-25,1.162027035800235e-24
