Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),H2OX(23),OCX(25),H2X(49),C2H4(47),CH3X(55),O(29),COX(50),CHOX(53),acetyl(44),C2H6X(52),C2H4X(215),CH4OX(63),C2H4X(70),C2H3X(214),C2H2X(254),C2HX(261),C2H3X(69),C2H2X(276),C2H3(46),C2H2(294),C2H2(314),C2H2X(315)
5.336690613209977e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4366332618990768,0.06838492941312571,0.004492608795839872,0.0,0.002674196701020652,0.08178664989167757,0.03396792011870081,3.50642642139519e-05,5.832695699494605e-10,0.0017504907838838232,1.5286072019353483e-10,0.0005752023211293556,1.0041057886255458e-08,2.9360003953791893e-06,3.5530113369723586e-09,1.6477235458522704e-10,7.183701688242689e-06,0.00019453811102883507,0.004844057074728897,1.616038037013283e-06,0.0006473573639316491,1.2796388209777375e-09,1.9564963159119115e-09,2.0982291975128321e-07,2.4992654184151724e-07,0.000749377365005536,0.007790110027629077,1.1838133075738323e-07,2.531781776056457e-07,0.0016148414106242103,0.00030787042189857084,5.348837329019146e-09,3.5800783770097532e-06,1.037658557623154e-07,1.562852343941695e-10,1.4879499251919374e-10,9.537319418276294e-08,2.1436870053307564e-05,3.2080418766431676e-11,5.412764670623265e-11,1.13639088611965e-06,4.557825889143945e-07,6.073120383572223e-09,2.6270577622237206e-10,2.4599843254440942e-06,2.439350210339896e-09,2.6453759633966036e-05,5.152168828201485e-09,1.2293829801927445e-07
5.340860341657395e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4366230796795621,0.06835981419808938,0.004487010032941344,0.0,0.0026737415000536863,0.08183538540789825,0.03397959260720295,3.5048504220879954e-05,5.84196651651498e-10,0.0017501041877079134,1.5339714653541949e-10,0.0005752829971392196,1.007853662754661e-08,2.9319533042671864e-06,3.55473007430096e-09,1.6479160900716108e-10,7.175836800609765e-06,0.00019539524474842705,0.0048421642318989015,1.612038613054727e-06,0.0006475244301740719,1.2769332896738981e-09,1.9536265436013354e-09,2.1018045140905134e-07,2.503794105440314e-07,0.0007505241717894859,0.007799836715892583,1.1835841948467821e-07,2.5325797810556646e-07,0.0016157665307026615,0.00030922689227477643,5.347531330338174e-09,3.576143629065026e-06,1.0379909253389846e-07,1.563784874820341e-10,1.4881325067278909e-10,9.532809920791187e-08,2.153137545193855e-05,3.203545084279212e-11,5.4364864980343724e-11,1.1402188145466248e-06,4.571893230149595e-07,6.090150910874876e-09,2.638244396278206e-10,2.4722209312848013e-06,2.4502009231156176e-09,2.656925784175952e-05,5.174663410414886e-09,1.234721767718626e-07
5.345030070104813e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43661291056207824,0.06833470909600262,0.0044814184808761835,0.0,0.0026732861901659845,0.08188408383263591,0.033991250747139344,3.5032759007879984e-05,5.851240603230346e-10,0.0017497178380117891,1.5393546524689674e-10,0.0005753635962745957,1.0116148678187532e-08,2.9279129989570446e-06,3.556447177152501e-09,1.6481077300432866e-10,7.16798158602495e-06,0.0001962552389803574,0.004840272332316644,1.6080544495931814e-06,0.0006476913102082387,1.2742372640709044e-09,1.950761261930834e-09,2.1053802143437287e-07,2.508321125761689e-07,0.0007516700628279931,0.0078095507959351175,1.1833550788276955e-07,2.533376769490483e-07,0.001616690921871846,0.00031058788955356414,5.346226300300141e-09,3.572213108846777e-06,1.0383228692793255e-07,1.5647165787935738e-10,1.488314443819973e-10,9.528304931877603e-08,2.1626198046339113e-05,3.199056008374243e-11,5.460286963259923e-11,1.1440510357938547e-06,4.585971264855838e-07,6.107187959195589e-09,2.6494692096981853e-10,2.48451142521122e-06,2.461094441704008e-09,2.6685256439879005e-05,5.19725544932994e-09,1.240083604180166e-07
5.3491997985522315e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43660275458167097,0.06830961410320964,0.004475834129762571,0.0,0.002672830771663048,0.0819327451576613,0.034002894558073156,3.5017028521719e-05,5.860517947381343e-10,0.001749331733645683,1.5447567831175056e-10,0.0005754441186302225,1.015389421548922e-08,2.9238794635758878e-06,3.558162647041887e-09,1.6482984670863412e-10,7.160136032210556e-06,0.00019711809699509396,0.0048383813759109665,1.6040854731042703e-06,0.0006478580042726008,1.271550701202497e-09,1.9479004622116417e-09,2.1089562792182504e-07,2.51284645829354e-07,0.0007528150334395259,0.007819252236736258,1.1831259597319171e-07,2.5341727431498616e-07,0.001617614584236018,0.00031195341891041657,5.344922235662193e-09,3.5682868128213757e-06,1.0386543901878171e-07,1.5656474563656366e-10,1.488495736978147e-10,9.523804437155097e-08,2.1721338208420645e-05,3.1945746309267984e-11,5.4841661543232996e-11,1.1478875219328446e-06,4.600059884060828e-07,6.124231391728159e-09,2.6607322597196626e-10,2.496855928677246e-06,2.4720308767271433e-09,2.680175709070152e-05,5.219945268713653e-09,1.2454685658732165e-07
5.35336952699965e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4365926117732376,0.06828452921605305,0.004470256969732426,0.0,0.002672375244849516,0.08198136937486633,0.034014524059540384,3.500131270920513e-05,5.86979853671403e-10,0.001748945873460199,1.550177876965709e-10,0.0005755245643008965,1.0191773415776505e-08,2.919852682304852e-06,3.559876485484692e-09,1.6484883025163353e-10,7.152300126906058e-06,0.00019798382204009462,0.004836491362608525,1.6001316104880085e-06,0.0006480245126056207,1.2688735583519135e-09,1.945044135774184e-09,2.1125326896728572e-07,2.517370081985781e-07,0.0007539590789558383,0.007828941007413354,1.1828968377739286e-07,2.534967703820253e-07,0.0016185375179014652,0.00031332348548441,5.34361913318088e-09,3.5643647374529547e-06,1.038985488806879e-07,1.5665775080423122e-10,1.488676386708837e-10,9.51930842225182e-08,2.1816796307586954e-05,3.190100933994856e-11,5.5081241586196234e-11,1.1517282449513822e-06,4.614158978379836e-07,6.141281071573661e-09,2.6720336033405564e-10,2.509254562771247e-06,2.4830103388076166e-09,2.6918761458672776e-05,5.24273319273595e-09,1.2508767291884328e-07
5.357539255447068e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43658248217152734,0.06825945443087371,0.0044646869909313915,0.0,0.0026719196100291743,0.08202995647626464,0.03402613927104999,3.498561151718823e-05,5.879082358979944e-10,0.0017485602563063309,1.5556179535069549e-10,0.0005756049333814718,1.0229786454384545e-08,2.915832639378813e-06,3.561588693997155e-09,1.6486772376453603e-10,7.1444738578680354e-06,0.00019885241733974703,0.00483460229233381,1.596192789065909e-06,0.0006481908354456857,1.2662057930174285e-09,1.942192273968118e-09,2.1161094266834134e-07,2.521891975827266e-07,0.0007551021947219932,0.007838617077221803,1.182667713167329e-07,2.535761653284622e-07,0.001619459722976515,0.00031469809437809884,5.342316989612161e-09,3.5604468792034384e-06,1.039316165877752e-07,1.567506734331026e-10,1.4888563935150323e-10,9.514816872804704e-08,2.1912572710726655e-05,3.1856348996955794e-11,5.5321610629138466e-11,1.1555731767832085e-06,4.628268438303662e-07,6.158336861811293e-09,2.6833732973191585e-10,2.521707448213137e-06,2.4940329385675087e-09,2.7036271210294935e-05,5.265619545967207e-09,1.2563081706107263e-07
5.361708983894486e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43657236581113956,0.06823438974401093,0.004459124183518823,0.0,0.0026714638675049574,0.08207850645399177,0.03403774021208382,3.49699248925605e-05,5.888369401936125e-10,0.0017481748810354782,1.5610770320615248e-10,0.0005756852259668612,1.0267933505654615e-08,2.911819319086121e-06,3.563299274096171e-09,1.6488652737820515e-10,7.136657212870112e-06,0.00019972388609529605,0.004832714165009134,1.5922689365780671e-06,0.0006483569730311758,1.2635473629320667e-09,1.939344868162281e-09,2.119686471240193e-07,2.5264121188435906e-07,0.0007562443760963843,0.007848280415555391,1.1824385861248612e-07,2.536554593323103e-07,0.0016203811995715363,0.00031607725065741334,5.341015801711535e-09,3.556533234532559e-06,1.0396464221404721e-07,1.5684351357405614e-10,1.489035757896287e-10,9.51032977445961e-08,2.2008667782205644e-05,3.181176510205001e-11,5.556276953339024e-11,1.1594222892904778e-06,4.642388154165201e-07,6.175398625454121e-09,2.6947513981732553e-10,2.5342147053514654e-06,2.505098786627383e-09,2.7154288014114428e-05,5.288604653375983e-09,1.2617629667187203e-07
5.3654617394971625e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4365632724365978,0.0682118401568681,0.004454123780262399,0.0,0.00267105360739604,0.08212216968680583,0.034048168873837485,3.4955819341654256e-05,5.896730484172536e-10,0.001747828249152712,1.566006465310306e-10,0.0005757574239688185,1.030238057591344e-08,2.9082130657314102e-06,3.564837405146026e-09,1.649033738745438e-10,7.12963045083485e-06,0.00020051066740720317,0.0048310156565732456,1.5887502083900207e-06,0.0006485063386624882,1.26116272276452e-09,1.9367860056989616e-09,2.122906058592215e-07,2.5304787332962766e-07,0.0007572715366029474,0.007856966509460323,1.182232369879118e-07,2.5372673777681006e-07,0.0016212099057494966,0.0003173223834809042,5.339845547015271e-09,3.5530145540107143e-06,1.0399432935965979e-07,1.5692699921591774e-10,1.4891966369761614e-10,9.50629517978489e-08,2.2095426107076443e-05,3.1771704812905975e-11,5.5780488585421166e-11,1.1628900416955814e-06,4.655104576472835e-07,6.1907592066920094e-09,2.7050245733374666e-10,2.545517823742946e-06,2.515095118603466e-09,2.726093804787197e-05,5.309375953771171e-09,1.2666923148394994e-07
5.369214495099839e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4365541898404448,0.06818929874372409,0.004449129170716269,0.0,0.002670643260511319,0.08216580283761428,0.034058586006428436,3.494172550869601e-05,5.905094156338498e-10,0.0017474818114284435,1.570951319538111e-10,0.0005758295601558721,1.0336936462525664e-08,2.904612233647362e-06,3.5663742195169382e-09,1.6492014775313877e-10,7.122611465493313e-06,0.00020129978109355743,0.004829317911802506,1.5852434947512317e-06,0.0006486555546044308,1.258785579629134e-09,1.934230739354904e-09,2.1261258658334482e-07,2.5345438973835907e-07,0.0007582979331386329,0.007865642244075453,1.1820261519858172e-07,2.53797934731182e-07,0.0016220380220330246,0.00031857120740165745,5.338676061415906e-09,3.5494992810342764e-06,1.0402398253343424e-07,1.5701041812121378e-10,1.4893569964529987e-10,9.50226416843207e-08,2.2182443108442583e-05,3.173170617369917e-11,5.599884873663164e-11,1.166361136973792e-06,4.6678291369470644e-07,6.20612441540973e-09,2.715328944513898e-10,2.5568651675927113e-06,2.525126651940889e-09,2.736800136630279e-05,5.330227746053296e-09,1.2716406983165358e-07
5.372967250702515e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43654511804759305,0.06816676550190678,0.004444140347735034,0.0,0.0026702328270698803,0.08220940590093849,0.034068991624002856,3.492764335506056e-05,5.913460409520506e-10,0.001747135567026256,1.5759116084675338e-10,0.0005759016345973318,1.0371601290507987e-08,2.901016811490229e-06,3.5679097183160687e-09,1.6493684910867616e-10,7.115600247967631e-06,0.0002020912294397206,0.0048276209306357615,1.5817487438425252e-06,0.0006488046210307132,1.256415903176663e-09,1.931679062877761e-09,2.129345879139745e-07,2.538607595895096e-07,0.000759323562347676,0.00787430759737748,1.1818199325982468e-07,2.538690503245515e-07,0.0016228655485068287,0.000319823726036217,5.337507342547348e-09,3.5459874130179033e-06,1.0405360178907077e-07,1.5709377032734912e-10,1.489516836683933e-10,9.498236729956202e-08,2.2269719046655835e-05,3.169176905570454e-11,5.621785060173343e-11,1.1698355544824785e-06,4.6805617553545745e-07,6.22149415166125e-09,2.725664552398837e-10,2.5682568238517727e-06,2.5351934672745104e-09,2.747547918997549e-05,5.3511602679420595e-09,1.2766081731681472e-07
5.3767200063051915e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43653605708285603,0.06814424042874294,0.004439157304182261,0.0,0.0026698223072902576,0.08225297887138064,0.034079385740689215,3.4913572842152046e-05,5.921829234808781e-10,0.0017467895151100424,1.5808873457061896e-10,0.0005759736473625447,1.0406375184216429e-08,2.8974267879506927e-06,3.569443902650995e-09,1.649534780356184e-10,7.1085967893909744e-06,0.00020288501471569297,0.004825924713010436,1.5782659041122399e-06,0.0006489535381151005,1.254053663253202e-09,1.9291309700276253e-09,2.1325660846926186e-07,2.542669813641704e-07,0.0007603484208833031,0.007882962547434593,1.1816137118691578e-07,2.5394008468599393e-07,0.001623692485256962,0.0003210799429768464,5.336339388043372e-09,3.5424789473748616e-06,1.040831871801849e-07,1.5717705587181906e-10,1.4896761580237773e-10,9.494212853918616e-08,2.235725418039439e-05,3.165189333057575e-11,5.643749479125118e-11,1.1733132734920245e-06,4.6933023512862157e-07,6.236868315375686e-09,2.736031437527518e-10,2.5796928792202944e-06,2.5452956452353666e-09,2.7583372740769196e-05,5.3721737574125284e-09,1.2815947954727582e-07
5.379529957717278e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43652927960698457,0.06812737967263499,0.0044354299294588236,0.0,0.0026695148659333103,0.08228558530601161,0.03408716102378022,3.490304486015798e-05,5.928097240106566e-10,0.0017465305272832284,1.5846231515873357e-10,0.0005760275280336087,1.0432484319188912e-08,2.8947422132340764e-06,3.570591794167787e-09,1.6496588191646674e-10,7.1033578831692146e-06,0.0002034809088160704,0.0048246551357306626,1.575665825284287e-06,0.0006490649451122057,1.2522897392559933e-09,1.9272253766498555e-09,2.1349773961043965e-07,2.5457105025006613e-07,0.0007611152977998016,0.007889436291521904,1.1814592991538815e-07,2.539932199897774e-07,0.0016243112847718108,0.0003220229842081518,5.3354653575830175e-09,3.5398541390219538e-06,1.0410531769877808e-07,1.572393739805257e-10,1.4897951135755435e-10,9.491202221733002e-08,2.2422967729499027e-05,3.162207569545582e-11,5.6602378708444645e-11,1.1759194348075024e-06,4.7028473040795707e-07,6.248382869113991e-09,2.743814353619148e-10,2.588284976788044e-06,2.5528830553957344e-09,2.7664433127892725e-05,5.387961184745762e-09,1.2853411992217325e-07
5.382339909129364e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4365225082261666,0.06811052349371535,0.004431705788025865,0.0,0.002669207376383817,0.0823181748636802,0.034094929872649685,3.489252336681384e-05,5.934366678742388e-10,0.0017462716465556332,1.5883676318559784e-10,0.0005760813741935094,1.0458654723643631e-08,2.892060654245971e-06,3.571738949807838e-09,1.6497824528205514e-10,7.098123318375615e-06,0.0002040781153371488,0.004823385986472291,1.5730723743470095e-06,0.0006491762685500407,1.2505299551820283e-09,1.9253217863554654e-09,2.1373888017717591e-07,2.5487503463044504e-07,0.0007618817393634655,0.007895904181578102,1.181304885835457e-07,2.54046309876485e-07,0.0016249297537402588,0.00032296810240945036,5.334591753348525e-09,3.5372312356946065e-06,1.0412742928346671e-07,1.5730165475182588e-10,1.4899137785526048e-10,9.48819357662622e-08,2.2488826849720784e-05,3.1592292355322853e-11,5.6767623342177096e-11,1.1785274267934043e-06,4.712396650649022e-07,6.259899807084017e-09,2.751614845036776e-10,2.5969020516867087e-06,2.560490370901452e-09,2.7745727794964095e-05,5.40379424076158e-09,1.2890983931813843e-07
5.38514986054145e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43651574295070994,0.06809367189086064,0.004427984876897345,0.0,0.0026688998387329192,0.08235074754220967,0.034102692293209315,3.48820083459499e-05,5.940637546980035e-10,0.0017460128725766176,1.5921207920973827e-10,0.0005761351858713993,1.0484886449054166e-08,2.8893821062763012e-06,3.572885370036568e-09,1.6499056817179425e-10,7.09289309129993e-06,0.00020467663521490074,0.004822117265207483,1.570485529950248e-06,0.0006492875085015474,1.2487742985432735e-09,1.923420196538675e-09,2.1398002959047806e-07,2.551789338704009e-07,0.0007626477441791907,0.007902366208497224,1.1811504719773954e-07,2.540993544001185e-07,0.0016255478921999155,0.00032391529906191784,5.3337185743464066e-09,3.5346102363053887e-06,1.0414952195667057e-07,1.5736389820156412e-10,1.4900321531014907e-10,9.485186914223184e-08,2.255483164780218e-05,3.156254325671074e-11,5.693322894411656e-11,1.181137240691597e-06,4.7219503571224004e-07,6.271419087227733e-09,2.759432928618369e-10,2.6055441400337313e-06,2.5681176255963282e-09,2.7827257256360498e-05,5.419673025640912e-09,1.2928664009591463e-07
5.387959811953536e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43650898379089104,0.06807682486294706,0.004424267193090021,0.0,0.002668592253071588,0.08238330333944885,0.03411044829136534,3.48714997814061e-05,5.946909841084496e-10,0.0017457542049956506,1.5958826378603135e-10,0.0005761889630964428,1.0511179546684383e-08,2.8867065646256485e-06,3.5740310553195247e-09,1.6500285062502538e-10,7.08766719823534e-06,0.00020527646938043708,0.004820848971907943,1.56790527082617e-06,0.0006493986650396186,1.2470227568741432e-09,1.921520604597661e-09,2.1422118727197483e-07,2.5548274733605674e-07,0.0007634133108546846,0.007908822363202228,1.1809960576430103e-07,2.541523536145478e-07,0.0016261657001888136,0.000324864575639022,5.332845819583072e-09,3.5319911397664403e-06,1.0417159574078712e-07,1.5742610434562803e-10,1.4901502373681014e-10,9.482182230150874e-08,2.2620982229954998e-05,3.1532828346270785e-11,5.7099195764602495e-11,1.18374886775166e-06,4.7315083896401137e-07,6.282940667527563e-09,2.7672686211503786e-10,2.6142112778658545e-06,2.5757648533223284e-09,2.7909022026862945e-05,5.435597639643245e-09,1.296645246180981e-07
5.390488768224414e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4365029057843931,0.0680616664484705,0.004420924034559672,0.0,0.0026683153850025204,0.08241258912170364,0.03411742320342768,3.48620475801219e-05,5.952556121808616e-10,0.0017455214948534873,1.5992757297244403e-10,0.0005762373331659117,1.0534895849999499e-08,2.8843011436673087e-06,3.57506154408043e-09,1.6501387029217858e-10,7.082967596995763e-06,0.00020581744461111158,0.0048197078738249225,1.565588650510812e-06,0.0006494986346656422,1.245449877398605e-09,1.9198126778873023e-09,2.1443823577694402e-07,2.5575610559491154e-07,0.0007641019451042611,0.007914627874214835,1.180857084386995e-07,2.5420001421262124e-07,0.0016267214448580994,0.00032572070410558167,5.332060702199029e-09,3.5296355789189127e-06,1.0419144601481483e-07,1.5748205799208295e-10,1.4902562651367724e-10,9.479479702345953e-08,2.2680642486629196e-05,3.150611411376372e-11,5.7248874950730705e-11,1.1861008751224749e-06,4.740114289678275e-07,6.293312021709451e-09,2.774335813914239e-10,2.622033148943554e-06,2.5826644631861453e-09,2.7982811935391388e-05,5.4499690590730936e-09,1.3000554924370463e-07
5.393017724495292e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4364968327473085,0.06804651173796604,0.00441758348557451,0.0,0.0026680384781846284,0.08244186122685963,0.03412439292242045,3.48526005836082e-05,5.95820355173934e-10,0.001745288870354524,1.6026758653193604e-10,0.0005762856753734834,1.0558661943240602e-08,2.8818981506185053e-06,3.5760914382520172e-09,1.6502485726615262e-10,7.0782715006079605e-06,0.0002063594858370478,0.004818567122349237,1.56327733171666e-06,0.0006495985368389729,1.243880311967427e-09,1.918106365460807e-09,2.1465529008978478e-07,2.560293934028103e-07,0.0007647902223238,0.007920428614828768,1.1807181108422143e-07,2.5424763819301996e-07,0.0016272769219055447,0.0003265785195616358,5.331275926919259e-09,3.527281557704951e-06,1.0421128102309641e-07,1.5753798144544836e-10,1.4903620579998517e-10,9.476778770263514e-08,2.2740420990680856e-05,3.1479427491831805e-11,5.7398847106201974e-11,1.18845433765632e-06,4.7487236416375875e-07,6.303685174330798e-09,2.7814172956476986e-10,2.62987536538456e-06,2.5895803032834353e-09,2.8056793237434712e-05,5.4643777545654925e-09,1.3034745534240603e-07
5.3955466807661694e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4364907646870638,0.06803136073061382,0.004414245543965589,0.0,0.00266776153268388,0.0824711196534019,0.034131357452637776,3.484315878010461e-05,5.96385212815635e-10,0.0017450563312434578,1.6060830486139937e-10,0.0005763339897404432,1.0582477863341169e-08,2.8794975820753584e-06,3.577120738173937e-09,1.6503581157548348e-10,7.0735789063767525e-06,0.00020690259372687907,0.0048174267174593294,1.5609712991089656e-06,0.000649698371612747,1.242314051588315e-09,1.9164016654295847e-09,2.1487234978959905e-07,2.5630261029934253e-07,0.0007654781415042286,0.007926224578487129,1.1805791370544607e-07,2.5429522559489277e-07,0.0016278321313597584,0.0003274380230652851,5.330491493019418e-09,3.5249290753306313e-06,1.0423110078190782e-07,1.5759387471736517e-10,1.4904676160623062e-10,9.474079430720036e-08,2.2800317818431822e-05,3.145276844182608e-11,5.754911241074638e-11,1.1908092489461606e-06,4.757336420776586e-07,6.314060094744573e-09,2.788513078480518e-10,2.637737953290437e-06,2.5965123982805422e-09,2.8130966309100353e-05,5.478823799371676e-09,1.3069024464035413e-07
5.398075637037047e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4364847016110652,0.06801621342559361,0.004410910207565786,0.0,0.0026674845485661295,0.08250036439983244,0.03413831679837015,3.483372215785724e-05,5.96950184834013e-10,0.0017448238772650644,1.6094972835531284e-10,0.0005763822762880821,1.0606343647095807e-08,2.877099434640893e-06,3.5781494441859186e-09,1.6504673324866206e-10,7.068889811609185e-06,0.00020744676894602374,0.004816286659133356,1.5586705374060424e-06,0.0006497981390400985,1.2407510872999183e-09,1.9146985759076007e-09,2.1508941445571735e-07,2.5657575582462844e-07,0.0007661657016383551,0.007932015758652116,1.1804401630694109e-07,2.543427764573531e-07,0.0016283870732496277,0.00032829921566954293,5.3297073997751556e-09,3.5225781310017567e-06,1.0425090530750863e-07,1.5764973781949335e-10,1.4905729394286643e-10,9.47138168053341e-08,2.28603330458533e-05,3.1426136925173624e-11,5.769967104321749e-11,1.193165602575096e-06,4.7659526023338884e-07,6.3244367522969535e-09,2.795623174508276e-10,2.6456209387088277e-06,2.603460772842219e-09,2.8205331526756302e-05,5.493307266793633e-09,1.310339188648967e-07
5.400604593307925e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4364786435266982,0.06800106982208509,0.004407577474209821,0.0,0.0026672075258971227,0.08252959546467023,0.03414527096390446,3.482429070511877e-05,5.975152709571963e-10,0.0017445915081641967,1.6129185740573772e-10,0.0005764305350376994,1.0630259331160001e-08,2.874703704925017e-06,3.5791775566277728e-09,1.6505762231413405e-10,7.0642042136145326e-06,0.00020799201215668004,0.0048151469473491654,1.5563750313790515e-06,0.0006498978391741575,1.2391914101703399e-09,1.9129970950113877e-09,2.1530648366771336e-07,2.568488295193324e-07,0.0007668529017208691,0.00793780214880502,1.1803011889326277e-07,2.543902908194751e-07,0.0016289417476043181,0.000329162098422327,5.328923646462125e-09,3.520228723923858e-06,1.04270694616142e-07,1.5770557076351286e-10,1.4906780282030177e-10,9.468685516522961e-08,2.2920466748565322e-05,3.139953290337733e-11,5.785052318159079e-11,1.1955233921176628e-06,4.774572161530789e-07,6.334815116330338e-09,2.8027475957922585e-10,2.653524347633223e-06,2.6104254516315354e-09,2.827988926703014e-05,5.507828230183904e-09,1.313784797445732e-07
5.403133549578803e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4364725904413279,0.0679859299192677,0.004404247341734246,0.0,0.0026669304647424963,0.08255881284645113,0.03415221995352395,3.4814864410148484e-05,5.980804709133943e-10,0.001744359223685788,1.6163469240231326e-10,0.0005764787660106019,1.0654224952049858e-08,2.8723103895445015e-06,3.580205075839391e-09,1.6506847880030026e-10,7.059522109704286e-06,0.00020853832401782136,0.0048140075820843255,1.5540847658517848e-06,0.0006499974720680519,1.2376350112969946e-09,1.9112972208600377e-09,2.1552355700540844e-07,2.571218309246657e-07,0.0007675397407483452,0.007943583742446246,1.1801622146895576e-07,2.5443776872029315e-07,0.0016294961544532764,0.00033002667236645133,5.328140232355985e-09,3.5178808533021935e-06,1.042904687240348e-07,1.5776137356112297e-10,1.490782882489025e-10,9.465990935509466e-08,2.2980719001836134e-05,3.137295633801568e-11,5.80016690029625e-11,1.1978826111399867e-06,4.783195073571609e-07,6.3451951561836764e-09,2.809886354359369e-10,2.6614482060027387e-06,2.6174064593097963e-09,2.835463990680791e-05,5.522386762945374e-09,1.3172392900911027e-07
5.40566250584968e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4364665423622985,0.06797079371632059,0.004400919807977452,0.0,0.0026666533651677764,0.08258801654372791,0.03415916377150825,3.480544326121236e-05,5.98645784430897e-10,0.0017441270235748537,1.6197823373225238e-10,0.0005765269692281036,1.067824054614183e-08,2.8699194851229584e-06,3.5812320021607474e-09,1.6507930273551655e-10,7.0548434971921565e-06,0.000209085705185191,0.0048128685633161035,1.551799725700444e-06,0.0006500970377749046,1.2360818818065021e-09,1.909598951575204e-09,2.1574063404887406e-07,2.5739475958238963e-07,0.00076822621771925,0.00794936053309536,1.1800232403855322e-07,2.544852101988024e-07,0.0016300502938262275,0.00033089293853961826,5.327357156732411e-09,3.515534518341757e-06,1.0431022764739746e-07,1.578171462240428e-10,1.490887502389915e-10,9.463297934315164e-08,2.3041089880581688e-05,3.1346407190742415e-11,5.8153108683548226e-11,1.2002432531997726e-06,4.791821313643854e-07,6.3555768411927325e-09,2.817039462202015e-10,2.6693925397018794e-06,2.6244038205364554e-09,2.842958382323316e-05,5.536982938531076e-09,1.320702683894166e-07
5.410720418391436e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4364544612525358,0.06794053240675293,0.0043942725279829085,0.0,0.002666099051019614,0.08264638287906544,0.03417303590967176,3.4786616354539986e-05,5.997767510633832e-10,0.00174366287543588,1.626674369289161e-10,0.0005766232924821961,1.0726421798738035e-08,2.8651448956853316e-06,3.5832840774929657e-09,1.651008530662995e-10,7.045496735628125e-06,0.00021018367804540952,0.004810591565177103,1.5472452612911154e-06,0.000650295967839964,1.232985395625871e-09,1.906207220104469e-09,2.161747975746647e-07,2.579403968248136e-07,0.0007695980814946841,0.007960899679591299,1.1797452917753627e-07,2.545799840446758e-07,0.0016311577702644072,0.00033263055169828427,5.325792018035678e-09,3.5108464522231935e-06,1.0434970000529217e-07,1.579286011927849e-10,1.4910960394471054e-10,9.457916658680427e-08,2.316218781239589e-05,3.129339099745175e-11,5.845687032281332e-11,1.2049687806209551e-06,4.809083678549903e-07,6.376345024006463e-09,2.8313887735105076e-10,2.6853427363526625e-06,2.638447702262962e-09,2.85800529958812e-05,5.566288512236791e-09,1.327656244268551e-07
5.415778330933191e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43644240025575043,0.06791028588681118,0.004387635616969919,0.0,0.0026655445839746665,0.08270469445944528,0.034186887412559736,3.4767809891364504e-05,6.009081686826075e-10,0.0017431990617090712,1.6335947004474422e-10,0.0005767195049706342,1.0774803377156996e-08,2.8603799097371275e-06,3.5853337853458044e-09,1.6512227353243675e-10,7.036163907476234e-06,0.0002112859359184947,0.00480831595274443,1.5427115182007459e-06,0.0006504946297942573,1.2299018812210497e-09,1.902821885623499e-09,2.166089708907419e-07,2.5848573759176726e-07,0.0007709684850728625,0.007972419536832939,1.1794673434624676e-07,2.546746126682639e-07,0.0016322641771622539,0.00033437494609741327,5.3242282245776116e-09,3.506164519202773e-06,1.0438911181918219e-07,1.5803993576388095e-10,1.4913036401918543e-10,9.452541664226294e-08,2.328376113626814e-05,3.124048401823444e-11,5.876180949144995e-11,1.209699922677236e-06,4.826359057421162e-07,6.397119419403089e-09,2.845795624963424e-10,2.701375143560845e-06,2.6525572940462453e-09,2.8731299807231937e-05,5.595745539920424e-09,1.3346456172762548e-07
