Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),HOX(22),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),COX(50),CHOX(53),CO2X(24)
6.649310165217264e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999972,0.11866996602996265,0.022821567693054223,1.238980772902464e-102,2.2148799906447655e-62,4.5768442976100226e-36,2.1300816542822012e-75,1.7681285707771513e-48,2.2057919432360482e-119,6.7613944650527131e-22,1.154730479378665e-101,6.7613944649623768e-22,2.8241264066762157e-68,1.490711015746645e-64,2.1365288692293686e-100,1.2909895749838925e-101,2.9630228808035532e-50,8.6908008997901253e-81,2.6814725642086117e-15,1.2892758379774161e-16,4.9695656811959735e-20,4.9695656841812401e-20,3.6492152781448917e-32,1.4939985608299077e-29,5.5612387733925554e-35,3.835151442833077e-41,5.3587311700341591e-66,1.6681940725002052e-49,1.8912076605670955e-90,2.1923732061420566e-93,3.0113784257458157e-93
1.3304397315808305e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999437,0.11866996602995997,0.022821567693054157,4.6251135730890054e-100,3.5475251742184482e-61,1.8319387523589095e-35,1.9863707775256885e-73,1.4159368711978327e-47,8.2197466377493821e-117,1.3528663295589379e-21,7.4016973591586982e-100,1.3528663295227801e-21,4.5235103029078521e-67,2.3876512081590037e-63,3.9821322418751963e-98,2.4061884960269231e-99,2.3719687975811573e-49,2.7841777015721752e-79,5.3652748178718675e-15,2.5796718113483488e-16,9.9434489664276096e-20,9.9434489783764835e-20,1.4604714382233113e-31,5.9798654502589492e-29,4.4523556009727061e-34,4.4865583415622512e-40,2.5019206002765113e-64,1.3355752209340261e-48,3.5248945458540673e-88,4.0934443045033684e-91,5.6225800677731535e-91
2.6614571616990387e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319998876,0.1186699660299546,0.022821567693054028,1.9269831034564052e-97,5.6780816512169401e-60,7.3302074271697453e-35,2.0679669785221046e-71,1.133323382166625e-46,3.4200751939709368e-114,2.7063200957202405e-21,4.740744735743549e-98,2.7063200955755629e-21,7.2415451595459113e-66,3.8216246642504807e-62,8.2867563235231133e-96,5.0072414320751935e-97,1.897894055758477e-48,8.914365951239105e-78,1.0732879325193391e-14,5.1604637580901121e-16,1.9891215527930923e-19,1.9891215575742165e-19,5.8424626065512729e-31,2.3927072754926234e-28,3.5632106101525819e-33,5.8572144806826297e-39,1.3038191683549607e-62,1.0688750958870224e-47,7.3352515837012379e-86,8.5298988195587987e-89,1.1716083887584469e-88
5.323492021935455e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997749,0.11866996602994385,0.022821567693053772,8.7352704201562e-95,9.0835762910738579e-59,2.9326132584339767e-34,2.3429533395584327e-69,9.068883143601008e-46,1.5490335763248338e-111,5.4132276282587253e-21,3.0352478499918218e-96,5.4132276276799209e-21,1.1589616071976461e-64,6.1136930077397563e-61,1.8769997931405457e-93,1.1341700648998905e-94,1.5179608787911042e-47,2.8533969129575057e-76,2.1468088339816482e-14,1.0322047651573227e-15,3.9786748615097692e-19,3.978674880637532e-19,2.3363055828251429e-30,9.5722445738957044e-28,2.8510666052432483e-32,8.3138371816640533e-38,7.3917779636988556e-61,8.5527689555915208e-47,1.661478249495639e-83,1.9338073457160983e-86,2.6560451956345347e-86
1.0647561742408289e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995501,0.11866996602992239,0.022821567693053255,4.1824637735509786e-92,1.4523090265094078e-57,1.1731831549659113e-33,2.8042434554026023e-67,7.2560250371252758e-45,7.413435982082272e-109,1.0827042694199209e-20,1.9429334923830132e-94,1.0827042691883808e-20,1.8545901066408057e-63,9.7747509535244405e-60,4.4920357779566245e-91,2.7142956215237005e-92,1.2134568185333038e-46,9.1321499812153887e-75,4.2938506368982849e-14,2.0645215438537819e-15,7.9577814646071828e-19,7.9577815411256882e-19,9.3375138004051282e-30,3.8290953976765598e-27,2.2810006361514001e-31,1.2455477759506638e-36,4.4256539049202353e-59,6.8430955650296262e-46,3.9762494524209468e-81,4.6304460287894327e-84,6.3593453357836076e-84
2.1295701183353955e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319990999,0.11866996602987945,0.022821567693052221,2.0668470003726641e-89,2.3197972235666943e-56,4.6932626033491646e-33,3.4646253287530161e-65,5.8051874219824531e-44,3.6630002448876629e-106,2.1654672829534253e-20,1.2435973986226136e-92,2.1654672820272266e-20,2.967545393730615e-62,1.5613349839196556e-58,1.1098305220121841e-88,6.7061084352427277e-90,9.6917198723099799e-46,2.9224927684448657e-73,8.5879342426996336e-14,4.1291551012460408e-15,1.5915994613458252e-18,1.5915994919554528e-18,3.7283991006767275e-29,1.5316092428045929e-26,1.8247763933685773e-30,1.9250520399389138e-35,2.7346537617904859e-57,5.4751054892703928e-45,9.8239702884708094e-79,1.144359749191138e-81,1.5714002588175474e-81
4.2591980065245286e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319981995,0.11866996602979356,0.022821567693050156,1.0388119721549836e-86,3.6988648969740348e-55,1.8776144179389445e-32,4.3544628265646996e-63,4.6442968365145726e-43,1.8413452330123803e-103,4.3309933114020604e-20,7.9594071548914344e-91,4.3309933076971923e-20,4.7482335523439049e-61,2.4895057741658195e-57,2.789555200640081e-86,1.6855777980779817e-87,7.7274546793490306e-45,9.3523043907810022e-72,1.7176101454174625e-13,8.2584222160279254e-15,3.1832420681785337e-18,3.1832421906273715e-18,1.4860104570626577e-28,6.1258317905464764e-26,1.4596785970739637e-29,3.0255581334261047e-34,1.7187425716292058e-55,4.3807789067107337e-44,2.4692511020122353e-76,2.8767798030762609e-79,3.9491190377517839e-79
8.518453782902795e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319963993,0.11866996602962179,0.022821567693046028,5.2657452340328811e-84,5.8772753789480259e-54,7.5127028263953825e-32,5.5213921204080537e-61,3.7154961297283433e-42,9.338914861097824e-101,8.6620453738258396e-20,5.0941432703606586e-89,8.6620453590062168e-20,7.5973022260491835e-60,3.9556496905061679e-56,7.0739791673816485e-84,4.2744229165980383e-85,6.1406739479743544e-44,2.9927897344125397e-70,3.4352435876613784e-13,1.6516956445581179e-14,6.3665271900939338e-18,6.3665276799568838e-18,5.9014976269952954e-28,2.4497739703698155e-25,1.1674733557296392e-28,4.796434082588968e-33,1.0897464656166016e-53,3.5056093014229589e-43,6.2617238974322914e-74,7.2957177295159901e-77,1.0009225183102038e-76
1.7036965335659327e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319927989,0.11866996602927826,0.02282156769303777,2.6791603400525412e-81,9.275034520103085e-53,3.0068302701519763e-31,7.0314595396163268e-59,2.9724202082457669e-41,4.7573206832665424e-98,1.732414952077944e-19,3.2602907891263091e-87,1.7324149461500638e-19,1.2155785763174227e-58,6.2423992614252518e-55,1.8017040415895308e-81,1.0886716336000553e-82,4.8476566311959598e-43,9.5770103869011531e-69,6.870510471944883e-13,3.3034024904645618e-14,1.2733097066924696e-17,1.2733099026886451e-17,2.3272028422750961e-27,9.7944794339300803e-25,9.3353110963144321e-28,7.6360494666716354e-32,6.939166357692914e-52,2.8060144495661076e-42,1.5948258724079393e-71,1.858240572207056e-74,2.5463172657226874e-74
3.4073988441172392e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319855979,0.1186699660285912,0.022821567693021252,1.3639990651218409e-78,1.4443980845275051e-51,1.204120406256379e-30,8.9710495890995439e-57,2.3779452325409573e-40,2.4280414654235263e-95,3.4648357903110786e-19,2.0865984038458532e-85,3.4648357665994995e-19,1.9449336956207714e-57,9.7210127830688571e-54,4.5973606073463524e-79,2.7779313381406399e-80,3.7781664168267924e-42,3.0646563275178768e-67,1.3741044239694581e-12,6.6068161822606418e-14,2.5466235352586223e-17,2.5466243196438272e-17,9.0519074554517911e-27,3.9140736696706141e-24,7.4610305571731697e-27,1.2178528256432978e-30,4.4267134649900153e-50,2.2472316980385971e-41,4.0694690919286777e-69,4.7416521170933803e-72,6.481841850526304e-72
6.814803465219852e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319711956,0.11866996602721706,0.02282156769298822,6.9293443714823956e-76,2.1934775621393828e-50,4.8275402010777274e-30,1.1448346997490083e-54,1.9023594030149714e-39,1.2396420773906691e-92,6.9296775021469943e-19,1.3354266426895573e-83,6.9296774073005693e-19,3.1118996433594434e-56,1.4761676855562702e-52,1.1733800950131626e-76,7.090071562012408e-78,2.8740077052002652e-41,9.8069190429117269e-66,2.7482111771924732e-12,1.3213643565785675e-13,5.0932506051910643e-17,5.0932537459018123e-17,3.4303888572823957e-26,1.5626569338742782e-23,5.9572785679012639e-26,1.9427031236226268e-29,2.8245661275734147e-48,1.8016396553500604e-40,1.0386437915603041e-66,1.2101858806948471e-69,1.6464352693327032e-69
1.3629612707425078e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319423908,0.1186699660244688,0.022821567692922151,3.4991911677665461e-73,3.183335166316901e-49,1.9398123919426677e-29,1.4591287623382869e-52,1.5218881541624026e-38,6.3222682234840209e-90,1.385936106729736e-18,8.5467387648027588e-82,1.3859360687911518e-18,4.979041938607219e-55,2.1421172008011815e-51,2.991050637010888e-74,1.8073139379484082e-75,2.0926243551450567e-40,3.1382158137890093e-64,5.4964246823308054e-12,2.642729833256807e-13,1.018650239625759e-16,1.0186514984113203e-16,1.240413636407189e-25,6.2269616627981513e-23,4.7474343955562749e-25,3.0949539142962888e-28,1.7999823589981354e-46,1.4474437829941716e-39,2.647580269479273e-64,3.0847154217136501e-67,4.1570480164832708e-67
2.725923119183553e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318847819,0.11866996601897227,0.022821567692790014,1.7448491312075998e-70,4.2864311906575111e-48,7.8288715195044856e-29,1.8534436651460798e-50,1.2175097279615709e-37,3.2147870576689593e-87,2.771872876351166e-18,5.4699110033187915e-80,2.7718727245968624e-18,7.9664624689549116e-54,2.8839155210780179e-50,7.5988773925864265e-72,4.591505734179338e-73,1.4174381484453765e-39,1.0042285118639801e-62,1.0992851687376673e-11,5.2854607865066668e-13,2.0372996583205806e-16,2.0373047130457941e-16,4.1508366102812922e-25,2.4720488794621786e-22,3.768824035550979e-24,4.9137748289862412e-27,1.1431742136473701e-44,1.1676650343281943e-38,6.7261991776570185e-62,7.8359833704245009e-65,1.0364164659357532e-64
5.451846816065644e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317695641,0.11866996600797922,0.022821567692525739,8.4871150356151106e-68,5.1841943361947028e-47,3.186086612913773e-28,2.3376985940943393e-48,9.7400578731635493e-37,1.624382962791325e-84,5.5437466419590648e-18,3.5007367724355725e-78,5.5437460349423711e-18,1.2746314995476341e-52,3.4869683499161769e-49,1.9169421595881353e-69,1.1582609856441387e-70,8.655033047155141e-39,3.2135250882499903e-61,2.1985705676545238e-11,1.0570922692581914e-12,4.0745947376432696e-16,4.0746151080279174e-16,1.2432824767063968e-24,9.741420974162641e-22,2.9694049849466367e-23,7.7457097734550339e-26,7.2088675937439987e-43,9.4935489602540192e-38,1.6967549682303425e-59,1.9763193027911041e-62,2.5204876015076952e-62
1.0903694209829825e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315391279,0.11866996598599309,0.022821567691997193,3.9395815579173629e-65,5.5303713777248271e-46,1.3162966099024972e-27,2.9074744088651357e-46,7.7920114879970211e-36,8.1059937668877487e-82,1.1087495078631539e-17,2.2404623904462054e-76,1.1087492650569738e-17,2.0394016033781113e-51,3.7183874401812644e-48,4.7687796583274333e-67,2.8812977193908028e-68,4.6779049226877895e-38,1.0283236702022306e-59,4.3971413571189661e-11,2.114184650304062e-12,8.1491698640763727e-16,8.1492524979433004e-16,3.2744939336991274e-24,3.7839060447924045e-21,2.3053643103893803e-22,1.2037949321979981e-24,4.4824503679676467e-41,7.8288493410098135e-37,4.2208221673766412e-57,4.9143333850981163e-60,5.849270896226506e-60
2.180738899735819e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756310782554,0.11866996594202085,0.022821567690940101,1.6829029032506682e-62,5.2628796734557007e-45,5.5742554978699138e-27,3.5209038685038623e-44,6.2335523381407051e-35,3.9504701033904039e-79,2.2174995573776598e-17,1.4338837274286615e-74,2.2174985861569895e-17,3.2630137704905811e-50,3.5370148454742161e-47,1.1551965204352815e-64,6.979168926059973e-66,2.2583082260634833e-37,3.2906071778855235e-58,8.7942829025707707e-11,4.2283694117202326e-12,1.6298259988538226e-15,1.6298599028050149e-15,7.689430474100241e-24,1.4303823899027427e-20,1.7404838129506561e-21,1.8210283142059917e-23,2.713492033595318e-39,6.6095440608653333e-36,1.0223628607422502e-54,1.1894151619549848e-57,1.2491065066176626e-57
4.3614778572414917e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756301565111,0.11866996585407637,0.022821567688825917,6.2821258595047263e-60,4.6211435229025594e-44,2.4422000328517217e-26,4.0623198855743744e-42,4.9867504462981357e-34,1.8452343135832299e-76,4.4350011051052953e-17,9.1766983608086979e-73,4.4349972202552046e-17,5.2207293721801579e-49,3.1045206846816596e-46,2.6666182751768456e-62,1.6108042216078848e-63,1.0038979560978932e-36,1.0529759064506462e-56,1.7588565859566058e-10,8.4567389318515204e-12,3.259619972740223e-15,3.2597615094933778e-15,1.6707159510054083e-23,5.1496241069191612e-20,1.2490982215517086e-20,2.6230816908160634e-22,1.5647290915995564e-37,5.7665208957150322e-35,2.3595488963930775e-52,2.7408848765863465e-55,2.3306116744204345e-55
6.542216814747164e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756292347667,0.11866996576613188,0.022821567686711734,5.0015155347743244e-59,1.4077211960446769e-43,5.465757889396834e-26,2.5775591526902191e-41,1.4804260980696734e-33,1.5363366383820755e-75,6.6525041015102773e-17,5.2102265881239636e-72,6.6524958462516038e-17,1.9750910854360641e-48,9.4619714078643074e-46,1.951394184141985e-61,1.178714202693813e-62,2.2030942957635426e-36,4.9120743069891708e-56,2.6382848682653032e-10,1.2685108449281916e-11,4.8893898959764548e-15,4.8896984607867342e-15,2.5749917347499705e-23,1.0199907228562128e-19,3.3611253095441844e-20,9.1913398480729553e-22,8.4366656721478981e-37,1.7193016899060553e-34,1.7265957564451404e-51,2.0154007686781935e-54,1.6268137303193197e-54
1.0903694729758509e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756273912775,0.11866996559024293,0.022821567682483362,5.4481290650878868e-57,6.7767903069923815e-43,1.6659988039066984e-25,9.8084604679272106e-40,6.934380454521305e-33,1.898861116496358e-73,1.1087515888857446e-16,1.4006034781164348e-70,1.1087493065837413e-16,1.5587091690330661e-47,4.5554227906525448e-45,1.3022182484350877e-59,7.8627339790103578e-61,6.2866698397482437e-36,6.582280501176768e-55,4.3971413793193717e-10,2.114184747333922e-11,8.1488335426940835e-15,8.1497318310895049e-15,4.384258324085444e-23,2.4031279097795535e-19,1.3110226893732922e-19,6.0430687779514058e-21,1.8554574112171347e-35,8.6850424092261873e-34,1.1516729392659402e-49,1.6343932817646249e-52,1.0040152636494795e-52
1.4829024853268719e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756257321374,0.11866996543194287,0.02282156767867783,3.3065472010770609e-56,1.5773085623531786e-42,3.120138784967975e-25,4.4314911541502484e-39,1.6001437018422428e-32,1.0523977128848148e-72,1.5079031177920643e-16,6.0815243217563246e-70,1.5078990537287808e-16,4.3741711772180517e-47,1.0606047185728826e-44,6.4703889343908595e-59,3.906024329304489e-60,1.1323143428619655e-35,2.1845827040592911e-54,5.9801121960019253e-10,2.8752912586264219e-11,1.1082255120831893e-14,1.1083900763454263e-14,6.01264433066086e-23,3.8661400666602471e-19,2.7001238050830768e-19,1.5508011443091666e-20,7.4654445566991318e-35,2.0393684185829578e-33,5.72118167297729e-49,9.5971786482403164e-52,5.6528521125401244e-52
1.875435497677893e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756240729974,0.11866996527364282,0.022821567674872298,1.2857132710010039e-55,3.0535797910393809e-42,5.0729939029215954e-25,1.4852813052811113e-38,3.0809191173834125e-32,4.6641691503102758e-72,1.9070551420996272e-16,1.8414682017326857e-69,1.9070487981030526e-16,1.0014755913507189e-46,2.0537170576390949e-44,2.5085477787053341e-58,1.514219349167714e-59,1.7800482003685553e-35,5.8699114351371957e-54,7.5630829668881878e-10,3.6363977689952324e-11,1.4015594453448448e-14,1.401822603235475e-14,7.6410345258227357e-23,5.4902811191059862e-19,4.6772370277580467e-19,3.2448921947533726e-20,2.128696880779133e-34,3.9981621079161668e-33,2.217839644157712e-48,3.4821839110868946e-51,1.8576033129248179e-51
2.267968510028914e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756224138573,0.11866996511534277,0.022821567671066766,4.1044566287540735e-55,5.2104685755064743e-42,7.5118952629383805e-25,3.9983566613030406e-38,5.238213765344223e-32,1.5527376994104969e-71,2.3062076343539507e-16,4.7805845670427542e-69,2.3061985398600728e-16,1.952906563485936e-46,3.5050592013237716e-44,7.4678649297639045e-58,4.507190309558535e-59,2.563887107520016e-35,1.2985465128728812e-53,9.1460536945150032e-10,4.3975042784915199e-11,1.69488560984812e-14,1.6952704996171013e-14,9.269425871958417e-23,7.226354792201888e-19,7.2300959247479663e-19,5.8446127855487114e-20,5.1736013613996427e-34,6.8812703111647856e-33,6.6014545831350918e-48,1.0801494879288112e-50,5.5019628904240714e-51
3.053034534730956e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756190955772,0.1186699647987427,0.022821567663455701,2.7574821735136434e-54,1.1567045615026863e-41,1.3528840339220735e-24,1.7535001688367538e-37,1.1581301239442036e-31,9.5999022898982268e-71,3.1045136859713187e-16,2.1144901770638657e-68,3.1044980174055792e-16,5.1847371937463429e-46,7.7844169565266777e-44,3.7005507152240044e-57,2.2323827984568067e-58,4.4419502098237742e-35,4.0855381674128431e-53,1.231199505111626e-09,5.9197172954943216e-11,2.2815202229295994e-14,2.2822027522696893e-14,1.2526210256986018e-22,1.0871026222095515e-18,1.3673090421119713e-18,1.3693109477347165e-19,2.0123694907239406e-33,1.5287599184912922e-32,3.2695786499597402e-47,7.1345524149001479e-50,3.5304295923458272e-50
3.838100559432998e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756157772971,0.11866996448214263,0.022821567655844636,1.0759766827586656e-53,2.1725422914113964e-41,2.1420021270646037e-24,5.4789083898468743e-37,2.1696638956520677e-31,3.8163806871899439e-70,3.9028214672074689e-16,6.3625241625327035e-68,3.902797485276774e-16,1.1246090525570995e-45,1.4625930978609603e-43,1.2782214502686467e-56,7.7083509334231208e-58,6.8231135562737619e-35,1.0105422614503853e-52,1.5477936247812997e-09,7.4419303092719235e-11,2.8681261212275519e-14,2.8691956074174366e-14,1.5782997104340808e-22,1.4720417454914128e-18,2.2282755396530432e-18,2.6592959048305651e-19,5.5748648160999008e-33,2.8675830331992401e-32,1.1289531883756228e-46,2.6459511768802998e-49,1.1897259509718003e-49
