Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CO2X(24),COX(50),H2OX(23),CHOX(53)
5.8056748758918786e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999705,0.11866996602996248,0.022821567693054247,5.5819655295882042e-97,1.9187090045173784e-54,1.679540890983974e-30,3.2275615200110795e-71,8.0204585820478398e-46,2.3581756746317979e-109,5.1239684768199266e-17,8.8378046879919731e-90,5.123968476819354e-17,5.6898187283433536e-61,8.4903022599100027e-62,3.3629907346928442e-92,3.8993800844165874e-93,6.7750239050604609e-45,1.2703989597293509e-71,2.7983398516025134e-15,8.2853869431123323e-17,3.3169182626523822e-19,5.0944131656325915e-32,1.8863740755231766e-31,3.3169181825894565e-19,4.001757137801982e-27,9.031579391941249e-32,1.951744456351571e-35,1.0789921278707204e-60,6.3884854792554188e-44,9.8720851122658932e-82,4.9422804021651141e-87,5.9225431887378001e-86,9.8772973556041785e-46,5.374383618454504e-88
1.1616393778609032e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999416,0.11866996602995962,0.022821567693054205,1.4330556821696506e-94,3.0724342014203991e-53,6.7226186139467493e-30,2.0706221122951198e-69,6.4228717437489449e-45,6.0515412482940694e-107,1.0252388707312159e-16,5.6649371278406132e-88,1.0252388707309867e-16,9.1135983119584366e-60,1.3600291849093129e-60,4.3150351361505778e-90,5.0032733949464633e-91,5.4241383800027084e-44,4.0698394751956032e-70,5.5991109280965017e-15,1.6577972311023021e-16,6.6367183763429844e-19,2.0390928084375607e-31,7.5504123306126333e-31,6.6367180558790192e-19,1.6017095625742983e-26,7.2306007759396133e-31,1.5644327168084902e-34,3.4610664920433095e-59,5.1147282727304328e-43,6.3253401927243286e-80,6.3441203851896693e-85,7.5991829747348878e-84,7.9078433260734597e-45,6.8987867976463773e-86
2.323783158404334e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679998839,0.11866996602995392,0.022821567693054122,3.6802170668156652e-92,4.9178952141142227e-52,2.6899855556889794e-29,1.3290917026237555e-67,5.1409006178333342e-44,1.5537368475838234e-104,2.0509229168296646e-16,3.6283597654728874e-86,2.050922916828747e-16,1.4589672486830193e-58,2.1773119953695136e-59,5.5394503604305626e-88,6.4229800514218758e-89,4.3409588124382319e-43,1.3030791265756394e-68,1.1200653081080526e-14,3.3163143046843888e-16,1.3276318844377718e-18,8.1590264732513294e-31,3.0211484156355009e-30,1.3276317562075525e-18,6.4086350532206132e-26,5.7864311499895932e-30,1.2549832298102406e-33,1.110804555347397e-57,4.0934257834330389e-42,4.0505250089905463e-78,8.1461483552165374e-83,9.755493402928182e-82,6.3286774107606302e-44,8.8583671636554936e-84
4.6480707194911954e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997684,0.11866996602994251,0.022821567693053955,9.4688518371763671e-90,7.8702320426407617e-51,1.0762193442171274e-28,8.5480631514087464e-66,4.1137620376897026e-43,3.9970558001945501e-102,4.1022910090265688e-16,2.323046654737462e-84,4.1022910090228976e-16,2.3349809931781178e-57,3.4847111617327072e-58,7.125293370458207e-86,8.2617613963856744e-87,3.4734259565290237e-42,4.171022351850515e-67,2.2403737387032777e-14,6.6333484518483572e-16,2.6555520743213148e-18,3.2641412315900562e-30,1.2086560889365186e-29,2.6555515612938126e-18,2.5636397018033041e-25,4.62962885778909e-29,1.0089161215550597e-32,3.5721855326183335e-56,3.2755044826803515e-41,2.5930745689459071e-76,1.0479712842675137e-80,1.2548312149119641e-79,5.0639025076026327e-43,1.1395958326290865e-81
9.296645841664919e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995375,0.11866996602991969,0.022821567693053622,2.4468193048101413e-87,1.2593647691689058e-49,4.3056273570087608e-28,5.5218025525616053e-64,3.2914262983168866e-42,1.0327404984240048e-99,8.2050271934204023e-16,1.4870367729786082e-82,8.2050271934057177e-16,3.7364763769168316e-56,5.5763456397539476e-57,9.2051549594750555e-84,1.0673356144787482e-84,2.7790035916863936e-41,1.3349142438068019e-65,4.4809905998874073e-14,1.3267416746175471e-15,5.311392839316217e-18,1.3057622436339751e-29,4.8350178129995938e-29,5.3113907868542268e-18,1.0253540721510959e-24,3.7034224955081897e-28,8.1479055530066759e-32,1.1538440390123737e-54,2.6208794375778532e-40,1.6598041001176591e-74,1.3540393523806028e-78,1.6211144033196394e-77,4.0515051164978592e-42,1.4724242849053556e-79
1.8593796086012365e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679990762,0.11866996602987405,0.02282156769305296,6.3785574984253387e-85,2.0150846321363595e-48,1.7226405689206128e-27,3.5984408296444653e-62,2.6333077159779846e-41,2.6917854693038328e-97,1.6410499562208178e-15,9.5179535721789719e-81,1.6410499562149443e-15,5.9787676603535145e-55,8.922793134938286e-56,1.1996789456691368e-81,1.3910249925028895e-82,2.2233067866075321e-40,4.2720249436800174e-64,8.962224322230385e-14,2.6535553334826408e-15,1.0623075911188273e-17,5.2232574038845038e-29,1.9340858065471541e-28,1.0623067699527066e-17,4.1001017279638173e-24,2.9618674752120436e-27,6.6398758558593339e-31,3.760195377321007e-53,2.0971661923749306e-39,1.0623502684315301e-72,1.7649671506055248e-76,2.1127474800779966e-75,3.2413554859489027e-41,1.9192817888914979e-77
3.7188096574707257e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679981531,0.11866996602978278,0.022821567693051634,1.6913308899454419e-82,3.224212635002377e-47,6.8932562906825822e-27,2.3852043733150956e-60,2.1067128455624883e-40,7.1355473197831298e-95,3.2821444299784161e-15,6.0917841310294767e-79,3.2821444299549218e-15,9.566352628016868e-54,1.427696139331349e-54,1.5901932602495388e-79,1.8438254357606515e-80,1.7786850389782002e-39,1.367095878581205e-62,1.7924691766815217e-13,5.3071826512115136e-15,2.1246448230218463e-17,2.0893421840148607e-28,7.7365004884416649e-28,2.1246415371084359e-17,1.6388900676096539e-23,2.3679338893987491e-26,5.505826382752807e-30,1.2465383269895968e-51,1.6783531890061664e-38,6.799283764798856e-71,2.3401351273017873e-74,2.8004798563066681e-73,2.5931419720963273e-40,2.544742894909827e-75
7.437669755209705e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679963073,0.11866996602960023,0.02282156769304898,4.6280148365111065e-80,5.1587905394909431e-46,2.7593695197958391e-26,1.6314606749505996e-58,1.6853969456738853e-39,1.9515783038098878e-92,6.5643333774937866e-15,3.8988358720542793e-77,6.5643333773998065e-15,1.5306423687639884e-52,2.2843468994803872e-53,2.1748494332587181e-77,2.5217328965913518e-78,1.4229607445144485e-38,4.3747834258333921e-61,3.5849626655580382e-13,1.0614437286663997e-14,4.2493217631328788e-17,8.3574274685166346e-28,3.0946315655125629e-27,4.2493086099074066e-17,6.546174046846931e-23,1.8917884798414191e-25,4.7141829829752387e-29,4.265130135665949e-50,1.3436253417584501e-37,4.3516190344396512e-69,3.2020492368019313e-72,3.8301141648088825e-71,2.0745318507137724e-39,3.4820314618165144e-73
1.4875389950687662e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679926153,0.11866996602923512,0.022821567693043672,1.3368172764634218e-77,8.2540684622589124e-45,1.1053780242688955e-25,1.1778946230543653e-56,1.3483282238379004e-38,5.6328014818675117e-90,1.3128711272525216e-14,2.4952850414176425e-75,1.3128711272149297e-14,2.4490485427624712e-51,3.6549612945830134e-52,3.1392158684814813e-75,3.6399134650871936e-76,1.1383686717928192e-37,1.3999429408247774e-59,7.1699496431492726e-13,2.122894655754791e-14,8.4986855978528927e-17,3.3429669635588672e-27,1.2378588341842967e-26,8.4986329094782022e-17,2.6109510130610842e-22,1.5093260493160395e-24,4.2645687704577594e-28,1.5408880732453726e-48,1.0763838493982379e-36,2.7850609178962662e-67,4.6255060563346955e-70,5.5284535131176782e-69,1.6596251729244585e-38,5.0299924709929585e-71
2.9750830341643574e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679852312,0.11866996602850491,0.022821567693033059,4.1946229668728639e-75,1.3206395108949933e-43,4.434416031935343e-25,9.2372765801131332e-55,1.0786668452506688e-37,1.7654792503302036e-87,2.6257467062590845e-14,1.5969920453686378e-73,2.6257467061087156e-14,3.9184942512628095e-50,5.8478784174120982e-51,4.9209483509734467e-73,5.7058278438854254e-74,9.106869533173162e-37,4.4798369133306231e-58,1.4339923597684539e-12,4.2457965099231542e-14,1.6997453475631751e-16,1.3371733645895279e-26,4.9514472241164465e-26,1.6997242124693561e-16,1.0384057754932521e-21,1.2009334927102749e-23,4.1945893960060115e-27,6.0487046682009909e-47,8.6345482582040708e-36,1.7824468512807831e-65,7.2588857793406738e-68,8.6662497973931116e-67,1.3276878284542524e-37,7.8937752268046888e-69
5.95017111235554e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767970463,0.11866996602704448,0.022821567693011829,1.4631841643486311e-72,2.112976525238309e-42,1.7839191596143575e-24,8.0528077215578372e-53,8.6293518146718083e-37,6.1504504564217561e-85,5.2514978642733146e-14,1.0220779770172586e-71,5.2514978636718391e-14,6.2696040061700762e-49,9.3563508465208757e-50,8.5743758099395865e-71,9.9419672966783692e-72,7.2853354602543162e-36,1.4335508759389389e-56,2.8679871504166266e-12,8.4916002182261989e-14,3.3995153125958087e-16,5.348565692279507e-26,1.9805808442395846e-25,3.399430302088139e-16,4.1065685063613599e-21,9.504591497720909e-23,4.5888728876863885e-26,2.6399686439430466e-45,6.9445956977705864e-35,1.1407684350932013e-63,1.2664426058258794e-65,1.5100270983271633e-64,1.0621258406468287e-36,1.3772522634987775e-66
1.1900347268737906e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679409272,0.11866996602412364,0.02282156769296937,5.6790874991272689e-70,3.3806049754110418e-41,7.2143583498504692e-24,7.8115824218116104e-51,6.9034882534720876e-36,2.3843936851990538e-82,1.0503000180306198e-13,6.5413087416355324e-70,1.0503000177900293e-13,1.003137677431203e-47,1.4969295638410807e-48,1.662532956713546e-68,1.9277024352980508e-69,5.8279991462721992e-35,4.5873673415928713e-55,5.7359767306774536e-12,1.6983207634697566e-13,6.7991231556335556e-16,2.1393199908909027e-25,7.9223239030651101e-25,6.7987794687962873e-16,1.6061514505222715e-20,7.4440099959340109e-22,5.5840225062813013e-25,1.2819488614258629e-43,5.6130153357237614e-34,7.3009249786679776e-62,2.4584507907635723e-63,2.9278724312426884e-62,8.4965970912523421e-36,2.673715366300273e-64
2.3800699581502637e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678818555,0.11866996601828195,0.022821567692884456,2.3861663326667126e-67,5.4084576928969891e-40,2.9449164662679551e-23,8.2038558468907385e-49,5.5227932925326226e-35,1.0010572808902378e-79,2.1006004812389653e-13,4.1864405301369058e-68,2.100600480276603e-13,1.6050210494006679e-46,2.3948062336923058e-47,3.4906571541657233e-66,4.0474059173655272e-67,4.661963418887546e-34,1.4679580429761287e-53,1.1471955887057029e-11,3.3966422467101416e-13,1.3598627941028031e-15,8.5564216344799669e-25,3.168926959987073e-24,1.3597225761442306e-15,6.1502599746350242e-20,5.7145450544970112e-21,7.3480930457106525e-24,6.7369744847562057e-42,4.5768314276638351e-33,4.6725931405320195e-60,5.1658191926678356e-61,6.1473565595710959e-60,6.7966147857322707e-35,5.6187776630591522e-62
4.76014042070321e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727677637123,0.11866996600659857,0.022821567692714623,1.0365361347134759e-64,8.6518947425716546e-39,1.2200319297155537e-22,8.9087529059043025e-47,4.4182356604297233e-34,4.3472539059553781e-77,4.2012014076627245e-13,2.6793226675739028e-66,4.2012014038132822e-13,2.5680340877892854e-45,3.8307376392760938e-46,7.5799720605109505e-64,8.788946885441247e-65,3.7288713741761991e-33,4.6974650393447166e-52,2.2943914183247862e-11,6.793285212975367e-13,2.7198914298670776e-15,3.4218805533401254e-24,1.2675680985866481e-23,2.7193110258411934e-15,2.2650594994651442e-19,4.2280834615348015e-20,9.9837530145891575e-23,3.6590728472647265e-40,3.7848231173189796e-32,2.9904585918670552e-58,1.1220878762553798e-58,1.3348960739424532e-57,5.4362284757820621e-34,1.2210892414973872e-59
9.520281345809103e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727675274252,0.11866996598323182,0.022821567692374957,4.4182924298781772e-62,1.3837790074969702e-37,5.1509114358561144e-22,9.4943916417025502e-45,3.5345888597251604e-33,1.8534560908330145e-74,8.4024032605384966e-13,1.7147664701327704e-64,8.4024032451407728e-13,4.1088542157674606e-44,6.1262067861013639e-45,1.6157942125932232e-61,1.8735039776504618e-62,2.9819778018386406e-32,1.5031877485411912e-50,4.5887830709356267e-11,1.3586571144643661e-12,5.4405325409396537e-15,1.3682017254475767e-23,5.0702497023757318e-23,5.4380847497079331e-15,7.8045108888157078e-19,2.9367506944440766e-19,1.3292886685645556e-21,1.9494622554944268e-38,3.187884699773274e-31,1.9138913971352312e-56,2.3913753683013957e-56,2.845530098214474e-55,4.3472811377506168e-33,2.6037571417691833e-57
1.9040563196020888e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727670548515,0.11866996593649831,0.022821567691695629,1.7575055653685612e-59,2.2123706052519902e-36,2.2091078646184849e-21,9.4442235760104118e-43,2.8276710937016625e-32,7.3783857365829335e-72,1.6804806966402835e-12,1.0974501832173845e-62,1.6804806904812307e-12,6.5741644001785797e-43,9.792432425955799e-44,3.2156007191315016e-59,3.7284589075347662e-60,2.3837927758771162e-31,4.8101929979851178e-49,9.1775663496480062e-11,2.7173143004531943e-12,1.088450984043682e-14,5.4684072473891469e-23,2.028081485838667e-22,1.0874019973601073e-14,2.4317959689492215e-18,1.8528027364065585e-18,1.6494411823617051e-20,9.6892496071082573e-37,2.7285649920521963e-30,1.224887548545041e-54,4.75539823803149e-54,5.6628338651888171e-53,3.4751047734943028e-32,5.1814368689500725e-55
2.8560845046232673e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727665822779,0.11866996588976481,0.022821567691016301,1.4267954031521559e-58,8.1400405222471992e-36,4.8570109500253958e-21,5.7850154299074724e-42,8.3946484220742455e-32,5.9594194126013503e-71,2.520721067237996e-12,6.2309963836635139e-62,2.5207210541500394e-12,2.4871394781629161e-42,3.7318178249391306e-43,2.2813659056330794e-58,2.6452200713591506e-59,6.8132203670329633e-31,2.243942988426458e-48,1.3766349601851082e-10,4.0759714860971898e-12,1.6331405132274377e-14,1.1613909366747761e-22,4.3096460718630162e-22,1.6308343451774967e-14,4.4127411447092327e-18,4.6715209880322604e-18,5.4490549572193853e-20,5.0166126432778832e-36,8.0267719752615281e-30,6.8496729371196025e-54,3.3935654836679876e-53,4.0175855443668082e-52,9.9321633634793e-32,3.6965897356601535e-54
3.808112689644446e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727661097042,0.1186699658430313,0.022821567690336973,7.4802979698112305e-58,2.0638163104058561e-35,8.4867106645682994e-21,2.2781185003757913e-41,1.8291496606222516e-31,2.8845166554279471e-70,3.3609614378469452e-12,2.3963144378701092e-61,3.3609614155205092e-12,6.4740088270588416e-42,1.0035714327908825e-42,9.999024881555179e-58,1.1593748768492058e-58,1.4365438917597483e-30,6.8328200651819215e-48,1.835513282754485e-10,5.4346286713964118e-12,2.1781358287446615e-14,1.9801830569445082e-22,7.3517066040838333e-22,2.1741055662220012e-14,6.5934718074987162e-18,8.8681135752842566e-18,1.263708204161682e-19,1.7614205104423877e-35,1.728438932914789e-29,2.397717375807034e-53,1.6420640252115329e-52,1.7608656985475663e-51,2.0941273057729269e-31,1.7895473135697382e-53
5.712169059686803e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727651645569,0.11866996574956427,0.022821567688978316,1.0855908301951039e-56,7.2133078864124547e-35,1.8097301385181666e-20,1.6820239761026359e-40,5.3094568514606934e-31,2.858074345807348e-69,5.041442179091115e-12,1.8237829853327708e-60,5.0414421328674053e-12,2.3758691739291189e-41,4.0545775811271086e-42,8.5844830332960527e-57,9.9535422793065573e-58,3.9210943333209242e-30,3.1130507021400073e-47,2.7532699216716678e-10,8.1519430411858246e-12,3.2688693485554905e-14,4.0962195676831698e-22,1.5220627484146223e-21,3.2602700018581039e-14,1.1204653316258804e-17,2.0676631239156112e-17,3.8579161120913779e-19,1.1077654949600327e-34,4.8480633300290188e-29,1.3344448895139129e-52,2.1879097086545173e-51,1.5117445932335853e-50,5.7158315771258923e-31,2.3880802080077865e-52
7.61622542972916e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727642194085,0.11866996565609725,0.02282156768761966,5.857846877203146e-56,1.8015908878819938e-34,3.1421849522010691e-20,6.5701492539801558e-40,1.1611182633153493e-30,1.373232355146026e-68,6.7219229203764245e-12,6.8865973393277914e-60,6.7219228417625232e-12,6.1608050996596014e-41,1.0974168306823148e-41,3.7480720341158525e-56,4.3458028725291179e-57,8.199507203193404e-30,9.3505563432878763e-47,3.671026550840434e-10,1.0869257409707615e-11,4.3607846804267314e-14,6.9609419979440189e-22,2.588606248016949e-21,4.3458423137444698e-14,1.6066737003879421e-17,3.7934269495371074e-17,8.6744310001853605e-19,3.7792107856963877e-34,1.0334834808678538e-28,4.5613845735880273e-52,1.0372871184727488e-50,6.6003898049203598e-50,1.195223711635197e-30,1.132655417355483e-51
9.520281799771516e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727632742607,0.11866996556263022,0.022821567686261004,2.4005168291200108e-55,3.8205077924243062e-34,4.8761870618571739e-20,2.0316151198686798e-39,2.1784157488645127e-30,5.1959239713631402e-68,8.4024036617056682e-12,2.1064701761468543e-59,8.4024035416021824e-12,1.3470453792379562e-40,2.4632993955330605e-41,1.2894344391825346e-55,1.4950640689226227e-56,1.4918131994743666e-29,2.3331110880351846e-46,4.5887831695644682e-10,1.3586571776871439e-11,5.4539907169924525e-14,1.0625913604539332e-21,3.9547681564496042e-21,5.4307805265026551e-14,2.1026548725631549e-17,6.1118021441289593e-17,1.6673328389484071e-18,1.0396296768809791e-33,1.9098772858458281e-28,1.2791807583268441e-51,3.8689317045951617e-50,2.2706911018718142e-49,2.1745281276533624e-30,4.2268784141242266e-51
