Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3X(55),COX(50),CHOX(53),O(29),H2OX(23),acetyl(44),C2H4X(215),CO2X(24),C2H4X(70)
6.185523972455958e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999968,0.1186699660299623,0.022821567693054243,1.3689463924746337e-99,1.4719242815238855e-45,1.906483782498648e-30,5.411685694393727e-72,9.819513611234583e-46,4.4880417272954616e-110,5.459215427148804e-17,1.308598822289681e-89,5.4592154271479975e-17,7.421863959999387e-61,4.713867740016774e-60,6.007459847886099e-93,6.96563598788752e-94,6.867162905351925e-32,2.7318240309672303e-71,2.9814274145875e-15,8.827476676399627e-17,3.5339349256222816e-19,5.782846370006232e-32,2.141289491056584e-31,3.533934915264035e-19,5.1564341140385275e-28,1.4074345458888359e-33,3.487363608719453e-38,2.1881206343307144e-63,7.726175405575793e-44,9.234980645530118e-62,1.9264372224328565e-31,1.0579702178456408e-86,1.085522205838148e-89,6.636843543351531e-25,1.1945639580022993e-45,3.138509567365556e-102,8.919352452465099e-76,1.1376566396122438e-89,2.6311331747588806e-85
1.237642198832847e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999938,0.11866996602995926,0.0228215676930542,3.548888527989706e-97,1.1784344201757e-44,7.630903708171743e-30,3.505746534171088e-70,7.863574864688332e-45,1.1629044096555383e-107,1.0923173873782839e-16,8.38797678306419e-88,1.092317387377961e-16,1.1887880806893084e-59,7.550965567972008e-59,7.783141271389599e-91,9.02453454552675e-92,2.7486547964427913e-31,1.1848016066359963e-69,5.9654451223225824e-15,1.7662622750432773e-16,7.070940178689969e-19,2.3146450842879768e-31,8.57073832061283e-31,7.07094013722993e-19,2.06391181380195e-27,1.1268002319311476e-32,2.823274148940625e-37,7.087897935329652e-62,6.1856382743031586e-43,2.958834030406737e-60,7.710769322652456e-31,1.3706844270665285e-84,1.407086769515807e-87,1.3279454615578851e-24,9.563773110813632e-45,8.136053596727472e-100,5.7155309185243e-74,1.474665042889005e-87,2.2792572795290082e-83
2.4758218020073495e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999876,0.11866996602995318,0.02282156769305411,9.289930842707736e-95,9.431056895860915e-44,3.0533555649815036e-29,2.2936556221653385e-68,6.294047038565656e-44,3.043001106292362e-105,2.1851090767051828e-16,5.3724510589850466e-86,2.185109076703891e-16,1.903093395030269e-58,1.2088571069786444e-57,1.0183556472429359e-88,1.1807810489491676e-89,1.099819947444077e-30,5.776262113733032e-68,1.1933480537788265e-14,3.5332914898498477e-16,1.4144950716022645e-18,9.261591164870844e-31,3.4294117145470114e-30,1.4144950550128033e-18,8.258290511889967e-27,9.01777544861026e-32,2.3095164358574203e-36,2.3190079338628133e-60,4.9503907283456853e-42,9.474057975150326e-59,3.0853120973777206e-30,1.793420131989534e-82,1.841735342134662e-85,2.6564680885697574e-24,7.653921891763834e-44,2.1296076461518785e-97,3.660212872448887e-72,1.9301886256967753e-85,2.2195494615804897e-81
4.952181008356355e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997534,0.11866996602994102,0.022821567693053935,2.480185450745143e-92,7.546278474669563e-43,1.2215411369599364e-28,1.5305892422603409e-66,5.036512800453813e-43,8.120727182271035e-103,4.3706924553593475e-16,3.439695968842398e-84,4.3706924553541785e-16,3.045775639657372e-57,1.9347335877393794e-56,1.3589225671951476e-86,1.5756676141693117e-87,4.3999959495159326e-30,3.1182299541139504e-66,2.386955136870169e-14,7.067349919462756e-16,2.8292971915479575e-18,3.705236234314342e-30,1.3719879924478288e-29,2.8292971251789494e-18,3.303817856655799e-26,7.215508887557096e-31,1.928040442047182e-35,7.73988619859544e-59,3.961064987604029e-41,3.0325998204343694e-57,1.2343257376897589e-29,2.3931905209150004e-80,2.4586761265720416e-83,5.313514992859135e-24,6.12429525433831e-43,5.684664056134904e-95,2.3432444878955377e-70,2.576759598115398e-83,2.393968827008887e-79
9.904899421054365e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995075,0.11866996602991671,0.02282156769305358,6.8676198325811185e-90,6.037596085007787e-42,4.886562928517734e-28,1.0593431724414085e-64,4.029720369668182e-42,2.247282011315482e-100,8.741859212669144e-16,2.201830248164421e-82,8.741859212648471e-16,4.873902082047993e-56,3.0960233937627e-55,1.8805531703132578e-84,2.1804971041307721e-85,1.760141621954186e-29,1.8104174102786517e-64,4.77416930304568e-14,1.413546677868764e-15,5.6589014813578656e-18,1.4822124695325312e-29,5.488398595347537e-29,5.6589012158573425e-18,1.3216058206489938e-25,5.7728246613179896e-30,1.6707090044405496e-34,2.679904267498742e-57,3.1691533052357088e-40,9.705599637559931e-56,4.937704748528258e-29,3.311831079019395e-78,3.404488238068015e-81,1.0627615402500424e-23,4.899893159482211e-42,1.573649565226724e-92,1.4998783045848821e-68,3.567997262760467e-81,2.7780012264789695e-77
1.9810336246450387e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679990157,0.11866996602986808,0.022821567693052873,2.0230137418678153e-87,4.83030629971498e-41,1.954705274683464e-27,7.799382068806372e-63,3.223980358610833e-41,6.613907313347691e-98,1.7484192727294608e-15,1.4093073181865982e-80,1.7484192727211905e-15,7.798772210547505e-55,4.953996562799634e-54,2.767898656180003e-82,3.2093721573673315e-83,7.0408529823068e-29,1.0993402847931962e-62,9.548597635368007e-14,2.8271700497133667e-15,1.1318110260666919e-17,5.929069946775238e-29,2.1954487508236963e-28,1.1318109198598542e-17,5.286407378168512e-25,4.618270102212181e-29,1.5416352395970227e-33,9.874026462372211e-56,2.5354436903059806e-39,3.105893008096017e-54,1.9751622391675834e-28,4.874529908891095e-76,5.015435699431615e-79,2.125584262603313e-23,3.9200874158980684e-41,4.633499116069447e-90,9.59954899870744e-67,5.2563168184490945e-79,3.3724773930305437e-75
3.962120989724243e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767998032,0.11866996602977084,0.02282156769305146,6.534437799814474e-85,3.864336970668132e-40,7.818984702104634e-27,6.296071698592493e-61,2.5792659124479282e-40,2.1337173798048207e-95,3.4968859756569017e-15,9.020001918756656e-79,3.4968859756238196e-15,1.2478458638496752e-53,7.926679836433855e-53,4.466104332292346e-80,5.178437719624861e-81,2.816398492835809e-28,6.84547086812546e-61,1.9097454299897864e-13,5.65441679340108e-15,2.2636528618163038e-17,2.3716592801997554e-28,8.781973506986553e-28,2.263652436961865e-17,2.11442117647614e-24,3.6943696138564715e-28,1.56130952005809e-32,3.990243873380105e-54,2.0284041936688062e-38,9.938355649957065e-53,7.90080945777132e-28,7.865229649726839e-74,8.102478368828154e-77,4.251240269009906e-23,3.1361232437600582e-40,1.4957339320584777e-87,6.143409189098356e-65,8.491631365527337e-77,4.199132780918396e-73
7.924295719882651e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679960653,0.11866996602957634,0.022821567693048633,2.3665857490455647e-82,3.091506598598433e-39,3.127629316213106e-26,5.698631669842418e-59,2.0634453773484226e-39,7.717194316541917e-93,6.993819381521176e-15,5.77294044279845e-77,6.993819381388847e-15,1.9965872254962096e-52,1.2682909669327646e-51,8.079179317997293e-78,9.367789751675462e-79,1.1265708572149559e-27,4.3196355461567525e-59,3.819516762849842e-13,1.1308910280770528e-14,4.52733685296373e-17,9.486598022225172e-28,3.512825003964391e-27,4.527335153381015e-17,8.456292716045434e-24,2.954996225060982e-27,1.773686178248014e-31,1.808251837119114e-52,1.6227443661048254e-37,3.1797687839359924e-51,3.1603557385963716e-27,1.4228193675215908e-71,1.4677326675619437e-74,8.502594528623302e-23,2.508894566361411e-39,5.413426656616439e-85,3.931164252713903e-63,1.5382289587202274e-74,5.298899596727805e-71
1.5848645180199469e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767992132,0.11866996602918735,0.022821567693042978,9.608613891037483e-80,2.4732204865290507e-38,1.2510609838795854e-25,5.782477173031267e-57,1.6507693556034407e-38,3.129477160821371e-90,1.3987686193287294e-14,3.6947264129352855e-75,1.3987686192757972e-14,3.194566618438621e-51,2.029281272274078e-50,1.6386256821056458e-75,1.899982644067459e-76,4.50630634909116e-27,2.744175157959922e-57,7.639059428386287e-13,2.2617897255485528e-14,9.054706114626165e-17,3.794550031130352e-27,1.4051370419422038e-26,9.05469931508019e-17,3.38135244151946e-23,2.3631561446879616e-26,2.2579196814313456e-30,9.185356496225536e-51,1.298205999190445e-36,1.0171735436379694e-49,1.2641485705499474e-26,2.885773446070836e-69,2.9804630458139237e-72,1.7005472035050917e-22,2.0070734780057912e-38,2.1965790483331077e-82,2.5150810509339077e-61,3.1236279827426146e-72,6.732170855005603e-69
3.16973441008331e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679842647,0.11866996602840936,0.022821567693031668,4.275581988447336e-77,1.9785831102075346e-37,5.004279792863179e-25,6.431186114012568e-55,1.3206206974630088e-37,1.3913159369698818e-87,2.7975419816969817e-14,2.3646391284672085e-73,2.797541981485252e-14,5.111328180463616e-50,3.2468561220889783e-49,3.6433261464257395e-73,4.2244279272421374e-74,1.802527123667382e-26,1.748823540977478e-55,1.5278144758724519e-12,4.523587120481996e-14,1.8109449761613682e-16,1.5177370964821785e-26,5.620561609239164e-26,1.8109422553924905e-16,1.3515998584054367e-22,1.8891640470314918e-25,3.147276280953147e-29,5.1123648153773884e-49,1.0385723610319713e-35,3.2526546696477873e-48,5.056605904333289e-26,6.416237568551739e-67,6.632527242292021e-70,3.401190299670941e-22,1.6055770163263733e-37,9.769900527236085e-80,1.6085232797029215e-59,6.951166432912363e-70,8.580343204118284e-67
6.339474194210037e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679685306,0.11866996602685338,0.02282156769300905,2.0222944524766435e-74,1.5828701970246728e-36,2.0017329310266067e-24,7.603621123007322e-53,1.0564986295192366e-36,6.577187947688266e-85,5.595088706493599e-14,1.513373561507109e-71,5.595088705646678e-14,8.178142184748902e-49,5.1949538882856466e-48,8.612729786009394e-71,9.986438513673831e-72,7.210117662537159e-26,1.1156844590831647e-53,3.055631541646235e-12,9.04718191031065e-14,3.6218957599670416e-16,6.070262007813448e-26,2.248226820573686e-25,3.6218848693422684e-16,5.398864586782436e-22,1.5091512866835123e-24,4.6588268478432305e-28,3.0238125013044506e-47,8.308662762814742e-35,1.0393723414090346e-46,2.0226439436691371e-25,1.51678151272267e-64,1.568736375120344e-67,6.802746871523908e-22,1.2843250917026959e-36,4.6197751587366315e-77,1.028005474973111e-57,1.6441247755071848e-67,1.0947601534319416e-64
1.2678953762463491e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679370625,0.11866996602374144,0.022821567692963816,9.907444652486413e-72,1.2662992733055767e-35,8.007083987734192e-24,9.312053400154778e-51,8.45199710400177e-36,3.2212859288719994e-82,1.1190182156327287e-13,9.685604839799384e-70,1.1190182152939599e-13,1.308504060665757e-47,8.311847036057303e-47,2.1092683556389116e-68,2.4456908543207246e-69,2.8840488984258536e-25,7.113954565477472e-52,6.111265672018345e-12,1.8094371489815039e-13,7.243805584535248e-16,2.427551246062201e-25,8.99290754470418e-25,7.243761961983498e-16,2.15353732519522e-21,1.2038437152535292e-23,7.138341459109855e-27,1.8521580207452868e-45,6.647049187068754e-34,3.316561456315578e-45,8.090572998610645e-25,3.714613909289842e-62,3.842878878688421e-65,1.3606941533314646e-21,1.0272394209626549e-35,2.2629357213694984e-74,6.560728159934702e-56,4.027669515068992e-65,1.3960651768641342e-62
2.5357912898970397e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678741256,0.11866996601751754,0.022821567692873343,4.938273761727057e-69,1.0130432744397662e-34,3.202951438619811e-23,1.1603381631893285e-48,6.761600560975663e-35,1.605397596306136e-79,2.2380369056956466e-13,6.198791060286916e-68,2.2380369043405711e-13,2.093607364907454e-46,1.3298679395122413e-45,5.256182682349801e-66,6.094526883768625e-67,1.153619925921773e-24,4.525409978540638e-50,1.2222533928060747e-11,3.6188750648212136e-13,1.4487658573674529e-15,9.705770104768584e-25,3.597159797290504e-24,1.4487483606378933e-15,8.566445647928413e-21,9.575523904325272e-23,1.1123268311038573e-25,1.1541134008769316e-43,5.317822426671416e-33,1.0553079378191758e-43,3.23622389229423e-24,9.256601592902961e-60,9.577028074235623e-63,2.721965692923308e-21,8.21437797594658e-35,1.127852698184468e-71,4.1753470582414403e-54,1.0038123631032541e-62,1.7760742745907622e-60
5.071583117198421e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727677482524,0.11866996600506975,0.0228215676926924,2.4738954380552874e-66,8.104403310140325e-34,1.281272803778639e-22,1.453211860606758e-46,5.409281040911248e-34,8.042183949101972e-77,4.4760742862062036e-13,3.967226865783899e-66,4.4760742807859037e-13,3.349771898792265e-45,2.1276987294152152e-44,1.3165465121126593e-63,1.5265301999678622e-64,4.614480435742253e-24,2.8634755936011087e-48,2.444507042133828e-11,7.237750896256068e-13,2.897550036775117e-15,3.878762825450917e-24,1.4388606563496825e-23,2.8974796732792967e-15,3.3889996432881355e-20,7.573380793564816e-22,1.7415827080421205e-24,7.227375864087983e-42,4.254544189853351e-32,3.339206782389134e-42,1.2944846939623109e-23,2.318546886905366e-57,2.3986232898819047e-60,5.446239201040043e-21,6.565845905812679e-34,5.649952597658638e-69,2.642562284103313e-52,2.514392768357796e-60,2.247429366572781e-58
1.0143166771801184e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767496506,0.11866996598017418,0.022821567692330513,1.2327828387575347e-63,6.483612006012096e-33,5.125805631355346e-22,1.8104412242060255e-44,4.3274241752421224e-33,4.007782247933615e-74,8.95214904876615e-13,2.5390245108201825e-64,8.952149027085008e-13,5.359633276185294e-44,3.404028817557313e-43,3.28043569848978e-61,3.803645365102363e-62,1.8457923198690015e-23,1.7924714555600478e-46,4.8890143332664226e-11,1.4475502558147273e-12,5.795174620364907e-15,1.548675829573141e-23,5.755415152845481e-23,5.7948902345489906e-15,1.326442274791576e-19,5.9235465459497964e-21,2.711827689960584e-23,4.501815271617468e-40,3.404079078158111e-31,1.0450685944722388e-40,5.1778986381243834e-23,5.777079122824074e-55,5.975055095781413e-58,1.0901707932991502e-20,5.243647272107425e-33,2.81546302188863e-66,1.6543712909629106e-50,6.264750062650824e-58,2.8131592683450253e-56
2.028633408100671e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072766993013,0.11866996593038302,0.022821567691606738,6.034645921588348e-61,5.187031149392116e-32,2.050860367648544e-21,2.215730172717711e-42,3.4619376463325644e-32,1.9622095594304573e-71,1.790429858004116e-12,1.624974352856897e-62,1.7904298493316974e-12,8.575405900304178e-43,5.4455250819379534e-42,8.030205937692947e-59,9.31094505948726e-60,7.383169563892963e-23,1.0988635532975497e-44,9.77802888543997e-11,2.8951005878017682e-12,1.1590662895428969e-14,6.172183396423554e-23,2.302143808956869e-22,1.1589503108534196e-14,5.086048009513626e-19,4.5348708531216006e-20,4.1469729378630334e-22,2.754400318017549e-38,2.723932958886183e-30,3.2024513458653596e-39,2.071127098875817e-22,1.4141572057184174e-52,1.4617466954305614e-55,2.184033225965343e-20,4.1805412902736045e-32,1.378249361103949e-63,1.0142613386620352e-48,1.5332863284779347e-55,3.4478932079819997e-54
4.0572668699417765e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727659860276,0.11866996583080071,0.022821567690159188,2.847290945299752e-58,4.149848866316273e-31,8.207280004341767e-21,2.6139267807294438e-40,2.7695471503881377e-31,9.261587861038796e-69,3.580859766720974e-12,1.0399817313516498e-60,3.5808597320315962e-12,1.3720624585753665e-41,8.709921365168514e-41,1.8949709595063772e-56,2.1971860208090494e-57,2.953267877035129e-22,6.479593129893382e-43,1.9556057869420495e-10,5.790201250212214e-12,2.3182696002907646e-14,2.4510395257293926e-22,9.208396674349549e-22,2.3177895922271783e-14,1.8776584162540447e-18,3.3361329220943874e-19,6.1100922094121104e-21,1.6242007226396173e-36,2.1801054469238783e-29,9.435938794533407e-38,8.284249062081097e-22,3.3370446081982823e-50,3.445167277063391e-53,4.382832836310925e-20,3.3216555763798675e-31,6.503353188775302e-61,5.980923675972031e-47,3.6169290397588877e-53,4.063104990392407e-52
6.085900331782881e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072764979042,0.1186699657312184,0.022821567688711637,2.3858805956256276e-57,1.1866339064504247e-30,1.7445606125177873e-20,1.6689714040314925e-39,8.2220880246344e-31,7.726287420576048e-68,5.371289677899689e-12,5.904704742438147e-60,5.371289604185001e-12,5.190786477197237e-41,3.3201567014372727e-40,1.394296184134351e-55,1.616659389389124e-56,6.275694264734859e-22,3.5367518901866385e-42,2.9334086733034456e-10,8.685301911059024e-12,3.477587410761651e-14,5.182484047837626e-22,1.9567580522199704e-21,3.476545586175472e-14,3.78025502243667e-18,9.09908808689951e-19,2.1638772352895517e-20,8.820963455928412e-36,6.235187431535342e-29,4.279424197016818e-37,1.7603648235512898e-21,2.4553385070578396e-49,2.5470413264111423e-52,6.592707191579049e-20,9.460727293094921e-31,5.439903681259562e-60,3.2645852889214948e-46,2.6747730864457145e-52,2.6044168204375803e-51
