Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),HOX(22),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49)
8.438810435503532e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33024640392454285,0.11291802314246176,0.022043843517566119,0.0,3.7450729428189361e-18,2.150687819284011e-06,3.006524161550876e-09,1.33793647644349e-14,1.7716203988633215e-26,1.0260329836567587e-08,1.6053732154690535e-29,1.2789404408849383e-08,5.5349792569574572e-22,5.7347441501068881e-24,4.1314976605921734e-20,9.7291823336401739e-23,8.9143581750467041e-17,9.9819069948649406e-22,0.0057473839644175025,0.0015554453428454993,1.4952206003101643e-09,1.3753668531136834e-05,1.733825070009865e-14,3.7535937304298924e-13,7.130438824910231e-08,4.4728546317857351e-06,1.589278557291067e-12,3.0643441008299054e-08
8.475264864229329e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33023946417314798,0.11291769106811832,0.022040576549699365,0.0,3.8415203944244377e-18,2.1854623716909231e-06,3.0519759305357073e-09,1.3539462046451042e-14,1.8205404287056249e-26,1.031181953150103e-08,1.6427660009693061e-29,1.2874036999972111e-08,5.6134168607930848e-22,5.9109346895115868e-24,4.2248303286649298e-20,9.9194107637964557e-23,9.1006167209822519e-17,1.0163970287473317e-21,0.005747679752847879,0.0015619792331077772,1.5010625927896053e-09,1.3827044725732991e-05,1.7504243300105614e-14,3.8084779063136423e-13,7.2251028802174729e-08,4.5080910957138392e-06,1.6085611906438435e-12,3.1150977204999339e-08
8.511719292955126e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33023253585636253,0.11291736902897434,0.022037310203166832,0.0,3.9399673759014509e-18,2.2205895441596451e-06,3.0979090384811471e-09,1.3700823599261386e-14,1.8705992776685981e-26,1.0363376683079748e-08,1.6808775958363338e-29,1.2958844550836537e-08,5.6926550520038153e-22,6.0916821254423029e-24,4.3198362489597496e-20,1.0112508024654007e-22,9.2897523591092727e-17,1.034860858361509e-21,0.0057479653654431972,0.0015685118802201269,1.5069035462075241e-09,1.3900259891704958e-05,1.7670800113608876e-14,3.8639978945401783e-13,7.3204991498788447e-08,4.5434603251728885e-06,1.6279960523301406e-12,3.1663830705033588e-08
8.548173721680922e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33022561871963968,0.11291705676963439,0.022034044477609288,0.0,4.0404444964692538e-18,2.2560700514140197e-06,3.1443263414816247e-09,1.3863454273025443e-14,1.9218183571567564e-26,1.0415001289096052e-08,1.7197189920215518e-29,1.3043824759946118e-08,5.7726989605039743e-22,6.2770810030838232e-24,4.4165369005311752e-20,1.0308504433952533e-22,9.4817912591205509e-17,1.0535848115956667e-21,0.005748241057627888,0.001575043284898153,1.5127434591590733e-09,1.3973312455594619e-05,1.7837916397305556e-14,3.920156795975939e-13,7.4166281798035576e-08,4.5789622827871688e-06,1.6475837028060451e-12,3.2182013813396631e-08
8.584628150406719e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33021871251479717,0.11291675404110584,0.022030779372672653,0.0,4.1429826403039906e-18,2.2919045843034815e-06,3.1912306979395437e-09,1.4027358916237916e-14,1.974219377450138e-26,1.0466693346032466e-08,1.7593013080142982e-29,1.3128975324859183e-08,5.8535537286213653e-22,6.4672273009558211e-24,4.5149539057120284e-20,1.0507430488939616e-22,9.6767595847625675e-17,1.0725715284921507e-21,0.0057485070784236885,0.0015815734478471595,1.5185823298431543e-09,1.4046200892431697e-05,1.8005587437594643e-14,3.9769576848624085e-13,7.5134904999312716e-08,4.6145969312959624e-06,1.6673247021663706e-12,3.2705538460244669e-08
8.621082579132516e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33021181699985763,0.11291646060063833,0.02202751488800786,0.0,4.247612966452463e-18,2.3280938099628267e-06,3.2386249685341906e-09,1.4192542375796654e-14,2.027824350168924e-26,1.0518452849064558e-08,1.7996357898257882e-29,1.3214293942607952e-08,5.9352245109956226e-22,6.6622184431711994e-24,4.6151090295990852e-20,1.0709316866513899e-22,9.8746834915560691e-17,1.091823665909392e-21,0.0057487636706101287,0.0015881023697624052,1.5244201573603354e-09,1.4118923725404262e-05,1.8173808552279105e-14,4.0344036162037188e-13,7.6110866247424825e-08,4.6503642335480377e-06,1.6872196100950521e-12,3.3234416202916561e-08
8.657537007858312e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33020493193889155,0.11291617621156724,0.022024251023270755,0.0,4.3543669087222871e-18,2.3646383719778616e-06,3.2865120161908374e-09,1.4359009497061045e-14,2.0826555907379253e-26,1.05702797920654e-08,1.8407338119763662e-29,1.3299778310112356e-08,6.0177164744765495e-22,6.8621533116763934e-24,4.7170241795307298e-20,1.0914194423366322e-22,1.0075589124538894e-16,1.1113438975619542e-21,0.005749011070881019,0.0015946300513293545,1.5302569405694066e-09,1.4191479525521985e-05,1.8342575089112045e-14,4.0924976078089656e-13,7.7094170540261433e-08,4.6862641524960343e-06,1.7072689859920922e-12,3.3768658228056414e-08
8.693991436584109e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33019805710186534,0.11291590064316116,0.022020987778121941,0.0,4.4632761755487603e-18,2.4015388905567878e-06,3.334894706050057e-09,1.4526765123724535e-14,2.1387357208508097e-26,1.0622174167609685e-08,1.8826068784860333e-29,1.3385426124588732e-08,6.1010347980218922e-22,7.0671322584712032e-24,4.8207214045568567e-20,1.1122094196119449e-22,1.0279502616031489e-16,1.1311349140602474e-21,0.005749249509996994,0.0016011564932239208,1.5360926776042843e-09,1.426386691126837e-05,1.8511882427880127e-14,4.1512426499558668e-13,7.8084822733846757e-08,4.7222966511927655e-06,1.7274733889069933e-12,3.4308275353834749e-08
8.730445865309906e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33019119226449212,0.11291563367047318,0.022017725152226688,0.0,4.5743727498389336e-18,2.4387959627071203e-06,3.3837759054372166e-09,1.4695814097860533e-14,2.1960876709339577e-26,1.0674135966976826e-08,1.9252666238682244e-29,1.3471235083953192e-08,6.1851846725944862e-22,7.2772571178106494e-24,4.9262228949012786e-20,1.1333047401464907e-22,1.0486450083425599e-16,1.1511994229499064e-21,0.0057494792129342493,0.0016076816961127054,1.5419273675462706e-09,1.4336084548235881e-05,1.8681725982805367e-14,4.2106417188002055e-13,7.908282754663875e-08,4.7584616927861234e-06,1.7478333774451281e-12,3.4853278032266017e-08
8.766900294035702e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33018433720808732,0.11291537507419586,0.022014463145254785,0.0,4.6876888887928061e-18,2.4764101624179692e-06,3.433158483832157e-09,1.4866161260036856e-14,2.2547346826098177e-26,1.0726165180155697e-08,1.9687248141267982e-29,1.3557202887219668e-08,6.2701713010596316e-22,7.4926312183865685e-24,5.0335509814169476e-20,1.1547085436298905e-22,1.0696457626996609e-16,1.1715401487508353e-21,0.0057497003990295229,0.001614205660653229,1.5477610095588491e-09,1.4408131148754081e-05,1.8852101200186503e-14,4.2706977525643976e-13,8.0088189567578944e-08,4.7947592405127605e-06,1.7683495099378369e-12,3.5403676351619351e-08
8.803354722761499e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33017749171942756,0.11291512464051989,0.022011201756880486,0.0,4.8032571237018185e-18,2.5143820408475285e-06,3.483045312839081e-09,1.5037811449166271e-14,2.3147003111596524e-26,1.0778261795849666e-08,2.0129933477562432e-29,1.3643327234892573e-08,6.3559998980821014e-22,7.7133593954850121e-24,5.1427281350342145e-20,1.1764239877855914e-22,1.0909551327739935e-16,1.1921598329959155e-21,0.0057499132821214795,0.0016207283874941582,1.5535936017552902e-09,1.448000547151064e-05,1.9023003560255133e-14,4.3314136597738757e-13,8.1100913261374537e-08,4.8311892576947829e-06,1.7890223443871956e-12,3.5959480038920402e-08
8.839809151487296e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33017065559061265,0.11291488216099628,0.022007940986782319,0.0,4.9211102597254739e-18,2.5527121265155922e-06,3.5334392661566046e-09,1.5210769502505374e-14,2.3760084279855649e-26,1.0830425801479952e-08,2.0580842567450575e-29,1.3729605829354002e-08,6.4426756900223946e-22,7.9395480031227062e-24,5.2537769662024471e-20,1.198454248384044e-22,1.1125757245231895e-16,1.213061234269374e-21,0.005750118070688516,0.0016272498772755236,1.5594251431064796e-09,1.4551706321154993e-05,1.919442858066759e-14,4.392792341326972e-13,8.2121002971747979e-08,4.8677517077354334e-06,1.809852438308173e-12,3.6520698462541415e-08
8.876263580213092e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33016382861893151,0.11291464743240197,0.022004680834643062,0.0,5.0412813756457997e-18,2.5914009255008855e-06,3.5843432195479941e-09,1.538504025583503e-14,2.4386832230716878e-26,1.0882657183190547e-08,2.1040097075822645e-29,1.38160363752454e-08,6.5302039148334006e-22,8.1713049261615381e-24,5.3667202243252279e-20,1.2208025192556979e-22,1.1345101415515466e-16,1.2342471282448175e-21,0.0057503149679831271,0.0016337701306289375,1.5652556330996608e-09,1.4623232547893829e-05,1.9366371813097651e-14,4.4548366599645537e-13,8.3148462929761245e-08,4.904446554111933e-06,1.8308403489474681e-12,3.7087340634876879e-08
8.912718008938889e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33015701060673158,0.11291442025660883,0.022001421300149551,0.0,5.1638038235997544e-18,2.6304489216430993e-06,3.6357600508115931e-09,1.5560628543309463e-14,2.5027492074444495e-26,1.0934955925854136e-08,2.1507820022670802e-29,1.3902616579843672e-08,6.6185898219570329e-22,8.4087395923953235e-24,5.481580797189431e-20,1.2434720123038086e-22,1.1567609849011261e-16,1.2557203077229258e-21,0.0057505041721629081,0.0016402891481778004,1.5710850699046529e-09,1.4694583047083993e-05,1.953882884452438e-14,4.5175494446922743e-13,8.4183297259633186e-08,4.9412737603723228e-06,1.8519866332588565e-12,3.7659415215102114e-08
8.949172437664685e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33015020136129081,0.11291420044045596,0.021998162382992667,0.0,5.2887112287906939e-18,2.669856576749429e-06,3.6876926397514209e-09,1.5737539197379236e-14,2.5682312156317872e-26,1.0987322013075856e-08,2.1984135793216783e-29,1.3989344153431714e-08,6.707838672219898e-22,8.6519629846124175e-24,5.598381710388441e-20,1.2664659575170655e-22,1.1793308528454162e-16,1.2774835826688063e-21,0.0057506858764182602,0.0016468069305375066,1.5769134522876289e-09,1.4765756758808701e-05,1.9711795302332296e-14,4.5809335249409852e-13,8.5225509980720148e-08,4.9782332901323543e-06,1.8732918476554586e-12,3.8236930512012396e-08
8.985626866390482e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33014340069469394,0.11291398779562513,0.021994904082867164,0.0,5.4160374891785206e-18,2.7096243308053985e-06,3.7401438681479326e-09,1.5915777049038121e-14,2.6351544081212383e-26,1.1039755427198224e-08,2.2469170148070203e-29,1.4076216809663233e-08,6.7979557377294718e-22,8.9010876526350781e-24,5.7171461267397538e-20,1.2897876029820348e-22,1.2022223406855885e-16,1.2995397802490103e-21,0.0057508602690968975,0.0016533234783156414,1.5827407800447339e-09,1.4836752667443077e-05,1.9885266849770148e-14,4.6449916928157382e-13,8.6275105015902309e-08,5.0153251070674753e-06,1.8947565482790127e-12,3.88198944869395e-08
9.022081295116279e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33013660842371145,0.11291378213851958,0.021991646399471612,0.0,5.5458167751483319e-18,2.7497526021898643e-06,3.7931166197289694e-09,1.6095346927704003e-14,2.7035442738167977e-26,1.1092256149307899e-08,2.2963050233417654e-29,1.4163232265921908e-08,6.8889463017707257e-22,9.156227725328011e-24,5.8378973456972496e-20,1.3134402148954236e-22,1.2254380405493827e-16,1.321891744868209e-21,0.0057510275338252424,0.0016598387921121771,1.5885670515116413e-09,1.4907569801221571e-05,2.0059239186113779e-14,4.7097266999699334e-13,8.7332086198314472e-08,5.0525491749093748e-06,1.9163812910355916e-12,3.9408314756743469e-08
9.058535723842075e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33012982436968069,0.11291358329014538,0.021988389332508313,0.0,5.6780835291591612e-18,2.7902417878940154e-06,3.8466137801408814e-09,1.627625366103715e-14,2.7734266324944457e-26,1.1144824159239997e-08,2.3465904591242124e-29,1.4250388243674794e-08,6.9808156587015698e-22,9.4174989225791339e-24,5.9606588027583878e-20,1.3374270775761592e-22,1.2489805411926505e-16,1.3445423382055306e-21,0.005751187849626767,0.0016663528725196588,1.5943922651663629e-09,1.4978207231791055e-05,2.023370805403359e-14,4.7751413081870206e-13,8.8396457271907075e-08,5.0899054574445703e-06,1.9381666312266518e-12,4.000219859687657e-08
9.094990152567872e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33012304835839151,0.11291339107599627,0.021985132881683158,0.0,5.8128724653723085e-18,2.8310922637441446e-06,3.9006382369197849e-09,1.6458502075239358e-14,2.8448276372562814e-26,1.11974594355829e-08,2.3977863169572295e-29,1.4337682468819932e-08,7.0735691138486937e-22,9.685018567256178e-24,6.0854540688665698e-20,1.3617514934772987e-22,1.2728524278035906e-16,1.3674944392505577e-21,0.0057513413910373701,0.0016728657201233921,1.6002164210542484e-09,1.5048664073749219e-05,2.0408669233965613e-14,4.8412382446784756e-13,8.9468221899546143e-08,5.1273939185056554e-06,1.960113123863115e-12,4.060155294451712e-08
9.131444581293669e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33011628021997352,0.11291320532594112,0.021981877046705581,0.0,5.9502185692586875e-18,2.8723043846280578e-06,3.9551928794630252e-09,1.6642096995012017e-14,2.9177737769831429e-26,1.1250161955685706e-08,2.4499057332761913e-29,1.4425112672028209e-08,7.1672119834045666e-22,9.9589055971300722e-24,6.2123068498089363e-20,1.386416783197748e-22,1.297056281809691e-16,1.3907509443389853e-21,0.005751488328217866,0.0016793773355016171,1.6060395178118627e-09,1.5118939484188771e-05,2.058411854228874e-14,4.908020185781872e-13,9.0547383671082151e-08,5.1650145219669611e-06,1.9822213238054074e-12,4.1206384401770248e-08
9.167899010019465e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33010951978878739,0.11291302587411425,0.021978621827288464,0.0,6.0901570971872856e-18,2.9138784847250022e-06,4.0102805990007974e-09,1.6827043243247625e-14,2.9922918787856665e-26,1.1302931695663383e-08,2.5029619871798884e-29,1.4512676589079309e-08,7.2617495943229936e-22,1.0239280576766318e-23,6.3412409856098669e-20,1.4114262854938183e-22,1.3215946806874234e-16,1.4143147671879376e-21,0.0057516288270636415,0.0016858877192256897,1.6118615535740466e-09,1.5189032662231701e-05,2.0760051841755507e-14,4.9754898292320417e-13,9.1633946102456908e-08,5.2027672317452541e-06,2.004491785236967e-12,4.1816699238933161e-08
9.204353438745262e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33010276690331741,0.11291285255880849,0.02197536722314803,0.0,6.2327235759943368e-18,2.9558148777388429e-06,4.0659042885678824e-09,1.7013345641347354e-14,3.0684091104536796e-26,1.1355768630401253e-08,2.5569685014643485e-29,1.460037196119186e-08,7.3571872842148212e-22,1.0526265709391593e-23,6.4722804499203978e-20,1.4367833572905915e-22,1.3464701977746934e-16,1.4381888389309488e-21,0.0057517630493115887,0.0016923968718602449,1.6176825285231419e-09,1.5258942848543761e-05,2.093646503506646e-14,5.0436498441993708e-13,9.2727912643026763e-08,5.2406520117906122e-06,2.0269250620050052e-12,4.243250339782219e-08
9.240807867471059e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33009602140606825,0.11291268522237098,0.0219721132340038,0.0,6.3779538025318325e-18,2.9981138571343584e-06,4.1220668429755999e-09,1.7201009009310373e-14,3.1461529829038685e-26,1.1408672733563007e-08,2.6119388436595819e-29,1.4688196535347651e-08,7.4535304012455389e-22,1.0819984848725522e-23,6.6054493494038307e-20,1.4624913736931259e-22,1.3716854020860821e-16,1.4623761081526042e-21,0.005751891152644322,0.0016989047939633699,1.6235024417442395e-09,1.5328669324857193e-05,2.1113354059790245e-14,5.1125028335926162e-13,9.3829286685389737e-08,5.2786688260804573e-06,2.0495217079273627e-12,4.3053802495158917e-08
9.277262296196855e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33008928314346331,0.11291252371110157,0.021968859859578482,0.0,6.5258838431982244e-18,3.0407756963765664e-06,4.1787711587839215e-09,1.7390038165292059e-14,3.2255513526256437e-26,1.146164397759687e-08,2.667886727069266e-29,1.4776148064609966e-08,7.5507843040314602e-22,1.1120563510775856e-23,6.740771923117767e-20,1.4885537279974747e-22,1.3972428581308958e-16,1.4868795409228425e-21,0.0057520132907918162,0.0017054114860867607,1.6293212910221097e-09,1.5398211413490325e-05,2.1290714902754851e-14,5.182051434104678e-13,9.4938071563172042e-08,5.3168176386226517e-06,2.0722822760691744e-12,4.3680601826012992e-08
9.313716724922652e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33008255196574587,0.11291236787515367,0.021965607099597887,0.0,6.6765500334511838e-18,3.0838006491728232e-06,4.2360201342736567e-09,1.7580437925882848e-14,3.3066324241251249e-26,1.1514682333739775e-08,2.7248260118132289e-29,1.4864224308435997e-08,7.6489543615353591e-22,1.1428128885607994e-23,6.8782725418928303e-20,1.514973831701541e-22,1.4231451257340399e-16,1.5117021208309192e-21,0.0057521296136304693,0.0017119169487758805,1.6351390765094836e-09,1.5467568476841866e-05,2.1468543593529324e-14,5.2522982651014006e-13,9.6054270556953234e-08,5.3550984134466268e-06,2.0952073190722993e-12,4.4312906367298888e-08
9.350171153648449e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33007582772688338,0.11291221756843765,0.021962354953790862,0.0,6.8299889772998324e-18,3.127188949717491e-06,4.2938166694188893e-09,1.7772213106384856e-14,3.3894247523672075e-26,1.1567787772025622e-08,2.7827707058728228e-29,1.4952423032983297e-08,7.7480459529648943e-22,1.1742809849079308e-23,7.0179757077082815e-20,1.5417551145157561e-22,1.4493947598597392e-16,1.5368468490190383e-21,0.0057522402672797058,0.0017184211825701172,1.6409557978798498e-09,1.5536739916893409e-05,2.1646836194283967e-14,5.3232458578752936e-13,9.7177886906202985e-08,5.3935111145949648e-06,2.11829738971484e-12,4.4950720781324009e-08
9.386625582374245e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.330069110284473,0.11291207264852686,0.021959103421889239,0.0,6.986237546780182e-18,3.1709408129391925e-06,4.3521636658595479e-09,1.7965368520255183e-14,3.4739572452156058e-26,1.162096026129268e-08,2.841734966139139e-29,1.5040742011410301e-08,7.8480644676699366e-22,1.206473697453195e-23,7.1599060530647901e-20,1.5689010243735883e-22,1.475994310438117e-16,1.5623167442156415e-21,0.0057523453941961357,0.0017249241880029275,1.6467714526283852e-09,1.5605725174718222e-05,2.1825588819048021e-14,5.3948967899552346e-13,9.8308923806085822e-08,5.4320557061289575e-06,2.14155303995307e-12,4.5594049419385676e-08
9.423080011100042e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33006239949965055,0.11291193297656552,0.021955852503627721,0.0,7.1453328814143405e-18,3.2150564347503645e-06,4.4110640268740504e-09,1.81599089792658e-14,3.5602591658708596e-26,1.1674199769187524e-08,2.9017330994640003e-29,1.5129179024170863e-08,7.949015305038254e-22,1.2394042544458557e-23,7.3040883403545899e-20,1.5964150274418818e-22,1.5029463221946489e-16,1.588114842768366e-21,0.0057524451332653746,0.0017314259656019885,1.6525860406637638e-09,1.5674523729959635e-05,2.2004797628457137e-14,5.4672536408461298e-13,9.9447384411280706e-08,5.4707321521208671e-06,2.1649748211712707e-12,4.6242896325414368e-08
9.459534439825839e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33005569523700123,0.11291179841717947,0.021952602198743853,0.0,7.3073123876490961e-18,3.2595359922988565e-06,4.4705206573521883e-09,1.835583929401421e-14,3.6483601353062087e-26,1.172750626217317e-08,2.9627795637137095e-29,1.5217731859302869e-08,8.0509038743948477e-22,1.2730860562133673e-23,7.4505474612292377e-20,1.6243006081310246e-22,1.5302533344825035e-16,1.6142441986766686e-21,0.0057525396198915401,0.0017379265158893357,1.6583995623529478e-09,1.5743135100314201e-05,2.2184458812096714e-14,5.540318872200974e-13,1.0059327185023154e-07,5.5095404166422886e-06,2.1885632851080146e-12,4.6897265239660853e-08
9.495988868551635e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33004899736447274,0.11291166883838873,0.021949352506977896,0.0,7.4722137382785223e-18,3.3043796442216553e-06,4.5305364637681678e-09,1.8553164273304788e-14,3.7382901347013112e-26,1.1780879705537883e-08,3.0248889688256343e-29,1.5306398312710852e-08,8.1537355949009605e-22,1.3075326763198774e-23,7.5993084359652186e-20,1.6525612691049523e-22,1.5579178811177764e-16,1.6407078836241136e-21,0.0057526289860845257,0.0017444258393815033,1.6642120150448609e-09,1.5811558841033079e-05,2.2364568613361855e-14,5.6140950023766341e-13,1.0174658922152933e-07,5.5484804637718726e-06,2.2123189826348987e-12,4.7557159602424511e-08
9.532443297277432e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33004230575329052,0.11291154411152261,0.021946103428072818,0.0,7.6400748718526226e-18,3.3495875309004955e-06,4.5911143541536564e-09,1.8751888724090963e-14,3.8300795078737336e-26,1.1834320063399074e-08,3.0880760778674729e-29,1.5395176188442632e-08,8.2575158954500633e-22,1.3427578627217757e-23,7.7503964128276227e-20,1.681200531290979e-22,1.5859424902176414e-16,1.6675089870103306e-21,0.0057527133605450717,0.0017509239365896608,1.6700233981590105e-09,1.5879794544389119e-05,2.2545123327811604e-14,5.6885845830059495e-13,1.0290733959490445e-07,5.5875522575898725e-06,2.2362424638141509e-12,4.8222582557820509e-08
9.568897726003229e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33003562027787559,0.11291142411113651,0.021942854961774196,0.0,7.8109339920649554e-18,3.3951597747189812e-06,4.6522572380711384e-09,1.8952017452242465e-14,3.9237589637081869e-26,1.1887827298710882e-08,3.1523558080992109e-29,1.5484063298960016e-08,8.3622502145679442e-22,1.3787755389200296e-23,7.9038366674320689e-20,1.7102219338894677e-22,1.614329684041404e-16,1.6946506159826417e-21,0.0057527928687477097,0.0017574208080197414,1.6758337127943759e-09,1.5947841839141828e-05,2.2726119274785051e-14,5.7637900087482866e-13,1.0407552602777332e-07,5.6267557621626383e-06,2.2603342793380837e-12,4.8893536957583385e-08
9.605352154729025e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33002894081576334,0.11291130871493132,0.021939607107830165,0.0,7.9848295671247625e-18,3.4410964803213888e-06,4.7139680265874028e-09,1.9153555261959435e-14,4.0193595785834401e-26,1.1941401373274469e-08,3.2177432320378475e-29,1.5573057465403508e-08,8.4679440003140602e-22,1.4155998051074495e-23,8.0596546021051767e-20,1.73962903438333e-22,1.6430819788344895e-16,1.7221358954673601e-21,0.0057528676330216282,0.0017639164541725751,1.6816429563873383e-09,1.6015700390033414e-05,2.290755282811687e-14,5.8397137358597076e-13,1.0525115156195412e-07,5.6660909415518283e-06,2.2845949790391897e-12,4.9570025364904571e-08
9.638161140582242e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3300229343424671,0.11291120869631321,0.021936684562637539,0.0,8.1439637602014378e-18,3.4827512025876835e-06,4.7699957018719504e-09,1.9336148024596168e-14,4.1070687056335912e-26,1.1989675155444633e-08,3.2775515750918744e-29,1.5653241954390732e-08,8.5638932618764524e-22,1.4494430762150361e-23,8.2019447563950678e-20,1.7664281515281331e-22,1.6692732801864508e-16,1.747169065294781e-21,0.0057529309634420153,0.0017697614885079976,1.6868703590404415e-09,1.6076611461314897e-05,2.3071214231485744e-14,5.9086613355511293e-13,1.0631557747321552e-07,5.7016051552621812e-06,2.3065744582104204e-12,5.0183598396967065e-08
9.670970126435459e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33001693255816089,0.11291111222561735,0.021933762513069988,0.0,8.3056172693227869e-18,3.5247012613338908e-06,4.826487863275102e-09,1.9519889533162854e-14,4.1963826203640324e-26,1.2038003016076097e-08,3.3382806941831547e-29,1.5733509825406363e-08,8.6606280968331174e-22,1.4839617807155024e-23,8.3462002050222126e-20,1.7935451995249789e-22,1.6957641720455176e-16,1.7724854408340287e-21,0.0057529906327906466,0.0017756055311286528,1.69209689428097e-09,1.6137369212390965e-05,2.3235224620249276e-14,5.9781945295639001e-13,1.0738603371013677e-07,5.7372259702370039e-06,2.3286915785807727e-12,5.0801657290804225e-08
9.703779112288675e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33001093537973192,0.11291101921991351,0.021930840958948955,0.0,8.4698186847909694e-18,3.5669466970287326e-06,4.883446635984953e-09,1.9704783286589189e-14,4.2873247506281408e-26,1.2086384924950942e-08,3.3999419040031287e-29,1.5813859509109193e-08,8.7581524962238642e-22,1.5191665692999586e-23,8.492439726989299e-20,1.820982809800435e-22,1.7225564756573411e-16,1.7980873372174408e-21,0.005753046724019749,0.0017814485823895276,1.6973225606310612e-09,1.619797347147125e-05,2.3399581431902068e-14,6.0483149999686214e-13,1.0846252247958522e-07,5.7729533602401091e-06,2.3509467407673322e-12,5.1424203330968383e-08
9.736588098141892e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3300049427259224,0.11291092959814526,0.021927919900097407,0.0,8.6365967688026341e-18,3.6094875391550063e-06,4.9408741461111177e-09,1.9890832782566391e-14,4.3799187714286212e-26,1.2134820851112021e-08,3.4625466237777016e-29,1.5894289442476488e-08,8.8564704570930518e-22,1.5550682114256525e-23,8.640682182833212e-20,1.8487436257989602e-22,1.7496520079504295e-16,1.8239770813182184e-21,0.0057530993182076367,0.0017872906426425587,1.7025473562944874e-09,1.625842408904966e-05,2.3564282168765499e-14,6.1190246467476623e-13,1.095450459757348e-07,5.8087872990340566e-06,2.3733403433878412e-12,5.2051237622442208e-08
9.769397083995109e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32999895451728706,0.11291084328108759,0.02192499933633979,0.0,8.8059804550372875e-18,3.652323806365354e-06,4.9987725206694238e-09,2.0078041517993713e-14,4.4741886063441399e-26,1.2183310762864938e-08,3.5261063779029077e-29,1.5974798068944565e-08,8.9555859824317636e-22,1.5916775959837463e-23,8.7909465142446328e-20,1.8768303029880783e-22,1.7770525814518217e-16,1.8501570117680428e-21,0.0057531484946013161,0.0017931317122367044,1.7077712835876125e-09,1.6318720937554499e-05,2.3729324334222019e-14,6.1903251582062324e-13,1.106336064016304e-07,5.8447277603545392e-06,2.3958727861892903e-12,5.2682761092977545e-08
9.79873738569282e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32999360310520542,0.11291076882556682,0.021922387964305831,0.0,8.9596870210215735e-18,3.6908815018990266e-06,5.0509502330854997e-09,2.0246442608147805e-14,4.5599310630320099e-26,1.2226719845995089e-08,3.5837647845460031e-29,1.6046860420058544e-08,9.0449014729531432e-22,1.6250249581828643e-23,8.9270524372148684e-20,1.9022257405130198e-22,1.801816116101001e-16,1.873816814872262e-21,0.0057531896403386013,0.0017983544041064938,1.7124421815850353e-09,1.6372512656115176e-05,2.3877204816939677e-14,6.2545893469944214e-13,1.1161219540799326e-07,5.8769586701105607e-06,2.4161409428075583e-12,5.3251320596193101e-08
