Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),H2OX(23),CHOX(53)
7.336472254008958e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679963573,0.1186699660296052,0.022821567693049053,0.0,4.8837056811790111e-46,2.6808195746104443e-26,2.666787921840616e-59,1.65856849844745e-39,3.092866069851013e-93,6.4750185576206444e-15,3.6822844020012846e-77,6.4750185574769573e-15,1.4857828084247707e-52,3.9346620004632535e-52,3.4983664250316663e-78,4.0563477941549317e-79,1.3656648058481442e-38,4.1887895833209489e-61,3.5361853904729811e-13,1.0470016444462896e-14,4.1914990241881697e-17,8.1315517463153704e-28,3.0109928774893397e-27,4.1914983127576601e-17,3.5101943136701331e-24,5.4985025692408428e-28,2.4605737263505706e-32,2.145228044049607e-53,1.2877426680990316e-37,4.109918812710302e-69,6.1609519318010253e-72,1.9910002210115979e-39,3.0799252454427265e-75
1.4672994261992038e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679927157,0.11866996602924505,0.022821567693043818,0.0,7.8139331262290292e-45,1.0723335448411566e-25,2.9525649582870143e-57,1.3268652916618115e-38,1.3688022763463565e-90,1.2950081027174402e-14,2.3566904219538619e-75,1.295008102659966e-14,2.3772726301374623e-51,6.2954781372445653e-51,7.7430479308730889e-76,8.9780459909514135e-77,1.0925320011782904e-37,1.3404243864591821e-59,7.0723947621906775e-13,2.0940103893723312e-14,8.3830271866653259e-17,3.2526170617739368e-27,1.2044031923664281e-26,8.3830243407090069e-17,1.403864877901987e-23,4.3980402693709731e-27,3.4145174349410103e-31,1.188622924624534e-51,1.0302004813037071e-36,2.6303713941724077e-67,1.3636233521548116e-69,1.592800014157901e-38,6.82302960106453e-73
2.93460382779582e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679854321,0.11866996602852478,0.022821567693033347,0.0,1.2502186686465505e-43,4.2893471734217935e-25,3.4834625277418911e-55,1.0614964242543573e-37,6.4569878402930158e-88,2.5900205966598092e-14,1.5082909447670689e-73,2.5900205964299105e-14,3.8036522798811393e-50,1.0072688386685784e-49,1.8265517567315721e-73,2.1178823963348328e-74,8.740180717696383e-37,4.2893766834235569e-58,1.4144813504996363e-12,4.1880278792162207e-14,1.6766085650968006e-16,1.3010339892666614e-26,4.8176243449616004e-26,1.6766074265356359e-16,5.6137146466078829e-23,3.5171825862078843e-26,5.0441008923800846e-30,7.0156749241724369e-50,8.2416320400135994e-36,1.6834451091780343e-65,3.2167283117984904e-67,1.2742284092675878e-37,1.6104203934600056e-70
5.869212630989052e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679708649,0.11866996602708423,0.022821567693012405,0.0,2.0003063116428251e-42,1.7157427181329921e-24,4.2673950797034661e-53,8.4919880577241423e-37,3.1632900281278327e-85,5.1800455846710131e-14,9.6530908957170972e-72,5.1800455837514177e-14,6.0858563844097067e-49,1.6115946420682025e-48,4.4745075487085389e-71,5.1881803210785731e-72,6.9919929937429369e-36,1.3726034549771315e-56,2.8289650988088896e-12,8.3760628588712317e-14,3.3532211146187853e-16,5.2040134253164082e-26,1.9270516472685223e-25,3.3532165589634068e-16,2.2440826286175031e-22,2.8117359110637097e-25,7.7314130722423285e-29,4.2986118875092832e-48,6.5933213869423621e-35,1.0774071710710299e-63,7.8800228454031474e-65,1.0193596281012573e-36,3.9462454657777456e-68
1.1738430237375515e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767941731,0.11866996602420313,0.022821567692970526,0.0,3.2003430912889909e-41,6.8629885492501377e-24,5.3343539431275734e-51,6.7935969515938941e-36,1.5814830259806426e-82,1.0360095561199287e-13,6.1779871618378477e-70,1.0360095557520904e-13,9.7373800179224169e-48,2.5784290535950618e-47,1.1185582180421686e-68,1.296965214979626e-69,5.5933394360971916e-35,4.392335291863405e-55,5.6579325944198648e-12,1.6752132818050174e-13,6.706449647663449e-16,2.0815033813623258e-25,7.7082071611033777e-25,6.7064314138156061e-16,8.9651072238729576e-22,2.2461731498419867e-24,1.2086661710905644e-27,2.6871297842798359e-46,5.2746705638859087e-34,6.895412334288388e-62,1.969883261694447e-62,8.1544893149064429e-36,9.8663530950730385e-66
2.3476865450148443e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678834631,0.11866996601844092,0.022821567692886766,0.0,5.1200724811867308e-40,2.7452069058404654e-23,6.7323622707414444e-49,5.434879907334972e-35,7.983352424196268e-80,2.0720195516279294e-13,3.9539143486491582e-68,2.0720195501565761e-13,1.5579814634417891e-46,4.1250879183337885e-46,2.8233041783658207e-66,3.2736122949815479e-67,4.474258691329992e-34,1.4055476958703037e-53,1.1315867581611683e-11,3.350427273588373e-13,1.3412920508452913e-15,8.3251897891055388e-25,3.0832803816192712e-24,1.341284748353447e-15,3.5770922116276317e-21,1.7918097131323065e-23,1.9072642236963858e-26,1.6958121231335144e-44,4.219753231410556e-33,4.4130647713259544e-60,4.9720890593908894e-60,6.5229639419794837e-35,2.4903710859941831e-63
4.69537358756943e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727677669269,0.11866996600691651,0.022821567692719244,0.0,8.1905868043850921e-39,1.0980913685258158e-22,8.5213222333064349e-47,4.3479044545228968e-34,4.0418268452572911e-77,4.1440395434533141e-13,2.5305056055286404e-66,4.1440395375679033e-13,2.4927704742697962e-45,6.598859983184118e-45,7.146978522950999e-64,8.2868928436366788e-65,3.5787445677268502e-33,4.4977515089791316e-52,2.2631737539874796e-11,6.7008552569453603e-13,2.6825917875762909e-15,3.329415522071826e-24,1.2333095783083866e-23,2.68256250632533e-15,1.423725475171373e-20,1.4252984244068474e-22,3.0179184501658387e-25,1.0732409889859299e-42,3.3758273914314462e-32,2.8243602198678501e-58,1.2586424282964967e-57,5.2173645056034327e-34,6.3035951328070883e-61
9.390747672678601e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767533855,0.11866996598386768,0.0228215676923842,0.0,1.310004424762911e-37,4.3924323456447074e-22,1.0757837050119848e-44,3.4783231194585345e-33,2.0410947836831197e-74,8.2880795303415696e-13,1.6195232132279825e-64,8.288079506799975e-13,3.9884315988231844e-44,1.0554060439901957e-43,1.8045774007143863e-61,2.0923970935834669e-62,2.8619356114180393e-32,1.4392791765003556e-50,4.5263477391918941e-11,1.3401711222820487e-12,5.3652138873418886e-15,1.3312378701053232e-23,4.9332165424775145e-23,5.3650961985596365e-15,5.6387939356805006e-20,1.1273807666794309e-21,4.7625872401850261e-24,6.7744850021722079e-41,2.7007003348658372e-31,1.8075882072984289e-56,3.1779914875688703e-55,4.1722806746308729e-33,1.5912328324510234e-58
1.8781495842896944e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727670677112,0.11866996593777003,0.022821567691714114,0.0,2.0944421421212391e-36,1.7570247822814786e-21,1.3456265339107403e-42,2.7826572689335662e-32,1.0212886643165546e-71,1.657615951706784e-12,1.0364940840811778e-62,1.6576159422901801e-12,6.3814855782681993e-43,1.6873360429772636e-42,4.5146324591769859e-59,5.2346745982391081e-60,2.2878539251608801e-31,4.6056840585133116e-49,9.0526956838078856e-11,2.6803423151215627e-12,1.0730551460573709e-14,5.3207288298459303e-23,1.9732689653729672e-22,1.073007628961652e-14,2.2118479800579268e-19,8.8189425344454425e-21,7.4460242870731663e-23,4.236562687859505e-39,2.1606198369613363e-30,1.156853224579378e-54,7.9504967682486936e-53,3.3352493626506439e-32,3.9787668549096647e-56
3.756299218333363e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727661354236,0.11866996584557472,0.022821567690373943,0.0,3.3461099739699682e-35,7.0284917303063883e-21,1.6498625462829415e-40,2.226123646226645e-31,5.0094249637567199e-69,3.315231954231777e-12,6.6335513143817965e-61,3.315231916565617e-12,1.0210359975838355e-41,2.6955431852182578e-41,1.107167461846246e-56,1.283742738292289e-57,1.8275775298774181e-30,1.4738127915016858e-47,1.810539146986852e-10,5.3606846994587598e-12,2.1461621888186258e-14,2.1249207768144582e-22,7.8929341816434401e-22,2.1459687309490597e-14,8.5163541846349771e-19,6.7519296575097084e-20,1.1409932132670705e-21,2.5967864201522648e-37,1.7285862226285434e-29,7.4038185460112761e-53,1.9497300398400389e-50,2.6640878800270177e-31,9.7469658707137531e-54
5.634448852377032e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727652031361,0.11866996575337942,0.022821567689033772,0.0,1.2307092425432227e-34,1.4936096539420884e-20,1.0647411923385527e-39,6.6088008568259384e-31,4.2139653126950854e-68,4.9728479619365072e-12,3.7663319155115121e-60,4.9728478818961249e-12,3.862783503342261e-41,1.0269536308179212e-40,8.2231668600080007e-56,9.5346131065071394e-57,5.2212927089920317e-30,6.8752928425740881e-47,2.7158087152757812e-10,8.041027082454128e-12,3.2193108307804332e-14,4.5105149759252345e-22,1.6772276915616183e-21,3.2188949178531838e-14,1.7632032011330066e-18,1.8828541925871195e-19,4.1146353314085545e-21,1.4278064273842815e-36,4.942818802734323e-29,4.1402721842789627e-52,1.4480961938124829e-49,7.6108838813019211e-31,7.2730019034308053e-53
9.39074812046437e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727633385609,0.11866996556898882,0.02282156768635343,0.0,9.4450350543097273e-34,4.129749910494485e-20,4.4490519083840938e-38,3.0956954445265095e-30,5.4869479578870032e-66,8.2880799980625729e-12,1.0124897334404466e-58,8.288079776777445e-12,3.048538441714795e-40,8.4200379593821822e-40,6.0292093200682223e-54,6.9906462641950574e-55,2.3933739108791614e-29,9.213271004483347e-46,4.5263478105851032e-10,1.3401711843080619e-11,5.3657895166776791e-14,1.2435158048570095e-21,4.6368927891527964e-21,5.3646076404531902e-14,4.5723264151305814e-18,8.0463687492988329e-19,2.9525394188455125e-20,3.4455829279497737e-35,2.2717175371829722e-28,9.5260828790563234e-51,1.0616893046137366e-47,3.4883515215846576e-30,6.5010173957344433e-51
1.2771417461742973e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727616604433,0.11866996540303727,0.022821567683941123,0.0,2.5981677973974484e-33,7.3542563832824778e-20,2.0673739730209072e-37,7.1436228743713553e-30,2.9980991919530094e-65,1.12717888473094e-11,4.3963611402812459e-58,1.1271788453269364e-11,8.5551810895902454e-40,2.4519547092390639e-39,3.0664432176132538e-53,3.5553977329307917e-54,5.3798122093847181e-29,3.0578118908499359e-45,6.155832963028576e-10,1.8226328123312513e-11,7.2977767695904793e-14,2.2102034168086704e-21,8.2567569619663588e-21,7.2956362932107681e-14,7.8084414656797217e-18,1.7399313495069971e-18,7.8770219573675449e-20,1.4335649195431466e-34,5.1138275036128272e-28,3.6407856276695263e-50,5.3996534467927638e-47,7.8406213783654729e-30,3.9294842915780337e-50
1.6152086803021577e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727599823256,0.11866996523708573,0.022821567681528817,0.0,5.8442438759414661e-33,1.148067743389724e-19,7.0998699788266853e-37,1.3754598701900091e-29,1.3594621973572458e-64,1.4255497714265901e-11,1.3312195311567751e-57,1.4255497099169882e-11,1.9587569792761258e-39,5.6033541337729401e-39,1.2167590935388158e-52,1.4107715780193964e-53,1.0153069178292351e-28,8.2163507272877305e-45,7.7853180801877225e-10,2.3050944398958825e-11,9.2299405077294732e-14,3.4436750695547018e-21,1.2888638089796823e-20,9.2265455599700604e-14,1.1700254938027495e-17,3.1561246325275147e-18,1.7139350250496652e-19,4.1935143002421412e-34,9.6658658091480207e-28,1.1354991736261002e-49,2.1425423040296205e-46,1.4796298672624311e-29,1.4531245771244817e-49
1.953275614430018e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072758304208,0.11866996507113421,0.02282156767911651,0.0,1.1219161679278791e-32,1.6459132221536918e-19,1.9584846063349067e-36,2.338617377758195e-29,4.5452921877512737e-64,1.7239206597951146e-11,3.4559816443250428e-57,1.7239205716173595e-11,3.8196902409649837e-39,1.1065579285637977e-38,3.7014285461382251e-52,4.2915986166341528e-53,1.6946961711322433e-28,1.8176476357238545e-44,9.4148031640170842e-10,2.7875560670276526e-11,1.1162279101220549e-13,4.9279231673489475e-21,1.8476423440969184e-20,1.1157342060503013e-13,1.6144077948589289e-17,5.0795601352442278e-18,3.1931312135793605e-19,1.0482231785167336e-33,1.6156719102266842e-27,2.8229508307310562e-49,6.517602073811725e-46,2.469572813442243e-29,4.6076947675249894e-49
2.629409482685739e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727549479727,0.11866996473923117,0.022821567674291894,0.0,2.8957879358729762e-32,2.8359291547033941e-19,8.9910512621667759e-36,5.1706966151372288e-29,2.6336984367977183e-63,2.3206624403469376e-11,1.5286465134965897e-56,2.3206622884282407e-11,1.0141101397175595e-38,3.0867612274471177e-38,1.9088314638812391e-51,2.2131353674280503e-52,3.6098698482878702e-28,5.7188648399228719e-44,1.2673773255667846e-09,3.7524793203045599e-11,1.5027376607215161e-13,8.4647794066807405e-21,3.1831762942708025e-20,1.5018677919039828e-13,2.6119687132044376e-17,1.020865140312775e-17,7.8649051848840278e-19,4.2967552210830628e-33,3.4494677205589313e-27,1.0404163692284533e-48,3.3610215515635083e-45,5.2599273240411711e-29,3.2097215123596197e-48
