Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),C2H4(47),CH3X(55),COX(50),CHOX(53),O(29),CO2X(24),acetyl(44),C2H4X(215),C2H6X(52),C2H4X(70),HOCO(73),CHO2(74),S(216)
4.822830695730122e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44119543773811104,0.10593151976491834,0.019709045023096783,5.654673779615139e-06,9.694733243403762e-05,0.006436037836269507,0.0029131876879265554,4.04191186730921e-05,4.5115571184634755e-13,0.0021299112587556,2.5835729457757468e-11,0.0004008029491767922,1.7811758743023438e-09,3.3217518722572808e-06,2.1210379798363744e-10,1.2027814361304234e-11,2.2971064999748233e-05,9.228421590895353e-07,0.007582755182841321,0.003162276506228827,0.00022082831361729807,3.9210050521399843e-07,1.0443499739602359e-08,4.352391518502765e-09,2.304790470987604e-12,3.497474797978165e-08,1.3591117320944276e-05,3.94278991864545e-06,4.413927840127099e-09,0.00012778912868455146,1.4601848656030143e-06,6.57618841460965e-09,8.992106904505474e-09,6.489941534469855e-11,1.0660370023866134e-05,8.950191835738754e-10,1.552702605894531e-11,9.28067711108053e-08,1.1084415565214189e-07,2.594513313427681e-13,1.7280081932410674e-13,9.649774089622793e-15,1.1487234457292078e-22
4.848172329776811e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4411901600931587,0.10590641182857653,0.019693924839236154,5.74117299866646e-06,9.804007358703787e-05,0.006482174126414738,0.002936419616152528,4.0642338391227076e-05,4.597609905067588e-13,0.0021330262684017866,2.6104812664746003e-11,0.0004009847005564857,1.791530380619127e-09,3.350840314277731e-06,2.138943342809122e-10,1.2157722431403555e-11,2.299915709981516e-05,9.351430291742313e-07,0.007580859733369797,0.003167930590465065,0.00022139809214658903,3.9381943864328165e-07,1.0450750259760798e-08,4.358742096646819e-09,2.3092718933374824e-12,3.5060832070084675e-08,1.358938713779265e-05,3.971320661226652e-06,4.46335750826518e-09,0.00012870767171194237,1.479650034988438e-06,6.585727542876957e-09,9.063709172895018e-09,6.553848766780042e-11,1.0661400992722522e-05,9.031328990143447e-10,1.5673739931213712e-11,9.413050351701887e-08,1.1145779482838638e-07,2.629065004509329e-13,1.7552365168161157e-13,9.801828795608798e-15,1.1818428427659564e-22
4.873513963823501e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44118494470060937,0.10588130880915136,0.019678816487048747,5.8284427225530834e-06,9.913858698045878e-05,0.006528352148767379,0.0029596842471787776,4.086405094801671e-05,4.68481424136151e-13,0.002136103951617993,2.6373594986914357e-11,0.00040116635859942885,1.8018234917002453e-09,3.379909981016585e-06,2.156887480356599e-10,1.228805886543037e-11,2.3026826052725798e-05,9.475128432965574e-07,0.007578965805222793,0.0031735215177897264,0.0002219663351559361,3.955313665325526e-07,1.045780088610541e-08,4.365016122076681e-09,2.3137188260575416e-12,3.514678152504819e-08,1.3587709502774751e-05,3.999882880619423e-06,4.5130446893646045e-09,0.00012962705219366212,1.4992243197989547e-06,6.59515212537846e-09,9.135411959769074e-09,6.618005241775493e-11,1.0662326936901988e-05,9.11259181760852e-10,1.5820714353273506e-11,9.546255786839583e-08,1.120672951395148e-07,2.663810071461516e-13,1.7827240599003798e-13,9.955331126464383e-15,1.215679906648964e-22
4.898855597870191e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44117979113711897,0.10585621071093236,0.019663719952987404,5.916483935657094e-06,0.00010024286403361108,0.006574571307914614,0.0029829811746026123,4.108425487119477e-05,4.773178596729835e-13,0.002139144724749162,2.6642050146127903e-11,0.00040134792237230443,1.812055096593294e-09,3.4089595140656364e-06,2.1748701106399855e-10,1.2418818984188258e-11,2.305407907335992e-05,9.59951151574745e-07,0.007577073390073311,0.0031790497204019622,0.0002225330540718668,3.9723628779960673e-07,1.0464654096329974e-08,4.37121443148144e-09,2.3181316749989556e-12,3.5232599899275885e-08,1.3586084650579911e-05,4.028476180152624e-06,4.562988980812466e-09,0.0001305472583875355,1.5189070080948376e-06,6.604463449348695e-09,9.20721402866829e-09,6.682410051895472e-11,1.0663150304835684e-05,9.193977152334592e-10,1.5967944493907165e-11,9.680288478686552e-08,1.1267265254203412e-07,2.698747254771427e-13,1.8104714209908128e-13,1.0110284424617392e-14,1.2502445285862134e-22
4.92419723191688e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4411746989835851,0.10583111753818011,0.019648635223554336,6.0052975910876766e-06,0.00010135289610928189,0.006620831015172776,0.003006309996517732,4.130294897002465e-05,4.862711441030559e-13,0.0021421489990375367,2.6910152282133902e-11,0.0004015293909160061,1.822225096844356e-09,3.4379875779325694e-06,2.1928909542417354e-10,1.2549998136945954e-11,2.308092324376359e-05,9.724575035299603e-07,0.0075751824796787505,0.0031845156261903584,0.00022309826017274985,3.989342015812568e-07,1.047131233626077e-08,4.377337851374835e-09,2.3225108413142942e-12,3.531829070738155e-08,1.3584512809601085e-05,4.057100167505091e-06,4.61318997773972e-09,0.00013146827868584326,1.5386973869897036e-06,6.613662786138886e-09,9.279114156968382e-09,6.747062293169036e-11,1.066387348483322e-05,9.275481846432308e-10,1.611542557429075e-11,9.815143471425928e-08,1.1327386376838347e-07,2.7338752933615155e-13,1.8384791888560608e-13,1.0266691978165522e-14,1.2855466381354709e-22
4.94953886596357e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4411696678250928,0.10580602929512829,0.019633562285300745,6.0948846108659884e-06,0.00010246867451315816,0.006667130688503921,0.003029670315459274,4.1520132328740205e-05,4.953421244363743e-13,0.0021451171806893105,2.7177875953026512e-11,0.00040171076324829833,1.832333406217382e-09,3.4669928597696756e-06,2.2109497341421168e-10,1.268159170160412e-11,2.3107365515101368e-05,9.850314481722582e-07,0.0075732930658799795,0.0031899196587858304,0.0002236619645915255,4.006251072280188e-07,1.0477778020291283e-08,4.383387198227861e-09,2.3268567215191034e-12,3.5403857424745023e-08,1.3582994202125015e-05,4.085754454652777e-06,4.663647272993636e-09,0.00013239010161363596,1.5585947427865815e-06,6.62275139142613e-09,9.351111135709339e-09,6.811961065216013e-11,1.0664498806545947e-05,9.357102769875574e-10,1.6263152867587365e-11,9.950815792443648e-08,1.138709263088163e-07,2.7691929248289864e-13,1.866747942568801e-13,1.042455702105696e-14,1.3215962022512126e-22
4.974880500010259e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.441164697250863,0.10578094598598523,0.019618501124826382,6.185245886109516e-06,0.00010359019049326496,0.006713469752433553,0.003053061738349585,4.173580430008153e-05,5.045316476843189e-13,0.002148049670940451,2.7445196135502193e-11,0.0004018920383663132,1.8423799504174518e-09,3.4959740691027484e-06,2.2290461756959303e-10,1.2813595084850386e-11,2.313341270959915e-05,9.976725340845774e-07,0.0075714051406004235,0.003195262237613816,0.00022422417831837206,4.0230900429892983e-07,1.0484053531811065e-08,4.38936327859974e-09,2.3311697075527397e-12,3.548930348825228e-08,1.3581529044517122e-05,4.114438657816625e-06,4.7143604571109284e-09,0.0001333127158270727,1.5785983611108744e-06,6.631730505419982e-09,9.423203769426926e-09,6.877105471247484e-11,1.066502854239579e-05,9.438836810452863e-10,1.6411121698538807e-11,1.0087300453516004e-07,1.1446383839354591e-07,2.8046988856797984e-13,1.8952782515381928e-13,1.0583882733271681e-14,1.3584032243317814e-22
5.000222134056949e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4411597868542002,0.1057558676149357,0.019603451728779156,6.276382277215881e-06,0.00010471743523941827,0.006759847637969541,0.00307648387644471,4.19499644989255e-05,5.138405608371036e-13,0.0021509468661216973,2.771208822491226e-11,0.0004020732152488931,1.852364666817917e-09,3.5249299375603377e-06,2.2471800066093968e-10,1.294600372230296e-11,2.3159071522476692e-05,1.0103803095048002e-06,0.00756951869584515,0.0032005437779457835,0.00022478491220331078,4.039858925564985e-07,1.0490141223628845e-08,4.395266889267215e-09,2.335450186838445e-12,3.557463229702074e-08,1.3580117547401341e-05,4.143152397411137e-06,4.7653291182915465e-09,0.00013423611011178265,1.5987075270402624e-06,6.6406013530663685e-09,9.49539087598644e-09,6.94249461806567e-11,1.0665464908970276e-05,9.520680873716658e-10,1.6559327443055454e-11,1.0224592451972359e-07,1.150525989751534e-07,2.8403919115572255e-13,1.9240706755424457e-13,1.074467224100333e-14,1.3959777432668438e-22
5.025563768103638e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4411549362324418,0.10573079418614269,0.019588414083854717,6.36829461404609e-06,0.00010585039988269258,0.006806263782522165,0.003099936345281584,4.2162612796010875e-05,5.232697108415329e-13,0.0021538091577227303,2.7978528035119e-11,0.00040225429285879006,1.8622875041914359e-09,3.5538592186034776e-06,2.2653509569172352e-10,1.3078813078643143e-11,2.3184348523869118e-05,1.0231543224059087e-06,0.007567633723699976,0.003205764690950046,0.00022534417695875124,4.056557719617808e-07,1.0496043418389923e-08,4.401098817352242e-09,2.3396985423426976e-12,3.565984721310964e-08,1.3578759915834998e-05,4.1718952979936425e-06,4.816552842373135e-09,0.00013516027338125077,1.6189215252315914e-06,6.649365144248918e-09,9.567671286418691e-09,7.008127616063569e-11,1.0665810068384642e-05,9.6026318829313e-10,1.6707765527804745e-11,1.0362686771833418e-07,1.1563720771125751e-07,2.876270737465096e-13,1.9531257647614816e-13,1.0906928616841709e-14,1.434329832485467e-22
5.050905402150328e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4411501449869079,0.10570572570374871,0.01957338817679609,6.460983696107202e-06,0.00010698907549490304,0.006852717629825282,0.0031234187646259214,4.2373749311757576e-05,5.328199445790438e-13,0.0021566369324555394,2.8244491798161658e-11,0.0004024352701447281,1.8721484224448725e-09,3.5827606872560323e-06,2.2835587589599186e-10,1.321201864773704e-11,2.32092501607365e-05,1.0359941205742623e-06,0.007565750216330576,0.0032109253837419114,0.00022590198316197791,4.073186426695812e-07,1.050176240898793e-08,4.406859840448034e-09,2.3439151526338045e-12,3.5744951562216406e-08,1.3577456349478923e-05,4.200666988214226e-06,4.868031212806164e-09,0.00013608519467522604,1.6392396400447878e-06,6.658023073987688e-09,9.640043844758154e-09,7.074003579223871e-11,1.0666066129611606e-05,9.684686779018948e-10,1.6856431429798398e-11,1.0501578384925234e-07,1.1621766494744574e-07,2.912334097985744e-13,1.9824440598097002e-13,1.1070654879955777e-14,1.4734695990049794e-22
5.076247036197017e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4411454127228515,0.10568066217187767,0.019558373994393245,6.554450292734421e-06,0.0001081334530881028,0.006899208629858614,0.0031469307584207863,4.258337441017987e-05,5.424921088440382e-13,0.002159430572316975,2.8509956163738726e-11,0.00040261614604333715,1.8819473923580717e-09,3.611633139835795e-06,2.3018031473611083e-10,1.3345615952746765e-11,2.323378275876101e-05,1.0488992516860274e-06,0.0075638681659816005,0.003216026259433166,0.00022645834125758032,4.089745050237737e-07,1.050730045897099e-08,4.412550726743504e-09,2.3481003919397872e-12,3.582994863435869e-08,1.3576207042762902e-05,4.229467100766351e-06,4.919763810629721e-09,0.00013701086315815264,1.6596611556638472e-06,6.666576322635318e-09,9.712507407883242e-09,7.140121625117617e-11,1.066623514977957e-05,9.766842520504104e-10,1.7005320675978592e-11,1.0641262251969323e-07,1.1679397170046523e-07,2.9485807274927893e-13,2.0120260917688243e-13,1.1235853996277132e-14,1.513407182480806e-22
5.101588670243707e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4411407390494099,0.1056556035946359,0.019543371523482726,6.648695143272552e-06,0.00010928352361409454,0.006945736238771107,0.0031704719547358483,4.2791488692893096e-05,5.522870503224969e-13,0.0021621904546505017,2.8774898198512453e-11,0.0004027969194809665,1.8916843953264986e-09,3.6404753936864466e-06,2.3200838590052814e-10,1.3479600546231454e-11,2.3257952524230723e-05,1.0618692633817812e-06,0.007561987564975795,0.0032210677171808973,0.00022701326155982773,4.106233595527395e-07,1.0512659802942326e-08,4.4181722351461355e-09,2.3522546302055216e-12,3.591484168454293e-08,1.3575012185046642e-05,4.258295272338129e-06,4.97175021444799e-09,0.0001379372681176229,1.6801853562149355e-06,6.675026056070667e-09,9.785060845358795e-09,7.206480874902399e-11,1.0666319135440035e-05,9.849096083456634e-10,1.7154428842803324e-11,1.078173332364919e-07,1.1736612964167314e-07,2.985009360358796e-13,2.0418723822208355e-13,1.1402528878683978e-14,1.5541527542575027e-22
5.126930304290397e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4411361235795563,0.10563054997611393,0.01952838075094725,6.74371895725687e-06,0.00011043927796395699,0.006992299918805379,0.0031940419857172993,4.299809299321344e-05,5.622056155708762e-13,0.002164916952207165,2.9039295385242046e-11,0.0004029775893753838,1.9013594231077197e-09,3.6692862869104988e-06,2.338400633015545e-10,1.3613968010238317e-11,2.3281765545909664e-05,1.0749037033393234e-06,0.007560108405713143,0.003226050152235677,0.00022756675425499064,4.1226520696491944e-07,1.051784264695545e-08,4.4237251154032425e-09,2.356378233149181e-12,3.599963393341969e-08,1.3573871960776358e-05,4.28715114356424e-06,5.023990000407366e-09,0.00013886439896285252,1.7008115258816513e-06,6.683373425889908e-09,9.85770303928057e-09,7.27308045332005e-11,1.0666320043804742e-05,9.931444461433164e-10,1.7303751555831158e-11,1.0922986541653511e-07,1.1793414108074446e-07,3.021618731157907e-13,2.0719834432809852e-13,1.1570682387185513e-14,1.5957165164211922e-22
5.152271938337086e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4411315659300523,0.10560550132038762,0.01951340166371533,6.839522414593326e-06,0.00011160070696758615,0.0070388991382232,0.0032176404875384357,4.320318837035032e-05,5.722486509952808e-13,0.0021676104332057624,2.930312562175102e-11,0.0004031581546373666,1.9109724775717215e-09,3.698064678103331e-06,2.356753210731632e-10,1.3748713956384083e-11,2.330522779689341e-05,1.088002119344717e-06,0.007558230680669999,0.0032309739559891,0.00022811882940361008,4.1390004814447935e-07,1.0522851168903895e-08,4.4292101082216875e-09,2.360471562317953e-12,3.6084328567925896e-08,1.3572786549637167e-05,4.31603435897851e-06,5.076482742174269e-09,0.0001397922452231769,1.7215389490174877e-06,6.691619569595142e-09,9.930432884121874e-09,7.339919488694052e-11,1.0666239783953387e-05,1.0013884665417312e-09,1.7453284489305538e-11,1.1065016839696346e-07,1.1849800894963653e-07,3.058407574863516e-13,2.1023597776308672e-13,1.1740317329106677e-14,1.6381087008535114e-22
5.177613572383776e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44112706572140087,0.10558045763151949,0.0194984342487609,6.936106165738119e-06,0.00011276780139325097,0.00708553337123202,0.003241267100350889,4.340677610369099e-05,5.82417002830914e-13,0.002170271261392246,2.956636721973509e-11,0.0004033386141721929,1.920523570455061e-09,3.726809446088419e-06,2.3751413356880973e-10,1.3883834025927039e-11,2.332834513644968e-05,1.1011640593615908e-06,0.0075563543823982445,0.0032358395160206922,0.0002286694969427156,4.155278841470798e-07,1.0527687518905616e-08,4.43462794538604e-09,2.364534975143049e-12,3.6168928741914505e-08,1.357175612670131e-05,4.344944566967104e-06,5.129228010913592e-09,0.0001407207965465691,1.7423669102555412e-06,6.699765610780518e-09,1.0003249286582183e-08,7.406997112926543e-11,1.0666080218012462e-05,1.0096413723758492e-09,1.760302336573877e-11,1.1207819144514604e-07,1.1905773678680876e-07,3.0953746270410617e-13,2.1330018785515676e-13,1.1911436459273304e-14,1.681339568287386e-22
5.202955206430465e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4411226225778003,0.10555541891356003,0.01948347849310293,7.033470831876606e-06,0.00011394055194716375,0.007132202097912513,0.0032649214682365013,4.360885768717655e-05,5.92711517121799e-13,0.002172899796098343,2.982899890341609e-11,0.00040351896688103607,1.9300127231188003e-09,3.7555194896538554e-06,2.393564753592695e-10,1.4019323889830006e-11,2.3351123311843505e-05,1.1143890715987294e-06,0.007554479503524448,0.0032406472161442073,0.0002292187666879944,4.1714871619575456e-07,1.0532353819682084e-08,4.439979349875196e-09,2.3685688249940288e-12,3.625343757677158e-08,1.357078086257243e-05,4.3738814197223575e-06,5.182225375267832e-09,0.00014165004269817778,1.763294694615506e-06,6.707812659315926e-09,1.0076151165437849e-08,7.474312461494778e-11,1.0665843162305922e-05,1.0179028682109398e-09,1.775296395549596e-11,1.1351388376843139e-07,1.1961332872169576e-07,3.132518624036031e-13,2.163910229956864e-13,1.2084042480197591e-14,1.7254194073646669e-22
5.228296840477155e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4411182361270988,0.10553038517054876,0.01946853438380503,7.131617005101531e-06,0.00011511894927306503,0.007178904804147131,0.003288603239159834,4.3809434823769066e-05,6.031330397007696e-13,0.0021754963922994246,3.0090999808047483e-11,0.0004036992116622694,1.9394399663102403e-09,3.7841937272902557e-06,2.4120232123049573e-10,1.4155179248814437e-11,2.3373567960146448e-05,1.127676704575972e-06,0.007552606036749029,0.003245397436453294,0.000229766648335912,4.187625456768912e-07,1.0536852166932172e-08,4.445265035977497e-09,2.372573461232421e-12,3.6337858162021685e-08,1.3569860923525973e-05,4.402844573197217e-06,5.235474401336884e-09,0.0001425799735588866,1.7843215876079986e-06,6.7157618115282836e-09,1.014913745139473e-08,7.541864673447616e-11,1.0665530388478297e-05,1.0261726603362554e-09,1.7903102076379042e-11,1.1495719452367753e-07,1.2016478945943262e-07,3.1698383031572173e-13,2.1950853064264814e-13,1.2258138042263815e-14,1.770358533695906e-22
5.253638474523844e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44111390600074896,0.10550535640651545,0.019453601907975134,7.230545248590582e-06,0.00011630298395182274,0.007225640981549629,0.0033123120649213,4.400850942000909e-05,6.136824161697284e-13,0.0021780614006716107,3.0352349478277436e-11,0.000403879347412687,1.948805339928418e-09,3.8128310969301365e-06,2.430516461814961e-10,1.429139583340597e-11,2.3395684610029425e-05,1.1410265071884558e-06,0.00755073397484544,0.0032500905533665724,0.00023031315146578683,4.203693741363104e-07,1.0541184629700879e-08,4.450485709404322e-09,2.376549229264665e-12,3.642219355592121e-08,1.3568996471645839e-05,4.431833687060285e-06,5.2889746526584464e-09,0.000143510579123893,1.8054468753362615e-06,6.7236141503803705e-09,1.0222207086942794e-08,7.609652891401123e-11,1.0665143624590886e-05,1.034450456758535e-09,1.805343359321096e-11,1.1640807282656399e-07,1.2071212426583025e-07,3.207332402855347e-13,2.2265275732394008e-13,1.2433725743914421e-14,1.8161672889223936e-22
5.278980108570534e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4411096318337639,0.10548033262548126,0.019438681052765094,7.330256096783254e-06,0.00011749264650104612,0.007272410127395574,0.003336047601110916,4.420608358066293e-05,6.243604918801696e-13,0.0021805951676481267,3.061302786637443e-11,0.0004040593730286434,1.958108892793342e-09,3.841430555688842e-06,2.449044254222282e-10,1.4427969403971607e-11,2.3417478683538753e-05,1.154438028769223e-06,0.007548863310659336,0.003254726939672109,0.00023085828554181802,4.219692032754446e-07,1.0545353250742893e-08,4.455642067402195e-09,2.3804964705943607e-12,3.650644678604031e-08,1.3568187664957385e-05,4.4608484246514675e-06,5.342725690189142e-09,0.0001444418495013069,1.8266698445952671e-06,6.731370745647353e-09,1.0295359026212693e-08,7.677676261534373e-11,1.066468455619164e-05,1.0427359671954426e-09,1.8203954417420237e-11,1.1786646776068889e-07,1.2125533895259987e-07,3.244999662897118e-13,2.2582374864072052e-13,1.2610808131836257e-14,1.86285603978062e-22
5.304321742617223e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4411054132646729,0.10545531383145959,0.01942377180537032,7.430750055556992e-06,0.00011868792737471333,0.007319211744553803,0.003359809507062664,4.440215960345892e-05,6.351681119139605e-13,0.002183098035474923,3.087301533032119e-11,0.0004042392874071189,1.9673506824189457e-09,3.869991079607108e-06,2.46760634371516e-10,1.4564895750748883e-11,2.343895549785511e-05,1.1679108191502254e-06,0.007546994037107795,0.003259306964571296,0.0002314020599150699,4.235620349476091e-07,1.0549360046881172e-08,4.460734798863432e-09,2.384415522873871e-12,3.6590620849833514e-08,1.3567434657556879e-05,4.489888452938212e-06,5.39672707228622e-09,0.00014537377491076893,1.8479897829682958e-06,6.739032654090904e-09,1.0368592234834201e-08,7.745933933584542e-11,1.066415482735933e-05,1.0510289030688724e-09,1.835466050662614e-11,1.1933232838645447e-07,1.217944398628231e-07,3.282838824534745e-13,2.2902154927074684e-13,1.2789387701147084e-14,1.9104351771693388e-22
5.329663376663913e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4411012499354791,0.10543030002845737,0.01940887415302944,7.532027602402637e-06,0.0001198888169628139,0.00736604534141883,0.0033835974458094544,4.4596739973912275e-05,6.46106121064385e-13,0.002185570342265555,3.113229263178184e-11,0.00040441908944671327,1.976530774789745e-09,3.898511663395323e-06,2.4862024865498436e-10,1.4702170693867096e-11,2.3460120267034984e-05,1.1814444287217414e-06,0.007545126147178487,0.0032638309937221637,0.00023194448382541283,4.251478711543673e-07,1.0553207009360478e-08,4.465764584435309e-09,2.388306719955223e-12,3.667471871519959e-08,1.3566737599737546e-05,4.518953442472326e-06,5.450978354689974e-09,0.00014630634568208798,1.869405978920999e-06,6.746600919631044e-09,1.0441905689796575e-08,7.814425060841846e-11,1.0663556041722599e-05,1.05932897749817e-09,1.8505547864224336e-11,1.2080560374974382e-07,1.2232943385666767e-07,3.3208486306710725e-13,2.322462029717174e-13,1.2969466895582242e-14,1.9589151152193718e-22
5.355005010710603e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44109714149161616,0.10540529122047573,0.01939398808302392,7.63408918659915e-06,0.00012109530559100475,0.007412910431844165,0.0034074110840386753,4.4789827360237505e-05,6.571753638174388e-13,0.0021880124220553456,3.139084093394767e-11,0.000404598778048573,1.9856492441411556e-09,3.926991320179556e-06,2.50483244103013e-10,1.483979008336103e-11,2.3480978103734293e-05,1.1950384084902455e-06,0.007543259633928908,0.0032682993892821067,0.00023248556640342185,4.2672671404198663e-07,1.0556896104196027e-08,4.4707320966278e-09,2.392170391940393e-12,3.675874332103051e-08,1.3566096638112257e-05,4.548043067347353e-06,5.5054790905067236e-09,0.0001472395522538977,1.8909177218930082e-06,6.754076573515659e-09,1.0515298379310738e-08,7.88314880014421e-11,1.0662889763454472e-05,1.0676359052932698e-09,1.8656612538973483e-11,1.222862428903917e-07,1.2286032829734591e-07,3.3590278260203393e-13,2.3549775258461723e-13,1.3151048107681514e-14,2.0083062903663148e-22
5.380346644757292e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4410930875819066,0.10538028741151116,0.019379113582677722,7.736935229387584e-06,0.00012230738352028033,0.007459806535076565,0.003431250092048338,4.4981424608347846e-05,6.683766843333825e-13,0.0021904246048548236,3.164864179926642e-11,0.00040477835211725555,1.9947061727434575e-09,3.955429081249442e-06,2.5234959674871107e-10,1.4977749799177265e-11,2.3501534020914106e-05,1.2086923101347462e-06,0.007541394490485582,0.003272712509950053,0.00023302531667223478,4.2829856589797893e-07,1.056042927251725e-08,4.475637999919889e-09,2.3960068652308966e-12,3.684269757775004e-08,1.3565511915733007e-05,4.577157005156547e-06,5.560228830192486e-09,0.00014817338517233083,1.9125243023871235e-06,6.76146063448776e-09,1.0588769302673328e-08,7.952104311871501e-11,1.0662157518242906e-05,1.075949402947728e-09,1.880785062458261e-11,1.2377419485045313e-07,1.233871310373131e-07,3.397375157264672e-13,2.387762400370655e-13,1.3334133678976116e-14,2.0586191604262654e-22
5.405688278803982e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44108908785852063,0.10535528860555633,0.01936425063935697,7.840566124144353e-06,0.0001235250409466568,0.007506733175691157,0.0034551141437037924,4.517153473694088e-05,6.79710926428541e-13,0.002192807216702454,3.190567718706007e-11,0.00040495781056153353,2.0037016506893745e-09,3.983823995807921e-06,2.5421928282591023e-10,1.5116045751173296e-11,2.3521792933527822e-05,1.2224056860616202e-06,0.007539530710043304,0.0032770707110080723,0.00023356374354937005,4.298634291477301e-07,1.0563808430906741e-08,4.480482950864447e-09,2.399816462576767e-12,3.6926584367842186e-08,1.3564983572207256e-05,4.6062949369513735e-06,5.615227121537247e-09,0.00014910783508971287,1.9342250120561203e-06,6.7687541089504874e-09,1.0662317470132523e-08,8.021290759939674e-11,1.0661360794237866e-05,1.084269188631699e-09,1.8959258259299576e-11,1.2526940868227173e-07,1.2390985040470534e-07,3.4358893732063494e-13,2.420817063466657e-13,1.35187259001758e-14,2.1098642036747703e-22
5.431029912850671e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4410851419769348,0.1053302948066008,0.019349399240469606,7.944982236553719e-06,0.00012474826800086967,0.007553689883527463,0.00347900291639501,4.536016093266961e-05,6.911789335573518e-13,0.0021951605797166625,3.216192945103594e-11,0.00040513715229514386,2.0126357756852353e-09,4.012175130722965e-06,2.5609227876717784e-10,1.5254673879109805e-11,2.3541759660190056e-05,1.2361780894579703e-06,0.007537668285864358,0.0032813743443624367,0.0002341008558485055,4.314213063512102e-07,1.0567035471734477e-08,4.485267598191749e-09,2.4035995031248764e-12,3.701040654636953e-08,1.3564511743811155e-05,4.635456547200562e-06,5.670473509649866e-09,0.00015004289276327268,1.956019143787223e-06,6.77595799112988e-09,1.0735941902755662e-08,8.090707311794415e-11,1.066050104297561e-05,1.0925949821848128e-09,1.9110831625500606e-11,1.2677183345635215e-07,1.244284951900134e-07,3.4745692249159484e-13,2.454141916243567e-13,1.3704827011356061e-14,2.1620519179290423e-22
5.456371546897361e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4410812495958919,0.10530530601863199,0.019334559373465007,8.050183904779535e-06,0.00012597705474808526,0.007600676193626299,0.0035029160909944325,4.55473065453981e-05,7.027815487946596e-13,0.002197485012147177,3.2417381336695903e-11,0.0004053163762374836,2.0215086528456915e-09,4.040481570281281e-06,2.579685612018485e-10,1.539363015263617e-11,2.356143892482659e-05,1.250009074343532e-06,0.007535807211277768,0.003285623758584136,0.00023463666228121948,4.329722001997659e-07,1.0570112263487332e-08,4.489992582911577e-09,2.4073563024666367e-12,3.709416694148192e-08,1.3564096563599887e-05,4.664641523749716e-06,5.725967536943601e-09,0.00015097854905387167,1.977905991784274e-06,6.783073263235493e-09,1.0809641632298617e-08,8.160353138404711e-11,1.0659579680280517e-05,1.1009265051089935e-09,1.9262566949281132e-11,1.2828141826903833e-07,1.2494307463299054e-07,3.5134134658764225e-13,2.4877373507776677e-13,1.389243920214544e-14,2.215192819633679e-22
5.48171318094405e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4410774103773615,0.10528032224563592,0.019319731025833686,8.156171439636267e-06,0.00012721139118762554,0.007647691646167502,0.003526853351815379,4.5732975083541005e-05,7.145196148182523e-13,0.0021997808284256646,3.267201597864819e-11,0.00040549548131425583,2.0303203944919625e-09,4.068742415944086e-06,2.598481069540767e-10,1.5532910571269513e-11,2.3580835358305533e-05,1.2638981956211513e-06,0.007533947479678551,0.003289819298948862,0.00023517117145869512,4.34516113512991e-07,1.0573040651093948e-08,4.494658538413974e-09,2.4110871726850643e-12,3.71778683549157e-08,1.35637381615151e-05,4.6938495577814454e-06,5.781708743122231e-09,0.00015191479492474992,1.999884851647648e-06,6.79010089561878e-09,1.0883415701076937e-08,8.230227414256147e-11,1.0658598087145202e-05,1.1092634805612145e-09,1.9414460500047886e-11,1.2979811225000158e-07,1.25453598409793e-07,3.5524208521231903e-13,2.5216037501456666e-13,1.4081564611912848e-14,2.2692974429498957e-22
