Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),CO2X(24),H2X(49),CH3X(55),C2H4(47),O(29),COX(50),OH(D)X(68),CH4OX(63),CHOX(53),C2H6X(52),C2H4X(215),acetyl(44),C2H4X(70),C2H3X(214),C2H2X(254),C2HX(261),C2H3X(69),C2H3(46),C2H2(288),C2H2(308),C2H2X(309)
4.742911591872187e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43591415124750305,0.07187632332203461,0.00541089922247255,1.1940961604052546e-06,0.005332282876237641,0.07179065700238088,0.029464407574631972,3.8406375952849735e-05,4.009793282557488e-10,0.0018308381107312824,1.5406651853116947e-10,0.0005569143960800563,9.625383218541796e-09,4.889201488865531e-06,2.9840430913318827e-09,1.4744402610438375e-10,1.0901958472522246e-05,0.00018750399828775647,0.005083021403903904,1.672214541435757e-06,0.0006069519413156625,1.0535717693969185e-08,2.464563423813423e-09,1.9315700904680878e-07,2.3567881903625498e-07,2.40386621745109e-07,0.000767483860831371,0.00849544647691379,2.1946889610290686e-07,4.763990014708937e-12,0.001415069455598944,5.58513485238204e-09,0.0002967381663097923,4.230559974257478e-06,8.986018894962839e-08,3.319658862244839e-11,5.333424231973611e-11,1.2723029418189082e-10,1.042923470042655e-07,2.0645422506440356e-05,1.3499173519785045e-10,5.208457648884329e-11,1.1212794532847607e-06,4.788628905804592e-07,6.794229591981388e-09,3.081989522265402e-10,2.494470679450031e-09,2.7651877317771528e-05,5.385515860734663e-09,1.2829676802529704e-07
4.7540198593697696e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43588626795685265,0.07180583971039341,0.005393026694351078,1.1945768230652229e-06,0.005333051431563987,0.07192705850693998,0.02949946106277548,3.835703268382748e-05,4.030289507560669e-10,0.0018296850298847834,1.554047801913749e-10,0.0005571521801983542,9.715781043876898e-09,4.867388823957306e-06,2.988867218188275e-09,1.4753185832711608e-10,1.0868378460795523e-05,0.0001896381750794958,0.0050777099643991965,1.6614474387024891e-06,0.0006074559553998325,1.0478244887005282e-08,2.454875739190842e-09,1.9405321414195825e-07,2.3569769926048e-07,2.4157482581500223e-07,0.0007705886005721377,0.008522191070857289,2.197117612414534e-07,4.760156792292648e-12,0.001417668995508391,5.581260245845264e-09,0.0003001156419675015,4.218478214647749e-06,8.996134010606239e-08,3.309222015055911e-11,5.30929005859118e-11,1.274850111298879e-10,1.0415167398757053e-07,2.088017381082393e-05,1.350672131235364e-10,5.26740353797667e-11,1.131452468368848e-06,4.827759274697571e-07,6.843627971592972e-09,3.1157962854440307e-10,2.5235274706721003e-09,2.7971270800309748e-05,5.447721356280925e-09,1.2977043260393574e-07
4.7651281268673525e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4358584625950905,0.07173543116609601,0.005375215225249198,1.1950553139604765e-06,0.0053338134685153495,0.07206319893706746,0.029534398500094997,3.8307827837700914e-05,4.050817572082162e-10,0.0018285342620074042,1.5675603421580344e-10,0.0005573893469419291,9.807062588112457e-09,4.845733796954892e-06,2.99367929239257e-09,1.476189162799379e-10,1.0834963220094011e-05,0.0001917917414465786,0.0050724053652062015,1.6507815233232135e-06,0.0006079584264790372,1.0421253063434818e-08,2.4452291779230263e-09,1.9495041998108369e-07,2.357163293062868e-07,2.427627108923019e-07,0.0007736887933147847,0.008548859915318504,2.1995378256327288e-07,4.756353233061987e-12,0.0014202632984886736,5.577394141550937e-09,0.00030352380263484687,4.206429252743335e-06,9.006213980262874e-08,3.298837232409725e-11,5.2853318131700013e-11,1.2773915743464918e-10,1.0401141275066507e-07,2.1117066413778263e-05,1.3514212868234889e-10,5.3268813272336486e-11,1.1416632171611348e-06,4.866993320972057e-07,6.893102924269748e-09,3.149897444718571e-10,2.5528843029109074e-09,2.8294228921669256e-05,5.510621105743993e-09,1.3126047377518814e-07
4.7762363943649355e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43583073593273397,0.07166509761725527,0.005357464594252104,1.1955316484371053e-06,0.005334569028117308,0.07219907803481268,0.029569220291457362,3.825876032121752e-05,4.071377254415473e-10,0.001827385785512175,1.5812032870094797e-10,0.0005576258982230495,9.899231773679344e-09,4.8242347446107406e-06,2.9984793385398287e-09,1.47705203118887e-10,1.0801711532409185e-05,0.0001939647740280609,0.005067107606676177,1.6402156393402117e-06,0.0006084593597378061,1.036473730557754e-08,2.4356235276151975e-09,1.958485932370977e-07,2.3573471147572208e-07,2.4395023715968744e-07,0.0007767843440908013,0.008575452322487138,2.2019496372727307e-07,4.7525790950373394e-12,0.0014228523643803432,5.573536480279431e-09,0.0003069627695938198,4.19441303012439e-06,9.016258955812632e-08,3.2885041342470806e-11,5.261547645411856e-11,1.27992733556359e-10,1.038715603654891e-07,2.135610892404646e-05,1.3521648373760997e-10,5.386893083657201e-11,1.1519112539931842e-06,4.906329147336579e-07,6.942651906761031e-09,3.1842940186339666e-10,2.5825432785178026e-09,2.8620783105534504e-05,5.574221229246701e-09,1.3276703533281776e-07
4.787344661862518e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.435803088734249,0.07159483899194867,0.005339774581240255,1.1960058417138908e-06,0.005335318151043801,0.07233469554733866,0.02960392684044107,3.8209829042865106e-05,4.091968332868073e-10,0.001826239578805901,1.5949771105362265e-10,0.0005578618359542639,9.992292485757331e-09,4.802890025211862e-06,3.003267381291671e-09,1.4779072198106532e-10,1.07686221929471e-05,0.00019615734854013967,0.0050618166890601885,1.6297486460245143e-06,0.0006089587603544969,1.0308692753724844e-08,2.4260585770684923e-09,1.9674770056158147e-07,2.357528480514954e-07,2.4513736488397656e-07,0.0007798751583913324,0.008601967610245287,2.2043530837992184e-07,4.7488341384585335e-12,0.0014254361931195377,5.5696872027142385e-09,0.0003104326626659174,4.182429488100269e-06,9.026269088622686e-08,3.278222344562679e-11,5.237935728910818e-11,1.2824573996659384e-10,1.0373211390747139e-07,2.159730985064524e-05,1.3529028013011575e-10,5.447440849012939e-11,1.162196128387632e-06,4.945764843435978e-07,6.992272366370207e-09,3.2189870110599605e-10,2.6125065008884286e-09,2.8950964890852248e-05,5.638527869360517e-09,1.342902615966839e-07
4.798452929360101e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43577552175798834,0.07152465521821799,0.00532214496688732,1.196477908883448e-06,0.005336060877620792,0.07247005122697621,0.029638518549337398,3.816103291292748e-05,4.1125905857680286e-10,0.0018250956202909086,1.6088822798167044e-10,0.0005580971620484361,1.0086248571705852e-08,4.781698018271498e-06,3.0080434453754534e-09,1.4787547598474595e-10,1.0735694009942003e-05,0.00019836953976462923,0.005056532612508766,1.6193794176445994e-06,0.000609456633501394,1.0253114605336977e-08,2.4165341162756692e-09,1.9764770858873896e-07,2.357707412971103e-07,2.463240544203291e-07,0.0007829611421759238,0.008628405102221622,2.2067482015520827e-07,4.745118125754761e-12,0.0014280147847385255,5.5658462494469535e-09,0.0003139336001939013,4.170478567713398e-06,9.036244529545798e-08,3.267991491347756e-11,5.2144942608106936e-11,1.284981771482396e-10,1.0359307045567396e-07,2.184067760159963e-05,1.3536351967837835e-10,5.50852663952714e-11,1.1725173851322837e-06,4.985298486160483e-07,7.04196174135618e-09,3.253977411043147e-10,2.642776074322194e-09,2.9284805930314824e-05,5.703547190810183e-09,1.3583029740597118e-07
4.809561196857684e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43574803575613125,0.07145454622406876,0.005304575532658115,1.1969478649133521e-06,0.005336797247829877,0.07260514483127742,0.02967299581915166,3.811237084354056e-05,4.133243791470624e-10,0.0018239538883668086,1.6229192548476342e-10,0.0005583318784187736,1.0181103840501506e-08,4.760657124225374e-06,3.012807555583482e-09,1.479594682294806e-10,1.0702925804472915e-05,0.00020060142153757344,0.005051255377071579,1.609106843239132e-06,0.0006099529843448281,1.019799811428092e-08,2.4070499364170713e-09,1.985485839392529e-07,2.357883934569873e-07,2.4751026621637963e-07,0.0007860422018811946,0.008654764127844855,2.2091350267459963e-07,4.7414308215285685e-12,0.0014305881393662518,5.562013560982092e-09,0.0003174656990237878,4.158560209743162e-06,9.046185428918297e-08,3.2578112065333576e-11,5.191221461467179e-11,1.2875004559540193e-10,1.0345442709293914e-07,2.208622048269278e-05,1.3543620417886018e-10,5.570152445587257e-11,1.1828745643493016e-06,5.024928139943062e-07,7.091717461322005e-09,3.289266192660231e-10,2.6733541038819612e-09,2.9622337988826466e-05,5.769285380175134e-09,1.3738728811234502e-07
4.820669464355267e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4357206314746215,0.07138451193746992,0.005287066060806552,1.1974157246472588e-06,0.005337527301311846,0.07273997612306848,0.029707359049604434,3.8063841748748975e-05,4.15392772836496e-10,0.001822814361432265,1.6370884884529957e-10,0.0005585659869788586,1.0276862062182519e-08,4.739765764132467e-06,3.017559736772166e-09,1.4804270179620905e-10,1.0670316410283165e-05,0.0002028530667380085,0.005045984982697123,1.5989298263936226e-06,0.0006104478180452706,1.0143338590039107e-08,2.3976058298566014e-09,1.9945029322423424e-07,2.3580580675659016e-07,2.486959608164212e-07,0.0007891182444294742,0.008681044022396415,2.2115135954698553e-07,4.737771992530317e-12,0.0014331562572288607,5.5581890777417335e-09,0.00032102907448705977,4.146674354709715e-06,9.056091936558022e-08,3.247681125934432e-11,5.168115574114119e-11,1.290013458133155e-10,1.0331618090603737e-07,2.2333946696231378e-05,1.3550833540620923e-10,5.632320231445437e-11,1.1932672015660893e-06,5.064651857060076e-07,7.141536947604536e-09,3.324854314872759e-10,2.7042426952535175e-09,2.996359294195276e-05,5.83574864558733e-09,1.3896137957303335e-07
4.83177773185285e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43569330965310976,0.07131455228635353,0.00526961633437358,1.1978815028060084e-06,0.005338251077370218,0.07287454487050168,0.029741608639132833,3.80154445445633e-05,4.174642174880543e-10,0.0018216770178867778,1.6513904261939803e-10,0.0005587994896426729,1.0373526967296669e-08,4.719022379380196e-06,3.0223000138611584e-09,1.4812517974736898e-10,1.0637864673602843e-05,0.0002051245472768756,0.005040721429232416,1.5888472850209628e-06,0.000610941139757422,1.0089131396940779e-08,2.3882015901374004e-09,2.0035280304916877e-07,2.3582298340255513e-07,2.4988109886555276e-07,0.0007921891772373062,0.00870724412706236,2.213883943686421e-07,4.734141407625159e-12,0.001435719138650201,5.554372740070712e-09,0.0003246238403831113,4.134820942877804e-06,9.065964201762818e-08,3.237600889195299e-11,5.1451748645361365e-11,1.2925207831826313e-10,1.0317832898581629e-07,2.2583864339826814e-05,1.3557991511350727e-10,5.695031934927521e-11,1.203694827794459e-06,5.104467677952522e-07,7.1914176136856615e-09,3.360742721386489e-10,2.735443954604954e-09,3.0308602774353653e-05,5.902943216426105e-09,1.405527181438352e-07
4.842885999350433e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4356660710248941,0.07124466719861423,0.005252226137185124,1.1983452139887221e-06,0.0053389686149747095,0.07300885084710655,0.029775744984891845,3.796717814901763e-05,4.1953869094938604e-10,0.0018205418361324731,1.665825506279951e-10,0.0005590323883246225,1.0471102246356142e-08,4.6984254313940145e-06,3.0270284118325738e-09,1.4820690512700724e-10,1.060556945297409e-05,0.00020741593408607524,0.005035464716422718,1.5788581511457093e-06,0.0006114329546303143,1.0035371953441889e-08,2.378837011977783e-09,2.0125608001774937e-07,2.3583992558280837e-07,2.510656411137496e-07,0.0007952549082239116,0.008733363788984571,2.2162461072319465e-07,4.730538837780644e-12,0.0014382767840523279,5.550564488241581e-09,0.0003282501089619429,4.122999914260531e-06,9.075802373308609e-08,3.2275701397356697e-11,5.122397620745922e-11,1.295022436374883e-10,1.0304086842735194e-07,2.2835981405192516e-05,1.3565094503250837e-10,5.758289467146007e-11,1.2141569696026341e-06,5.144373631531262e-07,7.24135686558581e-09,3.396932340511777e-10,2.766959988446385e-09,3.065739957820011e-05,5.970875343009978e-09,1.4216145067205962e-07
4.853994266848016e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43563891631686186,0.07117485660210904,0.005234895253850034,1.1988068726738823e-06,0.005339679952764673,0.07314289383184029,0.02980976848275562,3.791904148222768e-05,4.2161617107349307e-10,0.0018194087945759023,1.6803941594804424e-10,0.0005592646849395592,1.0569591549300509e-08,4.677973401351292e-06,3.0317449557301345e-09,1.4828788096089211e-10,1.0573429619079153e-05,0.00020972729710768095,0.005030214843911256,1.5689613706921203e-06,0.0006119232678073902,9.982055731368854e-09,2.3695118912672915e-09,2.0216009073583085e-07,2.3585663546668624e-07,2.5224954841999816e-07,0.0007983153458196074,0.008759402361311024,2.2186001218155867e-07,4.7269640560443055e-12,0.001440829193955984,5.546764262459247e-09,0.0003319079909070863,4.111211208623117e-06,9.085606599447306e-08,3.2175885246973004e-11,5.099782152664833e-11,1.2975184230909846e-10,1.029037963301009e-07,2.3090305776957697e-05,1.3572142687387388e-10,5.822094712215603e-11,1.2246531491877064e-06,5.184367735481443e-07,7.291352102253063e-09,3.433424085025176e-10,2.79879290348958e-09,3.101001555157484e-05,6.039551296284944e-09,1.4378772448939319e-07
4.865102534345599e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43561184624943416,0.07110512042465687,0.005217623469758029,1.1992664932204098e-06,0.005340385129052493,0.0732766736091374,0.0298436795273189,3.787103346644935e-05,4.236966357193853e-10,0.0018182778716298487,1.6950968090382144e-10,0.0005594963814028003,1.0668998484963291e-08,4.657664789899485e-06,3.0364496706582982e-09,1.4836811025662654e-10,1.0541444054571267e-05,0.0002120587052833149,0.005024971811238966,1.55915590327581e-06,0.0006124120844265849,9.92917825518072e-09,2.360226025062306e-09,2.0306480181536058e-07,2.3587311520506276e-07,2.534327817563829e-07,0.0008013703989740563,0.008785359203245394,2.2209460230190736e-07,4.7234168375059206e-12,0.0014433763689810648,5.542972002866324e-09,0.0003355975953187777,4.099454765486606e-06,9.095377027905473e-08,3.207655694892151e-11,5.0773267918100456e-11,1.3000087488198587e-10,1.0276710979805343e-07,2.3346845231497823e-05,1.35791362327428e-10,5.886449526974884e-11,1.2351828844601729e-06,5.224447996595792e-07,7.341400715984407e-09,3.470218852036431e-10,2.830944806507482e-09,3.13664829968571e-05,6.108977367509899e-09,1.4543168740469837e-07
4.876210801843182e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4355848615365084,0.07103545859403843,0.005200410571077632,1.1997240898687193e-06,0.005341084181826945,0.07341018996895841,0.029877478511898373,3.782315302613755e-05,4.2578006275273275e-10,0.0018171490457151449,1.7099338705833944e-10,0.000559727479630145,1.0769326620545127e-08,4.6374981168784735e-06,3.04114258178145e-09,1.4844759600376238e-10,1.050961165390819e-05,0.00021441022654366862,0.005019735617844242,1.5494407219989824e-06,0.0006128994096204065,9.876735101289824e-09,2.350979211581948e-09,2.039701798781733e-07,2.3588936693046236e-07,2.546153022120804e-07,0.0008044199771644961,0.008811233680095766,2.2232838462964104e-07,4.7198969592887516e-12,0.0014459183098470768,5.539187649548289e-09,0.0003393190296973941,4.0877305241315705e-06,9.105113805882587e-08,3.197771304751061e-11,5.0550298909864585e-11,1.3024934191574518e-10,1.0263080593988823e-07,2.3605607435782143e-05,1.3586075306239958e-10,5.951355740712444e-11,1.245745689118741e-06,5.26461241108786e-07,7.391500092823763e-09,3.5073175228562977e-10,2.8634178041941843e-09,3.172683431909203e-05,6.179159867939333e-09,1.4709348769674455e-07
4.887319069340765e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43555796288540405,0.07096587103799565,0.005183256344754127,1.2001796767417763e-06,0.0053417771487565,0.07354344270683787,0.029911165828534154,3.7775399088005654e-05,4.278664300465163e-10,0.001816022295262495,1.7249057520487288e-10,0.0005599579815378905,1.0870579481096607e-08,4.617471921047037e-06,3.0458237143230766e-09,1.485263411739157e-10,1.0477931323188406e-05,0.00021678192779819286,0.0050145062630627115,1.5398148132491225e-06,0.0006133852485160047,9.824721897339447e-09,2.3417712502042287e-09,2.048761915599444e-07,2.3590539275717348e-07,2.5579707099743515e-07,0.0008074639904039264,0.008837025163322503,2.2256136269732513e-07,4.716404200532368e-12,0.0014484550173735743,5.5354111425380616e-09,0.00034307239992713474,4.076038423601782e-06,9.114817080048818e-08,3.1879350122727873e-11,5.032889823980962e-11,1.3049724398056888e-10,1.0249488186912834e-07,2.3866599946238415e-05,1.35929600727657e-10,6.016815154895086e-11,1.2563410727232718e-06,5.304858964897409e-07,7.441647612947611e-09,3.544720962865344e-10,2.896214003025029e-09,3.209110202434484e-05,6.2501051285025074e-09,1.4877327410687178e-07
4.898427336838348e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43553115099680845,0.07089635768423165,0.005166160578507488,1.2006332678461297e-06,0.005342464067192591,0.07367643162393138,0.02994474186799124,3.772777058108499e-05,4.299557154816778e-10,0.001814897598714302,1.740012853585956e-10,0.0005601878890428437,1.0972760549004803e-08,4.597584759813423e-06,3.0504930935648533e-09,1.4860434872088287e-10,1.0446401979989949e-05,0.0002191738749249591,0.005009283746127017,1.5302771765012375e-06,0.0006138696062352432,9.773134321493516e-09,2.332601941461586e-09,2.0578280351410692e-07,2.3592119478137543e-07,2.5697804944799046e-07,0.0008105023492490923,0.008862733030585332,2.2279354002465877e-07,4.712938342347952e-12,0.0014509864924805824,5.531642421821478e-09,0.0003468578102599567,4.0643784027078415e-06,9.124486996543923e-08,3.17814647897472e-11,5.010904985263389e-11,1.3074458165716667e-10,1.0235933470429776e-07,2.4129830207635296e-05,1.3599790695196891e-10,6.082829542902606e-11,1.2669685407851664e-06,5.345185634035707e-07,7.491840651096006e-09,3.5824300213887454e-10,2.929335509116499e-09,3.245931871803977e-05,6.321819499479878e-09,1.504711958315891e-07
4.909535604335931e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43550442656472316,0.07082691846041021,0.0051491230608303315,1.2010848770729472e-06,0.00534314497417286,0.0738091565270619,0.029978207019760946,3.768026643678502e-05,4.320478969477665e-10,0.0018137749345265048,1.7552555674833488e-10,0.0005604172040623316,1.1075873263485798e-08,4.577835208969896e-06,3.0551507448458198e-09,1.486816215807576e-10,1.0415022553211803e-05,0.000221586132760673,0.005004068066166607,1.5208268241232969e-06,0.0006143524878947614,9.721968101796536e-09,2.3234710870367054e-09,2.0668998241558652e-07,2.3593677508124656e-07,2.581581990283835e-07,0.000813534964808455,0.008888356665789555,2.230249201184542e-07,4.709499167812643e-12,0.0014535127361890111,5.5278814273426936e-09,0.00035067536329979265,4.052750400030806e-06,9.134123700975689e-08,3.1684053698441254e-11,4.9890737896926027e-11,1.3099135553669501e-10,1.022241615690792e-07,2.4395305551982583e-05,1.3606567334425182e-10,6.149400649767942e-11,1.2776275948451432e-06,5.385590384907615e-07,7.54207657697584e-09,3.6204455315719136e-10,2.9627844280866577e-09,3.283151710328454e-05,6.3943093501771716e-09,1.521874025151079e-07
4.920643871833514e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4354777902764119,0.07075755329415585,0.005132143580985857,1.2015345181990308e-06,0.005343819906424338,0.07394161722876502,0.030011561672062533,3.7632885588953585e-05,4.341429523435865e-10,0.0018126542811704182,1.7706342780844228e-10,0.0005606459285142116,1.117992102008845e-08,4.558221862431279e-06,3.0597966935615726e-09,1.4875816267204937e-10,1.0383791982917824e-05,0.00022401876509085965,0.004998859222207552,1.5114627811851456e-06,0.0006148338986060307,9.671219015485069e-09,2.314378489758808e-09,2.0759769496474388e-07,2.3595213571707134e-07,2.593374813363538e-07,0.0008165617487501307,0.008913895459131349,2.232555064725704e-07,4.706086461960814e-12,0.0014560337496210482,5.524128099008634e-09,0.00035452515998702445,4.041154353925782e-06,9.143727338417572e-08,3.158711353289403e-11,4.967394672223769e-11,1.312375662206407e-10,1.020893595924733e-07,2.4663033197449453e-05,1.3613290149380133e-10,6.216530191918548e-11,1.288317732545095e-06,5.42607117461419e-07,7.592352755639192e-09,3.658768310256777e-10,2.996562864916041e-09,3.320772997918013e-05,6.4675810685958896e-09,1.539220442418123e-07
4.931752139331097e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43545124281234904,0.0706882621130532,0.005115221929005788,1.201982204887826e-06,0.005344488900366605,0.07407381354733356,0.030044806211844667,3.758562697393745e-05,4.362408595778395e-10,0.0018115356171345787,1.7861493617078485e-10,0.000560874064316876,1.1284907170202337e-08,4.538743331977363e-06,3.064430965163335e-09,1.4883397489580176e-10,1.0352709220183126e-05,0.00022647183464023728,0.0049936572131723655,1.5021840852705133e-06,0.0006153138434754179,9.620882888300417e-09,2.305323953599104e-09,2.085059078912909e-07,2.359672787313665e-07,2.6051585810672733e-07,0.0008195826133096034,0.008939348807142264,2.2348530256788077e-07,4.702700011729744e-12,0.0014585495340005358,5.520382376694568e-09,0.00035840729958321716,4.0295902025254876e-06,9.153298053407781e-08,3.149064101093218e-11,4.945866087622361e-11,1.3148321432073437e-10,1.0195492590895795e-07,2.493302024730121e-05,1.3619959297055906e-10,6.284219856924666e-11,1.2990384477250553e-06,5.466625951309963e-07,7.642666547923384e-09,3.6973991578645147e-10,3.0306729238081365e-09,3.358799023911659e-05,6.541641061101189e-09,1.5567527152866725e-07
4.94286040682868e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4354247848461695,0.0706190448446471,0.00509835789568832,1.2024279506904204e-06,0.005345151992114902,0.07420574530686096,0.030077941024787065,3.753848953064331e-05,4.383415965697688e-10,0.0018104189209265918,1.8018011865685903e-10,0.0005611016133892556,1.1390835020570562e-08,4.519398246999173e-06,3.0690535851570953e-09,1.4890906113571265e-10,1.0321773226942955e-05,0.00022894540306324376,0.0049884620378798355,1.4929897862923896e-06,0.0006157923276042298,9.57095559388807e-09,2.296307283666483e-09,2.0941458795793882e-07,2.359822061489866e-07,2.6169329121518854e-07,0.0008225974712974082,0.008964716112732819,2.2371431187226667e-07,4.6993396059557075e-12,0.0014610600906533407,5.516644200249806e-09,0.0003623218796561533,4.0180578837437994e-06,9.162835989948031e-08,3.139463288366256e-11,4.924486510184074e-11,1.3172830045890062e-10,1.0182085765864878e-07,2.520527368885459e-05,1.3626574932536643e-10,6.352471303254333e-11,1.3097892305044922e-06,5.507252654535922e-07,7.69301531086197e-09,3.736338858279375e-10,3.0651167080504944e-09,3.397233086905468e-05,6.6164957520878075e-09,1.574472353175655e-07
4.953968674326263e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4353984170446187,0.07054990141644227,0.005081551272596058,1.2028717690465308e-06,0.005345809217483216,0.07433741233728418,0.030110966495302066,3.749147220059884e-05,4.40445141249799e-10,0.00180930417107499,1.8175901127002883e-10,0.0005613285776508238,1.1497707832815416e-08,4.500185254249026e-06,3.0736645791028156e-09,1.4898342425825432e-10,1.0290982975843891e-05,0.00023143953093474,0.004983273695044892,1.4838789463111736e-06,0.0006162693560887603,9.521433053141006e-09,2.287328286203975e-09,2.1032370196431204e-07,2.359969199772225e-07,2.628697426822067e-07,0.0008256062361068077,0.008989996785235143,2.2394253784054496e-07,4.696005035378104e-12,0.0014635654210077024,5.512913509501981e-09,0.0003662689960651341,4.006557335279274e-06,9.172341291500948e-08,3.129908593500534e-11,4.90325443345448e-11,1.3197282526712883e-10,1.0168715198746099e-07,2.5479800392451974e-05,1.3633137209019058e-10,6.421286160028397e-11,1.320569567350684e-06,5.547949215514008e-07,7.743396398050265e-09,3.775588178732672e-10,3.0998963198767205e-09,3.4360784945794185e-05,6.692151583642447e-09,1.5923808696761535e-07
4.965076941823846e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4353721400675049,0.07048083175590304,0.00506480185205396,1.2033136732854826e-06,0.005346460611987315,0.07446881447442526,0.03014388300653631,3.7444573928014044e-05,4.425514715601756e-10,0.0018081913461310854,1.8335164918789e-10,0.0005615549590215949,1.1605528822969193e-08,4.481103017594309e-06,3.078263972613501e-09,1.4905706711279525e-10,1.0260337450097501e-05,0.00023395427774091553,0.004978092183278464,1.4748506393564963e-06,0.0006167449340203375,9.472311233533983e-09,2.2783867685841405e-09,2.1123321675089033e-07,2.3601142220592883e-07,2.640451746769922e-07,0.0008286088217212297,0.009015190240444794,2.2416998391443273e-07,4.692696092572977e-12,0.001466065526594566,5.5091902442626415e-09,0.0003702487429465448,3.995088494618652e-06,9.181814100989316e-08,3.120399698124783e-11,4.8821683699552856e-11,1.322167893873685e-10,1.0155380604727106e-07,2.5756607110454685e-05,1.3639646277839606e-10,6.49066602678263e-11,1.331378941183375e-06,5.58871355751644e-07,7.793807160093538e-09,3.8151478696936243e-10,3.135013860327799e-09,3.47533856352286e-05,6.768615015203495e-09,1.6104797824736943e-07
4.976185209321429e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43534595456765096,0.07041183579045328,0.005048109427147282,1.203753676627179e-06,0.005347106210847751,0.07459995156003223,0.030176690940372362,3.739779365984282e-05,4.4466056545560217e-10,0.0018070804246708312,1.8495806675476422e-10,0.0005617807594221233,1.1714301161008203e-08,4.462150217774934e-06,3.0828517913542922e-09,1.49129992531722e-10,1.0229835643336245e-05,0.00023648970187035195,0.00497291750108736,1.4659039512510994e-06,0.0006172190664853592,9.423586148557984e-09,2.269482539304551e-09,2.1214309920253634e-07,2.360257148076268e-07,2.652195495211158e-07,0.0008316051427216303,0.009040295900661632,2.2439665352255747e-07,4.6894125719474755e-12,0.0014685604090478995,5.505474344333331e-09,0.0003742612126997373,3.983651299040316e-06,9.19125456079525e-08,3.110936287060714e-11,4.8612268509177894e-11,1.3246019347151423e-10,1.0142081699607909e-07,2.603570047625568e-05,1.3646102288500762e-10,6.560612473238315e-11,1.3422168314607645e-06,5.629543596213443e-07,7.844244945030617e-09,3.8550186647616563e-10,3.1704714291140235e-09,3.5150166190586975e-05,6.845892523219363e-09,1.6287706132699637e-07
4.9872934768190115e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4353198611908484,0.07034291344747623,0.005031473791719516,1.204191792183056e-06,0.00534774604899284,0.07473082344181907,0.03020939067743044,3.735113034584462e-05,4.4677240090387586e-10,0.0018059713852966808,1.865782974743238e-10,0.0005620059807734979,1.1824027970401012e-08,4.443325552164421e-06,3.0874280610416834e-09,1.492022033305621e-10,1.0199476559471662e-05,0.000239045860605261,0.004967749646874163,1.4570379794390297e-06,0.0006176917585653276,9.375253857100563e-09,2.2606154079844574e-09,2.1305331625235764e-07,2.3603979973759388e-07,2.6639282969234005e-07,0.0008345951142939092,0.009065313194729762,2.2462255008038035e-07,4.686154269763557e-12,0.001471050070105002,5.501765749509657e-09,0.00037830649597319407,3.972245685617769e-06,9.200662812757313e-08,3.101518048278199e-11,4.840428426014359e-11,1.3270303818126513e-10,1.0128818199817255e-07,2.631708700331183e-05,1.3652505388692753e-10,6.631127039071527e-11,1.3530827142408117e-06,5.670437239952405e-07,7.894707098678615e-09,3.8952012805583323e-10,3.2062711244784083e-09,3.5551159950662794e-05,6.923990600803252e-09,1.6472548877039651e-07
