Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),CO2X(24),CHOX(53),H2OX(23)
7.392708871673634e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3200693990078568,0.11281899080319327,0.017035186590141978,3.0997014470137476e-10,4.1924707849938255e-07,0.00049263619176466173,4.3318696239480393e-07,1.6167953172747674e-13,3.9240290461855534e-19,6.2089039401756571e-08,3.3221729540467657e-26,1.2332671181058664e-07,2.1082563423125079e-20,6.2239356374130753e-16,6.8024775705568999e-17,1.3862575473684976e-19,1.022968449764398e-10,3.2004195809188973e-19,0.0055815884624702064,0.011563912014494778,3.5030980867607738e-11,7.6475279096376858e-05,8.2823020395961767e-15,7.993662504101303e-08,0.00026083754648040177,2.3355052591559164e-08,7.9736593530999184e-06,7.2738829022972823e-06,1.5867791374209647e-14,4.9250753284675664e-13,2.0121127797759254e-11
7.408337968143756e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32004832716659126,0.11281834019604835,0.01702502215504792,3.1299141313332707e-10,4.2239019932579359e-07,0.00049464752546111827,4.3583479586170598e-07,1.6262507267832555e-13,3.9672221809069988e-19,6.2197225755493614e-08,3.3589264087029275e-26,1.2353052276519004e-07,2.1230378372469165e-20,6.2756288425922742e-16,6.8555922603838001e-17,1.3979423072951368e-19,1.0272076481386706e-10,3.230045196648897e-19,0.005581187712054474,0.011584189785188008,3.5091601675271806e-11,7.6592133412281034e-05,8.3277760455654111e-15,8.0371862076732638e-08,0.00026184048601260261,2.3433291706191209e-08,8.0188830371729597e-06,7.3031726706007725e-06,1.5986822783097804e-14,4.9609033675007439e-13,2.0268257784995713e-11
7.423967064613879e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32002726844492918,0.11281768770051555,0.017014865121539186,3.1603521581079082e-10,4.2555040769856146e-07,0.00049666232151198266,4.3849242974257523e-07,1.6357390357964827e-13,4.0107954766189258e-19,6.2305332199374285e-08,3.3960016502121126e-26,1.2373423512365733e-07,2.1378892870684912e-20,6.3276260493388268e-16,6.9089957895456748e-17,1.409698340937451e-19,1.0314536412757188e-10,3.2598782883226954e-19,0.0055807871022628044,0.011604452574299777,3.5152176241593238e-11,7.6708923213466312e-05,8.3734483510545721e-15,8.0808511782513672e-08,0.00026284501076098102,2.3511615182626671e-08,8.0642581131808627e-06,7.3325102014938403e-06,1.6106466449474692e-14,4.9969109006412741e-13,2.0416161503532374e-11
7.439596161084002e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32000622283082208,0.11281703331828828,0.017004715482685076,3.1910166747231592e-10,4.2872776112580925e-07,0.00049868057668732673,4.4115987438262064e-07,1.6452602769501765e-13,4.0547514279130546e-19,6.2413358975724098e-08,3.4334007472782338e-26,1.2393784916375073e-07,2.1528108617292492e-20,6.3799282762834966e-16,6.9626890113526824e-17,1.4215259110566762e-19,1.0357064171418379e-10,3.2899198367029952e-19,0.0055803866329820189,0.011624700395506548,3.5212704605814231e-11,7.6825648631156541e-05,8.4193194973553515e-15,8.1246575451077847e-08,0.00026385111901628934,2.3590022856968927e-08,8.1097846981593456e-06,7.361895440281066e-06,1.6226723965126138e-14,5.0330983978012165e-13,2.0564841421836484e-11
7.453662347907113e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31998729297513928,0.11281644276255813,0.016995587124424665,3.2188093391415154e-10,4.3160208581572271e-07,0.00050049996122984274,4.4356897127846676e-07,1.6538575778993029e-13,4.0946410248988084e-19,6.2510515158346944e-08,3.4673385477421472e-26,1.2412101796545669e-07,2.1663003761488665e-20,6.4272619151404416e-16,7.0112613034652973e-17,1.4322321052420264e-19,1.0395397047220875e-10,3.3171362732475203e-19,0.0055800263306726864,0.011642910648324251,3.5267140663240054e-11,7.6930646567076568e-05,8.4607739861364043e-15,8.1642042751159952e-08,0.0002647579689335854,2.366066161511135e-08,8.1508882611066887e-06,7.3883829002920719e-06,1.6335481886548292e-14,5.065821402906216e-13,2.069931903277198e-11
7.466321916047912e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31997026516708582,0.11281590995796056,0.016987376714198175,3.2439810839427999e-10,4.3420092644295613e-07,0.00050213979875821275,4.4574396625608538e-07,1.6616179980753818e-13,4.1308099204672224e-19,6.2597900861334368e-08,3.4981095490431675e-26,1.2428580215235997e-07,2.1784897242339778e-20,6.4700747520487496e-16,7.0551780981328589e-17,1.4419175633880319e-19,1.0429943453691442e-10,3.3417767073708097e-19,0.0055797021557587832,0.01165928952751934,3.5316101168402998e-11,7.7025100289254483e-05,8.4982214258047636e-15,8.199894421979347e-08,0.0002655752283073659,2.3724294592906598e-08,8.1879865458747436e-06,7.4122545837040642e-06,1.6433791198763099e-14,5.0953973500298601e-13,2.0820889626010292e-11
7.478981484188712e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31995324593752605,0.11281537591850783,0.016979171143309244,3.2693034783205338e-10,4.36811118408347e-07,0.00050378190008666776,4.4792541634656767e-07,1.6694000828829634e-13,4.1672343465235791e-19,6.2685234722731746e-08,3.5290967379760278e-26,1.2445052231941747e-07,2.1907253834961233e-20,6.5130895256464954e-16,7.0992864774062555e-17,1.4516504246999478e-19,1.0464534148223358e-10,3.3665556615712534e-19,0.0055793780728332935,0.011675658610535433,3.5365031430002989e-11,7.7119512000417721e-05,8.5358002772375033e-15,8.2356775665720203e-08,0.00026639352358820569,2.3787982517730349e-08,8.2251844420065286e-06,7.4361574712541019e-06,1.653250608665584e-14,5.1250922067644322e-13,2.0942973863043676e-11
7.491641052329511e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31993623528008591,0.11281484064509655,0.01697097040809083,3.2947771376070367e-10,4.3943269240076981e-07,0.00050542626350537508,4.5011332697739994e-07,1.6772038495650627e-13,4.2039156491483455e-19,6.2772516869805951e-08,3.5603012302311e-26,1.2461517861015872e-07,2.2030074443076909e-20,6.5563067783140948e-16,7.1435868947931956e-17,1.4614308293373497e-19,1.04991690671803e-10,3.3914736616395309e-19,0.0055790540818363406,0.011692017904609334,3.541393146882993e-11,7.7213881768946658e-05,8.5735108298824729e-15,8.2715537766488398e-08,0.00026721285387198502,2.385172530162734e-08,8.2624820106663454e-06,7.4600915340144884e-06,1.6631627394796612e-14,5.1549062226637943e-13,2.1065573056067337e-11
7.50430062047031e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31991923318839777,0.1128143041386224,0.016962774504879475,3.3204026783790269e-10,4.4206567913733949e-07,0.00050707288730599226,4.5230770356037411e-07,1.6850293153424238e-13,4.2408551789989125e-19,6.2859747429484288e-08,3.5917241451647448e-26,1.2477977116722082e-07,2.2153359970530233e-20,6.5997270526614309e-16,7.1880798038031599e-17,1.4712589175747962e-19,1.0533848146996709e-10,3.4165312343913869e-19,0.0055787301827081026,0.011708367416970832,3.5462801305621362e-11,7.7308209662923239e-05,8.6113533632911277e-15,8.3075231197143847e-08,0.00026803321825553218,2.3915522856793338e-08,8.2998793127882415e-06,7.484056743088683e-06,1.6731155967241776e-14,5.1848396471238128e-13,2.1188688515867233e-11
7.51696018861111e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31990223965610076,0.11281376639998046,0.016954583430015352,3.3461807184567204e-10,4.447101093633443e-07,0.0005087217697816648,4.5450855149161522e-07,1.6928764974136397e-13,4.2780542913156504e-19,6.2946926528354493e-08,3.6233666058046094e-26,1.2494430013235616e-07,2.2277111321284513e-20,6.6433508915267066e-16,7.2327656579461236e-17,1.4811348298014819e-19,1.0568571324177778e-10,3.441728907667766e-19,0.0055784063753888244,0.011724707154842718,3.5511640961110361e-11,7.7402495750129914e-05,8.6493281623631851e-15,8.3435856633014179e-08,0.00026885461583662032,2.3979375096179472e-08,8.3373764090756293e-06,7.5080530696112478e-06,1.6831092647227848e-14,5.2148927294959508e-13,2.1312321557483842e-11
7.529619756751909e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31988525467684031,0.11281322743006501,0.016946397179842226,3.3721118769029247e-10,4.4736601385218519e-07,0.00051037290922702433,4.5671587615160873e-07,1.700745412955273e-13,4.3155143459279811e-19,6.3034054292664698e-08,3.6552297388549197e-26,1.2510876564644076e-07,2.2401329399423253e-20,6.6871788379753028e-16,7.2776449107312853e-17,1.4910587065208865e-19,1.0603338535299457e-10,3.4670672103349463e-19,0.0055780826598188045,0.011741037125440768,3.5560450456040782e-11,7.7496740098055355e-05,8.6874355188917118e-15,8.379741474716575e-08,0.00026967704571396746,2.4043281932124258e-08,8.3749733600027886e-06,7.5320804847477846e-06,1.6931438277907651e-14,5.2450657191735786e-13,2.1436473496302078e-11
7.542279324892708e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31986827824426839,0.11281268722976956,0.016938215750707496,3.3981967740221405e-10,4.5003342340531235e-07,0.00051202630393818642,4.5892968290522772e-07,1.7086360791219819e-13,4.3532367072604102e-19,6.3121130848323476e-08,3.6873146747017682e-26,1.2527316784948154e-07,2.2526015109150542e-20,6.7312114352986449e-16,7.3227180156657877e-17,1.5010306883504283e-19,1.0638149717008425e-10,3.4925466722846785e-19,0.0055777590359384023,0.011757357335973773,3.560922981109336e-11,7.7590942773896895e-05,8.7256757113127689e-15,8.4159906209551369e-08,0.00027050050698723682,2.4107243276984198e-08,8.4126702258153512e-06,7.5561389596948973e-06,1.7032193701979006e-14,5.275358865364352e-13,2.1561145645030242e-11
7.554938893033507e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31985131035204345,0.11281214579998682,0.016930039138962127,3.4244360313596373e-10,4.5271236885217041e-07,0.00051368195221274668,4.6114997710176057e-07,1.7165485130466368e-13,4.3912227443385033e-19,6.3208156320899864e-08,3.7196225474184138e-26,1.254375068806246e-07,2.2651169354791344e-20,6.7754492270130622e-16,7.3679854262534613e-17,1.511050916021113e-19,1.0673004806022114e-10,3.5181678244343198e-19,0.0055774355036880396,0.011773667793643545,3.5657979046939378e-11,7.7685103844557315e-05,8.7640490227355648e-15,8.4523331691077762e-08,0.00027132499875703197,2.4171259044242581e-08,8.4504670665294367e-06,7.5802284656801261e-06,1.7133359761110599e-14,5.3057724172034654e-13,2.1686339321604974e-11
7.567598461174307e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31983435099383045,0.11281160314160882,0.016921867340960687,3.4508302717005482e-10,4.5540288105014619e-07,0.00051533985234978013,4.6337676407493814e-07,1.7244827318404447e-13,4.4294738307949514e-19,6.3295130835623394e-08,3.7521544947705706e-26,1.256017828781627e-07,2.2776793040791848e-20,6.8198927568586594e-16,7.4134475959935417e-17,1.5211195303771886e-19,1.0707903739128706e-10,3.5439311987269763e-19,0.0055771120630081954,0.011789968505644918,3.5706698184278656e-11,7.7779223376651528e-05,8.8025557481271558e-15,8.4887691860704869e-08,0.00027215052012489782,2.4235329146664454e-08,8.488363941933384e-06,7.6043489739619049e-06,1.7234937296943108e-14,5.3363066239188925e-13,2.1812055845190164e-11
7.580258029315106e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31981740016330057,0.11281105925552677,0.016913700353061358,3.4773801190689461e-10,4.5810499088449896e-07,0.00051700000264983791,4.6561004914296134e-07,1.7324387525930655e-13,4.4679913448755543e-19,6.3382054517384085e-08,3.7849116582217012e-26,1.2576599597954286e-07,2.2902887071719819e-20,6.8645425687981931e-16,7.4591049783794307e-17,1.5312366723757972e-19,1.0742846453187107e-10,3.5698373281316329e-19,0.0055767887138394121,0.01180625947916576,3.5755387243736458e-11,7.7873301436510387e-05,8.8411961650658053e-15,8.5252987383306729e-08,0.00027297707019332119,2.4299453496744983e-08,8.5263609115885816e-06,7.6285004558295006e-06,1.7336927150804169e-14,5.3669617345282868e-13,2.1938296530395439e-11
7.592917597455905e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31980045785413164,0.11281051414263117,0.016905538171625878,3.5040861987269265e-10,4.608187292683067e-07,0.00051866240141494482,4.6784983760852741e-07,1.7404165923727305e-13,4.5067766694451325e-19,6.3468927490732638e-08,3.8178951829383053e-26,1.2593014632137395e-07,2.3029452352264896e-20,6.9093992070159381e-16,7.50495802689743e-17,1.5414024830866289e-19,1.077783288512695e-10,3.595886746643296e-19,0.0055764654561222841,0.011822540721386981,3.5804046245918164e-11,7.7967338090175004e-05,8.8799705536918751e-15,8.5619218925335271e-08,0.0002738046480657251,2.4363632008529421e-08,8.5644580348280661e-06,7.6526828826029655e-06,1.7439330162752812e-14,5.3977379979323534e-13,2.206506269785358e-11
7.605577165596705e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31978352406000798,0.11280996780381178,0.016897380793019584,3.5309491371736686e-10,4.6354412714241607e-07,0.0005203270469485979,4.7009613475885821e-07,1.7484162682263616e-13,4.5458311919935826e-19,6.3555749879880415e-08,3.8511062177952159e-26,1.2609423403943393e-07,2.3156489787238924e-20,6.9544632159165897e-16,7.5510071950254883e-17,1.5516171036915749e-19,1.0812862971948602e-10,3.6220799892831313e-19,0.0055761422897974726,0.011838812239482554,3.5852675211482544e-11,7.8061333403404111e-05,8.9188792131143736e-15,8.5986387151884483e-08,0.00027463325284647015,2.4427864595267678e-08,8.6026553707582964e-06,7.6768962256330888e-06,1.7542147172863067e-14,5.4286356631939198e-13,2.2192355670896696e-11
7.618236733737504e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31976659877462021,0.11280942023995756,0.016889228213611374,3.5579695621445219e-10,4.6628121547536244e-07,0.00052199393755576274,4.7234894586572654e-07,1.7564377971796869e-13,4.5851563046418593e-19,6.364252180869955e-08,3.8845459153808839e-26,1.2625825926867756e-07,2.3284000281576304e-20,6.9997351401241209e-16,7.5972529362319707e-17,1.5618806754843859e-19,1.0847936650723129e-10,3.6484175920986042e-19,0.0055758192148056933,0.011855074040619491,3.5901274161002491e-11,7.8155287441679941e-05,8.957922420644724e-15,8.6354492722615909e-08,0.00027546288364085555,2.44921511694791e-08,8.6409529782606323e-06,7.7011404563013422e-06,1.764537902113125e-14,5.4596549791468785e-13,2.2320176765802465e-11
7.630896301878303e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31974968199166542,0.11280887145195678,0.016881080429773748,3.5851481026100563e-10,4.6903002526332158e-07,0.0005236630715428726,4.7460827618548347e-07,1.7644811962373567e-13,4.6247534041477659e-19,6.3729243400722985e-08,3.9182154320026816e-26,1.2642222214324336e-07,2.3411984740334285e-20,7.0452155244806975e-16,7.6436957039743908e-17,1.5721933398703222e-19,1.0883053858592294e-10,3.6749000921636123e-19,0.0055754962310877202,0.011871326131957884,3.5949843115011621e-11,7.8249200270199705e-05,8.9971004516846181e-15,8.6723536299387224e-08,0.00027629353955511309,2.4556491645777303e-08,8.6793509159892186e-06,7.7254155460198164e-06,1.7749026545977226e-14,5.4907961944351794e-13,2.2448527305498338e-11
7.643555870019102e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31973277370484682,0.11280832144069688,0.016872937437882735,3.612485388775134e-10,4.7179058753007214e-07,0.00052533444721782486,4.7687413095908557e-07,1.7725464823830589e-13,4.6646238919120127e-19,6.3815914779144805e-08,3.9521159276921796e-26,1.2658612279646083e-07,2.3540444068693275e-20,7.0909049140455556e-16,7.6903359516981862e-17,1.5825552383658145e-19,1.0918214532768581e-10,3.701528027578632e-19,0.0055751733385843915,0.011887568520650909,3.5998382094130247e-11,7.8343071953882826e-05,9.0364136104894825e-15,8.7093518543781703e-08,0.00027712521969640731,2.4620885938013374e-08,8.7178492423726575e-06,7.7497214662312038e-06,1.7853090585822702e-14,5.5220595579538309e-13,2.2577408618060666e-11
7.656215438159902e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31971587390787459,0.11280777020706462,0.01686479923431795,3.6399820520779646e-10,4.7456293332689668e-07,0.0005270080628899795,4.791465154121214e-07,1.7806336725796348e-13,4.7047691739842294e-19,6.3902536066820071e-08,3.9862485662104438e-26,1.2674996136085796e-07,2.3669379171957206e-20,7.1368038540938984e-16,7.7371741328354825e-17,1.5929665125981172e-19,1.0953418610535122e-10,3.7283019374708523e-19,0.0055748505372365982,0.011903801213844814,3.6046891118884132e-11,7.8436902557380388e-05,9.0758621752931757e-15,8.7464440110145984e-08,0.0002779579231728394,2.4685333958600679e-08,8.7564480156164544e-06,7.7740581884087021e-06,1.7957571979381238e-14,5.5534453183657014e-13,2.2706822021278833e-11
7.668875006300701e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31969898259446472,0.11280721775194597,0.016856665815462572,3.6676387251891635e-10,4.7734709373253655e-07,0.00052868391687015646,4.8142543475483902e-07,1.7887427837691893e-13,4.7451906610685848e-19,6.3989107386265178e-08,4.0206145150533243e-26,1.269137379681676e-07,2.3798790955553791e-20,7.1829128901157962e-16,7.7842107008038608e-17,1.6034273043049675e-19,1.0988666029245722e-10,3.7552223619943194e-19,0.0055745278269852937,0.011920024218678953,3.6095370209727327e-11,7.8530692145062979e-05,9.115446414304097e-15,8.78363016554844e-08,0.0002787916490934389,2.4749835622700871e-08,8.7951472937000941e-06,7.7984256840559933e-06,1.8062471563418343e-14,5.5849537240311226e-13,2.2836768839744847e-11
7.6815345744415e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31968209975834011,0.11280666407622617,0.016848537177703325,3.6954560420107918e-10,4.8014309985317513e-07,0.00053036200747063385,4.8371089418217206e-07,1.7968738328732057e-13,4.7858897685298647e-19,6.4075628859657905e-08,4.055214945456749e-26,1.2707745274933499e-07,2.3928680325034875e-20,7.2292325678151035e-16,7.8314461090051199e-17,1.6139377553342425e-19,1.1023956726324867e-10,3.7822898423300761e-19,0.0055742052077714897,0.011936237542285776,3.6143819387243426e-11,7.8624440781026978e-05,9.1551666378570134e-15,8.8209103838330526e-08,0.00027962639656816339,2.4814390844942333e-08,8.8339471343782793e-06,7.822823924707197e-06,1.8167790174585038e-14,5.6165850236705436e-13,2.2967250407032094e-11
7.6941941425823e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31966522539322956,0.1128061091807897,0.016840413317430473,3.7234346376754158e-10,4.8295098282231391e-07,0.00053204233300514433,4.8600289887376765e-07,1.80502683679266e-13,4.8268679163995553e-19,6.4162100608837602e-08,4.0900510324020055e-26,1.2724110583452442e-07,2.4059048186076703e-20,7.2757634331083536e-16,7.8788808108240724e-17,1.6244980076436172e-19,1.1059290639267656e-10,3.8095049206862989e-19,0.005573882679536255,0.011952441191790841,3.6192238671919696e-11,7.871814852910949e-05,9.195023127237803e-15,8.858284730765815e-08,0.00028046216470790469,2.4878999537476379e-08,8.8728475951847709e-06,7.8472528819267988e-06,1.8273528650376168e-14,5.6483394657985423e-13,2.3098268042395418e-11
7.706853710723099e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31964835949286829,0.11280555306652032,0.01683229423103785,3.7515751485451544e-10,4.8577077380072358e-07,0.00053372489178887491,4.8830145399401236e-07,1.8132018124081272e-13,4.868126529381261e-19,6.4248522755305402e-08,4.1251239546210421e-26,1.2740469735312614e-07,2.4189895444480273e-20,7.3225060321236596e-16,7.9265152596273129e-17,1.6351082033002246e-19,1.1094667705639793e-10,3.8368681402984446e-19,0.0055735602422207183,0.011968635174312837,3.6240628084120471e-11,7.8811815452871502e-05,9.2350161401663201e-15,8.895753271517569e-08,0.00028129895262447955,2.4943661615939492e-08,8.9118487334286847e-06,7.8717125273096115e-06,1.8379687825916194e-14,5.6802172984606046e-13,2.3229823071117898e-11
7.718247322049819e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31963318741473135,0.11280505152230558,0.016824991131974425,3.777040572771628e-10,4.8831879280556606e-07,0.00053524110273098658,4.9037575847481675e-07,1.8205780901975842e-13,4.9055002600228733e-19,6.4326260376955966e-08,4.1568930560258005e-26,1.2755187718675772e-07,2.4308068610533045e-20,7.3647558551143449e-16,7.9695574219136334e-17,1.6447001984594763e-19,1.1126543910011799e-10,3.8616221485352235e-19,0.0055732701263244656,0.01198320149919015,3.628415303113563e-11,7.8896080831777467e-05,9.2711268464503092e-15,8.9295555481378163e-08,0.00028205293292524956,2.5001903061568039e-08,8.9470358842422897e-06,7.8937524230811979e-06,1.847559147223385e-14,5.7090130522356768e-13,2.3348683176153764e-11
7.729640933376538e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31961802218341423,0.11280454899219458,0.016817691894211933,3.8026381304008004e-10,4.9087650531478162e-07,0.00053675912001525613,4.9245537671703622e-07,1.8279721909950754e-13,4.9431033704077204e-19,6.4403958006650101e-08,4.1888558164075982e-26,1.2769900734888647e-07,2.4426631482754145e-20,7.4071780233774367e-16,8.012762076944512e-17,1.654332866613184e-19,1.1158454972731909e-10,3.8864969895083171e-19,0.0055729800839826931,0.011997760004751586,3.6327653813012877e-11,7.8980313240215605e-05,9.3073486060023033e-15,8.9634342219003985e-08,0.00028280773788039415,2.5060187617389081e-08,8.98230467148484e-06,7.9158171326165464e-06,1.8571837171053554e-14,5.7379091347525992e-13,2.346798061961195e-11
7.741034544703258e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31960286379436315,0.11280404547683009,0.016810396515128802,3.8283682878913837e-10,4.9344393410105604e-07,0.00053827894241646529,4.9454031245390886e-07,1.8353841270645968e-13,4.9809369088754714e-19,6.448161573226009e-08,4.2210131028756299e-26,1.278460879322562e-07,2.4545584721732853e-20,7.4497729354756421e-16,8.0561295551815066e-17,1.6640063115543481e-19,1.1190400848432196e-10,3.9114930613712602e-19,0.0055726901151526061,0.012012310696172396,3.6371130444455619e-11,7.9064512723977167e-05,9.3436815738243228e-15,8.997389339545163e-08,0.00028356336684435326,2.5118515221486638e-08,9.0176551364744434e-06,7.9379066352710771e-06,1.8668425530402091e-14,5.7669057264168583e-13,2.3587716359728656e-11
7.752428156029978e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31958771224302851,0.11280354097685426,0.016803104992105817,3.8542315125063843e-10,4.9602110195483948e-07,0.00053980056871034314,4.9663056940872746e-07,1.8428139106570351e-13,5.0190019268458541e-19,6.4559233641436783e-08,4.2533657850130839e-26,1.2799311902911949e-07,2.4664928988140995e-20,7.4925409901077971e-16,8.0996601870712053e-17,1.6737206371469341e-19,1.122238149179106e-10,3.9366107629519363e-19,0.0055724002197914436,0.012026853578623341,3.6414582940470612e-11,7.9148679328666448e-05,9.3801260028713081e-15,9.0314209490603919e-08,0.0002843198191721637,2.517688581382384e-08,9.0530873203797218e-06,7.9600209104199986e-06,1.8765357157095542e-14,5.7960030084006749e-13,2.3707891384131515e-11
7.76172245226404e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31957535748196669,0.11280312870411652,0.016797159813166505,3.8754282162464035e-10,4.9813064563494864e-07,0.00054104316482496396,4.9833963222104472e-07,1.8488879553784229e-13,5.0502254895124276e-19,6.4622520736287481e-08,4.2799026806098431e-26,1.2811302251611843e-07,2.4762573683295765e-20,7.5275573778247483e-16,8.1352911991111067e-17,1.6816754104792475e-19,1.1248495300396208e-10,3.9571907909062232e-19,0.0055721637931054049,0.01203871110142486,3.6450011289028513e-11,7.9217313606210523e-05,9.4099381340536607e-15,9.0592387904170265e-08,0.00028493750168696945,2.5224533199563946e-08,9.0820515422223508e-06,7.9780788804953622e-06,1.8844683417966564e-14,5.8198137051600081e-13,2.3806249720769784e-11
7.771016748498101e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3195630072655184,0.11280271577695218,0.016791217197050765,3.8967140343760271e-10,5.0024669766667007e-07,0.00054228695984790169,5.0005224047743325e-07,1.854973891372e-13,5.0816043639600416e-19,6.4685781441144395e-08,4.306570655559549e-26,1.282328931833647e-07,2.4860479382944494e-20,7.562689463824074e-16,8.1710311796903171e-17,1.689657513129859e-19,1.1274632190179171e-10,3.977852239413565e-19,0.0055719274152570743,0.012050563434049854,3.6485423594772887e-11,7.9285926059475059e-05,9.4398246723396167e-15,9.0871075889081358e-08,0.00028555573132441428,2.527220911455256e-08,9.1110701927693738e-06,7.9961533103421937e-06,1.8924238838324337e-14,5.8436916239056193e-13,2.3904901539081529e-11
7.780311044732163e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3195506615912202,0.11280230219570919,0.0167852771423402,3.9180892217281002e-10,5.0236927044756476e-07,0.00054353195311598109,5.017683961843522e-07,1.861071725268722e-13,5.1131391254956203e-19,6.4749015803260172e-08,4.3333701855656751e-26,1.2835273108021967e-07,2.495864644584346e-20,7.5979374647317988e-16,8.2068803081617372e-17,1.6976670015838325e-19,1.1300792136606357e-10,3.9985953259676742e-19,0.0055716910862233021,0.012062410579298554,3.6520819865643879e-11,7.9354516712964706e-05,9.4697857028460007e-15,9.115027370262593e-08,0.0002861745077352862,2.5319913528096905e-08,9.1401432941549982e-06,8.0142441887938546e-06,1.9004023746023766e-14,5.8676368623344625e-13,2.4003847369706163e-11
7.789605340966225e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31953832045661035,0.11280188796073518,0.016779339647617453,3.9395540334906491e-10,5.0449837638298503e-07,0.00054477814396644445,5.0348810134388284e-07,1.8671814636938459e-13,5.144830350795995e-19,6.4812223869789652e-08,4.360301747432476e-26,1.2847253625583346e-07,2.5057075230785813e-20,7.633301597233163e-16,8.2428387638704979e-17,1.7057039323573227e-19,1.1326975115164661e-10,4.0194202683610199e-19,0.0055714548059809469,0.012074252539969197,3.6556200109920249e-11,7.9423085591113341e-05,9.4998214032935932e-15,9.1429981602438396e-08,0.00028679383057063959,2.5367646405168948e-08,9.1692708684492657e-06,8.0323515046924137e-06,1.9084038471226785e-14,5.8916495192072299e-13,2.4103087750884146e-11
7.798899637200287e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31952598385922876,0.11280147307237762,0.016773404711466156,3.9611087252067693e-10,5.0663402788604435e-07,0.00054602553173695157,5.0521135795373269e-07,1.8733031132669395e-13,5.1766786179085823e-19,6.4875405687789883e-08,4.3873658190656271e-26,1.2859230875914565e-07,2.5155766096601557e-20,7.6687820780724907e-16,8.2789067261537079e-17,1.7137683619975322e-19,1.1353181101361391e-10,4.0403272846848362e-19,0.0055712185745068884,0.012086089318858052,3.6591564335736446e-11,7.9491632718292664e-05,9.5299319043833445e-15,9.1710199836380753e-08,0.00028741369948180221,2.5415407708424857e-08,9.198452937661282e-06,8.0504752468886219e-06,1.9164283345155969e-14,5.9157296929504565e-13,2.4202623202376257e-11
7.808193933434349e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31951365179661761,0.11280105753098378,0.01676747233247099,3.9827535527743512e-10,5.0877623737767631e-07,0.00054727411576557859,5.0693816800724069e-07,1.8794366806019148e-13,5.2086845062523574e-19,6.4938561304220213e-08,4.4145628794736328e-26,1.2871204863888718e-07,2.5254719402157685e-20,7.7043791240529225e-16,8.3150843743401882e-17,1.7218603470826225e-19,1.1379410070724356e-10,4.0613165933291734e-19,0.0055709823917780218,0.012097920918759398,3.6626912550722959e-11,7.9560158118787531e-05,9.5601172080958903e-15,9.1990928656213586e-08,0.00028803411412036523,2.5463197409377483e-08,9.2276895237352398e-06,8.0686154042419462e-06,1.9244758693964855e-14,5.9398774803184671e-13,2.4302454243357028e-11
