Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),H2(190),C4H7X(141),C4H6(54),C2H6(343),C4H7(69),C2H5(67),C2H3(53),C2H2(37),C4H5X(379),C4H5X(380),C4H6a(378),C6H10(383),C6H9X(683),C6H9(674),C6H9X(684),C6H9X(578),C6H8(592),C6H7X(962),C6H7X(600),C6H7X(963),C4H7X(140),C4H7(68),C4H7X(145),C4H7X(146),SX(1187),C8H10(601),SX(1779),S(1778),S(1783),S(2209),SX(1208),S(4046),S(2202),SX(5031),C8H8(5307),S(1704),SX(1780)
7.333768749337553e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282561269255,0.66999999988748904,2.5048178189205004e-24,6.7067663470494214e-32,2.0589361716789612e-19,3.7662223489978743e-34,3.1316251615641263e-44,2.5198505327834825e-48,0.0,2.134097669093251e-47,4.8330119182317549e-58,1.1251087876625002e-10,1.1251094707040163e-10,3.4259344658179392e-17,4.3540514451304738e-22,2.0951623024654818e-19,7.6352007274895978e-23,2.5893810186904213e-22,2.0410835846618788e-23,6.7806644644951919e-22,9.9179565863367939e-23,2.3424836158256669e-25,2.4175578398868391e-30,2.8258785334892445e-32,1.6300686273642552e-32,1.722763247525854e-42,6.6983865810162535e-43,2.1325954496080915e-42,2.8047253568422419e-35,1.7902260480175658e-34,5.5982238556002022e-38,2.5482742391803907e-45,1.3316421174166998e-45,1.1388040366360165e-25,4.6405284820064786e-26,9.2597337623158081e-28,6.2466861166452336e-37,2.3588600475401359e-47,5.3991920914289682e-48,9.5344623079211201e-52,2.6491468832210883e-59,1.9590395995681816e-60,1.280710875053359e-58,4.3998614046314712e-59,4.3731287770584579e-62,5.8993196003942704e-59,3.6903475444708936e-68,2.009217331068048e-63,2.7154018738437271e-48,4.4452518657395025e-59
7.591855163429682e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228256072166,0.66999999988475101,2.7428648772022019e-24,8.114861278227256e-32,2.1940953044223439e-19,3.9437225608584715e-34,3.6290729440854096e-44,3.1611725121392972e-48,0.0,2.4945175324127068e-47,6.289586131479342e-58,1.1524886392352446e-10,1.1524893862285733e-10,3.7464109873618415e-17,4.4602192409794985e-22,2.2341813804882688e-19,8.6708864887385305e-23,2.7574023275910634e-22,2.2542215535731657e-23,7.2160612882892648e-22,1.0569361428381967e-22,2.585714775219385e-25,2.654378293184205e-30,3.1257310421406933e-32,1.8030343819489367e-32,1.9493302358170477e-42,7.8614862840625244e-43,2.4399762568934738e-42,3.1084866411333488e-35,2.0607098405098858e-34,6.6689833883847466e-38,3.0296761800331876e-45,1.5868385519844739e-45,1.1987537789304556e-25,5.0769518337255659e-26,1.0521389032075919e-27,7.3515745267524718e-37,2.8889749094525481e-47,6.8603646927626098e-48,1.2551788021933808e-51,3.36641014047643e-59,2.4893831846398252e-60,1.6692753376927169e-58,5.7848036061227217e-59,5.7003704978015265e-62,7.7776142377408714e-59,4.8653265426756901e-68,2.7470689578585447e-63,3.4508266161455806e-48,5.8464837526947847e-59
7.849941577521811e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282560192628,0.66999999988210568,2.9923134589015977e-24,9.7486337499651979e-32,2.3324400039520692e-19,4.1199332013147513e-34,4.186684788257626e-44,3.9332132802905414e-48,0.0,2.8986297342066177e-47,8.1083970140906623e-58,1.178940402034718e-10,1.1789412159051164e-10,4.0815317060792122e-17,4.5627917265179787e-22,2.3765886226166491e-19,9.7992253487352162e-23,2.9291588973997768e-22,2.4807758200692102e-23,7.6606940422127166e-22,1.1236160873325511e-22,2.8439131218151292e-25,2.9036447714831462e-30,3.4450791523270525e-32,1.987245905783359e-32,2.1954824971552291e-42,9.1731162828325519e-43,2.7784669037561537e-42,3.4318551302265312e-35,2.3600700988438738e-34,7.8946957988538191e-38,3.579355063865764e-45,1.8790858949371414e-45,1.2588027060450767e-25,5.5347545431134982e-26,1.1899111006228515e-27,8.6013752583672556e-37,3.512016477990526e-47,8.64189281246715e-48,1.6361987479694714e-51,4.2410141886511156e-59,3.1360394633648072e-60,2.1546059305074344e-58,7.5310132533836949e-59,7.358251481735903e-62,1.0153626258765897e-58,6.3516565028259484e-68,3.7147982445579116e-63,4.3477765820951074e-48,7.6139043568939282e-59
8.10802799161394e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282559681925,0.66999999987955228,3.253026556172435e-24,1.1633237675283324e-31,2.4738602157877461e-19,4.29461234657782e-34,4.8097025279368639e-44,4.8562603399882653e-48,0.0,3.3496448226923936e-47,1.036141851175929e-57,1.2044753143416972e-10,1.2044761979629781e-10,4.4310388393215201e-17,4.6618121908150647e-22,2.5222722174189273e-19,1.1024013833513526e-22,3.1045011289419561e-22,2.7210229510512282e-23,8.1141536228451441e-22,1.1917827226138883e-22,3.1173356410571806e-25,3.1653494420095796e-30,3.784384503254912e-32,2.1829694893319164e-32,2.4620203868316425e-42,1.0645624889443983e-42,3.1499180378807308e-42,3.7752013928410988e-35,2.6901475154146247e-34,9.2908773661509848e-38,4.2038955105020769e-45,2.2121175301810485e-45,1.3188632521181311e-25,6.0138475419875168e-26,1.3398427798345669e-27,1.0008667828332776e-36,4.2398749972593186e-47,1.0798417072033847e-47,2.1133275296918412e-51,5.2998128299766619e-59,3.9188531728455504e-60,2.7558112801628489e-58,9.7143356536601855e-59,9.412085559873546e-62,1.3134240215199743e-58,8.2162000371330993e-68,4.9720324725749025e-63,5.4339056939876817e-48,9.8245820558173477e-59
8.366114405706068e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282559189308,0.66999999987708914,3.5248461349070028e-24,1.3795349675499895e-31,2.6182473303851551e-19,4.467537928824015e-34,5.503667492929433e-44,5.9527780588628815e-48,0.0,3.8508376414024735e-47,1.3131463611045605e-57,1.2291063225697125e-10,1.2291072787585709e-10,4.7946462070816407e-17,4.757330553972583e-22,2.6711214259289324e-19,1.2348943742634051e-22,3.2832815947042475e-22,2.9752271826258615e-23,8.5760373768039129e-22,1.2613839685715921e-22,3.4062223495481156e-25,3.4394645837604598e-30,4.1440933114401964e-32,2.3904625267061709e-32,2.7497325226292642e-42,1.2291823972037657e-42,3.5562091451402532e-42,4.138872713765933e-35,3.0528169315316431e-34,1.0873911705903505e-37,4.9102162787771902e-45,2.5898789189587023e-45,1.3788527826376933e-25,6.5141086586071013e-26,1.5024839135493979e-27,1.1586551171241736e-36,5.085406865373643e-47,1.3391345547916478e-47,2.7061511298790633e-51,6.5729894353395166e-59,4.8601285104702435e-60,3.4948294898121171e-58,1.2422884066825117e-58,1.1936861128596455e-61,1.6844235879884861e-58,1.0537014306620886e-67,6.590969854134316e-63,6.7403209731485309e-48,1.2568095635473665e-58
8.624200819798197e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282558714471,0.66999999987471481,3.8075951437968995e-24,1.6263160612552245e-31,2.7654943900561987e-19,4.6385069974696705e-34,6.2744280409691694e-44,7.2475262910718057e-48,0.0,4.405540971440519e-47,1.651328280590029e-57,1.2528479175622471e-10,1.2528489490731637e-10,5.1720421919543755e-17,4.8494027553518362e-22,2.8230268219086863e-19,1.3777595585171103e-22,3.4653552998252029e-22,3.2436406363791586e-23,9.0459497779792043e-22,1.332368533806322e-22,3.7107967287196836e-25,3.725944050759518e-30,4.5246365443056027e-32,2.609973615801757e-32,3.059395124145031e-42,1.4124978645159322e-42,3.9992464475289242e-42,4.5231936210146722e-35,3.449985007508437e-34,1.2661054180104573e-37,5.7055689203937891e-45,3.0165290248534724e-45,1.4386935437102745e-25,7.0353848214337771e-26,1.6783807625639738e-27,1.3348633680547655e-36,6.0624634729192642e-47,1.6489359993973679e-47,3.4373333826244935e-51,8.0943052099600156e-59,5.9848118787695655e-60,4.3966987146140665e-58,1.5758386745971967e-58,1.5018166671810212e-61,2.1428394342166529e-58,1.3404668509347414e-67,8.6583834676322652e-63,8.3018456918454921e-48,1.5947915856517919e-58
8.882287233890326e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282558257109,0.66999999987242809,4.1010796804361381e-24,1.9066364929240168e-31,2.9154962486666555e-19,4.8073350421291557e-34,7.128148032823177e-44,8.7676855979983618e-48,0.0,5.0171390367782702e-47,2.0614745007767274e-57,1.2757159581515682e-10,1.2757170676723573e-10,5.5628928897220352e-17,4.9380900522366046e-22,2.9778804878335718e-19,1.5313433813269991e-22,3.6505798826893285e-22,3.5265035302679747e-23,9.5235029448006407e-22,1.4046859923016167e-22,4.0312661778396311e-25,4.0247248019304394e-30,4.9264301069729861e-32,2.8417426660466663e-32,3.3917716452781588e-42,1.6158797660579153e-42,4.4809610820077331e-42,4.9284664521275181e-35,3.8835881553717946e-34,1.4670436897416485e-37,6.5975365836678879e-45,3.4964418928943147e-45,1.4983125895796065e-25,7.5774940297929838e-26,1.868075138601809e-27,1.5309023453018847e-36,7.1859205721876503e-47,2.0168965458171681e-47,4.3329732444697336e-51,9.9013693090947496e-59,7.3206909633555269e-60,5.4898566425371192e-58,1.9837728661502305e-58,1.8753215175961024e-61,2.7053887826487831e-58,1.6923738858809162e-67,1.1277973460229103e-62,1.0157306388834159e-47,2.008298811082342e-58
9.140373647982455e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282557816878,0.66999999987022696,4.4050908716967474e-24,2.2236143414823227e-31,3.0681497398023672e-19,4.9738552313868401e-34,8.0713137365809682e-44,1.0542972053721923e-47,0.0,5.6890616190591131e-47,2.555804918651479e-57,1.2977275177488429e-10,1.2977287078967412e-10,5.9668448656862594e-17,5.0234583947533914e-22,3.1355762145599683e-19,1.6959802257328951e-22,3.8388158252595532e-22,3.8240444309776481e-23,1.0008317181266319e-21,1.4782868641859881e-22,4.3678224961023047e-25,4.3357283031475638e-30,5.3498750753461279e-32,3.0860010328514354e-32,3.7476123178261552e-42,1.8407422513500853e-42,5.0033071315518236e-42,5.3549719605025914e-35,4.3555903105049541e-34,1.6921070535977143e-37,7.5940317018107685e-45,4.0342074498619061e-45,1.5576417026057186e-25,8.140227483123825e-26,2.0721036415440042e-27,1.7482316836735429e-36,8.4717038463010025e-47,2.4515021934735168e-47,5.4229625316096442e-51,1.2035903418749155e-58,8.8985909010308072e-60,6.8064355707383778e-58,2.4794476430502479e-58,2.3251853470949372e-61,3.3912709320791632e-58,2.1214328479971764e-67,1.4572867717986146e-62,1.2349810494067372e-47,2.5109298869711473e-58
9.398460062074584e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282557393417,0.66999999986810965,4.7194069166249366e-24,2.5805144471984713e-31,3.2233537960826563e-19,5.1379177073412024e-34,9.1107417501456528e-44,1.2605758342075482e-47,0.0,6.4247781396822757e-47,3.1481015370071544e-57,1.3189007179701646e-10,1.3189019912885154e-10,6.3835281047053161e-17,5.1055778335425695e-22,3.2960096550148208e-19,1.8719921414760487e-22,4.0299266009795617e-22,4.1364804930448962e-23,1.0500021353434528e-21,1.5531226730645088e-22,4.7206423697395661e-25,4.6588619743124968e-30,5.7953579325558993e-32,3.3429716539989404e-32,4.1276539597175886e-42,2.088541752508106e-42,5.5682599422931164e-42,5.8029699422886752e-35,4.8679809798256761e-34,1.9432847115053105e-37,8.7032940110615724e-45,4.6346325409858317e-45,1.616617292132817e-25,8.7233514603386031e-26,2.2909970264317604e-27,1.9883587465869012e-36,9.9368151001334449e-47,2.9621319266756105e-47,6.7413910120651488e-51,1.4544024424692853e-58,1.0752582490834222e-59,8.3825867295928086e-58,3.0780613744932197e-58,2.863767167673606e-61,4.2224407031988754e-58,2.6413777977224685e-67,1.8688524463061891e-62,1.4927047915429386e-47,3.1181659975167701e-58
9.656546476166713e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282556986337,0.66999999986607428,5.0437948015527687e-24,2.9807459544454083e-31,3.3810095816264402e-19,5.2993888122826171e-34,1.02535852061237e-43,1.4991183088940957e-47,0.0,7.2277923627341732e-47,3.8538404256464486e-57,1.3392545893514394e-10,1.3392559483068703e-10,6.8125584996769606e-17,5.1845219997288079e-22,3.4590784853856177e-19,2.0596885629248206e-22,4.2237788384145708e-22,4.4640177393472166e-23,1.0998253305585795e-21,1.6291460096810042e-22,5.0898878859914118e-25,4.9940204972160487e-30,6.2632508504821409e-32,3.6128692120360171e-32,4.5326196823316153e-42,2.3607758597769685e-42,6.1778142883342154e-42,6.2726998978868296e-35,5.4227731289469126e-34,2.2226539489856001e-37,9.9338874245244229e-45,5.3027411628867265e-45,1.6751802906923858e-25,9.3266093560727625e-26,2.525279545787217e-27,2.2528373604670217e-36,1.1599354488997832e-46,3.5591130553064449e-47,8.3269497290617381e-51,1.7476512332418755e-58,1.2920178106438724e-59,1.0258798119167794e-57,3.7968246077237715e-58,3.5049090523520072e-61,5.2238852325607047e-58,3.2678396933246877e-67,2.3795801970546851e-62,1.7941581221637912e-47,3.8475462444143646e-58
9.914632890258842e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282556595244,0.66999999986411884,5.3780121831313997e-24,3.4278597842020077e-31,3.5410205739647117e-19,5.4581503657059782e-34,1.1507341070496183e-43,1.7737266389313562e-47,0.0,8.1016371615643264e-47,4.6903312167073198e-57,1.3588089177513178e-10,1.3588103647314654e-10,7.2535405561955154e-17,5.260367398301704e-22,3.6246825191363456e-19,2.2593662210374913e-22,4.420242420782756e-22,4.8068513204867793e-23,1.1502660107051187e-21,1.7063105713343011e-22,5.4757070378219212e-25,5.3410871503523165e-30,6.7539119647544154e-32,3.8959002929035198e-32,4.9632188358161531e-42,2.6589823190193588e-42,6.8339828252974062e-42,6.7643816952368908e-35,6.022001357622694e-34,2.5323802153886606e-37,1.1294697409212018e-44,6.0437750157146526e-45,1.7332760297458869e-25,9.9497234510302643e-26,2.7754684150379431e-27,2.5432666239379152e-36,1.3478543512134998e-46,4.2537808787089442e-47,1.0223385172637895e-50,2.0889108998538187e-58,1.5442553772577399e-59,1.2480241846149465e-57,4.6551532545371385e-58,4.264054951308841e-61,6.4239333324893031e-58,4.0185399173784673e-67,3.0094487486302482e-62,2.1451159934913742e-47,4.7188665807866878e-58
9.999999999999999e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282556469334,0.66999999986348935,5.4906818749863859e-24,3.5866966669321805e-31,3.5944495193717426e-19,5.5100494006687836e-34,1.1947787388836756e-43,1.8731887959527874e-47,0.0,8.4068750486999327e-47,4.999032303755623e-57,1.3651043979186577e-10,1.3651058745264084e-10,7.4019654125734825e-17,5.2847861738303085e-22,3.680000438748195e-19,2.3280993479767266e-22,4.4857795360158166e-22,4.9236486197464079e-23,1.167080250280188e-21,1.7320776706399584e-22,5.6069952779489825e-25,5.4584856208030373e-30,6.9212779959242137e-32,3.9924430751511913e-32,5.1114088444762319e-42,2.763604662818928e-42,7.061629106666857e-42,6.9318812734495012e-35,6.2303383958921228e-34,2.641892255640033e-37,1.1775035714685072e-44,6.3058636916370365e-45,1.7523807520599509e-25,1.0160150451990718e-25,2.8618114391209352e-27,2.6453229246006825e-36,1.4151252804067022e-46,4.5071443774547318e-47,1.0927344265405739e-50,2.2133831890292145e-58,1.6362550700795521e-59,1.3299442248718623e-57,4.9734362062148444e-58,4.5440117918627288e-61,6.8699413453839434e-58,4.2975440492919194e-67,3.2478855317962332e-62,2.2731625857752478e-47,5.0420424474389217e-58
1.017271930435097e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282556219739,0.66999999986224135,5.7218088869802612e-24,3.9255455849792012e-31,3.7032926643902964e-19,5.614098891266221e-34,1.2879855517084268e-43,2.0885012245085773e-47,0.0,9.0498698813605208e-47,5.6768592263470868e-57,1.3775841218190546e-10,1.3775856591307132e-10,7.7060695701232214e-17,5.3331929692206234e-22,3.7927238327538955e-19,2.4713090078676197e-22,4.6191906077147719e-22,5.165165816152942e-23,1.2012898356562792e-21,1.7845712101516837e-22,5.8782342557752753e-25,5.699935001560541e-30,7.2676856944450872e-32,4.1922635703464577e-32,5.4201468470556005e-42,2.9847378905883996e-42,7.5387943881255162e-42,7.2782162655633315e-35,6.6677199131186704e-34,2.8747168647080642e-37,1.2794927175336038e-44,6.8631932229848693e-45,1.7908541177837503e-25,1.0592396839487378e-25,3.0420732547053769e-27,2.8612895475915616e-36,1.5594743890662506e-46,5.0585358415197707e-47,1.2479948984965947e-50,2.4842806025859282e-58,1.8364763505955727e-59,1.5097112746502976e-57,5.6748570593111187e-58,5.1583665283555273e-61,7.8545673582956727e-58,4.9134853716086859e-67,3.7817011264706173e-62,2.5519021333013927e-47,5.754374000305019e-58
1.04308057184431e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282555859394,0.66999999986043968,6.0749286309259942e-24,4.4776287049928813e-31,3.8677342057830366e-19,5.7671448883107725e-34,1.4379330623507801e-43,2.4478517347560391e-47,0.0,1.0076067860892502e-46,6.8348346293339534e-57,1.3956011137144791e-10,1.3956027435822517e-10,8.1697340624818389e-17,5.4030797274950314e-22,3.9631068425983332e-19,2.6957880487189013e-22,4.820500090264343e-22,5.5391355072933243e-23,1.2528634311595022e-21,1.8638839561732881e-22,6.2975909157912955e-25,6.0704281107403061e-30,7.804903045110501e-32,4.5021499807188e-32,5.9040852696683738e-42,3.3396573524680174e-42,8.2942925780418432e-42,7.8143862822105797e-35,7.3620010020706172e-34,3.2520050638481114e-37,1.4444094539714326e-44,7.7666724558504306e-45,1.8478682978349538e-25,1.1254315075146802e-25,3.3255956485567857e-27,3.2085917933183494e-36,1.7969477404546566e-46,5.9869050296712523e-47,1.5151902122318096e-50,2.9404134145656208e-58,2.173594788503941e-59,1.8164996760332527e-57,6.8803525592686153e-58,6.2068491969749201e-61,9.5517697216439213e-58,5.9751852361389687e-67,4.7232680610306365e-62,3.0214215591393343e-47,6.9789861703408652e-58
1.0688892132535228e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282555513804,0.66999999985871173,6.4371103106762966e-24,5.0880666849777749e-31,4.0342560848718221e-19,5.9172120715026377e-34,1.6014328923828541e-43,2.8565065457247032e-47,0.0,1.1183824485392602e-46,8.1879440181571373e-57,1.4128811949226626e-10,1.4128829194879649e-10,8.6441176212240535e-17,5.4701101695448746e-22,4.1357383991065944e-19,2.9330616840581167e-22,5.0240510764223729e-22,5.9289246917597664e-23,1.304954409539066e-21,1.9442060521615897e-22,6.7338858774088458e-25,6.4524225966837706e-30,8.3658819571173018e-32,4.8257429239103132e-32,6.4157017251637919e-42,3.7253923575277848e-42,9.1025341909145796e-42,8.3730568733397834e-35,8.1069329367735065e-34,3.6666733480579206e-37,1.6252027545600708e-44,8.7601061931043059e-45,1.9042763131615222e-25,1.1935147978021678e-25,3.6265286797905477e-27,3.5869002431146347e-36,2.0625441465287782e-46,7.0536007954951568e-47,1.8301011382252952e-50,3.4645449884081881e-58,2.5609544864078575e-59,2.1745228260786951e-57,8.298869416793923e-58,7.4304743683810988e-61,1.1555870864443679e-57,7.2288686492027613e-67,5.8652115994608828e-62,3.5611915288696875e-47,8.4205043437267889e-58
1.0946978546627357e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282555182502,0.66999999985705516,6.8080895046247137e-24,5.7609458779629031e-31,4.2027717396335083e-19,6.0642366477432272e-34,1.7793779332212675e-43,3.3195228542500337e-47,0.0,1.2376745499364771e-46,9.7623084684505903e-57,1.4294459317172562e-10,1.4294477530377654e-10,9.1288010614609877e-17,5.5343675837211279e-22,4.310527830697644e-19,3.1833756792929529e-22,5.2297273073485526e-22,6.3346879625958478e-23,1.3575313722078712e-21,2.0254959621049189e-22,7.1872159824127964e-25,6.8457676964677037e-30,8.9509276270893e-32,5.1632184487684216e-32,6.9556500290410106e-42,4.143630454732027e-42,9.9655879312267713e-42,8.9543762982983697e-35,8.9046185875591843e-34,4.1212373802918196e-37,1.8228860920381985e-44,9.8496044708143261e-45,1.9600397519773683e-25,1.2634551145257954e-25,3.9453565751114728e-27,3.9979816899434205e-36,2.3586525886082999e-46,8.2745837636619213e-47,2.1996104151517499e-50,4.0645275242836732e-58,3.0043549874753585e-59,2.5905277335068588e-57,9.9606831580736466e-58,8.852311917732535e-61,1.3911933939622914e-57,8.7027253624329323e-67,7.2432271457108196e-62,4.1793749589222479e-47,1.0109853756035874e-57
1.1205064960719486e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282554865073,0.6699999998554681,7.1875995296207301e-24,6.5004776023405691e-31,4.373197207814692e-19,6.2081665796146399e-34,1.9726980802484378e-43,3.8422952180996411e-47,0.0,1.3658445742863606e-46,1.1586643750762459e-56,1.4453170700083307e-10,1.445318990057722e-10,9.6233639224353277e-17,5.5959362067038833e-22,4.4873870096999414e-19,3.4469632944588755e-22,5.4374161111906019e-22,6.7565705323668283e-23,1.4105639221826852e-21,2.1077133946411199e-22,7.6576665906461148e-25,7.2503067054723507e-30,9.5603328764758946e-32,5.5147454657014454e-32,7.5245702127225417e-42,4.596093955929539e-42,1.0885532966200151e-41,9.5584766632994051e-35,9.7571736638135238e-34,4.6182993424186517e-37,2.0385031222826056e-44,1.1041492731552017e-44,2.0151239051466455e-25,1.3352167630696761e-25,4.2825543281670705e-27,4.4436413561715553e-36,2.6877825235735017e-46,9.6671225965930212e-47,2.631361186534222e-50,4.7488576130162615e-58,3.5100715383619867e-59,3.0719123654067376e-57,1.189933909746228e-57,1.0497658109152178e-60,1.667013971506426e-57,1.0428146512613982e-66,8.8981672593895253e-62,4.8848120584546115e-47,1.2081315028210597e-57
