Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),H2(190),C4H7X(141),C4H6(54),C2H6(343),C4H7(69),C2H5(67),C2H3(53),C2H2(37),C4H5X(379),C4H5X(380),C4H6a(378),C6H10(383),C6H9X(683),C6H9(674),C6H9X(684),C6H9X(578),C6H8(592),C6H7X(962),C6H7X(600),C6H7X(963),C4H7X(140),C4H7(68),C4H7X(145),C4H7X(146),SX(1187),C8H10(601),SX(1779),S(1778),S(1783),S(2209),SX(1208),S(4046),S(2202),SX(5031),C8H8(5307),S(1704),SX(1780)
9.927180202890733e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548405024,0.66999999982316649,-2.0473321879709095e-22,4.3432987382559499e-27,7.4051697930317093e-18,1.2777947230115603e-33,1.0158582811425708e-39,1.9485754645318307e-42,0.0,3.9591729446690693e-43,7.1520119731264463e-51,1.768306711607706e-10,1.7683355894951013e-10,1.4479544572057969e-15,6.8549014405577345e-22,7.8573570064931069e-18,1.0091686031729099e-19,6.5780557872793806e-21,9.4365461182848795e-21,1.3961100548232599e-20,3.6254723682597831e-21,7.53431986812806e-23,3.0054961076056336e-28,1.9553623886035029e-29,1.1279279105260648e-29,3.449564149588524e-39,1.7790262162505928e-38,1.3010363814759473e-38,1.0043026361173062e-32,1.3311410332797146e-30,3.5709353754562179e-33,1.1432321441756918e-40,9.2213577201079577e-41,5.7889116637644851e-25,3.2583856478862145e-24,1.6039600845716908e-24,1.2016628099985592e-32,5.2796981978136982e-42,2.2647507988367601e-41,4.5312425433885402e-44,1.1171182765140762e-52,8.2321913608181531e-54,1.4990941860590087e-51,1.5567219194022937e-51,5.1290575954745965e-55,4.7006389012841319e-51,2.9405518202964775e-60,2.8570650398733028e-54,1.1150162983828158e-41,1.6337919306781337e-51
9.999999999999999e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548405024,0.66999999982316649,-2.0310797650159227e-22,4.4441992385393785e-27,7.4625022178704158e-18,1.2793756036051807e-33,1.0744572413914309e-39,2.0024750824161233e-42,0.0,4.0579145862649225e-43,7.4096669752691048e-51,1.7683066667546991e-10,1.7683356451343513e-10,1.4530107884548366e-15,6.8550136649955128e-22,7.9193168102492052e-18,1.0250295534265616e-19,6.610936473747945e-21,9.558352715636707e-21,1.4012267253149092e-20,3.6540103416297272e-21,7.6165458482773403e-23,3.0314877249489299e-28,1.9861971460902489e-29,1.1457146164544416e-29,3.512381313510429e-39,1.8212332511066978e-38,1.3264259436107108e-38,1.0153056141040981e-32,1.3574716095157157e-30,3.6544550911578433e-33,1.168748771965003e-40,9.4405882304253699e-41,5.8001476401081556e-25,3.2757803245456768e-24,1.6270672647832822e-24,1.2242549287514692e-32,5.4108588688499937e-42,2.3416676045328702e-41,4.7085993250211706e-44,1.1550650251264342e-52,8.5117847540635611e-54,1.5511935666986213e-51,1.6156373188472879e-51,5.3073169236953384e-55,4.9029911553160586e-51,3.0671361866488674e-60,3.0059092831572007e-54,1.1518773340285338e-41,1.6955436879099571e-51
1.0345239009503645e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548405024,0.66999999982316649,-1.9540185421736743e-22,4.9421042985223998e-27,7.7341179241735219e-18,1.286731601427592e-33,1.3663012130671147e-39,2.2712033721752616e-42,0.0,4.5482623762708475e-43,8.7218113274973109e-51,1.7683064595631563e-10,1.7683358972850758e-10,1.4761282067383697e-15,6.8440421577114628e-22,8.2130730018567096e-18,1.1018915502987595e-19,6.7637695600949248e-21,1.0142012679593199e-20,1.4247235046540589e-20,3.7893090235139234e-21,8.0077828179632746e-23,3.1547178697431425e-28,2.1356808946899166e-29,1.2319427579772514e-29,3.8191754383719221e-39,2.0300358207096197e-38,1.4504645882984756e-38,1.0676604579825728e-32,1.4862006079202752e-30,4.0659889063484685e-33,1.294160279623396e-40,1.0521980780246163e-40,5.85236142290844e-25,3.3566142579655908e-24,1.7381999489748025e-24,1.3340062680878542e-32,6.0594423531321087e-42,2.7314423872081512e-41,5.6179449150442645e-44,1.3473674451370821e-52,9.9286752435944775e-54,1.8156183648176176e-51,1.9167690555882936e-51,6.2120544495875587e-55,5.9515358702477097e-51,3.7230684418460872e-60,3.7932601391555722e-54,1.3381165755002137e-41,2.0110889614568664e-51
1.1181356622729468e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548405024,0.66999999982316638,-1.7673794811685345e-22,6.2892615921976203e-27,8.3905876933546333e-18,1.3036652871592912e-33,2.1778315333455486e-39,3.0208813892248836e-42,0.0,5.9011023294634649e-43,1.264954984073666e-50,1.768306001891331e-10,1.7683364508025777e-10,1.5270511927816983e-15,6.8544091399028731e-22,8.9245241195901727e-18,1.2994012844667168e-19,7.1145383202739918e-21,1.1592624849082047e-20,1.4770416635209346e-20,4.1169824115185598e-21,8.9625892600911821e-23,3.4531819205837738e-28,2.5202662642626863e-29,1.4537869100405299e-29,4.6260526939593296e-39,2.6000478964899436e-38,1.7762121682097863e-38,1.1954413157016529e-32,1.8249623592650657e-30,5.1724871582823625e-33,1.6289724816253482e-40,1.3438758758840948e-40,5.9721466237249425e-25,3.5421913783909918e-24,2.0171777052888606e-24,1.6167196070067999e-32,7.8221320234759834e-42,3.8793253441894363e-41,8.4035506851655075e-44,1.9136965495684406e-52,1.4101230337944723e-53,2.5981573883861588e-51,2.8291914853890868e-51,8.8895500084960575e-55,9.3027937713892246e-51,5.8194962199765193e-60,6.5310961393431841e-54,1.8803501286518199e-41,2.9660434140898478e-51
1.2017474235955291e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548405024,0.66999999982316627,-1.5807165053029246e-22,7.8416452649022471e-27,9.0451626776152076e-18,1.3194002555878289e-33,3.1437134795252602e-39,3.9164225032083834e-42,0.0,7.4970380450541415e-43,1.7746073261960809e-50,1.7683056022749391e-10,1.7683369292153383e-10,1.5713154728343868e-15,6.8547034351470321e-22,9.636004648107435e-18,1.5129673184284008e-19,7.4389848849087569e-21,1.3092263205460113e-20,1.5232779045028177e-20,4.4446558944824428e-21,9.9264161657326679e-23,3.7516700284952786e-28,2.9367835398877228e-29,1.6940507911132155e-29,5.5251145772909622e-39,3.2646226313738443e-38,2.1379721115006929e-38,1.3244414657855632e-32,2.2021320449928443e-30,6.4363446461257784e-33,2.0081946355421056e-40,1.6783099453928401e-40,6.0829862862411399e-25,3.7140257355961515e-24,2.3093905869581635e-24,1.9224728314455909e-32,9.8621725928268517e-42,5.341299828076551e-41,1.2109066264968124e-43,2.63502361257272e-52,1.9415594645449686e-53,3.6001411369495123e-51,4.0283339249571048e-51,1.2317906136228325e-54,1.3984926414347212e-50,8.7484720712467697e-60,1.0720376540134529e-53,2.5612331768869147e-41,4.21921013267943e-51
1.3689709462406936e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548405024,0.66999999982316627,-1.2073365238985341e-22,1.1605720443423312e-26,1.0348684068221729e-17,1.3476943867733244e-33,5.5905484136794626e-39,6.1963863395830746e-42,0.0,1.1497145117138455e-42,3.2451768935853135e-50,1.7683049476764709e-10,1.7683377131737138e-10,1.6439668874193022e-15,6.8551951878750857e-22,1.1059040478223122e-17,1.9880306960735872e-19,8.0182380097059946e-21,1.6210251488442402e-20,1.6008656226886554e-20,5.1000030857536864e-21,1.1871687697122625e-22,4.3486990427352714e-28,3.8656195960116807e-29,2.2298411841313209e-29,7.6156141196042832e-39,4.9086946518356338e-38,2.9705093580272565e-38,1.5848231109139906e-32,3.0730794769356633e-30,9.4501664866932026e-33,2.9028771573895888e-40,2.4799295024018311e-40,6.2815443566002251e-25,4.0222030735274341e-24,2.9277985683254405e-24,2.5950615537037504e-32,1.4820354478501585e-41,9.4489725096409718e-41,2.3195117487341615e-43,4.6618290649506025e-52,3.4347340536098275e-53,6.435666142408214e-51,7.5516198046108472e-51,2.2019924321805884e-54,2.9275012134538382e-50,1.8313407269612262e-59,2.6747688067703832e-53,4.4256351633563377e-41,7.8908123677229392e-51
1.5194721166213416e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548405024,0.66999999982316616,-8.7123782488310915e-23,1.5774478195986256e-26,1.1515476547178964e-17,1.3698338737221431e-33,8.4136548947405772e-39,8.8396577676506131e-42,0.0,1.6070712055884056e-42,5.1686188147329227e-50,1.7683044998145723e-10,1.7683382496764897e-10,1.693833988327115e-15,6.8555749296218905e-22,1.2339850688296102e-17,2.4700448437270556e-19,8.466716683059321e-21,1.9133247292948583e-20,1.6558959079588641e-20,5.6898157778484701e-21,1.3637627519289037e-22,4.8860762809056967e-28,4.8107897492776553e-29,2.7750543199755832e-29,9.8421517383418815e-39,6.7706267091391565e-38,3.8445621290515117e-38,1.8212204990036934e-32,3.9905830366671782e-30,1.2724236930382808e-32,3.864987469251215e-40,3.3551585394984379e-40,6.4364283474326177e-25,4.2630014865685266e-24,3.5192161240598771e-24,3.2640649076799852e-32,2.0313302655400726e-41,1.4692528749732265e-40,3.8132171352812346e-43,7.2492221598656109e-52,5.3408241398919394e-53,1.0077324804118059e-50,1.2225546721191218e-50,3.4480286177074688e-54,5.1621630593149701e-50,3.2292659860641582e-59,5.346087371035919e-53,6.7427092909959733e-41,1.2747943054337794e-50
1.6699732870019897e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548405024,0.66999999982316605,-5.3509341885880742e-23,2.0724552174048481e-26,1.2676286252664846e-17,1.3892478425871935e-33,1.1871604208309097e-38,1.2090798544961017e-41,0.0,2.1639496692370786e-42,7.79731958320432e-50,1.7683041545491812e-10,1.7683386639080359e-10,1.7324554991111186e-15,6.8559062452992623e-22,1.3620724353220518e-17,3.0033638401983941e-19,8.8555796088182743e-21,2.2141493470267453e-20,1.6998607075129398e-20,6.2796286287981332e-21,1.5412136123782273e-22,5.4234906512633162e-28,5.8594349696091745e-29,3.3799567515147445e-29,1.2413302938949995e-38,9.0296276122749009e-38,4.8373898589940763e-38,2.0587760600229068e-32,5.0355597120631847e-30,1.6539384398361224e-32,4.9776385862981831e-40,4.379031100353357e-40,6.5723260212880216e-25,4.4746558066353741e-24,4.1381707452187197e-24,3.9846544331266419e-32,2.6823375015329195e-41,2.171621467888127e-40,5.9016681010951726e-43,1.0715129797145066e-51,7.8940229827490731e-53,1.4977769942667827e-50,1.8678858349908355e-50,5.1247815404650116e-54,8.5335760968318852e-50,5.3383026056110843e-59,9.8778691196992382e-53,9.7654591877901042e-41,1.9436764457302906e-50
1.820474457382638e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548405024,0.66999999982316616,-1.9890893672227958e-23,2.6487006009337624e-26,1.3831160440964301e-17,1.4062683574648401e-33,1.5997535944414549e-38,1.5985341583060396e-41,0.0,2.8257746700042416e-42,1.1255988024702761e-49,1.7683038897743093e-10,1.7683389820526134e-10,1.7622459489737844e-15,6.8561931981709514e-22,1.4901653408724068e-17,3.5877375611328276e-19,9.1921634461625005e-21,2.5216544445937772e-20,1.734879367557601e-20,6.8694416040457124e-21,1.7191910279076832e-22,5.9609351347631522e-28,7.0115596011246969e-29,4.0445510986341331e-29,1.5343828967095631e-38,1.1714840941160932e-37,5.9493053840694236e-38,2.2970432932582578e-32,6.2084964383451668e-30,2.0900823610883417e-32,6.2419238709837127e-40,5.5532958862599115e-40,6.6919479922764768e-25,4.661326900954504e-24,4.7805122472816058e-24,4.7498589997385399e-32,3.4380830461381875e-41,3.0806103084631066e-40,8.7003993879183707e-43,1.5200752037463443e-51,1.1198325012284947e-52,2.1342926569898316e-50,2.7238286982388295e-50,7.3027134973218622e-54,1.3375583789130244e-49,8.3672912809210183e-59,1.7077683964813001e-52,1.3578354461544955e-40,2.8287752318592114e-50
1.970975627763286e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548405024,0.66999999982316616,1.3731063781087819e-23,3.3089405483075382e-26,1.4980144712382707e-17,1.4212021636348169e-33,2.0818984150170586e-38,2.0554439827042245e-41,0.0,3.5972894080644295e-42,1.5677661348252335e-49,1.7683036872952396e-10,1.7683392256683226e-10,1.7851929947052188e-15,6.8564408903051077e-22,1.6182630467470532e-17,4.2229072696262641e-19,9.4832347176868966e-21,2.8342590001390372e-20,1.7627462511884301e-20,7.4592546751448179e-21,1.8974798235499014e-22,6.4984043241977208e-28,8.267167579424788e-29,4.7688397503943488e-29,1.8648307235124505e-38,1.4855048339075788e-37,7.1805039144167449e-38,2.5357313487291421e-32,7.5097118072269398e-30,2.5812024779992091e-32,7.6585657782809164e-40,6.8791397800182029e-40,6.7977223345115872e-25,4.8267418177618902e-24,5.4425234369430734e-24,5.5531806472904013e-32,4.3012738818938406e-41,4.2267921429982157e-40,1.2334527941002166e-42,2.0856990914523563e-51,1.5364869684565871e-52,2.9393015000978405e-50,3.8255956714453503e-50,1.0057178325791953e-53,2.008707350959125e-49,1.2565761887390025e-58,2.8011807291949106e-52,1.8265230069295139e-40,3.9656207300064668e-50
2.2719779685245823e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548405024,0.66999999982316605,8.0984086383837756e-23,4.8891560906373029e-26,1.7260591566464258e-17,1.4457257917899192e-33,3.2614010208279056e-38,3.1801375089157741e-41,0.0,5.4822854063827432e-42,2.7896737855198811e-49,1.7683034235686766e-10,1.7683395438489359e-10,1.8155665060989372e-15,6.8568369144889699e-22,1.8744706783768231e-17,5.6447158456477644e-19,9.9490059267465167e-21,3.4705339899442906e-20,1.8017423334229534e-20,8.6388810331877874e-21,2.2546145031137118e-22,7.573403372761514e-28,1.1088844993580864e-28,6.3965069802320274e-29,2.6427370021265943e-38,2.2595713576774768e-37,1.000107081170377e-37,3.0138602847739858e-32,1.0497542675654804e-29,3.7289957013173998e-32,1.0950209936738584e-39,9.987759773504858e-40,6.9746747159992913e-25,5.1044653121146595e-24,6.8149224553227577e-24,7.2548524602495356e-32,6.3580356255964277e-41,7.3438499253465566e-40,2.2578080812368533e-42,3.6239639174481448e-51,2.6695888564316626e-52,5.1363317629647463e-50,6.8979831914783068e-50,1.757469227223588e-53,4.0831793127694021e-49,2.5542925285088848e-58,6.6331471298507189e-52,3.0538303764248429e-40,7.1267807061756737e-50
2.542880075209749e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548405024,0.66999999982316616,1.4152017525257669e-22,6.6182328042258881e-26,1.9293243653896749e-17,1.4630176751650713e-33,4.5763074390178117e-38,4.4443018791391441e-41,0.0,7.5860744151946467e-42,4.3519713314756635e-49,1.7683032864300984e-10,1.7683397101878235e-10,1.8318834279846969e-15,6.8571051991055873e-22,2.1050683673398569e-17,7.0955680744048031e-19,1.0264408168102685e-20,4.0500196939889236e-20,1.8241505821221589e-20,9.7005449059543591e-21,2.5762143824404845e-22,8.540953170640043e-28,1.3982296850333372e-28,8.0655799801612314e-29,3.4835559285368761e-38,3.137135920796849e-37,1.2948282654397522e-37,3.4444176465512161e-32,1.3626632758302152e-29,4.9514957479955504e-32,1.4436784385360576e-39,1.3309081581104077e-39,7.1042628906964332e-25,5.3088718865065254e-24,8.0902776835148684e-24,8.8672973997333521e-32,8.59756562759577e-41,1.1271504616046696e-39,3.5947922198006375e-42,5.562309269153287e-51,4.0973610967156701e-52,7.9141783333884076e-50,1.0865794421829291e-49,2.707960234583101e-53,7.0844782629697529e-49,4.4317991396641274e-58,1.2955515787354467e-51,4.530781781113696e-40,1.1196886380726469e-49
2.849965534919471e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548405024,0.66999999982316616,2.1014895594385564e-22,8.9423286892243662e-26,2.1575103529428957e-17,1.4788262280229954e-33,6.3633065023448667e-38,6.1798122529326062e-41,0.0,1.0458334316590036e-41,6.7834570717660796e-49,1.7683031864474698e-10,1.7683398323459406e-10,1.8442779517994225e-15,6.8573393180128707e-22,2.3664745740563243e-17,8.9339469319668776e-19,1.0539930630197798e-20,4.708495079918176e-20,1.841730574094265e-20,1.0904011220212363e-20,2.9407642917247658e-22,9.637773148937475e-28,1.7667720102939033e-28,1.019150194031762e-28,4.6088820744992792e-38,4.3609014935398833e-37,1.6757519097289988e-37,3.9324762184361378e-32,1.7678118040553971e-29,6.5547246358673516e-32,1.8990213198960146e-39,1.7675176797827181e-39,7.2289546175197864e-25,5.50648901855411e-24,9.563999976721468e-24,1.0753794312762573e-31,1.1597493666426665e-40,1.7326903348336444e-39,5.7193417578688016e-42,8.5507889551814858e-51,6.2986125239155088e-52,1.2209100516309599e-49,1.7113325662867909e-49,4.1775507817432952e-53,1.2399093279794886e-48,7.7564346713867733e-58,2.5747561312999594e-51,6.6939374221315795e-40,1.7587412180949204e-49
3.126342448658221e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548405024,0.66999999982316616,2.7192051994268557e-22,1.1368288982144756e-25,2.3608699425155388e-17,1.4901974674095312e-33,8.2411058820539407e-38,8.0219426179059907e-41,0.0,1.3494292012695513e-41,9.6431640073532655e-49,1.7683031353703501e-10,1.7683398957182721e-10,1.8511517385077874e-15,6.8574975528754964e-22,2.6017465137127752e-17,1.0763170888135891e-18,1.072626886872636e-20,5.3010156083638469e-20,1.852014966021767e-20,1.1987130956879047e-20,3.2688966805954444e-22,1.0624940223762262e-27,2.135301789119257e-28,1.2317355635433117e-28,5.7832829492598582e-38,5.6805165083291692e-37,2.0611326886480984e-37,4.3717794694318092e-32,2.178271256978523e-29,8.1951209416568798e-32,2.3634344663898343e-39,2.21506246409383e-39,7.3247193900399014e-25,5.6590738911065294e-24,1.0910131747618089e-23,1.2493921703755192e-31,1.4723523214951681e-40,2.4419269463246344e-39,8.2635773310557226e-42,1.2051093307798571e-50,8.876826617715359e-52,1.7249988234078588e-49,2.4544930614830919e-49,5.9023915765802455e-53,1.9364271001078491e-48,1.2113604055068842e-57,4.4410771183461883e-51,9.1134201862936554e-40,2.5172760832473515e-49
3.402719362396971e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548405024,0.66999999982316616,3.3369647860359188e-22,1.411476912244743e-25,2.5623525181218755e-17,1.4995730948483126e-33,1.0372920483251432e-37,1.0136429527412383e-40,0.0,1.6967846933776331e-41,1.324694011391121e-48,1.7683031072223609e-10,1.7683399316365548e-10,1.8554994202417626e-15,6.8576193423566517e-22,2.8370228571062343e-17,1.2755856950654986e-18,1.0869728138543095e-20,5.8916264908755582e-20,1.8589032875485236e-20,1.3070250722695703e-20,3.5970607964680402e-22,1.1612127523859629e-27,2.5387349280639455e-28,1.4644552876731694e-28,7.1178096721796982e-38,7.220743559236739e-37,2.4868243419442827e-37,4.8111255280627502e-32,2.6321462464763224e-29,1.002262336442408e-31,2.8795806837393704e-39,2.7143339519165374e-39,7.4093216792559181e-25,5.7945144955457117e-24,1.2268242139138368e-23,1.426112095180331e-31,1.8262768180562842e-40,3.3358933791823042e-39,1.1530386321540067e-41,1.6463156316708593e-50,1.2126575502485753e-51,2.3614688080833526e-49,3.4033715356928781e-49,8.080205094708108e-53,2.9203927068595479e-48,1.82689457732973e-57,7.4271052621888731e-51,1.2018690043021058e-39,3.4839703774439639e-49
3.679096276135721e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548405024,0.66999999982316616,3.9547634089837737e-22,1.7183719062034099e-25,2.7619707385938059e-17,1.507311812865865e-33,1.2755452509468819e-37,1.252479832300936e-40,0.0,2.0881159221631047e-41,1.7649383762379925e-48,1.7683030947137685e-10,1.7683399488206112e-10,1.8581215187993435e-15,6.8577113590911635e-22,3.0723027879627355e-17,1.4910984552207738e-18,1.0978139484167843e-20,6.4794018355986565e-20,1.8633475609552197e-20,1.415337050622725e-20,3.9252456993397556e-22,1.2599331241626859e-27,2.9770717865198926e-28,1.7173096234957442e-28,8.6160069023530138e-38,8.9885828012826967e-37,2.9528281351157555e-37,5.2504996208986481e-32,3.1294389174140221e-29,1.2037251378585544e-31,3.4474642010320142e-39,3.2653389840035132e-39,7.485005235712393e-25,5.9162537830550499e-24,1.3634905516725328e-23,1.6048842119153642e-31,2.2220069517127299e-40,4.4292381692651915e-39,1.5581974994026598e-41,2.1859281929581804e-50,1.6101110320208785e-51,3.1408934353749045e-49,4.5752455570562131e-49,1.0747171022626452e-52,4.2321407751704906e-48,2.6474779047723039e-57,1.1750553225506847e-50,1.542892536293504e-39,4.6761367971819754e-49
3.955473189874471e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548405024,0.66999999982316616,4.5725958686226281e-22,2.0576699724700453e-25,2.9597442654764416e-17,1.5138045067601174e-33,1.5385787423163982e-37,1.519135819344325e-40,0.0,2.5240678596782829e-41,2.2936365082365795e-48,1.7683030918856271e-10,1.7683399544036013e-10,1.8596727087258918e-15,6.8577808247677519e-22,3.3075854254971812e-17,1.7226914921679052e-18,1.1060019740458342e-20,7.0635186228744351e-20,1.8661874792000139e-20,1.5236490298144295e-20,4.253442579276497e-22,1.3586547311030166e-27,3.4503127024344711e-28,1.9902988471719191e-28,1.0282756482464204e-37,1.0993675495604754e-36,3.459145362753311e-37,5.6898898549811305e-32,3.6701511467214736e-29,1.4239020873604582e-31,4.0670885451569134e-39,3.8680828434154537e-39,7.554088927623423e-25,6.0278496822468546e-24,1.5006588564472569e-23,1.7850318931390474e-31,2.660190119825506e-40,5.746437657447626e-39,2.0522600671318008e-41,2.8360283545097225e-50,2.0889408797218545e-51,4.0809440957861632e-49,5.9990445707418045e-49,1.3963756544610886e-52,5.9507629514063272e-48,3.722587336941027e-57,1.7913423465868777e-50,1.9369844457031325e-39,6.1227510208279617e-49
4.50822701735197e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548405024,0.66999999982316616,5.8083509126901115e-22,2.8337302542152616e-25,3.3498112520313331e-17,1.5239199425419509e-33,2.137645960716092e-37,2.1367100587736329e-40,0.0,3.5310189694345193e-41,3.6397718298101202e-48,1.7683031043192077e-10,1.768339943881031e-10,1.8607658617271699e-15,6.8578681730274378e-22,3.7781568750485527e-17,2.2336623508123013e-18,1.1163080463064741e-20,8.2191862407278209e-20,1.8686812887758817e-20,1.7402729890027726e-20,4.9098572581554981e-22,1.5561007584152138e-27,4.501507366323073e-28,2.5966825665649651e-28,1.4134397674690327e-37,1.5740278585310394e-36,4.5927226749138106e-37,6.568698489141876e-32,4.8818377737529847e-29,1.9204012390909858e-31,5.4615660385214314e-39,5.2287962322078442e-39,7.6774457211224259e-25,6.2282657590593726e-24,1.7757424256673509e-23,2.1479985501280577e-31,3.6655441167398658e-40,9.1218478422064025e-39,3.3367175932476189e-41,4.5019700869064024e-50,3.3159754684972231e-51,6.493068216266105e-49,9.6845763448672528e-49,2.2217369312488851e-52,1.0850439569790027e-47,6.7876523015995514e-57,3.7403663116496746e-50,2.8908511541256924e-39,9.8615974595494331e-49
5.0609808448294695e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548405024,0.66999999982316616,7.0442020234680763e-22,3.7399836206881009e-25,3.7327251674840445e-17,1.5320690748083159e-33,2.8309955512168757e-37,2.8695478581227126e-40,0.0,4.7223988082769127e-41,5.4375406357015498e-48,1.7683031213245002e-10,1.7683399278360482e-10,1.8613277854393685e-15,6.8579211687429562e-22,4.2487324084102052e-17,2.8070344671782763e-18,1.1225647775134779e-20,9.3552032451561134e-20,1.8699710555117504e-20,1.9568969462255141e-20,5.5662773330949335e-22,1.7535486406333345e-27,5.6923202329852297e-28,3.2836079432218264e-28,1.870877381628055e-37,2.1531732781142066e-36,5.8875617400808963e-37,7.447514343744665e-32,6.2672133499196396e-29,2.4917651929462745e-31,7.0630255894150236e-39,6.7964916452317359e-39,7.7914110360949376e-25,6.4142022638152242e-24,2.0502509893573128e-23,2.5115082351259608e-31,4.8469521150692024e-40,1.3690219574946049e-38,5.103841627269857e-41,6.7567273414649585e-50,4.9766799041534847e-51,9.7625579693610702e-49,1.4730082729544038e-48,3.340466420443387e-52,1.8491821569376481e-47,1.1567831577345264e-56,7.2432861375686405e-50,4.0818366387038915e-39,1.4970952869100978e-48
6.166488499784468e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548405024,0.66999999982316616,9.5163151399103193e-22,6.1964959961753776e-25,4.4642481059228467e-17,1.5439884475711858e-33,4.6627551739332546e-37,4.9217067925074427e-40,0.0,8.0419019727933538e-41,1.1673034829951248e-47,1.7683031623664694e-10,1.768339887083853e-10,1.8615396964084882e-15,6.8579553405911326e-22,5.1898919795558247e-17,4.2530870350751066e-18,1.1266129316206209e-20,1.1528093963548991e-19,1.8705012119758566e-20,2.390144848702037e-20,6.8791350595292478e-22,2.1484482713265528e-27,8.772031653877648e-28,5.0601706618237366e-28,3.166527511727539e-37,3.8722213987667587e-36,9.2835577344425336e-37,9.205169658943252e-32,9.9064185233356849e-29,4.0088209177464207e-31,1.1300865964916509e-38,1.0966802378361387e-38,7.998580882525273e-25,6.753860860370673e-24,2.5925353481036254e-23,3.2337215885722587e-31,8.1129148357239623e-40,3.0950689751649777e-38,1.197755635243167e-40,1.5275950632796913e-49,1.125126043399697e-50,2.2147942420750693e-48,3.4185191970734068e-48,7.5784158723878721e-52,5.9243884872172101e-47,3.7060886958318363e-56,3.4773002260938042e-49,7.7406402523441261e-39,3.4608046359928772e-48
7.271996154739467e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548405024,0.66999999982316616,1.1988727128859015e-21,9.1604296350424162e-25,5.1695866013919864e-17,1.5545652638444481e-33,6.8316193211067425e-37,7.4666530181632247e-40,0.0,1.214651809910857e-40,2.050166138139138e-47,1.7683032036935856e-10,1.768339845802566e-10,1.8616137408583742e-15,6.8579714711110597e-22,6.1310536656028538e-17,5.9276118324273303e-18,1.1285339223596883e-20,1.3623659322667649e-19,1.8707017499058073e-20,2.8233927410645358e-20,8.1919977015223701e-22,2.5433488521863839e-27,1.2410203591208101e-27,7.1589043930999502e-28,4.7785683411662575e-37,6.0631242797180033e-36,1.3324611952097165e-36,1.0962831581216046e-31,1.424039131345559e-28,5.82534119594683e-31,1.6366649327066691e-38,1.5965055633086815e-38,8.1990495090153046e-25,7.0829465876878749e-24,3.1280535063899438e-23,3.9493340641105402e-31,1.2114539168186212e-39,5.6682727187617218e-38,2.2370510188783881e-40,2.7976600168632971e-49,2.0605463961936185e-50,4.0635622141436441e-48,6.3477296470742748e-48,1.3904416887504283e-51,1.3376043089054755e-46,8.3675814081121105e-56,9.6929404794851513e-49,1.2473331478179068e-38,6.4126492789600681e-48
