Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),CO2X(24)
2.1974817518631318e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30469722988275433,0.11157341548715942,0.010042909629397181,1.1355596901126941e-14,2.6335875284881553e-10,0.0035482386999510368,7.9132928998257672e-08,2.8276396881948988e-12,2.4254480826911506e-21,1.4451325520426185e-07,8.0636121412542163e-24,2.8668853891320223e-07,6.9984093225183693e-19,3.5291988369235936e-17,2.9134238271045024e-17,8.3536600730670404e-20,6.7740331998344092e-13,3.2984127118352383e-17,0.0052541944061658382,0.025557164817539751,3.159880299765842e-10,0.00016681745369873764,3.7626024638782278e-12,5.3603198838319096e-06,0.0018367005975527659,6.6518470684771898e-10,7.1247601735638598e-08,5.002348986775967e-05,1.7991463052783825e-19
2.1997029928062624e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30467894841221915,0.11157076641070755,0.010035192218526483,1.140259459314499e-14,2.6419169121813215e-10,0.0035542712929624589,7.932787017240212e-08,2.8348860319952435e-12,2.4379445920130441e-21,1.4462200964355312e-07,8.1038555445042948e-24,2.8690667257319166e-07,7.0207319874320018e-19,3.5404456064164658e-17,2.9228397938243055e-17,8.3837370081371924e-20,6.7815613873344676e-13,3.312362123782796e-17,0.0052537537016520584,0.025572599275884664,3.1616968638030398e-10,0.00016693357850967487,3.774549116205525e-12,5.3733578665132515e-06,0.001839776869915432,6.6608967643635594e-10,7.141431829048432e-08,5.0105603600386763e-05,1.8045535881892237e-19
2.201924233749393e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30466067892855347,0.11156811559627665,0.010027481662751523,1.1449730935490741e-14,2.6502633002472174e-10,0.0035603070610868612,7.9523050021886656e-08,2.8421432425044424e-12,2.4504913382246888e-21,1.4473072682476663e-07,8.1442575821390799e-24,2.8712473206403956e-07,7.0431024701189897e-19,3.5517132799057712e-17,2.9322747977224609e-17,8.4138874715144396e-20,6.7890827144544526e-13,3.3263560050813875e-17,0.005253313137752012,0.025588020023613284,3.1635115889822029e-10,0.00016704965268022319,3.7865203370631288e-12,5.3864126885147013e-06,0.0018428547224184071,6.6699472811456873e-10,7.1581219210273187e-08,5.0187753942566269e-05,1.8099702263960288e-19
2.2041454746925238e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30464242141906855,0.11156546304586883,0.010019777954723643,1.1497006156877262e-14,2.6586267064750504e-10,0.0035663460006013434,7.9718468461086094e-08,2.8494113240708141e-12,2.4630884636680826e-21,1.4483940677253307e-07,8.1848187116839023e-24,2.8734271744356282e-07,7.0655208213299616e-19,3.5630018616605256e-17,2.9417288507990072e-17,8.444111550847861e-20,6.7965971746824637e-13,3.340394450941845e-17,0.005252872714340104,0.025603427075423096,3.1653244772190354e-10,0.00016716567625633879,3.7985161460279236e-12,5.3994843490087842e-06,0.001845934153186194,6.6789986128221208e-10,7.1748304398257017e-08,5.0269940841599902e-05,1.8153962212771208e-19
2.2061445915413413e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30462599988798167,0.11156307426789452,0.010012850466255626,1.1539672786731891e-14,2.6661683339954383e-10,0.0035717837546291155,7.9894548979665115e-08,2.8559618958240229e-12,2.4744690686106464e-21,1.4493718691122704e-07,8.2214601305860032e-24,2.8753884096767396e-07,7.0857383069443256e-19,3.5731794653034902e-17,2.9502537955136933e-17,8.4713762363041515e-20,6.8033543123419885e-13,3.3530672336804118e-17,0.0052524764532830568,0.025617281724174861,3.1669545076276527e-10,0.00016727005425452081,3.809333413098795e-12,5.4112632396717356e-06,0.0018487069887451332,6.6871455031475759e-10,7.1898838536552778e-08,5.0343940263339853e-05,1.8202876175058315e-19
2.208143708390159e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30460958803648785,0.11156068408685521,0.010005928513172889,1.1582452260586318e-14,2.6737237674206342e-10,0.003577224071762333,8.0070822623748199e-08,2.8625212798134897e-12,2.4858907002319699e-21,1.4503493692857788e-07,8.2582311197154008e-24,2.8773490455041334e-07,7.1059946441433073e-19,3.583374011122246e-17,2.9587941884757117e-17,8.4987006854970163e-20,6.8101058778791295e-13,3.3657762604468268e-17,0.0052520803058284434,0.025631125301812389,3.1685830530568359e-10,0.00016737439134178558,3.8201706271226903e-12,5.4230557681884422e-06,0.0018514810998167663,6.6952930442040516e-10,7.2049521783411888e-08,5.0417969215182499e-05,1.8251865946598887e-19
2.2101428252389764e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30459318585537087,0.11155829250420567,0.0099990120901376645,1.1625344745159794e-14,2.6812930167754562e-10,0.0035826669492958689,8.0247289330534656e-08,2.8690894791972222e-12,2.4973534627290058e-21,1.4513265684238652e-07,8.2951320142303638e-24,2.8793090823375322e-07,7.1262898698996494e-19,3.593585502141144e-17,2.9673500383803758e-17,8.5260849622440182e-20,6.8168518666272191e-13,3.3785216008497581e-17,0.0052516842718850253,0.025644957819011334,3.1702101148984659e-10,0.00016747868755147746,3.8310278024488408e-12,5.4348619339247111e-06,0.0018542564850383481,6.7034412316185005e-10,7.2200354068166841e-08,5.0492027658860564e-05,1.8300931536506573e-19
2.212141942087794e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30457679333542653,0.11155589952139898,0.0099921011918187707,1.1668350407166922e-14,2.6888760920753615e-10,0.0035881123845276008,8.0423949037096397e-08,2.8756664971291796e-12,2.5088574604447226e-21,1.4523034667040153e-07,8.3321631498410719e-24,2.8812685205960527e-07,7.1466240211778003e-19,3.603813941354744e-17,2.9759213539061492e-17,8.5535291303359208e-20,6.823592273946814e-13,3.3913033245658335e-17,0.0052512883513616748,0.025658779286434216,3.1718356945430178e-10,0.00016758294291689918,3.8419049534992939e-12,5.4466817362343356e-06,0.0018570331430486594,6.7115900609962578e-10,7.2351335320198844e-08,5.0566115556156905e-05,1.8350072954283888e-19
2.2141410589366115e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3045604104674613,0.11155350513988667,0.009985195812891463,1.1711469413317427e-14,2.6964730033266424e-10,0.003593560374758345,8.0600801680380738e-08,2.882252336759357e-12,2.520402797865122e-21,1.4532800643032078e-07,8.3693248627988184e-24,2.8832273606982342e-07,7.1669971349340234e-19,3.6140593317284727e-17,2.9845081437148041e-17,8.5810332535371758e-20,6.8303270952250615e-13,3.4041215013382499e-17,0.0052508925441673761,0.025672589714730635,3.1734597933794167e-10,0.00016768715747130753,3.8528020946822395e-12,5.4585151744635385e-06,0.001859811072487969,6.7197395279508147e-10,7.250246546882133e-08,5.0640232868903573e-05,1.8399290209337594e-19
2.216140175785429e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30454403724229306,0.11155110936111869,0.0099782959480373499,1.1754701930315924e-14,2.7040837605265304e-10,0.0035990109172918203,8.077784719721227e-08,2.8888470012338272e-12,2.5319895796176281e-21,1.4542563613979199e-07,8.4066174898903022e-24,2.8851856030620321e-07,7.1874092481164421e-19,3.6243216761989696e-17,2.9931104164514425e-17,8.6085973955861675e-20,6.837056325875328e-13,3.416976200976018e-17,0.005250496850211216,0.025686389114537526,3.1750824127950643e-10,0.00016779133124791173,3.8637192403907906e-12,5.4703622479509022e-06,0.0018625902719980154,6.7278896281044336e-10,7.26537444432778e-08,5.0714379558981253e-05,1.8448583310958923e-19
2.220138409483064e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30451131968367562,0.11154631361760767,0.0099645127393069282,1.1841508163647689e-14,2.7193468527156546e-10,0.0036099196484963613,8.1132516598203182e-08,2.9020628172803166e-12,2.5552878953370005e-21,1.4562080547773326e-07,8.4815968363059731e-24,2.8891002962434418e-07,7.2283506205115273e-19,3.6448972390328883e-17,3.0103614452055823e-17,8.6639059910499555e-20,6.8504979970762102e-13,3.4427954484133228e-17,0.0052497058016501867,0.025713954871166785,3.1783232189060584e-10,0.0001679995566003073,3.8856136028856722e-12,5.4940972980163543e-06,0.0018681524758046243,6.7441917105393859e-10,7.2956748586325929e-08,5.0862760918895718e-05,1.8547397090556694e-19
2.2281348768783344e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30444599987723053,0.11153670542714128,0.0099370122574209442,1.2016490094851032e-14,2.75003962734609e-10,0.0036317676202243178,8.1844167089460746e-08,2.9286004854957516e-12,2.6023864781169946e-21,1.460107843192462e-07,8.6331413770830018e-24,2.8969225280720303e-07,7.3107029832233196e-19,3.6862519398762067e-17,3.0450496763820302e-17,8.7752462097234023e-20,6.8773140530328062e-13,3.4948752965981563e-17,0.0052481250593973839,0.025768954509163729,3.1847871389549146e-10,0.00016841551942741186,3.9296430138795255e-12,5.5417309913001572e-06,0.0018792920646664509,6.7768032821052927e-10,7.3564539661595564e-08,5.115987449484627e-05,1.8745935205790858e-19
2.2361313442736046e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30438083333235444,0.1115270750422451,0.0099095994080185303,1.2193306867738516e-14,2.7809550525884605e-10,0.0036536561281708202,8.2558896424756753e-08,2.9552797017406325e-12,2.650159954891682e-21,1.4640028430707082e-07,8.7868185161063308e-24,2.9047352426292602e-07,7.3936834710965622e-19,3.727878221698175e-17,3.0799865948529701e-17,8.8875538563448606e-20,6.9040401574505434e-13,3.5475473601432766e-17,0.0052465461188220862,0.025823778876718193,3.1912275429456936e-10,0.00016883083350703495,3.9739941025479922e-12,5.5895827710928535e-06,0.0018904518232225394,6.8094244984627053e-10,7.4174703993794e-08,5.1457453861465519e-05,1.8945687857659023e-19
2.244127811668875e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30431581946814423,0.111517422554765,0.0098822738545745279,1.2371969147452237e-14,2.8120937627358968e-10,0.003675585001534806,8.327670048719278e-08,2.9821006649743153e-12,2.6986151081061242e-21,1.4678930654099476e-07,8.9426501356131749e-24,2.9125384663170769e-07,7.4772944437831354e-19,3.7697762549704231e-17,3.1151727437786782e-17,9.0008329941112738e-20,6.9306760325722321e-13,3.6008161469812951e-17,0.0052449689741700554,0.025878428646889159,3.1976445187453231e-10,0.0001692455009361097,4.0186677812497763e-12,5.6376525904875933e-06,0.001901631665435774,6.8420550845099141e-10,7.4787237013747695e-08,5.1755496608569725e-05,1.914665557697146e-19
2.252124279064145e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3042509577065135,0.11150774805614952,0.0098550352621709011,1.2552487597047708e-14,2.8434563897549646e-10,0.0036975540702507796,8.3997575129521994e-08,3.0090635731520326e-12,2.7477587565099519e-21,1.4717785210873408e-07,9.1006582564083978e-24,2.9203322253935092e-07,7.5615382587807926e-19,3.8119462028582814e-17,3.1506086620730879e-17,9.115087679384531e-20,6.9572214071754539e-13,3.6546861819381148e-17,0.0052433936197138356,0.025932904489521402,3.2040381538337385e-10,0.00016965952379978725,4.0636649586379532e-12,5.6859404006808994e-06,0.0019128315056414831,6.8746947672589874e-10,7.5402134135643034e-08,5.2054000338255377e-05,1.9348838867850298e-19
2.2601207464594153e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30418624747217404,0.1114980516374522,0.0098278832974865726,1.2734872877226884e-14,2.8750435632881323e-10,0.0037195631649847008,8.4721516174587282e-08,3.0361686232267178e-12,2.7975977551182998e-21,1.4756592208620259e-07,9.2608650381120871e-24,2.9281165459742351e-07,7.6464172714116599e-19,3.854388221257595e-17,3.1862948844153292e-17,9.2303219616492156e-20,6.983676016497868e-13,3.7091620067142066e-17,0.0052418200497525817,0.025987207071265814,3.2104085353061455e-10,0.00017007290417153374,4.1089865396613166e-12,5.7344461509888936e-06,0.0019240512585453611,6.9073432758198905e-10,7.6019390757343553e-08,5.2352962664818652e-05,1.9552238207904507e-19
2.2681172138546855e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30412168819261864,0.1114883333893336,0.00980081762878777,1.2919135646081966e-14,2.9068559106560333e-10,0.0037416121171300991,8.5448519415736041e-08,3.0634160111507186e-12,2.8481389951760759e-21,1.4795351753776364e-07,9.4232927794079586e-24,2.935891454034051e-07,7.7319338348019947e-19,3.8971024588298383e-17,3.222231941261071e-17,9.3465398834718913e-20,7.0100396021663901e-13,3.7642481798677088e-17,0.0052402482586119074,0.026041337055598721,3.216755749875134e-10,0.00017048564411323002,4.1546334255673393e-12,5.7831697888643904e-06,0.0019352908392214921,6.9400003413847168e-10,7.6639002260702523e-08,5.265238121467825e-05,1.9756854048402239e-19
2.2841101486452263e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30399302022164199,0.11146883176552219,0.0097469438602950202,1.3293336267696176e-14,2.9711586245814247e-10,0.0037858289228457891,8.6911695514518447e-08,3.118338579362453e-12,2.9513559455797573e-21,1.4872728906424281e-07,9.7549010323127982e-24,2.9514131357937157e-07,7.9048890152674023e-19,3.9833481501637625e-17,3.2948606592306298e-17,9.5819427812365293e-20,7.0624927006021868e-13,3.8762698897408689e-17,0.0052371099902261227,0.026149081870168889,3.2293810232517558e-10,0.00017130921089670954,4.2469066985296124e-12,5.8812705079161099e-06,0.0019578291460179216,7.0053390786111515e-10,7.7885271361629218e-08,5.325257755013933e-05,2.0169736905134976e-19
2.300103083435767e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30386494926852109,0.11144924390221851,0.0096934113342172241,1.3675174664949439e-14,3.0363695037411798e-10,0.0038302031529554932,8.8387069197985066e-08,3.1738328254567705e-12,3.0574654609950841e-21,1.4949917498112536e-07,1.0095664195461467e-23,2.9668974757059615e-07,8.0804225804972459e-19,4.0706843227645726e-17,3.3684989755731403e-17,9.8213285733422165e-20,7.1145787606924935e-13,3.9907881165856019e-17,0.0052339787696846522,0.026256144178253931,3.2419146600891592e-10,0.00017213024041754215,4.3404919135909984e-12,5.9802421008355622e-06,0.0019804457539193605,7.070708869530385e-10,7.9140904184788247e-08,5.3854570595600083e-05,2.0587490527942577e-19
2.316096018226308e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30373747085163483,0.11142957051076902,0.0096402174528841967,1.4064735983190775e-14,3.1024934833379261e-10,0.0038747334844188731,8.9874605791927206e-08,3.2299002812009764e-12,3.1665239721543027e-21,1.5026918341158377e-07,1.0445765690325474e-23,2.9823446766382808e-07,8.2585532743801313e-19,4.1591119089947808e-17,3.44315098301659e-17,1.006472934724408e-19,7.1662959385248044e-13,4.107839934142325e-17,0.0052308545525291726,0.026362529175266117,3.2543573405210395e-10,0.00017294874876420046,4.4353961477930923e-12,6.0800840818811698e-06,0.0020031399965875244,7.1361076370673328e-10,8.0405863239956802e-08,5.4458341791219424e-05,2.1010117596324258e-19
2.332088953016849e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30361058053228657,0.11140981229642673,0.0095873596431406954,1.4462105302256662e-14,3.1695354616441977e-10,0.003919418605480068,9.137427018829481e-08,3.2865424625160101e-12,3.2785884860515275e-21,1.5103732231603319e-07,1.0805391187320051e-23,2.9977549393343837e-07,8.439299803737221e-19,4.2486317287901531e-17,3.5188207077888382e-17,1.0312177075984829e-19,7.2176424859478551e-13,4.2274626843391681e-17,0.0052277372947100859,0.026468242007588443,3.2667097387530756e-10,0.0001737647518494108,4.531626419260128e-12,6.1807959370938446e-06,0.0020259112133976707,7.201533335997526e-10,8.1680110809780772e-08,5.506387276402114e-05,2.143762038485663e-19
2.3480818878073897e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30348427391419197,0.11138996995841477,0.0095348353560590852,1.4867367628765521e-14,3.2375003000842967e-10,0.0039642572155511044,9.2886026857513581e-08,3.3437608695340079e-12,3.3937165846829776e-21,1.5180359949886265e-07,1.1174728613463741e-23,3.0131284624552864e-07,8.6226808376977051e-19,4.3392444907855831e-17,3.5955121099926978e-17,1.0563703617025616e-19,7.2686167484873344e-13,4.3496939767519154e-17,0.0052246269525817847,0.0265732877731494,3.2789725231262626e-10,0.00017457826541319597,4.6291896873109196e-12,6.2823771248095871e-06,0.0020487587493795093,7.2669839524783279e-10,8.2963608959078037e-08,5.5671145325586664e-05,2.187000076869325e-19
2.3640748225979306e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30335854664297246,0.11137004418998904,0.0094826420666551618,1.5280607888503756e-14,3.3063928233195921e-10,0.0040092480250964839,9.440983986061403e-08,3.40155698665711e-12,3.511966423739065e-21,1.5256802261489438e-07,1.1553968159939344e-23,3.028465442619307e-07,8.8087150070850891e-19,4.4309507934483437e-17,3.6732290839847064e-17,1.0819340711107356e-19,7.3192171632945986e-13,4.4745716880549292e-17,0.0052215234828979704,0.026677671521991159,3.2911463561796289e-10,0.00017538930502581575,4.728092852580862e-12,6.3848270761664003e-06,0.0020716819551586888,7.3324575035832938e-10,8.4256319543884318e-08,5.6280141469780033e-05,2.23072602289996e-19
2.3800677573884715e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30323339440565694,0.1113500356784999,0.0094307772736083161,1.5701910918928145e-14,3.376217819336741e-10,0.0040543897555193383,9.594567286112148e-08,3.4599322826172489e-12,3.6333967312560907e-21,1.5333059917555783e-07,1.1943302289544701e-23,3.0437660744407788e-07,8.9974209038164629e-19,4.5237511262140139e-17,3.7519754587598444e-17,1.1079119981145458e-19,7.3694422571359545e-13,4.6021339614664059e-17,0.0052184268428070437,0.026781398256829351,3.3032318947120752e-10,0.00017619788609062368,4.8283427571447547e-12,6.4881451955990483e-06,0.002094680186899082,7.3979520368467551e-10,8.5558204220351971e-08,5.6890843370508364e-05,2.2749399858393905e-19
2.3960606921790123e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30310881293019132,0.11132994510545324,0.0093792384989862115,1.6131361461798263e-14,3.4469800395389969e-10,0.0040996811390492625,9.7493489136696558e-08,3.5188882105369509e-12,3.7580668062240411e-21,1.5409133655477185e-07,1.2342925744001799e-23,3.0590305505674588e-07,9.1888170803137537e-19,4.6176458706242621e-17,3.8317549983408853e-17,1.1343072931160863e-19,7.4192906444248798e-13,4.7324192061864664e-17,0.0052153369898475617,0.026884472933603631,3.315229789843255e-10,0.00017700402384685673,4.9299461846486093e-12,6.5923308613291761e-06,0.0021177528062458978,7.463465629814687e-10,8.6869224453436298e-08,5.7503233379518085e-05,2.3196420366359259e-19
2.412053626969553e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30298479798495587,0.11130977314657034,0.0093280232879734432,1.6569044155931353e-14,3.5186841988408531e-10,0.0041451209186315983,9.9053251590557662e-08,3.5784262079912703e-12,3.8860365171461652e-21,1.5485024199455518e-07,1.275303555111724e-23,3.0742590617167814e-07,9.3829220489252897e-19,4.7126353014679921e-17,3.9125714021712399e-17,1.1611230945246376e-19,7.4687610252934788e-13,4.8654660968259109e-17,0.0052122538819437507,0.026986900462020319,3.3271406870736374e-10,0.00017780773337236602,5.0329098604484153e-12,6.6973834258464306e-06,0.0021408991802695518,7.5289963896030242e-10,8.8189341525399981e-08,5.8117294024224963e-05,2.3648322084616478e-19
2.428046561760094e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30286134537828829,0.11128952047184752,0.0092771292086039139,1.7015043530068619e-14,3.5913349757658824e-10,0.0041907078478180182,1.0062492276270675e-07,3.6385476970708088e-12,4.0173663005513154e-21,1.5560732261038883e-07,1.3173831031808088e-23,3.0894517967110897e-07,9.5797542813577403e-19,4.8087195879264848e-17,3.9944283055125198e-17,1.1883625286565722e-19,7.5178521836994942e-13,5.0013135728256802e-17,0.0052091774774011097,0.02708868570608771,3.3389652263438373e-10,0.00017860902958627195,5.1372404517506133e-12,6.8033022163818248e-06,0.0021641186814101718,7.5945424524635257e-10,8.9518516544136983e-08,5.8733008005575154e-05,2.4105104972488887e-19
2.444039496550635e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3027384509580141,0.11126918774561476,0.0092265538514967015,1.7469443995851279e-14,3.6649370125475165e-10,0.0042364406906584447,1.0220846484095477e-07,3.6992540844457111e-12,4.1521171594626167e-21,1.5636258539634536e-07,1.360551380700292e-23,3.1046089425118847e-07,9.7793322081194328e-19,4.9058987947215866e-17,4.0773292798470928e-17,1.2160287096383975e-19,7.5665629855683894e-13,5.1400008378682992e-17,0.0052061077349020574,0.027189833484644207,3.3507040420932308e-10,0.0001794079272515521,5.2429445677610974e-12,6.9100865353732469e-06,0.0021874106874227809,7.6601019833562222e-10,9.0856710451313459e-08,5.9350358195936805e-05,2.4566768622227298e-19
2.4600324313411757e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30261611061098365,0.11124877562659348,0.0091762948295958068,1.7932329840910089e-14,3.739494915232564e-10,0.0042823182215943195,1.0380383967173845e-07,3.7605467614305568e-12,4.2903506618244921e-21,1.5711603722998876e-07,1.4048287804416052e-23,3.1197306842530442e-07,9.9816742179749644e-19,5.004172883265804e-17,4.1612778332844096e-17,1.2441247393129593e-19,7.6148923769714221e-13,5.2815673592819425e-17,0.0052030446135016206,0.027290348571878922,3.362357763317774e-10,0.00018020444097756452,5.3500287598381292e-12,7.0177356609239308e-06,0.0022107745813231636,7.7256731755290796e-10,9.2203884030334234e-08,5.9969327637023131e-05,2.5033312264310407e-19
2.4760253661317166e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30249432026261552,0.11122828476795403,0.009126349777913538,1.8403785222070286e-14,3.8150132537874551e-10,0.0043283392253532721,1.0541100877073072e-07,3.8224271040501362e-12,4.4321289388881188e-21,1.5786768487705403e-07,1.4502359265189459e-23,3.1348172052730672e-07,1.0186798657410225e-18,5.1035417128138647e-17,4.246277410970581e-17,1.2726537071487992e-19,7.6628393823395265e-13,5.4260528674369991e-17,0.005199988072623213,0.027390235697844798,3.3739270136270731e-10,0.00018099858522251474,5.4584995216499366e-12,7.126248847253087e-06,0.0022342097513344357,7.7912542501043475e-10,9.3559997914137823e-08,6.0589899537846607e-05,2.5504734772717908e-19
