Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),COX(50),CHOX(53),O(29),CO2X(24),acetyl(44),CH4OX(63),C2H4X(215),C2H6X(52),C2H4X(70),CHO2X(213),HOCO(73),CHO3(123),CHO2(74),S(216)
3.43936017988924e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423788682284515,0.1072474051711632,0.020553537149913304,2.04438487077843e-05,0.0006960292068534119,0.003367528427724131,0.0016903772920064534,2.6883517629387744e-05,1.163640783281673e-13,0.0019264664194375781,1.2514414506354046e-11,0.00038210872658835197,1.2169683121334544e-09,8.349069656400757e-06,1.1724384614329476e-10,5.672192933141647e-12,0.00011140197972067373,3.871712351311028e-07,0.007697137229008108,0.001972026431602753,0.00016677873908953894,1.6164741239537211e-06,9.85065354186121e-09,2.7032555297303244e-09,1.3554323662015524e-12,2.529546898260157e-08,1.874069725372785e-05,5.0040013628092065e-06,3.2074877219256045e-08,6.691946201159662e-05,5.9639820512547905e-09,6.125433087918501e-07,5.231623368839518e-09,4.317012161427333e-11,1.0303209884119859e-05,4.2234696833500835e-09,8.148968594639018e-12,9.242431955881584e-11,3.6150760881387446e-08,7.375616576032777e-08,1.0914272258578207e-13,4.343878885346674e-13,5.958983944888981e-13,1.949201235431867e-15,3.3260501139878525e-14,3.0386425182307763e-21
3.4588241680815244e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44238059044372435,0.10722718309620666,0.020541397093649806,2.075857288841451e-05,0.0007046740892105866,0.0033927394846374513,0.0017060229871389298,2.712111806008225e-05,1.1871121451506758e-13,0.0019314300659183476,1.271653282088918e-11,0.00038220129161273524,1.2282939800492558e-09,8.470236508348249e-06,1.1835958411978409e-10,5.74702418669256e-12,0.00011190861648805665,3.937020307722821e-07,0.00769570311726189,0.001970704257126831,0.00016720445519413462,1.6194954330763278e-06,9.870201820019205e-09,2.7098650310661554e-09,1.35942765004125e-12,2.5438442669414616e-08,1.8798949060419116e-05,5.04484544267513e-06,3.2465956516541986e-08,6.742374286779223e-05,5.97937217734691e-09,6.2287696298161e-07,5.280067344320406e-09,4.363341316087537e-11,1.0313256157662233e-05,4.25553332037949e-09,8.245584228946527e-12,9.376602835699386e-11,3.6813748696896914e-08,7.441159521243334e-08,1.1098417230981262e-13,4.3875030877061133e-13,6.052168705163497e-13,1.988209441279779e-15,3.3780712997587253e-14,3.1374724000194757e-21
3.478288156273809e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423823976209316,0.10720696191462072,0.02052926404353935,2.1075633788384825e-05,0.0007133560959325741,0.003417973462564351,0.001721704885282288,2.735836755241706e-05,1.2109163488654785e-13,0.0019363518341391803,1.2919906863454342e-11,0.0003822939031601299,1.2396094201916978e-09,8.592034900612607e-06,1.1947838640931106e-10,5.822269655697439e-12,0.00011240955832513385,4.0029244343371386e-07,0.007694270639169485,0.0019692953712315392,0.00016762932543017256,1.622431292115712e-06,9.889509598439006e-09,2.7164140868209447e-09,1.3634024062805845e-12,2.55823385022763e-08,1.8857688684191823e-05,5.085763339541032e-06,3.2858630455287863e-08,6.79285010341397e-05,5.9946339234717876e-09,6.333049649296806e-07,5.328624772836521e-09,4.409890905732815e-11,1.0323074841274734e-05,4.287432727091275e-09,8.342583536828511e-12,9.511475750633064e-11,3.748358351846434e-08,7.506609701518714e-08,1.1284246409301214e-13,4.431089580023442e-13,6.146079692387935e-13,2.0276126767898577e-15,3.430498059218212e-14,3.2387221265723057e-21
3.4977521444660935e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.442384288874701,0.10718674169789588,0.020517137988766546,2.1395018358595546e-05,0.0007220747536961233,0.003443230273446133,0.001737422642448364,2.759525155729706e-05,1.2350560920273834e-13,0.0019412320574525165,1.3124517893466332e-11,0.0003823865713275323,1.2509138524090514e-09,8.714454932648949e-06,1.2060023444929842e-10,5.897926859231569e-12,0.00011290479482411428,4.0694240201962225e-07,0.007692839783335168,0.0019678006554687153,0.00016805336340182928,1.625282039509659e-06,9.908578978455945e-09,2.72290318874574e-09,1.3673569430023776e-12,2.5727167372200408e-08,1.891691983851903e-05,5.126754369461538e-06,3.325287786733025e-08,6.843373480871076e-05,6.009768316825809e-09,6.438272022346299e-07,5.377294608276605e-09,4.456660625585075e-11,1.033267010217455e-05,4.319164578172861e-09,8.439962704022295e-12,9.647039807382728e-11,3.816026447676129e-08,7.571963096796579e-08,1.1471757894022737e-13,4.474633397646124e-13,6.240713791917244e-13,2.0674078598351417e-15,3.483328655073228e-14,3.3424285898248425e-21
3.517216132658378e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423862633221154,0.10716652251733677,0.020505018918600865,2.1716713304082335e-05,0.0007308295880863189,0.003468509834588485,0.00175317591775477,2.7831755766860442e-05,1.2595340766078605e-13,0.0019460710660637072,1.3330347040000741e-11,0.000382479305730065,1.2622065070711285e-09,8.83748664995991e-06,1.2172510983447786e-10,5.973993312681491e-12,0.00011339431639492772,4.13651831303732e-07,0.0076914105383974985,0.001966220989000189,0.00016847658247160258,1.6280480185231197e-06,9.927412040881292e-09,2.7293328242182992e-09,1.3712915669602241e-12,2.587294022407584e-08,1.897664626215397e-05,5.167817854483579e-06,3.364867755389765e-08,6.893944259586579e-05,6.0247763746447016e-09,6.544435559568641e-07,5.426075813892121e-09,4.50365017336265e-11,1.0342046030839856e-05,4.350725594231999e-09,8.537717930725662e-12,9.783284052488616e-11,3.8843790153013543e-08,7.637215753067104e-08,1.1660949669641874e-13,4.5181296004786277e-13,6.33606781616199e-13,2.107591797958792e-15,3.536561309285624e-14,3.448628759628518e-21
3.5366801208506625e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44238832008274775,0.1071463044440585,0.020492906822396777,2.204070508754042e-05,0.0007396201236667609,0.003493812068548157,0.0017689643733945354,2.806786611265009e-05,1.284353008918357e-13,0.0019508691870613055,1.3537375308344809e-11,0.00038257211552187014,1.2734866250418436e-09,8.961120046480798e-06,1.2285299431545368e-10,6.050466528134962e-12,0.00011387811425288407,4.2042065198652994e-07,0.007689982893030016,0.001964557248559546,0.00016889899576449184,1.6307295771466906e-06,9.946010846211602e-09,2.7357034762821716e-09,1.375206583605962e-12,2.601966805816903e-08,1.9036871719666746e-05,5.208953122581019e-06,3.404600828846559e-08,6.944562290396402e-05,6.039659104302514e-09,6.651539007092494e-07,5.474967362201072e-09,4.550859249227989e-11,1.0351206642270147e-05,4.3821125419573794e-09,8.635845431801407e-12,9.920197474940451e-11,3.953415858533426e-08,7.702363781871127e-08,1.1851819606246406e-13,4.561573273668011e-13,6.432138505458054e-13,2.148161189540865e-15,3.5901942035575646e-14,3.5573596754252125e-21
3.556144109042947e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423904582786959,0.10712608754898297,0.020480801689593806,2.2366979932859486e-05,0.0007484458840489042,0.0035191369030213348,0.001784787674605984,2.83035687637588e-05,1.3095155995809978e-13,0.0019556267444472996,1.374558358647868e-11,0.0003826650094160712,1.2847534576495436e-09,9.08534506693942e-06,1.2398386979728131e-10,6.127344014762603e-12,0.00011435618040647492,4.272487807523549e-07,0.007688556835941916,0.001962810308414403,0.0001693206161720823,1.633327067996709e-06,9.96437743483706e-09,2.742015623685706e-09,1.3791022971172024e-12,2.616736193162016e-08,1.9097600001977017e-05,5.250159507589916e-06,3.4444848819573336e-08,6.995227434310826e-05,6.054417503410309e-09,6.759581047474645e-07,5.523968234892663e-09,4.5982875557347903e-11,1.0360155877233583e-05,4.413322234267869e-09,8.73434143697317e-12,1.0057769008759217e-10,4.023136727506335e-08,7.76740335979119e-08,1.2044365461091443e-13,4.604959528276981e-13,6.528922528941383e-13,2.1891126250012224e-15,3.644225479819732e-14,3.668658437889287e-21
3.5756080972352316e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423926770346172,0.10710587190283491,0.020468703509716673,2.2695523828668788e-05,0.0007573063919605671,0.0035444842707336565,0.001800645489642852,2.853885012495029e-05,1.3350245635001612e-13,0.0019603440591672823,1.395495265148375e-11,0.00038275799570384425,1.296006266655205e-09,9.210151609190571e-06,1.2511771833805878e-10,6.2046232791913655e-12,0.00011482850764531659,4.341361303263046e-07,0.007687132355878688,0.001960981040329202,0.0001697414563565378,1.6358408482169637e-06,9.982513827248884e-09,2.7482697409210058e-09,1.382979010424896e-12,2.6316032959934408e-08,1.915883492688292e-05,5.29143634914449e-06,3.484517787360239e-08,7.045939562292399e-05,6.069052559914603e-09,6.868560300600599e-07,5.573077422732781e-09,4.645934797775159e-11,1.0368897603501102e-05,4.444351530450608e-09,8.833202191012963e-12,1.019598753555141e-10,4.093541319311033e-08,7.832330727935993e-08,1.223858488016989e-13,4.648283501943327e-13,6.626416485427631e-13,2.2304425880377037e-15,3.698653240722268e-14,3.782562200540781e-21
3.595072085427516e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44239497547776235,0.10708565757613818,0.02045661227237525,2.3026322531891277e-05,0.000766201169313611,0.0035698541093318425,0.001816537489744639,2.87736968347574e-05,1.360882619834902e-13,0.0019650214491405416,1.4165463175876905e-11,0.00038285108227263984,1.307244324218561e-09,9.335529526524996e-06,1.2625452214752977e-10,6.282301825869937e-12,0.00011529508952823372,4.410826095309476e-07,0.007685709441622691,0.001959070313528521,0.00017016152875450402,1.6382712793819834e-06,1.0000422024245561e-08,2.7544662982628136e-09,1.386837025240956e-12,2.6465692318468157e-08,1.9220580339586387e-05,5.3327829926137424e-06,3.5246974157517155e-08,7.096698555037163e-05,6.083565252195489e-09,6.978475324582143e-07,5.622293925470299e-09,4.693800682526573e-11,1.0377435617066987e-05,4.475197336288137e-09,8.932423953920508e-12,1.0334841887035474e-10,4.1646292786299224e-08,7.897142191418701e-08,1.2434475399777472e-13,4.691540359527843e-13,6.72461690429634e-13,2.2721474568985903e-15,3.753475550128264e-14,3.899108161333248e-21
3.6145360736198007e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.442397352738009,0.10706544463921185,0.020444527967264658,2.3359361571306157e-05,0.0007751297372707984,0.00359524636127692,0.0018324633491071992,2.900809576355935e-05,1.3870924919722123e-13,0.0019696592292900565,1.4377095733869663e-11,0.00038294427662359314,1.3184669128622254e-09,9.461468629952813e-06,1.2739426358569916e-10,6.360377157426205e-12,0.00011575592037148213,4.480881233428307e-07,0.007684288081993737,0.001957078994660881,0.00017058084558092568,1.6406187274018465e-06,1.001810400713807e-08,2.760605761807276e-09,1.3906766420859066e-12,2.661635124391107e-08,1.928284011321516e-05,5.374198789038704e-06,3.5650216361568105e-08,7.147504302759188e-05,6.097956549164379e-09,7.089324616651629e-07,5.671616751744209e-09,4.741884919398569e-11,1.0385773643355773e-05,4.50585660417464e-09,9.032003001094673e-12,1.0474320847540435e-10,4.2364001983713345e-08,7.96183411882958e-08,1.2632034448072053e-13,4.734725293748693e-13,6.823520246379468e-13,2.314223505688462e-15,3.808690433609665e-14,4.018333554219687e-21
3.634000061812085e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.442399807947895,0.10704523316216615,0.020432450584165245,2.3694626251119004e-05,0.0007840916163118362,0.0036206609737389948,0.0018484227448535705,2.9242034011639576e-05,1.413656907501094e-13,0.001974257711572397,1.4589830807551068e-11,0.0003830375858881585,1.3296733254339038e-09,9.587958690461333e-06,1.285369251614578e-10,6.438846775016899e-12,0.0001162109952371105,4.5515257294877114e-07,0.007682868265849614,0.0019550079477630784,0.00017099941883277916,1.6428835624285183e-06,1.003556173795385e-08,2.7666885935106234e-09,1.3944981603165672e-12,2.6768021035764056e-08,1.9345618149341682e-05,5.415683095070379e-06,3.6054883161958013e-08,7.198356704978276e-05,6.112227410361405e-09,7.201106614052873e-07,5.721044918991584e-09,4.7901872199794845e-11,1.0393915338415222e-05,4.5363263332215874e-09,9.131935623497236e-12,1.0614413156476752e-10,4.3088536203038225e-08,8.026402941703344e-08,1.2831259346626965e-13,4.777833525803812e-13,6.923122904853937e-13,2.356666905706502e-15,3.864295878945444e-14,4.140275640700221e-21
3.6534640500043697e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4424023402426511,0.10702502321489855,0.020420380112942574,2.4032101654538573e-05,0.0007930863262986072,0.0036460978984935557,0.001864415357005039,2.9475498907225633e-05,1.440578598187426e-13,0.001978817205007503,1.48036487929935e-11,0.0003831310168440054,1.3408628650667412e-09,9.714989441247139e-06,1.2968248953121774e-10,6.5177081786695225e-12,0.0001166603099214592,4.6227585580192286e-07,0.007681449982086582,0.0019528580342249916,0.00017141726029272432,1.6450661587636353e-06,1.005279715963955e-08,2.772715251227699e-09,1.3983018781537524e-12,2.6920713057813583e-08,1.9408918378498972e-05,5.457235272908296e-06,3.6460953223471365e-08,7.249255670310882e-05,6.126378786052348e-09,7.313819694928488e-07,5.7705774533563426e-09,4.8387072979829935e-11,1.0401864290095231e-05,4.566603569352833e-09,9.232218127809175e-12,1.075510751077915e-10,4.381989035690091e-08,8.090845153981696e-08,1.3032147311978125e-13,4.820860305981266e-13,7.023421206138027e-13,2.3994737268163195e-15,3.9202898366219166e-14,4.264971701354726e-21
3.672928038196654e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4424049487602333,0.10700481486708983,0.020408316543547373,2.4371772647359613e-05,0.0008021133865395945,0.0036715570918192816,0.0018804408684524395,2.970847800451263e-05,1.4678602999496073e-13,0.001983338015708349,1.501853000628047e-11,0.00038322457593020667,1.3520348451378886e-09,9.842550579922501e-06,1.3083093949755646e-10,6.596958867616719e-12,0.0001171038609437959,4.6945786567760884e-07,0.007680033219639862,0.0019506301127549112,0.00017183438153267735,1.647166894767755e-06,1.0069812196262556e-08,2.778686188750366e-09,1.4020880927100024e-12,2.707443873960326e-08,1.947274476069388e-05,5.498854690239718e-06,3.686840520206737e-08,7.30020111626409e-05,6.140411617325159e-09,7.427462179203506e-07,5.820213389598852e-09,4.887444869194562e-11,1.040962401921254e-05,4.596685405389401e-09,9.332846836579715e-12,1.0896392567321555e-10,4.455805885920379e-08,8.155157311471455e-08,1.3234695457164584e-13,4.863800914256507e-13,7.124411410791309e-13,2.4426399388463684e-15,3.976670220335045e-14,4.392459027364227e-21
3.692392026388939e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44240763264135463,0.10698460818819977,0.02039625986601551,2.4713623881550813e-05,0.0008111723158535108,0.003697038514397311,0.001896498964927695,2.9940959081671663e-05,1.4955047528349578e-13,0.0019878204469104674,1.523445468945565e-11,0.000383318269261753,1.3631885892253464e-09,9.970631770695984e-06,1.3198225800786912e-10,6.676596340623166e-12,0.00011754164553508636,4.7669849272890945e-07,0.0076786179674840785,0.0019483250393453446,0.00017225079391730675,1.6491861527710005e-06,1.0086608753211112e-08,2.7846018558457464e-09,1.4058571000173142e-12,2.7229209577902273e-08,1.9537101285917685e-05,5.5405407201794685e-06,3.727721774743719e-08,7.351192969032609e-05,6.154326836185971e-09,7.542032329465146e-07,5.869951771006334e-09,4.936399651417902e-11,1.0417197980701114e-05,4.6265689811240765e-09,9.433818088368308e-12,1.1038256945303999e-10,4.530303563145137e-08,8.21933603129859e-08,1.3438900793262373e-13,4.906650660878755e-13,7.226089714417884e-13,2.4861614130200095e-15,4.033434907494592e-14,4.522774912024044e-21
3.7118560145812233e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.442410391029517,0.10696440324746344,0.0203842100704679,2.5057639798847234e-05,0.0008202626326321296,0.0037225421312119715,0.001912589334975589,3.0172930138844613e-05,1.5235147009968572e-13,0.0019922647990013413,1.5451403016392285e-11,0.00038341210264342216,1.3743234310631525e-09,1.0099222646527308e-05,1.3313642815302895e-10,6.756618096305097e-12,0.00011797366162689969,4.83997623541998e-07,0.00767720421463369,0.001945943667239322,0.00017266650860745534,1.6511243189850911e-06,1.0103188717393196e-08,2.7904626982943117e-09,1.409609195054892e-12,2.7385037138171676e-08,1.9601991974654407e-05,5.582292741210395e-06,3.7687369505525284e-08,7.40223116329882e-05,6.168125365654646e-09,7.657528351838582e-07,5.919791649304078e-09,4.9855713644213563e-11,1.0424589564748064e-05,4.656251483385983e-09,9.535128237879853e-12,1.1180689228611574e-10,4.6054814109068473e-08,8.283377991358651e-08,1.3644760230911367e-13,4.949404886944201e-13,7.328452248572739e-13,2.530033923414316e-15,4.0905817397300097e-14,4.655956642252506e-21
3.731320002773508e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4424132230710417,0.10694420011388676,0.02037216714711041,2.540380463434634e-05,0.0008293838549023305,0.0037480679114529204,0.0019287116699257733,3.0404379396126575e-05,1.5518928926726008e-13,0.0019966713695496437,1.566935509858252e-11,0.00038350608158303485,1.3854387144949803e-09,1.0228312811256398e-05,1.3429343316605503e-10,6.837021633442617e-12,0.00011839990784044659,4.913551411912147e-07,0.007675791950143389,0.0019434868468971832,0.0001730815365634901,1.6529817834167213e-06,1.0119553957433897e-08,2.7962691579277875e-09,1.4133446717769035e-12,2.754193305602892e-08,1.966742087838696e-05,5.624110137124437e-06,3.8098839121015684e-08,7.453315642035684e-05,6.181808119859766e-09,7.773948396858579e-07,5.969732084567489e-09,5.034959729884243e-11,1.0431802097915107e-05,4.685730146095283e-09,9.636773656093203e-12,1.132367796814533e-10,4.681338724770811e-08,8.347279929763852e-08,1.3852270581834902e-13,4.992058964958265e-13,7.43149508167092e-13,2.5742531484466526e-15,4.148108523397926e-14,4.792041490098216e-21
3.7507839909657924e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44241612791510065,0.10692399885624278,0.020360131086233777,2.5752102420107026e-05,0.0008385355003873589,0.003773615828418688,0.0019448656638650123,3.0635295291537235e-05,1.5806420801619597e-13,0.002001040453334316,1.5888290990845846e-11,0.0003836002113041214,1.3965337934262016e-09,1.0357891841706621e-05,1.354532564207868e-10,6.917804451284865e-12,0.0001188203834757501,4.987709252938734e-07,0.007674381163108495,0.0019409554259638539,0.00017349588854858176,1.6547589397822684e-06,1.0135706323871438e-08,2.802021672666871e-09,1.4170638231402266e-12,2.7699909038710382e-08,1.9733392080101227e-05,5.665992296964323e-06,3.851160523978309e-08,7.504446356312557e-05,6.19537600413307e-09,7.891290560336883e-07,6.019772145134897e-09,5.0845644713432535e-11,1.04388388442454e-05,4.715002250308199e-09,9.738750730383253e-12,1.1467211684125158e-10,4.757874752954757e-08,8.411038644287237e-08,1.4061428560352007e-13,5.034608299385474e-13,7.535214219899328e-13,2.618814672388146e-15,4.206013030091083e-14,4.931066704249523e-21
3.770247979158077e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.442419104713746,0.1069037995430673,0.020348101878213468,2.61025169887508e-05,0.0008477170865673127,0.003799185859421593,0.001961051013609657,3.0865666478982466e-05,1.609765019806414e-13,0.0020053723423734916,1.6108190696956207e-11,0.00038369449675802877,1.4076080317744873e-09,1.0487949289762267e-05,1.3661588143056528e-10,6.9989640498481895e-12,0.00011923508850094688,5.062448520647873e-07,0.00767297184266531,0.0019383502492365968,0.0001739095751319168,1.6564561854237864e-06,1.0151647649351719e-08,2.8077206765587604e-09,1.4207669411322079e-12,2.78589768665331e-08,1.9799909694788354e-05,5.7079386149658595e-06,3.8925646511309705e-08,7.555623265103846e-05,6.2088299151033435e-09,8.00955288422521e-07,6.069910907521218e-09,5.1343853141388355e-11,1.044570300635577e-05,4.744065124252431e-09,9.841055864636798e-12,1.161127886836471e-10,4.83508869695714e-08,8.474650991804213e-08,1.4272230784881948e-13,5.077048327188121e-13,7.639605608130928e-13,2.6637139869030714e-15,4.2642929971486444e-14,5.073069501549229e-21
3.7897119673503614e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4424221526219404,0.1068836022426548,0.02033607951350953,2.6455031977064493e-05,0.0008569281307388528,0.003824777985694005,0.0019772674186783546,3.109548182620723e-05,1.6392644719690615e-13,0.0020096673259532454,1.632903417518728e-11,0.0003837889426354916,1.4186608034189893e-09,1.0618474684420222e-05,1.3778129184692005e-10,7.08049793020738e-12,0.00011964402354171875,5.137767943705148e-07,0.007671563977991469,0.0019356721586332448,0.00017432260669184265,1.6580739212262683e-06,1.0167379748821372e-08,2.813366599814478e-09,1.4244543167984115e-12,2.801914839435527e-08,1.986697786994538e-05,5.749948490500827e-06,3.9340941591067524e-08,7.606846335100408e-05,6.222170740789707e-09,8.12873335747375e-07,6.120147456332373e-09,5.1844219853615914e-11,1.045239772651431e-05,4.772916143353216e-09,9.943685479362307e-12,1.175586798651833e-10,4.9129797121839656e-08,8.538113887731816e-08,1.4484673779440998e-13,5.11937451835297e-13,7.744665130841107e-13,2.7089464926132708e-15,4.3229461281676934e-14,5.218087058517997e-21
3.809175955542646e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4424252707975863,0.10686340702305461,0.020324063982666445,2.68096308296037e-05,0.0008661681500741517,0.0038503921922959402,0.001993514581264992,3.132473041274099e-05,1.669143201015158e-13,0.002013925690656164,1.6550801343775517e-11,0.0003838835533776919,1.429691492148174e-09,1.0749457533815893e-05,1.3894947145826243e-10,7.162403594780158e-12,0.00012004718987085271,5.2136662178331e-07,0.007670157558306267,0.0019329219931609053,0.00017473499341895,1.659612551536156e-06,1.0182904419719285e-08,2.8189598688459693e-09,1.4281262402703548e-12,2.8180435553036696e-08,1.9934600786074382e-05,5.792021328020478e-06,3.9757469142867006e-08,7.658115540523716e-05,6.235399360694285e-09,8.248829916885038e-07,6.17048088418054e-09,5.23467421379883e-11,1.0458926087703274e-05,4.801552730250107e-09,1.0046636011793773e-11,1.1900967480300046e-10,4.9915469085740197e-08,8.601424305465978e-08,1.4698753975131134e-13,5.161582376406859e-13,7.850388613026009e-13,2.7545075006866532e-15,4.3819700935158417e-14,5.366156502889527e-21
3.8286399437349305e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44242845840155476,0.10684321395206654,0.020312055276312968,2.716629680229638e-05,0.0008754366616790786,0.0038760284680239634,0.0020097922062118617,3.155340152783677e-05,1.6994039752932933e-13,0.00201814772038974,1.6773472086300553e-11,0.0003839783331868305,1.4406994916063533e-09,1.0880887327223431e-05,1.4012040418858387e-10,7.244678547604923e-12,0.00012044458939792836,5.290142006347765e-07,0.0076687525728709755,0.0019301005888851352,0.00017514674531909167,1.66107248408105e-06,1.0198223442166643e-08,2.8245009063029953e-09,1.4317830007932451e-12,2.8342850350898532e-08,2.0002782657180234e-05,5.8341565369996055e-06,4.017520784117201e-08,7.709430862942673e-05,6.248516645894273e-09,8.369840447963125e-07,6.22091029160015e-09,5.285141729881059e-11,1.0465291114667302e-05,4.829972354804645e-09,1.0149903915988895e-11,1.204656576967465e-10,5.070789351222373e-08,8.664579275817139e-08,1.491446771162057e-13,5.203667438920891e-13,7.9567718211226e-13,2.800392234448872e-15,4.441362530844824e-14,5.51731490516093e-21
3.848103931927215e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44243171459771397,0.106823023097237,0.0203000533851619,2.752501296604586e-05,0.000884733182650631,0.003901686805321364,0.0020261000009830703,3.178148466840477e-05,1.730049567117168e-13,0.0020223336964145778,1.6997026256982678e-11,0.00038407328603623167,1.4516842052389776e-09,1.1012753537030246e-05,1.4129407409615987e-10,7.32732029461197e-12,0.00012083622465913211,5.367193940692151e-07,0.007667349010989134,0.0019272087788995884,0.00017555787221634113,1.662454129890617e-06,1.021333857915537e-08,2.829990131109795e-09,1.4354248867536942e-12,2.8506404875183714e-08,2.0071527731267202e-05,5.876353531881211e-06,4.0594136373381497e-08,7.760792291093125e-05,6.261523459133338e-09,8.491762785757898e-07,6.271434786964704e-09,5.335824265628656e-11,1.0471495774946997e-05,4.858172534099093e-09,1.0253485662921693e-11,1.2192651255020923e-10,5.150706061002015e-08,8.727575886444484e-08,1.5131811238615818e-13,5.245625278003001e-13,8.063810463930313e-13,2.84659583101727e-15,4.501121045604958e-14,5.671599270161066e-21
3.8675679201194995e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4424350385529575,0.10680283452585478,0.02028805830000995,2.7885762210332507e-05,0.0008940572301336181,0.003927367200189612,0.0020424376756381655,3.2008969536941775e-05,1.7610827527479618e-13,0.0020264838973723985,1.7221443685897097e-11,0.00038416841568000365,1.4626450462367389e-09,1.1145045620685897e-05,1.4247046537225868e-10,7.410326343888178e-12,0.00012122209880719605,5.444820620966602e-07,0.00766594686200683,0.0019242473932961223,0.00017596838375589247,1.6637579032186517e-06,1.0228251576734991e-08,2.8354279585014924e-09,1.4390521857074231e-12,2.867111129351745e-08,2.014084029083454e-05,5.918611732021742e-06,4.101423344207862e-08,7.812199820699888e-05,6.27442065491237e-09,8.61459471570448e-07,6.322053486404375e-09,5.386721554598638e-11,1.0477542979897867e-05,4.886150832426333e-09,1.0357377740569684e-11,1.233921231926708e-10,5.231296015183518e-08,8.790411281289036e-08,1.5350780717325306e-13,5.287451500780219e-13,8.171500193533971e-13,2.8931133429561505e-15,4.561243211560347e-14,5.829046528640508e-21
3.887031908311784e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4424384294372321,0.1067826483049472,0.02027607001173745,2.8248527246813572e-05,0.0009034083213765982,0.003953069652101051,0.002058804942805994,3.2235846039457186e-05,1.792506312377277e-13,0.002030598599313862,1.7446704184104812e-11,0.0003842637256622724,1.4735814374785339e-09,1.1277753022625413e-05,1.4364956233985512e-10,7.493694205935394e-12,0.00012160221560146117,5.523020616455985e-07,0.007664546115312984,0.0019212172591353705,0.00017637828940690308,1.6649842214662861e-06,1.0242964164197932e-08,2.8408148000602933e-09,1.4426651844069495e-12,2.8836981855368846e-08,2.0210724653371083e-05,5.9609305616369e-06,4.143547776724693e-08,7.863653454301403e-05,6.287209079579578e-09,8.738333974457614e-07,6.372765513724356e-09,5.437833331831515e-11,1.0483435585694615e-05,4.913904861271121e-09,1.0461576653995913e-11,1.248623732999849e-10,5.312558148052594e-08,8.853082660005969e-08,1.5571372221914202e-13,5.329141749868845e-13,8.279836606227889e-13,2.939939739952501e-15,4.621726571304718e-14,5.989693528885594e-21
3.9064958965040686e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4424418864235645,0.10676246450127597,0.020264088511308183,2.861329061292046e-05,0.0009127859737870801,0.003978794163912816,0.0020752015176587883,3.246210428339662e-05,1.8243230301106284e-13,0.0020346780757261795,1.7672787548699925e-11,0.0003843592193260103,1.4844928114733427e-09,1.1410865176167073e-05,1.448313494523488e-10,7.577421393922467e-12,0.00012197657939806301,5.601792466153658e-07,0.0076631467603395795,0.0019181192004177727,0.00017678759846528005,1.6661335051063028e-06,1.0257478054263193e-08,2.8461510637514075e-09,1.4462641688292594e-12,2.900402889351346e-08,2.0281185171849176e-05,6.003309449748018e-06,4.1857848088454586e-08,7.915153201076881e-05,6.299889571419891e-09,8.86297825072092e-07,6.423570000324002e-09,5.489159333798291e-11,1.0489176394320917e-05,4.941432279282796e-09,1.056607892542587e-11,1.2633714641537675e-10,5.394491351525448e-08,8.915587277396313e-08,1.5793581740950446e-13,5.370691703834767e-13,8.388815243440934e-13,2.9870699105112582e-15,4.682568636777822e-14,6.153577028360274e-21
