Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),COX(50),O(29),CHOX(53),acetyl(44),C2H4X(215),C2H6X(52),C2H4X(70),CH4OX(63),CO2X(24),HOCO(73)
3.7489027023390936e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4399819842982389,0.0788196491364379,0.007253326703330973,1.4127298284349486e-05,0.003907353178274777,0.05964648141353535,0.027172239661570792,4.108616297278623e-05,2.477009200047515e-10,0.0018886534898211542,4.962452860130361e-11,0.000536356532312415,2.7805483901322587e-09,5.357376160702633e-06,2.6504456331224338e-09,1.4214400796612706e-10,1.1554472289439392e-05,2.188507820665354e-05,0.005626274616657236,4.229460580395837e-06,0.0005622636492257962,5.849895624877246e-09,3.4080834154716825e-09,1.724021261130409e-08,1.3012348749923728e-08,0.00013428727956016264,0.0048070485393879436,1.8038170150381832e-06,1.7430500635491683e-07,0.0011864936942779934,5.815271224953374e-09,3.463366701757371e-05,8.36428551936001e-08,5.415157831085729e-06,3.233573564374086e-10,1.2842134940364812e-10,2.4785284712179726e-06,1.1261600548492787e-07,6.135933803061173e-12,5.898672309428017e-11,4.6510120656142346e-11,5.777407073216491e-13
3.7517687897040855e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4399733224586849,0.07879946035307046,0.007247029945242329,1.4127630376281456e-05,0.003907018505524317,0.059689849870765234,0.027185197020591523,4.106652003251529e-05,2.481667252697602e-10,0.0018882038985374274,4.961019126527254e-11,0.0005364407077818793,2.780413715837362e-09,5.351128362907877e-06,2.6521253481442106e-09,1.4218894263720874e-10,1.1545438066304862e-05,2.1899294665714184e-05,0.0056247231880073465,4.2180126105207015e-06,0.0005624458496266015,5.836409479173503e-09,3.404314204653016e-09,1.7242689344455485e-08,1.304539866807718e-08,0.0001345822982479449,0.004815953815314213,1.8046260220112867e-06,1.7428664346125902e-07,0.0011873335446857824,5.813772451069889e-09,3.465616520273357e-05,8.368109379034459e-08,5.411243295927768e-06,3.236135823966472e-10,1.2845200335896584e-10,2.4801056730037218e-06,1.1255994860668942e-07,6.139798805809935e-12,5.891677253938267e-11,4.6501826726746496e-11,5.778449399780253e-13
3.7546348770690775e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43996465521258743,0.0787792768288707,0.0072407388719073675,1.4127961530676007e-05,0.003906683536935921,0.05973320739308965,0.02719814324577114,4.10468871659942e-05,2.4863291495491055e-10,0.0018877544283131785,4.959586184784051e-11,0.0005365248368276671,2.78027923127812e-09,5.344891177468669e-06,2.6538041432603215e-09,1.4223378945280156e-10,1.1536412732223308e-05,2.1913504026027836e-05,0.005623172121474561,4.2066055935592645e-06,0.0005626279204773496,5.822966741721594e-09,3.4005492902956175e-09,1.7245180962237175e-08,1.307849331483854e-08,0.00013487760336017705,0.0048248642056659685,1.805434247962885e-06,1.7426826582425845e-07,0.0011881731288740695,5.812274033001551e-09,3.467865215381691e-05,8.3719295516398e-08,5.407331134486618e-06,3.238697017401472e-10,1.284825838022947e-10,2.4816819686211645e-06,1.125039200768868e-07,6.143661585921287e-12,5.884694081155698e-11,4.649355493097087e-11,5.779490885260012e-13
3.7575009644340694e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4399559825682742,0.07875909856253366,0.007234453478170606,1.4128291750368258e-05,0.003906348273350102,0.05977655398229901,0.027211078346804064,4.1027264366875524e-05,2.490994887523935e-10,0.0018873050790986113,4.9581540340213934e-11,0.0005366089194991572,2.7801449362276663e-09,5.338664574441323e-06,2.655482018823267e-09,1.4227854850818352e-10,1.1527396272444093e-05,2.192770629099356e-05,0.005621621417104356,4.1952393441028625e-06,0.0005628098619149324,5.809567230202228e-09,3.396788667413775e-09,1.724768747163538e-08,1.3111632684475518e-08,0.0001351731946935068,0.004833779702282049,1.806241693571874e-06,1.742498734860091e-07,0.00118901244688198,5.81077597073403e-09,3.4701127876202986e-05,8.375746040374224e-08,5.403421346658945e-06,3.2412571442943427e-10,1.285130908253635e-10,2.4832573584929953e-06,1.1244791988059908e-07,6.147522144435294e-12,5.877722757786897e-11,4.648530517762906e-11,5.780531531132461e-13
3.7632331391640528e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4399386211182726,0.07871875779822897,0.007221899708891335,1.4128949396930534e-05,0.0039056768645334963,0.059863214368548155,0.027236915215173303,4.098804894550437e-05,2.500337874520533e-10,0.0018864067434998088,4.955292101930182e-11,0.0005367769459163047,2.7798769137473914e-09,5.326242996427532e-06,2.6588350127021495e-09,1.4236780371905386e-10,1.1509389917066546e-05,2.1956089548471057e-05,0.005618521095032515,4.1726284111832025e-06,0.0005631733570970165,5.782897160443524e-09,3.389280276163134e-09,1.725274519310607e-08,1.3178045569183147e-08,0.00013576523520942045,0.004851625981696838,1.8078542464755018e-06,1.7421304487345302e-07,0.0011906902845137371,5.807780913544433e-09,3.474604565638981e-05,8.383367979013382e-08,5.395608891408307e-06,3.2463741969262414e-10,1.2857388497715572e-10,2.486405422690408e-06,1.1233600442898509e-07,6.155236600831033e-12,5.863815526761169e-11,4.6468871435831225e-11,5.782610309939365e-13
3.768965313894036e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43992123817515133,0.07867843804972004,0.007209368596247005,1.4129603338426845e-05,0.0039050042857397653,0.059949831043891795,0.027262707703117558,4.094887371781617e-05,2.509696189020107e-10,0.0018855088913445274,4.952433323258252e-11,0.0005369447874265386,2.779609646590107e-09,5.313863391630633e-06,2.6621843326108145e-09,1.4245670903055297e-10,1.1491418883268282e-05,2.198444446531336e-05,0.00561542222215132,4.150178348848585e-06,0.0005635363362633958,5.756397830306212e-09,3.3817889911321104e-09,1.7257862564277395e-08,1.3244637275282884e-08,0.00013635841816633232,0.004869492588406438,1.8094636861449705e-06,1.741761579576008e-07,0.001192367057896334,5.8047872793877904e-09,3.479091858628652e-05,8.3909752204987e-08,5.387805929259959e-06,3.2514869788335535e-10,1.2863438654625024e-10,2.4895498689767464e-06,1.1222420213287975e-07,6.162942183315751e-12,5.849955297083326e-11,4.645252478113823e-11,5.784685747923439e-13
3.7746974886240196e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4399038338052631,0.07863813930657261,0.007196860099149126,1.4130253597139738e-05,0.003904330543587538,0.06003640402275341,0.02728845588794539,4.090973863337823e-05,2.519069806321697e-10,0.0018846115222377535,4.949577691041489e-11,0.0005371124444216327,2.7793431329568656e-09,5.301525524649655e-06,2.6655299813871164e-09,1.4254526520222008e-10,1.1473483055015601e-05,2.201277106866652e-05,0.005612324798816822,4.127887710247453e-06,0.0005638988005009457,5.73006781517491e-09,3.374314772644819e-09,1.726303964017599e-08,1.3311407755011475e-08,0.00013695274193287012,0.0048873794573684876,1.8110700179964096e-06,1.7413921307028785e-07,0.001194042767346864,5.801795068151871e-09,3.483574670885287e-05,8.398567790345948e-08,5.380012459227197e-06,3.256595487028894e-10,1.2869459626301775e-10,2.492690700732178e-06,1.1211251287362969e-07,6.170638900206523e-12,5.836141807013437e-11,4.643626450065402e-11,5.786757856734941e-13
3.780429663354003e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43988640807484214,0.0785978615583546,0.0071843741765781404,1.4130900195177466e-05,0.0039036556446492596,0.06012293331960037,0.027314159846855552,4.087064364190906e-05,2.528458701691008e-10,0.0018837146357859325,4.946725198346697e-11,0.0005372799172919273,2.7790773710563464e-09,5.28922916190334e-06,2.668871961876741e-09,1.426334729923998e-10,1.145558231713503e-05,2.204106938565596e-05,0.005609228825381641,4.105755064380983e-06,0.0005642607508929032,5.703905705222853e-09,3.3668575811182134e-09,1.7268276475445904e-08,1.3378356959763596e-08,0.00013754820487566939,0.004905286523650438,1.812673247439272e-06,1.741022105411954e-07,0.0011957174131842253,5.798804279725468e-09,3.488053006701606e-05,8.406145714039843e-08,5.372228480253025e-06,3.2616997185658666e-10,1.287545148562931e-10,2.4958279213362524e-06,1.1200093653289149e-07,6.178326759818893e-12,5.822374796832497e-11,4.642008988873219e-11,5.78882664795258e-13
3.7861618380839864e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4398689610500048,0.07855760479463601,0.007171910787583358,1.4131543154475693e-05,0.003902979595451635,0.06020941894894356,0.027339819656936937,4.083158869327664e-05,2.537862850360769e-10,0.0018828182315969457,4.943875838271251e-11,0.0005374472064263355,2.7788123591045456e-09,5.276974071615085e-06,2.6722102769331193e-09,1.4272133315824067e-10,1.1437716555303432e-05,2.2069339443386544e-05,0.005606134302194965,4.083778995898213e-06,0.0005646221885188894,5.677910105228322e-09,3.3594173770618457e-09,1.72735731243491e-08,1.3445484840095656e-08,0.00013814480535940027,0.004923213722429613,1.8142733798763227e-06,1.740651506978708e-07,0.0011973909957291079,5.795814913998333e-09,3.492526870367071e-05,8.413709017034009e-08,5.364453991210657e-06,3.266799670538876e-10,1.2881414305337668e-10,2.4989615341679016e-06,1.1188947299262723e-07,6.186005770466871e-12,5.808654008825676e-11,4.640400024687655e-11,5.790892133084106e-13
3.79189401281397e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4398514927967485,0.07851736900498896,0.0071594698912828625,1.4132182496799226e-05,0.0039023024024760645,0.060295860925336925,0.027365435395168496,4.079257373749663e-05,2.547282227531082e-10,0.0018819223092800882,4.941029603942766e-11,0.000537614312212351,2.7785480953247697e-09,5.264760023798008e-06,2.675544929417355e-09,1.4280884645569407e-10,1.1419885656038244e-05,2.2097581268942693e-05,0.0056030412296025674,4.061958104893452e-06,0.0005649831144549209,5.652079634392985e-09,3.35199412107762e-09,1.7278929640765856e-08,1.3512791345729009e-08,0.00013874254174679003,0.00494116098899325,1.8158704207036261e-06,1.7402803386574657e-07,0.0011990635153039822,5.792826970861106e-09,3.496996266167909e-05,8.421257724750905e-08,5.356688990904017e-06,3.2718953400828637e-10,1.288734815800357e-10,2.5020915426054373e-06,1.1177812213509972e-07,6.1936759404629185e-12,5.794979187265683e-11,4.638799488365656e-11,5.792954323566961e-13
3.7976261875439532e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4398340033809532,0.07847715417898786,0.007147051446863435,1.4132818243743672e-05,0.00390162407215908,0.06038225926337708,0.02739100713841921,4.0753598724730683e-05,2.556716808369759e-10,0.0018810268684460506,4.938186488518761e-11,0.0005377812350360554,2.778284577947573e-09,5.252586790240091e-06,2.6788759221981537e-09,1.4289601363951356e-10,1.1402089506687837e-05,2.2125794889388418e-05,0.005599949607946812,4.040291006706775e-06,0.0005653435297734299,5.626412926162644e-09,3.3445877738595426e-09,1.7284346078195324e-08,1.3580276425553626e-08,0.0001393414123986485,0.004959128258738553,1.8174643753105392e-06,1.7399086036816073e-07,0.0012007349722330844,5.789840450205278e-09,3.5014611983871166e-05,8.428791862581784e-08,5.348933478068239e-06,3.2769867243731005e-10,1.289325311605056e-10,2.5052179500265505e-06,1.1166688384286827e-07,6.201337278117967e-12,5.781350078396252e-11,4.6372073114621796e-11,5.795013230768885e-13
3.8033583622739366e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4398164928683806,0.07843696030620917,0.00713465541358048,1.4133450416737106e-05,0.003900944610892768,0.06046861397770286,0.027416534963448026,4.071466360528483e-05,2.566166568012679e-10,0.0018801319087068985,4.935346485186345e-11,0.0005379479752821266,2.7780218052106564e-09,5.240454144489464e-06,2.682203258151749e-09,1.4298283546325322e-10,1.1384327995422063e-05,2.2153980331767417e-05,0.00559685943756666,4.018776331727698e-06,0.0005657034355432833,5.600908628051115e-09,3.3371982961934897e-09,1.7289822489756085e-08,1.3647940027631761e-08,0.000139941415673893,0.0049771154671727266,1.8190552490797035e-06,1.7395363052637563e-07,0.001202405366842409,5.786855351923134e-09,3.505921671304478e-05,8.436311455886658e-08,5.3411874513701645e-06,3.2820738206249856e-10,1.289912925174916e-10,2.508340759808306e-06,1.115557579987847e-07,6.2089897917414026e-12,5.767766430415754e-11,4.635623426221705e-11,5.797068865988529e-13
3.80909053700392e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43979896132467466,0.07839678737623158,0.007122281750757933,1.4134079037041701e-05,0.0039002640250251964,0.060554925082995,0.027442018946903842,4.067576832960773e-05,2.575631481564125e-10,0.001879237429676049,4.932509587161899e-11,0.0005381145333338454,2.777759775358784e-09,5.2283618618398e-06,2.6855269401618267e-09,1.4306931267926735e-10,1.1366601011222844e-05,2.2182137623103105e-05,0.005593770718797683,3.997412725201815e-06,0.0005660628328298011,5.575565401466591e-09,3.3298256489569543e-09,1.729535892818658e-08,1.3715782099201452e-08,0.00014054254992957267,0.004995122549913024,1.8206430473870318e-06,1.739163446595972e-07,0.001204074699459693,5.7838716759076826e-09,3.5103776891965635e-05,8.443816529994238e-08,5.333450909408829e-06,3.2871566260938206e-10,1.290497663721699e-10,2.5114599753271497e-06,1.1144474448598878e-07,6.216633489641045e-12,5.754227993460948e-11,4.634047765569915e-11,5.799121240456048e-13
3.8148227117339034e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43978140881536176,0.078356635378636,0.007109930417788191,1.4134704125755361e-05,0.003899582320860825,0.06064119259397566,0.027467459165325413,4.063691284828911e-05,2.585111524097127e-10,0.001878343430968256,4.929675787690758e-11,0.0005382809095731032,2.7774984866437205e-09,5.216309719315807e-06,2.6888469711194548e-09,1.4315544603870892e-10,1.1348908443874974e-05,2.2210266790398705e-05,0.00559068345197207,3.976198847040181e-06,0.0005664217226947726,5.55038192154032e-09,3.322469793118818e-09,1.730095544584568e-08,1.3783802586679963e-08,0.00014114481352089226,0.005013149442686782,1.8222277756017031e-06,1.738790030849937e-07,0.0012057429704144087,5.780889422052615e-09,3.514829256336754e-05,8.451307110201887e-08,5.325723850715964e-06,3.292235138074602e-10,1.2910795344418928e-10,2.5145755999588995e-06,1.1133384318790424e-07,6.224268380123179e-12,5.7407345195908284e-11,4.6324802631054824e-11,5.801170365333708e-13
3.820554886463887e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4397638354058505,0.0783165043030055,0.007097601374132021,1.4135325703813313e-05,0.003898899504660926,0.06072741652540801,0.027492855695141354,4.05980971120582e-05,2.594606670653803e-10,0.0018774499121995871,4.9268450800469127e-11,0.0005384471043804092,2.7772379373241453e-09,5.204297495658836e-06,2.6921633539230093e-09,1.4324123629152903e-10,1.133125018395698e-05,2.2238367860637316e-05,0.00558759763741863,3.955133371631526e-06,0.0005667801061964756,5.52535687695779e-09,3.3151306897391017e-09,1.7306612094713212e-08,1.3852001435667419e-08,0.00014174820480123643,0.005031196081331449,1.82380943908615e-06,1.7384160611771426e-07,0.0012074101800377479,5.777908590252257e-09,3.5192763769952385e-05,8.458783221775579e-08,5.318006273756469e-06,3.297309353901792e-10,1.2916585445167257e-10,2.5176876370787457e-06,1.1122305398823474e-07,6.2318944714925124e-12,5.7272857627706235e-11,4.630920853091951e-11,5.803216251716471e-13
3.826287061193871e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43974624116143174,0.07827639413892541,0.007085294579318491,1.4135943791989689e-05,0.0038982155826439843,0.060813596892095964,0.027518208612670066,4.055932107178212e-05,2.604116896245701e-10,0.0018765568729874056,4.9240174575327e-11,0.000538613118134898,2.776978125665581e-09,5.192324971312615e-06,2.6954760914781044e-09,1.433266841864759e-10,1.1313626122832162e-05,2.226644086078196e-05,0.0055845132754628116,3.934214987657294e-06,0.0005671379843896929,5.500488969792391e-09,3.3078082999687353e-09,1.7312328926390493e-08,1.392037859095034e-08,0.00014235272212219412,0.005049262401794628,1.8253880431960524e-06,1.7380415407090755e-07,0.0012090763286626113,5.774929180401499e-09,3.523719055439035e-05,8.466244889949837e-08,5.310298176928902e-06,3.30237927094913e-10,1.2922347011121797e-10,2.5207960900612503e-06,1.1111237677095979e-07,6.23951177205219e-12,5.713881478855904e-11,4.629369470449765e-11,5.805258910632573e-13
3.832019235923855e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43972862614727953,0.07823630487598322,0.00707300999294488,1.413655841089909e-05,0.0038975305609861054,0.06089973370888363,0.027543517994119703,4.052058467846434e-05,2.6136421758541357e-10,0.0018756643129503531,4.921192913478508e-11,0.0005387789512143363,2.7767190499403177e-09,5.180391928409063e-06,2.6987851866975197e-09,1.4341179047109405e-10,1.1296036152639688e-05,2.229448581777566e-05,0.005581430366426704,3.913442397909426e-06,0.0005674953583257323,5.475776915341498e-09,3.3005025850493225e-09,1.7318105992100833e-08,1.3988933996505042e-08,0.0001429583638335818,0.0050673483401341,1.8269635932803277e-06,1.7376664725573985e-07,0.0012107414166236017,5.771951192395769e-09,3.5281572959319925e-05,8.473692139927719e-08,5.302599558565957e-06,3.3074448866294084e-10,1.2928080113790074e-10,2.5239009622803467e-06,1.1100181142033105e-07,6.247120290103794e-12,5.700521425576816e-11,4.627826050748391e-11,5.807298353044109e-13
3.837751410653839e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43971099042845013,0.07819623650376867,0.007060747574676602,1.4137169580998126e-05,0.0038968444458214106,0.06098582699065503,0.02756878391558817,4.048188788324321e-05,2.62318248443052e-10,0.0018747722317083305,4.918371441242488e-11,0.000538944603995131,2.7764607084273433e-09,5.168498150754238e-06,2.7020906425011337e-09,1.4349655589172324e-10,1.1278480166285892e-05,2.2322502758541498e-05,0.005578348910629044,3.892814319110794e-06,0.0005678522290524402,5.451219441964777e-09,3.293213506312901e-09,1.732394334269015e-08,1.4057667595501262e-08,0.0001435651282834675,0.005085453832517854,1.8285360946811248e-06,1.7372908598141282e-07,0.0012124054442570066,5.768974626130969e-09,3.532591102734807e-05,8.481124996880756e-08,5.294910416934947e-06,3.312506198394267e-10,1.2933784824527489e-10,2.5270022571093356e-06,1.108913578208683e-07,6.25472003394732e-12,5.687205362522425e-11,4.626290530198544e-11,5.809334589847586e-13
3.843483585383823e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43969333406988304,0.0781561890118738,0.0070485072842471205,1.4137777322586952e-05,0.0038961572432424313,0.061071876752333686,0.02759400645306302,4.044323063739043e-05,2.632737796896707e-10,0.001873880628882478,4.915553034210262e-11,0.0005391100768523352,2.7762030994122705e-09,5.156643423814384e-06,2.705392461815844e-09,1.435809811934981e-10,1.1260958057435605e-05,2.2350491709982672e-05,0.005575268908385234,3.8723294817382806e-06,0.0005682085976142223,5.426815290924925e-09,3.285941025181713e-09,1.7329841028627433e-08,1.4126579330305505e-08,0.00014417301381819392,0.005103578815224115,1.830105552733811e-06,1.736914705551817e-07,0.0012140684119007904,5.7659994815034226e-09,3.537020480105023e-05,8.488543485948893e-08,5.28723075023826e-06,3.3175632037339785e-10,1.2939461214537413e-10,2.530099977920881e-06,1.1078101585735569e-07,6.262311011881186e-12,5.6739330511252e-11,4.624762845644543e-11,5.811367631874506e-13
3.849215760113806e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43967565713640033,0.07811616238989283,0.007036289081457871,1.4138381655810773e-05,0.003895468959300497,0.06115788300888226,0.027619185682421492,4.040461289230966e-05,2.642308088145319e-10,0.0018729895040951604,4.912737685794646e-11,0.0005392753701596559,2.77594622118727e-09,5.144827534702076e-06,2.708690647575508e-09,1.43665067120347e-10,1.124346972050366e-05,2.237845269898256e-05,0.005572190360007338,3.851986629848472e-06,0.0005685644650520591,5.402563216230545e-09,3.278685103167971e-09,1.7335799100005374e-08,1.4195669142484712e-08,0.0001447820187824026,0.00512172322464136,1.8316719727669686e-06,1.7365380128237243e-07,0.0012157303198945823,5.763025758409841e-09,3.541445432297056e-05,8.495947632240489e-08,5.2795605566138624e-06,3.32261590017725e-10,1.29451093548714e-10,2.5331941280870123e-06,1.1067078541483826e-07,6.269893232202222e-12,5.660704254645598e-11,4.623242934556768e-11,5.81339748989191e-13
3.85494793484379e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4396579596927074,0.0780761566274223,0.007024092926178178,1.4138982600661323e-05,0.0038947796000061196,0.061243845775302154,0.027644321679430428,4.036603459953495e-05,2.651893333040084e-10,0.0018720988569699483,4.9099253894353636e-11,0.0005394404842894613,2.7756900720509952e-09,5.133050272162503e-06,2.711985202720867e-09,1.437488144149915e-10,1.1226015050646495e-05,2.240638575240478e-05,0.005569113265804098,3.831784520905894e-06,0.0005689198324035238,5.378461984481426e-09,3.271445701873628e-09,1.734181760654087e-08,1.426493697280952e-08,0.00014539214151905607,0.00513988699726835,1.8332353601023828e-06,1.7361607846639927e-07,0.001217391168579666,5.760053456747269e-09,3.5458659635621866e-05,8.503337460832224e-08,5.271899834135726e-06,3.327664285291009e-10,1.2950729316429328e-10,2.536284710979123e-06,1.1056066637861806e-07,6.277466703205662e-12,5.647518738156788e-11,4.621730735024198e-11,5.815424174602929e-13
3.860680109573774e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4396402418033929,0.078036171714061,0.0070119187783451754,1.4139580176978354e-05,0.003894089171329374,0.061329765066633145,0.027669414519746274,4.0327495710729486e-05,2.66149350641616e-10,0.001871208687131601,4.907116138598784e-11,0.0005396054196127871,2.7754346503085223e-09,5.121311426559812e-06,2.7152761301994805e-09,1.438322238189456e-10,1.1208593943753846e-05,2.2434290897093234e-05,0.005566037626080946,3.8117219256137716e-06,0.0005692747007027986,5.35451037471583e-09,3.2642227829901517e-09,1.734789659757564e-08,1.433438276125787e-08,0.00014600338036946188,0.0051580700697141345,1.8347957200550397e-06,1.7357830240878197e-07,0.0012190509582989703,5.757082576413049e-09,3.55028207814858e-05,8.510712996769108e-08,5.264248580814328e-06,3.3327083566802054e-10,1.295632116995956e-10,2.53937172996796e-06,1.1045065863425074e-07,6.285031433185137e-12,5.634376268529477e-11,4.620226185747096e-11,5.817447696647332e-13
3.866412284303758e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43962250353292837,0.07799620763941006,0.006999766597963727,1.414017440445108e-05,0.0038933976792002722,0.06141564089795303,0.02769446427891505,4.028899617768412e-05,2.6711085830804717e-10,0.0018703189942060492,4.9043099267776425e-11,0.0005397701764993441,2.775179954271281e-09,5.1096107898635995e-06,2.718563432965654e-09,1.4391529607251495e-10,1.1191206296440593e-05,2.2462168159872192e-05,0.005562963441140003,3.7917976277472324e-06,0.0005696290709806913,5.330707178260095e-09,3.2570163082982855e-09,1.735403612207672e-08,1.4404006447018398e-08,0.00014661573367329503,0.005176272378698079,1.83635305793311e-06,1.7354047340916247e-07,0.0012207096893970528,5.754113117304742e-09,3.554693780301295e-05,8.5180742650644e-08,5.256606794597094e-06,3.3377481119876e-10,1.2961884986059097e-10,2.5424551884236324e-06,1.1034076206754203e-07,6.292587430432669e-12,5.621276614416852e-11,4.618729226029751e-11,5.819468066602068e-13
3.872144459033742e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43960474494566915,0.07795626439307284,0.0069876363451063335,1.4140765302619627e-05,0.0038927051295091363,0.06150147328437727,0.027719471032372284,4.025053595231598e-05,2.680738537812029e-10,0.0018694297778203794,4.901506747490786e-11,0.000539934755317525,2.7749259822569866e-09,5.0979481556354825e-06,2.7218471139803793e-09,1.4399803191479639e-10,1.1173852006038664e-05,2.2490017567546332e-05,0.005559890711280093,3.772010423988968e-06,0.0005699829442646528,5.307051198580236e-09,3.249826239667833e-09,1.73602362286371e-08,1.4473807968493871e-08,0.00014722919976862113,0.005194493861049884,1.8379073790379498e-06,1.735025917653221e-07,0.0012223673622200942,5.751145079320136e-09,3.559101074262285e-05,8.525421290699595e-08,5.24897447336886e-06,3.34278354889356e-10,1.296742083517375e-10,2.545535089715601e-06,1.1023097656454416e-07,6.300134703238671e-12,5.608219546239658e-11,4.6172397957733586e-11,5.821485294981793e-13
3.8778766337637256e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4395869661058539,0.07791634196465504,0.006975527979913067,1.414135289087645e-05,0.003892011528106962,0.061587262241058635,0.02774443485544307,4.0212114986667195e-05,2.690383345362264e-10,0.0018685410376028183,4.898706594282903e-11,0.0005400991564344104,2.774672732589579e-09,5.086323319015791e-06,2.7251271762112546e-09,1.440804320836773e-10,1.1156530970589102e-05,2.25178391469008e-05,0.005556819436796746,3.7523591237672652e-06,0.0005703363215787944,5.283541251135758e-09,3.242652539057425e-09,1.7366496965476308e-08,1.4543787263304636e-08,0.0001478437769919185,0.005212734453709576,1.839458688664089e-06,1.7346465777319772e-07,0.0012240239771158876,5.748178462357168e-09,3.5635039642704165e-05,8.53275409862438e-08,5.241351614952329e-06,3.347814665115874e-10,1.297292878759832e-10,2.5486114372126814e-06,1.1012130201155276e-07,6.30767325989193e-12,5.595204836171384e-11,4.615757835468975e-11,5.823499392239398e-13
3.883608808493709e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4395691670776051,0.07787644034376463,0.0069634414625914815,1.4141937188467728e-05,0.0038913168808057874,0.06167300778318682,0.027769355823341963,4.017373323290353e-05,2.7000429804553493e-10,0.0018676527731827147,4.8959094607242734e-11,0.0005402633802157769,2.7744202035991597e-09,5.074736076710346e-06,2.7284036226324272e-09,1.4416249731583483e-10,1.113924308883418e-05,2.2545632924701244e-05,0.00555374961798222,3.7328425490964162e-06,0.0005706892039439025,5.260176163235447e-09,3.2354951685142985e-09,1.7372818380440935e-08,1.4613944268292025e-08,0.0001484594636781014,0.005230994093727536,1.841006992099225e-06,1.7342667172689854e-07,0.0012256795344338268,5.7452132663138914e-09,3.567902454561471e-05,8.540072713756587e-08,5.233738217108529e-06,3.3528414584095256e-10,1.2978408913476736e-10,2.551684234283034e-06,1.1001173829510351e-07,6.315203108679607e-12,5.5822322581235573e-11,4.614283286190579e-11,5.825510368766525e-13
3.889340983223693e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4395513479249289,0.07783655952001206,0.006951376753416525,1.4142518214494776e-05,0.0038906211933790406,0.06175870992598809,0.027794234011172998,4.013539064331313e-05,2.7097174177885226e-10,0.001866764984190526,4.893115340410518e-11,0.0005404274270261034,2.774168393621929e-09,5.063186226977365e-06,2.7316764562245233e-09,1.4424422834673552e-10,1.1121988260209673e-05,2.2573398927693907e-05,0.005550681255125495,3.7134595344193737e-06,0.0005710415923774563,5.236954773895187e-09,3.228354090174068e-09,1.737920052100526e-08,1.4684278919521754e-08,0.00014907625816054204,0.0052492727182645044,1.842552294624213e-06,1.7338863391872178e-07,0.001227334034524893,5.742249491088438e-09,3.572296549368155e-05,8.54737716098216e-08,5.226134277537256e-06,3.357863926566504e-10,1.298386128280223e-10,2.554753484294173e-06,1.0990228530196869e-07,6.3227242578872265e-12,5.569301587731155e-11,4.61281608958823e-11,5.827518234894104e-13
