Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),CH3X(55),CHOX(53),C2H4X(215),C2H4X(70)
7.800838459282458e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44341635142598684,0.11005062533344284,0.022288040137668243,0.0,1.3070254017509345e-05,0.00033961172152911654,0.00010271007798218231,9.259959795847474e-07,4.951808267257467e-16,0.0006599413547404974,3.4617717822687995e-14,0.00031484397846176786,3.641594856493674e-11,3.262763080609383e-08,5.793017070088688e-12,8.457600532846867e-14,7.65196017475072e-06,2.085792297004903e-09,0.007841060808860923,0.0009431817553953963,8.602024136127651e-05,3.985223376351823e-07,3.6590410866673347e-09,1.7008947198563244e-08,6.489433502902406e-10,1.5229093931139963e-11,1.7043217529091074e-07,1.353769044676856e-05,1.6216086160649124e-09,6.534162579935774e-06,3.295826476795463e-09,3.1859066004294337e-10,2.0477687299332293e-09,1.3097869867952118e-13,9.963663798452166e-11,5.893569557698458e-16
7.823188317734487e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434132377542139,0.11004747882416362,0.02228654398919495,0.0,1.3182085098747315e-05,0.00034136902251889425,0.00010334585605639035,9.33294258742869e-07,5.008159093515952e-16,0.000661669998256918,3.508693274947023e-14,0.0003151715653349099,3.6713522048859464e-11,3.3025715781927255e-08,5.8352924056344304e-12,8.537877017237466e-14,7.700302740711573e-06,2.109092124252365e-09,0.007841824019365343,0.0009453762015211852,8.613630901528842e-05,3.999902506024602e-07,3.6683801298055477e-09,1.7052460685722842e-08,6.543775730083022e-10,1.5271082662381642e-11,1.7070645558207003e-07,1.3541108014426037e-05,1.6285839423190732e-09,6.56888572251525e-06,3.3326580815861946e-09,3.205606539886203e-10,2.0531185126253284e-09,1.3172052078293518e-13,1.009362502234603e-10,5.959363283124745e-16
7.845538176186516e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44341013973069665,0.11004434472231686,0.022285047965345993,0.0,1.3294504782523367e-05,0.0003431292157051901,0.00010398327143490943,9.406263157153085e-07,5.064958148970985e-16,0.0006633973919846367,3.5560978667713046e-14,0.0003154975037699075,3.701254911756875e-11,3.342731179055047e-08,5.877706723675379e-12,8.618625326867629e-14,7.748778336373918e-06,2.1325799413200994e-09,0.007842574371194282,0.0009475680355921197,8.625214791190598e-05,4.0145849505020554e-07,3.677710977827836e-09,1.7095941868640762e-08,6.598396198535188e-10,1.531304982609452e-11,1.7098029699624521e-07,1.3544517711477139e-05,1.6355697349545358e-09,6.6036680552840015e-06,3.3697869844451143e-09,3.225357110163136e-10,2.05846441455155e-09,1.3246436542529464e-13,1.0224861220935083e-10,6.025687470522818e-16
7.867888034638546e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44340705718083334,0.11004122285767176,0.022283552066008582,0.0,1.340751418456662e-05,0.00034489229242405537,0.000104622322735618,9.479921778342543e-07,5.122207476861513e-16,0.0006651235345723538,3.603988846846396e-14,0.000315821802156749,3.7313031260133475e-11,3.383243729009192e-08,5.920259822344148e-12,8.699846448018664e-14,7.79738671521631e-06,2.1562566507260366e-09,0.007843312037064922,0.0009497572583342579,8.636775922600762e-05,4.029270649381871e-07,3.6870336247782334e-09,1.713939071414733e-08,6.6532953976276e-10,1.5354995499563e-11,1.7125370323890439e-07,1.3547919703280353e-05,1.6425659893473495e-09,6.638509398761066e-06,3.407214613428438e-09,3.2451582681317106e-10,2.063806431354094e-09,1.3321023297338103e-13,1.0357380551270539e-10,6.092544663478811e-16
7.890237893090575e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44340398993235564,0.11003811306230071,0.0222820562910711,0.0,1.3521114417594207e-05,0.00034665824404452326,0.00010526300858069843,9.553918720789049e-07,5.179909123139879e-16,0.000666848424682964,3.6523695130641275e-14,0.000316144468842941,3.7614969949834093e-11,3.424111075774548e-08,5.9629514998516695e-12,8.781541364742994e-14,7.846127630237637e-06,2.1801231558405555e-09,0.007844037187379183,0.000951943870470451,8.648314412249316e-05,4.043959542478528e-07,3.6963480647812433e-09,1.7182807189427746e-08,6.708473815224688e-10,1.5396919757902626e-11,1.7152667794064691e-07,1.3551314149671654e-05,1.6495727006587273e-09,6.673409574154169e-06,3.444942397943623e-09,3.2650099707948656e-10,2.069144558720961e-09,1.3395812377655448e-13,1.049119119050465e-10,6.159937407955605e-16
7.912587751542604e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434009378152966,0.11003501517054802,0.022280560640423084,0.0,1.363530659131273e-05,0.0003484270619684351,0.000105905327596455,9.628254250763102e-07,5.238065136469059e-16,0.0006685720609934976,3.701243172053643e-14,0.00031646551213372766,3.791836664420227e-11,3.465335068950552e-08,6.005781554486051e-12,8.863711058865663e-14,7.895000833961955e-06,2.204180360876636e-09,0.007844749990254767,0.0009541278727205529,8.65983037564088e-05,4.058651569822968e-07,3.705654292041494e-09,1.7226191262020672e-08,6.763931937688069e-10,1.5438822674128743e-11,1.7179922465934618e-07,1.3554701205158114e-05,1.65658986384184e-09,6.708368403356073e-06,3.4829717687337795e-09,3.284912175281425e-10,2.0744787923857753e-09,1.34708038167178e-13,1.0626301335793801e-10,6.227868252265026e-16
7.934937609994633e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44339790066196033,0.11003192901899951,0.022279065113955235,0.0,1.3750091812419779e-05,0.0003501987376302672,0.000106549278413138,9.702928631022186e-07,5.296677568219896e-16,0.000670294442195065,3.750613139131474e-14,0.00031678494029231,3.82232227850607e-11,3.506917559990245e-08,6.048749784611595e-12,8.946356509985759e-14,7.944006078443298e-06,2.2284291708800393e-09,0.007845450611555813,0.0009563092658016209,8.67132392730702e-05,4.073346671662234e-07,3.7149523008434026e-09,1.7269542899816872e-08,6.81967024987809e-10,1.5480704319223565e-11,1.7207134688223653e-07,1.3558081019105524e-05,1.6636174736484461e-09,6.743385708940962e-06,3.5213041578621287e-09,3.3048648388407046e-10,2.0798091281276185e-09,1.3545997646103413e-13,1.0762719204201457e-10,6.296339747040154e-16
7.957287468446663e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44339487830689084,0.11002885444645223,0.022277569711559347,0.0,1.386547118460546e-05,0.0003519732624969593,0.00010719485966477372,9.77794212081918e-07,5.35574847246836e-16,0.0006720155669927962,3.8004827382514403e-14,0.00031710276154006353,3.852953979856302e-11,3.5488604021738664e-08,6.09185598866801e-12,9.029478695477665e-14,7.993143115270504e-06,2.2528704917195172e-09,0.007846139214923107,0.0009584880504281107,8.682795180818305e-05,4.0880447884590756e-07,3.724242085550811e-09,1.7312862071057687e-08,6.875689235155299e-10,1.5522564762201432e-11,1.723430480279417e-07,1.356145373592007e-05,1.6706555246353632e-09,6.778461314160859e-06,3.5599409986964985e-09,3.3248679188373104e-10,2.0851355617708475e-09,1.362139389577327e-13,1.0900453032600964e-10,6.365354445207711e-16
7.979637326898692e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433918705868412,0.1100257912938847,0.022276074433128373,0.0,1.3981445808553909e-05,0.00035375062806774506,0.00010784206998900008,9.853294975910904e-07,5.415279905992798e-16,0.0006737354341057846,3.8508553019543814e-14,0.00031741898405675414,3.8837319095233874e-11,3.5911654505824796e-08,6.1350999651697625e-12,9.11307859049219e-14,8.04241169557199e-06,2.2775052300770514e-09,0.007846815961803923,0.0009606642273120662,8.694244248796239e-05,4.1027458608915863e-07,3.7335236406066495e-09,1.7356148744333704e-08,6.93198937538197e-10,1.55644040701727e-11,1.7261433144845066e-07,1.3564819495224365e-05,1.6777040111707831e-09,6.81359504294207e-06,3.598883725893873e-09,3.3449213727460937e-10,2.090458089184919e-09,1.3696992594111222e-13,1.1039511077578216e-10,6.434914901960503e-16
8.001987185350721e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433888773407448,0.11002273940442753,0.022274579278556323,0.0,1.4098016781944933e-05,0.00035553082587398276,0.00010849090802690781,9.928987448566603e-07,5.475273928271228e-16,0.000675454042267028,3.901734171317731e-14,0.0003177336159807541,3.9146562070009175e-11,3.633834562071649e-08,6.178481512705617e-12,9.197157167957584e-14,8.091811570020511e-06,2.302334293438119e-09,0.00784748101148143,0.0009628377971633026,8.705671242924899e-05,4.1174498298527584e-07,3.742796960532584e-09,1.7399402888583257e-08,6.988571150923653e-10,1.5606222308405934e-11,1.7288520043103872e-07,1.3568178432027886e-05,1.684762927440439e-09,6.848786719881669e-06,3.6381337753849853e-09,3.3650251581473006e-10,2.0957767062842154e-09,1.3772793767963262e-13,1.1179901615334193e-10,6.505023674729991e-16
8.02433704380275e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44338589840968495,0.11001969862333442,0.022273084247738325,0.0,1.4215185199455573e-05,0.0003573138474789899,0.00010914137242288716,1.0005019787576487e-06,5.535732601478637e-16,0.0006771713902233712,3.95312269590492e-14,0.00031804666540925515,3.9457270102276423e-11,3.676869595245148e-08,6.222000429938304e-12,9.281715398580438e-14,8.141342488837934e-06,2.3273585900819846e-09,0.007848134521103731,0.0009650087606895826,8.717076273962445e-05,4.1321566364500853e-07,3.752062039928674e-09,1.7442624473090998e-08,7.045435040650664e-10,1.5648019540388528e-11,1.7315565820013617e-07,1.3571530676892006e-05,1.6918322674536117e-09,6.884036170244011e-06,3.6776925843589447e-09,3.3851792327218673e-10,2.101091409027866e-09,1.384879744267602e-13,1.1321632941587358e-10,6.575683323158889e-16
8.04668690225478e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433829336368658,0.11001666879795366,0.022271589340570545,0.0,1.4332952152761752e-05,0.0003590996844778762,0.00010979346182447978,1.0081392238260331e-06,5.596657990484289e-16,0.0006788874767354472,4.0050242337146306e-14,0.00031835814039848193,3.9769444555915155e-11,3.720272410428721e-08,6.265656515604366e-12,9.366754250846452e-14,8.19100420179995e-06,2.352579029072026e-09,0.007848776645712499,0.0009671771185967892,8.728459451752413e-05,4.146866222005103e-07,3.761318873473017e-09,1.7485813467486505e-08,7.102581521939658e-10,1.56897958278859e-11,1.7342570791914529e-07,1.3574876356089675e-05,1.698912025048996e-09,6.91934321995728e-06,3.717561591247924e-09,3.4053835542469025e-10,2.106402193419567e-09,1.392500364213451e-13,1.1464713371475952e-10,6.646896409073891e-16
8.069036760706809e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433799828675846,0.11001364977769977,0.02227009455695023,0.0,1.4451318730539933e-05,0.00036088832849738036,0.00011044717488223597,1.0158105042476005e-06,5.658052162849064e-16,0.0006806023005776202,4.0574421511298937e-14,0.00031866804896390295,4.008308677933763e-11,3.7640448696438723e-08,6.309449568514144e-12,9.452274691021116e-14,8.240796458240806e-06,2.3779965202460834e-09,0.007849407538271224,0.0009693428715890908,8.739820885234834e-05,4.16157852805294e-07,3.770567455921406e-09,1.752896984174278e-08,7.160011070675168e-10,1.5731551230999046e-11,1.736953526922061e-07,1.357821559175998e-05,1.706002193900407e-09,6.954707695610059e-06,3.7577422357118795e-09,3.4256380805913104e-10,2.111709055507411e-09,1.4001412388799096e-13,1.160915123946014e-10,6.718665496458455e-16
8.091386619158838e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44337704594920213,0.11001064141402572,0.02226859989677565,0.0,1.4570286018468806e-05,0.00036267977119570715,0.00011110251024957669,1.023515843862813e-06,5.719917188822805e-16,0.0006823158605379273,4.11037982286702e-14,0.0003189763990804415,4.0398198105529555e-11,3.80818883658171e-08,6.353379387551903e-12,9.538277683150274e-14,8.290719007057977e-06,2.4036119742068417e-09,0.007850027349693088,0.0009715060203691024,8.751160682457136e-05,4.1762934963418387e-07,3.779807782106986e-09,1.7572093566174874e-08,7.21772416125115e-10,1.5773285808220687e-11,1.739645955659136e-07,1.3581548502057702e-05,1.713102767522351e-09,6.990129424447945e-06,3.7982359586233275e-09,3.445942769711575e-10,2.1170119913837006e-09,1.4078023703741597e-13,1.175495489922407e-10,6.790993151425677e-16
8.113736477610867e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433741227311156,0.11000764356039562,0.022267105359946103,0.0,1.4689855099230997e-05,0.00036447400426236584,0.00011175946658266065,1.0312552661676688e-06,5.782255141341683e-16,0.0006840281554180193,4.1638406319243996e-14,0.0003192831986826844,4.071477985209084e-11,3.8527061765768243e-08,6.397445771676101e-12,9.624764189060601e-14,8.340771596716868e-06,2.429426302312235e-09,0.007850636228868483,0.0009736665656380401,8.762478950584914e-05,4.191011068832679e-07,3.789039846939898e-09,1.7615184611438374e-08,7.275721266572567e-10,1.5814999616489932e-11,1.742334395309864e-07,1.3584875201297996e-05,1.7202137392754526e-09,7.02560823437018e-06,3.839044202052153e-09,3.4662975796477043e-10,2.1223109971847716e-09,1.4154837606680842e-13,1.1902132723577792e-10,6.86388194219125e-16
8.136086336062896e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44337121306473115,0.11000465607225736,0.022265610946361907,0.0,1.4810027052514783e-05,0.00036627101941801054,0.0001124180425402559,1.0390287943145692e-06,5.845068096025584e-16,0.0006857391840331045,4.2178279695311415e-14,0.0003195884556650901,4.103283332127671e-11,3.897598756581219e-08,6.441648519919808e-12,9.711735168359967e-14,8.390953975255453e-06,2.4554404166658866e-09,0.007851234322692125,0.0009758245080958722,8.773775795912492e-05,4.20573118769847e-07,3.79826364540694e-09,1.7658242948528008e-08,7.33400285805693e-10,1.5856692711245502e-11,1.7450188752388792e-07,1.3588195800096293e-05,1.7273351023717287e-09,7.061143953926311e-06,3.8801684092504755e-09,3.486702468519301e-10,2.1276060690908184e-09,1.423185411601717e-13,1.2050693104359102e-10,6.937334439046491e-16
8.158436194514926e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433683168034362,0.11000167880701607,0.02226411665592437,0.0,1.493080295501587e-05,0.00036807080841428144,0.00011307823678361632,1.0468364511131846e-06,5.908358131175511e-16,0.0006874489452118893,4.2723452350955643e-14,0.00031989217788219563,4.135235980003876e-11,3.942868445138277e-08,6.485987431391237e-12,9.799191578437738e-14,8.441265890288925e-06,2.4816552301075735e-09,0.007851821776089824,0.0009779798484414633,8.785051323873335e-05,4.220453795323854e-07,3.807479172571212e-09,1.770126854877619e-08,7.3925694056359e-10,1.5898365146477583e-11,1.747699424284016e-07,1.3591510405503636e-05,1.7344668498797388e-09,7.096736412312899e-06,3.921610024637549e-09,3.507157394521789e-10,2.1328972033257064e-09,1.430907324886645e-13,1.2200644452335256e-10,7.011353214331468e-16
8.180786052966955e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44336543380257315,0.1099987116240078,0.02226262248853579,0.0,1.5052183880439147e-05,0.00036987336303364736,0.00011374004797636236,1.0546782590313274e-06,5.972127327771011e-16,0.0006891574377965207,4.3273958361535535e-14,0.00032019437314882205,4.1673360560066135e-11,3.988517112356775e-08,6.530462305274415e-12,9.887134374464962e-14,8.491707089014318e-06,2.508071656203719e-09,0.007852398732044892,0.0009801325873727154,8.796305639050267e-05,4.235178834304564e-07,3.81668642357178e-09,1.7744261383851546e-08,7.451421377756848e-10,1.5940016974778154e-11,1.7503760707716016e-07,1.359481912113747e-05,1.7416089747295879e-09,7.132385439370229e-06,3.9633704937847215e-09,3.527662315922782e-10,2.1381843961568e-09,1.4386495021093147e-13,1.2351995197104594e-10,7.08594084240821e-16
8.203135911418984e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433625639194126,0.10999575438447336,0.022261128444099422,0.0,1.5174170899500496e-05,0.00037167867508924987,0.00011440347478436629,1.0625542401958186e-06,6.036377769467614e-16,0.0006908646606425288,4.382983188316772e-14,0.0003204950492402789,4.199583685782691e-11,4.0345466298849415e-08,6.5750729408299725e-12,9.975564509394508e-14,8.542277318215093e-06,2.5346906092379174e-09,0.007852965331624204,0.0009822827255867035,8.807538845185544e-05,4.249906247446908e-07,3.825885393623319e-09,1.7787221425757498e-08,7.510559241384449e-10,1.5981648247390122e-11,1.7530488425313225e-07,1.3598122047308126e-05,1.7487614697178024e-09,7.168090865579067e-06,4.005451263400419e-09,3.548217191058575e-10,2.143467643894777e-09,1.4464119447342747e-13,1.2504753786998063e-10,7.161099899633972e-16
8.225485769871013e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44335970701312744,0.10999280695153268,0.022259634522519497,0.0,1.5296765079928628e-05,0.0003734867364247482,0.00011506851587564159,1.0704644163933679e-06,6.101111542594294e-16,0.0006925706126187674,4.4391107152207326e-14,0.00032079421389256805,4.2319789934609425e-11,4.080958870884563e-08,6.619819137396068e-12,1.0064482933961085e-13,8.592976324265717e-06,2.561513004201485e-09,0.007853521714003898,0.0009844302637798054,8.81875104519077e-05,4.264635977767204e-07,3.835076078015775e-09,1.783014864683079e-08,7.5699834620023e-10,1.602325901425503e-11,1.755717766910649e-07,1.3601419281141027e-05,1.7559243275120656e-09,7.203852522057434e-06,4.047853781315198e-09,3.56882197833077e-10,2.148746942893448e-09,1.4541946541073464e-13,1.2658928688980663e-10,7.236832964334616e-16
8.247835628323043e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44335686294476756,0.10998986919015963,0.02225814072370119,0.0,1.5419967486466872e-05,0.0003752975389141661,0.00011573516992023641,1.0784088090714455e-06,6.166330736150949e-16,0.0006942752926073583,4.495781848472738e-14,0.00032109187480258526,4.264522101656394e-11,4.1277557100051315e-08,6.66470069438941e-12,1.0153890596681221e-13,8.643803853136252e-06,2.5885397567840376e-09,0.007854068016494724,0.0009865752026478297,8.829942341156635e-05,4.2793679684912335e-07,3.844258472114018e-09,1.787304301974009e-08,7.62969450361446e-10,1.6064849324059367e-11,1.7583828707888306e-07,1.3604710916694784e-05,1.7630975406558325e-09,7.239670240557415e-06,4.090579496466829e-09,3.589476636203043e-10,2.1540222895495824e-09,1.4619976314587048e-13,1.281452838855279e-10,7.313142616778068e-16
8.292535345227101e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433512127752539,0.10998402215113236,0.022255153493974705,0.0,1.5668201221931668e-05,0.0003789273350017661,0.00011707331155914979,1.0944003279681543e-06,6.298233753893496e-16,0.0006976808322160671,4.610768699995378e-14,0.0003216827159890612,4.330052202514941e-11,4.222510688490954e-08,6.7548690877247194e-12,1.0334177419556567e-13,8.745843461222302e-06,2.6432100009998215e-09,0.007855130921874816,0.0009908572851897496,8.852262625285561e-05,4.308838505097305e-07,3.86259837125986e-09,1.795873311339187e-08,7.749978898450189e-10,1.6147968761220352e-11,1.7637017222975305e-07,1.361127775453608e-05,1.7774750025707245e-09,7.311473193781946e-06,4.17700631967874e-09,3.6309353978945057e-10,2.164561111634988e-09,1.4776643944563172e-13,1.3130036214551567e-10,7.467502015516843e-16
8.332765090440754e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433461701719794,0.10997879157526746,0.022252465406133116,0.0,1.5893702337594978e-05,0.0003822034453235465,0.00011828314203056947,1.1089099235850249e-06,6.418627619177014e-16,0.0007007414567211686,4.716150587329514e-14,0.00032220940667999643,4.38953597028342e-11,4.3091243307340545e-08,6.836481563787295e-12,1.0498118224726464e-13,8.838116099995119e-06,2.693121324015047e-09,0.007856054403683067,0.0009947022767586224,8.872280396889133e-05,4.335369153332741e-07,3.879075882707013e-09,1.8035741589513054e-08,7.859220406256823e-10,1.622270675581001e-11,1.7684758830793235e-07,1.3617169647231821e-05,1.7904500563973534e-09,7.376285908805423e-06,4.2559103530080065e-09,3.66841842533959e-10,2.174032499225781e-09,1.4918338077183794e-13,1.3418951568254867e-10,7.608423328538302e-16
8.372994835654406e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44334116708575455,0.10997359031748122,0.022249777714606143,0.0,1.6121190528495572e-05,0.0003854883119806815,0.00011949817786990331,1.1235306987378497e-06,6.540626856594373e-16,0.0007037979432012815,4.823347486410524e-14,0.0003227313431818831,4.449500449888092e-11,4.3970132907110584e-08,6.9185294918853216e-12,1.0663658811442189e-13,8.930801184024115e-06,2.743709037447044e-09,0.007856947279459472,0.0009985388573218845,8.892231990598025e-05,4.361906251836014e-07,3.895526464903176e-09,1.8112643227540893e-08,7.969398362825298e-10,1.6297379173968423e-11,1.773238063458588e-07,1.3623044735786767e-05,1.8034585403747982e-09,7.441277676835238e-06,4.33588412830351e-09,3.7060623900750416e-10,2.183491027133324e-09,1.5060689033881252e-13,1.3712616069373979e-10,7.7512530001463e-16
8.413224580868058e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44333620277081476,0.10996841765411879,0.022247090418873215,0.0,1.635067189652126e-05,0.0003887818886606028,0.00012071841138181179,1.138262766358157e-06,6.664243745444856e-16,0.0007068502856090137,4.932379691709844e-14,0.00032324856899525835,4.509946302233851e-11,4.4861885517807984e-08,7.001011705231959e-12,1.0830804631218427e-13,9.023897217777014e-06,2.7949785056159857e-09,0.00785781028577145,0.0010023670309320307,8.912117973352436e-05,4.3884494769969514e-07,3.911950093479793e-09,1.8189437879887726e-08,8.080515420943973e-10,1.6371986259915232e-11,1.7779884049664908e-07,1.3628903472019085e-05,1.8165004070871203e-09,7.506447539164521e-06,4.4169361338563456e-09,3.7438670517205676e-10,2.1929366758727544e-09,1.5203696848407778e-13,1.4011079862526585e-10,7.896006145215788e-16
8.453454326081711e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433312764991628,0.1099632728790816,0.02224440351842271,0.0,1.6582152512374577e-05,0.00039208412935765903,0.00012194383488512128,1.1531062358868533e-06,6.789490592872238e-16,0.000709898478031631,5.0432675771854816e-14,0.0003237611272258878,4.570874172668965e-11,4.576661110873441e-08,7.083927037983148e-12,1.0999561112260224e-13,9.11740270183289e-06,2.846935099430969e-09,0.007858644141512619,0.0010061868016442448,8.93193890420139e-05,4.414998507356352e-07,3.928346744827382e-09,1.8266125402334204e-08,8.192574217999244e-10,1.6446528247967103e-11,1.7827270452011596e-07,1.363474628366872e-05,1.829575608139763e-09,7.571794543496491e-06,4.4990748684066845e-09,3.781832170328615e-10,2.2023694263956447e-09,1.5347361544600493e-13,1.4314393279010948e-10,8.04269789691921e-16
8.493684071295363e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44332638756014037,0.10995815530340357,0.022241717012751714,0.0,1.681563841561074e-05,0.00039539498837041023,0.0001231744407114111,1.168061213291089e-06,6.916379733820684e-16,0.0007129425146899688,5.156031595277377e-14,0.0003242690605884005,4.632284691065117e-11,4.6684419780101033e-08,7.167274325273512e-12,1.1169933659452931e-13,9.211316132964892e-06,2.8995841962168635e-09,0.007859449548327405,0.0010099981735181352,8.951695334462822e-05,4.4415530235938537e-07,3.944716396089013e-09,1.8342705654001725e-08,8.305577376006676e-10,1.652100536320757e-11,1.7874541180289045e-07,1.3640573576026916e-05,1.8426840942262923e-09,7.637317743888285e-06,4.5823088408696715e-09,3.8199575063415095e-10,2.211789260086539e-09,1.5491683136843634e-13,1.462260683493034e-10,8.19134340623887e-16
8.533913816509015e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44332153526000834,0.10995306425483777,0.022239030901365822,0.0,1.7051135614676166e-05,0.0003987144202989608,0.00012441022120370402,1.1831278010811852e-06,7.044923530991412e-16,0.0007159823899373455,5.270692275898974e-14,0.0003247724114098868,4.694178471897745e-11,4.761542175824213e-08,7.2510524032548855e-12,1.1341927654350782e-13,9.305636004222252e-06,2.9529311795421873e-09,0.007860227191025245,0.001013801150619354,8.971387807879298e-05,4.468112708516213e-07,3.961059025153746e-09,1.8419178497324795e-08,8.419527501642499e-10,1.659541782213242e-11,1.792169753775572e-07,1.364638573346171e-05,1.8558258151925152e-09,7.703016200695576e-06,4.6666465700628906e-09,3.85824282055175e-10,2.221196158759446e-09,1.5636661630523015e-13,1.4935771229315753e-10,8.341957841482069e-16
8.574143561722668e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433167189215381,0.10994799907745256,0.022236345183778913,0.0,1.7288650086947565e-05,0.0004020423800423272,0.00012565116871525241,1.1983060983276104e-06,7.175134374800053e-16,0.0007190180982584784,5.3872702254251884e-14,0.0003252712216334612,4.756556114326627e-11,4.8559727390845455e-08,7.33526010913711e-12,1.1515548455164308e-13,9.400360805011605e-06,3.006981439047923e-09,0.007860977737984977,0.0010175957370211115,8.991016860769504e-05,4.494677247044686e-07,3.977374610650321e-09,1.849554379802393e-08,8.53442718627458e-10,1.6669765833256137e-11,1.796874079406911e-07,1.3652183120847064e-05,1.869000720096977e-09,7.76888898051792e-06,4.7520965844353795e-09,3.8966878740653266e-10,2.230590104654463e-09,1.5782297022455286e-13,1.5253937342247205e-10,8.494556387799105e-16
8.61437330693632e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433119378836136,0.10994295913123846,0.022233659859512967,0.0,1.7528187778771515e-05,0.0004053788227958423,0.00012689727560841717,1.2135962006780148e-06,7.307024683334768e-16,0.0007220496342684018,5.5057861256768546e-14,0.00032576553282178864,4.8194182022766855e-11,4.951744714220044e-08,7.419896281231144e-12,1.169080139674667e-13,9.495489021177574e-06,3.0617403702773462e-09,0.0078617018415493,0.0010213819368055902,9.010583022175631e-05,4.521246326202071e-07,3.9936631319407375e-09,1.8571801425078457e-08,8.650279005993746e-10,1.6744049597672986e-11,1.8015672186977473e-07,1.3657966084898287e-05,1.882208757267113e-09,7.834935156144882e-06,4.838667421798209e-09,3.935292428267846e-10,2.2399710804343066e-09,1.5928589301282592e-13,1.557715623297374e-10,8.649154246704152e-16
8.654603052149973e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433071915008411,0.10993794379172356,0.02223097492809787,0.0,1.7769754605504604e-05,0.0004087237040485926,0.00012814853425363205,1.22899820037431e-06,7.440606902315071e-16,0.0007250769927113875,5.6262607329018336e-14,0.000326255386160577,4.8827653045190386e-11,5.048869158846387e-08,7.504959758994274e-12,1.1867691790579117e-13,9.591019135082669e-06,3.1172133745068242e-09,0.007862400138409737,0.0010251597540652582,9.030086814006798e-05,4.5478196351004933e-07,4.0099245691136615e-09,1.8647951250698727e-08,8.767085521645888e-10,1.681826930960223e-11,1.8062492923932453e-07,1.3663734955420936e-05,1.895449874353386e-09,7.90115380650287e-06,4.926367629056601e-09,3.974056244793249e-10,2.2493390691807874e-09,1.6075538447865342e-13,1.590547913803249e-10,8.805766635598892e-16
8.694832797363625e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44330247914317095,0.10993295244959882,0.022228290389071197,0.0,1.8013356451553985e-05,0.00041207697958088965,0.0001294049370284482,1.2445121862698008e-06,7.575893505051387e-16,0.0007281001684598664,5.748714876752956e-14,0.00032674082246203436,4.9465979747522516e-11,5.147357141294348e-08,7.590449383077152e-12,1.2046224924755717e-13,9.686949625686412e-06,3.173405858577607e-09,0.007863073249982403,0.0010289291929040988,9.049528751178731e-05,4.5743968649282857e-07,4.026158902978199e-09,1.8723993150299158e-08,8.884849278863263e-10,1.6892425156901913e-11,1.8109204183608296e-07,1.3669490046478769e-05,1.9087240183804876e-09,7.967544016602654e-06,5.015205761943625e-09,4.012979085495081e-10,2.2586940543914368e-09,1.6223144435657104e-13,1.6238957469366843e-10,8.964408787298952e-16
