Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CH3X(55),C2H4(47),COX(50),CHOX(53),O(29),C2H4X(215),acetyl(44),CH4OX(63),C2H4X(70),C2H6X(52),C2H3X(214),OH(D)X(68),C2H2X(254),C2HX(261),C2H3X(69),C2H3(46),C2H2(288),C2H2(308),C2H2X(309)
3.2276091225166398e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4408445279271896,0.08252563374441935,0.008504137963989494,0.0,0.004659196910158886,0.05079943795879629,0.023940267365586472,4.67239897849513e-05,1.629148993536303e-10,0.0020144027834601333,6.128423428458016e-11,0.0005176500530673133,3.2909912940108575e-09,7.967591707050505e-06,2.2537949357769084e-09,1.2955895766849333e-10,1.4590315009829186e-05,2.9486369037021247e-05,0.005902230430895153,6.181565603896995e-06,0.0005219300393797381,1.60603943187169e-08,4.261841344878206e-09,8.501304076428034e-08,2.0825761140776402e-07,7.631069112901154e-08,0.0002864693657057071,0.0037292502624470614,1.810932465198114e-07,0.0010123972062280227,6.214619531457467e-09,4.666373551683687e-05,7.38384994847288e-08,8.926754105392724e-11,6.165047584473174e-06,3.2920634084138015e-06,1.2067985907500085e-10,8.789820325336715e-11,8.28331908566432e-12,1.28318046165687e-07,1.3137786327458223e-07,4.4930180347417635e-11,6.597001543994502e-08,1.1007733891747164e-09,5.2033313997185325e-11,4.1488442317851575e-10,5.135445046467388e-06,1.000186174724905e-09,2.410192939740325e-08
3.236021603575327e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44082261134771306,0.08246380100618245,0.008482422452848845,0.0,0.004659671942638324,0.050928945932092705,0.023983362529179195,4.6665047351191254e-05,1.640145764830157e-10,0.002013161629621439,6.135764393359146e-11,0.0005179147259930933,3.2980245257511945e-09,7.931090407573303e-06,2.259005771696548e-09,1.297416923417748e-10,1.455101627066737e-05,2.9716449001200764e-05,0.005897515838748458,6.1305908781850025e-06,0.0005225254968019221,1.5948206451049707e-08,4.248339447089875e-09,8.535986458171884e-08,2.082684710418269e-07,7.693389076714823e-08,0.00028846613074720736,0.0037507782403013706,1.8140368557169832e-07,0.0010149296545165526,6.210481685243096e-09,4.702785671741915e-05,7.396773991816342e-08,8.952703610419258e-11,6.1523308452930145e-06,3.3173031031756585e-06,1.2082260691137426e-10,8.7491171722132e-11,8.347538192739801e-12,1.2814977795452824e-07,1.33380596359113e-07,4.4806933950660136e-11,6.689620074895024e-08,1.114900273398357e-09,5.2415869798819224e-11,4.181421288010559e-10,5.173814743170409e-06,1.0076591079502685e-09,2.4280787151727515e-08
3.244434084634014e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4408006558079908,0.08240201649881364,0.008460764244315418,0.0,0.004660139972398898,0.0510583387486217,0.024026349038669223,4.660625886542736e-05,1.6511779049727526e-10,0.0020119229549568295,6.143299373324875e-11,0.0005181788557109053,3.305176887181026e-09,7.894869834379925e-06,2.264208136641821e-09,1.2992358520297707e-10,1.4511903307498475e-05,2.994923138404657e-05,0.005892804600247947,6.080181816217446e-06,0.0005231195309851678,1.5837123431542578e-08,4.234884860025301e-09,8.570902443293008e-08,2.0827899735420639e-07,7.755969673031477e-08,0.00029046864621004787,0.003772339240676132,1.8171327095203852e-07,0.0010174594605920721,6.206351318925423e-09,4.7396254718781364e-05,7.409662549924841e-08,8.978624801020972e-11,6.13963389259522e-06,3.3428381718401958e-06,1.2096468907135296e-10,8.708726919553167e-11,8.412509218399835e-12,1.2798193731538316e-07,1.3540572916999968e-07,4.468426767050935e-11,6.78315806890061e-08,1.1291494943160113e-09,5.2802877874731653e-11,4.2143190385410444e-10,5.212488610772709e-06,1.0151912818759548e-09,2.4461051197924643e-08
3.2528465656927013e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4407786617143066,0.08234028019319405,0.008439163186729588,0.0,0.0046606010534323205,0.05118761625718522,0.02406922715572069,4.654762394830232e-05,1.6622453471578023e-10,0.0020106867562280388,6.151030380227924e-11,0.0005184424437466737,3.3124497346546275e-09,7.85892710009661e-06,2.269402033594969e-09,1.3010463902917416e-10,1.4472974424459253e-05,3.0184747934137853e-05,0.005888096719394783,6.030330648014512e-06,0.0005237121462577766,1.572713150043017e-08,4.221477407971612e-09,8.606052027870884e-08,2.08289192989e-07,7.818810287237527e-08,0.0002924768816304975,0.0037939328859229755,1.8202200481512516e-07,0.0010199866220397006,6.2022284281028474e-09,4.7768979765145765e-05,7.422515711824498e-08,9.004517583968601e-11,6.12695675146174e-06,3.3686721163241783e-06,1.211061084869094e-10,8.668646354794337e-11,8.478240957182027e-12,1.2781452330376378e-07,1.3745339934035144e-07,4.4562176272920794e-11,6.877619804062677e-08,1.143521427765334e-09,5.319438883403445e-11,4.2475412039476105e-10,5.251470182598002e-06,1.0227833846564863e-09,2.4642737866398403e-08
3.2612590467513884e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4407566294738342,0.08227859206023637,0.008417619128784068,0.0,0.004661055239146215,0.05131677830594481,0.02411199714169403,4.648914222185249e-05,1.6733480241995502e-10,0.002009453030191328,6.158959441321814e-11,0.0005187054916151776,3.3198444350333635e-09,7.823259349424003e-06,2.2745874656226014e-09,1.3028485659239447e-10,1.4434227949131163e-05,3.0423030618924422e-05,0.005883392200186881,5.981029731581097e-06,0.0005243033469200724,1.561821710733527e-08,4.208116915848301e-09,8.64143519823722e-08,2.082990605644134e-07,7.881910294130709e-08,0.00029449080633807634,0.0038155587975887482,1.8232988931442306e-07,0.001022511136445186,6.198113008353335e-09,4.814608244710511e-05,7.43533356651308e-08,9.030381867036086e-11,6.1142994463954525e-06,3.3948084628434403e-06,1.212468680794969e-10,8.62887230109684e-11,8.544742263175344e-12,1.2764753497867625e-07,1.3952374403007268e-07,4.4440654596423646e-11,6.973009526106761e-08,1.1580164439339713e-09,5.359045359668993e-11,4.2810915381882237e-10,5.290763031809872e-06,1.0304361122056536e-09,2.4825863671187405e-08
3.2696715278100756e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4407345594946334,0.08221695207088452,0.008396131919523406,0.0,0.004661502582372219,0.051445824742418884,0.024154659257642066,4.643081330944966e-05,1.6844858685357703e-10,0.0020082217735965862,6.167088599209836e-11,0.0005189680008201785,3.327362365678739e-09,7.78786375880867e-06,2.27976443587482e-09,1.304642406595575e-10,1.4395662232146667e-05,3.0664111624338865e-05,0.0058786910466187905,5.9322715504464815e-06,0.0005248931372446849,1.55103669074985e-08,4.1948032092032915e-09,8.67705193095447e-08,2.0830860267312123e-07,7.94526905792727e-08,0.00029651038945629896,0.003837216596422415,1.8263692660253373e-07,0.001025033001394844,6.194005055231596e-09,4.8527613701008616e-05,7.448116202958461e-08,9.05621755899339e-11,6.101662001326009e-06,3.4212507618710783e-06,1.2138697076000153e-10,8.589401616977126e-11,8.61202204989574e-12,1.2748097140246167e-07,1.4161689990889324e-07,4.431969755089848e-11,7.069331447839096e-08,1.172634907298405e-09,5.3991123392431654e-11,4.3149738287199965e-10,5.330370771667598e-06,1.0381501682463398e-09,2.501044531112124e-08
3.2780840088687627e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4407124521856435,0.08215536019611272,0.008374701408343456,0.0,0.004661943135373941,0.051574755413480125,0.024197213764306235,4.6372636835744006e-05,1.695658812230747e-10,0.002006992983186436,6.175419911812379e-11,0.0005192299728545448,3.33500491444429e-09,7.752737536116823e-06,2.2849329475843514e-09,1.3064279399241168e-10,1.4357275646803222e-05,3.090802335438082e-05,0.005873993262681552,5.884048711256377e-06,0.0005254815214768296,1.5403567758084778e-08,4.181536114209078e-09,8.712902192794856e-08,2.083178218826214e-07,8.008885932269578e-08,0.00029853559990342587,0.0038589059023819774,1.8294311883116297e-07,0.0010275522144755085,6.189904564266317e-09,4.8913624808304085e-05,7.460863710097179e-08,9.082024569599429e-11,6.089044439615626e-06,3.448002588092597e-06,1.2152641942869607e-10,8.550231195944356e-11,8.680089290154104e-12,1.2731483164063952e-07,1.4373300313934178e-07,4.419930011637905e-11,7.166589748553175e-08,1.187377176563066e-09,5.4396449759641935e-11,4.349191896609422e-10,5.370297055781293e-06,1.045926264360211e-09,2.5196499670973284e-08
3.28649648992745e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4406903079566782,0.08209381640692501,0.008353327444990863,0.0,0.004662376949854792,0.051703570165353124,0.02423966092211282,4.631461242660813e-05,1.706866786978241e-10,0.00200576665569536,6.183955452332585e-11,0.0005194914092003776,3.3427734796663416e-09,7.71787792031026e-06,2.2900930040657094e-09,1.3082051934747305e-10,1.4319066588684751e-05,3.115479843067355e-05,0.005869298852362594,5.8363539414200625e-06,0.0005260685038345855,1.529780671456895e-08,4.168315457658897e-09,8.748985940719817e-08,2.083267207355834e-07,8.072760260234095e-08,0.0003005664063932199,0.003880626334641459,1.8324846815108636e-07,0.0010300687732744786,6.1858115309574075e-09,4.930416739483606e-05,7.473576176832923e-08,9.10780280959499e-11,6.076446784064809e-06,3.4750675403579773e-06,1.2166521697519343e-10,8.511357966139244e-11,8.748953015916527e-12,1.271491147617544e-07,1.458721893596666e-07,4.4079457341877096e-11,7.264788573436533e-08,1.2022436045996866e-09,5.480648454418714e-11,4.3837495966406957e-10,5.410545578366356e-06,1.0537651200372756e-09,2.5384043822610014e-08
3.294908970986137e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4406681272184206,0.08203232067435465,0.008332009879562547,0.0,0.004662804076965679,0.051832268843612264,0.024282000991169287,4.6256739709082025e-05,1.7181097241044326e-10,0.002004542787848844,6.1926973092203e-11,0.0005197523113291333,3.3506694701535647e-09,7.683282181124508e-06,2.295244608714351e-09,1.3099741947596495e-10,1.4281033475290461e-05,3.1404469691992554e-05,0.005864607819645576,5.789180086806089e-06,0.0005266540885091707,1.5193071027192787e-08,4.155141066963013e-09,8.785303121860071e-08,2.0833530175019111e-07,8.136891374339919e-08,0.0003026027774357135,0.003902377511597924,1.8355297671211767e-07,0.001032582675379472,6.181725950773362e-09,4.9699293430099554e-05,7.486253692035126e-08,9.133552190695803e-11,6.063869056918023e-06,3.5024492416306613e-06,1.2180336627840162e-10,8.472778889975364e-11,8.818622318156908e-12,1.2698381983722595e-07,1.4803459366670574e-07,4.3960164344230346e-11,7.363932032978009e-08,1.2172345383869716e-09,5.5221279898209584e-11,4.4186508174220444e-10,5.451120074497181e-06,1.0616674627252958e-09,2.5573095026136506e-08
3.3033214520448242e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44064591038241707,0.08197087296946341,0.008310748562505191,0.0,0.0046632245673125725,0.05196085129317981,0.0243242342312607,4.619901831131936e-05,1.7293875545708502e-10,0.002003321376362532,6.201647586134338e-11,0.0005200126807017462,3.3586943051753794e-09,7.64894761874924e-06,2.300387765005849e-09,1.3117349712375829e-10,1.4243174745670849e-05,3.165707019376583e-05,0.005859920168510287,5.74252010949191e-06,0.000527238279665215,1.508934813749949e-08,4.142012770145033e-09,8.82185367349614e-08,2.083435674204789e-07,8.201278596557645e-08,0.00030464468133798025,0.003924159050878548,1.8385664666307578e-07,0.0010350939183785826,6.177647819148599e-09,5.0099055226449406e-05,7.498896344537513e-08,9.159272625585677e-11,6.051311279869296e-06,3.5301513389334307e-06,1.2194087020647952e-10,8.434490963782933e-11,8.889106346701731e-12,1.2681894594120091e-07,1.5022035059871323e-07,4.384141630697233e-11,7.464024202375274e-08,1.2323503189505073e-09,5.564088827887671e-11,4.453899481490067e-10,5.492024320360095e-06,1.0696340278790497e-09,2.5763670731038223e-08
3.3117339331035114e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44062365786107177,0.08190947326334096,0.008289543344614717,0.0,0.004663638470963962,0.05208931735832424,0.02436636090184618,4.6141447862534586e-05,1.7407002089772856e-10,0.0020021024179413998,6.210808401903017e-11,0.0005202725187687483,3.366849414449152e-09,7.614871563510976e-06,2.305522476495078e-09,1.3134875503131261e-10,1.4205488860070721e-05,3.1912633207546146e-05,0.005855235902932501,5.696367085557094e-06,0.0005278210814410301,1.498662567493275e-08,4.1289303958383e-09,8.858637523039261e-08,2.0835152021666345e-07,8.265921238318687e-08,0.0003066920862049156,0.003945970569347738,1.8415948015175397e-07,0.0010376024998602447,6.1735771314809e-09,5.0503505438264715e-05,7.511504223136714e-08,9.184964027909628e-11,6.0387734740677785e-06,3.558177503291174e-06,1.2207773161679288e-10,8.39649121745522e-11,8.960414310067138e-12,1.2665449215040942e-07,1.5242959411812296e-07,4.372320847922439e-11,7.56506912094262e-08,1.2475912813029904e-09,5.606536244708696e-11,4.4894995454120504e-10,5.533262133505482e-06,1.0776655590094373e-09,2.595578857731873e-08
3.3201464141621986e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44060137006764066,0.08184812152710433,0.008268394077035755,0.0,0.004664045837458157,0.052217666882658775,0.02440838126205543,4.608402799295109e-05,1.7520476175646887e-10,0.002000885909278937,6.220181890482964e-11,0.0005205318269703918,3.375136238126205e-09,7.581051375558047e-06,2.3106487468154097e-09,1.3152319593361872e-10,1.4167974299579039e-05,3.2171192220454554e-05,0.005850555026883853,5.650714202931929e-06,0.0005284024979488762,1.4884891453514925e-08,4.115893773282328e-09,8.895654588013134e-08,2.0835916258546803e-07,8.330818600525229e-08,0.00030874495994002754,0.003967811683114305,1.8446147932488668e-07,0.0010401084174131933,6.169513883128837e-09,5.091269706106827e-05,7.524077416590852e-08,9.21062631226717e-11,6.0262556601232305e-06,3.5865314296705035e-06,1.2221395335587136e-10,8.358776714097351e-11,9.032555475288096e-12,1.2649045754402227e-07,1.5466245759429362e-07,4.360553617460849e-11,7.667070791519919e-08,1.2629577543847526e-09,5.6494755466132103e-11,4.5254549998862416e-10,5.574837373099089e-06,1.0857628077324238e-09,2.6149466396633227e-08
3.3285588952208857e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4405790474162258,0.0817868177318973,0.008247300611261159,0.0,0.0046644467158105125,0.05234589970914007,0.024450295570685336,4.602675833375049e-05,1.7634297102180432e-10,0.001999671847056357,6.229770200916168e-11,0.0005207906067367648,3.3835562267766085e-09,7.547484444547896e-06,2.3157665796779147e-09,1.316968225601413e-10,1.41306295657855e-05,3.243278093459554e-05,0.005845877544331712,5.6055547592814005e-06,0.0005289825332752302,1.4784133468579152e-08,4.102902732319337e-09,8.932904776035805e-08,2.0836649695044405e-07,8.395969973560356e-08,0.00031080327024623155,0.003989682007538693,1.8476264632812107e-07,0.0010426116686264395,6.1654580694093395e-09,5.132668343060085e-05,7.536616013618195e-08,9.236259394205666e-11,6.013757858111453e-06,3.6152168369162345e-06,1.2234953825936667e-10,8.321344549677833e-11,9.105539167739767e-12,1.2632684120351292e-07,1.5691907378618854e-07,4.348839477018133e-11,7.770033179881524e-08,1.278450061004615e-09,5.692912070031678e-11,4.561769869840049e-10,5.616753940172434e-06,1.0939265338178091e-09,2.6344722213417878e-08
3.336971376279573e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44055669032176903,0.08172556184888982,0.008226262799131454,0.0,0.004664841154520485,0.05247401568006734,0.024492104086196658,4.5969638517022804e-05,1.7748464164692325e-10,0.0019984602279418044,6.239575497285269e-11,0.0005210488594879115,3.3921108413727664e-09,7.514168189336684e-06,2.320875978870583e-09,1.3186963763476286e-10,1.4093453180443652e-05,3.269743326644342e-05,0.005841203459239048,5.560882159951704e-06,0.0005295611914810448,1.468433989358979e-08,4.089957103390792e-09,8.9703879848024e-08,2.0837352571228404e-07,8.461374637298971e-08,0.0003128669846266588,0.004011581157240267,1.850629833059827e-07,0.0010451122510892381,6.161409685595173e-09,5.174551822185008e-05,7.549120102895783e-08,9.261863190213614e-11,6.001280087579675e-06,3.6442374676847027e-06,1.2248448915201072e-10,8.28419185268252e-11,9.179374770950955e-12,1.2616364221252074e-07,1.5919957482501894e-07,4.337177970538839e-11,7.873960214146088e-08,1.29406851778098e-09,5.736851181353364e-11,4.5984482145261296e-10,5.659015777872328e-06,1.1021575052378262e-09,2.6541574246014572e-08
3.34538385733826e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44053429920004594,0.08166435384927741,0.008205280492834324,0.0,0.00466522920157862,0.052602014637081446,0.024533807066710742,4.5912668175717626e-05,1.786297665499883e-10,0.001997251048589591,6.249599958667082e-11,0.0005213065866339477,3.4008015532717663e-09,7.481100057671239e-06,2.3259769482575516e-09,1.3204164387572827e-10,1.4056443685140376e-05,3.296518334619989e-05,0.005836532775564304,5.516689915934228e-06,0.0005301384766020129,1.458549907699228e-08,4.077056717534045e-09,9.008104102068178e-08,2.0838025124913198e-07,8.527031861118907e-08,0.00031493607038546816,0.004033508746104644,1.85362492401851e-07,0.001047610162391067,6.157368726912586e-09,5.216925544803356e-05,7.561589773058121e-08,9.287437617714289e-11,5.988822367551874e-06,3.673597088373896e-06,1.226188088475754e-10,8.247315783771288e-11,9.254071726409662e-12,1.2600085965671762e-07,1.6150409219687296e-07,4.3255686481037934e-11,7.97885578418772e-08,1.309813435083421e-09,5.7812982767795934e-11,4.635494127616388e-10,5.701626871709436e-06,1.1104564982155518e-09,2.6740040907791123e-08
3.353796338396947e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44051187446765994,0.08160319370428061,0.008184353544904103,0.0,0.004665610904473394,0.05272989642116432,0.024575404770006276,4.585584694359633e-05,1.7977833861441948e-10,0.00199604430563944,6.259845779084302e-11,0.0005215637895751764,3.409629844196501e-09,7.44827752588336e-06,2.3310694917783327e-09,1.322128439955904e-10,1.401959964097171e-05,3.323606551712258e-05,0.005831865497261268,5.472971641916114e-06,0.0005307143926488229,1.4487599539184748e-08,4.064201406379018e-09,9.046053005632287e-08,2.0838667591688766e-07,8.592940903912804e-08,0.0003170104946286729,0.004055464387291125,1.856611757579208e-07,0.001050105400121609,6.153335188538941e-09,5.259794945953623e-05,7.574025112695829e-08,9.312982595059025e-11,5.97638471653403e-06,3.7032994890504035e-06,1.2275250014883198e-10,8.21071353543727e-11,9.329639533360666e-12,1.2583849262367767e-07,1.6383275672526396e-07,4.3140110658294686e-11,8.084723741046918e-08,1.3256851169743679e-09,5.826258782172542e-11,4.672911737293787e-10,5.744591249805874e-06,1.1188242972731263e-09,2.6940140808256695e-08
3.3622088194556344e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.440489416542035,0.08154208138514439,0.008163481808221252,0.0,0.0046659863101979615,0.052857660872638636,0.02461689745351623,4.579917445518505e-05,1.8093035068917543e-10,0.0019948399957157425,6.270315167455451e-11,0.0005218204697022025,3.4185972062155428e-09,7.4156980985864726e-06,2.336153613447071e-09,1.323832407011561e-10,1.3982919628224682e-05,3.3510114334824604e-05,0.005827201628278936,5.4297210543013635e-06,0.000531288943607417,1.4390629969452988e-08,4.051391002144936e-09,9.084234563321876e-08,2.0839280204950495e-07,8.659101014100156e-08,0.0003190902242649683,0.004077447693240115,1.859590355151861e-07,0.001052597961870731,6.1493090656003685e-09,5.303165494280177e-05,7.58642621035437e-08,9.338498041521146e-11,5.96396715251935e-06,3.733348483373155e-06,1.228855658475127e-10,8.174382331668697e-11,9.406087748595135e-12,1.2567654020274823e-07,1.6618569855369942e-07,4.302504785769205e-11,8.191567896343796e-08,1.3416838611514223e-09,5.871738152899729e-11,4.710705206342021e-10,5.7879129831417885e-06,1.127261695279781e-09,2.714189275417225e-08
3.3706213005143215e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44046692584141023,0.08148101686313768,0.008142665136011822,0.0,0.004666355465256773,0.05298530783116761,0.024658285374324643,4.5742650345728825e-05,1.8208579558903314e-10,0.0019936381154268307,6.28101034754294e-11,0.0005220766283960465,3.4277051417217667e-09,7.383359308374667e-06,2.341229317351793e-09,1.325528366934336e-10,1.3946402246065292e-05,3.37873645665448e-05,0.005822541172561387,5.38693196939488e-06,0.0005318621334392421,1.4294579223136237e-08,4.038625337637115e-09,9.122648632976975e-08,2.0839863195928657e-07,8.725511429640295e-08,0.00032117522600658117,0.004099458275680734,1.8625607381338935e-07,0.0010550878452284791,6.145290353169526e-09,5.347042691917762e-05,7.598793154532741e-08,9.363983877289085e-11,5.951569692993424e-06,3.763747908513949e-06,1.2301800872427143e-10,8.138319427613433e-11,9.48342598623225e-12,1.2551500148492485e-07,1.6856304712816112e-07,4.29104937581635e-11,8.299392021690772e-08,1.3578099588897066e-09,5.917741873674076e-11,4.74887873223297e-10,5.831596185800892e-06,1.1357694934996567e-09,2.7345315750655966e-08
3.37819253346714e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4404466565345489,0.08142609963614991,0.008123977090117534,0.0,0.004666682398537768,0.05310008950432579,0.024695445143138914,4.569190521029851e-05,1.8312862509845511e-10,0.0019925584976878325,6.290830911398252e-11,0.0005223067265289139,3.436023724038509e-09,7.354458124892721e-06,2.3457902571155264e-09,1.327047907042912e-10,1.3913674508456118e-05,3.403965588913965e-05,0.005818349684012694,5.348811345914222e-06,0.0005323768437790963,1.4208910065812928e-08,4.027174354329428e-09,9.157419967842225e-08,2.084036275014651e-07,8.785494176457496e-08,0.00032305620755407723,0.0041192907998044755,1.8652270770177053e-07,0.0010573264482341344,6.1416798438485425e-09,5.386969929360088e-05,7.609894276173731e-08,9.386895747105769e-11,5.940429182804781e-06,3.7914101997950087e-06,1.2313667708986492e-10,8.106089966444848e-11,9.553799361348124e-12,1.2536996960497802e-07,1.7072363502423977e-07,4.280782648295364e-11,8.397274693432753e-08,1.3724325696675032e-09,5.959598098294752e-11,4.78356335136635e-10,5.871223559683183e-06,1.1434873731272057e-09,2.7529841064170063e-08
3.3857637664199584e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44042636132539587,0.08137122108067135,0.008105333421326926,0.0,0.004667004339284207,0.05321477575997719,0.024732520449034713,4.5641279701930405e-05,1.8417422406310724e-10,0.001991480842695568,6.300837821693785e-11,0.0005225364044053499,3.4444585059037397e-09,7.325748121339652e-06,2.3503443849437186e-09,1.328561002812222e-10,1.3881076386752624e-05,3.4294594331218396e-05,0.005814160966267115,5.311055239109981e-06,0.0005328904576493112,1.4123968363747742e-08,4.015759354178781e-09,9.192379396414825e-08,2.0840838661456832e-07,8.845678474659447e-08,0.00032494140784351637,0.0041391448187810265,1.8678867949855676e-07,0.001059562878034223,6.138075329330571e-09,5.427316094488937e-05,7.620967869589067e-08,9.409783511443546e-11,5.929304983050653e-06,3.819362297375954e-06,1.2325484522444162e-10,8.074073671899528e-11,9.624908577281492e-12,1.2522527142889486e-07,1.7290419000421092e-07,4.2705564732352794e-11,8.495956854986964e-08,1.3871587706895697e-09,6.001887552063082e-11,4.818562353657936e-10,5.911150151626472e-06,1.1512635288351957e-09,2.7715749620768852e-08
3.392577876077495e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4404080737440616,0.08132186342760894,0.008088591973992088,0.0,0.004667289844547151,0.05331791171036654,0.024765816162839512,4.559581880684609e-05,1.8511762662895227e-10,0.0019905126292777972,6.310004732134739e-11,0.0005227427559910181,3.452150082928735e-09,7.3000711370282956e-06,2.3544372783708304e-09,1.3299172952681387e-10,1.3851848085970969e-05,3.4526323522164294e-05,0.005810393491700331,5.277382843137148e-06,0.0005333517749968923,1.4048136364844328e-08,4.005516519892934e-09,9.22400359953508e-08,2.0841246902674994e-07,8.900016192555133e-08,0.0003266416747399376,0.004157031578831621,1.8702748931439642e-07,0.0010615738053117805,6.134836388753849e-09,5.463989198071188e-05,7.630910620269002e-08,9.430361842614945e-11,5.91930715838048e-06,3.8447693213347584e-06,1.2336077050444311e-10,8.045439662457522e-11,9.689541905120468e-12,1.2509532784194486e-07,1.7488383809137568e-07,4.261387337327303e-11,8.58545656658934e-08,1.4005010856412147e-09,6.040321825468982e-11,4.850332841742632e-10,5.947342468851715e-06,1.1583123922533246e-09,2.788426178696259e-08
3.399391985735032e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4403897656540224,0.0812725370663175,0.00807188630869611,0.0,0.0046675713563016155,0.05342097019028782,0.024799043748816633,4.555045440272552e-05,1.8606326426983e-10,0.001989546001815665,6.319325131753127e-11,0.0005229487686843366,3.459937504601094e-09,7.2745463398315645e-06,2.3585246589801743e-09,1.331268397897402e-10,1.382272326886344e-05,3.476023665128572e-05,0.0058066282658900984,5.243999117554335e-06,0.0005338122085612459,1.3972881683765936e-08,3.995302646494507e-09,9.255779962565517e-08,2.084163624489669e-07,8.954516274110093e-08,0.00032834532076160495,0.004174935311567818,1.872657652319792e-07,0.0010635829695896232,6.1316022982273335e-09,5.5010079271505725e-05,7.640831172196891e-08,9.45092056209319e-11,5.9093225629698635e-06,3.870415478441883e-06,1.234662936763709e-10,8.016975349393781e-11,9.754782257456994e-12,1.2496565354034367e-07,1.7687980206777084e-07,4.252250584665497e-11,8.675607946104777e-08,1.4139276116382674e-09,6.079113273564197e-11,4.882362816496111e-10,5.983781927371554e-06,1.165409389216454e-09,2.8053916433745952e-08
3.4062060953925687e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4403714372794576,0.0812232419815819,0.008055216348263129,0.0,0.004667848898131603,0.05352395111295137,0.024832203342734505,4.550518629715766e-05,1.8701113308702287e-10,0.0019885809584635613,6.328800237596339e-11,0.0005231544431969722,3.4678215939677016e-09,7.249172483656634e-06,2.36260652911682e-09,1.3326143249117598e-10,1.3793701234292468e-05,3.499635269787517e-05,0.005802865290919784,5.210901003749161e-06,0.0005342717603905178,1.389819877741326e-08,3.985117646515304e-09,9.28770838590022e-08,2.0842006805999208e-07,9.009178289336973e-08,0.0003300523277522914,0.0041928558089903605,1.875035083852784e-07,0.0010655903695873967,6.12837305498965e-09,5.5383752853179844e-05,7.65072957228504e-08,9.471459629617979e-11,5.899351204926579e-06,3.896302863775701e-06,1.235714161911536e-10,7.988679346573103e-11,9.820634879629454e-12,1.2483624804417112e-07,1.7889214893694326e-07,4.243145999010019e-11,8.766412898077574e-08,1.4274384876923566e-09,6.118264880445997e-11,4.914654592404602e-10,6.020470818606997e-06,1.1725549660046484e-09,2.8224724144379308e-08
3.4130202050501055e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4403530888448817,0.08117397815819617,0.008038582015664817,0.0,0.004668122493425433,0.05362685439128478,0.024865295080204648,4.546001429794051e-05,1.8796122916774e-10,0.001987617497367367,6.338431272966698e-11,0.0005233597802367239,3.475803178460353e-09,7.223948333771061e-06,2.3666828911559822e-09,1.3339550904968213e-10,1.3764781288561042e-05,3.5234690730400735e-05,0.0057991045688703296,5.1780854819505495e-06,0.0005347304325228877,1.3824082167727892e-08,3.974961432732307e-09,9.319788765602764e-08,2.084235870299288e-07,9.064001803779172e-08,0.0003317626774732298,0.004210792862811867,1.877407199076968e-07,0.0010675960040248222,6.125148656251393e-09,5.576094290276575e-05,7.660605867422875e-08,9.491979005309784e-11,5.889393092151523e-06,3.922433582326478e-06,1.2367613949486753e-10,7.960550280510503e-11,9.887105041084321e-12,1.247071108739417e-07,1.809209453612029e-07,4.2340733664219107e-11,8.857873308471826e-08,1.4410338499192628e-09,6.157779642437992e-11,4.947210499073688e-10,6.057411453098134e-06,1.1797495726216312e-09,2.839669559004746e-08
