Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3X(55),COX(50),CHOX(53),O(29),H2OX(23),CO2X(24),acetyl(44),C2H4X(215),C2H4X(70),HOCO(73),CHO2(74),S(216)
6.402625589817542e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999967,0.11866996602996219,0.02282156769305424,1.3884519620651854e-97,1.6324139775539384e-45,2.0426641265767936e-30,2.8156440679604636e-71,1.0763250859591997e-45,2.5019943886966135e-109,5.650824820958623e-17,1.590760674697962e-89,5.650824820957914e-17,8.420697908427726e-61,5.277538357897524e-60,3.235427902488562e-92,3.751471271432398e-93,7.357674541448699e-32,2.138777657689735e-71,3.086070564728901e-15,9.13730644542194e-17,3.657970189923667e-19,6.195907515168146e-32,2.294238740370024e-31,3.657970142758462e-19,2.3565696207915076e-27,2.839961906935586e-32,2.976145654391419e-36,2.0010118729293508e-61,8.568602186656248e-44,6.031107405133797e-63,2.064039881108773e-31,5.6978930353162265e-86,2.497742030541789e-88,6.869785752964392e-25,1.3248121041965203e-45,1.1147230423046577e-87,1.7496004174775867e-101,6.0294269760055674e-77,2.1376760477845325e-85,8.83109460594377e-120,1.4332392139751971e-121,2.4920496532648667e-173
1.2810813843049348e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999355,0.11866996602995904,0.022821567693054195,3.569951200122793e-95,1.3069237618997278e-44,8.175991724650942e-30,1.809082052187799e-69,8.619330068154799e-45,6.430230602506075e-107,1.1306559133508014e-16,1.0196603710635107e-87,1.1306559133505181e-16,1.3487751000036488e-59,8.453888171960413e-59,4.1575935882990315e-90,4.820720279259323e-91,2.9449872819031577e-31,7.061079161214378e-70,6.174822337592369e-15,1.828255147159556e-16,7.31911850719516e-19,2.479977428571481e-31,9.182933914560066e-31,7.319118318410284e-19,9.432306122241101e-27,2.27367009730764e-31,2.3892304693423594e-35,6.42836735485912e-60,6.860101131280763e-43,1.9323151143347395e-61,8.261538559430048e-31,7.321913590562021e-84,3.2110598392260595e-86,1.3745541515450424e-24,1.0606551127502534e-44,1.4330712917792792e-85,4.498509282832895e-99,3.8636305786789047e-75,1.4111944301013503e-83,4.541381006902921e-117,7.370267632533328e-119,4.105357173437194e-169
2.562719034951296e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679998717,0.11866996602995275,0.022821567693054105,9.19551719972737e-93,1.0459362139700836e-43,3.2714711704728795e-29,1.1646978671928637e-67,6.898957513109652e-44,1.6558896079386208e-104,2.2618027758606843e-16,6.530866241360308e-86,2.2618027758595513e-16,2.1592115752301375e-58,1.3534087612948663e-57,5.353283518556959e-88,6.207120022652965e-89,1.1783785151187875e-30,2.3948410652126806e-68,1.23523258833145e-14,3.6573041523942165e-16,1.464141528356349e-18,9.92313781299878e-31,3.6743696938515935e-30,1.4641414528169003e-18,3.774060030220137e-26,1.8195850833654043e-30,1.9225210312239174e-34,2.0693765253424644e-58,5.490180722970848e-42,6.187082821513877e-60,3.30569153246075e-30,9.42763607126371e-82,4.135569614969485e-84,2.749705746077686e-24,8.488462639410953e-44,1.8456728944631074e-83,1.1587103150722697e-96,2.474218014668324e-73,9.568551487820361e-82,2.3395643794491728e-114,3.796918900524985e-116,6.757924908198638e-165
5.125994336244018e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997446,0.11866996602994016,0.02282156769305392,2.3800029344715876e-90,8.369078912794659e-43,1.3088091010213595e-28,7.535263194682968e-66,5.5205637350952484e-43,4.285008970833252e-102,4.524096500880468e-16,4.181367878260791e-84,4.524096500875932e-16,3.455675919268998e-57,2.1660835297156273e-56,6.926579624212173e-86,8.03135326006217e-87,4.7142813744824234e-30,8.523603964079421e-67,2.470733297473954e-14,7.315402162863289e-16,2.9286009403649292e-18,3.969899503656819e-30,1.4699871345207495e-29,2.928600638150674e-18,1.5097969304238432e-25,1.4558773021311425e-29,1.5549678016790224e-33,6.69465488171556e-57,4.393002560817536e-41,1.9803870992133485e-58,1.3224918614552285e-29,1.2198358534456285e-79,5.351983737110279e-82,5.500010703284724e-24,6.7920569092288564e-43,2.3885491705332233e-81,2.998879774439544e-94,1.583924345471583e-71,6.80641777948194e-80,1.2110509388483472e-111,1.9654862626544512e-113,1.1141490563557075e-160
1.0252544938829462e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679994903,0.118669966029915,0.022821567693053556,6.221883847329359e-88,6.695898948447642e-42,5.2357233438388404e-28,4.924268299536217e-64,4.4170101459634067e-42,1.1199654972792806e-99,9.048683950920107e-16,2.676591872707727e-82,9.04868395090196e-16,5.529831495696824e-56,3.4662372830846866e-55,9.052290172578547e-84,1.0496109770477063e-84,1.885866023523195e-29,3.277035136357931e-65,4.941734715751277e-14,1.4631598183800437e-15,5.8575199913599456e-18,1.5880876197025626e-29,5.880427064485355e-29,5.857518782346362e-18,6.039096598731287e-25,1.1647048786517932e-28,1.270745521748349e-32,2.18780973939985e-55,3.5147738761633636e-40,6.337639653887899e-57,5.290397942009619e-29,1.5941934739894023e-77,6.995937999247455e-80,1.1000627690265799e-23,5.434156825048919e-42,3.1222333485396386e-79,7.839153719087869e-92,1.0137789616554449e-69,5.228158296323174e-78,6.331757152430468e-109,1.0276823036050681e-110,1.8450529872033142e-156
2.050564614400035e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679989813,0.11866996602986467,0.022821567693052824,1.6583888385103195e-85,5.356973611445439e-41,2.094423232012751e-27,3.280963141846592e-62,3.5338317932275653e-41,2.9842032766269344e-97,1.809785885099967e-15,1.7131840742805802e-80,1.809785885092707e-15,8.848330452279454e-55,5.546382414301262e-54,1.206102092702443e-81,1.398472615950904e-82,7.543771052478394e-29,1.4000779886270194e-63,9.883737552275174e-14,2.9263990225670727e-15,1.1715359001566866e-17,6.352597591276893e-29,2.3522665171728515e-28,1.171535416485043e-17,2.415270932786915e-24,9.316360889566654e-28,1.0592803330265908e-31,7.290691341737863e-54,2.8120135833299895e-39,2.0278323308365767e-55,2.116245253977205e-28,2.1240592409361762e-75,9.324218287856044e-78,2.2001889954495944e-23,4.3475244276993034e-41,4.161327044526246e-77,2.0891453688541655e-89,6.487523323500916e-68,4.461468488537022e-76,3.375147431560488e-106,5.478769271146746e-108,3.0832151954085834e-152
4.101184855434213e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767997963,0.11866996602976401,0.02282156769305136,4.580482462651579e-83,4.2856808518594395e-40,8.378252564016959e-27,2.265173783007457e-60,2.827154907333953e-40,8.23791631134958e-95,3.619620865115994e-15,1.0964906979055664e-78,3.619620865086954e-15,1.415780877699912e-53,8.874533508964139e-53,1.66494508589478e-79,1.930500003716133e-80,3.017569813758109e-28,6.727929829230343e-62,1.976774322519998e-13,5.852877430939531e-15,2.3431040657290446e-17,2.5410816333911096e-28,9.40925731637928e-28,2.3431021306310494e-17,9.657554196774025e-24,7.450514221620447e-27,9.156264863536871e-31,2.518082581533986e-52,2.2497618072567626e-38,6.486955022637243e-54,8.46515297227862e-28,2.932124835486131e-73,1.2878475832822738e-75,4.400452764402822e-23,3.478090231592251e-40,5.747565193689542e-75,5.768695806162129e-87,4.150680309423541e-66,4.282188253615529e-74,1.8642344368491854e-103,3.026917642206146e-105,5.2364394443188084e-148
8.202425337502569e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679959276,0.11866996602956269,0.022821567693048436,1.3438661894584743e-80,3.4285857533673826e-39,3.35164613433113e-26,1.6610719760524163e-58,2.261759714615776e-39,2.414834464600003e-92,7.239290825148508e-15,7.01770970963072e-77,7.23929082503234e-15,2.265287805728577e-52,1.4199509092633089e-51,2.4407984999576196e-77,2.8301002185723242e-78,1.2070402041632476e-27,3.58986029886044e-60,3.9535754570557623e-13,1.1705834247678047e-14,4.686241852948836e-17,1.0164357116617934e-27,3.763741065648108e-27,4.686234109504718e-17,3.860083285648288e-23,5.956084422985338e-26,8.414856908865532e-30,9.240601404986862e-51,1.7999867136619484e-37,2.074357675563545e-52,3.386095419657706e-27,4.298475412473443e-71,1.889607808212096e-73,8.801025566738073e-23,2.7824862219118844e-39,8.433175922596465e-73,1.6917459698164792e-84,2.6545728998976598e-64,4.564945026370752e-72,1.093703548374165e-100,1.7766904469783404e-102,9.121527288948726e-144
1.640490630163928e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767991856,0.11866996602916004,0.022821567693042583,4.315204360465269e-78,2.742885489551817e-38,1.3409135513900208e-25,1.3330326095420405e-56,1.8094220858640614e-38,7.744888269347383e-90,1.4478630745215364e-14,4.491388358743175e-75,1.447863074475069e-14,3.624491199228081e-51,2.271941303275521e-50,3.915232542160144e-75,4.539702963141196e-76,4.828185374061172e-27,2.0663941248448216e-58,7.907177725930509e-13,2.3411747881129477e-14,9.372523267257151e-17,4.065705275070371e-27,1.5055039654870373e-26,9.372492269585848e-17,1.5416641355785056e-22,4.757874142643885e-25,8.471818346512405e-29,3.7122740798179776e-49,1.4402468491240463e-36,6.628377614802565e-51,1.3544448853755802e-26,6.895091505842317e-69,3.034695338310488e-71,1.7602352229123741e-22,2.2259718094676432e-38,1.3543617588219596e-70,5.429010555392245e-82,1.6964977363865738e-62,5.251672386351393e-70,7.022186826647515e-98,1.1417943796741065e-99,1.6396319251927569e-139
3.28098682299127e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767983713,0.11866996602835475,0.022821567693030877,1.5507395085860006e-75,2.194315879166302e-37,5.365645541373158e-25,1.1972077706593268e-54,1.4475433920821033e-37,2.779520011701336e-87,2.8957310585356396e-14,2.874505858121665e-73,2.8957310583497713e-14,5.799210450642275e-50,3.63512007611093e-49,7.027917050152078e-73,8.148852932337685e-74,1.9312790611001404e-26,1.2460044717619084e-56,1.5814382262892864e-12,4.682357514792993e-14,1.8745109579243459e-16,1.6262396467364034e-26,6.022030231433477e-26,1.8744985399141007e-16,6.147737636759274e-22,3.7951226527318935e-24,9.549431332495843e-28,1.6692511668737997e-47,1.1525975351812756e-35,2.1149526923303277e-49,5.417791947219094e-26,1.237681803055812e-66,5.454648888560714e-69,3.5205729784755715e-22,1.780734129532449e-37,2.434370078839986e-68,1.9496886093706883e-79,1.0826464153286674e-60,6.330767933543443e-68,5.045817476331455e-95,8.218866690137139e-97,3.020572938294728e-135
6.5619792086459545e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679674265,0.11866996602674416,0.022821567693007465,6.234445462507962e-73,1.755456870648876e-36,2.1478295730988254e-24,1.2029209662436925e-52,1.1580369993471183e-36,1.1161180879188987e-84,5.791467026566776e-14,1.839689265083151e-71,5.7914670258233e-14,9.278756230471322e-49,5.816197273534118e-48,1.4114512271484962e-70,1.6365741343270098e-71,7.725126067227654e-26,7.697597161925646e-55,3.1628791333669043e-12,9.364722968112121e-14,3.7490377117523827e-16,6.504594094632212e-26,2.408814399270685e-25,3.7489878896281427e-16,2.4440799769468434e-21,3.018350056073953e-23,1.2037037752082662e-26,8.396109036002966e-46,9.22708764246324e-35,6.728901946378572e-48,2.167118436563634e-25,2.4856963093895123e-64,1.0967910678983026e-66,7.041538181946179e-22,1.424511660358078e-36,4.894903912246855e-66,7.833637161918014e-77,6.8893769828378556e-59,7.820358031292553e-66,4.05641865902091e-92,6.629647161075455e-94,5.565060261046043e-131
1.3123963979955323e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679348537,0.11866996602352299,0.02282156769296064,2.7361810485923468e-70,1.4043690387632486e-35,8.60366042339584e-24,1.3195719129859575e-50,9.264305078644783e-36,4.894314590467863e-82,1.158293896264076e-13,1.1774028654757573e-69,1.1582938959666861e-13,1.4846025204803005e-47,9.305900431518702e-47,3.0953442793083813e-68,3.5890431223225695e-69,3.0900523913494087e-25,4.797602741794001e-53,6.325760946262723e-12,1.8729453874586527e-13,7.498129953620252e-16,2.601541128677043e-25,9.63525767285997e-25,7.497929484635361e-16,9.658212605301946e-21,2.386742978314375e-22,1.6547380786386003e-25,4.609043768780065e-44,7.391580568496871e-34,2.1287201422805374e-46,8.66847047385708e-25,5.451183205314916e-62,2.4073033069328383e-64,1.408462735826395e-21,1.1394857822058854e-35,1.0743656041448452e-63,3.436580289148131e-74,4.3593680673976416e-57,9.747177861547181e-64,3.560479763509312e-89,5.857534980098949e-91,9.953630578442733e-127
2.624793352257406e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767869708,0.11866996601708064,0.022821567692866994,1.265200631188666e-67,1.1234996472485024e-34,3.4510075370966194e-23,1.52525086108505e-48,7.411447602279755e-35,2.2620791185923932e-79,2.3165882834835596e-13,7.535383519106095e-68,2.3165882822939987e-13,2.3753651327660924e-46,1.4889366700119817e-45,7.153945814645549e-66,8.294976878079367e-67,1.236021349344957e-24,2.979587955976155e-51,1.2651524567016699e-11,3.7458915686879945e-13,1.499647527392939e-15,1.0403783280269626e-24,3.8540994542106e-24,1.4995664259906739e-15,3.771925314935339e-20,1.866126973913776e-21,2.3941898083037288e-24,2.6649715965626577e-42,5.928606305699203e-33,6.659906684549692e-45,3.467382264879077e-24,1.2598728471611512e-59,5.566260131682466e-62,2.817544078840322e-21,9.113899993867655e-35,2.4842031344719203e-61,1.5886939999355303e-71,2.7282263741319447e-55,1.2106606393313283e-61,3.293401248095284e-86,5.488610702103417e-88,1.6950076838788584e-122
5.2495872607811537e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727677394167,0.11866996600419596,0.0228215676926797,5.9492668377629566e-65,8.988062795208593e-34,1.3875513414934578e-22,1.7930013724457273e-46,5.9291593468833325e-34,1.063554506744886e-76,4.63317705794126e-13,4.822646630414246e-66,4.633177053183028e-13,3.800584711991567e-45,2.3822725893776834e-44,1.6818352962908408e-63,1.950080909777435e-64,4.944086182297078e-24,1.81880478040792e-49,2.5303051788373996e-11,7.491783930884546e-13,2.9993852807989517e-15,4.1596075630235315e-24,1.5416361546381624e-23,2.9990540174987368e-15,1.4403296938809463e-19,1.4279374578811768e-20,3.519630540520977e-23,1.5666261428381646e-40,4.7659177689651433e-32,2.039810361246139e-43,1.3869475048991942e-23,2.961849835109235e-57,1.3088489927286235e-59,5.637560795867727e-21,7.287939892246809e-34,5.8408603786153005e-59,7.469920992627596e-69,1.6717922667919379e-53,1.4780268725252859e-59,3.181078253759201e-83,5.296893072374382e-85,2.673209353152881e-117
1.0499175077828648e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727674788346,0.11866996597842659,0.02282156769230511,2.7494368414608925e-62,7.19055308867503e-33,5.600653324547241e-22,2.071765610924106e-44,4.743327742461466e-33,4.916188939186146e-74,9.266354606931576e-13,3.0864936068123925e-64,9.2663545878987e-13,6.080934721491152e-44,3.8115517549719554e-43,3.8869247897435504e-61,4.506865269100114e-62,1.977634629346573e-23,1.0702149791158785e-47,5.0606106150485984e-11,1.4983568654229197e-12,5.999165395006586e-15,1.662319983895402e-23,6.16651413217569e-23,5.9977917651384795e-15,5.278267819531036e-19,1.0502664978100151e-19,5.081243598438731e-22,9.049626208105673e-39,3.8453818523966395e-31,6.008959549717074e-42,5.547745488980642e-23,6.845146042295769e-55,3.0244259057934135e-57,1.1285010353905052e-20,5.825268443348314e-33,1.3496182865862744e-56,3.4525218945677987e-66,9.856113319420701e-52,1.73943743431077e-57,2.9439665309724517e-80,5.1458960759666596e-82,3.8152618742814346e-113
2.0998350711923639e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452307276695767,0.11866996592688785,0.02282156769155593,1.2041675565383054e-59,5.75260580812176e-32,2.2723393209467356e-21,2.2689433423561276e-42,3.794661914333779e-32,2.154412132916487e-71,1.853270970521161e-12,1.9753550471795656e-62,1.8532709629080533e-12,9.729491004945903e-43,6.098212216147286e-42,8.515775864608757e-59,9.873956296430554e-60,7.910538825778756e-23,5.901887231256212e-46,1.0121221455229949e-10,2.996713809672549e-12,1.2000123554274412e-14,6.637126000369182e-23,2.4665809700719657e-22,1.1994317669354836e-14,1.8041038310152924e-18,7.221673386694216e-19,6.945941788846163e-21,4.953074663877191e-37,3.1181599438278144e-30,1.6565285520896886e-40,2.2190623073744774e-22,1.4996669428326097e-52,6.622381245131812e-55,2.2609573965784422e-20,4.652100710207198e-32,2.9550997044558486e-54,1.5125162995629667e-63,5.440582757277431e-50,1.918505665188693e-55,2.585162994830597e-77,4.9452746426516456e-79,4.720611235457241e-109
