Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),H2(190),C4H7X(141),C4H7(69),C4H7X(140),C4H7(68),C4H7X(145),C4H7(373),C4H8(73),C2H6(343),C2H5(67),C4H8(187),C4H7X(654),C4H9X(153),C4H9(85),C4H9X(171),C4H9(111),SX(161),C6H11(102),SX(159),C6H11(100),S(1018),S(1027),SX(986),C4H7X(146),C6H13(202),SX(346),SX(249),C6H13(203),S(1590),SX(1543),SX(785),C8H17(813),S(1757),SX(1703),SX(1546),S(1593),S(1942),SX(1880),SX(1706),S(1760),S(2145),SX(2073),SX(1883),S(1945),S(2366),SX(2286),SX(2076),S(2148),S(2603),SX(2515),SX(2289),S(2369),S(2858)
3.1796183028485114e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583759193,0.66999999999993887,5.1023991623880203e-23,4.4295096898613987e-27,4.6154531067001802e-20,2.9436670895404153e-28,1.4078860200350555e-38,3.0745649703881279e-32,0.0,9.0994722678955012e-40,1.1422278238217088e-41,6.1225390986150491e-14,6.1225414211233626e-14,1.1584995686838e-20,4.1144194734499305e-20,6.1933757185213398e-22,4.047549765510694e-21,3.0935409499538855e-23,2.6308960492818825e-22,2.1821069371202422e-25,3.2441313660092329e-27,3.8597485562122858e-24,1.3842376261608156e-25,2.787776282888353e-22,2.1085062252715441e-24,2.1441252682750678e-26,3.3228038891589843e-28,1.6810647086066317e-27,2.3877132974377105e-29,1.1145201366712403e-28,6.9790621739826587e-30,6.3363592013014631e-30,8.2527253869366757e-32,1.1764929177944174e-36,1.1441701491890053e-33,4.5202651985520294e-33,8.0203111570271421e-29,1.3185091768555953e-32,6.1674518623183086e-32,3.221717242767859e-33,4.1943311421096231e-35,2.3689848481878967e-38,7.2601314539039028e-38,2.9195181194020906e-39,3.7116348650904975e-41,2.1222843645819964e-44,4.8527042774770137e-44,1.6434075944451969e-45,1.8995727254873469e-47,1.0919519716863976e-50,1.9999780333778867e-50,5.9672191118691555e-52,6.1434725868651298e-54,3.5360547086907424e-57,5.4294987672225349e-57,1.4694336252866362e-58,1.4162125502507038e-60,8.156687605849192e-64,1.0859941218397329e-63,2.7259599273630488e-65,2.4760741338875496e-67,1.4268382290696427e-70,1.6878051301411202e-70,3.9902457089588845e-72,3.4284054482065177e-74,4.0935426065825491e-77
3.56974455498993e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583757816,0.66999999999993198,8.1051102389355252e-23,8.4956598867655073e-27,5.7767338875106321e-20,3.2738837437279768e-28,2.4324297429577217e-38,6.316361374297046e-32,0.0,1.7505886217678632e-39,2.4281974641058443e-41,6.8083992499654778e-14,6.8084024932866422e-14,1.6172958417566365e-20,5.0893613230847961e-20,7.7130715864442363e-22,5.5743086688961457e-21,4.2810092378507305e-23,4.0718085179730621e-22,2.7181230274117183e-25,3.2441313660091597e-27,6.0316870078646514e-24,1.7354695541043663e-25,3.1298251295368731e-22,2.9137582514525799e-24,2.9778798050411314e-26,4.6320741536529659e-28,2.602175531269443e-27,3.7389277787395377e-29,1.8535721858723154e-28,1.020874477662017e-29,1.1629385457188522e-29,1.5394239962888531e-31,2.1946628596816494e-36,2.1664592837889116e-33,9.3501779343971538e-33,1.3763714963358645e-28,2.1110050471980962e-32,1.082921795970216e-31,6.244922002783271e-33,8.2752494850638672e-35,4.7914541841088913e-38,1.5980735636505902e-37,7.0047498298106154e-39,9.0074711718503587e-41,5.28340251169587e-44,1.2998399857149467e-43,4.7380616833856957e-45,5.5660516828798578e-47,3.2810467778783618e-50,6.4024153050216934e-50,2.0357381604310667e-51,2.142475913839774e-53,1.2635105217090486e-56,2.0505419830020552e-56,5.8683580082727845e-58,5.7791541415269098e-60,3.4067810379451074e-63,4.7639631746189242e-63,1.2567996035882984e-64,1.1657256882283541e-66,6.8682174859352852e-70,8.490928870016685e-70,2.0998232123152245e-71,1.8411009802459579e-73,2.2954767965430781e-76
4.3499970592727667e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583755202,0.66999999999991888,1.7879484859621636e-22,2.6101492145144095e-26,8.4592758635426165e-20,3.9036498273030617e-28,6.1973815137267683e-38,2.2194952483421793e-31,0.0,5.4459354279717781e-39,9.2671581680670253e-41,8.1163656093592568e-14,8.11637131616481e-14,2.8438061693286863e-20,7.2779005576064687e-20,1.1141382230771956e-21,9.5943386094386037e-21,7.4218433692652207e-23,8.5987441942532584e-22,3.9278071483415815e-25,3.244131366009037e-27,1.2901437759016191e-23,2.5478035431488372e-25,3.8139228228338921e-22,5.0262261727777498e-24,5.2148271829008106e-26,8.1570427186585464e-28,5.5153392594434385e-27,8.066216119506322e-29,4.4615596940200103e-28,1.9804210063312538e-29,3.3547034244763001e-29,4.5602469178305053e-31,6.5017446397458467e-36,6.5906394783859473e-33,3.3737045592120779e-32,3.4966542958993986e-28,4.7305150377970728e-32,2.8560454811697251e-31,1.9832469320157921e-32,2.7071466660782188e-34,1.6394512471331281e-37,6.4805091671944775e-37,3.4345642242102428e-38,4.5347227849574804e-40,2.8096128317404476e-43,8.2865146155193332e-43,3.7016650785105011e-44,4.5464212435074036e-46,2.8703890411520534e-49,6.863696009273698e-49,2.7444103304960809e-50,3.1108822145925077e-52,2.0019858210370794e-55,4.1143660498340866e-55,1.5368217318902678e-56,1.6663745755049004e-58,1.0966253807317132e-61,2.0221204343616037e-61,7.276585878584641e-63,7.6192976140227242e-65,5.1424533890419204e-68,8.7626164424343853e-68,3.0973510472842249e-69,3.1481603127071568e-71,5.7528430469019497e-74
5.05222431312732e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583753004,0.669999999999908,3.2476489081603252e-22,6.0827231916251484e-26,1.1261829962643088e-19,4.4325116556796932e-28,1.2538119974721613e-37,5.735088646437269e-31,0.0,1.2872998417459558e-38,2.5700551661043927e-40,9.2147047989967588e-14,9.2147134930606401e-14,4.3296365132667742e-20,9.4828490910968751e-20,1.4611464175285698e-21,1.43948832580776e-20,1.1188003166666986e-22,1.5120997619373057e-21,5.1528028916604365e-25,3.2441313660089323e-27,2.2844167965980171e-23,3.3974444731719952e-25,4.429610746801187e-22,7.5307841366148539e-24,7.9503072402790234e-26,1.2481139251961219e-27,9.7553230438960294e-27,1.4435635862619821e-28,8.7083725134131124e-28,3.3087293732605506e-29,7.5443347728876408e-29,1.0441785738452452e-30,1.4888143072748096e-35,1.5390581126300026e-32,8.9670600124136072e-32,7.1031989006386807e-28,8.7138819069909702e-32,5.9565397320700366e-31,4.7805941157603799e-32,6.6571964578583187e-34,4.1639894458752308e-37,1.8676973214937445e-36,1.1360600968591782e-37,1.5273825879542279e-39,9.8059802800006723e-43,3.2607792133497902e-42,1.6525150574012085e-43,2.0806020633623472e-45,1.3630382829038857e-48,3.6347157412893961e-48,1.6246676892864733e-49,1.8993980911140919e-51,1.2665425436316699e-54,2.8576600331943468e-54,1.1706428784865263e-55,1.3055075354977763e-57,8.8600962330536e-61,1.7574210172248838e-60,6.7746090650465616e-62,7.2525995919045744e-64,5.0097340021314268e-67,8.9659072523845366e-67,3.3065949463054313e-68,3.4077965876659245e-70,6.4074282248767899e-73
5.754451566981873e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583750961,0.66999999999989779,5.4380296750344232e-22,1.2624534405037392e-25,1.4406268421844293e-19,4.9232266017623938e-28,2.3025910152549385e-37,1.3047568450210699e-30,0.0,2.7147533496323257e-38,6.2589677619680044e-40,1.0233773143855213e-13,1.0233785601155616e-13,6.1995714260751606e-20,1.187076095708128e-19,1.8382008775207702e-21,2.0376965116465595e-20,1.5894996215751438e-22,2.4634441827674947e-21,6.4844372087616279e-25,3.2441313660088247e-27,3.736590259565426e-23,4.351501374064184e-25,5.0452986707684636e-22,1.0625089892894362e-23,1.1439843107273765e-25,1.8009457350768068e-27,1.6011147017776961e-26,2.390919766955551e-28,1.5582110419809083e-27,5.2154227394692374e-29,1.5309961171754926e-28,2.1492625050731141e-30,3.0646191068032604e-35,3.2221517566403781e-32,2.1028491965226246e-31,1.3146211559266438e-27,1.4803030704700404e-31,1.1264908974560403e-30,1.0280171511484163e-31,1.4541933837112176e-33,9.3473640239432019e-37,4.6816670616938358e-36,3.2196738630714964e-37,4.3961122974504241e-39,2.9080671654661895e-42,1.076171756377894e-41,6.1215416654525239e-43,7.8741845164619469e-45,5.326936271823365e-48,1.5734171708689719e-47,7.8427455994238795e-49,9.4310934870387605e-51,6.5041331124479995e-54,1.6177611431424026e-53,7.3480000898363322e-55,8.4445316451112539e-57,5.9324714236403104e-60,1.2913832332570614e-59,5.4926641095779116e-61,6.0670721956340127e-63,4.340565175849493e-66,8.4958396915511818e-66,3.4460519231394363e-67,3.6688484295995852e-69,7.5858621782402592e-72
6.456678820836426e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583749096,0.66999999999988824,8.5444467497605128e-22,2.3941914430116027e-25,1.7866450393180135e-19,5.3747762370455249e-28,3.9214627440643263e-37,2.6888088963005899e-30,0.0,5.237427302838259e-38,1.3757728247276424e-39,1.1171465897562383e-13,1.1171482916427928e-13,8.4638092926209603e-20,1.4404565429526618e-19,2.2393509173268457e-21,2.7570490026248739e-20,2.156845637144486e-22,3.781442679147773e-21,7.901762334913674e-25,3.2441313660087386e-27,5.7463228573935467e-23,5.4020206601357085e-25,5.6609865947357205e-22,1.4310365361683385e-23,1.5738608212318147e-25,2.4831591399390406e-27,2.4788718379012706e-26,3.7285401315662384e-28,2.6042589062909807e-27,7.8549575984421215e-29,2.8654493199957006e-28,4.0689188641170656e-30,5.8021001645287624e-35,6.1925194150433289e-32,4.4684592437816241e-31,2.261758413028865e-27,2.3616468517445745e-31,1.9739737926950158e-30,2.0214440365183603e-31,2.8957141588664127e-33,1.9057383985665821e-36,1.0518394079081417e-35,8.0707161633348677e-37,1.116445882664536e-38,7.5745977352702047e-42,3.0784814772286317e-41,1.9384392019614914e-42,2.537798750586703e-44,1.7631953349342892e-47,5.6880141881615713e-47,3.1141784268517411e-48,3.8298811563400722e-50,2.7143678431134713e-53,7.3288989566836937e-53,3.6295261208237229e-54,4.2700977714411096e-56,3.0827789382069113e-59,7.2402319859643042e-59,3.334780506455814e-60,3.771943441731951e-62,2.771889406198368e-65,5.8207309110694453e-65,2.5414469366627416e-66,2.7704373779090049e-68,6.1518623465908144e-71
7.158906074690979e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583747375,0.6699999999998798,1.2755730989308713e-21,4.2251303967028763e-25,2.1615902149251025e-19,5.7871131047906153e-28,6.2872705622370647e-37,5.1210128523087402e-30,0.0,9.4112637655291507e-38,2.7868689948461835e-39,1.202769505135148e-13,1.2027717432950562e-13,1.1122776363958663e-19,1.7049259334592681e-19,2.6589629423349117e-21,3.5979881802957203e-20,2.8213520369826254e-22,5.5346376861043022e-21,9.3849270439322121e-25,3.2441313660086625e-27,8.4113740989801771e-23,6.5409398947572356e-25,6.2766745187029623e-22,1.8574248673817018e-23,2.0890341404205512e-25,3.3018730543659572e-27,3.6624970432558726e-26,5.5413961747061089e-28,4.1200604413783762e-27,1.1401975669617917e-28,5.0252620777762531e-28,7.2034997474479827e-30,1.0272291654854838e-34,1.1113538376674066e-31,8.7767694985969491e-31,3.6698484756192261e-27,3.5837492137436028e-31,3.2546554260119825e-30,3.7006600946062573e-31,5.3563193030818988e-33,3.5994608270146243e-36,2.1667572101482513e-35,1.8364002995006043e-36,2.5689945361099986e-38,1.7817603031397185e-41,7.8764797771565926e-41,5.4373753820227678e-42,7.226199416958194e-44,5.1372358381555009e-47,1.7931501384694726e-46,1.0680562164513868e-47,1.3384618869773797e-49,9.7102756008124505e-53,2.8198999751558504e-52,1.5081506207177336e-53,1.8094892547184982e-55,1.3369785644708501e-58,3.3570664595492747e-58,1.6585206659976089e-59,1.9134395653528427e-61,1.4382962083298756e-64,3.2110454474683732e-64,1.4947554933808618e-65,1.6616547283795581e-67,3.924075355958303e-70
7.861133328545532e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583745826,0.66999999999987203,1.8258355889344455e-21,7.0301498823790621e-25,2.5628404015840372e-19,6.1610220998005207e-28,9.5945454995813051e-37,9.1438483028865293e-30,0.0,1.5957503292814302e-37,5.2809148372102529e-39,1.2804099867725679e-13,1.2804128399300589e-13,1.4168529375364523e-19,1.9772403849563581e-19,3.091802745351989e-21,4.5586805448558848e-20,3.581698124477909e-22,7.7912090190326622e-21,1.0915469233554837e-24,3.2441313660085807e-27,1.1825072878143302e-22,7.7602676640772204e-25,6.8923624426701872e-22,2.3392748397579607e-23,2.6927796458428155e-25,4.2624365534757232e-27,5.2080467719578307e-26,7.9183949269931512e-28,6.2306823648207216e-27,1.6050048156560018e-28,8.3542712566429131e-28,1.2070695561459409e-29,1.721363314890282e-34,1.8858294670411725e-31,1.6164430071444089e-30,5.6753954346084779e-27,5.2207511715087698e-31,5.1059972701111615e-30,6.3903800838910355e-31,9.3297090857044644e-33,6.3886094576412008e-36,4.1591915793710982e-35,3.8626226687111514e-36,5.4564682660186436e-38,3.8591855050980213e-41,1.8416426484431096e-40,1.3836848505197339e-41,1.8629987298935982e-43,1.3516031020426766e-46,5.0696384817760236e-46,3.2629002463356192e-47,4.1559378966693756e-49,3.0778137750079155e-52,9.552496907703881e-52,5.4823509459036021e-53,6.6908148720296891e-55,5.0457483394329297e-58,1.3465525476457752e-57,7.0931568932567735e-59,8.3258519579899716e-61,6.3845556287148964e-64,1.5070537770143194e-63,7.4374405304767648e-65,8.4105834198135278e-67,2.1006470169839397e-69
8.563360582400085e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583744422,0.66999999999986504,2.5231309108054458e-21,1.1137904386151857e-24,2.9878509068346863e-19,6.4979488718336487e-28,1.4051341355040116e-36,1.5470636627567907e-29,0.0,2.5780790863369991e-37,9.4662571421044027e-39,1.3503689776189296e-13,1.3503725217697481e-13,1.7586485904474558e-19,2.2544458997360398e-19,3.5330921757333112e-21,5.6353616191219301e-20,4.4350032903663664e-22,1.0617773992587537e-20,1.2476518750024835e-24,3.2441313660085133e-27,1.6074396766063829e-22,9.0522428598722796e-25,7.5080503666374026e-22,2.8732511836544591e-23,3.3873628986806477e-25,5.3685701943615791e-27,7.1732461113422273e-26,1.0951258103421152e-27,9.0737550368223985e-27,2.2010019134716476e-28,1.3281193950278682e-27,1.9319165826579786e-29,2.755143258061314e-34,3.053974429655209e-31,2.8215314587531072e-30,8.4323609259060382e-27,7.351908499448332e-31,7.6861969900791357e-30,1.0511273860325621e-30,1.545890485211255e-32,1.0769184353275183e-35,7.5294878011075123e-35,7.6120194632034273e-36,1.0845387203120198e-37,7.8073337716360496e-41,3.9974745267832452e-40,3.2501961286094632e-41,4.4265590398550884e-43,3.2707051039631178e-46,1.3113219271590412e-45,9.0738841099594898e-47,1.1723936294706582e-48,8.8452782009124925e-52,2.9203430011194504e-51,1.7904361723627066e-52,2.2184510160019223e-54,1.7041960966765709e-57,4.8136673044303895e-57,2.6926085802375126e-58,3.209751627535541e-60,2.5062812820149596e-63,6.2316479405989149e-63,3.2482468189801707e-64,3.7302593843294181e-66,9.8182150679175993e-69
9.265587836254638e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583743178,0.66999999999985882,3.384257718406475e-21,1.6929586832866678e-24,3.4341890299191149e-19,6.7998541681988864e-28,1.9875621217997354e-36,2.5003451780822853e-29,0.0,3.9982422776002722e-37,1.6181873455254793e-38,1.4130543283511844e-13,1.413058635714881e-13,2.1356883309172723e-19,2.5338947781712032e-19,3.978537862340493e-21,6.8226354967594437e-20,5.3770664322431431e-22,1.4078508274017283e-20,1.4052901274330239e-24,3.2441313660084552e-27,2.1238867739185199e-22,1.0409441478318186e-24,8.1237382906046031e-22,3.4552717482275986e-23,4.1741262707001286e-25,6.6225045142346893e-27,9.6169398936536611e-26,1.4733633703652114e-27,1.2798080739850776e-26,2.9508305858786379e-28,2.0326100665105798e-27,2.9738969036604526e-29,4.2412763002411997e-34,4.7535351249812793e-31,4.7047306164361154e-30,1.2111132608052096e-26,1.0060992151302162e-30,1.1173769116552139e-29,1.659138191486785e-30,2.4554532707231639e-32,1.7378633241335436e-35,1.2967344496555366e-34,1.4180141096916172e-35,2.0355220616728335e-37,1.4888444128127613e-40,8.1271141306844798e-40,7.1016360230824324e-41,9.7681484238148189e-43,7.3345255476133507e-46,3.1209993014571429e-45,2.3031612892621464e-46,3.0117389289159144e-48,2.3084968880653141e-51,8.039971333812132e-51,5.2148445489766902e-52,6.5413125574017013e-54,5.101403102001084e-57,1.5099822161277132e-56,8.8665053430800993e-58,1.069622252819619e-59,8.4696456831564906e-63,2.1924763315165379e-62,1.191020966918255e-63,1.3830919972810262e-65,3.7813587358564128e-68
9.967815090109192e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583742057,0.66999999999985338,4.4245140565402444e-21,2.4836315886595017e-24,3.8995715829865065e-19,7.0690024005397223e-28,2.7290319271060686e-36,3.8857648113366438e-29,0.0,5.987813278847222e-37,2.6569640311465742e-38,1.4689368032800202e-13,1.4689419416744171e-13,2.5456910471625641e-19,2.8132550522248589e-19,4.424349750356253e-21,8.1138963916941677e-20,6.4027030289696035e-22,1.8234075685596586e-20,1.5631207346574431e-24,3.2441313660083927e-27,2.7389614212147095e-22,1.182489250987993e-24,8.7394262145717941e-22,4.0807647174820438e-23,5.0536205641581889e-25,8.0251909021791877e-27,1.2598366678570727e-25,1.935991829262448e-27,1.7561435210950359e-26,3.8784110514062367e-28,3.010865476982028e-27,4.4274927972682643e-29,6.3145558751354592e-34,7.1521105706078184e-31,7.5447160227942405e-30,1.6896729675705097e-26,1.3435430659042803e-30,1.5766612418845183e-29,2.5282395755514074e-30,3.7620961718898521e-32,2.7022881488292191e-35,2.1408609856411281e-34,2.5205018274406848e-35,3.6423445283532303e-37,2.7036957834937479e-40,1.5670552025022013e-39,1.4669543584195363e-40,2.0359794984290185e-42,1.5519027825644538e-45,6.9923595350948234e-45,5.4966259485954012e-46,7.268787570206138e-48,5.6569938744821043e-51,2.0780616982175449e-50,1.4278271339405169e-51,1.8127713261228945e-53,1.4353954556927645e-56,4.4629679631207323e-56,2.7621503648791735e-57,3.3741655526058363e-59,2.7122461497988201e-62,7.3470396879683369e-62,4.1883564769570537e-63,4.9260846117562972e-65,1.4108178519477828e-67
9.999999999999997e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583742007,0.66999999999985305,4.4767144499930403e-21,2.5257021373249162e-24,3.9213224021873156e-19,7.0805928176053542e-28,2.7671945048471056e-36,3.9617189759683589e-29,0.0,6.0950737065762907e-37,2.7156760163800067e-38,1.4713432572738191e-13,1.4713484353042863e-13,2.5652325487925247e-19,2.8260225093246898e-19,4.4447355133308387e-21,8.1754500718487521e-20,6.451618734981518e-22,1.84421313285716e-20,1.5703393961845642e-24,3.2441313660083899e-27,2.7696212278548998e-22,1.1891054598940799e-24,8.767644800855606e-22,4.1103952956934297e-23,5.0961525783630533e-25,8.0930458358795159e-27,1.2748869672281532e-25,1.9593723752041162e-27,1.7807328116761598e-26,3.9255892712909513e-28,3.0634038767028732e-27,4.5057240866914425e-29,6.4261400265869512e-34,7.2819287248870923e-31,7.7032984331566986e-30,1.7145784894292315e-26,1.3607505015251366e-30,1.6007070436900091e-29,2.5755600242575957e-30,3.8333997412231294e-32,2.7553096076247581e-35,2.188627876446855e-34,2.5852213149010992e-35,3.7369494087263903e-37,2.7757295776877741e-40,1.6130968572831422e-39,1.5147344186829068e-40,2.1031198925796942e-42,1.6041522585654775e-45,7.2464223824266364e-45,5.7127636001808705e-46,7.558373094566412e-48,5.8864035807511272e-51,2.1676258860587345e-50,1.4933550014695771e-51,1.8970050915280954e-53,1.5031438130391852e-56,4.6844058049606969e-56,2.9064462756662796e-57,3.5525066607606041e-59,2.8576235527316162e-62,7.7577604902353994e-62,4.4329033236702914e-63,5.2168892994644359e-65,1.4975384511506636e-67
1.0670042343963746e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583741063,0.66999999999984827,5.6575229435690996e-21,3.5335304853264461e-24,4.3818793536126676e-19,7.3078561828958924e-28,3.6520199114866057e-36,5.8373297207946581e-29,0.0,8.7007144335950269e-37,4.2131925303028697e-38,1.5185281344993283e-13,1.5185341669259596e-13,2.9861771189454317e-19,3.0905058634214515e-19,4.8672354486482123e-21,9.5015891579731821e-20,7.5059538484028319e-22,2.314108707116406e-20,1.7199774681959485e-24,3.2441313660083518e-27,3.4589126502895287e-22,1.3292122847733271e-24,9.355114138538972e-22,4.7448205156960096e-23,6.0256938749311098e-25,9.5764442891697039e-27,1.617672997684925e-25,2.4924559721266407e-27,2.3528935999025365e-26,5.0087248444984988e-28,4.3352547135816055e-27,6.4033919857673028e-29,9.1329038993533748e-34,1.0449278483361747e-30,1.1697026017006952e-29,2.2987403627424876e-26,1.756574139025162e-30,2.1681087977510383e-29,3.7370381092138386e-30,5.5873577698314073e-32,4.0695289691389673e-35,3.4079304217855622e-34,4.3022024094606209e-35,6.2543819279624954e-37,4.7068975663467427e-40,2.8860191941916824e-39,2.8850882384538933e-40,4.0369529195728684e-42,3.1205981629076556e-45,1.4845522589103047e-44,1.2400595756485468e-45,1.6567627126375192e-47,1.3078968239657957e-50,5.0561095815383904e-50,3.6727269427495666e-51,4.7151592713407355e-53,3.7872628823970052e-56,1.2345681481271226e-55,8.0387964975540276e-57,9.9348342784502259e-59,8.0994830008155834e-62,2.2917942889709249e-61,1.3685900931811976e-62,1.6288055818519214e-64,4.8776478588567374e-67
1.13722695978183e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583740186,0.66999999999984394,7.095148644796246e-21,4.8945864279544311e-24,4.8791625877189029e-19,7.5189489308706782e-28,4.7789001064500686e-36,8.5128159790780527e-29,0.0,1.2314209088176508e-36,6.4805380546886185e-38,1.5623547413155493e-13,1.5623617257988941e-13,3.4545957605659431e-19,3.3639213610769189e-19,5.3043763474025393e-21,1.0977477430305462e-19,8.6803007320949926e-22,2.885166600760596e-20,1.8748606283545273e-24,3.2441313660083231e-27,4.2891627516219795e-22,1.4805174920873513e-24,9.9708020625061461e-22,5.4423415044935604e-23,7.0895909628423217e-25,1.1275103021525729e-26,2.0410778790399002e-25,3.152137306153297e-27,3.0871105551312149e-26,6.3675490725222864e-28,6.0889232618801533e-27,9.0291138992923708e-29,1.287826717263039e-33,1.4878769527257794e-30,1.7606003872522939e-29,3.0592809345590165e-26,2.2544908113082158e-30,2.9150724241396977e-29,5.3787382850503657e-30,8.0757533159715877e-32,5.9598429727764277e-35,5.2550546650221967e-34,7.0881324368824206e-35,1.0360228870091242e-36,7.8983365725956311e-40,5.1066061391451904e-39,5.4366835137118369e-40,7.6639853934500611e-42,6.0030098290723378e-45,3.0079314651345992e-44,2.664594620913222e-45,3.5937567963152668e-47,2.8754748620676315e-50,1.1677609180186883e-49,8.9548907726942449e-51,1.1616724551740251e-52,9.4581088814076179e-56,3.2282193614087055e-55,2.2091420122124563e-56,2.7602679631974542e-58,2.280892721999153e-61,6.7346546290341637e-61,4.2092073702754825e-62,5.0660482479058255e-64,1.5849898794588957e-66
1.2074496851672854e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583739415,0.66999999999984017,8.7474773649876808e-21,6.6223990294447597e-24,5.3896408788955015e-19,7.7048384323710587e-28,6.1317217384369426e-36,1.2094094608765138e-28,0.0,1.7029350753345557e-36,9.702887970402244e-38,1.600948078391065e-13,1.6009560679112746e-13,3.9483717890867622e-19,3.6320541493731496e-19,5.7334016892025021e-21,1.2532834065689635e-19,9.9188198655134768e-22,3.5413221116457554e-20,2.0269280626266496e-24,3.2441313660082657e-27,5.2343378437598389e-22,1.6358606696914618e-24,1.0586489986473309e-21,6.1681437110896578e-23,8.2440293550459604e-25,1.3119151433775104e-26,2.5358515355970128e-25,3.92430629215058e-27,3.9762284064139609e-26,7.9812329359147325e-28,8.3659814378666045e-27,1.2449338675560246e-28,1.7757089388617607e-33,2.0710006862900845e-30,2.5814931104377287e-29,3.9932521371488494e-26,2.8467895122339265e-30,3.8425000388783692e-29,7.5620292571398887e-30,1.1396211663405225e-31,8.5161904681819028e-35,7.8787442537217292e-34,1.1316848737794424e-34,1.6621911574976941e-36,1.2827535535877078e-39,8.7182927773904317e-39,9.8579691839501825e-40,1.3990933946202341e-41,1.1095577493426271e-44,5.8411584507236651e-44,5.4755962653553025e-45,7.4492101612450688e-47,6.0363891088214307e-50,2.5700973055052992e-49,2.0769388433115341e-50,2.7203985118621741e-52,2.2434496191139922e-55,8.0044122177055769e-55,5.7481822612446096e-56,7.2560900977987734e-58,6.0729912127983143e-61,1.8685170130553023e-60,1.2206854110453479e-61,1.4847398405319647e-63,4.8470960499241006e-66
1.2776724105527408e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583738737,0.66999999999983673,1.0622846839929148e-20,8.7757520812169322e-24,5.9117012718542823e-19,7.8680111541802349e-28,7.7319983858025707e-36,1.6787968950342097e-28,0.0,2.3071794717648224e-36,1.4183451237790843e-37,1.6348244737891637e-13,1.6348335164104605e-13,4.4650033193454109e-19,3.8937121554875398e-19,6.1523529233301165e-21,1.4158680155741465e-19,1.1214373967568425e-21,4.2868173310512217e-20,2.1754828041184632e-24,3.2441313660082406e-27,6.2983457190026933e-22,1.7947486715712857e-24,1.1202177910440468e-21,6.9170854210404155e-23,9.4872969949374177e-25,1.5105877164410512e-26,3.1076829460727218e-25,4.8180625368996231e-27,5.037861692938163e-26,9.8764141149051617e-28,1.1271703979686901e-26,1.6826262916672738e-28,2.4000822137345733e-33,2.8249989332439093e-30,3.6979110509865546e-29,5.1234023787005832e-26,3.5431028851460238e-30,4.9767762490692877e-29,1.0412200097737257e-29,1.5743883495341098e-31,1.1906524310027986e-34,1.1521346191771189e-33,1.7571244160194622e-34,2.5922724076024254e-36,2.0238013323321495e-39,1.441991755816108e-38,1.7276765287824679e-39,2.4672629981697932e-41,1.9798294909939095e-44,1.0927324045122172e-43,1.0821247412674109e-44,1.4840091270608823e-46,1.2171331518500885e-49,5.4244360071452158e-49,4.6134641580879841e-50,6.0974515403442174e-52,5.0901595370724806e-55,1.8959519855390648e-54,1.427031572227596e-55,1.8187644359090685e-57,1.5408106387241319e-60,4.9333647231823037e-60,3.3639689937210408e-61,4.132196918496443e-63,1.4053454124831155e-65
