Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),HOX(22),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),COX(50)
1.5035838498298713e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32910973582257119,0.11291238856763117,0.021462415550060707,0.0,8.8007134945302311e-06,9.2072705483450967e-06,1.3162072322375074e-05,6.8868007429684142e-14,4.7647709567867837e-22,2.7512586949066778e-08,7.8962938628351877e-28,2.4400611584144367e-08,7.5050685073962218e-21,1.7248106803360713e-11,3.903784787880846e-16,1.1620379089936601e-18,6.6079167626661831e-08,1.9160343010450705e-20,0.0057441822928143132,0.0026960599045940713,2.5317325093151918e-09,1.7167891437163805e-05,2.1120932817059669e-07,1.9380493809034709e-13,3.9026354413788398e-09,1.9535486137930023e-07,3.7671276272402297e-09,5.1203072885386763e-10,1.0673480714767646e-11
1.5057982142038235e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3291060325528794,0.11291241264943223,0.021460496635429236,0.0,8.8434275007093165e-06,9.235082738093685e-06,1.3199160078407637e-05,6.916191711108615e-14,4.7948774187736983e-22,2.7586207442315132e-08,7.9784703612583995e-28,2.4432122458453458e-08,7.5544961671421659e-21,1.733511705466373e-11,3.9203302481346534e-16,1.1670655846468507e-18,6.6305665686857774e-08,1.9309734296791177e-20,0.005744121049140659,0.0026998173154987115,2.5351251961135496e-09,1.7174611984172667e-05,2.1158850363383295e-07,1.9405329708672229e-13,3.9039530567648614e-09,1.9534205364569601e-07,3.7756033499977156e-09,5.1436061049330601e-10,1.0703436373338108e-11
1.5080125785777757e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32910232993623112,0.11291243671215391,0.021458577935559373,0.0,8.8862532827855372e-06,9.2628977172856288e-06,1.3236297053397275e-05,6.9456684875966629e-14,4.8251187892647643e-22,2.7659958016535331e-08,8.0614089562946743e-28,2.4463566818602869e-08,7.604185382054458e-21,1.742240062682662e-11,3.9369105286027504e-16,1.1721074187016344e-18,6.65324244949102e-08,1.9460108826499712e-20,0.0057440597751639358,0.0027035741358132836,2.5385173455451783e-09,1.718130054501486e-05,2.1196747623114019e-07,1.9430155639993111e-13,3.9052638687150323e-09,1.9532927804636181e-07,3.7840873760669276e-09,5.1669598632715834e-10,1.0733431290128753e-11
1.510226942951728e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32909862797180139,0.11291246075522224,0.021456659450416127,0.0,8.9291908583252518e-06,9.2907153603868235e-06,1.3273483238567066e-05,6.9752312196826772e-14,4.8554953925417312e-22,2.7733838714631904e-08,8.1451158096523826e-28,2.4494944716539065e-08,7.654137166673236e-21,1.7509957840167795e-11,3.9535256004250539e-16,1.1771634299450564e-18,6.6759443399327345e-08,1.9611471798922216e-20,0.0057439984714669108,0.0027073303655991122,2.5419089576905174e-09,1.7187957300186787e-05,2.1234624648678804e-07,1.9454971634518437e-13,3.9065679173816283e-09,1.9531653444059502e-07,3.7925797036621904e-09,5.1903685644305592e-10,1.0763465456827976e-11
1.5122198708882849e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32909529676078786,0.11291248237671303,0.02145493299734956,0.0,8.967930274229366e-06,9.3157534136473993e-06,1.3306992872670674e-05,7.0019112924310402e-14,4.8829502274735183e-22,2.7800442633948762e-08,8.2211139650297567e-28,2.4523128043035006e-08,7.699319110416109e-21,1.7588993559964809e-11,3.9685088877818045e-16,1.1817259770852322e-18,6.6963982258583003e-08,1.9748547906121429e-20,0.005743943273203168,0.0027107104675549525,2.5449609493078862e-09,1.7193921334042363e-05,2.1268696714375236e-07,1.9477297559599382e-13,3.907735811496685e-09,1.9530509243428865e-07,3.8002298948270364e-09,5.2114833710244148e-10,1.079052975866002e-11
1.5142127988248418e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32909196607682478,0.11291250398142115,0.02145320671815773,0.0,9.0067602698414108e-06,9.3407934330740372e-06,1.3340542353514991e-05,7.028661216196646e-14,4.9105150998430164e-22,2.786715201868688e-08,8.2977439858435956e-28,2.4551257616761957e-08,7.7447153024232671e-21,1.7668251421643624e-11,3.9835203116147786e-16,1.1863000366540841e-18,6.7168730796948813e-08,1.9886432698457254e-20,0.005743888051743062,0.0027140900912768461,2.548012505846686e-09,1.719985987997171e-05,2.1302752470835286e-07,1.9499615484750861e-13,3.9088982883994515e-09,1.9529367612810544e-07,3.8078868074790838e-09,5.2326426806338015e-10,1.0817625840128088e-11
1.5162057267613988e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32908863591933174,0.11291252556894658,0.021451480612815172,0.0,9.0456808579363763e-06,9.3658353286413399e-06,1.337413167470397e-05,7.0554810986670634e-14,4.9381902458742771e-22,2.7933966899237397e-08,8.3750104516706718e-28,2.4579333477147637e-08,7.7903264873782026e-21,1.7747731658301279e-11,3.9985598507875202e-16,1.1908856223404555e-18,6.7373688542940865e-08,2.0025130008215851e-20,0.0057438328074930593,0.0027174692368094602,2.5510636273650752e-09,1.7205773066656245e-05,2.133679195550365e-07,1.9521925432428489e-13,3.9100553766972942e-09,1.9528228542118757e-07,3.8155504403174198e-09,5.2538464954981743e-10,1.0844753695177748e-11
1.5181986546979558e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32908530628773525,0.11291254713889493,0.021449754681296417,0.0,9.084692051279413e-06,9.3908790107883378e-06,1.3407760829842289e-05,7.0823710476383782e-14,4.9659759017345528e-22,2.8000887305713594e-08,8.4529179700641646e-28,2.4607355664100096e-08,7.8361534115735102e-21,1.7827434502903149e-11,4.013627484133635e-16,1.1954827478310075e-18,6.7578855026154951e-08,2.0164643680994915e-20,0.0057437775408539929,0.0027208479041974619,2.5541143139211413e-09,1.7211661021878339e-05,2.137081520514195e-07,1.954422742507903e-13,3.9112071047862996e-09,1.9527092021321474e-07,3.823220792041394e-09,5.2750948141217601e-10,1.0871913317753178e-11
1.5201915826345128e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32908197718146837,0.11291256869087733,0.021448028923576008,0.0,9.1237938626251126e-06,9.4159243904157726e-06,1.3441429812535365e-05,7.1093311710154328e-14,4.9938723035339173e-22,2.8067913267951821e-08,8.5314711766909613e-28,2.46353242180021e-08,7.8821968229126611e-21,1.7907360188282496e-11,4.0287231904571654e-16,1.2000914268102201e-18,6.7784229777261007e-08,2.0304977575732408e-20,0.0057437222522211387,0.0027242260934854943,2.5571645655727778e-09,1.7217523872513391e-05,2.1404822257235398e-07,1.9566521485774094e-13,3.9123535008265874e-09,1.9525958040442695e-07,3.8308978613492996e-09,5.2963876356956062e-10,1.0899104701799347e-11
1.5221845105710698e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32907864859997027,0.11291259022451043,0.021446303339628502,0.0,9.1629863047169029e-06,9.4409713788833707e-06,1.3475138616389358e-05,7.1363615768120184e-14,5.0218796873248892e-22,2.813504481551244e-08,8.610674735469163e-28,2.4663239179705607e-08,7.9284574709117467e-21,1.79875089471401e-11,4.0438469485329881e-16,1.2047116729603916e-18,6.7989812327998218e-08,2.0446135564735333e-20,0.0057436669419842915,0.0027276038047182004,2.5602143823777086e-09,1.7223361744551246e-05,2.1438813148444461e-07,1.9588807636552642e-13,3.9134945928074682e-09,1.9524826589555672e-07,3.8385816469408383e-09,5.3177249629013743e-10,1.0926327841265436e-11
1.523978145713971e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32907565332484084,0.11291260958877913,0.021444750462630564,0.0,9.198337002411336e-06,9.4635149711691037e-06,1.3505510581666626e-05,7.1607491228590295e-14,5.0471814173903258e-22,2.8195553507977632e-08,8.6825178670619478e-28,2.4688316858046897e-08,7.9702784122311492e-21,1.8059833750156014e-11,4.0574822974836654e-16,1.2088797957333779e-18,6.8175013906186109e-08,2.0573885566692702e-20,0.0057436171446175223,0.0027306433361272251,2.5629588457558608e-09,1.7228594576106616e-05,2.1469391162597349e-07,1.9608858427487231e-13,3.9145170635859723e-09,1.9523810438738308e-07,3.8455027953214818e-09,5.3369666082637095e-10,1.0950855812666628e-11
1.5257717808568722e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32907265847392497,0.11291262893760687,0.02144319772634954,0.0,9.2337611305980178e-06,9.4860597312086101e-06,1.353591479224575e-05,7.1851937641414702e-14,5.0725734060250319e-22,2.8256147769437714e-08,8.754895024743722e-28,2.4713351190603718e-08,8.0122764723334397e-21,1.813233960052092e-11,4.0711403356246004e-16,1.2130573089670591e-18,6.8360383083778809e-08,2.0702309074230325e-20,0.0057435673303394682,0.0027336824803801201,2.5657029569967606e-09,1.7233807366937363e-05,2.1499956142194769e-07,1.962890284563491e-13,3.9155352806792133e-09,1.9522796322055079e-07,3.8524293818909037e-09,5.3562443023078333e-10,1.0975409496644573e-11
1.5275654159997734e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32906966404682714,0.11291264827072524,0.021441645130766906,0.0,9.2692586985435599e-06,9.5086055953259967e-06,1.3566351243467163e-05,7.2096955796286512e-14,5.0980558251902452e-22,2.8316827620872499e-08,8.8278096677567734e-28,2.4738342208110026e-08,8.0544522009733918e-21,1.820502666759705e-11,4.0848210474235778e-16,1.2172442226313003e-18,6.8545919521614517e-08,2.0831408938151027e-20,0.0057435174994232034,0.0027367212375094137,2.5684467161422083e-09,1.7239000207064047e-05,2.1530508113251731e-07,1.9648940906915751e-13,3.9165492640672906e-09,1.9521784232377803e-07,3.8593614057016172e-09,5.3755580452632338e-10,1.099998888878948e-11
1.5291796876283844e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32906696942447933,0.1129126656568812,0.021440247915024344,0.0,9.3012693083409369e-06,9.5288977646273951e-06,1.3593771611464844e-05,7.2317961628383394e-14,5.1210674626373148e-22,2.8371512683787954e-08,8.8938952707042455e-28,2.4760797115136253e-08,8.0925627185775252e-21,1.8270600108160815e-11,4.0971530611682395e-16,1.2210204905361866e-18,6.8713045043412046e-08,2.0948179463701766e-20,0.0057434726375958384,0.0027394557879619774,2.5709157983659696e-09,1.7243656779268348e-05,2.1557993786315133e-07,1.9666969740116408e-13,3.9174582457037448e-09,1.9520875078894309e-07,3.8656048751896922e-09,5.3929712357146487e-10,1.1022132318558315e-11
1.5307939592569954e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32906427514482373,0.11291268302990709,0.021438850813218977,0.0,9.3333394185868631e-06,9.5491907308869265e-06,1.3621218087212767e-05,7.2539431788475254e-14,5.144152613376471e-22,2.8426267106474617e-08,8.9604216024891023e-28,2.4783216984921848e-08,8.1308179961277402e-21,1.8336320594714177e-11,4.1095034166315923e-16,1.2248043881302753e-18,6.8880305525561828e-08,2.1065502244940365e-20,0.0057434277627042424,0.0027421900248944735,2.573384595456535e-09,1.7248297328680555e-05,2.1585468962266817e-07,1.9684993448743449e-13,3.918363828491893e-09,1.9519967556390529e-07,3.8718527473854029e-09,5.4104136258480302e-10,1.1044296565156902e-11
1.5324082308856064e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32906158120757978,0.11291270038961426,0.021437453825337321,0.0,9.3654690360201088e-06,9.5694844482936002e-06,1.3648690667315119e-05,7.2761366853747243e-14,5.1673114026866806e-22,2.8481090903856428e-08,9.0273912242845571e-28,2.4805601840477123e-08,8.1692184366046705e-21,1.8402188250539322e-11,4.1218721024532461e-16,1.2285959226786259e-18,6.9047700722239511e-08,2.1183379378508059e-20,0.0057433828749404768,0.0027449239483306022,2.5758531074441831e-09,1.7252921919748781e-05,2.1612933659688005e-07,1.9703012044229712e-13,3.9192660267268895e-09,1.9519061659739534e-07,3.8781050215983505e-09,5.4278852157807363e-10,1.1066481625372008e-11
1.5340225025142174e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32905888761246965,0.11291271773581622,0.02143605695136587,0.0,9.3976581673740068e-06,9.5897788712267399e-06,1.367618934837639e-05,7.2983767401859596e-14,5.1905439558211426e-22,2.8535984090741002e-08,9.094806709803736e-28,2.482795170499965e-08,8.2077644436879509e-21,1.8468203198860399e-11,4.1342591072612614e-16,1.2323951014453608e-18,6.9215230388066625e-08,2.1301812966879616e-20,0.0057433379744944463,0.0027476575582940665,2.5783213343591163e-09,1.7257530616553003e-05,2.1640387897118028e-07,1.9721025538047732e-13,3.9201648546159757e-09,1.9518157383836435e-07,3.8843616971383601e-09,5.44538600546492e-10,1.1088687495990679e-11
1.5356367741428284e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32905619435921823,0.11291273506832862,0.021434660191291151,0.0,9.4299068193763024e-06,9.610073954255044e-06,1.370371412700141e-05,7.320663401094805e-14,5.2138503980071538e-22,2.8590946681820022e-08,9.1626706453488423e-28,2.4850266601872432e-08,8.2464564217568209e-21,1.8534365562843382e-11,4.1466644196722754e-16,1.2362019316936632e-18,6.9382894278109073e-08,2.142080511837348e-20,0.0057432930615539208,0.0027503908548085613,2.5807892762314874e-09,1.7262123482807311e-05,2.1667831693039921e-07,1.9739033941636753e-13,3.9210603262816202e-09,1.9517254723598007e-07,3.8906227733152291e-09,5.462915994976169e-10,1.1110914173800439e-11
1.5372510457714394e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32905350144755252,0.11291275238696925,0.021433263545099678,0.0,9.4622149987490509e-06,9.630369652135686e-06,1.373126499979531e-05,7.3429967259624836e-14,5.2372308544459904e-22,2.8645978691669479e-08,9.2309856298604836e-28,2.487254655466209e-08,8.2852947758907505e-21,1.8600675465595957e-11,4.1590880282916233e-16,1.2400164206857806e-18,6.9550692147875151e-08,2.1540357947161869e-20,0.005743248136304553,0.0027531238378977843,2.5832569330913872e-09,1.7266700581864281e-05,2.1695265065642099e-07,1.9757037266229951e-13,3.9219524557688313e-09,1.9516353673961884e-07,3.8968882494388688e-09,5.4804751844619974e-10,1.1133161655589582e-11
1.5388653174000504e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32905080887720201,0.11291276969155792,0.021431867012777987,0.0,9.4945827122085036e-06,9.6506659198134162e-06,1.3758841963363551e-05,7.3653767726979428e-14,5.2606854503127919e-22,2.870108013475002e-08,9.2997542749671309e-28,2.4894791587117058e-08,8.3242799118700435e-21,1.8667133030167323e-11,4.1715299217134643e-16,1.2438385756830205e-18,6.9718623753313886e-08,2.1660473573280923e-20,0.0057432031989299095,0.0027558565075854278,2.5857243049688315e-09,1.7271261976714656e-05,2.1722688033063034e-07,1.9775035523113633e-13,3.9228412570357266e-09,1.9515454229887431e-07,3.9031581248194635e-09,5.4980635738394609e-10,1.1155429938146638e-11
1.5404795890286614e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32904811664789901,0.11291278698191655,0.021430470594312596,0.0,9.5270099664649876e-06,9.6709627124196308e-06,1.378644501431191e-05,7.3878035992579163e-14,5.284214310756429e-22,2.8756251025407256e-08,9.3689792050347071e-28,2.4917001723165785e-08,8.3634122361764725e-21,1.8733738379548107e-11,4.1839900885208983e-16,1.2476684039457544e-18,6.9886688850813138e-08,2.1781154122640839e-20,0.0057431582496114894,0.0027585888638951808,2.5881913918937755e-09,1.7275807729988739e-05,2.1750100613449743e-07,1.9793028723589678e-13,3.9237267439552055e-09,1.9514556386355509e-07,3.9094323987671917e-09,5.5156811631426423e-10,1.1177719018260549e-11
1.5420938606572724e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32904542475937781,0.11291280425786913,0.021429074289690032,0.0,9.5594967682227771e-06,9.6912599852714883e-06,1.3814074149246485e-05,7.4102772636470119e-14,5.3078175608993802e-22,2.8811491377872065e-08,9.4386630572163209e-28,2.4939176986914945e-08,8.4026921559938734e-21,1.8800491636670214e-11,4.1964685172860911e-16,1.2515059127334156e-18,7.0054887197198006e-08,2.190240172703601e-20,0.0057431132885287549,0.0027613209068507358,2.5906581938961297e-09,1.7280337903961936e-05,2.1777502824611823e-07,1.9811016878698846e-13,3.9246089303262617e-09,1.9513660138367262e-07,3.9157110705922724e-09,5.5333279525532287e-10,1.1200028892721108e-11
1.5437081322858834e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32904273321137506,0.1129128215192416,0.021427678098896841,0.0,9.5920431241800038e-06,9.7115576938710125e-06,1.3841729364773694e-05,7.4327978239177725e-14,5.3314953258376197e-22,2.8866801206260906e-08,9.5088084815021582e-28,2.4961317402647692e-08,8.4421200792087681e-21,1.8867392924406629e-11,4.2089651965703896e-16,1.2553511093044995e-18,7.022321854972874e-08,2.2024218524155213e-20,0.0057430683158591449,0.0027640526364757804,2.5931247110057213e-09,1.7284852560554193e-05,2.180489468428393e-07,1.9828999999539838e-13,3.925487829862381e-09,1.9512765480945239e-07,3.9219941396052143e-09,5.551003941957334e-10,1.1222359558318356e-11
1.5453224039144944e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3290400420036303,0.11291283876586197,0.021426282021919558,0.0,9.6246490410285125e-06,9.7318557939041823e-06,1.3869410657500273e-05,7.4553653381707679e-14,5.3552477306404881e-22,2.8922180524576124e-08,9.579418140769476e-28,2.4983422994821884e-08,8.4816964144109829e-21,1.8934442365571362e-11,4.221480114924444e-16,1.2592040009165656e-18,7.0391682666099335e-08,2.2146606657591756e-20,0.0057430233317780997,0.0027667840527939979,2.5955909432523114e-09,1.7289351761330303e-05,2.1832276210289703e-07,1.9846978097293926e-13,3.9263634561906742e-09,1.9511872409133373e-07,3.928281605116592e-09,5.5687091313326781e-10,1.1244711011842621e-11
1.5469366755431054e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32903735113588461,0.11291285599756015,0.021424886058744739,0.0,9.6573145254537207e-06,9.7521542412400524e-06,1.3897118024033283e-05,7.4779798645546496e-14,5.3790749003505687e-22,2.8977629346706243e-08,9.6504947108328189e-28,2.5005493788068343e-08,8.5214215708942595e-21,1.9001640082919227e-11,4.2340132608883201e-16,1.2630645948262354e-18,7.0560279304435484e-08,2.2269568276853641e-20,0.0057429783364590908,0.0027695151558290764,2.598056890665624e-09,1.7293835567506707e-05,2.1859647420068977e-07,1.9864951182810179e-13,3.9272358228684719e-09,1.9510980917995268e-07,3.9345734664369281e-09,5.5864435209066218e-10,1.1267083250085185e-11
1.5485509471717164e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.329034660607882,0.11291287321416807,0.021423490209358922,0.0,9.690039584134541e-06,9.7724529919298731e-06,1.3924851460980103e-05,7.5006414612662476e-14,5.4029769599835825e-22,2.9033147686426299e-08,9.7220408804942976e-28,2.5027529807189123e-08,8.5612959586568645e-21,1.9068986199145731e-11,4.2465646229916191e-16,1.2669328982891936e-18,7.0729008223292907e-08,2.2393105537373784e-20,0.0057429333300736346,0.002772245945604697,2.6005225532753011e-09,1.7298304039950994e-05,2.1887008330935185e-07,1.9882919266984327e-13,3.928104943369599e-09,1.9510091002615528e-07,3.9408697228770382e-09,5.6042071105413899e-10,1.1289476269837641e-11
1.5501652188003274e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32903197041936866,0.11291289041551955,0.021422094473748664,0.0,9.7228242237432432e-06,9.7927520022061947e-06,1.3952610964948431e-05,7.5233501865506232e-14,5.4269540345282565e-22,2.9088735557398106e-08,9.7940593515940483e-28,2.504953107715579e-08,8.6013199884022089e-21,1.9136480836886926e-11,4.2591341897535959e-16,1.2708089185601873e-18,7.0897869181655618e-08,2.2517220600520181e-20,0.0057428883127913152,0.002774976422144543,2.6029879311109118e-09,1.7302757239180619e-05,2.1914358960397693e-07,1.9900882360894687e-13,3.9289708310791077e-09,1.9509202658100195e-07,3.9471703737478908e-09,5.6219999001352734e-10,1.1311890067891697e-11
1.5517794904289384e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32902928057009279,0.1129129076014503,0.021420698851900521,0.0,9.7556684509452737e-06,9.8130512284819912e-06,1.3980396532546287e-05,7.5461060987011581e-14,5.4510062489462069e-22,2.9144392973170594e-08,9.8665528390608474e-28,2.5071497623107691e-08,8.6414940715394609e-21,1.9204124118719273e-11,4.2717219496832659e-16,1.2746926628930281e-18,7.1066861938934205e-08,2.2641915633606129e-20,0.0057428432847798109,0.0027777065854722961,2.6054530242019904e-09,1.7307195225371089e-05,2.1941699325544122e-07,1.9918840475205192e-13,3.9298334993167514e-09,1.9508315879574313e-07,3.9534754183603383e-09,5.6398218899714017e-10,1.1334324641040086e-11
1.5533937620575494e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32902659105980481,0.112912924771798,0.021419303343801051,0.0,9.7885722723992058e-06,9.8333506273497885e-06,1.4008208160382013e-05,7.5689092560596293e-14,5.4751337281718217e-22,2.920011994718008e-08,9.9395240709628352e-28,2.5093429470350285e-08,8.6818186201841639e-21,1.9271916167159424e-11,4.2843278912795236e-16,1.2785841385405903e-18,7.1235986254963964e-08,2.2767192809900418e-20,0.0057427982462049136,0.0027804364356116404,2.6079178325780026e-09,1.7311618058355977e-05,2.1969029443246454e-07,1.9936793620587369e-13,3.9306929613218695e-09,1.950743066218344e-07,3.959784856025462e-09,5.657673079901453e-10,1.1356779986075984e-11
1.5550080336861604e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32902390188825764,0.11291294192640206,0.021417907949436831,0.0,9.8215356947565791e-06,9.853650155580796e-06,1.4036045845064267e-05,7.591759717016269e-14,5.4993365971121481e-22,2.9255916492750568e-08,1.0012975788558425e-27,2.5115326644353443e-08,8.7222940471588329e-21,1.9339857104664141e-11,4.2969520030312576e-16,1.2824833527548107e-18,7.1405241890003204e-08,2.2893054308637583e-20,0.005742753197230545,0.0027831659725862518,2.6103823562683178e-09,1.7316025797623435e-05,2.1996349330706714e-07,1.9954741808036846e-13,3.9315492302410469e-09,1.9506547001094752e-07,3.9660986860546255e-09,5.6755534697156441e-10,1.1379256099792461e-11
1.5566223053147714e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32902121305520637,0.11291295906510385,0.021416512668794421,0.0,9.8545587246617625e-06,9.8739497701240255e-06,1.4063909583202034e-05,7.6146575400098513e-14,5.5236149806467687e-22,2.9311782623094067e-08,1.0086910746347315e-27,2.5137189170749768e-08,8.7629207659935889e-21,1.9407947053630189e-11,4.3095942734174544e-16,1.2863903127866912e-18,7.1574628604731607e-08,2.3019502315028106e-20,0.0057427081380187874,0.002785895196419811,2.6128465953022815e-09,1.7320418502325802e-05,2.2023659004686489e-07,1.9972685048045718e-13,3.9324023191602394e-09,1.950566489149379e-07,3.9724169077590324e-09,5.6934630597619646e-10,1.1401752978983686e-11
1.5582365769433824e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32901852456040792,0.11291297618774655,0.021415117501860387,0.0,9.8876413687518147e-06,9.894249428105444e-06,1.409179937140461e-05,7.6376027835277671e-14,5.5479690036276864e-22,2.936771835131088e-08,1.0161331712121693e-27,2.5159017075332956e-08,8.8036991909267686e-21,1.947618613639402e-11,4.3222546909073166e-16,1.2903050258862969e-18,7.1744146160248361e-08,2.314653902026865e-20,0.0057426630687298927,0.0027886241071360032,2.6153105497091839e-09,1.7324796231280926e-05,2.2050958481591527e-07,1.9990623351030376e-13,3.9332522410897913e-09,1.9504784328585938e-07,3.9787395204500084e-09,5.71140184990336e-10,1.1424270620444445e-11
1.5598508485719934e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32901583640362164,0.11291299329417513,0.021413722448621317,0.0,9.9207836336564067e-06,9.9145490868270913e-06,1.4119715206281627e-05,7.6605955061060905e-14,5.572398790879215e-22,2.9423723690389871e-08,1.0236241467017537e-27,2.5180810384056085e-08,8.8446297369055124e-21,1.9544574475231759e-11,4.3349332439603686e-16,1.2942274993027562e-18,7.1913794318070505e-08,2.3274166621552355e-20,0.0057426179895223124,0.0027913527047585033,2.6177742195182078e-09,1.7329159042965561e-05,2.2078247778317546e-07,2.0008556727924957e-13,3.9340990089413716e-09,1.9503905307598591e-07,3.9850665234392871e-09,5.7293698397862674e-10,1.1446809020969178e-11
1.5614651202006045e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32901314858460878,0.1129130103842363,0.021412327509063793,0.0,9.9539855259976301e-06,9.9348487037662551e-06,1.4147657084443019e-05,7.6836357663296587e-14,5.5969044671978561e-22,2.9479798653208802e-08,1.0311642805566098e-27,2.5202569123030049e-08,8.8857128195864119e-21,1.9613112192359091e-11,4.3476299210265662e-16,1.2981577402842618e-18,7.2083572840131132e-08,2.3402387322079035e-20,0.0057425729005527153,0.0027940809893109921,2.6202376047584984e-09,1.7333506995526414e-05,2.2105526911337974e-07,2.002648518907384e-13,3.9349426355704679e-09,1.9503027823776895e-07,3.9913979160384707e-09,5.7473670298296601e-10,1.1469368177353435e-11
1.5630793918292155e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32901046110313292,0.11291302745777861,0.021410932683174393,0.0,9.9872470523898756e-06,9.9551482365745914e-06,1.4175625002499058e-05,7.7067236228321387e-14,5.6214861573521846e-22,2.9535943252534577e-08,1.0387538535745516e-27,2.5224293318521872e-08,8.9269488553361052e-21,1.9681799409930925e-11,4.3603447105464051e-16,1.3020957560780702e-18,7.225348148877789e-08,2.3531203331065474e-20,0.0057425278019760011,0.002796808960817152,2.6227007054591702e-09,1.7337840146783689e-05,2.2132795896563962e-07,2.004440874459566e-13,3.9357831337642917e-09,1.950215187238489e-07,3.9977336975590925e-09,5.7653934199409435e-10,1.1491948086393637e-11
1.5646936634578265e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32900777395895975,0.11291304451465226,0.021409537970939706,0.0,1.0020568219439737e-05,9.9754476430772879e-06,1.4203618957060321e-05,7.7298591342961182e-14,5.6461439860827446e-22,2.9592157501023583e-08,1.0463931479032571e-27,2.5245982996953124e-08,8.9683382612318822e-21,1.9750636250041311e-11,4.3730776009510296e-16,1.3060415539305023e-18,7.2423520026770893e-08,2.3660616863755695e-20,0.0057424826939453328,0.0027995366193006629,2.6251635216492253e-09,1.7342158554220698e-05,2.2160054750576229e-07,2.0062327405382506e-13,3.93662051620319e-09,1.9501277448709302e-07,4.0040738673132337e-09,5.7834490095791237e-10,1.1514548744885645e-11
1.5663079350864375e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32900508715185656,0.11291306155470925,0.021408143372346332,0.0,1.0053949033745862e-05,9.9957468812722169e-06,1.4231638944737725e-05,7.7530423594531539e-14,5.6708780781019241e-22,2.9648441411221926e-08,1.0540824470454609e-27,2.5267638184898288e-08,9.0098814550623056e-21,1.9819622834723502e-11,4.3858285806623341e-16,1.3099951410869427e-18,7.2593688217281409e-08,2.3790630141431239e-20,0.0057424375766121447,0.0028022639647852041,2.6276260533576092e-09,1.7346462274995687e-05,2.2187303489612111e-07,2.0080241181671283e-13,3.9374547955148656e-09,1.9500404548054034e-07,4.0104184246129421e-09,5.8015337992347966e-10,1.1537170149626287e-11
1.5677607795521874e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32900266931346828,0.1129130768762613,0.02140688833076454,0.0,1.0084042770472734e-05,1.0014016017168241e-05,1.4256879189160853e-05,7.7739481058832165e-14,5.693204069082968e-22,2.9699156501442678e-08,1.061045805800058e-27,2.5287098386769119e-08,9.0474021640697196e-21,1.9881838893357512e-11,4.39731991918305e-16,1.313560035370223e-18,7.2746950246234159e-08,2.3908156714064272e-20,0.0057423969631824048,0.0028047183081267506,2.62984208868725e-09,1.7350323113582732e-05,2.2211818719135903e-07,2.0096359412177087e-13,3.9382030041118822e-09,1.9499620235779601e-07,4.0161322769652684e-09,5.8178350758471301e-10,1.1557547149289096e-11
