Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3X(55),COX(50),CHOX(53),O(29),H2OX(23),CO2X(24),acetyl(44),C2H4X(215),C2H4X(70)
6.185523972455958e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999968,0.1186699660299623,0.022821567693054243,3.553472159515903e-98,1.471924281524318e-45,1.9064846496703316e-30,1.594585982444563e-71,9.712159544774088e-46,1.3224846902375073e-109,5.459215427148678e-17,1.294292267962092e-89,5.4592154271479975e-17,7.340722743802855e-61,4.564046716205111e-60,1.7701845159448632e-92,2.0525249076452624e-93,6.867162905351925e-32,1.855925565271859e-71,2.9814274145875e-15,8.827476676399627e-17,3.5339349357708043e-19,5.782846370006246e-32,2.141289491056541e-31,3.533934905128245e-19,1.5304736633205496e-27,1.2398908972006104e-32,9.050952419914344e-37,5.679619266764333e-62,7.726178685928469e-44,1.0482778288260737e-62,1.926437222432818e-31,3.1174615317984773e-86,9.502923895997641e-89,6.636843543351531e-25,1.1945639580023025e-45,2.953054978970204e-88,9.247939039750448e-102,1.0124503932449855e-76,1.791668677835812e-85
1.237642198832847e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999938,0.11866996602995926,0.0228215676930542,9.146083235657954e-96,1.178434420176392e-44,7.63091065076407e-30,1.0256008393862615e-69,7.777604543716293e-45,3.4023435776641526e-107,1.0923173873782333e-16,8.296273318816448e-88,1.092317387377961e-16,1.1757913845763557e-59,7.310973013701208e-59,2.2770733043252414e-90,2.64026130080836e-91,2.7486547964427913e-31,6.297097935769764e-70,5.9654451223225824e-15,1.7662622750432773e-16,7.070940219310947e-19,2.3146450842879886e-31,8.570738320612488e-31,7.070940096660356e-19,6.125833518426929e-27,9.92658837714734e-32,7.273757830608988e-36,1.8265169047232383e-60,6.185643527101947e-43,3.358604538462925e-61,7.710769322652147e-31,4.0101403902300376e-84,1.2229529612221296e-86,1.3279454615578851e-24,9.563773110813676e-45,3.800353861766552e-86,2.380256435120774e-99,6.487761522580321e-75,1.2153341442362796e-83
2.4758218020073495e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999876,0.11866996602995318,0.02282156769305411,2.3607071103357373e-93,9.43105689587199e-44,3.05336112107906e-29,6.616444898794423e-68,6.225235937856592e-44,8.779487875462994e-105,2.1851090767049804e-16,5.313715515902905e-86,2.185109076703891e-16,1.8822873936617273e-58,1.1704359828362578e-57,2.9379412745077807e-88,3.4065362030001016e-89,1.099819947444077e-30,2.241263620943692e-68,1.1933480537788265e-14,3.5332914898498477e-16,1.4144950878562982e-18,9.261591164870937e-31,3.429411714546739e-30,1.4144950387796897e-18,2.4510915906347744e-26,7.944162961308898e-31,5.865220662709647e-35,5.891973481336976e-59,4.9503991361182334e-42,1.0753999518647444e-59,3.085312097377475e-30,5.173991073321981e-82,1.5783069938026603e-84,2.6564680885697574e-24,7.653921891763906e-44,4.904624577063043e-84,6.14355295793237e-97,4.1547068523517716e-73,8.645231265086734e-82
4.952181008356355e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997534,0.11866996602994102,0.022821567693053935,6.134740086945953e-91,7.546278474687286e-43,1.2215455825440455e-28,4.2979284963111765e-66,4.9814499792467836e-43,2.281019463433221e-102,4.370692455358539e-16,3.402090710647639e-84,4.3706924553541785e-16,3.0124770050237275e-57,1.8732419707757018e-56,3.816668430742233e-86,4.425418331782452e-87,4.3999959495159326e-30,8.614789037648363e-67,2.386955136870169e-14,7.067349919462756e-16,2.829297256577493e-18,3.705236234314418e-30,1.3719879924476113e-29,2.8292970602359253e-18,9.80564443217848e-26,6.356337922829814e-30,4.7634838340428536e-34,1.9138687783707744e-57,3.9610784423729553e-41,3.4422348584848914e-58,1.2343257376895631e-29,6.721512270393015e-80,2.0508172312859687e-82,5.313514992859135e-24,6.124295254338427e-43,6.372960947597689e-82,1.5964298265569824e-94,2.659764177584461e-71,6.638992434346701e-80
9.904899421054365e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995075,0.11866996602991671,0.02282156769305358,1.6162855336207346e-88,6.037596085036149e-42,4.886598494357879e-28,2.8305686720146605e-64,3.98566453630508e-42,6.008067193554308e-100,8.74185921266591e-16,2.177758238760615e-82,8.741859212648471e-16,4.8206170402884355e-56,2.997622677242431e-55,5.026700892076298e-84,5.828448198924603e-85,1.760141621954186e-29,3.679233482985829e-65,4.77416930304568e-14,1.413546677868764e-15,5.658901741519709e-18,1.4822124695325917e-29,5.488398595345796e-29,5.658900956064115e-18,3.9223226103518653e-25,5.085234063179046e-29,3.923815215788163e-33,6.303612672088715e-56,3.1691748337616846e-40,1.1016169358903887e-56,4.9377047485266927e-29,8.85249324617335e-78,2.7017288172671443e-80,1.0627615402500424e-23,4.899893159482398e-42,8.395683828458988e-80,4.205572013193188e-92,1.7024114242473044e-69,5.663350797069797e-78
1.9810336246450387e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679990157,0.11866996602986808,0.022821567693052873,4.370869118361535e-86,4.830306299760357e-41,1.9547337251713662e-27,1.913408751017264e-62,3.1887334620880724e-41,1.624057077501476e-97,1.7484192727281666e-15,1.3938997462360826e-80,1.7484192727211905e-15,7.713510364288166e-55,4.796544520348431e-54,6.794569051492209e-82,7.878287265498357e-83,7.0408529823068e-29,1.767523397590759e-63,9.548597635368007e-14,2.8271700497133667e-15,1.131811130153685e-17,5.929069946775724e-29,2.1954487508223035e-28,1.1318108159383427e-17,1.5687894068830494e-24,4.0678698723094345e-28,3.319443007324037e-32,2.1314042196295362e-54,2.5354781335580975e-39,3.525010403115315e-55,1.9751622391663308e-28,1.196587526258748e-75,3.6534572798838107e-78,2.125584262603313e-23,3.9200874158983687e-41,1.1353202786035771e-77,1.13707319276995e-89,1.0894951020107135e-67,5.4342503807909804e-76
3.962120989724243e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767998032,0.11866996602977084,0.02282156769305146,1.2381285563338536e-83,3.864336970740718e-40,7.819212254869573e-27,1.3547675024678677e-60,2.551067504650195e-40,4.5972647071905526e-95,3.4968859756517248e-15,8.921388707710961e-79,3.4968859756238196e-15,1.2342035067303595e-53,7.674749158253665e-53,9.618399860016633e-80,1.1152512554988387e-80,2.816398492835809e-28,9.431568426201317e-62,1.9097454299897864e-13,5.65441679340108e-15,2.2636532783168714e-17,2.3716592802001447e-28,8.781973506975411e-28,2.263652021267426e-17,6.273658015935232e-24,3.253556594308557e-27,2.9439061361013597e-31,7.550713673016207e-53,2.02845929102518e-38,1.1277681427912981e-53,7.900809457761296e-28,1.6938906512773528e-73,5.1754123757968286e-76,4.251240269009906e-23,3.1361232437605387e-40,1.6082716451760227e-75,3.2198704217870737e-87,6.971332741743854e-66,5.793367807391377e-74
7.924295719882651e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679960653,0.11866996602957634,0.022821567693048633,3.7791991566626753e-81,3.0915065987145156e-39,3.127811270182993e-26,1.0335281289276416e-58,2.040886297081969e-39,1.4017971553977404e-92,6.993819381500469e-15,5.709826473507167e-77,6.993819381388847e-15,1.974759086817807e-52,1.2279818837967535e-51,1.4667928796900983e-77,1.7007429548920986e-78,1.1265708572149559e-27,5.432610313075566e-60,3.819516762849842e-13,1.1308910280770528e-14,4.527338520134922e-17,9.486598022228123e-28,3.5128250039554775e-27,4.527333490586875e-17,2.5081878390529004e-23,2.601570591069844e-26,2.816084363987468e-30,2.8831190779167364e-51,1.622832480629538e-37,3.6071453670758755e-52,3.1603557385883518e-27,2.5831600403555894e-71,7.900590396824067e-74,8.502594528623302e-23,2.5088945663621423e-39,2.4551281168931027e-73,9.823092754334565e-85,4.459554278106876e-64,6.669309493931609e-72
1.5848645180199469e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767992132,0.11866996602918735,0.022821567693042978,1.279109179385254e-78,2.473220486714605e-38,1.2512064034794405e-25,8.742289017322104e-57,1.6327219533122657e-38,4.738352156865732e-90,1.3987686193204464e-14,3.654332995711969e-75,1.3987686192757972e-14,3.1596413094192607e-51,1.9647879377543484e-50,2.479824012770349e-75,2.875350140170706e-76,4.50630634909116e-27,3.2814462163999774e-58,7.639059428386287e-13,2.2617897255485528e-14,9.05471279254704e-17,3.7945500311328556e-27,1.4051370419350722e-26,9.054692663874037e-17,1.0022410256862289e-22,2.079182824617382e-25,2.9893025375096893e-29,1.2209587786144564e-49,1.298346847941999e-36,1.1531585859166642e-50,1.2641485705435312e-26,4.367202567836391e-69,1.3374487770404867e-71,1.7005472035050917e-22,2.007073478007023e-38,4.156158593171228e-71,3.322556124980919e-82,2.851348400157995e-62,8.053565178980796e-70
3.16973441008331e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679842647,0.11866996602840936,0.022821567693031668,4.8654601684875686e-76,1.978583110503855e-37,5.005440848598843e-25,8.310671602175325e-55,1.3061827260536594e-37,1.7999966274593228e-87,2.7975419816638492e-14,2.338787198674272e-73,2.797541981485252e-14,5.0554474777603315e-50,3.1436720275177657e-49,4.711695152989147e-73,5.463199227699365e-74,1.802527123667382e-26,2.0346935081874607e-56,1.5278144758724519e-12,4.523587120481996e-14,1.810947654674834e-16,1.51773709648422e-26,5.620561609182106e-26,1.8109395949066454e-16,4.0006846320566814e-22,1.6600229466468633e-24,3.566304414421031e-28,5.811044014142361e-48,1.03879728772419e-35,3.682855554295562e-49,5.0566059042819556e-26,8.29773515579798e-67,2.5445124689539897e-69,3.401190299670941e-22,1.605577016328386e-37,7.907154460253425e-69,1.2629950783072587e-79,1.8213051218915316e-60,9.985130998875952e-68
6.339474194210037e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679685306,0.11866996602685338,0.02282156769300905,2.055441717407521e-73,1.582870197496974e-36,2.002658110510573e-24,8.774904519212137e-53,1.0449482416091833e-36,7.596164879552732e-85,5.595088706361069e-14,1.4968282933376338e-71,5.595088705646678e-14,8.088732962400295e-49,5.029877228947456e-48,9.94453055478877e-71,1.1530658153462002e-71,7.210117662537159e-26,1.2775831447727676e-54,3.055631541646235e-12,9.04718191031065e-14,3.6219065323893435e-16,6.070262007830343e-26,2.2482268205280404e-25,3.6218742274124327e-16,1.5936823889556734e-21,1.322724879991227e-23,4.721936023338873e-27,3.0710745453181744e-46,8.312247847289777e-35,1.1738897921538503e-47,2.022643943628072e-25,1.7513239669923422e-64,5.3761138084716915e-67,6.802746871523908e-22,1.2843250917060253e-36,1.6706500012945291e-66,5.33277350794154e-77,1.1610978437408943e-58,1.2537821566043953e-65
1.2678953762463491e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679370625,0.11866996602374144,0.022821567692963816,9.361281220815722e-71,1.2662992740555282e-35,8.014427421170357e-24,9.989440968495271e-51,8.359594102358996e-36,3.457227678803906e-82,1.1190182155797164e-13,9.579715178670196e-70,1.1190182152939599e-13,1.2941985991983936e-47,8.047782516822316e-47,2.263408344856596e-68,2.624415747279234e-69,2.8840488984258536e-25,8.051215126678221e-53,6.111265672018345e-12,1.8094371489815039e-13,7.243849135606587e-16,2.427551246076617e-25,8.992907544339013e-25,7.243719394453434e-16,6.322589555466335e-21,1.0498019793308867e-22,6.733393143222908e-26,1.74928333081144e-44,6.65274181616943e-34,3.727166133145056e-46,8.090572998282104e-25,3.9860684842772125e-62,1.2244481913439384e-64,1.3606941533314646e-21,1.0272394209683262e-35,3.805048749470323e-64,2.4279256037247887e-74,7.373556813297215e-57,1.5801440525329102e-63
2.5357912898970397e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678741256,0.11866996601751754,0.022821567692873343,4.448179967676217e-68,1.0130432756217416e-34,3.208735419949495e-23,1.1865848176670483e-48,6.687678431945976e-35,1.642198911670771e-79,2.2380369054835985e-13,6.1310219009995495e-68,2.2380369043405711e-13,2.0707187080875247e-46,1.28763628006968e-45,5.376140942009774e-66,6.233618096619598e-67,1.153619925921773e-24,5.054619526124897e-51,1.2222533928060747e-11,3.6188750648212136e-13,1.4487836380561799e-15,9.705770104896987e-25,3.597159796998401e-24,1.44873133379375e-15,2.4882630894364427e-20,8.267292476431525e-22,1.0008806431232221e-24,1.0393166621719447e-42,5.326794422286307e-33,1.1743578375407688e-44,3.236223892031435e-24,9.467858668740042e-60,2.90932001283065e-62,2.721965692923308e-21,8.214377976047334e-35,9.04101032344236e-62,1.1534783375128072e-71,4.647097469424063e-55,1.9839797580950387e-61
5.071583117198421e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727677482524,0.11866996600506975,0.0228215676926924,2.1432413237061645e-65,8.10440332850365e-34,1.2857609870746056e-22,1.4293465128720652e-46,5.350143817210211e-34,7.912000533237784e-77,4.476074285358007e-13,3.923854939433187e-66,4.476074280785904e-13,3.3131503378752425e-45,2.0601876200492851e-44,1.2951318281695635e-63,1.5016999614979008e-64,4.614480435742421e-24,3.1328540213024378e-49,2.444507042133828e-11,7.237750896256001e-13,2.8976239090536277e-15,3.878762825595832e-24,1.4388606561160077e-23,2.897411567278169e-15,9.641186033318257e-20,6.4129601915514785e-21,1.5075936576990928e-23,6.260483862159544e-41,4.268481889420721e-32,3.645519509280435e-43,1.2944846937520662e-23,2.280833860657972e-57,7.009281139136745e-60,5.446239201040035e-21,6.565845906037479e-34,2.1781528215245583e-59,5.557607806550333e-69,2.885857657663344e-53,2.459262020747113e-59
1.0143166771801184e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767496506,0.11866996598017418,0.022821567692330513,1.0202525347243198e-62,6.483612033771764e-33,5.159667780642575e-22,1.7012638924418383e-44,4.280115181060179e-33,3.7671576011306014e-74,8.952149045373376e-13,2.5112669228221964e-64,8.952149027085011e-13,5.301039729980925e-44,3.2962019087579297e-43,3.0831912215693912e-61,3.5749415782375523e-62,1.845792319869019e-23,1.890308961248225e-47,4.8890143332664226e-11,1.4475502558147208e-12,5.795490185484107e-15,1.5486758297328092e-23,5.755415150975872e-23,5.794617821611035e-15,3.6277394327631724e-19,4.834893301981855e-20,2.2423097914888713e-22,3.7253598607453555e-39,3.425150268668766e-31,1.1003812818849928e-41,5.17789863644236e-23,5.4297176405925215e-55,1.6682636945153985e-57,1.0901707932991494e-20,5.2436472726028885e-33,5.184226526394217e-57,2.645926940110449e-66,1.7429670576849347e-51,2.967599570745313e-57
2.028633408100671e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072766993013,0.11866996593038302,0.022821567691606738,4.661887190005945e-60,5.187031189376547e-32,2.0751618887726338e-21,1.9440064706711732e-42,3.4240917136525983e-32,1.7223269853911793e-71,1.7904298566470075e-12,1.6072100712102067e-62,1.7904298493316992e-12,8.481659289045217e-43,5.273609034319026e-42,7.047480735182808e-59,8.171484783583338e-60,7.383169563892988e-23,1.0857651643056396e-45,9.77802888543997e-11,2.8951005878017614e-12,1.15920604090124e-14,6.172183398314066e-23,2.3021438074611747e-22,1.1588413545436125e-14,1.2956677998954397e-18,3.4642120577001057e-19,3.199407257304827e-21,2.127703416189764e-37,2.7542834852001466e-30,3.1590383396547765e-40,2.0711270975302116e-22,1.2410946451245492e-52,3.810941893632316e-55,2.1840332259653418e-20,4.18054129144323e-32,1.184322114895283e-54,1.209404933429291e-63,1.0016220568110668e-49,3.4086722238334796e-55
4.0572668699417765e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727659860276,0.11866996583080071,0.022821567690159188,1.974717537872457e-57,4.149848919569425e-31,8.368122674028234e-21,2.0598878293469196e-40,2.739272427315151e-31,7.303802058341239e-69,3.580859761292542e-12,1.0286133282856754e-60,3.580859732031614e-12,1.3570639823161236e-41,8.436778728891106e-41,1.4940387655533593e-56,1.7323120666427003e-57,2.953267877035143e-22,5.751256383509097e-44,1.9556057869420495e-10,5.790201250212207e-12,2.31890815254139e-14,2.451039527999391e-22,9.208396662384195e-22,2.3173538379237772e-14,4.2539352670410544e-18,2.2841298445794946e-18,4.228815477283915e-20,1.1264871790512568e-35,2.220527004871432e-29,8.356173365521217e-39,8.284249051316564e-22,2.63100280590558e-50,8.068783893164372e-53,4.382832836310925e-20,3.3216555791867235e-31,2.507887618042056e-52,5.126157258026872e-61,5.306862019337479e-48,3.609868747543541e-53
5.883036985598771e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727650797403,0.11866996574117664,0.022821567688856393,1.4957226464852325e-56,1.0595596260297045e-30,1.6614872505993293e-20,1.0908968436081372e-39,7.268147561256979e-31,4.413534629913291e-68,5.192246675817629e-12,5.36803296076099e-60,5.192246617942557e-12,4.380429603391825e-41,2.8903861260077974e-40,8.527572038876316e-56,9.887526400159585e-57,5.84129391709968e-22,2.582524585803076e-43,2.835628385777612e-10,8.3957918451195e-12,3.36298134036883e-14,4.827558226365253e-22,1.821316127176765e-21,3.3598158684200805e-14,7.539830869129459e-18,5.350325846530474e-18,1.2425965963986802e-19,5.426695033594377e-35,5.686320396594973e-29,3.3079438226989384e-38,1.638518886059209e-21,1.5016952620754333e-49,5.8447105733584675e-52,6.370698179866533e-20,8.454172895997313e-31,1.8162250087432998e-51,4.097915797407856e-60,2.383115233255759e-47,1.7935010846994814e-52
