Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3X(55),H2OX(23),COX(50),CO2X(24),CHOX(53),O(29),acetyl(44),C2H4X(215),C2H4X(70),C2H6X(52),HOCO(73),CHO2(74),S(216)
1.7916158740083678e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4424487067742009,0.10896745827196519,0.021607466180503895,6.811792672910734e-08,6.795712322677082e-06,0.001483352874863661,0.0005451862962523758,7.547166748371194e-06,1.2028016207334279e-14,0.0013024178381512415,1.2947026924866382e-12,0.0003738909900439936,3.169341291000391e-10,3.337412534363614e-07,3.6892384871056845e-11,1.074527257424696e-12,1.2553694749102496e-05,4.526772411268793e-08,0.007823576417053942,0.0018541999775713944,0.0001359456882530833,6.835160155485447e-08,7.001071916240235e-09,2.6686317239220545e-09,1.3485242993686028e-12,2.3031202814382108e-08,1.4582595316956123e-05,9.276586349681372e-07,2.921361793562007e-05,7.159368418247847e-08,4.032642037892246e-09,3.1001208531935094e-10,1.6875398788928196e-09,3.2438260845629064e-11,9.373545884790493e-12,7.985243156048614e-06,1.7768477002293521e-12,3.393021477112667e-09,1.2762873822309146e-14,2.055320915271485e-08,1.942632240098841e-15,1.0844164656200592e-16,6.784787026453939e-26
1.7965501296934108e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44244520498191536,0.10896247769147877,0.02160422333236224,6.873556922197713e-08,6.838677816732129e-06,0.0014899147172917414,0.0005479759004800656,7.593855789386527e-06,1.215085754119355e-14,0.001304922015969265,1.3086631772468132e-12,0.0003739880744877411,3.189418589321845e-10,3.363617278775679e-07,3.709145310587724e-11,1.0827731872396236e-12,1.2585819510989213e-05,4.5703739852266654e-08,0.007823158690398036,0.0018577987972725999,0.0001361301919366786,6.85777240678245e-08,7.01348091641666e-09,2.673713420189239e-09,1.3512081526092229e-12,2.306485997031436e-08,1.458397778603537e-05,9.315321827076843e-07,2.9344109394141988e-05,7.228341509105485e-08,4.040363921278e-09,3.1196268655369137e-10,1.6961615266292775e-09,3.263720650899174e-11,9.425535629634462e-12,7.999433764707276e-06,1.7893733749173884e-12,3.429768980395084e-09,1.2885703075395248e-14,2.0681133748878952e-08,1.9607542131481472e-15,1.0945332175847536e-16,6.912263471728253e-26
1.801484385378454e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44244170965339463,0.10895749719914942,0.021600981007603225,6.93569820264728e-08,6.881770518627974e-06,0.0014964847068672225,0.0005507707952350536,7.640653407204438e-06,1.2274602764759546e-14,0.001307420596618725,1.3227212056070902e-12,0.0003740844345491763,3.20954513757825e-10,3.3899288455442687e-07,3.7290908238188895e-11,1.0910545646459524e-12,1.2617861549637836e-05,4.614249015822373e-08,0.007822740939417601,0.0018613912746400449,0.00013631443887126462,6.880384513438776e-08,7.025855966549274e-09,2.6787838411726107e-09,1.3538868184118023e-12,2.3098465101814064e-08,1.4585351096513792e-05,9.354109167884982e-07,2.9474763957312107e-05,7.297747286536443e-08,4.048068410482695e-09,3.1391901781623374e-10,1.7047994395678994e-09,3.283675102257309e-11,9.477666999632232e-12,8.01356156630151e-06,1.801943606552964e-12,3.466785630494834e-09,1.3009301550678207e-14,2.0809358646069354e-08,1.9789890568775422e-15,1.1047129890029937e-16,7.041725547062644e-26
1.8059252154949927e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44243856937034337,0.10895301483013578,0.02159806336274571,6.99194864355523e-08,6.920662575146882e-06,0.001502404644166202,0.0005532907140762104,7.682863658286264e-06,1.2386749725123026e-14,0.0013096645422040359,1.3354570092697882e-12,0.0003741705462966654,3.227700955595027e-10,3.41370047951782e-07,3.747074800681057e-11,1.0985381202943109e-12,1.2646628642457848e-05,4.653970887109131e-08,0.0078223649460892,0.0018646190915355889,0.00013648004252094311,6.900735228419877e-08,7.036964542461697e-09,2.6833375969964427e-09,1.3562931904050927e-12,2.312866543178483e-08,1.458657930556664e-05,9.389062017128352e-07,2.9592492130244112e-05,7.360583285424758e-08,4.054987605799938e-09,3.156846088042047e-10,1.712587437441956e-09,3.3016852651514455e-11,9.524706278582695e-12,8.026223054198524e-06,1.81329487581351e-12,3.500331466338805e-09,1.312119937011058e-14,2.092501660372859e-08,1.9954972061678588e-15,1.1139288243728772e-16,7.159959205743747e-26
1.8103660456115316e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44243543429716464,0.10894853253018935,0.02159514614170352,7.048506204784136e-08,6.959657413107201e-06,0.0015083311451045088,0.0005558148999396506,7.725161040452603e-06,1.2499635235202167e-14,0.0013119039700659823,1.3482721537013627e-12,0.00037425608433084813,3.24589632307384e-10,3.437558434946665e-07,3.765089995898767e-11,1.1060504036801202e-12,1.2675328705924076e-05,4.693915258452593e-08,0.007821988939211722,0.00186784178967066,0.00013664543992760548,6.92108571984017e-08,7.048045727000201e-09,2.687882252081594e-09,1.3586953755055091e-12,2.3158823979460727e-08,1.4587800207929674e-05,9.424056688435793e-07,2.9710351696203625e-05,7.423771343743976e-08,4.061892762235915e-09,3.174548293350226e-10,1.7203885533559022e-09,3.319743850861115e-11,9.57186019256196e-12,8.038833978591088e-06,1.824682170022331e-12,3.5340966687266608e-09,1.3233723058847158e-14,2.1040915556443686e-08,2.0120973122181074e-15,1.1231960023642077e-16,7.279838761301027e-26
1.8148068757280705e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44243230442180104,0.10894405029829247,0.021592229344416673,7.105371702334419e-08,6.998754910609747e-06,0.0015142641929440544,0.0005583433441781045,7.76754516668051e-06,1.2613262334301205e-14,0.0013141388877849554,1.3611667930471858e-12,0.00037434105472624685,3.2641310773210285e-10,3.4615026131062647e-07,3.78313635287484e-11,1.1135914216388567e-12,1.2703961731424032e-05,4.734082600448309e-08,0.007821612921578227,0.0018710593777986613,0.00013681063189907884,6.941435937573492e-08,7.0590995714069115e-09,2.692417821707995e-09,1.3610933808721581e-12,2.3188940912743928e-08,1.4589013856026197e-05,9.459093093389119e-07,2.9828342315422468e-05,7.487312206459092e-08,4.068783903686929e-09,3.1922967382566703e-10,1.7282027604878996e-09,3.33785081930347e-11,9.619128702938804e-12,8.051394486670285e-06,1.836105457459995e-12,3.568081877720962e-09,1.3346873933915632e-14,2.1157054437747977e-08,2.0287896266956656e-15,1.132514663536231e-16,7.401382209110081e-26
1.8192477058446093e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44242917973229,0.10893956813348304,0.021589312970824556,7.162545951472012e-08,7.037954945629999e-06,0.0015202037710109557,0.0005608760381592877,7.810015649684458e-06,1.2727634066937277e-14,0.0013163693029470177,1.3741410799252873e-12,0.00037442546349400984,3.282405055505118e-10,3.4855329141443433e-07,3.8012138152688196e-11,1.1211611807778898e-12,1.2732527711942906e-05,4.774473381661534e-08,0.007821236895906665,0.001874271864657715,0.00013697561923772943,6.961785831966757e-08,7.070126126932703e-09,2.696944321176798e-09,1.3634872135644796e-12,2.321901639866763e-08,1.4590220301947997e-05,9.494171143760471e-07,2.994646364946649e-05,7.551206615322324e-08,4.07566105407328e-09,3.2100913668038307e-10,1.7360300320674668e-09,3.356006130172297e-11,9.666511770675371e-12,8.063904725771546e-06,1.8475647061771422e-12,3.602287731443455e-09,1.3460653306637505e-14,2.127343218041816e-08,2.0455744011194976e-15,1.1418849483703086e-16,7.524607685356379e-26
1.8236885359611482e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44242606021676184,0.1089350860348526,0.02158639702086597,7.220029766725205e-08,7.077257396022246e-06,0.0015261498626951023,0.0005634129732659098,7.852572101928338e-06,1.284275348283265e-14,0.0013185952231436627,1.387195165424113e-12,0.00037450931658256363,3.300718094661842e-10,3.5096492370895284e-07,3.8193223269948026e-11,1.1287596874774455e-12,1.2761026642048172e-05,4.8150880686262256e-08,0.0078208608648419,0.0018774792589706616,0.0001371404027405154,6.982135353699329e-08,7.081125444835286e-09,2.7014617658012e-09,1.365876880630144e-12,2.3249050603407946e-08,1.4591419597457606e-05,9.529290751514809e-07,3.0064715361226468e-05,7.615455308870522e-08,4.082524237332928e-09,3.2279321229799507e-10,1.7438703413734773e-09,3.374209742967683e-11,9.714009356534845e-12,8.07636484336563e-06,1.8590598839939537e-12,3.6367148660680345e-09,1.357506248260803e-14,2.139004771650784e-08,2.0624518869027837e-15,1.1513069972914787e-16,7.649533466172597e-26
1.828129366077687e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44242294586343767,0.10893060400154474,0.021583481494479112,7.27782396188149e-08,7.116662139523659e-06,0.0015321024514497285,0.0005659541408956783,7.895214135637397e-06,1.2958623636907215e-14,0.0013208166559715725,1.4003291991003705e-12,0.00037459261987825727,3.319070031699266e-10,3.5338514798599536e-07,3.8374618322192796e-11,1.1363869478915714e-12,1.27894585178743e-05,4.8559271258430356e-08,0.00782048483095755,0.001880681569445064,0.00013730498319904156,7.002484453410057e-08,7.092097576368034e-09,2.7059701708863088e-09,1.3682623892727026e-12,2.327904369220804e-08,1.4592611793990678e-05,9.564451828809541e-07,3.0183097114909002e-05,7.680059022423816e-08,4.089373477406052e-09,3.2458189508237426e-10,1.751723661726047e-09,3.392461617058513e-11,9.761621421442941e-12,8.088774987049735e-06,1.8705909584973184e-12,3.6713639158138094e-09,1.3690102761658309e-14,2.1506899977380726e-08,2.079422335447605e-15,1.1607809507102618e-16,7.77617796507746e-26
1.832570196194226e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4424198366606275,0.10892612203275354,0.021580566391601608,7.335929349984438e-08,7.156169053758341e-06,0.001538061520790989,0.0005684995324613044,7.937941362810045e-06,1.3075247589270944e-14,0.0013230336090323805,1.4135433289769448e-12,0.0003746753792060017,3.3374607034029024e-10,3.5581395392718434e-07,3.855632275358931e-11,1.1440429679490973e-12,1.2817823337107596e-05,4.896991015778263e-08,0.007820108796757886,0.0018838788047732017,0.00013746936139960426,7.022833082228035e-08,7.1030425727885706e-09,2.710469551758514e-09,1.3706437465784708e-12,2.33089958294577e-08,1.4593796942658125e-05,9.599654287991284e-07,3.030160857602765e-05,7.745018488083421e-08,4.096208798255e-09,3.2637517942394134e-10,1.7595899664965785e-09,3.410761711590331e-11,9.809347925882243e-12,8.101135304538707e-06,1.8821578970507927e-12,3.706235512938277e-09,1.3805775437905901e-14,2.1623987893743666e-08,2.0964859979990896e-15,1.1703069489540202e-16,7.90455973831237e-26
1.8370110263107648e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4424167325967284,0.10892164012772178,0.02157765171217047,7.394346743330615e-08,7.1957780162413515e-06,0.0015440270542975362,0.0005710491393905072,7.980753395229601e-06,1.3192628405216182e-14,0.0013252460899324358,1.4268377015408934e-12,0.0003747576003299016,3.355889946440698e-10,3.582513311048079e-07,3.873833601078446e-11,1.1517277533545975e-12,1.2846121098971114e-05,4.938280198863275e-08,0.007819732764679631,0.0018870709736320713,0.00013763353812324154,7.04318119171275e-08,7.1139604853601934e-09,2.7149599237604387e-09,1.3730209595735637e-12,2.3338907178730528e-08,1.4594975094248333e-05,9.634898041597217e-07,3.0420249411393956e-05,7.810334434729098e-08,4.103030223861849e-09,3.281730597052178e-10,1.7674692291081822e-09,3.429109985501508e-11,9.85718883003494e-12,8.11344594365641e-06,1.8937606667949756e-12,3.741330287730577e-09,1.3922081799741889e-14,2.174131039567936e-08,2.1136431256671117e-15,1.1798851322806388e-16,8.034697484593083e-26
1.8414518564273037e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44241363366022296,0.10891715828573947,0.02157473745612218,7.453076953466493e-08,7.2354889043826395e-06,0.001549999035610106,0.0005736029531260186,8.023649844475953e-06,1.3310769155209998e-14,0.0013274541062825715,1.440212461741516e-12,0.0003748392889538829,3.3743575973679693e-10,3.606972689826745e-07,3.892065754288372e-11,1.1594413095893488e-12,1.2874351804209724e-05,4.9797951334926086e-08,0.007819356737093735,0.0018902580846833928,0.00013779751414578839,7.06352873326395e-08,7.124851365336543e-09,2.719441302218877e-09,1.375394035498701e-12,2.336877790267238e-08,1.459614629922951e-05,9.67018300235619e-07,3.0539019289108715e-05,7.876007588018134e-08,4.109837778204725e-09,3.2997553031817344e-10,1.7753614230234722e-09,3.4475063976234326e-11,9.905144094381398e-12,8.125707052327153e-06,1.9053992346415533e-12,3.7766488685048494e-09,1.4039023129772442e-14,2.1858866412678956e-08,2.13089396957862e-15,1.1895156409470984e-16,8.166610040640013e-26
1.8458926865438426e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.442410539839677,0.10891267650614234,0.02157182362339261,7.512120791185418e-08,7.2753015954909865e-06,0.0015559774484311022,0.000576160965125587,8.066630321937118e-06,1.3429672914886401e-14,0.0013296576656978741,1.4536677529885041e-12,0.00037492045072231174,3.3928634926323726e-10,3.631517569169635e-07,3.9103286801430095e-11,1.1671836419122894e-12,1.2902515455075256e-05,5.021536276022851e-08,0.007818980716307076,0.0018934401465736047,0.00013796129023791866,7.083875658770287e-08,7.135715263970347e-09,2.7239137024809304e-09,1.3777629814682508e-12,2.339860816308708e-08,1.4597310607751771e-05,9.705509083185683e-07,3.0657917878553235e-05,7.942038670383656e-08,4.116631485281006e-09,3.317825856412272e-10,1.7832665217555723e-09,3.46595090656795e-11,9.953213678941711e-12,8.137918778567301e-06,1.91707356728509e-12,3.812191881593701e-09,1.4156600704882466e-14,2.1976654873674222e-08,2.1482387807010865e-15,1.1991986151241365e-16,8.300316387643926e-26
1.8503335166603814e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44240745112373825,0.10890819478831036,0.021568910213917106,7.571479066524568e-08,7.315215966777946e-06,0.0015619622765241882,0.0005787231668619802,8.10969443882071e-06,1.354934276503845e-14,0.001331856775797457,1.4672037171501745e-12,0.00037500109122060835,3.4114074685788264e-10,3.6561478415707526e-07,3.928622324038295e-11,1.1749547553609746e-12,1.2930612055311794e-05,5.063504080772548e-08,0.007818604704564148,0.001896617167933864,0.00013812486716519213,7.104221920686963e-08,7.146552232519448e-09,2.728377139916225e-09,1.3801278044695338e-12,2.3428398121009358e-08,1.4598468069649236e-05,9.74087619719155e-07,3.077694485038067e-05,8.008428401032116e-08,4.123411369111242e-09,3.3359422004131924e-10,1.7911844988722323e-09,3.484443470719722e-11,1.0001397543293615e-11,8.150081270476978e-06,1.9287836312051203e-12,3.847959951341767e-09,1.4274815796235145e-14,2.2094674707069603e-08,2.1656778098275697e-15,1.2089341948952843e-16,8.435835652115149e-26
1.8547743467769203e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44240436750113465,0.1089037131316662,0.021565997227630442,7.631152588761983e-08,7.355231895361646e-06,0.00156795350371388,0.0005812895498229895,8.152841806165315e-06,1.3669781791610546e-14,0.0013340514442042367,1.4808204945517765e-12,0.000375081215975854,3.42998936145434e-10,3.6808633984647726e-07,3.946946631609699e-11,1.1827546547525305e-12,1.2958641610141044e-05,5.1056990000204627e-08,0.0078182287040487,0.0018997891573800533,0.00013828824568811097,7.124567471158721e-08,7.157362322227006e-09,2.73283162986912e-09,1.3824885117811686e-12,2.3458147936548674e-08,1.459961873444243e-05,9.776284257670032e-07,3.089609987650754e-05,8.075177495942532e-08,4.1301774537053555e-09,3.3541042790022015e-10,1.7991153279788563e-09,3.502984048385517e-11,1.0049695647488089e-11,8.162194676231913e-06,1.9405293926560765e-12,3.883953700099366e-09,1.4393669669186185e-14,2.2212924840773947e-08,2.1832113078037063e-15,1.2187225203611304e-16,8.5731870988767e-26
1.8592151768934592e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44240128896067255,0.10889923153567407,0.021563084664466853,7.691142166413557e-08,7.395349258270611e-06,0.0015739511138851453,0.0005838601055114313,8.196072034851783e-06,1.3790993085690648e-14,0.0013362416785447102,1.494518223973878e-12,0.00037516083045739256,3.4486090074128293e-10,3.7056641302354966e-07,3.965301548730133e-11,1.1905833446846083e-12,1.2986604126247848e-05,5.14812148400433e-08,0.007817852716885275,0.0019029561235127809,0.0001384514265621585,7.144912262782097e-08,7.168145584329085e-09,2.737277187701434e-09,1.3848451105614244e-12,2.3487857768973857e-08,1.460076265134029e-05,9.811733178105615e-07,3.101538263010515e-05,8.14228666786543e-08,4.136929763087961e-09,3.372312035869625e-10,1.8070589827296064e-09,3.521572597662693e-11,1.0098107951131621e-11,8.174259144075366e-06,1.952310817680906e-12,3.9201737482162765e-09,1.4513163583360804e-14,2.2331404202231994e-08,2.200839525322961e-15,1.2285637315367524e-16,8.712390138673323e-26
1.863656007009998e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44239821549123526,0.1088947499998381,0.021560172524360037,7.751448607230131e-08,7.435567932447613e-06,0.0015799550909830064,0.0005864348254451502,8.23938473561443e-06,1.39129797435022e-14,0.0013384274864487377,1.5082970426508269e-12,0.00037523994007742457,3.4672662425199144e-10,3.730549926224258e-07,3.9836870215078815e-11,1.198440829536334e-12,1.3014499611765773e-05,5.1907719809212116e-08,0.007817476745140817,0.0019061180749173755,0.00013861441053784264,7.165256248925058e-08,7.178902070067275e-09,2.7417138288076116e-09,1.3871976077401045e-12,2.3517527776841412e-08,1.4601899869242155e-05,9.847222872169382e-07,3.113479278559126e-05,8.209756626320285e-08,4.1436683213125565e-09,3.390565414535219e-10,1.8150154368371227e-09,3.5402090763898685e-11,1.0146634413170148e-11,8.186274822310212e-06,1.964127872116328e-12,3.956620714035576e-09,1.4633298792675287e-14,2.2450111718455663e-08,2.218562712847837e-15,1.23845796832374e-16,8.853464331009363e-26
1.868096837126537e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423951470817813,0.10889026852370125,0.021557260807243156,7.812072718194522e-08,7.47588779475337e-06,0.0015859654190121422,0.000589013701157021,8.28277951905216e-06,1.403574486639631e-14,0.0013406088755493245,1.5221570862692863e-12,0.0003753185501915974,3.4859609027576715e-10,3.7555206747383254e-07,4.002102996284558e-11,1.2063271134692583e-12,1.3042328076262835e-05,5.233650936926053e-08,0.007817100790826138,0.0019092750201639014,0.00013877719836075428,7.18559938247408e-08,7.189631830664241e-09,2.7461415685462904e-09,1.3895460106287418e-12,2.3547158117785738e-08,1.460303043674021e-05,9.882753253721061e-07,3.1254330018621774e-05,8.277588077594956e-08,4.150393152415528e-09,3.408864358727615e-10,1.822984664050169e-09,3.558893442359583e-11,1.0195274993228243e-11,8.198241859291124e-06,1.975980521577347e-12,3.993295213887599e-09,1.475407654521493e-14,2.2569046316055018e-08,2.2363811209328656e-15,1.2484053706619254e-16,8.996429373783783e-26
1.8725376672430758e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44239208372134353,0.10888578710684382,0.021554349513048833,7.873015305518656e-08,7.5163087219702e-06,0.0015919820820364992,0.0005915967241949495,8.326255995639481e-06,1.4159291560843965e-14,0.001342785853482409,1.5360984889668495e-12,0.0003753966660995878,3.5046928240293303e-10,3.78057626305927e-07,4.020549419633066e-11,1.2142422004283072e-12,1.307008953072732e-05,5.2767587961301686e-08,0.007816724855897371,0.0019124269678071546,0.00013893979077160375,7.205941616669935e-08,7.2003349173280235e-09,2.7505604222874868e-09,1.3918903264516828e-12,2.3576748948588193e-08,1.4604154402121423e-05,9.918324236808177e-07,3.137399400608245e-05,8.345781724745296e-08,4.157104280440861e-09,3.4272088120718855e-10,1.8309666381631384e-09,3.5776256531756955e-11,1.0244029650561264e-11,8.210160403416838e-06,1.9878687314722038e-12,4.0301978620839885e-09,1.4875498083321507e-14,2.2688206921269073e-08,2.2542950000039815e-15,1.2584060784131734e-16,9.141305111760123e-26
1.8769784973596146e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423890253990266,0.10888130574888245,0.021551438641709195,7.934277174640678e-08,7.5568305908058456e-06,0.0015980050641789033,0.0005941838861218734,8.369813775737445e-06,1.428362293842773e-14,0.0013449584278866496,1.5501213833307297e-12,0.0003754742930456788,3.523461842163937e-10,3.805716577451313e-07,4.0390262383555745e-11,1.2221860941427234e-12,1.3097783987553713e-05,5.320096000602026e-08,0.007816348942257434,0.0019155739263866565,0.00013910218850625864,7.22628290581556e-08,7.211011381273349e-09,2.7549704054486724e-09,1.3942305620593104e-12,2.3606300425385746e-08,1.4605271813369432e-05,9.95393573566359e-07,3.1493784426080696e-05,8.414338267592644e-08,4.163801729469596e-09,3.4455987179428155e-10,1.838961333033653e-09,3.59640566613768e-11,1.0292898343448841e-11,8.222030603122599e-06,1.9997924670128197e-12,4.067329270911843e-09,1.49975646436503e-14,2.28075924599963e-08,2.2723046001786717e-15,1.268460231288766e-16,9.288111542654467e-26
1.8814193274761535e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423859721040065,0.10887682444946872,0.021548528193155843,7.995859130222097e-08,7.597453277897038e-06,0.001604034349620676,0.0005967751785157651,8.413452469604502e-06,1.440874211583382e-14,0.001347126606403219,1.564225900396521e-12,0.00037555143621933107,3.542267792920997e-10,3.8309415031696364e-07,4.057533399481507e-11,1.2301587981270153e-12,1.3125411460528723e-05,5.36366299036624e-08,0.007815973051757385,0.0019187159044266773,0.00013926439229580538,7.24662320355102e-08,7.221661273693105e-09,2.759371533400419e-09,1.396566724784531e-12,2.3635812703400545e-08,1.4606382718166981e-05,9.989587664706757e-07,3.161370095793756e-05,8.483258402723226e-08,4.170485523560083e-09,3.464034019988853e-10,1.8469687225546817e-09,3.615233438531429e-11,1.0341881031077423e-11,8.233852606872648e-06,2.0117516931924946e-12,4.104690050627954e-09,1.512027745700188e-14,2.2927201857824877e-08,2.2904101717065184e-15,1.2785679690617276e-16,9.436868802502978e-26
1.8854160745810385e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44238322842793715,0.1088727913297939,0.021545909150883162,8.05155722859282e-08,7.634099793873435e-06,0.0016094660828119302,0.0005991108662708335,8.452796153161863e-06,1.4522025524395116e-14,0.001349074214901463,1.5769898602155098e-12,0.0003756204556955417,3.5592245901973777e-10,3.853716183356944e-07,4.0742157436511556e-11,1.2373588672260644e-12,1.3150218927518983e-05,5.4030701096107306e-08,0.007815634771581141,0.0019215394333344515,0.00013941021048374748,7.264928585730004e-08,7.23122350050808e-09,2.763324990060228e-09,1.3986657949400188e-12,2.3662340366233786e-08,1.4607377008638502e-05,1.002170889807469e-06,3.1721733398178325e-05,8.54559796886489e-08,4.176489283152383e-09,3.4806645589177633e-10,1.8541862055054195e-09,3.632219232564759e-11,1.0386062881475954e-11,8.244451325428811e-06,2.022545312154548e-12,4.138511367218575e-09,1.5231272547971518e-14,2.3035040827174598e-08,2.306787448340542e-15,1.2877108636104893e-16,9.572435056589556e-26
1.8894128216859234e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423804888074736,0.10886875825708081,0.021543290450960987,8.107515833638491e-08,7.67082778263341e-06,0.001614902897459424,0.0006014498867759997,8.492204776863073e-06,1.463595185869351e-14,0.001351018274495443,1.589820132640931e-12,0.0003756890911826369,3.576211049990674e-10,3.876559219911235e-07,4.090922584144402e-11,1.2445822775787982e-12,1.3174972161856746e-05,5.442664027601736e-08,0.007815296512885808,0.0019243589410902389,0.0001395558726907834,7.283233094739692e-08,7.24076428314169e-09,2.767271297701267e-09,1.400761576948605e-12,2.368883651518957e-08,1.460836610160676e-05,1.005386274859969e-06,3.1829867498169324e-05,8.608233109623713e-08,4.1824820192976196e-09,3.497331781697681e-10,1.8614139310533502e-09,3.6492436455211145e-11,1.0430337003557039e-11,8.255011233790651e-06,2.0333676242197894e-12,4.172519408893029e-09,1.534279298537773e-14,2.3143059468274078e-08,2.323242846506736e-15,1.29689737681067e-16,9.709612805001072e-26
1.8934095687908084e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423777532348668,0.10886472523114361,0.021540672093338414,8.163735530332572e-08,7.70763715411187e-06,0.0016203447821513653,0.0006037922339228405,8.531678056416013e-06,1.475052340136492e-14,0.001352958790759979,1.6027168099695677e-12,0.0003757573463520701,3.5932270524432854e-10,3.8994705271200824e-07,4.107653882809973e-11,1.2518290313048964e-12,1.3199671176430167e-05,5.482445060868614e-08,0.00781495827691839,0.0019271744338765346,0.0001397013794400926,7.301536697554794e-08,7.250283658893779e-09,2.7712104675479093e-09,1.4028540760646163e-12,2.371530126186254e-08,1.4609350031215035e-05,1.0086049154278464e-06,3.193810302662529e-05,8.671164326086373e-08,4.188463749556545e-09,3.514035647149291e-10,1.868651880272452e-09,3.666306645876138e-11,1.0474703367046602e-11,8.265532440219787e-06,2.0442186034524297e-12,4.20671461628793e-09,1.5454839654516454e-14,2.3251256997351467e-08,2.3397765483558255e-15,1.3061276104124577e-16,9.848417035613542e-26
1.8974063158956933e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423750217024113,0.1088606922518166,0.021538054077964226,8.220216903131985e-08,7.744527818205928e-06,0.0016257917255134053,0.0006061379016127945,8.571215707487797e-06,1.4865742438373748e-14,0.0013548957692710354,1.6156799834775433e-12,0.00037582522484071494,3.6102724776633157e-10,3.922450018629619e-07,4.124409601640789e-11,1.2590991303854937e-12,1.3224315985006667e-05,5.522413524596867e-08,0.007814620064895115,0.0019299859178658395,0.00013984673125182586,7.31983936061628e-08,7.259781665028876e-09,2.7751425107908047e-09,1.4049432977983186e-12,2.3741734717104075e-08,1.4610328831414435e-05,1.0118268053230327e-06,3.2046439753037334e-05,8.73439211721674e-08,4.194434491460326e-09,3.530776114195342e-10,1.875900034248663e-09,3.683408202114901e-11,1.0519161942105114e-11,8.276015052978868e-06,2.055098223778846e-12,4.241097428694001e-09,1.55674134368478e-14,2.33596326305054e-08,2.356388736147007e-15,1.3154016661923567e-16,9.988862828716474e-26
1.9014030630005783e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423722942024441,0.10885665931895369,0.021535436404786876,8.276960535975526e-08,7.781499684777127e-06,0.001631243716208418,0.0006084868837571647,8.610817445710928e-06,1.4981611259007837e-14,0.0013568292156056028,1.6287097434197906e-12,0.0003758927302511886,3.627347205727214e-10,3.945497607449377e-07,4.14118970277282e-11,1.266392576663735e-12,1.324890660222495e-05,5.562569732629498e-08,0.007814281878002182,0.0019327933992206374,0.00013999192864310762,7.338141052023621e-08,7.269258338821672e-09,2.779067438702823e-09,1.4070292469227943e-12,2.376813699150699e-08,1.4611302535964486e-05,1.0150519383695592e-06,3.2154877447668585e-05,8.797916979853969e-08,4.200394262590795e-09,3.547553141316498e-10,1.883158374121383e-09,3.700548282369203e-11,1.0563712697178957e-11,8.28645918032745e-06,2.066006459017219e-12,4.275668284052938e-09,1.5680515210190137e-14,2.34681855837222e-08,2.373079591695398e-15,1.3247196457055985e-16,1.0130965375553328e-25
