Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3X(55),COX(50),CHOX(53),CO2X(24),H2OX(23),O(29),acetyl(44),C2H4X(215),C2H4X(70)
2.5656023221705634e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44225643648402785,0.08714666441272191,0.010473112065552398,3.8673526041928195e-06,0.00027371617185900654,0.045480312292481735,0.022483973242485508,5.0012068386000796e-05,1.0876553900544186e-10,0.0020808855876027505,5.6672963315352405e-11,0.0005097869903931518,2.8731816094183664e-09,6.645429459682657e-06,2.084493348429757e-09,1.245880941247681e-10,1.4135567701803389e-05,1.5215417468378029e-05,0.00625206071830674,0.001875695778524589,0.000498329644184729,5.943293497452168e-08,5.421814781347284e-09,4.142578241755362e-09,5.778653528599514e-11,2.791633219549656e-06,0.00048341467638477836,2.7506848096885472e-05,0.0009091637340626226,2.4078629993004306e-05,6.440286097590153e-09,6.956892457237193e-08,1.0192876024909762e-09,5.5543363746582866e-11,1.2266754923866797e-08,7.347834122824668e-06,1.1707945778256822e-10,1.7242948076574124e-06,4.288009077527192e-12
2.5718549931692575e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44226461107374654,0.08709632984365744,0.010453109291831676,3.877871545332055e-06,0.00027424885345126966,0.0455867171828851,0.02253485562570464,4.995387249903469e-05,1.0951515657915734e-10,0.0020796736377309143,5.662528882853796e-11,0.0005100115367478826,2.872436807797505e-09,6.6338085604414e-06,2.0901310377886284e-09,1.2483845091499747e-10,1.411164401128386e-05,1.5253600434619582e-05,0.006248565583274869,0.0018642505501462517,0.0004988747745297527,5.913380873098649e-08,5.408307822773181e-09,4.139518656713133e-09,5.836687780041442e-11,2.8176618193679306e-06,0.00048739796594799264,2.7568082797462108e-05,0.0009113095212682529,2.4139056275138348e-05,6.436654117038381e-09,6.972765192526931e-08,1.022655295089716e-09,5.532649486548236e-11,1.2290785443544192e-08,7.336950752174666e-06,1.1727607096704755e-10,1.7287174028900837e-06,4.29884925969976e-12
2.5781076641679516e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4422727311171528,0.0870460321390926,0.010433143807114874,3.888329893499255e-06,0.0002747799913643124,0.045693047518043116,0.02258565442367258,4.98957326459891e-05,1.1026761675111279e-10,0.0020784623187130114,5.6577653751930295e-11,0.0005102357175983097,2.871692799136181e-09,6.622173124735281e-06,2.0957636238604815e-09,1.250881056590064e-10,1.4087742593683721e-05,1.5291737560544066e-05,0.0062450722339902785,0.0018528160846964844,0.0004994189187348125,5.883413309522616e-08,5.394833845406697e-09,4.136461374925492e-09,5.895426457141917e-11,2.8439909965861393e-06,0.0004914255757075874,2.7629211511537047e-05,0.0009134537836270112,2.4199410013077912e-05,6.433023156970183e-09,6.98861178447692e-08,1.026021992140434e-09,5.5108240826362676e-11,1.2314746035077894e-08,7.32607563375e-06,1.1747197643269057e-10,1.7331347068708188e-06,4.3096763889527055e-12
2.5837350680667763e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44227999152000974,0.08700079570908553,0.01041520670125338,3.897690362671656e-06,0.0002752566946982416,0.0457886811209283,0.02263130143322946,4.984345500453925e-05,1.109472603448056e-10,0.0020773726771500622,5.653481643573983e-11,0.0005104371691348968,2.871023885789973e-09,6.611689156161619e-06,2.1008285353420035e-09,1.253121932095616e-10,1.4066250494558265e-05,1.5326021809920266e-05,0.00624192973280618,0.001842534816273115,0.0004999078069488873,5.8563975667164405e-08,5.3827354183443515e-09,4.13371182850801e-09,5.948901499053234e-11,2.8679475159732715e-06,0.0004950887804850784,2.768413608645321e-05,0.000915382314143227,2.425366639864106e-05,6.429756171239053e-09,7.00285120572676e-08,1.0290511290642506e-09,5.491064802816833e-11,1.2336250702635789e-08,7.316295120834739e-06,1.1764768512474486e-10,1.7371057543715404e-06,4.319409639721119e-12
2.589362471965601e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4422872058732763,0.08695558911106403,0.010397299703322087,3.907001314305394e-06,0.0002757321459388605,0.04588425442036448,0.022676879910050532,4.9791223338153986e-05,1.1162920457372255e-10,0.00207628355804762,5.6492012072912716e-11,0.0005106383269886318,2.870355645274815e-09,6.601194065866234e-06,2.105889214757862e-09,1.2553570935131305e-10,1.4044776683894917e-05,1.536026898389942e-05,0.006238788652587871,0.0018322632896261997,0.000500395899308389,5.829341132068078e-08,5.370663619700496e-09,4.130964218374109e-09,6.002962006738619e-11,2.8921536147070354e-06,0.0004987887490205876,2.7738973598431497e-05,0.0009173096060492548,2.4307864110847793e-05,6.426490022784054e-09,7.017069153629853e-08,1.032079386330156e-09,5.4711970995029696e-11,1.2357698587929842e-08,7.306521362763249e-06,1.1782281845306636e-10,1.7410725120974746e-06,4.3291323076746846e-12
2.594989875864426e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4422943732831058,0.08691041233129326,0.010379422767960661,3.91626254766526e-06,0.0002762063443336556,0.04597976745821154,0.022722389456829195,4.973903792062039e-05,1.1231344849540113e-10,0.0020751949668019894,5.644924114322441e-11,0.0005108391922806274,2.8696880918679523e-09,6.5906881587010204e-06,2.110945615037647e-09,1.257586527596008e-10,1.4023321277540905e-05,1.5394479109080207e-05,0.006235648981137381,0.0018220019940479372,0.0005008831971649467,5.802245831231021e-08,5.358618408536343e-09,4.128218578071145e-09,6.057615143568318e-11,2.9166122301029127e-06,0.0005025258960172308,2.7793723466105847e-05,0.0009192356576719345,2.4362003191797366e-05,6.4232247164598324e-09,7.031265485587587e-08,1.0351067289402396e-09,5.4512227931618654e-11,1.2379089626612721e-08,7.296754392602997e-06,1.1799737540043412e-10,1.7450349781881168e-06,4.338844388010808e-12
2.600054539373368e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423007830717747,0.08686977871257054,0.010363359192240303,3.924554985986354e-06,0.00027663205111447953,0.046065677703718076,0.022763288782956376,4.969211081161845e-05,1.1293123345377683e-10,0.0020742156904404573,5.641077628405089e-11,0.0005110197218275924,2.869087892986674e-09,6.581223843560768e-06,2.1154926774918106e-09,1.2595881103416865e-10,1.4004027242572474e-05,1.5425236567226138e-05,0.006232824471183975,0.0018127759821776241,0.0005013210870371711,5.777828349689451e-08,5.34780041693131e-09,4.125749213773682e-09,6.10731564381288e-11,2.93884333500239e-06,0.0005059214613106169,2.7842922927384804e-05,0.0009209680422955748,2.4410678270061808e-05,6.420286664698006e-09,7.044023583953271e-08,1.0378305261980988e-09,5.4331562926919955e-11,1.2398292905552776e-08,7.28796995027649e-06,1.1815398299803072e-10,1.7485975267671997e-06,4.347576203896118e-12
2.6051192028823104e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423071534475442,0.08682916922499173,0.010347319897661678,3.932806852768892e-06,0.00027705674201659744,0.046151539203152306,0.02280413165768036,4.964522157932006e-05,1.1355087963151668e-10,0.0020732368498984064,5.6372339232269034e-11,0.0005112000161190439,2.8684882723820728e-09,6.571751229804617e-06,2.1200362007664747e-09,1.2615850332589166e-10,1.3984748291510722e-05,1.5455964057387597e-05,0.006230001083387584,0.0018035590164825692,0.0005017583353988228,5.7533822261569624e-08,5.33700389813695e-09,4.123281496785664e-09,6.15750735955378e-11,2.9612835582923854e-06,0.0005093477866787721,2.789205049300523e-05,0.0009226994196827148,2.445930592273467e-05,6.417349302249374e-09,7.056763951458138e-08,1.0405535283360715e-09,5.4150062903993204e-11,1.2417450042905742e-08,7.279191056563725e-06,1.1831012213814548e-10,1.7521565962125166e-06,4.3562994363189145e-12
2.6101838663912527e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44231348374666735,0.0867885838580722,0.010331304851409472,3.941018010341658e-06,0.00027748041657089885,0.04623735198833451,0.02284491778523212,4.959837041756147e-05,1.1417238626522935e-10,0.002072258449064109,5.633393032670542e-11,0.000511380075966761,2.8678892402276265e-09,6.56227053397023e-06,2.1245761499549556e-09,1.2635772864101795e-10,1.3965484507064327e-05,1.5486661599506215e-05,0.006227178808695985,0.0017943514592036022,0.0005021949431948622,5.7289088194425434e-08,5.326228822276565e-09,4.120815451669503e-09,6.208195664083997e-11,2.983935096604507e-06,0.0005128051812088945,2.7941105730970087e-05,0.0009244297885837813,2.450788618139274e-05,6.4144126323937274e-09,7.069486481824895e-08,1.043275709453997e-09,5.396774156534026e-11,1.243656099473223e-08,7.270417735118796e-06,1.1846579205786576e-10,1.7557121851245713e-06,4.365014081658166e-12
2.615248529900195e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44231977330168487,0.08674802260117596,0.01031531402074785,3.949188323821397e-06,0.00027790307433366864,0.04632311609149728,0.022885646867966437,4.955155751843137e-05,1.1479575256724363e-10,0.002071280491812034,5.629554990286987e-11,0.0005115599021807923,2.8672908066258732e-09,6.55278197082385e-06,2.1291124899683815e-09,1.2655648597703346e-10,1.394623597140037e-05,1.551732921370935e-05,0.00622435763800785,0.001785153674272722,0.0005026309113577025,5.704409496964373e-08,5.315475159460003e-09,4.118351103021794e-09,6.25938597779076e-11,3.006800163756014e-06,0.0005162939560656992,2.7990088206752034e-05,0.0009261591477399071,2.455641907787438e-05,6.411476658329921e-09,7.082191068078465e-08,1.0459970435700685e-09,5.378461273569883e-11,1.2455625718088316e-08,7.261650009455139e-06,1.1862099198770676e-10,1.7592642920900245e-06,4.373720136279758e-12
2.6203131934091373e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423260214414873,0.0867074854435144,0.010299347373020386,3.957317661137163e-06,0.0002783247148867273,0.046408831545285675,0.022926318606393613,4.950478307230176e-05,1.1542097772552807e-10,0.0020703029820031173,5.6257198293015535e-11,0.000511739495569456,2.8666929816099377e-09,6.54328575337355e-06,2.1336451855383274e-09,1.267547743227298e-10,1.3927002766148392e-05,1.5547966920301315e-05,0.006221537562173523,0.0017759660272813414,0.0005030662408073047,5.6798856346845663e-08,5.304742879787596e-09,4.115888475471454e-09,6.311083768181963e-11,3.0298809906179434e-06,0.0005198144244598587,2.8038997483229663e-05,0.0009278874958830031,2.4604904644285226e-05,6.408541383179427e-09,7.094877602547832e-08,1.0487175045918859e-09,5.3600690369721305e-11,1.2474644171012393e-08,7.252887902946518e-06,1.1877572115190408e-10,1.762812915681647e-06,4.382417596523502e-12
2.6253778569180796e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44233222749138446,0.08666697237414511,0.01028340487564995,3.9654058930547745e-06,0.00027874533783757075,0.04649449838275733,0.022966932699214297,4.945804726785992e-05,1.1604806090360947e-10,0.0020693259234850236,5.621887582620086e-11,0.0005119188569393436,2.8660957751442443e-09,6.533782092882612e-06,2.138174201219805e-09,1.2695259265826607e-10,1.3907784972404556e-05,1.557857473972334e-05,0.006218718571995768,0.001766788885445017,0.0005035009324512873,5.655338617106231e-08,5.2940319533663045e-09,4.113427593673588e-09,6.363294550489157e-11,3.05317982496875e-06,0.0005233669016129471,2.8087833121230204e-05,0.0009296148317358428,2.4653342913035077e-05,6.405606809995794e-09,7.107545976835579e-08,1.051437066239079e-09,5.3415988583814866e-11,1.2493616312417928e-08,7.244131438827999e-06,1.189299787691321e-10,1.766358054458253e-06,4.391106458634764e-12
2.6299360540761277e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.442337776388961,0.08663053119803385,0.010269077249710634,3.972650052158218e-06,0.0002791230281398316,0.04657155699718573,0.023003435845305363,4.941601823712177e-05,1.1661402365970528e-10,0.0020684469598419926,5.6184410792805855e-11,0.0005120800844614454,2.865558826367323e-09,6.5252226078545175e-06,2.1422471395932304e-09,1.2713022645176481e-10,1.3890502201473892e-05,1.56060962407346e-05,0.0062161824014329604,0.0017585387444844294,0.0005038916103473738,5.6332276544457194e-08,5.2844103518937776e-09,4.111214313079426e-09,6.410727457911641e-11,3.074337043511393e-06,0.0005265917606629973,2.813172186958121e-05,0.000931168567432315,2.4696896942382507e-05,6.402966296770966e-09,7.118931896636616e-08,1.0538838810303161e-09,5.324910231714315e-11,1.2510651610257548e-08,7.236255464457648e-06,1.1906840680111455e-10,1.7695456986379553e-06,4.398919080054173e-12
2.634038431518371e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44234274036721305,0.08659775080742306,0.010256199069651254,3.97914116572541e-06,0.00027946224421077586,0.04664087612451365,0.023036248360869063,4.937821911208731e-05,1.1712467578328167e-10,0.002067656210063835,5.615341286616632e-11,0.0005122250295881422,2.8650760136274244e-09,6.517514187067238e-06,2.145910189400434e-09,1.2728977002388418e-10,1.3874958484927655e-05,1.5630844920122634e-05,0.006213900587801167,0.0017511213714433698,0.0005042427798945318,5.61331356007143e-08,5.275765660018476e-09,4.109223601556869e-09,6.453779574479813e-11,3.093532462965395e-06,0.0005295167133299428,2.8171170171454058e-05,0.0009325662268268177,2.4736062855214098e-05,6.400590324826453e-09,7.129166506057882e-08,1.0560853573759391e-09,5.3098383366389926e-11,1.2525951254031353e-08,7.2291710249992415e-06,1.1919266443686752e-10,1.772412163098851e-06,4.405944479861518e-12
2.638140808960614e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.442347675519281,0.08656498620117418,0.010243336676977443,3.985605089684424e-06,0.00027980079201992656,0.04671016341480715,0.023069022513682466,4.9340445669984056e-05,1.17636545385815e-10,0.002066865763176567,5.612243463517281e-11,0.0005123698239158011,2.864593624218532e-09,6.5098012528787245e-06,2.1495707612469253e-09,1.2744900338111903e-10,1.3859425022334244e-05,1.565557402748442e-05,0.006211619469964055,0.0017437115488960224,0.000504593532551311,5.593386762254759e-08,5.267134924825301e-09,4.107234079361715e-09,6.497178222896493e-11,3.1128749681594757e-06,0.0005324632338276761,2.8210569370577567e-05,0.0009339632197572748,2.4775197794506237e-05,6.398214818626879e-09,7.13938900570365e-08,1.0582861966814055e-09,5.294717852476724e-11,1.2541220443139405e-08,7.222090328375668e-06,1.1931661128214515e-10,1.7752763385642996e-06,4.4129642317271774e-12
2.6422431864028574e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423525814800523,0.08653223737317112,0.010230490054528196,3.992041760910575e-06,0.000280138671408621,0.046779418886427365,0.023101758140311356,4.930269800798238e-05,1.181496319754683e-10,0.002066075621200537,5.6091476268818315e-11,0.0005125144678697584,2.8641116633107733e-09,6.5020839142686025e-06,2.1532288359704027e-09,1.276079259652572e-10,1.3843901855783869e-05,1.5680283574024308e-05,0.0062093390429463205,0.001736309474951238,0.0005049438687768619,5.573448012488571e-08,5.258518130412026e-09,4.105245759653277e-09,6.540926422777522e-11,3.1323657852558198e-06,0.0005354314933772549,2.8249919229205978e-05,0.0009353595455278092,2.4814301777975882e-05,6.39583977965617e-09,7.1495993367185e-08,1.0604863848230136e-09,5.2795495528285256e-11,1.2556459157708802e-08,7.215013386672705e-06,1.1944024691085782e-10,1.778138224241549e-06,4.419978333622067e-12
2.6459353261008765e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44235697158330106,0.08650277691325814,0.010218941563709623,3.997811412776249e-06,0.00028044219123693904,0.0468417216212386,0.023131187128744832,4.9268747233940295e-05,1.1861245001504137e-10,0.0020653647557867896,5.606363086201938e-11,0.0005126445192097452,2.8636782691137365e-09,6.495134633225774e-06,2.156518952287644e-09,1.277506901157614e-10,1.3829939843613797e-05,1.5702505450721445e-05,0.006207287245153754,0.001729654397695171,0.0005052588157065361,5.5554935426544516e-08,5.250774921664387e-09,4.1034573109261946e-09,6.580601180810886e-11,3.1500353462942076e-06,0.0005381216560119476,2.8285291718660453e-05,0.0009366156677214183,2.4849468910608163e-05,6.3937026452675926e-09,7.158778181585419e-08,1.0624659856863706e-09,5.2658578451152535e-11,1.257014792900372e-08,7.208647359539406e-06,1.195512525326925e-10,1.78071196292212e-06,4.426286192906082e-12
2.6496274657988956e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423613374766255,0.08647332922415883,0.010207405820437354,4.003558895596912e-06,0.0002807451694256417,0.04690399861157649,0.023160584657894848,4.923481748984884e-05,1.1907625303355067e-10,0.002064654140448809,5.6035801802865426e-11,0.0005127744493999724,2.8632452299000076e-09,6.488181950713702e-06,2.159807016291025e-09,1.2789320167312008e-10,1.3815986235523169e-05,1.5724711500544842e-05,0.00620523599922663,0.0017230059030683541,0.0005055734260222771,5.537530555859232e-08,5.243042980476334e-09,4.1016698564880274e-09,6.620563766427722e-11,3.167826942266363e-06,0.0005408296925297337,2.832062387455372e-05,0.0009378712484363179,2.4884610996549837e-05,6.3915658915574506e-09,7.167947078674397e-08,1.064445037252125e-09,5.25212861049882e-11,1.2583811986276548e-08,7.2022843923635844e-06,1.1966200540876042e-10,1.7832838456409118e-06,4.432589472541483e-12
2.6533196054969148e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423656788910278,0.08644389430127097,0.010195882812271358,4.009284166003502e-06,0.0002810476058826602,0.04696624987119548,0.023189950607188328,4.9200908845174334e-05,1.195410406502269e-10,0.0020639437766485956,5.60079892119609e-11,0.0005129042587489592,2.862812549383415e-09,6.4812259446791036e-06,2.163093013869343e-09,1.2803546022309725e-10,1.380204106173635e-05,1.5746901731809256e-05,0.006203185301499808,0.0017163641367558993,0.0005058877000483258,5.519559606944638e-08,5.235322295253412e-09,4.099883405953418e-09,6.660816421476916e-11,3.185741481190372e-06,0.0005435557293612894,2.835591552180536e-05,0.0009391262871575794,2.4919728048950232e-05,6.3894295195497965e-09,7.17710598452659e-08,1.0664235291358013e-09,5.238362424353718e-11,1.259745131594857e-08,7.1959244938360925e-06,1.1977250522413147e-10,1.7858538718075953e-06,4.438888171018378e-12
2.657011745194934e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44236999555665685,0.08641447213994642,0.01018437252679374,4.014987181473356e-06,0.00028134950052343294,0.04702847541396645,0.02321928485562101,4.916702136896167e-05,1.200068124772529e-10,0.0020632336658448084,5.598019320911451e-11,0.0005130339475647323,2.8623802312609295e-09,6.474266692600634e-06,2.1663769308683422e-09,1.281774653492002e-10,1.3788104352334105e-05,1.5769076152870862e-05,0.006201135148296576,0.0017097292448217353,0.0005062016381056617,5.501581252916167e-08,5.2276128544028206e-09,4.098097968942418e-09,6.701361400556292e-11,3.2037798754490915e-06,0.0005462998934256631,2.8391166484831522e-05,0.0009403807833679236,2.4954820081036183e-05,6.387293530252307e-09,7.186254855509914e-08,1.0684014509129197e-09,5.2245598660676224e-11,1.2611065904716259e-08,7.189567672610371e-06,1.19882751662696e-10,1.7884220408279533e-06,4.445182286808279e-12
2.660703884892953e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44237428720282757,0.08638506273549083,0.010172874951608736,4.020667900334881e-06,0.0002816508532709313,0.04709067525387687,0.02324858728176762,4.913315512983959e-05,1.20473568119749e-10,0.0020625238094927954,5.595241391334976e-11,0.0005131635161548264,2.8619482792127356e-09,6.467304271491482e-06,2.169658753091604e-09,1.2831921663270506e-10,1.3774176137254254e-05,1.5791234772129612e-05,0.006199085535928891,0.0017031013736984175,0.0005065152405120391,5.4835960529013444e-08,5.2199146463323e-09,4.096313555080639e-09,6.742200970830269e-11,3.2219430417325804e-06,0.0005490623121201135,2.8426376587570107e-05,0.0009416347365477565,2.4989887106109044e-05,6.385157924656006e-09,7.195393647826225e-08,1.0703787921310776e-09,5.2107215186529024e-11,1.262465573956428e-08,7.183213937302626e-06,1.1999274440716696e-10,1.7909883521039049e-06,4.451471818370864e-12
2.664396024590972e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423785535580416,0.0863556660831635,0.010161390074342667,4.026326281772191e-06,0.0002819516640556847,0.047152849405030645,0.023277857763792518,4.909931019602599e-05,1.209413071757592e-10,0.0020618142090446235,5.592465144291519e-11,0.0005132929648262809,2.861516696902517e-09,6.460338757901936e-06,2.1729384663014705e-09,1.2846071365268278e-10,1.3760256446292347e-05,1.5813377598038953e-05,0.006197036460697618,0.0016964806701766342,0.0005068285075820268,5.465604568091817e-08,5.212227659446351e-09,4.094530174000138e-09,6.783337411707407e-11,3.240231900973991e-06,0.0005518431133096423,2.8461545653419137e-05,0.0009428881461752038,2.5024929137534387e-05,6.383022703733641e-09,7.204522317525752e-08,1.0723555423324192e-09,5.196847967895814e-11,1.2638220807796106e-08,7.176863296491997e-06,1.2010248313900436e-10,1.7935528050335282e-06,4.4577567641714036e-12
2.6680881642889913e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44238279435000943,0.08632628217817682,0.010149917882643893,4.031962285829698e-06,0.0002822519328158068,0.04721499788164808,0.023307096179460467,4.906548663533289e-05,1.2141002923623697e-10,0.0020611048659491126,5.5896905915294656e-11,0.0005134222938856397,2.8610854879778007e-09,6.453370227921937e-06,2.1762160562199897e-09,1.2860195598602674e-10,1.374634530910229e-05,1.583550463909282e-05,0.006194987918892789,0.0016898672813943113,0.0005071414396270202,5.447607361747358e-08,5.204551882151689e-09,4.092747835337144e-09,6.824773015069558e-11,3.25864737830222e-06,0.0005546424253161031,2.849667350532263e-05,0.0009441410117261437,2.5059946188754458e-05,6.380887868442926e-09,7.213640820495728e-08,1.0743316910188198e-09,5.18293980357458e-11,1.2651761096993713e-08,7.170515758720741e-06,1.202119675386682e-10,1.79611539901109e-06,4.464037122655857e-12
2.6717803039870104e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44238700930567154,0.08629691101569628,0.010138458364182796,4.03757587341665e-06,0.00028255165949701936,0.047277120698065896,0.023336302406147872,4.9031684515171533e-05,1.2187973388503188e-10,0.0020603957816518613,5.5869177447217143e-11,0.0005135515036389489,2.8606546560699703e-09,6.446398757183616e-06,2.1794915085299042e-09,1.287429432074818e-10,1.373244275519696e-05,1.5857615903825493e-05,0.0061929399067938715,0.0016832613548253862,0.0005074540369552738,5.429604999155686e-08,5.196887302857021e-09,4.09096654873191e-09,6.866510085122213e-11,3.277190402979024e-06,0.0005574603769069903,2.853175996582374e-05,0.0009453933326742453,2.5094938273287696e-05,6.378753419726722e-09,7.222749112465424e-08,1.0763072276603048e-09,5.1689976192254375e-11,1.266527659502436e-08,7.164171332494389e-06,1.2032119728565252e-10,1.7986761334270765e-06,4.4703128922538944e-12
2.6754724436850296e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44239119815122213,0.08626755259083986,0.010127011506651731,4.043167006311633e-06,0.0002828508440526774,0.04733921786873711,0.023365476320854412,4.899790390255727e-05,1.2235042069887625e-10,0.0020596869575952715,5.5841466154666603e-11,0.0005136805943917543,2.860224204794511e-09,6.4394244208638235e-06,2.182764808875672e-09,1.2888367488967394e-10,1.3718548813948827e-05,1.587971140082667e-05,0.006190892420670027,0.0016766630382683057,0.000507766299871948,5.4115980475556146e-08,5.1892339099670486e-09,4.089186323830266e-09,6.90855093792138e-11,3.295861908323672e-06,0.000560297097283959,2.856680485697288e-05,0.000946645108491009,2.5129905404713106e-05,6.376619358510258e-09,7.231847149027156e-08,1.0782821417311097e-09,5.155022010803121e-11,1.2678767290088245e-08,7.157830026281932e-06,1.2043017205833685e-10,1.8012350076682269e-06,4.476584071406514e-12
2.6791645833830487e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44239536061213225,0.08623820689867806,0.010115577297764996,4.048735647167016e-06,0.0002831494864437927,0.04740128940823101,0.02339461780021487,4.896414486411431e-05,1.2282208924737217e-10,0.0020589783952185718,5.581377215289162e-11,0.0005138095664491011,2.8597941377514037e-09,6.432447293686632e-06,2.186035942864512e-09,1.290241506031417e-10,1.3704663514590518e-05,1.590179113872625e-05,0.006188845456780395,0.0016700724798341497,0.0005080782286791249,5.393587076146241e-08,5.1815916918889575e-09,4.087407170280874e-09,6.950897901663927e-11,3.314662831661676e-06,0.0005631527160709402,2.8601808000413416e-05,0.0009478963386458063,2.5164847596684904e-05,6.37448568570499e-09,7.240934885622171e-08,1.0802564226658862e-09,5.1410135781863575e-11,1.2692233170668914e-08,7.151491848515968e-06,1.2053889153428647e-10,1.803792021117573e-06,4.482850658535651e-12
2.682856723081068e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.442399496413173,0.08620887393423331,0.01010415572525879,4.05428175951335e-06,0.0002834475866390581,0.047463335331233064,0.0234237267205113,4.893040746608048e-05,1.2329473909297867e-10,0.002058270095957843,5.5786095556414765e-11,0.0005139384201155303,2.859364458525093e-09,6.425467449925847e-06,2.1893048960674864e-09,1.2916436991636842e-10,1.3690786886215392e-05,1.592385512619016e-05,0.006186799011374377,0.0016634898279343916,0.0005083898236758363,5.375572656052339e-08,5.173960637033708e-09,4.085629097734611e-09,6.993553316606477e-11,3.3335941142577197e-06,0.0005660273633019033,2.863676921747377e-05,0.0009491470226059231,2.5199764862936103e-05,6.372352402209526e-09,7.250012277541865e-08,1.082230059861503e-09,5.126972925210404e-11,1.2705674225529371e-08,7.14515680759288e-06,1.206473553903401e-10,1.8063471731544807e-06,4.489112652040836e-12
