Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),H2X(49),CH3OO(77),CH2X(27),CHX(28),CX(26),OCX(25),C2H6X(52)
1.0341157723658436e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32991108260469931,0.11290960167384591,0.021874145081069767,0.0,1.1316728297037895e-08,1.1439584583039686e-06,1.6301594537717864e-06,9.0629441702765574e-11,1.5198767792011985e-23,4.8558346692096089e-06,5.2812743755449258e-23,1.1293050424861866e-08,4.7949264571122002e-18,1.936913323245111e-11,2.1465320320052396e-17,9.5894714257583427e-20,7.9559689254100891e-11,7.0611493219778349e-18,0.0057537488266986578,0.0018931959297457501,3.4918331319132148e-08,6.0776957781710565e-09,9.384804795956169e-06,6.6569590274531525e-13,1.6441579613138561e-08,8.2032122555823121e-10,1.0093878695525782e-11,4.1064935258470641e-08,5.2520420913589883e-08,1.0849554873394395e-13,2.2933344968001067e-13
1.037050656492649e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32990584605385753,0.11290956725835864,0.021871540390333746,0.0,1.1476022093802247e-08,1.1568054497656086e-06,1.6394487245800516e-06,9.1785829154369393e-11,1.5394582798503116e-23,4.8810518420077742e-06,5.40479774997293e-23,1.1337481923972755e-08,4.8698703267003365e-18,1.9615902291350423e-11,2.1678044892741349e-17,9.6725936058345306e-20,8.0322231902126487e-11,7.1882190955514335e-18,0.0057537484547555209,0.0018983958128109977,3.5018215726864723e-08,6.1181764377939646e-09,9.4213416400995587e-06,6.7456086704797138e-13,1.6629712787077416e-08,8.2449266564953468e-10,1.0162054447862965e-11,4.1231517992272935e-08,5.2528135024646891e-08,1.0896723770081239e-13,2.3228353124342422e-13
1.0399855406194544e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32990061209969435,0.11290953451058255,0.021868936092395753,0.0,1.1637004773528574e-08,1.1697476244364955e-06,1.6487648431779949e-06,9.2953926072934884e-11,1.5592402216290479e-23,4.9063296272559115e-06,5.5309001131797977e-23,1.1381974077984966e-08,4.9458097587966871e-18,1.9865021584295498e-11,2.189229031843143e-17,9.7561932753837188e-20,8.1089425428371803e-11,7.3172726478200836e-18,0.0057537463275986606,0.0019035948816081701,3.511812716444988e-08,6.1587667930611227e-09,9.45784974208112e-06,6.8351495543043387e-13,1.6819274280820795e-08,8.2867338892735747e-10,1.0230443178263469e-11,4.1398050577106834e-08,5.2535879250215716e-08,1.0943989784282474e-13,2.3526372029955574e-13
1.0429204247462598e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32989538070680285,0.11290950339484877,0.02186633218714731,0.0,1.1799687375166175e-08,1.1827852081789652e-06,1.6581078183847904e-06,9.41338196218314e-11,1.5792241363120287e-23,4.9316679878157137e-06,5.6596289050837846e-23,1.1426526430403874e-08,5.0227556733624808e-18,2.0116505135642372e-11,2.2108062665525581e-17,9.8402718821486621e-20,8.1861277755370475e-11,7.4483363013464266e-18,0.0057537424809279616,0.0019087931363348353,3.521806557339388e-08,6.1994663459534361e-09,9.4943286111361517e-06,6.9255870982182585e-13,1.7010267714807247e-08,8.3286338564710178e-10,1.0299043651692192e-11,4.1564530695520985e-08,5.2543653101079773e-08,1.0991352917681009e-13,2.3827424254633213e-13
1.0458553088730652e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32989015184049381,0.1129094738762105,0.021863728674480564,0.0,1.1964080946543741e-08,1.1959184240757588e-06,1.6674776589756434e-06,9.5325597370930049e-11,1.5994115629653835e-23,4.9570668865378726e-06,5.7910323213268759e-23,1.1471138523341121e-08,5.1007190847234626e-18,2.0370366990835296e-11,2.2325367993334036e-17,9.9248308751489631e-20,8.2637796717655184e-11,7.5814366670831235e-18,0.0057537369497211964,0.0019139905771874217,3.5318030895481348e-08,6.2402745986032565e-09,9.5307777620308031e-06,7.0169267228083401e-13,1.7202696667125198e-08,8.3706264606631356e-10,1.0367854628831847e-11,4.173095605046221e-08,5.2551456095017878e-08,1.1038813171826652e-13,2.4131532473897459e-13
1.0487901929998705e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32988492546678105,0.11290944592042854,0.021861125554288183,0.0,1.2130196544013749e-08,1.2091474924283889e-06,1.6768743736819362e-06,9.65293472972623e-11,1.6198040479485894e-23,4.9825262862623083e-06,5.9251593234503597e-23,1.1515809897558778e-08,5.1797111021533922e-18,2.0626621216195345e-11,2.2544212351901807e-17,1.0009871704683904e-19,8.3418990061942095e-11,7.7166006468618141e-18,0.0057537297682486435,0.0019191872043612412,3.5418023072772072e-08,6.2811910533485676e-09,9.5671967150647206e-06,7.1091738497934608e-13,1.7396564673457503e-08,8.4127116044472541e-10,1.0436874865825864e-11,4.1897324367290299e-08,5.2559287754756725e-08,1.1086370548254908e-13,2.4438719469168846e-13
1.0517250771266759e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3298797015523674,0.11290941949395693,0.021858522826463448,0.0,1.2298045232099905e-08,1.2224726307558886e-06,1.6862979711913316e-06,9.7745157785676839e-11,1.6404031449161255e-23,5.008046149818425e-06,6.0620596491825395e-23,1.1560540092513306e-08,5.2597429304594942e-18,2.0885281898711109e-11,2.2764601781837961e-17,1.0095395822335271e-19,8.4204865447322591e-11,7.8538554358975608e-18,0.0057537209700873997,0.0019243830180505123,3.5518042047597886e-08,6.3222152127850072e-09,9.6035849960773629e-06,7.2023339018640898e-13,1.7591875227032196e-08,8.4548891904429598e-10,1.050610311506398e-11,4.2063633391378883e-08,5.2567147610376436e-08,1.1134025048338443e-13,2.4749008127934642e-13
1.0546599612534813e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32987448006462999,0.1129093945639288,0.021855920490900172,0.0,1.2467638083147757e-08,1.2358940537939488e-06,1.6957484601479304e-06,9.8973117629493679e-11,1.6612104148189496e-23,5.0336264400253362e-06,6.2017838228394002e-23,1.1605328646399361e-08,5.3408258705698338e-18,2.1146363145831567e-11,2.2986542314146865e-17,1.0181404680970213e-19,8.4995430445462909e-11,7.9932285253087601e-18,0.0057537105881353958,0.001929578018448381,3.5618087762559562e-08,6.3633465798195816e-09,9.6399421364478231e-06,7.2964123025224319e-13,1.7788631778579215e-08,8.4971591212924987e-10,1.0575538124632697e-11,4.2229880891354816e-08,5.257503519602147e-08,1.1181776673480717e-13,2.5062421443916683e-13
1.0575948453802867e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32986926097160713,0.11290937109814278,0.021853318547492704,0.0,1.2638986176978456e-08,1.2494119734944315e-06,1.7052258491523597e-06,1.0021331603115693e-10,1.6822274259057937e-23,5.0592671196920986e-06,6.3443831658384329e-23,1.165017509619343e-08,5.4229713201226087e-18,2.140987908526101e-11,2.3210039970061257e-17,1.0267899734744097e-19,8.5790692540810834e-11,8.1347477046525217e-18,0.005753698654625143,0.0019347722057469453,3.5718160160523484e-08,6.4045846577209908e-09,9.6762676731012729e-06,7.3914144759265869e-13,1.7986837736293238e-08,8.5395212996611807e-10,1.0645178639505384e-11,4.239606465497295e-08,5.2582950054046776e-08,1.1229625424862902e-13,2.5378982517238534e-13
1.060529729507092e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32986404424198468,0.11290934906504949,0.021850716996135937,0.0,1.281210060054578e-08,1.2630265990252618e-06,1.7147301467619601e-06,1.0146584260288496e-10,1.7034557537242831e-23,5.0849681516179484e-06,6.4899098073265496e-23,1.16950789776973e-08,5.5061907740573659e-18,2.167584386475622e-11,2.3435100760877217e-17,1.0354882439103382e-19,8.6590659130809742e-11,8.278441064475499e-18,0.0057536852011371873,0.0019399655801372749,3.5818259184618702e-08,6.4459289501732587e-09,9.7125611485048173e-06,7.4873458467341631e-13,1.8186496465802308e-08,8.5819756282377725e-10,1.0715023400417853e-11,4.2562182494775297e-08,5.2590891729278658e-08,1.1277571303785255e-13,2.5698714554592217e-13
1.0634646136338974e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32985882984508269,0.11290932843373833,0.021848115836725288,0.0,1.2986992447596346e-08,1.276738136770687e-06,1.7242613614908317e-06,1.0273078736731874e-10,1.7248969811218761e-23,5.1107294985925191e-06,6.6384166949232236e-23,1.1740039825581311e-08,5.5904958252081411e-18,2.1944271651925692e-11,2.3661730687791148e-17,1.0442354250788499e-19,8.7395337526120002e-11,8.4243369988803178e-18,0.0057536702586132998,0.0019451581418094325,3.5918384778233677e-08,6.4873789613237217e-09,9.7488221106758786e-06,7.5842118399516011e-13,1.8387611290142557e-08,8.6245220097348584e-10,1.0785071145874827e-11,4.2728232240495403e-08,5.2598859776666458e-08,1.1325614311203078e-13,2.6021640869404287e-13
1.0661060093480223e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32985413885749049,0.11290931103903896,0.021845775128283611,0.0,1.3145923981209692e-08,1.2891615490189217e-06,1.7328624758860201e-06,1.0387992994502971e-10,1.7443774290263643e-23,5.1339662494743725e-06,6.774665433515634e-23,1.1780552909459252e-08,5.667308217697733e-18,2.2187974257308527e-11,2.3867044185100114e-17,1.0521498273109674e-19,8.8123582647948075e-11,8.5575502554929215e-18,0.0057536555622849277,0.0019498307525966287,3.6008520482843688e-08,6.5247739514402592e-09,9.7814288087168079e-06,7.6721948199352727e-13,1.8569862305280878e-08,8.6628923779407261e-10,1.0848286622354494e-11,4.2877617019645131e-08,5.2606053199436867e-08,1.1368936063759218e-13,2.6315025014650557e-13
1.0687474050621471e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32984944971355568,0.11290929473359225,0.021843434737158444,0.0,1.3306312315230645e-08,1.3016637716121754e-06,1.741485406155601e-06,1.0503927071614097e-10,1.7640327777905781e-23,5.1572517982582963e-06,6.9134115049803052e-23,1.1821111417575678e-08,5.7450180042101548e-18,2.2433693746335369e-11,2.4073637895620826e-17,1.0601040717167554e-19,8.885565539129533e-11,8.6925919769522457e-18,0.0057536397060764227,0.001954502705372437,3.6098677622206194e-08,6.5622538117628848e-09,9.8140084877374984e-06,7.7609431934956231e-13,1.8753297776833068e-08,8.7013371593408459e-10,1.0911664567031176e-11,4.3026943355496019e-08,5.2613267306161745e-08,1.1412336491996714e-13,2.661103264128987e-13
1.071388800776272e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32984476239217914,0.11290927949614066,0.0218410946632746,0.0,1.3468165549782219e-08,1.3142449492244918e-06,1.7501301584172227e-06,1.0620887616244065e-10,1.7838641964794445e-23,5.1805861177988871e-06,7.0546952521622616e-23,1.1861715008525627e-08,5.8236338416862027e-18,2.2681440487652563e-11,2.42815161726048e-17,1.0680982647625884e-19,8.9591560906255014e-11,8.8294835035626224e-18,0.0057536227112680079,0.0019591740002734026,3.6188856155578017e-08,6.5998181819813265e-09,9.8465608297612531e-06,7.8504609155893208e-13,1.8937920038738044e-08,8.7398562830637145e-10,1.0975204053842045e-11,4.3176209712689074e-08,5.2620501782093428e-08,1.1455815596558345e-13,2.6909680967224956e-13
1.0740301964903969e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32984007687264688,0.1129092653058146,0.021838754906557178,0.0,1.3631491788617069e-08,1.3269052247063857e-06,1.7587967387604344e-06,1.07388813036599e-10,1.8038728589486283e-23,5.2039691809449907e-06,7.198557582386378e-23,1.1902363340268561e-08,5.903164452785436e-18,2.2931224862443762e-11,2.4490683362282084e-17,1.0761325130004625e-19,9.0331304286575498e-11,8.9682463812830384e-18,0.0057536045987521389,0.0019638446374354601,3.6279056042378264e-08,6.6374667022147463e-09,9.8790855204461187e-06,7.9407519410324705e-13,1.9123731396961604e-08,8.778449678254389e-10,1.1038904154809868e-11,4.3325414571344719e-08,5.2627756314913074e-08,1.1499373378113779e-13,2.7210987280797932e-13
1.0766715922045217e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32983539313462257,0.11290925214212513,0.021836415466931623,0.0,1.3796299138926429e-08,1.3396447390860277e-06,1.7674851532468636e-06,1.0857914836254561e-10,1.8240599438446024e-23,5.2274009605398389e-06,7.3450399741331485e-23,1.1943056070153359e-08,5.9836186262418071e-18,2.3183057264317643e-11,2.4701143803770433e-17,1.0842069230681704e-19,9.1074890569810545e-11,9.1089023632868002e-18,0.0057535853890405631,0.0019685146169939449,3.636927724218663e-08,6.6751990130393873e-09,9.9115822490859615e-06,8.0318202244173017e-13,1.9310734129497872e-08,8.8171172740747162e-10,1.1102763940814683e-11,4.3474556424258337e-08,5.2635030597417464e-08,1.154300983718563e-13,2.7514968940886645e-13
1.0793129879186466e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32983071115814039,0.11290923998495708,0.021834076344323664,0.0,1.3962595711150968e-08,1.3524636315706265e-06,1.7761954079103088e-06,1.0977994943584515e-10,1.8444266346046253e-23,5.2508814294211688e-06,7.4941844837810386e-23,1.1983792854943204e-08,6.0650052172203656e-18,2.3436948099196773e-11,2.4912901828985619e-17,1.0923216016894726e-19,9.1822324737473143e-11,9.2514734115299508e-18,0.0057535651022712483,0.0019731839390836024,3.645951971474168e-08,6.7130147555176554e-09,9.9440507086059866e-06,8.1236697200283643e-13,1.9498930486373765e-08,8.8558589997035237e-10,1.1166782481071942e-11,4.362363377933006e-08,5.2642324325051236e-08,1.1586724974297634e-13,2.7821643377000943e-13
1.0819543836327714e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32982603092359847,0.11290922881456233,0.021831737538659326,0.0,1.4130389618793426e-08,1.365362039547983e-06,1.7849275087567827e-06,1.1099128382407215e-10,1.8649741194566365e-23,5.274410560421343e-06,7.6460337524106043e-23,1.2024573350840363e-08,6.1473331476749145e-18,2.3692907785207732e-11,2.5125961762552704e-17,1.1004766556742745e-19,9.2573611715192927e-11,9.3959816983277579e-18,0.0057535437582152014,0.0019778526038386024,3.6549783419938798e-08,6.750913571225764e-09,9.9764905955609687e-06,8.2163043817607803e-13,1.9688322689656394e-08,8.8946747843368385e-10,1.123095884351494e-11,4.3772645158840085e-08,5.2649637196648418e-08,1.1630518789928795e-13,2.8131028089378576e-13
1.0845957793468963e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32982135241175242,0.11290921861155297,0.021829399049864945,0.0,1.4299688978233128e-08,1.378340098588237e-06,1.7936814617646245e-06,1.1221321936718489e-10,1.8857035914190623e-23,5.2979883263674752e-06,7.8006310126721608e-23,1.206539721351087e-08,6.2306114067066689e-18,2.3950946752572271e-11,2.5340327921718447e-17,1.1086721919187977e-19,9.3328756372876717e-11,9.5424496079394732e-18,0.0057535213762831524,0.0019825206113925479,3.6640068317828557e-08,6.7888951022815991e-09,1.0008901610132812e-05,8.3097281630397821e-13,1.9878912933463293e-08,8.933564557188083e-10,1.129529209497382e-11,4.3921589099101153e-08,5.2656968914724633e-08,1.1674391284492619e-13,2.8443140649080819e-13
1.0872371750610211e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32981667560370825,0.11290920935689486,0.021827060877867139,0.0,1.447050190854236e-08,1.3913979424457821e-06,1.8024572728845579e-06,1.134458241778979e-10,1.9066162483005383e-23,5.3216147000815493e-06,7.9580200957189219e-23,1.2106264098109071e-08,6.3148490509239162e-18,2.4211075443499797e-11,2.5556004616264675e-17,1.1169083174057587e-19,9.4087763524872519e-11,9.6908997381615531e-18,0.0057534979755321201,0.0019871879618784853,3.6730374368614748e-08,6.8269589913722331e-09,1.0041283456126727e-05,8.403945016740943e-13,2.0070703383975678e-08,8.9725282474882821e-10,1.1359781301053884e-11,4.4070464151038156e-08,5.2664319184895778e-08,1.1718342458373405e-13,2.8757998698087739e-13
1.089878570775146e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32981200048091647,0.11290920103190112,0.021824723022592817,0.0,1.464283653130475e-08,1.4045357030613795e-06,1.8112549480397663e-06,1.1468916664205352e-10,1.92771329269954e-23,5.3452896543805408e-06,8.1182454382072644e-23,1.2147173659302057e-08,6.4000552048027177e-18,2.4473304312081029e-11,2.5772996148422841e-17,1.1251851392045425e-19,9.4850637930137224e-11,9.8413549019295868e-18,0.0057534735746718659,0.0019918546554289146,3.6820701532652616e-08,6.8651048817806887e-09,1.0073635840967919e-05,8.4989588951114314e-13,2.0263696179454648e-08,9.0115657844862657e-10,1.14244255264518e-11,4.4219268879900764e-08,5.2671687716143579e-08,1.176237231190583e-13,2.9075619949393252e-13
1.0925199664892708e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32980732702516485,0.11290919361822582,0.021822385483969156,0.0,1.4816700970435577e-08,1.4177535105644487e-06,1.820074493125989e-06,1.1594331541899249e-10,1.9489959320039337e-23,5.3690131620765267e-06,8.2813520893640757e-23,1.2188125551293983e-08,6.4862390610486285e-18,2.4737643824182845e-11,2.5991306812789566e-17,1.133502764471379e-19,9.561738429240729e-11,9.9938381289288085e-18,0.0057534481920712161,0.0019965206921757988,3.6911049770447072e-08,6.9033324174132313e-09,1.0105958475697565e-05,8.5947737496932271e-13,2.0457893430260311e-08,9.0506770974488539e-10,1.1489223835042797e-11,4.4368001865325928e-08,5.2679074220715288e-08,1.1806480845380588e-13,2.9396022187099866e-13
1.0951613622033957e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3298026552185736,0.11290918709785783,0.02182004826192363,0.0,1.4992103352004049e-08,1.4310514932755395e-06,1.8289159140115983e-06,1.1720833944192311e-10,1.9704653783904313e-23,5.3927851959768128e-06,8.4473857181209842e-23,1.2229119427850268e-08,6.5734098809594355e-18,2.5004104457344446e-11,2.6210940896243353e-17,1.1418613004495216e-19,9.6388007260372943e-11,1.0148372667213206e-17,0.0057534218457642779,0.0020011860722505773,3.700141904265096e-08,6.9416412428257832e-09,1.013825107496842e-05,8.6913935312473989e-13,2.0653297218873782e-08,9.0898621156610721e-10,1.1554175289832082e-11,4.4516661701372776e-08,5.2686478414065002e-08,1.1850668059047726e-13,2.9719223266513048e-13
1.1004441536316454e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32979331648297278,0.11290917666663627,0.021815374767278139,0.0,1.5347554456452671e-08,1.4578884885761306e-06,1.8466644065181371e-06,1.1977129033013641e-10,2.0139695650568227e-23,5.4404747335962803e-06,8.7884197261309692e-23,1.2311231747667856e-08,6.7507498021139631e-18,2.5543431054753362e-11,2.6654196428845526e-17,1.1587015339489102e-19,9.7940901333996374e-11,1.0463689771493137e-17,0.005753366332530551,0.0020105148629069925,3.7182220533626507e-08,7.0185013446178258e-09,1.0202745043773151e-05,8.8870636739612504e-13,2.1047732600212944e-08,9.1684529850665304e-10,1.1684533887186974e-11,4.4813756373644975e-08,5.2701338744794593e-08,1.1939278527738993e-13,3.0374093728259681e-13
1.1057269450598951e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32978398413747623,0.11290916960061272,0.021810702538081365,0.0,1.5709254889656122e-08,1.4850476794553469e-06,1.8645004719621623e-06,1.2237857626367832e-10,2.0582356458635888e-23,5.4883580496061152e-06,9.1417254832395499e-23,1.2393507841014699e-08,6.9321504443418906e-18,2.6091368154197538e-11,2.7102796883797501e-17,1.175706699395925e-19,9.9509356246428611e-11,1.0787496628654334e-17,0.0057533071727780046,0.002019841028439503,3.7363105693690138e-08,7.0956823575834057e-09,1.0267115536647085e-05,9.0860009108960968e-13,2.1447018426760973e-08,9.247337827353784e-10,1.1815493812063097e-11,4.5110541937577641e-08,5.2716266495034416e-08,1.2028203719129607e-13,3.1040375604705743e-13
1.1110097364881448e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32977465805037304,0.11290916576713991,0.021806031573762423,0.0,1.6077269720036363e-08,1.5125300276505646e-06,1.8824241563139042e-06,1.2503075860487488e-10,2.1032734905489961e-23,5.5364349263042084e-06,9.5076913935639653e-23,1.2475944924658523e-08,7.1176884045766013e-18,2.6647999985876465e-11,2.755677627002433e-17,1.1928776578875375e-19,1.0109340722402273e-10,1.1119987251528319e-17,0.0057532444993377016,0.0020291645698816375,3.7544074213203651e-08,7.1731814641896464e-09,1.0331360400301943e-05,9.2882368125224161e-13,2.1851170357619824e-08,9.3265160774770053e-10,1.1947047552774963e-11,4.5407007664873122e-08,5.2731259500763447e-08,1.2117443633717946e-13,3.1718214311165779e-13
1.1162925279163945e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32976533809469927,0.11290916503836737,0.021801361873754418,0.0,1.64516640340983e-08,1.5403364662540642e-06,1.9004355051137444e-06,1.2772840313302054e-10,2.1490930453929083e-23,5.5847051459226234e-06,9.886716484765158e-23,1.2558540210626681e-08,7.307441412395726e-18,2.7213410957191937e-11,2.8016168465335274e-17,1.2102152719302196e-19,1.0269308863019096e-10,1.1461359305233692e-17,0.0057531784402440533,0.0020384854882593917,3.7725125784723045e-08,7.2509958597388724e-09,1.0395477538693415e-05,9.4938029299129495e-13,2.2260203608904527e-08,9.4059871706991464e-10,1.2079187595843453e-11,4.5703143058068918e-08,5.2746315646167474e-08,1.2206998271369392e-13,3.2407756411165664e-13
1.1215753193446443e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32975602414806526,0.11290916729106865,0.021796693437494241,0.0,1.6832502931229583e-08,1.5684678998336238e-06,1.9185345634749534e-06,1.3047208005593476e-10,2.1957043331798252e-23,5.6331684906309408e-06,1.0279210653068216e-22,1.2641290906949163e-08,7.5014883418733507e-18,2.7787685649721507e-11,2.8481007214022693e-17,1.2277204054457252e-19,1.0430843397172469e-10,1.1811814161086713e-17,0.00575310911890779,0.0020478037845915054,3.7906260102942057e-08,7.3291227531437769e-09,1.0459464912795871e-05,9.702730792597441e-13,2.2674132955119553e-08,9.485750542597495e-10,1.2211906429328987e-11,4.5998937850442914e-08,5.2761432862589823e-08,1.229686763133596e-13,3.3109149619392664e-13
1.126858110772894e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32974671609248823,0.11290917240647409,0.021792026264422518,0.0,1.7219851518629244e-08,1.596925204563224e-06,1.9367213760864487e-06,1.3326236402145121e-10,2.2431174531570918e-23,5.6818247425395233e-06,1.0685594912743849e-22,1.2724194218393161e-08,7.6999092234949414e-18,2.8370908816269191e-11,2.8951326124529488e-17,1.2453939237768937e-19,1.0593947590529305e-10,1.2171556951060156e-17,0.0057530366542828879,0.0020571194598897253,3.8087476864636213e-08,7.4075593676817038e-09,1.0523320540356162e-05,9.9150519064890466e-13,2.3092972730699872e-08,9.5658056290690854e-10,1.2345196546110995e-11,4.6294382005799833e-08,5.2776609127532445e-08,1.2387051712274702e-13,3.382254280462739e-13
1.1321409022011437e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32973741381423161,0.11290918027010997,0.021787360353983428,0.0,1.7613774906366426e-08,1.6257092283636503e-06,1.9549959872155892e-06,1.3609983412883971e-10,2.2913425809883742e-23,5.7306736837026879e-06,1.1106301650118689e-22,1.2807247347188839e-08,7.9027852561351245e-18,2.8963165377994034e-11,2.9427158667185966e-17,1.2632366936934923e-19,1.075862462441135e-10,1.2540796622794216e-17,0.0057529611610276591,0.0020664325151590604,3.8268775768607412e-08,7.4863029417301822e-09,1.0587042495626891e-05,1.0130797751888771e-12,2.3516736831713552e-08,9.6461518663359701e-10,1.2479050447115757e-11,4.6589465718186617e-08,5.2791842463656131e-08,1.2477550512267652e-13,3.4548085992657301e-13
1.1374236936293934e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3297281172036497,0.11290919077164323,0.021782695705624602,0.0,1.8014338202573862e-08,1.6548207910530687e-06,1.9733584407110046e-06,1.3898507394015882e-10,2.340389968702344e-23,5.7797150961217852e-06,1.1541774882296267e-22,1.2890447493746017e-08,8.1101988191001512e-18,2.9564540421618672e-11,2.9908538172018403e-17,1.281249583398081e-19,1.0924877596479554e-10,1.2919745995177334e-17,0.0057528827496599625,0.0020757429513980283,3.8450156515628772e-08,7.5653507294815438e-09,1.0650628909079052e-05,1.0349999781565605e-12,2.3945438717727622e-08,9.7267886909503063e-10,1.261346064448577e-11,4.6884179411484396e-08,5.2807130937832596e-08,1.2568364028840096e-13,3.5285930369171538e-13
1.1427064850576431e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32971882615503806,0.11290920380473186,0.021778032318797012,0.0,1.8421606508778315e-08,1.6842606845074477e-06,1.9918087800054445e-06,1.4191867149153874e-10,2.3902699446366377e-23,5.828948761748199e-06,1.1992470520704584e-22,1.2973791857361497e-08,8.3222334842356503e-18,3.0175119196718807e-11,3.0395497826630442e-17,1.2994334625319103e-19,1.1092709521435325e-10,1.3308621814506427e-17,0.0057528015267067261,0.002085050769598887,3.863161880838991e-08,7.6447000016368633e-09,1.0714077967094221e-05,1.0572689418912977e-12,2.4379091413835438e-08,9.807715539799305e-10,1.2748419664684913e-11,4.7178513738928378e-08,5.2822472660198615e-08,1.2659492258980429e-13,3.6036228282636673e-13
1.1479892764858928e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32970954056648993,0.11290921926688094,0.02177337019295484,0.0,1.8835644915367595e-08,1.7140296728304536e-06,2.0103470481186651e-06,1.4490121930439492e-10,2.4409929133772402e-23,5.8783744624862378e-06,1.2458856639497833e-22,1.3057277636916806e-08,8.5389740280989983e-18,3.0794987113092994e-11,3.088807067415596e-17,1.3177892021808501e-19,1.1262123331737858e-10,1.3707644811224645e-17,0.0057527175948480173,0.0020943559707478692,3.8813162351442834e-08,7.7243480460795538e-09,1.0777387911637143e-05,1.079889805618295e-12,2.4817707512840032e-08,9.888931850109981e-10,1.2883920051548837e-11,4.7472459582507192e-08,5.283786578326298e-08,1.2750935199158377e-13,3.679913324715379e-13
1.1532720679141425e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32970026033975713,0.11290923705930363,0.021768709327555372,0.0,1.9256518497193673e-08,1.7441284925324534e-06,2.0289732876603428e-06,1.4793331439657366e-10,2.4925693556934646e-23,5.9279919801959619e-06,1.2941413748836019e-22,1.3140902031566473e-08,8.7605064441955185e-18,3.1424229738211681e-11,3.1386289611283199e-17,1.3363176748813416e-19,1.1433121878336734e-10,1.4117039757234209e-17,0.0057526310530559661,0.0021036585558253957,3.899478685114838e-08,7.8042921685283159e-09,1.0840557039909328e-05,1.1028657052795326e-12,2.5261299177587822e-08,9.9704370594537952e-10,1.3019954369265134e-11,4.776600805230244e-08,5.2853308501004771e-08,1.2842692845345155e-13,3.7574799945297032e-13
1.1585548593423922e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32969098538011604,0.11290925708678728,0.02176404972205891,0.0,1.9684292309312199e-08,1.7745578527183694e-06,2.0476875408330133e-06,1.5101555829342903e-10,2.5450098284686317e-23,5.977801096695904e-06,1.3440635073110438e-22,1.3224662241416486e-08,8.9869179552785262e-18,3.2062932794745707e-11,3.1890187386350007e-17,1.3550197546263842e-19,1.1605707931419221e-10,1.4537035523787567e-17,0.0057525419967286691,0.0021129585258062851,3.9176492015623057e-08,7.8845296931695972e-09,1.0903583703984331e-05,1.1261997733722326e-12,2.5709878143448915e-08,1.0052230605751126e-09,1.315651520529888e-11,4.8059150485700321e-08,5.2868799048032334e-08,1.2934765193030985e-13,3.8363384230933632e-13
