Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),CO2X(24),H2X(49),O(29),CH3X(55),C2H4(47),OH(D)X(68),COX(50),CH4OX(63),CHOX(53),C2H6X(52),C2H4X(222),CH2(T)(34),C2H4X(70),CH2O2(186),acetyl(44),CH2OX(54),C2H3X(221),CH2OH(40),C2H2X(298),C2HX(305),C2H3X(69),C2H3(46),C2H2(348),C2H2(372),C2H2X(373),C2H2X(336)
5.849523003864814e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4328440370542355,0.0647579090836279,0.003932828191322886,1.968167969723736e-06,0.006249535200285041,0.08354239788463234,0.031469896369127344,3.405665902285984e-05,3.4721931899667394e-05,0.001724957547383718,4.290769045533357e-10,0.0005770432790934991,2.8101085946160437e-08,3.4613957358572493e-06,3.37047201045249e-09,1.4909224181103332e-10,1.0947217005986359e-05,0.0006093181190338134,0.004547081403109919,8.64966705130439e-07,0.0006469184136730789,1.181536403384396e-08,1.687733867519512e-09,2.962772578920091e-07,2.7427592170266525e-07,3.729859152004057e-07,0.0011094368308559206,0.01144075865763585,2.324136546960082e-07,8.372731148122606e-12,0.001635270250613285,3.435285051308534e-06,5.225075795022076e-09,0.0009642835257468048,3.3099626184807954e-11,9.530056450984003e-08,3.749296715966147e-11,1.44782711576902e-10,9.18286434456697e-08,6.712238810288169e-05,1.2829052476262975e-06,1.6806341385854e-10,1.4627554847762703e-15,1.3584174848836422e-10,5.846758039920929e-08,2.532773969649245e-06,7.65630265323223e-10,1.0077341085357786e-06,1.3320270752813214e-08,8.231224224500323e-10,8.45732409140718e-09,9.943513144643189e-05,1.9366120228895128e-08,4.5821773254904037e-07,1.0334984075613337e-05
5.861844559409249e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4328273589054148,0.06468810207777312,0.003918579524168209,1.9693152468651526e-06,0.006250969714269873,0.08365965194250514,0.03149711593554391,3.401049176689096e-05,3.4626978771162253e-05,0.0017237879936561386,4.324321125126488e-10,0.0005772400583980443,2.8335051097408092e-08,3.446840620794318e-06,3.374134472062864e-09,1.4910757737081564e-10,1.0912814075492535e-05,0.0006145618503229117,0.004542001764046056,8.606289928171274e-07,0.0006473211266641485,1.1764661734675222e-08,1.6804790250913132e-09,2.971606672830362e-07,2.7432829682442893e-07,3.7400551035989876e-07,0.0011117348805922218,0.011456882896233275,2.32602800951708e-07,8.36750365634692e-12,0.0016375035606635492,3.424399233824978e-06,5.221331901249259e-09,0.0009725820089361962,3.2994335228036636e-11,9.537931864719838e-08,3.7333871116125515e-11,1.4499566048669414e-10,9.170062604589018e-08,6.770161985830757e-05,1.2835220388747197e-06,1.6950321949572493e-10,1.4581559882865915e-15,1.3586706054239e-10,5.8305445724655676e-08,2.545056147196813e-06,7.631177219135002e-10,1.0119521721461023e-06,1.3367188958575284e-08,8.303214372000077e-10,8.542061200387732e-09,0.00010049679064902281,1.9572890445222825e-08,4.630934545148353e-07,1.0436256396903305e-05
5.874166114953684e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4328108242974114,0.0646183781651538,0.003904383397872519,1.9704584927831385e-06,0.006252396788538162,0.08377659909643453,0.03152423729593934,3.396437957384822e-05,3.453225285435385e-05,0.0017226188500333718,4.358025723236623e-10,0.0005774363489858367,2.857023542235827e-08,3.4323784090279e-06,3.377787590299581e-09,1.491223215899051e-10,1.0878594108525586e-05,0.0006198306220054356,0.004536929849745234,8.563253605483347e-07,0.0006477226065568771,1.1714315265097987e-08,1.6732553895610907e-09,2.9804149013307125e-07,2.7438043167894373e-07,3.750207914564663e-07,0.0011140195138053834,0.011472872735671663,2.3279129459869394e-07,8.362315686079742e-12,0.0016397312274917507,3.413548670259871e-06,5.217591253061248e-09,0.0009809201193764266,3.288961635545785e-11,9.545780071485312e-08,3.7175805780671106e-11,1.452080426335785e-10,9.157279721994689e-08,6.828365104131433e-05,1.2841419137619561e-06,1.7094987653158855e-10,1.4535744520397577e-15,1.3589182228309467e-10,5.814372519056655e-08,2.5573068909182166e-06,7.606167836719909e-10,1.0161543959517776e-06,1.3413865421715506e-08,8.375583213743772e-10,8.62742809192515e-09,0.00010156756476853073,1.9781435895984017e-08,4.680109838970706e-07,1.053813439849284e-05
5.886487670498119e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4327944331023779,0.06454873723773022,0.003890239606545118,1.9715977312504764e-06,0.006253816464545558,0.08389323997342805,0.03155126082344732,3.391832167580595e-05,3.4437753991208244e-05,0.0017214501003631096,4.3918820194602765e-10,0.0005776321533307473,2.880663589519673e-08,3.4180082437819068e-06,3.3814313878785834e-09,1.4913647663941288e-10,1.084455573331344e-05,0.000625124350322763,0.0045318656458800104,8.520554576106776e-07,0.0006481228594249426,1.1664321298981793e-08,1.6660628069280109e-09,2.9891970619623924e-07,2.7443232810341915e-07,3.76031743741463e-07,0.0011162907183571511,0.011488728320215916,2.3297913856195102e-07,8.357166915440218e-12,0.001641953265839831,3.4027332406380635e-06,5.213853796330652e-09,0.0009892977245124458,3.278546524387892e-11,9.553601193021298e-08,3.701876159185164e-11,1.454198595402474e-10,9.14451547278908e-08,6.886847283105809e-05,1.2847648339877429e-06,1.7240336246965065e-10,1.4490107463806558e-15,1.3591603498802147e-10,5.798241831174332e-08,2.5695256259278753e-06,7.581273625135682e-10,1.0203406014800055e-06,1.3460298452431384e-08,8.448329976169774e-10,8.71342681051576e-09,0.0001026474984225771,1.9991765270977482e-08,4.7297052656899664e-07,1.064061706920602e-05
5.898809226042554e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4327781851832931,0.06447917918751082,0.003876147945183135,1.972732985851253e-06,0.0062552287834197915,0.08400957520782942,0.03157818688973263,3.387231731541725e-05,3.434348201798763e-05,0.0017202817287176571,4.425889182088068e-10,0.000577827473898968,2.9044249421067217e-08,3.4037292782409955e-06,3.3850658875814255e-09,1.4915004468593662e-10,1.0810697591031584e-05,0.00063044295006878,0.004526809138046982,8.478189373449631e-07,0.0006485218913228799,1.1614676544382228e-08,1.6589011242858572e-09,2.99795295581745e-07,2.7448398791386667e-07,3.7703835290003757e-07,0.001118548483175379,0.011504449802431132,2.331663357487457e-07,8.352057024829636e-12,0.0016441696905422057,3.3919528252982976e-06,5.210119477513908e-09,0.000997714689498527,3.268187761040081e-11,9.561395350335448e-08,3.6862729098893657e-11,1.4563111273222275e-10,9.131769635710833e-08,6.945607624619543e-05,1.2853907615356108e-06,1.7386365442603442e-10,1.4444647430621414e-15,1.3593969993681786e-10,5.7821524593139394e-08,2.5817117838279034e-06,7.556493713328237e-10,1.0245106129471572e-06,1.3506486396028709e-08,8.521453862020413e-10,8.80005938639652e-09,0.00010373663610174216,2.0203887235259282e-08,4.779722878559061e-07,1.0743703354664794e-05
5.9111307815869885e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4327620803940459,0.06440970390655346,0.003862108209667847,1.973864279982303e-06,0.006256633785963606,0.08412560544123585,0.03160501586499576,3.382636574589969e-05,3.4249436765347424e-05,0.0017191137193939671,4.460046368235849e-10,0.0005780223131489015,2.9283072836691e-08,3.3895406754186924e-06,3.388691112252848e-09,1.4916302789163895e-10,1.077701833565917e-05,0.0006357863346053385,0.0045217603117681795,8.436154570950711e-07,0.0006489197082859417,1.156537774316668e-08,1.6517701898139745e-09,3.006682387536186e-07,2.745354129052851e-07,3.780406050495202e-07,0.0011207927982471368,0.011520037343104207,2.333528890486984e-07,8.346985696919283e-12,0.0016463805165242598,3.3812073048940646e-06,5.2063882436524866e-09,0.0010061708772227283,3.257884921197751e-11,9.569162663705143e-08,3.67076989602385e-11,1.4584180373773452e-10,9.11904199223011e-08,7.004645214651976e-05,1.286019658671249e-06,1.7533072913358388e-10,1.4399363152292668e-15,1.359628184113978e-10,5.76610435300514e-08,2.593864802762711e-06,7.531827239908809e-10,1.0286642572696735e-06,1.3552427632941328e-08,8.594954050485436e-10,8.887327835487955e-09,0.00010483502216695739,2.041781042863495e-08,4.830164725233161e-07,1.084739215753565e-05
5.9234523371314234e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4327461185795203,0.06434031128696574,0.0038481201967610007,1.9749916368546265e-06,0.0062580315126576904,0.08424133132241424,0.03163174811797765,3.378046623101944e-05,3.415561805843186e-05,0.0017179460569136335,4.4943527239773993e-10,0.0005782166735310504,2.952310291099445e-08,3.3754416080274977e-06,3.3923070847983677e-09,1.4917542841432427e-10,1.0743516633836972e-05,0.0006411544158778705,0.00451671915249246,8.394446781575617e-07,0.0006493163163299534,1.1516421670644635e-08,1.644669852768254e-09,3.015385165303902e-07,2.745866048518459e-07,3.790384867377384e-07,0.0011230236546116862,0.011535491111164625,2.3353880133385616e-07,8.34195261663824e-12,0.0016485857588008264,3.3704965603944454e-06,5.202660042373962e-09,0.0010146661483316022,3.24763758449813e-11,9.576903252680487e-08,3.655366194210557e-11,1.4605193408759938e-10,9.106332326546196e-08,7.063959123461578e-05,1.2866514879408848e-06,1.7680456294602254e-10,1.435425337403678e-15,1.3598539169610094e-10,5.7500974608307813e-08,2.6059841274714817e-06,7.507273353024052e-10,1.0328013640741859e-06,1.3598120578742256e-08,8.668829697349065e-10,8.975234159339296e-09,0.00010594270084692147,2.0633543465156188e-08,4.881032847652484e-07,1.0951682337783103e-05
5.935773892675858e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43273029957568,0.06427100122090619,0.0038341837041011464,1.9761150794948207e-06,0.006259422003663561,0.08435675350721708,0.031658384015964214,3.3734618045074e-05,3.40620257169684e-05,0.0017167787260228503,4.528807384478712e-10,0.0005784105574879096,2.9764336345744895e-08,3.3614312583509145e-06,3.395913828181888e-09,1.491872484075141e-10,1.071019116472729e-05,0.0006465471044311616,0.00451168564559693,8.353062657319874e-07,0.0006497117214511759,1.1467805135202626e-08,1.6375999634721457e-09,3.024061100846992e-07,2.7463756550707663e-07,3.8003198494126943e-07,0.0011252410443533276,0.011550811283604547,2.3372407545876582e-07,8.336957471161322e-12,0.001650785432474667,3.3598204730849697e-06,5.198934821893002e-09,0.0010232003612551611,3.237445334477379e-11,9.584617236087288e-08,3.6400608917077154e-11,1.4626150531510032e-10,9.093640425584709e-08,7.1235484057531e-05,1.2872862121696856e-06,1.782851318421526e-10,1.4309316854682038e-15,1.3600742107784548e-10,5.7341317304455023e-08,2.618069209338511e-06,7.482831210228155e-10,1.0369217657068935e-06,1.3643563684146309e-08,8.743079935140672e-10,9.063780345075893e-09,0.00010705971623553943,2.085109493262214e-08,4.93232928192609e-07,1.1056572712929797e-05
5.948095448220293e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4327146232096555,0.06420177360058486,0.0038202985301999687,1.9772346307464833e-06,0.006260805298826437,0.08447187265849711,0.031684923924791185,3.368882047287327e-05,3.396865955536079e-05,0.0017156117116923267,4.563409474133783e-10,0.0005786039674538588,3.00067697761943e-08,3.3475088181173943e-06,3.3995113654233582e-09,1.491984900205217e-10,1.0677040619875674e-05,0.000651964309425273,0.0045066597763883335,8.311998888719143e-07,0.0006501059296261655,1.1419524977943588e-08,1.630560373307704e-09,3.0327100094283377e-07,2.74688296604046e-07,3.8102108706362343e-07,0.0011274449605941175,0.011565998045398138,2.3390871426054977e-07,8.331999949896987e-12,0.00165297955273494,3.3491789245684623e-06,5.195212531012236e-09,0.0010317733722320724,3.227307758528268e-11,9.592304732030152e-08,3.6248530862704397e-11,1.4647051895586847e-10,9.080966078994417e-08,7.183412100846451e-05,1.2879237944601806e-06,1.797724114300926e-10,1.4264552366516128e-15,1.3602890784627943e-10,5.718207108594112e-08,2.630119506441366e-06,7.458499978356927e-10,1.0410252972421526e-06,1.3688755435004034e-08,8.817703873288916e-10,9.152968365348831e-09,0.00010818611228938612,2.1070473392085335e-08,4.984056058216703e-07,1.1162062058323243e-05
5.960417003764728e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4326990892998305,0.06413262831826445,0.003806464474438626,1.9783503132716173e-06,0.006262181437678069,0.08458668944602175,0.03171136820884868,3.364307280971922e-05,3.3875519382780806e-05,0.001714444999117167,4.598158106701888e-10,0.0005787969058550582,3.025039977173061e-08,3.33367348837615e-06,3.403099719596435e-09,1.4920915539852386e-10,1.0644063703074528e-05,0.0006574059386516102,0.0045016415301044705,8.271252204366205e-07,0.0006504989468116381,1.1371578072330743e-08,1.6235509347066637e-09,3.0413317098420646e-07,2.7473879985554517e-07,3.820057809333637e-07,0.0011296353974864664,0.011581051589420192,2.3409272055898004e-07,8.32707974447531e-12,0.0016551681348556666,3.3385717967658913e-06,5.191493119122994e-09,0.0010403850353350884,3.2172244478584194e-11,9.59996585789554e-08,3.60974188601338e-11,1.4667897654776402e-10,9.068309079143625e-08,7.24354923284717e-05,1.2885641981906995e-06,1.8126637695155274e-10,1.4219958695135432e-15,1.360498532939253e-10,5.7023235411296924e-08,2.6421344835969138e-06,7.434278833403782e-10,1.0451117964903355e-06,1.3733694352287408e-08,8.89270059827935e-10,9.242800178286793e-09,0.00010932193282519389,2.1291687377362435e-08,5.036215200626584e-07,1.1268149107408959e-05
5.972738559309163e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43268369765593045,0.06406356526626085,0.0037926813370640963,1.979462149552025e-06,0.006263550459439547,0.08470120454638659,0.031737717231086,3.3597374361384046e-05,3.378260500325872e-05,0.0017132785737167093,4.6330523854462676e-10,0.0005789893751093428,3.049522283653637e-08,3.31992447937482e-06,3.406678913826182e-09,1.4921924668263263e-10,1.0611259130228513e-05,0.0006628718985491304,0.004496630891915605,8.230819370434851e-07,0.0006508907789443356,1.1323961323835825e-08,1.6165715011415545e-09,3.0499260244076397e-07,2.7478907695427174e-07,3.829860548021637e-07,0.001131812350205612,0.011595972116364123,2.342760971565562e-07,8.322196548736066e-12,0.0016573511941941948,3.3279989719172222e-06,5.187776536205988e-09,0.0010490352024966965,3.2071949974491165e-11,9.607600730354935e-08,3.59472640927546e-11,1.4688687963076012e-10,9.055669221116247e-08,7.303958810818521e-05,1.2892073870138321e-06,1.827670032861462e-10,1.4175534639296123e-15,1.3607025871632206e-10,5.686480973031482e-08,2.654113612405238e-06,7.410166960397632e-10,1.0491811040049233e-06,1.3778378992067084e-08,8.968069173815457e-10,9.333277727450057e-09,0.00011046722151736462,2.1514745394549614e-08,5.088808727084438e-07,1.1374832552009946e-05
5.985060114853598e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43266844807911004,0.06399458433694426,0.003778948919185528,1.9805701618906977e-06,0.006264912403024102,0.08481541864292844,0.03176397135301632,3.355172444408676e-05,3.3689916215772585e-05,0.0017121124211343288,4.668091403274199e-10,0.000579181377626121,3.074123541025462e-08,3.3062610104389327e-06,3.4102489712867866e-09,1.4922876600996449e-10,1.0578625629221695e-05,0.0006683620942206837,0.0044916278469258756,8.190697190210305e-07,0.0006512814319408904,1.1276671669591572e-08,1.6096219271168502e-09,3.0584927789633093e-07,2.748391295730105e-07,3.8396189734279996e-07,0.0011339758149419748,0.011610759834659264,2.344588468385812e-07,8.31735005871672e-12,0.0016595287461896543,3.3174603325822616e-06,5.184062732831832e-09,0.001057723723534981,3.197219006014628e-11,9.615209465367969e-08,3.579805784486563e-11,1.4709422974682698e-10,9.043046302707409e-08,7.364639828955042e-05,1.2898533248549006e-06,1.8427426495573467e-10,1.4131279010766819e-15,1.36090125412162e-10,5.670679348422519e-08,2.666056371291366e-06,7.386163553282629e-10,1.0532330630888543e-06,1.382280794548147e-08,9.043808640982862e-10,9.424402941786726e-09,0.00011162202189550687,2.1739655921542952e-08,5.141838649233377e-07,1.1482111042612347e-05
5.997381670398033e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4326533403620438,0.06392568542273984,0.003765267022770589,1.9816743724131897e-06,0.006266267307039837,0.0849293324256376,0.031790130934721376,3.3506122384468534e-05,3.3597452814336215e-05,0.0017109465272372025,4.703274242878397e-10,0.000579372915806275,3.0988433868661723e-08,3.292682309853152e-06,3.413809915199324e-09,1.4923771551370868e-10,1.0546161939786503e-05,0.0006738764294494856,0.004486632380174699,8.150882503626285e-07,0.0006516709116976986,1.1229706078048578e-08,1.6027020681601435e-09,3.067031802858926e-07,2.7488895936481516e-07,3.849332976470853e-07,0.0011361257888934048,0.011625414960387596,2.3464097237324038e-07,8.31253997264065e-12,0.0016617008063614135,3.306955761641497e-06,5.180351660161493e-09,0.0010664504461796885,3.187296075962109e-11,9.622792178185638e-08,3.564979150036235e-11,1.4730102843981663e-10,9.030440124418753e-08,7.425591266757606e-05,1.2905019759104552e-06,1.8578813612880745e-10,1.408719063418295e-15,1.3610945468342414e-10,5.654918610587041e-08,2.6779622455449685e-06,7.362267814799749e-10,1.057267519800153e-06,1.3866979838697714e-08,9.119918018417043e-10,9.516177735591123e-09,0.00011278637734199801,2.1966427407563568e-08,5.195306972319969e-07,1.1589983188657186e-05
6.009703225942468e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4326383742890147,0.06385686841612888,0.0037516354506418365,1.9827748030689875e-06,0.0062676152097924836,0.08504294659106987,0.03181619633485633,3.346056751956627e-05,3.350521458808592e-05,0.001709780878116034,4.738599976879688e-10,0.0005795639920420592,3.123681452434672e-08,3.2791876147442735e-06,3.4173617688295267e-09,1.492460973231938e-10,1.051386681337437e-05,0.0006794148067157094,0.0044816444766382,8.111372186808495e-07,0.000652059224090787,1.1183061548636109e-08,1.595811780813372e-09,3.0755429289481426e-07,2.749385679631883e-07,3.859002452237433e-07,0.0011382622702573114,0.011639937717199834,2.3482247651168005e-07,8.307765990905187e-12,0.001663867390307532,3.296485142296944e-06,5.176643269946617e-09,0.00107521521609849,3.177425813352e-11,9.630348983353541e-08,3.550245654144283e-11,1.4750727725535013e-10,9.01785048945328e-08,7.48681208920984e-05,1.291153304646779e-06,1.8730859062489178e-10,1.4043268346902797e-15,1.3612824783550285e-10,5.639198701987646e-08,2.6898307273578607e-06,7.338478956370143e-10,1.0612843229567976e-06,1.3910893332864588e-08,9.196396302473843e-10,9.608604008464273e-09,0.00011396033108957169,2.2195068272687805e-08,5.249215695084368e-07,1.1698447558838012e-05
6.022024781486903e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4326235496360063,0.06378813320964935,0.003738054006473074,1.9838714756328786e-06,0.0062689561492881,0.08515626184225758,0.0318421679106544,3.341505919678497e-05,3.34132013213662e-05,0.0017086154600847471,4.774067667970925e-10,0.0005797546087170044,3.1486373627397295e-08,3.2657761709659406e-06,3.420904555485579e-09,1.492539135639531e-10,1.0481739013028066e-05,0.0006849771272132004,0.004476664121230607,8.072163151624473e-07,0.0006524463749756899,1.1136735111427451e-08,1.5889509226240683e-09,3.08402599357996e-07,2.7498795698226234e-07,3.868627299962188e-07,0.001140385258222686,0.011654328336230991,2.3500336198808724e-07,8.303027816069975e-12,0.0016660285137032054,3.2860483580729772e-06,5.172937514529769e-09,0.00108401787692343,3.167607827858949e-11,9.637879994715139e-08,3.535604454733314e-11,1.4771297774070431e-10,9.005277203709868e-08,7.548301246955909e-05,1.2918072757984125e-06,1.8883560191899443e-10,1.3999510998865034e-15,1.3614650617733277e-10,5.623519564282246e-08,2.701661315859469e-06,7.314796197980287e-10,1.0652833241408904e-06,1.3954547124057494e-08,9.273242467403658e-10,9.701683645276617e-09,0.00011514392621893128,2.24255869073824e-08,5.303566809651555e-07,1.1807502681404405e-05
6.0343463370313375e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4326088661707928,0.06371947969589707,0.003724522494785728,1.9849644117062936e-06,0.006270290163235751,0.08526927888862046,0.03186804601793176,3.336959677386855e-05,3.332141279381404e-05,0.001707450259680134,4.809676369062106e-10,0.000579944768205821,3.173710736609191e-08,3.252447232985059e-06,3.4244382985159653e-09,1.4926116635778792e-10,1.044977731325575e-05,0.000690563290866301,0.004471691298805676,8.03325234523971e-07,0.0006528323701873209,1.109072382680871e-08,1.5821193521366504e-09,3.09248083658972e-07,2.7503712801697763e-07,3.8782074230043886e-07,0.001142494752962022,0.011668587056015365,2.3518363151977024e-07,8.298325152845085e-12,0.0016681841922992127,3.2756452928171644e-06,5.169234346844532e-09,0.0010928582702775533,3.15784173273327e-11,9.645385325415056e-08,3.521054719303138e-11,1.47918131444701e-10,8.992720075777393e-08,7.610057676479591e-05,1.2924638543666927e-06,1.903691431460713e-10,1.3955917452447957e-15,1.361642310215092e-10,5.607881138340765e-08,2.7134535171501486e-06,7.291218768068838e-10,1.0692643777020782e-06,1.3997939943215627e-08,9.35045546552794e-10,9.795418516132727e-09,0.0001163372056563889,2.2657991672044623e-08,5.358362301423675e-07,1.191714704447115e-05
6.046667892575772e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43259432365303124,0.06365090776752645,0.0037110407209452263,1.986053632718662e-06,0.006271617289050164,0.08538199844587589,0.03189383101109217,3.3324179618869327e-05,3.322984878044219e-05,0.0017062852636614769,4.8454251234266e-10,0.0005801344728743049,3.198901186759778e-08,3.239200063769859e-06,3.4279630213073015e-09,1.4926785782282986e-10,1.0417980499906619e-05,0.0006961731963467837,0.004466725994158095,7.994636749679835e-07,0.0006532172155398531,1.1045024785152385e-08,1.5753169288837552e-09,3.10090730128944e-07,2.750860826432617e-07,3.887742728825076e-07,0.0011445907556231292,0.011682714122401038,2.3536328780723915e-07,8.293657708079405e-12,0.0016703344419203602,3.26527583070109e-06,5.165533720415552e-09,0.0011017362358017038,3.148127144762874e-11,9.652865087902386e-08,3.5065956248069844e-11,1.48122739917596e-10,8.980178916928479e-08,7.672080300284576e-05,1.2931230056183074e-06,1.9190918710552484e-10,1.3912486582330237e-15,1.3618142368440452e-10,5.5922833642616217e-08,2.7252068443325176e-06,7.267745903415219e-10,1.0732273407603e-06,1.4041070556071454e-08,9.428034227419592e-10,9.889810476338234e-09,0.00011754021217153082,2.2892290896547655e-08,5.413604148973489e-07,1.202737909633298e-05
6.058989448120207e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4325799218343542,0.06358241731725149,0.003697608491157377,1.9871391599287427e-06,0.006272937563854365,0.08549442123594866,0.031919523243131916,3.327880711011592e-05,3.313850905172115e-05,0.001705120459010126,4.881312964848495e-10,0.000580323725079245,3.224208319867483e-08,3.2260339346796107e-06,3.4314787472822297e-09,1.4927399007360163e-10,1.03863473700482e-05,0.0007018067410908861,0.004461768192024903,7.956313381398971e-07,0.0006536009168265956,1.0999635106494012e-08,1.5685435133776042e-09,3.109305234457626e-07,2.7513482241820666e-07,3.8972331289635766e-07,0.001146673268320858,0.011696709788463874,2.3554233353428877e-07,8.289025190748942e-12,0.0016724792784639255,3.2549398562211752e-06,5.161835589358432e-09,0.001110651611181482,3.138463684235714e-11,9.660319393934086e-08,3.4922263575295704e-11,1.483268047109706e-10,8.96765354111287e-08,7.734368027075938e-05,1.2937846950838582e-06,1.9345570626572848e-10,1.3869217275353123e-15,1.361980854862809e-10,5.576726181387987e-08,2.736920817540613e-06,7.244376849029856e-10,1.0771720732077863e-06,1.4083937763072625e-08,9.505977662085217e-10,9.984861366368701e-09,0.00011875298837490921,2.3128492879790975e-08,5.469294323938994e-07,1.2138197245784728e-05
6.071311003664642e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43256566045846245,0.06351400823784664,0.003684225612464765,1.988221014425955e-06,0.006274251024482283,0.08560654798688036,0.03194512306564452,3.323347863617998e-05,3.304739337366031e-05,0.0017039558329290448,4.917338917770975e-10,0.0005805125271683318,3.249631736638498e-08,3.212948125355931e-06,3.43498549989733e-09,1.4927956522107604e-10,1.0354876731845212e-05,0.000707463821316445,0.0044568178770868945,7.918279290853963e-07,0.0006539834798198781,1.0954551940213684e-08,1.5617989671014116e-09,3.11767448632843e-07,2.7518334888024694e-07,3.906678539013349e-07,0.0011487422941287137,0.011710574314421053,2.357207713680805e-07,8.284427311945229e-12,0.0016746187178980961,3.2446372541994933e-06,5.158139908379568e-09,0.0011196042321743609,3.12885097490271e-11,9.667748354578343e-08,3.477946112966918e-11,1.485303273776233e-10,8.955143764950464e-08,7.796919751942729e-05,1.2944488885564453e-06,1.9500867276857504e-10,1.382610843038433e-15,1.3621421775139821e-10,5.561209528323842e-08,2.748594963967112e-06,7.221110858046091e-10,1.081098437710399e-06,1.4126540399296209e-08,9.584284657151436e-10,1.0080573011840735e-08,0.00011997557671576072,2.3366605889256047e-08,5.525434790919154e-07,1.2249599862446829e-05
6.083632559209077e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43255153926121903,0.06344568042214778,0.0036708918927431397,1.9892992171317003e-06,0.006275557707481334,0.0857183794327383,0.031970630828825605,3.3188193595841406e-05,3.295650150788752e-05,0.0017027913728423214,4.953501997445702e-10,0.0005807008814800689,3.275171031880676e-08,3.199941923615684e-06,3.4384833026410468e-09,1.4928458537273346e-10,1.0323567404440035e-05,0.0007131443320401186,0.004451875033970021,7.880531562084554e-07,0.0006543649102709305,1.0909772464720366e-08,1.5550831525008316e-09,3.126014910580308e-07,2.75231663549336e-07,3.9160788785974237e-07,0.0011507978370703935,0.01172430796754417,2.358986039592263e-07,8.27986378486377e-12,0.001676752776260411,3.2343679097845747e-06,5.154446632775846e-09,0.001128593932636941,3.119288643941159e-11,9.675152080218005e-08,3.4637540957079354e-11,1.4873330947146292e-10,8.942649407723961e-08,7.859734356541634e-05,1.2951155520902583e-06,1.9656805843404868e-10,1.3783158958183292e-15,1.3622982180811875e-10,5.545733342949776e-08,2.7602288178883983e-06,7.197947191613691e-10,1.0850062997082452e-06,1.4168877334355885e-08,9.662954079052607e-10,1.0176947223484917e-08,0.00012120801947975167,2.3606638160567153e-08,5.582027507370798e-07,1.2361585277095955e-05
6.095954114753512e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4325375579707423,0.06337743376305306,0.0036576071406978264,1.99037378880067e-06,0.0062768576491149764,0.08582991631352412,0.03199604688147763,3.3142951398052194e-05,3.286583321172794e-05,0.0017016270663946424,4.989801210083137e-10,0.0005808887903436843,3.300825794575494e-08,3.1870146253454316e-06,3.4419721790316433e-09,1.4928905263261828e-10,1.0292418217834701e-05,0.0007188481670946993,0.004446939647246825,7.843067312299159e-07,0.0006547452139097734,1.0865293887141032e-08,1.5483959329754464e-09,3.1343263643240577e-07,2.752797679271211e-07,3.9254340713432213e-07,0.0011528399021112222,0.011737911022071917,2.3607583394187158e-07,8.275334324792449e-12,0.0016788814696562016,3.224131708452205e-06,5.150755718434253e-09,0.0011376205445523496,3.1097763219186134e-11,9.682530680554e-08,3.449649519317705e-11,1.4893575254740242e-10,8.930170291371135e-08,7.922810709281633e-05,1.2957846519991802e-06,1.981338347648195e-10,1.374036778126789e-15,1.3624489898900672e-10,5.530297562438594e-08,2.7718219206877554e-06,7.174885118793962e-10,1.0888955274156463e-06,1.4210947472301391e-08,9.74198477322282e-10,1.0273985797121003e-08,0.00012245035878675055,2.38485978970576e-08,5.63907442350669e-07,1.2474151782000723e-05
