Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CH3X(55),C2H4(47),COX(50),O(29),CHOX(53),acetyl(44),C2H4X(215),C2H6X(52),C2H4X(70),CH4OX(63)
2.8431118960658003e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44533320374270347,0.11187746374766022,0.022622610720529797,0.0,2.631047942978055e-07,4.270798181732526e-05,7.4159487382927905e-06,5.1488098929844026e-08,5.3693830575426844e-18,0.0002497130788844544,2.484876251609064e-16,0.00017967533933794302,1.809011404358668e-12,6.436397089051044e-10,2.2743783512413523e-13,1.858309523396438e-15,1.0006203302551152e-06,3.6476972508213264e-11,0.0065256823511599515,0.00038840598737757123,4.961143540989271e-05,4.572751589758446e-08,1.405122782056024e-09,4.671541127294848e-09,1.3699119288861485e-11,2.9773192977482836e-12,4.7952654711292385e-08,9.531374222862812e-06,6.23058256332898e-10,7.419858839657808e-07,7.781323556449876e-10,5.747749803703559e-11,2.3092853140532086e-11,7.784422958716622e-07,2.0109048036909243e-14,4.633627239342797e-15,8.153126535899065e-13,1.297282688773834e-10,1.0351320371749516e-17,7.168977100292262e-15
2.84997077077872e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4453263479352017,0.11187093215394431,0.02262213669438744,0.0,2.654777158392551e-07,4.2952811272224236e-05,7.472569437135684e-06,5.185300265402508e-08,5.43708916200708e-18,0.0002503088023676125,2.5149746608461857e-16,0.00017998261974935286,1.8223377433137343e-12,6.497953969210225e-10,2.2961147223639625e-13,1.87755100315796e-15,1.0053322219741523e-06,3.6834322324594756e-11,0.0065315397125937594,0.000389286942106424,4.970304109460669e-05,4.591647150055683e-08,1.4084460961020863e-09,4.682118217586632e-09,1.3817580873436237e-11,2.9871269814429367e-12,4.8147430924252453e-08,9.552308716204636e-06,6.262086490506604e-10,7.465364792331374e-07,7.799769303045578e-10,5.804118120279429e-11,2.3268849524087234e-11,7.816291344047162e-07,2.024835724035917e-14,4.680144955812352e-15,8.249570644503132e-13,1.306761188484393e-10,1.045256739900602e-17,7.237438610494483e-15
2.8568296454916395e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44531951728253816,0.11186442492130033,0.02262166268627504,0.0,2.6786431466584804e-07,4.319831538275841e-05,7.5294426745626415e-06,5.221958111078192e-08,5.505432734273828e-18,0.000250904475464593,2.545362361932591e-16,0.0001802894232880839,1.835729190377265e-12,6.559945632027482e-10,2.3179884950364344e-13,1.8969369422769123e-15,1.0100540334529916e-06,3.719429038927164e-11,0.0065373725852323926,0.00039016758040087663,4.979436081463389e-05,4.610551092813616e-08,1.4117689872655911e-09,4.692694311434592e-09,1.3936689938821985e-11,2.9969371467747056e-12,4.8341930098042874e-08,9.57316563806007e-06,6.2936346483182e-10,7.511011860193371e-07,7.818213349611607e-10,5.860899883161947e-11,2.3445628596500135e-11,7.84820079487547e-07,2.0388071281701922e-14,4.726989085875316e-15,8.346910394235915e-13,1.31628460622024e-10,1.0554554880527244e-17,7.306382816179544e-15
2.863688520204559e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4453127116817374,0.11185794194848571,0.02262118869614852,0.0,2.702646172614028e-07,4.344449289439606e-05,7.586568503471194e-06,5.258783767815035e-08,5.574417544243071e-18,0.00025150009803752253,2.5760414046779045e-16,0.00018059575062713833,1.849185897360121e-12,6.622374026080727e-10,2.3399999857358753e-13,1.91646796411484e-15,1.0147857526982046e-06,3.755688937282292e-11,0.006543181070466773,0.0003910479022948314,4.988539621525167e-05,4.6294633695148e-08,1.415091454793697e-09,4.703269406535713e-09,1.405644764748793e-11,3.0067496841608457e-12,4.8536149487667285e-08,9.593944920774521e-06,6.325226700891575e-10,7.556799802879937e-07,7.836655693257485e-10,5.918097095391444e-11,2.362319051180146e-11,7.880151182734027e-07,2.0528188788119376e-14,4.774160768026815e-15,8.445151792508959e-13,1.3258530362133678e-10,1.0657286392457828e-17,7.375811876296911e-15
2.8705473949174787e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44530593103024013,0.11185148313467813,0.022620714723964045,0.0,2.726786500319664e-07,4.36913425540742e-05,7.643946972940987e-06,5.295777573071305e-08,5.644047368711936e-18,0.00025209566994852106,2.607013848082715e-16,0.000180901602439127,1.8627080159709007e-12,6.685241103137942e-10,2.3621495087783365e-13,1.9361446920103378e-15,1.0195273677182617e-06,3.792213197467085e-11,0.006548965269267634,0.00039192790782562894,4.9976148939258324e-05,4.648383932997127e-08,1.418413497933578e-09,4.713843500586834e-09,1.4176855156178327e-11,3.016564487979045e-12,4.873008638961807e-08,9.614646500442324e-06,6.356862313680716e-10,7.602728379572672e-07,7.855096331082536e-10,5.975711764574198e-11,2.3801535412235813e-11,7.912142379385403e-07,2.0668708376967664e-14,4.8216611383999315e-15,8.544300870957371e-13,1.335466572602821e-10,1.0760765519074153e-17,7.445727953325648e-15
2.8774062696303984e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44529917522590046,0.1118450483794738,0.022620240769677957,0.0,2.75106439307077e-07,4.3938863110289896e-05,7.701578128255426e-06,5.3329398639597465e-08,5.714325991337695e-18,0.00025269119105970374,2.6382817603533845e-16,0.00018120697939627117,1.8762956978155674e-12,6.748548818148403e-10,2.3844373763166154e-13,1.955967749269332e-15,1.0242788665238535e-06,3.829003092305994e-11,0.006554725282187263,0.000392807597034026,5.006662062678065e-05,4.667312737534362e-08,1.4217351159324453e-09,4.7244165912858295e-09,1.4297913622721613e-11,3.0263814558314524e-12,4.892373814155809e-08,9.63527031688533e-06,6.388541153415174e-10,7.648797349028147e-07,7.873535260175896e-10,6.033745902879122e-11,2.398066342832909e-11,7.944174256821986e-07,2.080962865530902e-14,4.869491330775628e-15,8.644363685464848e-13,1.3451253094346275e-10,1.0864995852778703e-17,7.51613321326473e-15
2.884265144343318e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4452924441669851,0.11183863758288558,0.022619766833246832,0.0,2.7754801134101576e-07,4.418705331318947e-05,7.759462010923417e-06,5.3702709772473644e-08,5.785257202606691e-18,0.0002532866612331822,2.6698472189168055e-16,0.00018151188217040398,1.889949094397086e-12,6.812299129233916e-10,2.4068638983382213e-13,1.9759377591554107e-15,1.02904023712821e-06,3.866059897503596e-11,0.006560461209361235,0.00039368696996417747,5.0156812915089856e-05,4.6862497385130174e-08,1.425056308037529e-09,4.734988676334188e-09,1.4419624202598746e-11,3.0362004803698015e-12,4.911710212208321e-08,9.655816313631339e-06,6.420262888301754e-10,7.695006469606995e-07,7.891972477616453e-10,6.092201527034434e-11,2.4160574678956066e-11,7.976246687265756e-07,2.0950948264882356e-14,4.917652476513633e-15,8.745346316188552e-13,1.3548293406617334e-10,1.0969980994093574e-17,7.587029825623323e-15
2.8911240190562376e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44528573775217173,0.11183225064534144,0.022619292914627442,0.0,2.800033923140425e-07,4.443591191465565e-05,7.817598658701305e-06,5.407771249355204e-08,5.856844799803904e-18,0.0002538820803310649,2.701712310435105e-16,0.0001818163114329716,1.9036683571150493e-12,6.876493997680072e-10,2.429429382663523e-13,1.9960553448802154e-15,1.0338114675474104e-06,3.903384891642487e-11,0.006566173150510147,0.0003945660266636131,5.024672743841713e-05,4.705194892576264e-08,1.4283770734960867e-09,4.745559753433749e-09,1.4541988044318367e-11,3.046021458240056e-12,4.9310175750517516e-08,9.676284437892327e-06,6.452027187939327e-10,7.741355499302536e-07,7.91040798047317e-10,6.151080658324328e-11,2.4341269271408663e-11,8.008359543168011e-07,2.109266583903366e-14,4.966145704557624e-15,8.84725486758386e-13,1.3645787601439372e-10,1.1075724551655031e-17,7.658419963411253e-15
2.8979828937691572e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44527905588054745,0.1118258874676826,0.022618819013776763,0.0,2.824726083336228e-07,4.468543766839287e-05,7.875988105614886e-06,5.4454410163581455e-08,5.929092586974754e-18,0.0002544774482154597,2.733879130820303e-16,0.00018212026785503465,1.917453637265322e-12,6.94113538792755e-10,2.4521341349440476e-13,2.0163211295938934e-15,1.0385925458006901e-06,3.94097935618116e-11,0.00657186120494133,0.00039544476718321415,5.033636582777312e-05,4.724148157806711e-08,1.4316974115554347e-09,4.756129820286637e-09,1.466500629773376e-11,3.0558442912769366e-12,4.950295648657183e-08,9.696674640542705e-06,6.483833723204515e-10,7.787844195768996e-07,7.928841765805178e-10,6.210385322585648e-11,2.4522747301464425e-11,8.040512697209141e-07,2.1234779990186222e-14,5.014972141465038e-15,8.95009546842897e-13,1.3743736616478243e-10,1.118223014220797e-17,7.730305803129448e-15
2.9048417684820768e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4452723984516075,0.11181954795116189,0.022618345130651973,0.0,2.8495568543564566e-07,4.493562933001044e-05,7.934630381981524e-06,5.4832806139846843e-08,6.002004374895659e-18,0.00025507276474847403,2.7663497852489185e-16,0.00018242375210726923,1.9313050860396706e-12,7.006225267563389e-10,2.474978458660943e-13,2.0367357363756062e-15,1.043383459910741e-06,3.978844575451894e-11,0.006577525471550584,0.0003963231915771953,5.042572971077764e-05,4.743109493313357e-08,1.435017321462938e-09,4.7666988745986695e-09,1.478868011201656e-11,3.0656688743392418e-12,4.969544183009374e-08,9.716986876097392e-06,6.515682166507287e-10,7.834472316349255e-07,7.947273830661646e-10,6.270117550204516e-11,2.4705008853455234e-11,8.07270602229836e-07,2.1377289375125914e-14,5.064132911326064e-15,9.053874271849368e-13,1.384214138846703e-10,1.1289501390599181e-17,7.802689524760238e-15
2.9117006431949964e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44526576536525303,0.11181323199744195,0.02261787126521046,0.0,2.874526495856195e-07,4.518648565710387e-05,7.993525514432414e-06,5.52129037761672e-08,6.075583981047092e-18,0.00025566802979221656,2.7991263881765184e-16,0.00018272676485996757,1.9452228545254034e-12,7.071765607312341e-10,2.4979626551236154e-13,2.0572997882240987e-15,1.0481841979040096e-06,4.0169818366586246e-11,0.006583166048823858,0.0003972012999030822,5.0514820711488195e-05,4.762078859339691e-08,1.4383368024660045e-09,4.777266914076778e-09,1.491301062797501e-11,3.075495105806379e-12,4.988762932089177e-08,9.73722110268967e-06,6.547572191728672e-10,7.881239618102217e-07,7.965704172082063e-10,6.330279376112983e-11,2.4888054000336516e-11,8.104939391573465e-07,2.1520192646894316e-14,5.113629135758928e-15,9.158597455342166e-13,1.394100285320535e-10,1.1397541929771791e-17,7.875573311757873e-15
2.918559517907916e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4452591565217909,0.11180693950859363,0.02261739741740981,0.0,2.899635266798688e-07,4.5438005409334216e-05,8.052673525934962e-06,5.559470642289347e-08,6.149835229572063e-18,0.0002562632432087989,2.832211063352223e-16,0.0001830293067830388,1.95920709370501e-12,7.137758381028187e-10,2.521087023468517e-13,2.0780139080483255e-15,1.0529947478109839e-06,4.055392429874806e-11,0.006588783034838976,0.00039807909222168544,5.060364045023047e-05,4.7810562175909364e-08,1.4416558538121198e-09,4.7878339364275465e-09,1.5037998987537408e-11,3.0853228921719444e-12,5.0079516538368146e-08,9.757377282049123e-06,6.579503474017385e-10,7.928145857829688e-07,7.984132787096438e-10,6.390872839785668e-11,2.507188280375694e-11,8.137212678400595e-07,2.166348842208568e-14,5.1634619339660354e-15,9.264271220800279e-13,1.4040321945558772e-10,1.1506355400760033e-17,7.948959351039086e-15
2.9254183926208357e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44525257182193073,0.11180067038709426,0.022616923587207814,0.0,2.924883425467182e-07,4.5690187348505495e-05,8.11207443581524e-06,5.5978217426906385e-08,6.224761951246866e-18,0.00025685840486033585,2.8656059438331603e-16,0.00018333137854600984,1.9732579544558015e-12,7.204205565685126e-10,2.5443518606580955e-13,2.098878718658135e-15,1.0578150976664827e-06,4.094077648041276e-11,0.00659437652726732,0.00039895656859708414,5.069219054344146e-05,4.8000415307287436e-08,1.4449744747488473e-09,4.798399939360982e-09,1.5163646334216802e-11,3.095152130642802e-12,5.0271101101247234e-08,9.777455379479386e-06,6.611475690100054e-10,7.975190792102882e-07,8.002559672725126e-10,6.451899985236357e-11,2.5256495314128088e-11,8.169525756373974e-07,2.180717537190109e-14,5.213632422642604e-15,9.370901794536512e-13,1.41400995994581e-10,1.1615945452682088e-17,8.022849832973428e-15
2.9322772673337553e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4452460111667845,0.11179442453582591,0.022616449774562467,0.0,2.950271229476473e-07,4.594303023864022e-05,8.171728259780561e-06,5.636344013161439e-08,6.300367983459876e-18,0.0002574535146089476,2.899313171998861e-16,0.00018363298081802527,1.9873755875495535e-12,7.271109141369147e-10,2.567757461479914e-13,2.1198948427550235e-15,1.0626452355099353e-06,4.133038786964119e-11,0.0065999466233755116,0.00039983372909660307,5.078047260351091e-05,4.819034762395428e-08,1.4482926645238121e-09,4.808964920589056e-09,1.5289953801789543e-11,3.10498272061579e-12,5.046238066744261e-08,9.797455363835653e-06,6.643488518271231e-10,8.022374177288447e-07,8.020984825979011e-10,6.513362861014635e-11,2.5441891570694653e-11,8.20187849931567e-07,2.195125217360884e-14,5.264141715953055e-15,9.478495427307442e-13,1.4240336747898742e-10,1.1726315742734479e-17,8.097246951373852e-15
2.939136142046675e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4452394744578646,0.1117882018580738,0.02261597597943196,0.0,2.975798935784539e-07,4.6196532846053145e-05,8.231635009942205e-06,5.675037787695156e-08,6.376657170165869e-18,0.0002580485723167604,2.9333348995656146e-16,0.00018393411426784824,2.0015601436521484e-12,7.338471091269443e-10,2.591304118545925e-13,2.1410629029229328e-15,1.0674851493856543e-06,4.172277145312501e-11,0.006605493420027103,0.00040071057379078526,5.086848823862224e-05,4.838035877733332e-08,1.451610422384732e-09,4.819528877823091e-09,1.5416922524211396e-11,3.1148145737350554e-12,5.0653352933663755e-08,9.817377207502288e-06,6.675541638072775e-10,8.06969576957411e-07,8.039408243859858e-10,6.575263520202481e-11,2.5628071601605087e-11,8.234270781275345e-07,2.2095717446628864e-14,5.314990925619908e-15,9.58705839433723e-13,1.4341034322940083e-10,1.183746993618716e-17,8.172152903487343e-15
2.9459950167595945e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44523296159708253,0.11178200225752456,0.022615502201774683,0.0,3.0014668007040773e-07,4.645069393942308e-05,8.291794694838163e-06,5.713903399937543e-08,6.453633361855365e-18,0.00025864357784590787,2.9676732876007595e-16,0.00018423477956386013,2.0158117733232228e-12,7.406293401669831e-10,2.6149921222918857e-13,2.162383521619126e-15,1.0723348273431094e-06,4.2117940246165246e-11,0.00661101701368424,0.0004015871027533754,5.095623905260818e-05,4.857044842798871e-08,1.4549277475794292e-09,4.8300918087772254e-09,1.5544553639913252e-11,3.124647589904271e-12,5.084401563510829e-08,9.837220886370344e-06,6.707634730650845e-10,8.117155324993873e-07,8.057829923360081e-10,6.637604020410858e-11,2.5815035423982355e-11,8.26670247653001e-07,2.224056987458066e-14,5.366181160826596e-15,9.696596995341242e-13,1.4442193255704812e-10,1.1949411706376025e-17,8.247569889985378e-15
2.952853891472514e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4452264724867472,0.11177582563826459,0.022615028441549216,0.0,3.027275079913589e-07,4.670551228986284e-05,8.352207319456032e-06,5.752941183186502e-08,6.531300415542328e-18,0.0002592385310585325,3.0023305065369367e-16,0.00018453497737406087,2.0301306270158116e-12,7.474578061940206e-10,2.6388217609769667e-13,2.183857321165107e-15,1.0771942574371917e-06,4.2515907292650634e-11,0.006616517500409335,0.00040246331606129875,5.1043726644805774e-05,4.876061624434557e-08,1.458244639355812e-09,4.840653711168297e-09,1.5672848276449272e-11,3.1344816685308995e-12,5.1034366545389457e-08,9.856986379814663e-06,6.739767478839462e-10,8.164752599452788e-07,8.076249861462854e-10,6.700386423776306e-11,2.6002783043994904e-11,8.299173459583787e-07,2.238580816481095e-14,5.4177135281629334e-15,9.807117554549586e-13,1.454381447637829e-10,1.2062144734696982e-17,8.323500114954471e-15
2.9597127661854337e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44522000702956355,0.11176967190477836,0.022614554698714366,0.0,3.0532240284686726e-07,4.696098667098755e-05,8.412872885256024e-06,5.7921514703918636e-08,6.60966219471327e-18,0.0002598334318167866,3.0373087361862823e-16,0.00018483470836606872,2.0445168550759983e-12,7.543327064528011e-10,2.662793320683482e-13,2.2054849237376167e-15,1.0820634277284735e-06,4.291668566503592e-11,0.006621994975866722,0.0004033392137946306,5.1130952609906295e-05,4.895086191031763e-08,1.4615610969618942e-09,4.851214582712649e-09,1.5801807559652785e-11,3.1443167269075066e-12,5.122440347611984e-08,9.876673670671239e-06,6.771939566692775e-10,8.21248734875132e-07,8.094668055142528e-10,6.763612796957494e-11,2.619131445692824e-11,8.331683605167649e-07,2.2531430938520132e-14,5.469589131752766e-15,9.918626420730459e-13,1.4645898914207883e-10,1.2175672710601644e-17,8.39994578588694e-15
2.9665716408983534e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4452135651286313,0.11176354096194684,0.022614080973229096,0.0,3.079313900813314e-07,4.7217115858981e-05,8.473791390194027e-06,5.83153459415519e-08,6.688722569291817e-18,0.00026042827998283346,3.0726101657545744e-16,0.00018513397320712004,2.058970607742564e-12,7.612542404949719e-10,2.6869070853167856e-13,2.227266951359675e-15,1.0869423262834642e-06,4.332028846432011e-11,0.006627449535324306,0.0004042147960365802,5.121791853782312e-05,4.914118511897589e-08,1.4648771196458186e-09,4.861774421128626e-09,1.5931432623323663e-11,3.154152668315233e-12,5.141412427654433e-08,9.896282745214525e-06,6.804150679867839e-10,8.260359328609301e-07,8.113084501364462e-10,6.827285211131816e-11,2.6380629647256646e-11,8.364232788239189e-07,2.2677436887718523e-14,5.5218090731595905e-15,1.0031129967213393e-12,1.4748447497502343e-10,1.2289999331589434e-17,8.47690911367146e-15
2.973430515611273e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44520714668744304,0.11175743271504578,0.022613607265052602,0.0,3.105544950790455e-07,4.747389863266041e-05,8.534962828744721e-06,5.871090886729557e-08,6.768485415639758e-18,0.00026102307541884883,3.10823699385532e-16,0.0001854327725640691,2.073492035146636e-12,7.682226081782346e-10,2.711163336605325e-13,2.2492040258916972e-15,1.091830941174863e-06,4.372672882002472e-11,0.006632881273655217,0.00040509006287347177,5.1304626013560396e-05,4.933158556881205e-08,1.4681927066558388e-09,4.8723332241376366e-09,1.6061724589784686e-11,3.1639893908179844e-12,5.1603526833549795e-08,9.915813593134137e-06,6.836400505857409e-10,8.30836829468945e-07,8.131499197084976e-10,6.891405741991918e-11,2.657072858871492e-11,8.396820883982366e-07,2.2823824757147782e-14,5.574374451285809e-15,1.0144634591912356e-12,1.485146115363115e-10,1.2405128303201184e-17,8.554392312583587e-15
