Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CH3X(55),C2H4(47),COX(50),O(29),CHOX(53),acetyl(44),C2H4X(215),C2H6X(52),C2H4X(70),CH4OX(63)
1.4665176751585184e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4427423518485937,0.10929430454531626,0.021822266679540785,0.0,4.199448722025624e-05,0.001029242663013285,0.00037227363898321,4.7573535435731585e-06,5.579481297511298e-15,0.0011279995850797862,5.82058541930913e-13,0.00036407727086287665,1.9806670724040625e-10,2.8446270812354523e-07,2.449367739943883e-11,6.066593658738732e-13,1.6988780884360535e-05,2.2354968948630106e-08,0.007851217117674631,0.0015597019179702635,0.000119116577873417,4.430252692143497e-07,6.123724812544304e-09,2.0208460246260836e-08,1.9640504377242797e-09,1.6430227551434618e-11,1.703210882076622e-07,1.4017142826420743e-05,8.785960039961675e-09,2.0208778404057943e-05,3.4948959467384243e-09,3.534999581121854e-08,1.153064498047938e-09,6.891533473913216e-06,6.848309014032722e-13,1.0508116291647055e-12,1.527361319204349e-09,1.291623548516385e-08,6.306985159912753e-15,3.1514062702352842e-12
1.4683334418506381e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44274103677013144,0.10929245887161353,0.02182106044027378,0.0,4.213734200362511e-05,0.0010313012339806472,0.0003731573132736193,4.771567409974113e-06,5.605036892222213e-15,0.0011290741164019836,5.850712951910113e-13,0.0003641370632931865,1.986753475390464e-10,2.856289289389241e-07,2.4556111909154745e-11,6.08836607841748e-13,1.701839107340514e-05,2.2455507485523614e-08,0.007851073189735481,0.0015610495399691361,0.00011918513864827617,4.436642338010203e-07,6.129219783748549e-09,2.0227416904106964e-08,1.97066295121925e-09,1.6447735481200162e-11,1.704321688663785e-07,1.4018172983243788e-05,8.802498048003642e-09,2.0249726965546526e-05,3.4982149076667123e-09,3.5509016877360236e-08,1.1557982292052617e-09,6.898408603898644e-06,6.86516929383376e-13,1.0543093640525974e-12,1.5351564825596762e-09,1.2955112504087965e-08,6.3353312006256276e-15,3.1643172169130146e-12
1.470149208542758e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44273972308965687,0.10929061327965163,0.021819854271726224,0.0,4.228048480957429e-05,0.0010333608849703837,0.0003740418153676011,4.785800751716729e-06,5.630675852229181e-15,0.0011301478125262756,5.880948419997702e-13,0.0003641966395426416,1.992848662994686e-10,2.867981557622668e-07,2.4618605951677525e-11,6.110184196250861e-13,1.704800249289796e-05,2.2556352406939827e-08,0.007850929144817458,0.001562395910687005,0.00011925364897538713,4.4430309692791425e-07,6.134709596036497e-09,2.0246358677718707e-08,1.9772885855007376e-09,1.646523601668729e-11,1.7054317981547264e-07,1.401920214712008e-05,8.819046636583935e-09,2.0290697320321485e-05,3.501531272107169e-09,3.566852268553791e-08,1.1585345119742532e-09,6.905273598796397e-06,6.882049835684146e-13,1.0578134105636854e-12,1.5429796480883937e-09,1.2994043349482762e-08,6.363763532510368e-15,3.1772614009826733e-12
1.4719649752348777e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4427384108050601,0.10928876776822367,0.02181864817389768,0.0,4.2423915779380175e-05,0.0010354216142645142,0.000374927144606116,4.8000535470828095e-06,5.6563983426311095e-15,0.0011312206738661457,5.911292006484861e-13,0.0003642560005346379,1.9989526264884944e-10,2.8797039090538705e-07,2.4681159468552095e-11,6.132048030727466e-13,1.7077615101654635e-05,2.265750414646889e-08,0.007850784984406223,0.0015637410306752694,0.00011932210895769124,4.4494185802914553e-07,6.1401942524609225e-09,2.0265285574432216e-08,1.9839273465423943e-09,1.6482729169869106e-11,1.7065412122645355e-07,1.4020230323602389e-05,8.835605796596159e-09,2.0331689433361216e-05,3.5048450413788218e-09,3.582851392204642e-08,1.1612733443110793e-09,6.912128465290977e-06,6.898950638256524e-13,1.0613237683568785e-12,1.5508308688009383e-09,1.3033027961904373e-08,6.392282277368887e-15,3.1902388478710537e-12
1.4737807419269975e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4427370999142472,0.10928692233613767,0.021817442146787668,0.0,4.2567635053933276e-05,0.0010374834201485493,0.00037581330033046906,4.814325774312131e-06,5.6822045286536044e-15,0.0011322927008360574,5.94174389399381e-13,0.00036431514718867475,2.0050653571244015e-10,2.8914563667208074e-07,2.4743772401452203e-11,6.153957600251401e-13,1.710722885859646e-05,2.2758963137245837e-08,0.00785064070997129,0.0015650849004853063,0.00011939051869777201,4.4558051654429e-07,6.1456737560784634e-09,2.028419760160294e-08,1.9905792402914504e-09,1.6500214944416525e-11,1.707649932780787e-07,1.4021257518221686e-05,8.85217551895267e-09,2.0372703269716968e-05,3.5081562168038073e-09,3.598899127246108e-08,1.1640147241730372e-09,6.918973210104983e-06,6.915871697648185e-13,1.0648404370671757e-12,1.5587101976809613e-09,1.3072066281791176e-08,6.420887556868124e-15,3.2032495829166995e-12
1.4755965086191172e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44273579041514105,0.10928507698221633,0.02181623619039566,0.0,4.271164277373864e-05,0.0010395463009114736,0.00037670028188231154,4.828617411602689e-06,5.708094575648724e-15,0.0011333638938514484,5.972304264854799e-13,0.0003643740804203728,2.011186846135773e-10,2.903238953581297e-07,2.4806444692180124e-11,6.175912923142407e-13,1.7136843722750103e-05,2.2860729811949582e-08,0.007850496322966248,0.001566427520668469,0.00011945887829786476,4.462190719163624e-07,6.15114810995191e-09,2.03030947665911e-08,1.99724427267066e-09,1.6517693342664488e-11,1.7087579615027018e-07,1.4022283736493314e-05,8.868755794581934e-09,2.0413738794512596e-05,3.5114647997067273e-09,3.6149955421636105e-08,1.1667586495185552e-09,6.92580783999881e-06,6.93281300924491e-13,1.0683634163117836e-12,1.5666176876851166e-09,1.3111158249464509e-08,6.449579492544969e-15,3.2162936313673305e-12
1.477412275311237e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4427344823056801,0.10928323170529697,0.021815030304721112,0.0,4.2855939078916167e-05,0.0010416102548457412,0.0003775880886036408,4.8429284371108855e-06,5.7340686490950306e-15,0.0011344342533287253,6.002973301105216e-13,0.00036443280114148706,2.0173170847369063e-10,2.915051692513032e-07,2.486917628266636e-11,6.197914017635941e-13,1.716645965324739e-05,2.2962804602802596e-08,0.007850351824828884,0.001567768891776096,0.00011952718785987542,4.4685752358386884e-07,6.156617317147837e-09,2.0321977076784126e-08,2.0039224495996034e-09,1.6535164375082595e-11,1.7098653001456773e-07,1.402330898392652e-05,8.885346614402916e-09,2.0454795972944367e-05,3.5147707914157373e-09,3.63114070537029e-08,1.1695051183072016e-09,6.932632361770407e-06,6.949774571276783e-13,1.0718927057123457e-12,1.5745533917429106e-09,1.3150303805129133e-08,6.478358205813983e-15,3.229371018384211e-12
1.4792280420033568e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4427331755838189,0.10928138650423126,0.021813824489763416,0.0,4.3000524109200824e-05,0.0010436752802472642,0.0003784767198368015,4.857258828951761e-06,5.760126914597628e-15,0.001135503779685258,6.033751184488412e-13,0.00036449131025992316,2.023456064123131e-10,2.926894606313623e-07,2.49319671149693e-11,6.219960901883302e-13,1.719607660932509e-05,2.3065187941569608e-08,0.007850207216981361,0.0015691090143595014,0.00011959544748535984,4.4749587099010523e-07,6.162081380737525e-09,2.0340844539582583e-08,2.010613776971973e-09,1.6552628046532802e-11,1.710971950474607e-07,1.4024333266011132e-05,8.901947969352951e-09,2.0495874770280775e-05,3.518074193261789e-09,3.647334685206902e-08,1.172254128499682e-09,6.939446782254991e-06,6.96675638008431e-13,1.0754283048688178e-12,1.5825173627565007e-09,1.3189502888873944e-08,6.507223817956033e-15,3.2424817690393918e-12
1.4810438086954765e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4427318702475279,0.10927954137788527,0.021812618745521952,0.0,4.3145398003943274e-05,0.0010457413754153986,0.00037936617492448555,4.871608565199237e-06,5.786269537887918e-15,0.0011365724733393696,6.064638096452544e-13,0.000364549608679755,2.0296037754709167e-10,2.9387677177006166e-07,2.4994817131274863e-11,6.242053593951728e-13,1.7225694550324574e-05,2.3167880259556658e-08,0.00785006250083041,0.0015704478889699747,0.00011966365727553491,4.4813411357941646e-07,6.167540303797044e-09,2.035969716240164e-08,2.0173182606647045e-09,1.6570084362588716e-11,1.7120779142440762e-07,1.4025356588223647e-05,8.918559850376458e-09,2.053697515186226e-05,3.521375006578728e-09,3.6635775499416524e-08,1.1750056780578406e-09,6.946251108324745e-06,6.983758432187256e-13,1.0789702133699312e-12,1.5905096536004953e-09,1.3228755440672612e-08,6.536176450122958e-15,3.2556259083161617e-12
1.4828595753875963e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.442730566294793,0.10927769632513896,0.021811413071996046,0.0,4.329056090211007e-05,0.0010478085386529394,0.00038025645320973383,4.8859776238863464e-06,5.81249668482363e-15,0.0011376403347103348,6.095634218149427e-13,0.000364607697301241,2.0357602099379713e-10,2.9506710493115416e-07,2.5057726273896194e-11,6.264192111824519e-13,1.725531343569162e-05,2.3270881987610293e-08,0.007849917677767491,0.001571785516158785,0.00011973181733128122,4.4877225079666527e-07,6.172994089406894e-09,2.037853495267439e-08,2.024035906538306e-09,1.6587533329753398e-11,1.7131831931947382e-07,1.4026378956027597e-05,8.935182248424219e-09,2.0578097083101024e-05,3.5246732327034253e-09,3.679869367770047e-08,1.1777597649446655e-09,6.9530453468885335e-06,7.000780724454221e-13,1.0825184307948584e-12,1.5985303171217616e-09,1.3268061400384232e-08,6.565216223337677e-15,3.2688034611096693e-12
1.486491108771836e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44272796253201147,0.10927400643603477,0.021809001937088037,0.0,4.358175426266571e-05,0.0010519460625645052,0.00038203947674683307,4.914773620508968e-06,5.865205213693218e-15,0.0011397735622846088,6.157954813858361e-13,0.0003647232487312566,2.0480992127677134e-10,2.974568463355417e-07,2.5183721707973042e-11,6.308606696497535e-13,1.731455387783146e-05,2.3477815394998563e-08,0.007849627716396598,0.0015744570304763636,0.00011986798864132856,4.5004820690237987e-07,6.183886260622075e-09,2.0416166065390757e-08,2.0375107081806282e-09,1.6622409241131683e-11,1.7153917036049425e-07,1.4028420850192134e-05,8.96845855943911e-09,2.066040545655603e-05,3.531261928737981e-09,3.7126001351251575e-08,1.1832755425619873e-09,6.966603589314857e-06,7.03488601605384e-13,1.0896337906696748e-12,1.6146569734433732e-09,1.3346833302414843e-08,6.623557676349401e-15,3.2952589063851065e-12
1.4895508070293665e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44272577304551686,0.1092708977896683,0.021806970688249654,0.0,4.382799374564324e-05,0.0010554353771027466,0.0003835442885535555,4.939095083700269e-06,5.909877978835831e-15,0.0011415683033989342,6.210802868366266e-13,0.00036481996163142516,2.0585222728351648e-10,2.994796929229691e-07,2.5290060479000485e-11,6.34617003130414e-13,1.736446866297194e-05,2.365312879991597e-08,0.00784938309374603,0.0015767040098901262,0.00011998256438132541,4.5112291395915624e-07,6.1930473859088466e-09,2.044782565417529e-08,2.0489046344388794e-09,1.665177069542728e-11,1.717250342909719e-07,1.4030138305495914e-05,8.996527627477897e-09,2.0729819836860493e-05,3.5368051228491964e-09,3.7403295923020934e-08,1.1879306443802514e-09,6.977995642067524e-06,7.06368376993032e-13,1.0956483227691065e-12,1.6283328310086275e-09,1.3413366758295938e-08,6.672984102749432e-15,3.3176525408124435e-12
1.492610505286897e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4427235874613739,0.1092677893379117,0.02180493964019555,0.0,4.407505567887098e-05,0.0010589277019431697,0.0003850514290778926,4.963471118583309e-06,5.9547929574863895e-15,0.0011433606868845694,6.263963418962589e-13,0.0003649160906473925,2.0689699835888179e-10,3.0151115025797865e-07,2.5396566374784827e-11,6.383863723087002e-13,1.7414385594088366e-05,2.382932647902433e-08,0.00784913818546332,0.001578947454621561,0.0001200970002311848,4.5219731448265916e-07,6.202193964718677e-09,2.0479443225889933e-08,2.060336011588254e-09,1.668111136341854e-11,1.7191070607500098e-07,1.4031853122932221e-05,9.024626438211812e-09,2.079929494934475e-05,3.5423409886034714e-09,3.768198954683071e-08,1.1925929238094425e-09,6.989359144949794e-06,7.092538950884988e-13,1.1016807628043868e-12,1.642089953857754e-09,1.3480051059892249e-08,6.7226595684320604e-15,3.3401413796811338e-12
1.4956702035444274e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4427214057703785,0.10926468107579644,0.021802908792921447,0.0,4.432294071622472e-05,0.0010624230290631855,0.0003865608951865994,4.987901618895846e-06,5.99995094686206e-15,0.0011451507147743386,6.317437323750737e-13,0.0003650116399781763,2.0794423021895334e-10,3.035512289415017e-07,2.5503239122947232e-11,6.421687855480938e-13,1.7464304480126158e-05,2.4006410480456485e-08,0.00784889299778228,0.0015811873673075739,0.00012021129666399725,4.5327140585441383e-07,6.2113260119184904e-09,2.051101881655136e-08,2.0718048671638874e-09,1.671043127410382e-11,1.7209618653563181e-07,1.4033565328241998e-05,9.052754948576704e-09,2.0868830630563226e-05,3.547869532479937e-09,3.7962085464530024e-08,1.1972623711361728e-09,7.0006941320487705e-06,7.121451542863977e-13,1.107731108422595e-12,1.6559285940288616e-09,1.3546885916205466e-08,6.772584648688086e-15,3.362725539559468e-12
1.4987299018019578e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44271922796344215,0.10926157299845818,0.021800878146422783,0.0,4.457164950850578e-05,0.0010659213504672948,0.0003880726837492795,5.01238647805932e-06,6.045352745194329e-15,0.0011469383891083364,6.371225438380359e-13,0.00036510661379296824,2.089939185652703e-10,3.0559993951014547e-07,2.5610078452115583e-11,6.459642511450426e-13,1.7514225130857592e-05,2.418438284858738e-08,0.007848647536823223,0.0015834237505848378,0.00012032545415022154,4.543451854657498e-07,6.220443542409791e-09,2.0542552462299925e-08,2.083311228560965e-09,1.673973045683926e-11,1.7228147649225824e-07,1.4035274947056317e-05,9.080913115572227e-09,2.093842671763584e-05,3.5533907609802292e-09,3.824358691202304e-08,1.2019389766563741e-09,7.012000637730971e-06,7.15042152986212e-13,1.1137993571787627e-12,1.6698490033252967e-09,1.3613871035350737e-08,6.822759917747826e-15,3.3854051363048446e-12
1.5017896000594882e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44271705403159045,0.10925846510113499,0.021798847700694672,0.0,4.482118270344567e-05,0.0010694226581869604,0.0003895867916383929,5.0369255891817025e-06,6.090999151728154e-15,0.0011487237119338519,6.425328616033789e-13,0.00036520101623133014,2.100460590849472e-10,3.076572924362373e-07,2.5717084091919977e-11,6.497727773291021e-13,1.756414735687868e-05,2.436324562402299e-08,0.007848401808594876,0.0015856566070897831,0.0001204394731577043,4.5541865071779225e-07,6.229546571128194e-09,2.0574044199398127e-08,2.0948551230348518e-09,1.676900894127653e-11,1.724665767606931e-07,1.40369820048968e-05,9.109100896261842e-09,2.100808304824529e-05,3.5589046806282234e-09,3.8526497119251505e-08,1.2066227306753236e-09,7.0232786966388915e-06,7.179448895906573e-13,1.1198855065362063e-12,1.6838514333132983e-09,1.3681006124564571e-08,6.873185948778011e-15,3.408180285064254e-12
1.5048492983170186e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.442714883965961,0.1092553573791652,0.021796817455731966,0.0,4.5071540945711194e-05,0.0010729269442804677,0.0003911032157292642,5.061518845060568e-06,6.1368909667209845e-15,0.0011505066853052803,6.479747707411285e-13,0.0003652948514034099,2.1110064745080655e-10,3.0972329812787455e-07,2.5824255772988742e-11,6.535943722630858e-13,1.761407096960572e-05,2.4543000843588362e-08,0.007848155818996522,0.0015878859394585845,0.00012055335415169989,4.564917990218091e-07,6.2386351130428854e-09,2.06054940642291e-08,2.1064365777008892e-09,1.6798266756674355e-11,1.7265148815388212e-07,1.403868652717539e-05,9.137318247773459e-09,2.1077799460634027e-05,3.56441129796975e-09,3.8810819310175704e-08,1.2113136235076633e-09,7.034528343687294e-06,7.208533624812023e-13,1.1259895538659256e-12,1.69793613531945e-09,1.3748290890213448e-08,6.923863313877875e-15,3.431051100274848e-12
1.507908996574549e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44271271775780124,0.10925224982798584,0.02179478741152921,0.0,4.532272487690845e-05,0.0010764342008328126,0.0003926219529000906,5.086166138185551e-06,6.1830289914419975e-15,0.0011522873112840544,6.534483560719411e-13,0.00036538812339010924,2.121576793214821e-10,3.1179796692896423e-07,2.5931593226943628e-11,6.574290440431891e-13,1.766399578127265e-05,2.472365054031819e-08,0.007847909573819603,0.001590111750327158,0.00012066709759488785,4.575646277988529e-07,6.247709183156294e-09,2.0636902093295613e-08,2.118055619535002e-09,1.6827503932412276e-11,1.72836211481409e-07,1.4040388539195286e-05,9.165565127298697e-09,2.1147575793602003e-05,3.5699106195723956e-09,3.9096556702759586e-08,1.2160116454774243e-09,7.045749614060278e-06,7.237675700357806e-13,1.1321114964479154e-12,1.7121033604286659e-09,1.3815725037800631e-08,6.9747925840770085e-15,3.454017695664437e-12
1.5109686948320794e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4427105553984664,0.10924914244313028,0.021792757568080648,0.0,4.557473513558944e-05,0.0010799444199555267,0.0003941430000319519,5.1108673607422895e-06,6.229414028170848e-15,0.001154065591938539,6.589537021652315e-13,0.0003654808362433573,2.1321715034159262e-10,3.138813091192891e-07,2.603909618639497e-11,6.61276800699185e-13,1.7713921604926632e-05,2.490519674344167e-08,0.007847663078750362,0.0015923340423311424,0.00012078070394740005,4.586371344795787e-07,6.256768796503484e-09,2.0668268323218127e-08,2.129712275374211e-09,1.685672049834086e-11,1.730207475491739e-07,1.4042088066151914e-05,9.193841492092592e-09,2.1217411886502837e-05,3.5754026520251477e-09,3.9383712508946765e-08,1.220716786918054e-09,7.056942543206576e-06,7.266875106418305e-13,1.138251331471961e-12,1.726353359480949e-09,1.388330827197718e-08,7.0259743293314176e-15,3.477080184252212e-12
1.5140283930896098e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44270839687941793,0.10924603522022644,0.02179072792538028,0.0,4.582757235725609e-05,0.0010834575937865671,0.00039566635400881714,5.135622404614814e-06,6.2760468801968954e-15,0.0011558415293439579,6.644908933380471e-13,0.00036557299398627446,2.1427905614184452e-10,3.159733349145495e-07,2.6146764384937246e-11,6.651376501945443e-13,1.7763848254425433e-05,2.508764147837339e-08,0.007847416339371362,0.0015945528181058946,0.0001208941736668356,4.5970931650457915e-07,6.265813968151738e-09,2.069959279073348e-08,2.1414065719163092e-09,1.6885916484058844e-11,1.7320509716012512e-07,1.4043785133132591e-05,9.222147299474225e-09,2.128730757924157e-05,3.580887401938179e-09,3.967228993464611e-08,1.2254290381724402e-09,7.068107166836717e-06,7.296131826711904e-13,1.1444090560370465e-12,1.7406863830694306e-09,1.3951040296548594e-08,7.077409118520413e-15,3.5002386783492144e-12
1.5170880913471402e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4427062421922208,0.10924292815499498,0.02178869848342176,0.0,4.6081237174365666e-05,0.001086973714490168,0.00039719201171755454,5.160431161388894e-06,6.32292835181811e-15,0.0011576151255823092,6.700600136534891e-13,0.00036566460061340274,2.1534339233917956e-10,3.1807405446642005e-07,2.6254597557146972e-11,6.690116004266056e-13,1.7813775544433714e-05,2.527098676670067e-08,0.007847169361163668,0.0015967680802864783,0.00012100750720828233,4.607811713243554e-07,6.274844713200038e-09,2.073087553269356e-08,2.153138535720198e-09,1.6915091918789474e-11,1.7338926111441622e-07,1.4045479765116912e-05,9.250482506826526e-09,2.135726271227149e-05,3.5863648759425457e-09,3.99622921797116e-08,1.230148389592932e-09,7.079243520919069e-06,7.325445844743264e-13,1.1505846671519153e-12,1.7551026815376293e-09,1.4018920814484173e-08,7.129097519443019e-15,3.5234932895590507e-12
1.5201477896046706e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44270409132854277,0.10923982124324783,0.02178666924219852,0.0,4.633573021633456e-05,0.0010904927742567462,0.00039871997004793614,5.185293522354186e-06,6.37005924834037e-15,0.0011593863827423024,6.756611469197144e-13,0.00036575566009085177,2.164101545368613e-10,3.20183477862591e-07,2.6362595438576452e-11,6.728986592266842e-13,1.7863703290420656e-05,2.5455234626175463e-08,0.007846922149508152,0.0015989798315076556,0.00012112070502433372,4.618526963985518e-07,6.2838610467788336e-09,2.076211658606445e-08,2.1649081932069475e-09,1.6944246832791663e-11,1.7357324020801045e-07,1.4047171986978517e-05,9.278847071594849e-09,2.1427277126592107e-05,3.5918350806900373e-09,4.025372243792957e-08,1.2348748315413538e-09,7.090351641677336e-06,7.354817144306126e-13,1.1567781617373009e-12,1.7696025049777049e-09,1.4086949527922965e-08,7.181040098816887e-15,3.546844128778329e-12
1.523207487862201e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4427019442801519,0.10923671448088627,0.021784640201703658,0.0,4.659105210954397e-05,0.0010940147653027417,0.0004002502258926482,5.210209378507725e-06,6.417440376076338e-15,0.001161155302919263,6.81294376688302e-13,0.0003658461763565369,2.1747933832462721e-10,3.2230161512682905e-07,2.6470757765750194e-11,6.767988343602498e-13,1.791363130865609e-05,2.564038707070124e-08,0.0078466747096877,0.001601188074403878,0.00012123376756510994,4.629238891964752e-07,6.29286298404942e-09,2.079331598792417e-08,2.176715570659285e-09,1.697338125648993e-11,1.7375703523355105e-07,1.4048861823484773e-05,9.307240951288223e-09,2.1497350663745827e-05,3.5972980228528395e-09,4.054658389699806e-08,1.2396083543890436e-09,7.101431565586454e-06,7.384245709203863e-13,1.1629895366246913e-12,1.78418610322761e-09,1.4155126138183526e-08,7.23323742227394e-15,3.570291306197294e-12
1.5262671861197314e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4426998010389148,0.10923360786389931,0.02178261136193003,0.0,4.684720347734405e-05,0.001097539679870514,0.00040178277614729666,5.235178620556324e-06,6.465072542344604e-15,0.00116292188821507,6.869597862531352e-13,0.0003659361533203441,2.1855093927879204e-10,3.2442847621902454e-07,2.657908427615798e-11,6.80712133527052e-13,1.7963559416207863e-05,2.5826446110324078e-08,0.007846427046888689,0.0016033928116092745,0.00012134669527827164,4.639947471980376e-07,6.3018505402034455e-09,2.0824473775461774e-08,2.1885606942207115e-09,1.7002495218330066e-11,1.7394064698254093e-07,1.4050549299295104e-05,9.335664103480722e-09,2.1567483165815725e-05,3.6027537091233014e-09,4.0840879738512396e-08,1.2443489485168654e-09,7.1124833293698e-06,7.413731522462918e-13,1.1692187885544835e-12,1.7988537258691313e-09,1.4223450345770619e-08,7.285690054356148e-15,3.593834931300463e-12
1.5293268843772618e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4426976615967953,0.1092305013883617,0.021780582722870177,0.0,4.7104184940059837e-05,0.0011010675102281822,0.0004033176177104174,5.260201138920159e-06,6.5129565554685e-15,0.0011646861407380539,6.926574586487408e-13,0.0003660255948643712,2.1962495296240446e-10,3.2656407103525677e-07,2.6687574708252648e-11,6.846385643613014e-13,1.8013487430937828e-05,2.6013413751219375e-08,0.007846179166203157,0.001605594045757644,0.00012145948860904713,4.65065267891898e-07,6.3108237304626105e-09,2.085558998597661e-08,2.200443589898193e-09,1.703158874811567e-11,1.7412407624206726e-07,1.405223443896476e-05,9.364116485807701e-09,2.1637674475422155e-05,3.6082021462136865e-09,4.113661313794423e-08,1.2490966043152192e-09,7.123506969995031e-06,7.443274567478249e-13,1.1754659141814153e-12,1.8136056222249895e-09,1.429192185038517e-08,7.338398558514625e-15,3.617475112867437e-12
1.5323865826347922e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.442695525945852,0.1092273950504326,0.021778554284516412,0.0,4.736199711499517e-05,0.0011045982486695225,0.0004048547474834818,5.2852768237350776e-06,6.561093224775357e-15,0.0011664480626029376,6.983874766492237e-13,0.0003661145048430863,2.2070137492534496e-10,3.287084094078405e-07,2.6796228801444314e-11,6.88578134431793e-13,1.8063415171499328e-05,2.6201291995683134e-08,0.00784593107263019,0.001607791779482448,0.00012157214800025129,4.6613544877480975e-07,6.319782570078385e-09,2.088666465687628e-08,2.2123642835626194e-09,1.7060661878775574e-11,1.7430732379297671e-07,1.40539172669471e-05,9.392598055965592e-09,2.170792443572057e-05,3.6136433408559817e-09,4.143378726462814e-08,1.2538513121840788e-09,7.134502524671407e-06,7.472874828726144e-13,1.1817309100758385e-12,1.82844204135696e-09,1.436054035093074e-08,7.391363497108629e-15,3.641211958973207e-12
1.5354462808923226e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44269339407823693,0.1092242888463536,0.02177652604686071,0.0,4.7620640616438465e-05,0.0011081318875138164,0.00040639416237090543,5.310405564856018e-06,6.609483360595313e-15,0.0011682076559307432,7.041499227666932e-13,0.00036620288708355694,2.217802007044737e-10,3.3086150110539147e-07,2.6905046296098096e-11,6.925308512420826e-13,1.8113342457333386e-05,2.6390082842119617e-08,0.007845682771077936,0.0016099860154167938,0.00012168467389229385,4.6720528735562786e-07,6.3287270743309765e-09,2.091769782567387e-08,2.224322800944324e-09,1.7089714638456527e-11,1.7449039041779345e-07,1.4055597807586194e-05,9.421108771719054e-09,2.1778232890398363e-05,3.6190772998014877e-09,4.173240528174162e-08,1.258613062533036e-09,7.1454700308458746e-06,7.502532288972415e-13,1.1880137727136922e-12,1.8433632320631126e-09,1.4429305545523044e-08,7.444585431395601e-15,3.66504557698893e-12
1.538505979149853e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4426912659861942,0.1092211827724475,0.021774498009894838,0.0,4.788011605566664e-05,0.0011116684191057535,0.0004079358592800545,5.335587251859267e-06,6.6581277742603786e-15,0.001169964922848731,7.099448792502372e-13,0.00036629074538560227,2.2286142582372678e-10,3.3302335583287383e-07,2.701402693352774e-11,6.964967222306064e-13,1.816326910866621e-05,2.65797882850333e-08,0.007845434266364885,0.0016121767561934318,0.00012179706672319931,4.682747811534682e-07,6.337657258529217e-09,2.094868952998964e-08,2.236319167636442e-09,1.7118747052911466e-11,1.746732768985184e-07,1.405727608511951e-05,9.449648590895583e-09,2.1848599683672747e-05,3.6245040298206755e-09,4.2032470346291977e-08,1.263381845781261e-09,7.156409526200487e-06,7.532246929931981e-13,1.1943144984830065e-12,1.858369442875997e-09,1.4498217131496232e-08,7.49806492153104e-15,3.688976073582898e-12
1.5415656774073835e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4426891416620577,0.10921807682511642,0.021772470173610226,0.0,4.814042404095072e-05,0.0011152078358152796,0.00040947983512125354,5.360821774045852e-06,6.707027278103454e-15,0.0011717198654903093,7.15772428084364e-13,0.0003663780835220214,2.2394504579426372e-10,3.3519398323166713e-07,2.712317045599258e-11,7.004757547708588e-13,1.821319494650544e-05,2.6770410315016102e-08,0.007845185563221852,0.0016143640044447495,0.00012190932692864778,4.69343927691047e-07,6.346573138010876e-09,2.09796398075498e-08,2.2483534091018494e-09,1.7147759159334246e-11,1.7485598400268328e-07,1.4058952123692256e-05,9.478217471375313e-09,2.1919024660287543e-05,3.629923537703101e-09,4.2333985609097116e-08,1.2681576523575325e-09,7.167321048648517e-06,7.562018737301387e-13,1.2006330837004085e-12,1.8734609220598975e-09,1.4567274805412382e-08,7.551802526576295e-15,3.713003554720943e-12
