Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),C4H6(54),C4H5X(365),C4H5X(364),C2H6(343),C6H8(56),C6H7X(481),C6H8(455),C6H7X(480),C6H7X(479),C6H7X(636),C6H7X(635),C6H7X(634),C6H9X(441),C8H10(458),SX(1061),SX(1060),SX(1059),SX(1058),SX(1056),SX(1055),SX(931),C8H10(459),SX(1750),SX(1922)
1.3326754137631827e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.22585696068580868,0.64584771658777851,2.3225536703464565e-12,0.0,7.0261981208769156e-12,9.8459903889947391e-34,0.0,0.0,0.0,0.0,0.0,0.035708314409872287,0.00045041794004259091,0.00040709530559906928,4.5138568300253009e-08,0.011062615133221407,1.629093958310785e-06,8.2071281883290915e-08,2.5847595738748482e-11,8.9074078556105666e-06,1.2977067090856316e-05,2.2091572189175824e-05,2.8049939750496195e-09,2.5112833855435045e-09,0.00020909074473412478,1.4998727681081577e-15,7.3459326054162274e-09,1.1567248889673632e-12,1.1567248894931995e-12,1.1567248894931625e-12,1.9899791170481653e-07,7.065162779195773e-10,1.0808895391807815e-07,5.3583887551895358e-16,5.0601099286059586e-10,2.9198030407926713e-14,1.5934209245807654e-13
1.3354866886488398e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.22583007524023177,0.64583402031822257,2.32982183542564e-12,0.0,7.0390824950338315e-12,9.8528776658441533e-34,0.0,0.0,0.0,0.0,0.0,0.03572903595425507,0.00045004008038215744,0.00040733996666558698,4.5128758285301067e-08,0.011068660928369443,1.6334673842371376e-06,8.2156893015562571e-08,2.5853395767419843e-11,8.9074577714499965e-06,1.3008599540246045e-05,2.2108822179765902e-05,2.8027157772604211e-09,2.5093959866804433e-09,0.000209537425274619,1.5006606366071312e-15,7.3480779509476238e-09,1.1561163462053094e-12,1.1561163467305168e-12,1.1561163467305436e-12,1.9931900960656944e-07,7.0655368444381852e-10,1.0828450314435442e-07,5.3697220052104946e-16,5.0716041407427893e-10,2.9254276223203045e-14,1.5957342620038682e-13
1.3411092384201538e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2257764366969241,0.64580669315119166,2.3443797895160327e-12,0.0,7.0648379757747537e-12,9.8666235765109122e-34,0.0,0.0,0.0,0.0,0.0,0.035770378354219992,0.00044928756226086887,0.00040783008145730583,4.5109405026113758e-08,0.011080718089082146,1.6422212443551475e-06,8.2327886763286738e-08,2.5864970759179139e-11,8.9075529710211282e-06,1.3071738359442086e-05,2.2143136664456916e-05,2.798177214605717e-09,2.5056352057969472e-09,0.00021043046668643055,1.5022317536856974e-15,7.3523960670988853e-09,1.1549099054560665e-12,1.1549099059801438e-12,1.1549099059801383e-12,1.9996125800340183e-07,7.06631824809776e-10,1.0867583052463059e-07,5.3923794028971719e-16,5.0945919643681495e-10,2.9366685953254415e-14,1.6003540636373801e-13
1.346731788191468e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.22572297354530335,0.64577945262763781,2.3589665116491127e-12,0.0,7.090575820808038e-12,9.8803315183171084e-34,0.0,0.0,0.0,0.0,0.0,0.035811587316279397,0.00044853927767303368,0.00040832123635904281,4.5090402996142786e-08,0.011092729635333275,1.6509844216263456e-06,8.2498572767539884e-08,2.5876511057441035e-11,8.9076420641925994e-06,1.3134975201555795e-05,2.2177205002364735e-05,2.7936622497978304e-09,2.5018929789655374e-09,0.00021132308259109398,1.5037967504097327e-15,7.3567502824121665e-09,1.1537174899443456e-12,1.1537174904672811e-12,1.1537174904672732e-12,2.0060357981272882e-07,7.0671434485240343e-10,1.0906746453321351e-07,5.4150246870410385e-16,5.11757899160712e-10,2.9478986890087818e-14,1.6049647494386656e-13
1.352354337962782e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.22566968451165587,0.64575229813049684,2.3735819255983823e-12,0.0,7.116296094961855e-12,9.894001755284569e-34,0.0,0.0,0.0,0.0,0.0,0.03585266380731552,0.00044779518544537462,0.00040881341156526771,4.5071746922655466e-08,0.011104695913500237,1.6597568836205865e-06,8.2668947445844769e-08,2.5888015174236845e-11,8.9077251334443838e-06,1.3198309424194676e-05,2.2211028602708406e-05,2.7891706699990898e-09,2.4981691458558222e-09,0.00021221527384911301,1.5053556737338422e-15,7.3611400441632652e-09,1.1525389014564209e-12,1.152538901978219e-12,1.1525389019782172e-12,2.0124597892746614e-07,7.0680117752164473e-10,1.0945940681487173e-07,5.4376578850811723e-16,5.140565227783152e-10,2.9591179518951584e-14,1.6095663770008212e-13
1.3579768877340961e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.22561656833671087,0.64572522904957075,2.388225955605544e-12,0.0,7.1419988625669796e-12,9.9076345482572643e-34,0.0,0.0,0.0,0.0,0.0,0.035893608783265654,0.000447055244973444,0.00040930658762512186,4.5053431628520114e-08,0.011116617265902842,1.6685385981458417e-06,8.2839007308231376e-08,2.5899481665391565e-11,8.9078022598960053e-06,1.3261740388121372e-05,2.2244608864493731e-05,2.7847022651013956e-09,2.4944635481146291e-09,0.00021310704131913199,1.5069085700595976e-15,7.3655648090806662e-09,1.1513739452989319e-12,1.1513739458196017e-12,1.1513739458196083e-12,2.0188845918118414e-07,7.068922569400161e-10,1.0985165898643678e-07,5.4602790243672557e-16,5.1635506781627402e-10,2.9703264320920968e-14,1.6141590032980284e-13
1.3635994375054102e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2255636237754175,0.64569824478142646,2.402898526375761e-12,0.0,7.1676841874631024e-12,9.921230155204406e-34,0.0,0.0,0.0,0.0,0.0,0.035934423189290451,0.00044631941621145596,0.00040980074543494488,4.5035452030129264e-08,0.011128494030867651,1.677329533245494e-06,8.3008748955112933e-08,2.5910909129375131e-11,8.9078735233343422e-06,1.332526745723832e-05,2.2277947176622366e-05,2.7802568276808058e-09,2.4907760293345173e-09,0.00021399838585790476,1.5084554852443466e-15,7.3700240431510167e-09,1.1502224302227096e-12,1.150222430742274e-12,1.1502224307422722e-12,2.0253102434913905e-07,7.0698751837814281e-10,1.1024422263729655e-07,5.4828881321592726e-16,5.1865353479560666e-10,2.9815241772950481e-14,1.6187426846948713e-13
1.3692219872767242e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.22551084959672638,0.64567134472929122,2.4175995630730583e-12,0.0,7.1933521330041658e-12,9.9347888313348888e-34,0.0,0.0,0.0,0.0,0.0,0.035975107959939245,0.00044558765966233236,0.00041029586623095977,4.5017803135346911e-08,0.011140326542791144,1.6861296571956679e-06,8.3178169075304786e-08,2.5922296206201199e-11,8.9079390022407188e-06,1.3388889998572444e-05,2.2311044917999391e-05,2.7758341529534997e-09,2.4871064350229026e-09,0.00021488930832026505,1.5099964646098445e-15,7.3745172214249844e-09,1.1490841683480532e-12,1.1490841688665149e-12,1.1490841688665155e-12,2.0317367814928295e-07,7.0708689823074373e-10,1.1063709932987889e-07,5.5054852356272059e-16,5.2095192423177941e-10,2.9927112347926188e-14,1.6233174769553969e-13
1.3748445370480383e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.22545824458337541,0.64564452830295505,2.4323289913157731e-12,0.0,7.2190027620643143e-12,9.9483108290274874e-34,0.0,0.0,0.0,0.0,0.0,0.036015664019312013,0.00044485993636797332,0.00041079193158214105,4.5000480041530409e-08,0.011152115132201547,1.6949389385026055e-06,8.3347264444056841e-08,2.5933641576359372e-11,8.9079987738173823e-06,1.3452607382259887e-05,2.2343903457639185e-05,2.7714340387321848e-09,2.4834546125717734e-09,0.0002157798095590975,1.5115315529507171e-15,7.3790438278289765e-09,1.1479589750919008e-12,1.1479589756092723e-12,1.1479589756092715e-12,2.0381642424325339e-07,7.0719033399291325e-10,1.1103029060012466e-07,5.528070361850763e-16,5.2325023663478211e-10,3.003887651471704e-14,1.6278834352521991e-13
1.3804670868193524e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.22540580753167977,0.64561779491867066,2.4470867371720386e-12,0.0,7.2446361370432859e-12,9.9617963979106374e-34,0.0,0.0,0.0,0.0,0.0,0.036056092281218401,0.00044413620789973376,0.00041128892338327267,4.498347793358905e-08,0.011163860125819526,1.7037573459000812e-06,8.3516031921075311e-08,2.59449439597483e-11,8.9080529140133369e-06,1.3516418981530777e-05,2.2376524154769783e-05,2.767056285383744e-09,2.4798204112280065e-09,0.0002166698904253111,1.5130607945427534e-15,7.38360335498423e-09,1.1468466690974054e-12,1.1468466696136947e-12,1.1468466696136959e-12,2.0445926623734118e-07,7.0729776423696455e-10,1.114237979579513e-07,5.5506435378191445e-16,5.2554847250919368e-10,3.0150534738224928e-14,1.6324406141750941e-13
1.3860896365906665e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.22535353725132565,0.64559114399905826,2.4618727271553098e-12,0.0,7.2702523198720042e-12,9.9752457849141701e-34,0.0,0.0,0.0,0.0,0.0,0.036096393649333577,0.00044341643634910759,0.00041178682384818339,4.4966792082103997e-08,0.011175561846617593,1.7125848483468522e-06,8.3684468448591932e-08,2.595620211464326e-11,8.9081014975495229e-06,1.3580324172694063e-05,2.2408908358935544e-05,2.7627006957874551e-09,2.4762036820642218e-09,0.00021755955176781252,1.5145842331510306e-15,7.3881953040308651e-09,1.1457470721653304e-12,1.1457470726805502e-12,1.1457470726805494e-12,2.0510220768343893e-07,7.0740912859003352e-10,1.1181762288770606e-07,5.5732047904308112e-16,5.2784663235424192e-10,3.02620874794333e-14,1.6369890677397472e-13
1.3917121863619806e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.22530143256516816,0.64556457497301101,2.4766868882199737e-12,0.0,7.2958513720178865e-12,9.9886592342918009e-34,0.0,0.0,0.0,0.0,0.0,0.036136569017351031,0.00044270058431861555,0.00041228561550314213,4.4950417841486403e-08,0.01118722061387839,1.7214214150241544e-06,8.3852571049515371e-08,2.5967414836699434e-11,8.9081445979433823e-06,1.3644322335122319e-05,2.2441057410098408e-05,2.7583670752942515e-09,2.4726042779502224e-09,0.00021844879443348161,1.5161019120378878e-15,7.3928191844550146e-09,1.1446600091870428e-12,1.1446600097012006e-12,1.144660009701201e-12,2.0574525207996934e-07,7.0752436771233894e-10,1.1221176684861035e-07,5.5957541464933008e-16,5.3014471666386988e-10,3.0373535195455892e-14,1.6415288493960818e-13
1.3973347361332946e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.22524949230903335,0.6455380872756018,2.4915291477570298e-12,0.0,7.3214333544902584e-12,1.0002036987667941e-33,0.0,0.0,0.0,0.0,0.0,0.036176619269132626,0.00044198861491288508,0.00041278528118040859,4.4934350648189127e-08,0.011198836743251773,1.7302670153332324e-06,8.4020336825645983e-08,2.5978580957992972e-11,8.9081822875328671e-06,1.3708412851236652e-05,2.2472972638737493e-05,2.7540552316866237e-09,2.469022053524962e-09,0.00021933761926714733,1.5176138739707246e-15,7.3974745139193006e-09,1.1435853080789924e-12,1.1435853085920992e-12,1.1435853085920984e-12,2.0638840287279472e-07,7.0764342327591262e-10,1.1260623127519488e-07,5.6182916327230267e-16,5.3244272592680099e-10,3.0484878339584329e-14,1.646060012036598e-13
1.4029572859046087e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.22519771533152366,0.64551168034799267,2.5063994335898227e-12,0.0,7.3469983278455134e-12,1.0015379284077934e-33,0.0,0.0,0.0,0.0,0.0,0.036216545278855594,0.00044128049172992588,0.0004132858040119428,4.4918586018957207e-08,0.011210410546810868,1.7391216188929054e-06,8.4187762955925183e-08,2.5989699346081708e-11,8.9082146374998191e-06,1.377259510649161e-05,2.2504655365947322e-05,2.74976497513945e-09,2.4654568651690562e-09,0.00022022602711156542,1.5191201612296688e-15,7.4021608180977248e-09,1.1425227997189376e-12,1.1425228002310022e-12,1.1425228002310026e-12,2.0703166345610778e-07,7.0776623794375248e-10,1.1300101757772576e-07,5.6408172757451597e-16,5.3474066062660544e-10,3.0596117361335215e-14,1.6505826080044834e-13
1.4085798356759228e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.22514610049382711,0.6454853536373456,2.5212976739698294e-12,0.0,7.3725463521923219e-12,1.0028686360002921e-33,0.0,0.0,0.0,0.0,0.0,0.03625634791115695,0.00044057617885258604,0.00041378716742326865,4.4903119549127976e-08,0.011221942333106938,1.7479851955371726e-06,8.4354846694718041e-08,2.6000768903091263e-11,8.9082417178928669e-06,1.3836868489360179e-05,2.2536106903534608e-05,2.7454961181814783e-09,2.461908570977808e-09,0.00022111401880739646,1.5206208156150755e-15,7.4068776305150407e-09,1.1414723178838132e-12,1.141472318394846e-12,1.1414723183948456e-12,2.0767503717330444e-07,7.078927553494867e-10,1.1339612714262173e-07,5.6633311020934683e-16,5.370385212417637e-10,3.0707252706496303e-14,1.6550966891016103e-13
1.4142023854472369e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.22509464666953005,0.64545910659673489,2.5362237975725053e-12,0.0,7.3980774871966449e-12,1.004195844940876e-33,0.0,0.0,0.0,0.0,0.0,0.036296028021275066,0.00043987564084019292,0.00041428935512748664,4.4887946910968781e-08,0.011233432407223269,1.7568577153128515e-06,8.452158537013983e-08,2.6011788564823968e-11,8.9082635976496945e-06,1.3901232391318765e-05,2.2567328554113518e-05,2.74124847565767e-09,2.458377030734733e-09,0.00022200159519318558,1.5221158784548953e-15,7.4116244923900234e-09,1.1404336991891897e-12,1.1404336996991986e-12,1.1404336996991992e-12,2.0831852731783858e-07,7.0802292007758683e-10,1.1379156133286301e-07,5.685833138210215e-16,5.3933630824572531e-10,3.0818284817171648e-14,1.6596023065963312e-13
1.419824935218551e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.22504335274443377,0.64543293868506091,2.5511777334931843e-12,0.0,7.4235917920868131e-12,1.0055195783782856e-33,0.0,0.0,0.0,0.0,0.0,0.036335586455188626,0.00043917884272037035,0.00041479235111942849,4.4873063852060787e-08,0.011244881070827977,1.7657391484772561e-06,8.4687976382432056e-08,2.6022757299898224e-11,8.9082803446188539e-06,1.3965686206832302e-05,2.259832161119966e-05,2.7370218646921871e-09,2.4548621058856078e-09,0.00022288875710534258,1.5236053906118927e-15,7.4164009524822429e-09,1.1394067830301561e-12,1.1394067835391511e-12,1.1394067835391509e-12,2.0896213713405978e-07,7.0815667764408886e-10,1.1418732148839188e-07,5.7083234104460746e-16,5.4163402210697154e-10,3.092921413182653e-14,1.6640995112311946e-13
1.425447484989865e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.22499221761637403,0.64540684936696591,2.5661594112430354e-12,0.0,7.4490893256583575e-12,1.0068398592169558e-33,0.0,0.0,0.0,0.0,0.0,0.036375024049752992,0.00043848574998102673,0.00041529613966995264,4.485846619371795e-08,0.011256288622225795,1.774629465495903e-06,8.4854017202382345e-08,2.6033674108909725e-11,8.9082920255810122e-06,1.4030229333339324e-05,2.2629087359302609e-05,2.7328161046521801e-09,2.4513636595129725e-09,0.00022377550537812355,1.525089392490725e-15,7.4212065669422914e-09,1.1383914115236611e-12,1.1383914120316512e-12,1.1383914120316514e-12,2.0960586981803354e-07,7.0829397447774997e-10,1.1458340892650512e-07,5.7308019450600426e-16,5.4393166328907728e-10,3.1040041085331297e-14,1.6685883532304591e-13
1.4310700347611791e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.22494124019504455,0.6453808381127516,2.5811687607450803e-12,0.0,7.4745701462789662e-12,1.0081567101205835e-33,0.0,0.0,0.0,0.0,0.0,0.036414341632833969,0.00043779632856251423,0.00041580070532037309,4.4844149829449958e-08,0.011267655356408885,1.783528637040255e-06,8.5019705369780722e-08,2.60445380236179e-11,8.9082987062697411e-06,1.4094861171237159e-05,2.2659627074017123e-05,2.7286310171122173e-09,2.4478815563111475e-09,0.00022466184084361275,1.5265679240448845e-15,7.4260408991656622e-09,1.1373874294522665e-12,1.1373874299592608e-12,1.1373874299592602e-12,2.102497285183459e-07,7.0843475790163532e-10,1.1497982494223832e-07,5.7532687682193815e-16,5.4622923225076948e-10,3.1150766109004812e-14,1.6730688823075318e-13
1.4366925845324932e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.22489041940182308,0.64535490439829635,2.5962057123302537e-12,0.0,7.5000343118931354e-12,1.0094701535155993e-33,0.0,0.0,0.0,0.0,0.0,0.036453540023439195,0.00043711054484994727,0.00041630603287702377,4.4830110723457855e-08,0.011278981565106672,1.7924366339854991e-06,8.5185038491912978e-08,2.6055348106150923e-11,8.9083004513917849e-06,1.4159581123867131e-05,2.2689942022113062e-05,2.7244664258194464e-09,2.4444156625616669e-09,0.00022554776433170626,1.5280410247835144e-15,7.4309035196501357e-09,1.1363946842093102e-12,1.1363946847153169e-12,1.1363946847153173e-12,2.108937163368913e-07,7.0857897611514734e-10,1.1537657080874275e-07,5.7757239059995869e-16,5.4852672944598718e-10,3.1261389630656971e-14,1.6775411476722036e-13
1.4423151343038073e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.22483975416960142,0.64532904770497723,2.6112701967335197e-12,0.0,7.5254818800270179e-12,1.0107802115945595e-33,0.0,0.0,0.0,0.0,0.0,0.036492620031847021,0.00043642836566568641,0.00041681210740594906,4.4816344909172131e-08,0.011290267536834748,1.801353427408355e-06,8.5350014242091444e-08,2.6066103448236003e-11,8.9082973246468756e-06,1.4224388597499825e-05,2.2720033461623954e-05,2.7203221566593861e-09,2.4409658461092278e-09,0.00022643327667009556,1.5295087337780924e-15,7.4357940058565306e-09,1.1354130257453924e-12,1.1354130262504209e-12,1.1354130262504207e-12,2.115378363296448e-07,7.0872657817650067e-10,1.1577364777765461e-07,5.7981673843843674e-16,5.5082415532393878e-10,3.1371912074630659e-14,1.6820051980378196e-13
1.4479376840751214e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.22478924344261794,0.64530326751959022,2.6263621450900475e-12,0.0,7.5509129077928777e-12,1.0120869063195013e-33,0.0,0.0,0.0,0.0,0.0,0.036531582459733064,0.00043574975826197093,0.00041731891422772181,4.4802848487820335e-08,0.011301513556942823,1.8102789885849151e-06,8.5514630358224424e-08,2.6076803170448069e-11,8.9082893887470949e-06,1.4289283001320432e-05,2.2749902641934391e-05,2.7161980376224233e-09,2.4375319763380136e-09,0.00022731837868425272,1.5309710896689777e-15,7.4407119420726255e-09,1.1344423065161614e-12,1.1344423070202195e-12,1.1344423070202203e-12,2.1218209150741932e-07,7.088775139856178e-10,1.1617105707945664e-07,5.8205992292656248e-16,5.5312151032916076e-10,3.1482333861843083e-14,1.6864610816282502e-13
1.4535602338464354e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.22473888617629362,0.64527756333427377,2.6414814889314229e-12,0.0,7.5763274518938858e-12,1.0133902594252215e-33,0.0,0.0,0.0,0.0,0.0,0.036570428100294393,0.0004350746903137135,0.0004178264389123798,4.4789617627036415e-08,0.011312719907661794,1.8192132889885165e-06,8.5678884641420873e-08,2.6087446421482801e-11,8.9082767054357743e-06,1.4354263747414093e-05,2.2779550803866056e-05,2.712093898770903e-09,2.4341139241485404e-09,0.00022820307119741576,1.5324281306718536e-15,7.4456569192802508e-09,1.133482381431351e-12,1.1334823819344482e-12,1.1334823819344478e-12,2.1282648483660733e-07,7.0903173426741768e-10,1.1656879992383299e-07,5.8430194664434722e-16,5.5541879490157299e-10,3.1592655409826357e-14,1.6909088461848183e-13
1.4591827836177495e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2246886813370709,0.6452519346464326,2.656628160181922e-12,0.0,7.6017255686283312e-12,1.0146902924225011e-33,0.0,0.0,0.0,0.0,0.0,0.036609157738371506,0.00043440312991143028,0.00041833466727448336,4.4776648559495866e-08,0.011323886868149927,1.8281563002876463e-06,8.5842774954628985e-08,2.6098032377444976e-11,8.9082593355059576e-06,1.4419330250751369e-05,2.2808979179762638e-05,2.7080095722068877e-09,2.4307115619348227e-09,0.00022908735503057549,1.533879894584026e-15,7.4506285350254533e-09,1.1325331078050559e-12,1.1325331083071992e-12,1.1325331083071996e-12,2.1347101923990833e-07,7.0918919055549719e-10,1.1696687750001658e-07,5.8654281216262514e-16,5.5771600947653583e-10,3.1702877132767549e-14,1.6953485389730054e-13
1.4648053333890636e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.22463862790225544,0.64522638095866469,2.6718020911548309e-12,0.0,7.6271073138943978e-12,1.0159870266012726e-33,0.0,0.0,0.0,0.0,0.0,0.036647772150568039,0.00043373504555433177,0.00041884358536828598,4.4763937581592845e-08,0.011335014714538178,1.8371079943438718e-06,8.6006299221308052e-08,2.6108560241160966e-11,8.9082373388184645e-06,1.4484481929173709e-05,2.2838188993573474e-05,2.7039448920404951e-09,2.4273247635620841e-09,0.00022997123100246248,1.535326418790631e-15,7.4556263932916735e-09,1.1315943453071939e-12,1.131594345808393e-12,1.1315943458083924e-12,2.1411569759704186e-07,7.0934983517619105e-10,1.1736529097712998e-07,5.8878252204305795e-16,5.6001315448490502e-10,3.1812999441548151e-14,1.69978020678915e-13
1.4704278831603777e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.22458872485986081,0.64520090177868661,2.6870032145488076e-12,0.0,7.6524727431941001e-12,1.0172804830337292e-33,0.0,0.0,0.0,0.0,0.0,0.036686272105368387,0.00043307040614353403,0.00041935317948301896,4.4751481052138636e-08,0.011346103719974654,1.8460683432098067e-06,8.6169455424132377e-08,2.6119029241504082e-11,8.9082107743195169e-06,1.4549718203379002e-05,2.2867181460936046e-05,2.6998996943588678e-09,2.4239534043447285e-09,0.00023085469992953494,1.5367677402706956e-15,7.4606501043758474e-09,1.1306659559161395e-12,1.1306659564164012e-12,1.1306659564164016e-12,2.147605227454466e-07,7.0951362123301399e-10,1.1776404150451948e-07,5.9102107883813774e-16,5.6231023035308586e-10,3.1923022743782739e-14,1.7042038959668931e-13
1.4760504329316918e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.22453897120845603,0.6451754966192631,2.7022314634442997e-12,0.0,7.6778219116381202e-12,1.0185706825773764e-33,0.0,0.0,0.0,0.0,0.0,0.036724658363253032,0.00043240918097543437,0.00041986343613828323,4.4739275391103513e-08,0.011357154154668279,1.8550373191271007e-06,8.6332241603727877e-08,2.6129438632745198e-11,8.9081797000579821e-06,1.4615038496907203e-05,2.2895957789257323e-05,2.6958738171956962e-09,2.4205973610248817e-09,0.00023173776262596751,1.5382038956031143e-15,7.4656992847673141e-09,1.1297478038724707e-12,1.1297478043718045e-12,1.1297478043718037e-12,2.1540549748096584e-07,7.0968050259146135e-10,1.1816313021208231e-07,5.9325848509119683e-16,5.6460723750308789e-10,3.2032947443857287e-14,1.7086196523836707e-13
1.4816729827030058e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2244893659570158,0.6451501649981366,2.7174867713000051e-12,0.0,7.7031548739493945e-12,1.0198576458780344e-33,0.0,0.0,0.0,0.0,0.0,0.03676293167681207,0.00043175133973518965,0.0004203743420795485,4.4727317078374204e-08,0.011368166285931626,1.8640148945244605e-06,8.649465585743847e-08,2.613978769391261e-11,8.9081441732022091e-06,1.4680442236125975e-05,2.2924519177793929e-05,2.6918671005013501e-09,2.4172565117511256e-09,0.00023262041990364065,1.5396349209724951e-15,7.4707735570295042e-09,1.1288397556338269e-12,1.128839756132239e-12,1.1288397561322402e-12,2.1605062455851941e-07,7.0985043386416103e-10,1.1856255821058805e-07,5.9549474333641134e-16,5.6690417635257654e-10,3.214277394296669e-14,1.713027521466895e-13
1.48729553247432e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.22443990812477346,0.64512490643795717,2.732769071949373e-12,0.0,7.7284716844680897e-12,1.0211413933727806e-33,0.0,0.0,0.0,0.0,0.0,0.036801092790856395,0.00043109685249036412,0.00042088588427375499,4.471560265255818e-08,0.011379140378222975,1.8730010420157005e-06,8.6656696338122876e-08,2.6150075728178932e-11,8.9081042500564957e-06,1.4745928850216436e-05,2.2952866817731281e-05,2.6878793861135345e-09,2.4139307360578509e-09,0.00023350267257213049,1.5410608521749087e-15,7.4758725496842818e-09,1.1279416798308179e-12,1.1279416803283183e-12,1.1279416803283169e-12,2.166959066927631e-07,7.1002337039636687e-10,1.1896232659199319e-07,5.977298560988138e-16,5.6920104731492694e-10,3.2252502639151961e-14,1.7174275482002715e-13
1.492918082245634e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.22439059674107639,0.64509972046621566,2.7480782995971614e-12,0.0,7.7537723971547351e-12,1.0224219452928465e-33,0.0,0.0,0.0,0.0,0.0,0.036839142442527138,0.00043044568968465775,0.00042139804990501574,4.4704128709795043e-08,0.011390076693187593,1.8819957343978174e-06,8.6818361252979852e-08,2.6160302062252201e-11,8.9080599860771984e-06,1.4811497771158948e-05,2.298100189226154e-05,2.683910517728533e-09,2.4106199148446987e-09,0.00023438452143869951,1.542481724623528e-15,7.4809958970989482e-09,1.127053447223986e-12,1.1270534477205795e-12,1.1270534477205809e-12,2.1734134655873469e-07,7.1019926825178742e-10,1.1936243642974995e-07,5.9996382589430084e-16,5.7149785079927524e-10,3.2362133927336496e-14,1.7218197771296973e-13
1.4985406320169481e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2243414308452443,0.64507460661517613,2.7634143888160269e-12,0.0,7.7790570655954933e-12,1.0236993216664599e-33,0.0,0.0,0.0,0.0,0.0,0.036877081361403052,0.00042979782213181824,0.00042191082637041779,4.4692891902622287e-08,0.011400975489698281,1.890998944649094e-06,8.6979648862401826e-08,2.6170466045798211e-11,8.9080114358884573e-06,1.4877148433718955e-05,2.3008925576660533e-05,2.6799603408729425e-09,2.4073239303567157e-09,0.00023526596730828785,1.5438975733541624e-15,7.4861432393757586e-09,1.1261749306617636e-12,1.1261749311574619e-12,1.1261749311574596e-12,2.1798694679248818e-07,7.103780841987385e-10,1.1976288877910909e-07,6.0219665522964364e-16,5.7379458721056832e-10,3.2471668199362192e-14,1.7262042523694377e-13
1.5041631817882622e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.22429240948642978,0.64504956442181105,2.7787772745431673e-12,0.0,7.8043257430046266e-12,1.024973542321638e-33,0.0,0.0,0.0,0.0,0.0,0.036914910269606027,0.00042915322100960394,0.00042242420127591664,4.4681888938834696e-08,0.011411837023895153,1.9000106459272307e-06,8.7140557478855724e-08,2.6180567050859495e-11,8.9079586532975762e-06,1.494288027543292e-05,2.3036639038363619e-05,2.676028702875975e-09,2.4040426661644437e-09,0.00023614701098350518,1.5453084330306996e-15,7.4913142222439189e-09,1.1253060050394261e-12,1.1253060055342312e-12,1.125306005534234e-12,2.1863270999171539e-07,7.1055977569661192e-10,1.2016368467741673e-07,6.0442834660250333e-16,5.7609125694961614e-10,3.2581105844024637e-14,1.7305810176077201e-13
