Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),O(29),CH3X(55),C2H4(47),OH(D)X(68),COX(50),CH4OX(63),CHOX(53),C2H6X(52),acetyl(44),CH2(T)(34),C2H4X(222),CH2O2(186),C2H4X(70),CH2OX(54),CHO2X(213),CH2OH(40)
6.681129491545466e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999966,0.11866996602996205,0.02282156769305424,0.0,1.8548365884275725e-45,2.2242321755656406e-30,3.4509191567534653e-68,1.2238719817175708e-45,3.5823315649522964e-53,5.896626600016418e-17,2.0745955547715006e-89,5.896626600015625e-17,1.008540000893864e-60,4.040945906116373e-59,1.1730311331984855e-70,4.835957855024553e-90,8.011690056323734e-32,2.765559397354358e-71,3.2203096641776252e-15,9.534764560164865e-17,3.8170859952902277e-19,6.74665559993639e-32,2.498171072780748e-31,3.817085959540564e-19,1.50532294627826e-45,1.785551447583849e-27,1.562440123459513e-32,1.1408970423327144e-36,8.352492685466929e-62,9.73609824913705e-44,7.168610402824538e-25,2.247510092666174e-31,1.5411435956403737e-62,2.461479591364047e-46,7.345057063807569e-83,4.0079129818357496e-73,5.929598676355332e-69,1.2947370450566635e-59,2.3441420868400614e-98,1.0844688659389876e-34,1.607732739315693e-76,7.078581594558384e-48,2.883634901141495e-85,3.670467811393562e-67,2.489057596953734e-100,1.951189735432232e-71
1.3368063613405046e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999933,0.11866996602995876,0.02282156769305419,0.0,1.484997093503895e-44,8.90272976732863e-30,1.1060363765926025e-66,9.800901892150932e-45,5.736369824234808e-52,1.1798376246601115e-16,1.3297942655237174e-87,1.1798376246597937e-16,1.6154179098399704e-59,6.473037700851882e-58,3.7568400361703434e-69,3.0999200126317815e-88,3.206763929247163e-31,9.417849959480037e-70,6.443417164725512e-15,1.9077813016559007e-16,7.637488347863886e-19,2.700420467192052e-31,9.99919470643211e-31,7.637488204771437e-19,1.2051736543015154e-44,7.146796487605461e-27,1.2508915305815819e-31,9.171533798330466e-36,2.686887496599986e-60,7.794802280980885e-43,1.4343450567850887e-24,8.995897541716212e-31,4.937706903120063e-61,1.9706803562899205e-45,4.708289451262112e-81,1.284074428867697e-71,1.8990589688438002e-67,2.0738293980437987e-58,3.0065629243977873e-96,4.340701671185829e-34,1.0302312360888678e-74,5.667140654272227e-47,1.9631651466806882e-83,1.1755323482089053e-65,6.411652769526843e-98,6.249036804824088e-70
2.6741931857124205e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999866,0.1186699660299522,0.022821567693054094,0.0,1.1884490000716835e-43,3.5622551812634167e-29,3.546073070549704e-65,7.84469386934889e-44,9.181837507393615e-51,2.360187553977069e-16,8.51725918292152e-86,2.3601875539757975e-16,2.586072583635671e-58,1.0362883607346023e-56,1.2026828421203757e-67,1.987726215991644e-86,1.2831232720692334e-30,3.3727922158424524e-68,1.2889632165816053e-14,3.8163909929346624e-16,1.5278293160545405e-18,1.0805199313514299e-30,4.000980332878268e-30,1.527829258798422e-18,9.645051946894444e-44,2.859599426038686e-26,1.0010764320255585e-30,7.399908235921563e-35,8.672441946643849e-59,6.238216773845682e-42,2.8693135711178346e-24,3.599530779170933e-30,1.5810147141812075e-59,1.5771432121887136e-44,3.019042527421191e-79,4.111507515930651e-70,6.079485576895287e-66,3.319928164041896e-57,3.8565811419996437e-94,1.7368460710505257e-33,6.597504402271533e-73,4.53538894314587e-46,1.4051046986221133e-81,3.7632493583299956e-64,1.6560995505513076e-95,2.000514530062328e-68
5.3489668344562525e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997335,0.11866996602993907,0.022821567693053903,0.0,9.509397739518864e-43,1.4251369450265065e-28,1.1384341034043038e-63,6.277344425595387e-43,1.469364129687966e-49,4.720887412611059e-16,5.4531511084815605e-84,4.720887412605972e-16,4.138839596209559e-57,1.6585433785203287e-55,3.849320048169409e-66,1.2762556433014175e-84,5.13332860817781e-30,1.3083779053945405e-66,2.5782062167976213e-14,7.633610375491912e-16,3.0559903216071514e-18,4.32278330508741e-30,1.6006526572477548e-29,3.0559900925413953e-18,7.717506888057228e-43,1.1439859059045763e-25,8.009860980061756e-30,6.016894427776756e-34,2.820270939161476e-57,4.991530742901502e-41,5.739252525093231e-24,1.440046693088758e-29,5.0606385854902214e-58,1.26195418841159e-43,1.9384309626961655e-77,1.3160776201966577e-68,1.945806632154684e-64,5.313326374576172e-56,4.9529692931960155e-92,6.948515250446853e-33,4.2235862612650095e-71,3.628926722856503e-45,1.0889598738386461e-79,1.2044697649221195e-62,4.307790593030606e-93,6.402870833785073e-67
1.0698514131943917e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999468,0.11866996602991281,0.022821567693053522,0.0,7.608240647641494e-42,5.70103503311147e-28,3.6664902457728717e-62,5.022511349770701e-42,2.3511295956373094e-48,9.442287129879335e-16,3.4906905346154444e-82,9.44228712985899e-16,6.6230422505801775e-56,2.65405500772647e-54,1.2318643721869417e-64,8.22031901083279e-83,2.053498559273959e-29,5.651658642085173e-65,5.156692217221284e-14,1.5268049140605323e-15,6.112312504798624e-18,1.7292540404056442e-29,6.403131689707301e-29,6.112311588429014e-18,6.17459159717651e-42,4.575995490750268e-25,6.408062884481901e-29,4.967321718706884e-33,9.309369608567425e-56,3.993618989782882e-40,1.1479138134283649e-23,5.760655532887945e-29,1.6195459658347256e-56,1.0096592029896138e-42,1.2485367495408497e-75,4.212080720907165e-67,6.226993801936542e-63,8.502475412465172e-55,6.380889370448573e-90,2.779632309538645e-32,2.703339737405046e-69,2.9032994062566794e-44,9.395228301743208e-78,3.854559694204988e-61,1.1367786855187075e-90,2.049055440459159e-65
2.1397608726919243e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767998937,0.1186699660298603,0.02282156769305276,0.0,6.086881649212269e-41,2.2805254438901462e-27,1.1894431634249096e-60,4.0182634184612277e-41,3.76170372300429e-47,1.8885086564417074e-15,2.234257589523676e-80,1.8885086564335684e-15,1.0597586764761285e-54,4.246796320432531e-53,3.9418689866484906e-63,5.332891640702179e-81,8.214328481977325e-29,2.7456649284464394e-63,1.0313664218035126e-13,3.0536926670827798e-15,1.2224957559694666e-17,6.917297547687129e-29,2.5613568720689333e-28,1.2224953893811015e-17,4.939907551983641e-41,1.830216272070203e-24,5.125998837689922e-28,4.2193680003445445e-32,3.160397600197753e-54,3.1950712347495004e-39,2.2958940157622963e-23,2.3043559400458926e-28,5.182254999428007e-55,8.077656966335256e-42,8.099820756451512e-74,1.3479669373008324e-65,1.9925878889770383e-61,1.3604883293609035e-53,8.279836452561334e-88,1.1118981672999073e-31,1.730043889206515e-67,2.3225615953529125e-43,9.11684056995649e-76,1.2334287490313065e-59,3.082943388973508e-88,6.55681776623653e-64
4.27957979168699e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767997875,0.11866996602975526,0.022821567693051232,0.0,4.8696211881053275e-40,9.122436402928035e-27,3.9261285247535184e-59,3.21471247237571e-40,6.017935304887578e-46,3.777068543349729e-15,1.4299938670641435e-78,3.777068543317174e-15,1.695671415992786e-53,6.795120132861098e-52,1.2612365798821865e-61,3.519636301730687e-79,3.2857982437373382e-28,1.4781111710625851e-61,2.062760821952889e-13,6.107468173125531e-15,2.4450250424883266e-17,2.7669752487312953e-28,1.0245635727013866e-27,2.445023575900272e-17,3.952019477029879e-40,7.318963543462562e-24,4.099785057336991e-27,3.767944565827132e-31,1.127274012349427e-52,2.5561566362633766e-38,4.5918667424135534e-23,9.217610988868488e-28,1.6579430348774027e-53,6.46227877476667e-41,5.345771848205789e-72,4.313655490172902e-64,6.375457902633626e-60,2.176855139481984e-52,1.0930769559291532e-85,4.4476831577919845e-31,1.1069783430303257e-65,1.8577923327935228e-42,9.805985753431251e-74,3.946466668974066e-58,8.775170154106412e-86,2.097913966373558e-62
8.559217629677121e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679957505,0.11866996602954517,0.02282156769304818,0.0,3.8957436397305854e-39,3.649130815427606e-26,1.3544629276968894e-57,2.5718106720345867e-39,9.625800382338362e-45,7.554188317167669e-15,9.152181570323744e-77,7.554188317037446e-15,2.7131202884266394e-52,1.0872386996294972e-50,4.0347649155216336e-60,2.4268577587386558e-77,1.314332668427251e-27,8.563652995875511e-60,4.125549622198073e-13,1.2215019185204064e-14,4.890084718758973e-17,1.1068013066773545e-27,4.098295813048472e-27,4.890078850710182e-17,3.1616525134885145e-39,2.9259760739443915e-23,3.2780901384783676e-26,3.641697203837942e-30,4.348591724443259e-51,2.0450118948099226e-37,9.183861483649645e-23,3.6870816588702315e-27,5.302690143365378e-52,5.169884078328141e-40,3.6860134881575587e-70,1.3803952523564015e-62,2.0395394375031906e-58,3.483027271612436e-51,1.507903683413059e-83,1.7790913610064e-30,7.081051049230461e-64,1.4857700507531786e-41,1.1354876676004767e-71,1.262496307959532e-56,2.697910574500031e-83,6.711347236336544e-61
1.7118493305657384e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679915017,0.11866996602912501,0.022821567693042073,0.0,3.1166141334216425e-38,1.4597549092396925e-25,5.235557432879607e-56,2.0574648129580251e-38,1.5391728069756458e-43,1.5108427864811143e-14,5.857466847804155e-75,1.5108427864290252e-14,4.341029264442231e-51,1.7395968506004062e-49,1.2903370719216406e-58,1.8732200643375971e-75,5.25735742068485e-27,5.1900362096010285e-58,8.251127222474165e-13,2.4430121209333256e-14,9.780208492806659e-17,4.427227330409694e-27,1.6393265290044672e-26,9.780185007420201e-17,2.5293360751374335e-38,1.1690871288615184e-22,2.619649036098387e-25,3.915493011995611e-29,1.8652247187909158e-49,1.6361187797762248e-36,1.8368048117856123e-22,1.4748399700476784e-26,1.6950688248873622e-50,4.135931329458297e-39,2.845124922486774e-68,4.4173036065812834e-61,6.522515826310708e-57,5.5728908653898125e-50,2.3296524291522147e-81,7.11640164004627e-30,4.5271253670695615e-62,1.1878534865450956e-40,1.3757963915546166e-69,4.0375234327378576e-55,9.214319194083732e-81,2.1463243554442936e-59
3.423704465761791e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767983004,0.11866996602828468,0.022821567693029857,0.0,2.4932998687195136e-37,5.839793379256412e-25,2.6009961328697252e-54,1.6459783566075024e-37,2.4596018681714572e-42,3.021690696012846e-14,3.74880136162656e-73,3.021690695804488e-14,6.94567621556119e-50,2.783364820655706e-48,4.124005943423834e-57,1.855830122562068e-73,2.1029483216747747e-26,3.223633721967058e-56,1.6502282422169247e-12,4.886032525748012e-14,1.9560473795302576e-16,1.7708951043009228e-26,6.557321718020426e-26,1.9560379749232729e-16,2.0234733522735127e-37,4.665919080813964e-22,2.091197367569558e-24,4.730767570638377e-28,8.990764245617283e-48,1.3090577152095321e-35,3.673720999320621e-22,5.899373323636841e-26,5.412707508029509e-49,3.308754119479576e-38,2.81871177035584e-66,1.4135420856947422e-59,2.0846225865170904e-55,8.916663142676428e-49,4.622768241842455e-79,2.8465678953030455e-29,2.891259396131595e-60,9.490565451712907e-40,1.7087053843062732e-67,1.2904202315135135e-53,3.5366902947972356e-78,6.859822325418821e-58
6.847414736153896e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679660093,0.11866996602660404,0.022821567693005425,0.0,1.9946447170523642e-36,2.336523656000532e-24,1.867975403536197e-52,1.316785281521981e-36,3.925541744244245e-41,6.043386515088455e-14,2.399240062423992e-71,6.043386514255019e-14,1.1113105298768298e-48,4.453384927883613e-47,1.3164407690591556e-55,2.657280925200089e-71,8.411804025462762e-26,2.0254594125656395e-54,3.3004592818130996e-12,9.772073335332781e-14,3.912107596079284e-16,7.083586772721275e-26,2.622931163128973e-25,3.9120698946680744e-16,1.61877866496739e-36,1.8580689310981095e-21,1.6657591419179915e-23,6.3260222952446084e-27,4.79915344477327e-46,1.047500287321457e-34,7.347868817165444e-22,2.3597510824789655e-25,1.7247298809773945e-47,2.647006004615074e-37,4.03598719343638e-64,4.5233343966067215e-58,6.654292078178546e-54,1.4266691149149018e-47,1.3259145734663933e-76,1.1386286060311709e-28,1.8426299553945976e-58,7.572872238380981e-39,2.1469717619295065e-65,4.1192030874159876e-52,1.5047026162726654e-75,2.1897660484528984e-56
1.3694835276938106e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452307276793202,0.11866996602324276,0.022821567692956565,0.0,1.5957199381030644e-35,9.350867588337804e-24,1.8198327321191146e-50,1.0534292536883605e-35,6.249654492007557e-40,1.2086778153288254e-13,1.5355158971242177e-69,1.2086778149954515e-13,1.7780986648683582e-47,7.125395503469835e-46,4.192007878728525e-54,5.168004065562852e-69,3.3647237834990715e-25,1.276276317236116e-52,6.600921359634087e-12,1.9544154954323902e-13,7.824257081175728e-16,2.8334343893149454e-25,1.0491724448499358e-24,7.824105619888906e-16,1.2950200233488575e-35,7.366692175368935e-21,1.321224250981612e-22,9.076625054482356e-26,2.750736563010711e-44,8.384001168526192e-34,1.4697426223953972e-21,9.439000350633895e-25,5.472719756970188e-46,2.117604425963712e-36,7.849371474946716e-62,1.4474617349474049e-56,2.1188849911475447e-52,2.282672966130336e-46,5.1621916753886555e-74,4.554517320357679e-28,1.169443272755827e-56,6.027189736213748e-38,2.7055239447493935e-63,1.3116983454095101e-50,6.882801817743162e-73,6.973071248317213e-55
2.7389676358506526e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678640403,0.11866996601652018,0.022821567692858844,0.0,1.2765811932208457e-34,3.744069020825172e-23,2.060153265965381e-48,8.427437983002902e-35,9.901007649877531e-39,2.4173561429882186e-13,9.827308402053844e-68,2.4173561416547225e-13,2.8449591534558827e-46,1.1400548172674297e-44,1.3284453637872465e-52,1.1692459732468333e-66,1.3458899685105392e-24,8.004937534734146e-51,1.3201845509790604e-11,3.9088318191592474e-13,1.5648675581577007e-15,1.1333724191721872e-24,4.19668561391617e-24,1.5648064614873013e-15,1.0360102123370577e-34,2.8954836936974973e-20,1.0391947528190433e-21,1.3529540681475282e-24,1.638982274945919e-42,6.713441184497305e-33,2.940158812192376e-21,3.775593356151222e-24,1.7222559435300581e-44,1.6940810515396645e-35,1.7758952558770386e-59,4.631835661145208e-55,6.714265449093947e-51,3.652278563927007e-45,2.3366936159732616e-71,1.821807507719016e-27,7.361407448463128e-55,4.772708619836503e-37,3.3937409471416016e-61,4.1567660031670345e-49,3.2761782147874354e-70,2.20982023774314e-53
5.4779358521643366e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767728082,0.11866996600307503,0.022821567692663403,0.0,1.0212727746310014e-33,1.5004638866783793e-22,2.44674440555759e-46,6.741951711190028e-34,1.5535581203411309e-37,4.834712798384729e-13,6.289478788753369e-66,4.834712793050754e-13,4.551935152513239e-45,1.8240512506327866e-43,4.1701947362049195e-51,2.7767306095654795e-64,5.383560947847141e-24,4.950637843648748e-49,2.6403693788161818e-11,7.817664466327498e-13,3.1298015768685857e-15,4.5334768276401636e-24,1.678670112739387e-23,3.1295532795948244e-15,8.287984196056352e-34,1.11917190093755e-19,8.042020058566704e-21,2.0376665366846994e-23,9.871972847967852e-41,5.380278076778234e-32,5.8830100255412135e-21,1.5102311950760678e-23,5.333904863750369e-43,1.3552601045382244e-34,4.217392706626587e-57,1.4821531408786215e-53,2.1074154918769854e-49,5.84364687616133e-44,1.1099348960079961e-68,7.287231192661612e-27,4.5609003223876805e-53,3.741969816955573e-36,4.197565115876496e-59,1.3048729090771855e-47,2.4497241591377326e-67,6.937325449535769e-52
