Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),COX(50),O(29),CHOX(53),acetyl(44),C2H4X(215),C2H6X(52),C2H4X(70),CH4OX(63),CO2X(24)
6.389313485056063e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4306288638855904,0.062304367937378306,0.003307017054322417,7.1342912669772345e-06,0.003546651074419128,0.09506523712207367,0.03545541916383612,2.694147740347459e-05,7.968446914066297e-10,0.0015310297662471243,4.016546254232572e-11,0.0005982674308109877,2.7850473682087913e-09,2.1012147804953276e-06,3.8571339112622194e-09,1.5695776317411837e-10,5.889023744413874e-06,3.360013997418925e-05,0.004352954015808496,6.649890406695781e-07,0.0006876472244117608,1.2492371068883271e-09,1.2596233929614065e-09,6.003668473386084e-08,1.2280025233902954e-07,0.0007060537112273946,0.014074445257295044,1.110707699385821e-06,1.548503408254906e-07,0.0018512795977596538,4.613914702341691e-09,5.317329496888714e-05,1.0682047860901362e-07,2.725711724494206e-06,3.5755293946415714e-10,1.3583941755655944e-10,3.7343536472336937e-06,7.2275489455655e-08,9.220232994821879e-12,2.2643350307374112e-11,2.170485398117979e-11
6.398603235170159e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43059350072161506,0.06225300974697838,0.0032980771549799993,7.1343618943105145e-06,0.0035452415078981395,0.09517553909097962,0.0354747374602261,2.6902151128300017e-05,7.990589506649122e-10,0.0015299168251576363,4.014075189892744e-11,0.0005984439904046106,2.7853925612399167e-09,2.0948351144744515e-06,3.860372874498683e-09,1.5694378570171968e-10,5.87591261784394e-06,3.363740721687285e-05,0.00434900858514291,6.615959943922692e-07,0.0006879756581929993,1.2440656933543223e-09,1.2553050631061463e-09,6.021133509604531e-08,1.2324204380671342e-07,0.0007081976087773185,0.014109283457585045,1.111213407280975e-06,1.5477608599851177e-07,0.0018532762296951037,4.6101821219725266e-09,5.3232272155671786e-05,1.0686990422970259e-07,2.719050353638069e-06,3.579159779228193e-10,1.3581463263775572e-10,3.738200491105551e-06,7.21640609567254e-08,9.229701515954534e-12,2.257274718893631e-11,2.1701549144290067e-11
6.4078929852842545e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.430558134338716,0.06220169535411429,0.003289162772919093,7.134431893392072e-06,0.0035438318061568825,0.09528574649524794,0.03549400476509488,2.686288961759373e-05,8.012742479345555e-10,0.0015288048996875898,4.011610592274873e-11,0.0005986203162171326,2.7857409234860236e-09,2.088477443247051e-06,3.863606017299558e-09,1.569295094742919e-10,5.862836772085811e-06,3.3674676060828837e-05,0.004345066768476747,6.582247296261998e-07,0.0006883034782646991,1.2389237441324936e-09,1.2510022201478623e-09,6.038638350230988e-08,1.2368440583969147e-07,0.0007103429486205055,0.0141441226224941,1.1117174348405042e-06,1.5470183422526212e-07,0.0018552706528389762,4.606453118188426e-09,5.329125187687758e-05,1.0691916588900185e-07,2.7124051470921205e-06,3.58278373248209e-10,1.3578963524397835e-10,3.74204671626604e-06,7.205282296459602e-08,9.239168727745977e-12,2.2502392177579397e-11,2.1698252322870635e-11
6.41718273539835e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43052276484625995,0.062150424722368855,0.003280273831967283,7.134501267844371e-06,0.003542421972705913,0.09539585940965117,0.035513221227655524,2.6823692755218574e-05,8.034905746377598e-10,0.001527693988801163,4.009152461317381e-11,0.0005987964087256509,2.7860924632997372e-09,2.0821416818533487e-06,3.866833351642566e-09,1.569149357847249e-10,5.849796106264188e-06,3.371194680077971e-05,0.004341128563709282,6.548750759731469e-07,0.0006886306860982435,1.233811049043654e-09,1.2467148063572652e-09,6.056182933124862e-08,1.241273367816737e-07,0.0007124897227197889,0.014178962649121442,1.112219787326194e-06,1.546275857010534e-07,0.0018572628695250437,4.602727688358921e-09,5.335023459891599e-05,1.0696826410007472e-07,2.7057760694048774e-06,3.586401264535006e-10,1.3576442642616106e-10,3.745892356295473e-06,7.194177514561441e-08,9.248634713063126e-12,2.2432284306811865e-11,2.1694963464260648e-11
6.426472485512446e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4304873923532036,0.06209919781535381,0.0032714102561838634,7.1345700212649755e-06,0.0035410120110373235,0.09550587790892319,0.03553238699667386,2.6784560425260276e-05,8.057079222163523e-10,0.0015265840914636874,4.0067007969995595e-11,0.0005989722684056595,2.786447189070922e-09,2.0758277457500763e-06,3.870054889485071e-09,1.569000659212787e-10,5.836790519807172e-06,3.3749219731784015e-05,0.004337193968734659,6.515468646221313e-07,0.0006889572831603524,1.2287273997244975e-09,1.2424427642259611e-09,6.073767195988143e-08,1.2457083497671583e-07,0.0007146379230542868,0.014213803434969703,1.112720469984114e-06,1.5455334062013292e-07,0.0018592528820863305,4.599005829850058e-09,5.340922078872984e-05,1.0701719937455391e-07,2.6991630851667526e-06,3.590012385521396e-10,1.3573900723099762e-10,3.749737444801881e-06,7.183091716664524e-08,9.25809955483995e-12,2.2362422614828754e-11,2.1691682516270863e-11
6.4357622356265416e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4304520169680939,0.06204801459670972,0.0032625719698591545,7.134638157226754e-06,0.003539601924624861,0.09561580206775926,0.03555150222046974,2.6745492512027068e-05,8.079262821317995e-10,0.001525475206641648,4.004255599341299e-11,0.0005991478957310547,2.7868051092265954e-09,2.0695355508072057e-06,3.873270642764026e-09,1.5688490116759856e-10,5.823819912445053e-06,3.378649514923479e-05,0.004333262981441955,6.48239928334903e-07,0.0006892832709131361,1.2236725896205873e-09,1.2381860364655964e-09,6.091391076367011e-08,1.2501489876922803e-07,0.0007167875416193774,0.01424864487794368,1.1132194880447383e-06,1.544790991756893e-07,0.0018612406928551065,4.595287540024541e-09,5.346821091379124e-05,1.0706597222254547e-07,2.6925661590103355e-06,3.593617105578707e-10,1.3571337870095938e-10,3.753582015420837e-06,7.172024869507031e-08,9.267563336077198e-12,2.22928061444758e-11,2.1688409427183285e-11
6.445051985740637e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4304166387990692,0.06199687503010611,0.0032537588975138283,7.1347056792780805e-06,0.0035381917169240444,0.09572563196081581,0.03557056704691829,2.670648890004932e-05,8.101456458652204e-10,0.0015243673333026819,4.0018168684028235e-11,0.0005993232911741455,2.787166232230834e-09,2.0632650133047085e-06,3.876480623395941e-09,1.5686944280272988e-10,5.810884184209136e-06,3.3823773348857694e-05,0.004329335599715187,6.449541014303862e-07,0.0006896086508141072,1.2186464139615308e-09,1.2339445660070121e-09,6.10905451165422e-08,1.2545952650400828e-07,0.000718938570426742,0.014283486876349004,1.1137168467228576e-06,1.5440486155985507e-07,0.0018632263041628838,4.591572816241791e-09,5.352720544209969e-05,1.0711458315263055e-07,2.6859852556106703e-06,3.597215434846876e-10,1.3568754187430938e-10,3.7574261018152645e-06,7.160976939878813e-08,9.277026139841766e-12,2.2223433943214074e-11,2.16851441457442e-11
6.454341735854733e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43038125795386106,0.06194577907924131,0.0032449709638982336,7.134772590943047e-06,0.003536781391372276,0.09583536766271016,0.035589581623451196,2.666754947407915e-05,8.123660049173962e-10,0.001523260470415582,3.9993846042844136e-11,0.000599498455205659,2.7875305665846875e-09,2.0570160499293608e-06,3.879684843276912e-09,1.5685369210113347e-10,5.797983235430544e-06,3.386105462671041e-05,0.00432541182143337,6.416892197644834e-07,0.0006899334243161568,1.2136486697314774e-09,1.2297182959994144e-09,6.126757439088991e-08,1.259047165262514e-07,0.0007210910015043679,0.014318329328890862,1.1142125512175845e-06,1.5433062796371643e-07,0.0018652097183403911,4.587861655857773e-09,5.3586204842179106e-05,1.0716303267187094e-07,2.6794203396855253e-06,3.60080738346759e-10,1.3566149778511884e-10,3.761269737675261e-06,7.149947894621386e-08,9.286488049266116e-12,2.215430506308409e-11,2.1681886621154676e-11
6.463631485968829e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4303458745397955,0.06189472670784254,0.0032362080939917267,7.134838895721647e-06,0.003535370951388962,0.09594500924802055,0.0356085460970579,2.6628674119090027e-05,8.145873508087825e-10,0.0015221546169502948,3.996958807126144e-11,0.00059967338829475,2.7878981208260893e-09,2.05078857777158e-06,3.8828833142826e-09,1.5683765033270018e-10,5.78511696673906e-06,3.389833927918104e-05,0.004321491644470539,6.384451207150767e-07,0.0006902575928676292,1.2086791556738123e-09,1.2255071698095365e-09,6.144499795757564e-08,1.2635046718153943e-07,0.0007232448268964753,0.014353172134672838,1.1147066067126505e-06,1.5425639857732206e-07,0.0018671909377175608,4.584154056225175e-09,5.364520958307567e-05,1.0721132128581572e-07,2.672871375995666e-06,3.604392961585213e-10,1.3563524746328692e-10,3.765112956717913e-06,7.13893770062795e-08,9.295949147548216e-12,2.208541856067114e-11,2.167863680307424e-11
6.472921236082924e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4303104886637933,0.06184371787966584,0.003227470213001995,7.1349045970899826e-06,0.0035339604003756216,0.09605455679128587,0.0356274606142869,2.658986272027643e-05,8.168096750795201e-10,0.001521049771877924,3.994539477107614e-11,0.0005998480909090065,2.7882689035297658e-09,2.044582514322312e-06,3.886076048268142e-09,1.5682131876276623e-10,5.77228527906195e-06,3.393562760298563e-05,0.0043175750666957936,6.352216431661599e-07,0.0006905811579123517,1.2037376722689508e-09,1.2213111310207848e-09,6.162281518598158e-08,1.2679677681590155e-07,0.0007254000386636125,0.014388015193195535,1.1151990183762965e-06,1.54182173589681e-07,0.0018691699646235297,4.5804500146937e-09,5.370422013435668e-05,1.0725944949850007e-07,2.66633832934512e-06,3.6079721793467136e-10,1.356087919345542e-10,3.7689557926871123e-06,7.127946324843369e-08,9.305409517951001e-12,2.2016773497071868e-11,2.1675394641615693e-11
6.48221098619702e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4302751004323725,0.06179275255849613,0.00321875724636439,7.1349696985004595e-06,0.0035325497417160036,0.09616401036700559,0.03564632532124697,2.6551115163053417e-05,8.190329692894435e-10,0.0015199459341707269,3.9921266144476726e-11,0.0006000225635144591,2.78864292330714e-09,2.0383977774699467e-06,3.889263057068195e-09,1.5680469865212772e-10,5.759488073622827e-06,3.3972919895167756e-05,0.004313662085973326,6.320186274900917e-07,0.0006909041208895643,1.19882402168306e-09,1.2171301234324247e-09,6.180102544400564e-08,1.2724364377583268e-07,0.0007275566288826849,0.014422858404355286,1.115689791360982e-06,1.5410795318876972e-07,0.0018711468013866259,4.576749528609631e-09,5.3763236966107076e-05,1.0730741781244884e-07,2.6598211645814403e-06,3.6115450468993383e-10,1.3558213222051467e-10,3.7727982793533706e-06,7.1169737342641e-08,9.314869243801287e-12,2.1948368937859505e-11,2.167216008732734e-11
6.491500736311116e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4302397099516486,0.06174183070814709,0.003210069119741259,7.135034203381972e-06,0.0035311389787761912,0.0962733700496395,0.035665140363608426,2.6512431333056288e-05,8.212572250180917e-10,0.0015188431028021205,3.989720219404155e-11,0.0006001968065755874,2.789020188806249e-09,2.032234285497273e-06,3.8924443524969865e-09,1.567877912570558e-10,5.746725251940503e-06,3.401021645309811e-05,0.004309752700162466,6.288359155323104e-07,0.0006912264832340176,1.1939380077874467e-09,1.2129640910587735e-09,6.197962809802013e-08,1.276910664082192e-07,0.0007297145896467556,0.014457701668443098,1.1161789308039734e-06,1.5403373756155207e-07,0.0018731214503343377,4.5730525953158235e-09,5.3822260548926334e-05,1.073552267286896e-07,2.6533198465959604e-06,3.615111574392126e-10,1.3555526933864027e-10,3.7766404505136357e-06,7.106019895938249e-08,9.324328408489989e-12,2.18802039530492e-11,2.166893309120048e-11
6.5007904864252115e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4302043173273366,0.06169095229246125,0.003201405759021277,7.135098115140107e-06,0.00352972811490472,0.09638263591360781,0.0356839058866043,2.6473811116140174e-05,8.234824338647184e-10,0.001517741276746675,3.987320292273616e-11,0.0006003708205553277,2.7894007087116595e-09,2.0260919570784733e-06,3.895619946348149e-09,1.5677059782931137e-10,5.733996715827862e-06,3.404751757447025e-05,0.0043058469071177025,6.256733505955208e-07,0.0006915482463760378,1.1890794361672485e-09,1.2088129781283261e-09,6.215862251296714e-08,1.281390430604441e-07,0.0007318739130652193,0.014492544886143242,1.1166664418275058e-06,1.5395952689397073e-07,0.0018750939137933196,4.569359212152602e-09,5.3881291353928743e-05,1.0740287674674978e-07,2.6468343403240543e-06,3.618671771978338e-10,1.355282043022968e-10,3.780482339991108e-06,7.095084776965573e-08,9.333787095472195e-12,2.181227761706739e-11,2.1665713604677014e-11
6.510080236539307e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4301689226647516,0.0616401172753099,0.0031927670903187867,7.135161437157319e-06,0.0035283171534326863,0.09649180803329058,0.035702622035031696,2.643525439837968e-05,8.25708587448298e-10,0.0015166404549801212,3.9849268333910584e-11,0.0006005446059150795,2.7897844917443426e-09,2.0199707112761525e-06,3.898789850394733e-09,1.5675311961615986e-10,5.72130236739073e-06,3.408482355729991e-05,0.004301944704688729,6.225307774236317e-07,0.0006918694117413838,1.1842481140192691e-09,1.2046767290829373e-09,6.233800805240053e-08,1.285875720804808e-07,0.0007340345912639745,0.014527387958531802,1.1171523295377559e-06,1.5388532137094061e-07,0.0018770641940893877,4.565669376457154e-09,5.394032985274051e-05,1.0745036836465017e-07,2.6403646107453847e-06,3.6222256498098763e-10,1.355009381207458e-10,3.7843239816350507e-06,7.084168344497385e-08,9.343245388265111e-12,2.1744589008718842e-11,2.1662501579614417e-11
6.519369986653403e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4301335260688101,0.06158932562059316,0.0031841530399731293,7.135224172793132e-06,0.0035269060976738497,0.09660088648302813,0.03572128895325293,2.6396761066068476e-05,8.279356774075369e-10,0.0015155406364793455,3.9825398431296656e-11,0.0006007181631147158,2.7901715466616117e-09,2.0138704675384004e-06,3.901954076389384e-09,1.5673535786038596e-10,5.708642109026771e-06,3.412213469992749e-05,0.004298046090720475,6.194080421864995e-07,0.0006921899807513789,1.17944385016099e-09,1.200555288577084e-09,6.251778407831988e-08,1.2903665181666377e-07,0.0007361966163849379,0.014562230787075938,1.1176365990255643e-06,1.538111211763906e-07,0.0018790322935474898,4.561983085562582e-09,5.399937651749331e-05,1.0749770207892951e-07,2.6339106228841555e-06,3.6257732180369075e-10,1.354734717991718e-10,3.788165409320612e-06,7.073270565736541e-08,9.35270337044793e-12,2.167713721115018e-11,2.165929696828576e-11
6.528659736767499e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4300981276440319,0.06153857729223987,0.003175563534547985,7.135286325384316e-06,0.003525494950924749,0.09670987133712054,0.0357399067851968,2.635833100571895e-05,8.301636954008799e-10,0.0015144418202223948,3.9801593219005343e-11,0.0006008914926125872,2.790561882257064e-09,2.0077911456958956e-06,3.905112636064169e-09,1.5671731380030853e-10,5.696015843424386e-06,3.4159451301012216e-05,0.0042941510630531395,6.163049924645592e-07,0.0006925099548230478,1.1746664551415394e-09,1.1964486014769758e-09,6.269794995129165e-08,1.294862806178021e-07,0.0007383599805862579,0.014597073273632423,1.1181192553677864e-06,1.5373692649326028e-07,0.001880998214491691,4.558300336799912e-09,5.405843182082653e-05,1.0754487838464948e-07,2.6274723418093486e-06,3.629314486818038e-10,1.3544580633871415e-10,3.792006656948628e-06,7.062391407937559e-08,9.362161125663963e-12,2.160992131182167e-11,2.1656099723424482e-11
6.537949486881594e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43006272749454005,0.06148787225420762,0.0031669985008307175,7.1353478982450695e-06,0.003524083716464804,0.09681876266982734,0.03575847567435981,2.6319964104061772e-05,8.323926331065179e-10,0.0015133440051884738,3.977785270152411e-11,0.000601064594865528,2.7909555073603857e-09,2.001732665959038e-06,3.908265541130368e-09,1.5669898866979492e-10,5.683423473561607e-06,3.419677365952712e-05,0.004290259619522229,6.132214772336584e-07,0.0006928293353688176,1.169915741073506e-09,1.1923566128596593e-09,6.287850503069001e-08,1.2993645683353857e-07,0.0007405246760429196,0.014631915320445782,1.118600303625028e-06,1.5366273750345035e-07,0.0018829619592451864,4.5546211274981984e-09,5.411749623588822e-05,1.0759189777536128e-07,2.6210497326349752e-06,3.6328494663117485e-10,1.3541794273644913e-10,3.7958477584454482e-06,7.051530838406501e-08,9.371618737617429e-12,2.1542940402479883e-11,2.1652909798171786e-11
6.54723923699569e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43002732572406355,0.061437210470482784,0.0031584578658317057,7.1354088946672195e-06,0.003522672397556423,0.09692756055536798,0.0357769957638074,2.6281660248045586e-05,8.346224822223949e-10,0.0015122471903579449,3.975417688371421e-11,0.00060123747032887,2.791352430837291e-09,1.995694948915118e-06,3.911412803278853e-09,1.566803836982761e-10,5.670864902705032e-06,3.423410207476836e-05,0.004286371757958584,6.101573468502753e-07,0.0006931481237967326,1.1651915215187629e-09,1.1882792680124018e-09,6.305944867431142e-08,1.303871788138629e-07,0.000742690694945768,0.014666756830148049,1.1190797488413125e-06,1.5358855438789028e-07,0.001884923530130283,4.550945454981018e-09,5.417657023632218e-05,1.0763876074313884e-07,2.614642760520309e-06,3.6363781666639183e-10,1.3538988198540585e-10,3.799688747762735e-06,7.040688824500826e-08,9.381076290070707e-12,2.147619357911623e-11,2.1649727146027355e-11
6.556528987109786e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42999192243593726,0.06138659190508043,0.003149941556783699,7.135469317920374e-06,0.003521260997445107,0.09703626506792133,0.0357954671961752,2.6243419324836555e-05,8.368532344662158e-10,0.001511151374712332,3.9730565770808045e-11,0.0006014101194564436,2.7917526615896156e-09,1.9896779155255202e-06,3.914554434180099e-09,1.5666150011076074e-10,5.658340034408725e-06,3.427143684635085e-05,0.004282487476188424,6.071124530366572e-07,0.0006934663215107561,1.1604936118213065e-09,1.1842165124318728e-09,6.324078023833957e-08,1.3083844490900086e-07,0.0007448580295015088,0.014701597705757508,1.1195575960484911e-06,1.5351437732658888e-07,0.001886882929468362,4.547273316569362e-09,5.423565429626836e-05,1.0768546777862397e-07,2.6082513906701184e-06,3.6399005980339205e-10,1.3536162507464104e-10,3.803529658877291e-06,7.029865333629622e-08,9.390533866850584e-12,2.1409679941937336e-11,2.1646551720966047e-11
6.565818737223881e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4299565177331039,0.06133601652204437,0.0031414495011411513,7.135529171252124e-06,0.0035198495193595573,0.09714487628162519,0.03581389011367019,2.6205241221818037e-05,8.390848815754512e-10,0.0015100565572343184,3.9707019368406447e-11,0.0006015825427005827,2.792156208554964e-09,1.983681487122961e-06,3.917690445483552e-09,1.5664233912785017e-10,5.64584877251317e-06,3.430877827419016e-05,0.004278606772033374,6.040866488660854e-07,0.0006937839299101202,1.1558218289732304e-09,1.1801682918230034e-09,6.342249907810028e-08,1.3129025347040824e-07,0.0007470266719342857,0.014736437850675911,1.120033850263279e-06,1.5344020649849335e-07,0.001888840159579892,4.54360470958551e-09,5.429474889037706e-05,1.0773201937094427e-07,2.601875588334902e-06,3.643416770595458e-10,1.3533317298920548e-10,3.80737052579086e-06,7.019060333253586e-08,9.399991551846286e-12,2.134339859535163e-11,2.1643383477411685e-11
6.575108487337977e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42992111171811515,0.06128548428544709,0.003132981626579576,7.135588457888213e-06,0.0035184379665117722,0.09725339427057682,0.035832264658071974,2.616712582659017e-05,8.413174153073441e-10,0.001508962736907747,3.968353768247615e-11,0.0006017547405121421,2.792563080706477e-09,1.977705585408754e-06,3.920820848818036e-09,1.5662290196575284e-10,5.633391021144206e-06,3.4346126658520084e-05,0.004274729643310498,6.010797887489272e-07,0.0006941009503896643,1.151175991082694e-09,1.1761345520984891e-09,6.360460454749453e-08,1.3174260285009537e-07,0.0007491966144840685,0.014771277168688838,1.1205085164821103e-06,1.53366042081538e-07,0.0018907952227844335,4.539939631344813e-09,5.4353854493787644e-05,1.0777841600771597e-07,2.595515318811117e-06,3.646926694486158e-10,1.3530452671009578e-10,3.8112113825299432e-06,7.008273790884666e-08,9.409449428998466e-12,2.1277348647922735e-11,2.1640222370041775e-11
6.584398237452073e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4298857044931321,0.06123499515938977,0.003124537860994888,7.13564718103271e-06,0.0035170263420971565,0.09736181910883274,0.035850590970734016,2.612907302696948e-05,8.435508274389154e-10,0.0015078699127176209,3.966012071934698e-11,0.0006019267133404964,2.792973287053407e-09,1.9717501324501136e-06,3.923945655792368e-09,1.5660318983629873e-10,5.620966684711965e-06,3.438348229990423e-05,0.004270856087832337,5.980917284182709e-07,0.000694417384340613,1.1465559179961368e-09,1.1721152393783287e-09,6.378709599825362e-08,1.321954913996384e-07,0.0007513678494058276,0.014806115563965296,1.1209815996908204e-06,1.5329188425287155e-07,0.001892748121400591,4.536278079155885e-09,5.441297158211288e-05,1.0782465817520033e-07,2.5891705474413987e-06,3.6504303798476837e-10,1.3527568721441074e-10,3.81505226314561e-06,6.997505674086283e-08,9.418907582310017e-12,2.1211529212323567e-11,2.1637068353980007e-11
6.5936879875661685e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4298502961599276,0.06118454910800226,0.003116118132502756,7.135705343868183e-06,0.0035156146492946174,0.09747015087040785,0.03586886919258476,2.6091082710988552e-05,8.457851097669686e-10,0.0015067780836501056,3.9636768485709334e-11,0.000602098461633542,2.7933868366406553e-09,1.9658150506774854e-06,3.9270648779942985e-09,1.565832039469536e-10,5.60857566790985e-06,3.442084549919008e-05,0.004266986103406942,5.9512232491521e-07,0.0006947332331491695,1.1419614316637377e-09,1.1681102999882089e-09,6.39699727816088e-08,1.3264891747223074e-07,0.0007535403689728657,0.014840952941053174,1.1214531048657377e-06,1.5321773318860083e-07,0.0018946988577460077,4.532620050335031e-09,5.447210063148099e-05,1.0787074635818172e-07,2.5828412396147903e-06,3.653927836886681e-10,1.3524665547536083e-10,3.818893201713315e-06,6.986755950473584e-08,9.428366095854879e-12,2.1145939405349475e-11,2.1633921384960382e-11
6.602977737680264e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4298148868198876,0.061134146095443063,0.0031077223694379536,7.1357629495558795e-06,0.003514202891266674,0.09757838962927602,0.03588709946412899,2.605315476689558e-05,8.480202541080955e-10,0.0015056872486925261,3.9613480988611364e-11,0.0006022699858377197,2.7938037385476774e-09,1.9599002628819167e-06,3.930178526990279e-09,1.565629455008341e-10,5.596217875713495e-06,3.445821655752171e-05,0.004263119687837901,5.921714365759699e-07,0.0006950484981968817,1.1373923546827229e-09,1.1641196804588062e-09,6.41532342481103e-08,1.3310287942251952e-07,0.0007557141654746075,0.014875789204880219,1.1219230369558518e-06,1.531435890636241e-07,0.0018966474341373938,4.5289655421939554e-09,5.453124211851928e-05,1.0791668103980842e-07,2.5765273607669574e-06,3.657419075747481e-10,1.3521743246204106e-10,3.8227342323326895e-06,6.976024587712971e-08,9.437825053750204e-12,2.1080578347881877e-11,2.1630781418843933e-11
6.61226748779436e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42977947657400967,0.061083786085899344,0.0030993505003537127,7.135820001235888e-06,0.0035127910711595395,0.09768653545937049,0.03590528192544891,2.6015289083154032e-05,8.502562522986781e-10,0.0015045974068333674,3.959025823545663e-11,0.0006024412863980144,2.794224001890054e-09,1.9540056922124432e-06,3.933286614327201e-09,1.5654241569672142e-10,5.583893213379725e-06,3.449559577640421e-05,0.004259256838924385,5.892389230184541e-07,0.0006953631808626447,1.1328485108068262e-09,1.1601433275263625e-09,6.433687974505652e-08,1.3355737560351129e-07,0.0007578892312139042,0.014910624260755522,1.1223914008959808e-06,1.5306945205224193e-07,0.0018985938528904857,4.525314552024761e-09,5.459039652028549e-05,1.0796246270195408e-07,2.570228876380396e-06,3.660904106502646e-10,1.3518801913965906e-10,3.8265753891273805e-06,6.965311553521933e-08,9.447284540161952e-12,2.1015445164790828e-11,2.1627648411720642e-11
6.621557237908456e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42974406552290745,0.06103346904358688,0.003091002454021077,7.135876502027305e-06,0.0035113791921032376,0.09779458843458187,0.03592341671620539,2.5977485548442255e-05,8.524930961948948e-10,0.0015035085570622795,3.956710023400111e-11,0.0006026123637579415,2.794647635819835e-09,1.9481312621735233e-06,3.936389151531489e-09,1.5652161572907596e-10,5.571601586445553e-06,3.453298345762232e-05,0.004255397554461161,5.863246451266241e-07,0.0006956772825199457,1.12832972704325e-09,1.156181188130587e-09,6.452090861908752e-08,1.3401240436954365e-07,0.0007600655585132095,0.014945458014362128,1.1228582016272944e-06,1.5299532232795848e-07,0.0019005381163200053,4.521667077134296e-09,5.464956431434508e-05,1.0800809182520963e-07,2.5639457519846586e-06,3.6643829394011847e-10,1.3515841646980058e-10,3.830416706244852e-06,6.954616815669793e-08,9.456744639347536e-12,2.0950538984977053e-11,2.1624522320646834e-11
6.630846988022551e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4297086537668121,0.06098319493275008,0.003082678159428258,7.1359324550284165e-06,0.003509967257211702,0.09790254862875969,0.0359415039756392,2.5939744051653077e-05,8.54730777672726e-10,0.0015024206983700707,3.954400699235063e-11,0.000602783218359594,2.7950746495217442e-09,1.9422768966224863e-06,3.939486150107113e-09,1.5650054678805166e-10,5.55934290072719e-06,3.4570379903189496e-05,0.004251541832238649,5.834284650388172e-07,0.0006959908045366956,1.1238358309583863e-09,1.1522332094125697e-09,6.47053202181514e-08,1.3446796407865684e-07,0.0007622431397118313,0.01498029037175855,1.1233234440570585e-06,1.529212000625901e-07,0.0019024802267397145,4.518023114841896e-09,5.4708745978818755e-05,1.0805356888826736e-07,2.5576779531565576e-06,3.667855584678737e-10,1.3512862540985923e-10,3.834258217856165e-06,6.943940341977338e-08,9.466205435609495e-12,2.088585894140561e-11,2.1621403102845425e-11
6.639207763125237e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42967678266608633,0.0609379849098797,0.003075206543515516,7.135982346912792e-06,0.0035086964706309604,0.09799963353673975,0.03595774198459369,2.590582965530911e-05,8.567454004365071e-10,0.0015014424720863652,3.95232784514781e-11,0.0006029367974069903,2.7954618591785404e-09,1.9370250601141437e-06,3.942268722790055e-09,1.564813557490942e-10,5.54833817070144e-06,3.460404444768463e-05,0.004248074726124485,5.808372636417662e-07,0.0006962724798893949,1.1198124600203442e-09,1.1486920924227823e-09,6.487161734400973e-08,1.348784204131471e-07,0.0007642040285513053,0.015011638222319844,1.1237408339232148e-06,1.528544965428275e-07,0.0019042262872055857,4.514746549790524e-09,5.476202173149214e-05,1.0809436862817418e-07,2.5520500091590727e-06,3.6709756831763776e-10,1.3510165317036867e-10,3.837715772859855e-06,6.934347104955315e-08,9.474720817922776e-12,2.0827839535163775e-11,2.1618601647685194e-11
