Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),O(29),COX(50),OH(D)X(68),CH4OX(63),CHOX(53),C2H6X(52),acetyl(44),CHO2X(213),C2H4X(215),C2H4X(70)
4.5390883316716875e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434477405896769,0.10588281794682394,0.01990784147988473,0.0,0.0018358340515453979,0.004359293743740722,0.0027188814441889823,4.328229206197197e-05,2.9070681675738053e-13,0.002270093359306672,3.1461656823772687e-11,0.0003829567941087733,2.1672474385982772e-09,4.233474728378528e-05,1.8911476619770305e-10,1.092166944995873e-11,0.00029432499570901247,9.813781784740277e-07,0.007617596957677983,0.0009228767833842892,0.00018394435563859647,1.709275268493044e-06,1.1243108417214588e-08,1.3280688064350987e-08,1.234831093083699e-11,2.866963290012998e-07,4.541977954795206e-05,4.2380352835186046e-07,8.350271465071571e-08,8.694826012439855e-05,7.044782405364106e-09,1.5527660791637836e-06,1.0951286211698326e-05,8.435174040389044e-09,9.117129814082891e-10,4.697852391919177e-10,1.715932851705549e-11,1.1923459437134057e-07,1.544515058814038e-11,3.418887990637578e-13,9.73892446170675e-08,2.7731686081000966e-13
4.554050617095971e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.443452719952292,0.10586644515413379,0.01989881811239082,0.0,0.0018449050009538227,0.004379734650171875,0.0027328405213701244,4.346124474321887e-05,2.9414688604677335e-13,0.00227266191038754,3.170136223851175e-11,0.0003830560550725088,2.1762408657789973e-09,4.257757440799798e-05,1.901362651614957e-10,1.099893988562429e-11,0.0002940426138633912,9.902364144078474e-07,0.007616502570586879,0.0009179339910865917,0.00018430596570387188,1.7034405992057537e-06,1.125072838352473e-08,1.3294380425348634e-08,1.241878667422746e-11,2.8906310962168457e-07,4.570553153340659e-05,4.257695795610556e-07,8.390557257061009e-08,8.735830290382667e-05,7.052832766366993e-09,1.5667833287924259e-06,1.0953745597456683e-05,8.478577099974308e-09,9.108485636506679e-10,4.724852363067316e-10,1.7272627378376636e-11,1.1973123739807284e-07,1.554201367302765e-11,3.4229853639325246e-13,9.833635658789653e-08,2.798231550393541e-13
4.5690129025202543e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434576889210674,0.10585007940167213,0.019889797785659503,0.0,0.0018539594348630027,0.004400214455130994,0.002746812110932826,4.363961460541591e-05,2.9761641955705065e-13,0.0022752099041600635,3.194112273157579e-11,0.00038315556254127597,2.185196541759309e-09,4.2819772283976554e-05,1.9115926622819475e-10,1.107639461952332e-11,0.0002937516850937567,9.991303393032706e-07,0.007615408504822307,0.0009129983894501284,0.00018466740353644765,1.6975819743547053e-06,1.1258236814217994e-08,1.3307956024543238e-08,1.2489869372148435e-11,2.914510152947694e-07,4.59935498290703e-05,4.2773686993544626e-07,8.430768817445065e-08,8.776913318074137e-05,7.060819343068798e-09,1.5808570629670601e-06,1.0956135760240377e-05,8.522019754405194e-09,9.099576284515279e-10,4.751783001978256e-10,1.738627122953279e-11,1.2022628570555524e-07,1.563898614129524e-11,3.426936016259921e-13,9.928784746314595e-08,2.8233958405173313e-13
4.5839751879445377e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44346264718110234,0.10583372074416011,0.01988078050462459,0.0,0.0018629971141100416,0.004420733153070954,0.002760796071687396,4.381739787378959e-05,3.0111557348887057e-13,0.0022777374333030407,3.218092442256407e-11,0.00038325531392567754,2.1941142520777033e-09,4.306132813318082e-05,1.9218376080968032e-10,1.1154032375453198e-11,0.0002934522891068263,1.0080597903288508e-06,0.007614314758714197,0.0009080702807968156,0.00018502866622601262,1.6917000350606224e-06,1.1265634314665829e-08,1.3321415451253997e-08,1.256156569201299e-11,2.938602251105915e-07,4.628385095620201e-05,4.297053817385904e-07,8.47090514944468e-08,8.818075082686337e-05,7.0687424153712815e-09,1.594987024031024e-06,1.095845732061692e-05,8.565501557795479e-09,9.090404212474794e-10,4.778642882892231e-10,1.750025915374704e-11,1.2071972858524858e-07,1.5736065911589585e-11,3.4307403438018475e-13,1.0024370084345002e-07,2.8486610179285496e-13
4.598937473368821e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434675944215606,0.10581736923560109,0.01987176627426128,0.0,0.0018720178027002252,0.004441290736438582,0.002774792262993441,4.399459083458721e-05,3.0464450428448854e-13,0.0022802445903266125,3.242075348675107e-11,0.00038335530662678656,2.2029937875644777e-09,4.330222930106595e-05,1.9320974031805214e-10,1.123185187736286e-11,0.00029314450580546745,1.017024603813696e-06,0.007613221330617429,0.000903149963336717,0.00018538975085823138,1.6857954195706118e-06,1.1272921488516975e-08,1.3334759292994681e-08,1.2633882348323324e-11,2.9629091921465076e-07,4.6576451505475994e-05,4.31675097303453e-07,8.51096526941517e-08,8.85931556731867e-05,7.07660226271734e-09,1.6091729529984525e-06,1.0960710893337539e-05,8.609022065893753e-09,9.080971881086148e-10,4.805430593724353e-10,1.7614590225977198e-11,1.2121155549710126e-07,1.5833250910099443e-11,3.434398762355239e-13,1.012039001877706e-07,2.874026619631729e-13
4.6138997587931045e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.443472530335656,0.10580102492928078,0.019862755099584156,0.0,0.001881021267807353,0.00446188719567565,0.002788800544759083,4.417118983480349e-05,3.0820336862456457e-13,0.0022827314675737723,3.2660596156847754e-11,0.0003834555380368638,2.2118349443184328e-09,4.3542463257879415e-05,1.9423719616574477e-10,1.1309851849403909e-11,0.000292828415278582,1.0260246152693948e-06,0.007612128218911538,0.0008982377311816704,0.000185750654515474,1.6798687632097087e-06,1.1280098937706248e-08,1.3347988135485561e-08,1.2706826102713329e-11,2.987432788034383e-07,4.687136813596409e-05,4.336459990325475e-07,8.550948206842213e-08,8.900634750999838e-05,7.084399164096161e-09,1.623414589588978e-06,1.0962897087451927e-05,8.652580836082656e-09,9.07128175707261e-10,4.832144736155756e-10,1.772926351300724e-11,1.217017560688385e-07,1.5930539070650166e-11,3.437911707144283e-13,1.02168428816006e-07,2.899492180241164e-13
4.628862044217388e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434774546206405,0.10578468787776737,0.019853746985645248,0.0,0.0018900072797736658,0.004482522519220251,0.002802820777440222,4.434719128190579e-05,3.117923234249436e-13,0.002285198157221823,3.2900438724736515e-11,0.0003835560055400614,2.2206375236829423e-09,4.3782017599431795e-05,1.9526611976565107e-10,1.1388031015981338e-11,0.0002925040977910517,1.0350596594118413e-06,0.007611035422000434,0.0008933338743591861,0.0001861113742775365,1.6739206983328815e-06,1.1287167262463077e-08,1.3361102562665182e-08,1.2780403763982317e-11,3.0121748611964884e-07,4.716861757408287e-05,4.356180693980861e-07,8.590853004336521e-08,8.94203260869052e-05,7.092133398048248e-09,1.6377116722622744e-06,1.0965016506420353e-05,8.696177427378263e-09,9.061336312869087e-10,4.858783925721859e-10,1.784427807354011e-11,1.2219032009524823e-07,1.6027928334797008e-11,3.441279632629758e-13,1.0313726991159414e-07,2.925057232042963e-13
4.6438243296416714e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434823669777898,0.10576835813291215,0.019844741937532162,0.0,0.0018989756121093708,0.004503196693508546,0.002816852822039852,4.452259164355799e-05,3.154115258334135e-13,0.002287644751283772,3.31402675431796e-11,0.00038365670651310883,2.229401332221428e-09,4.402088004784155e-05,1.9629650253125183e-10,1.146638810180397e-11,0.0002921716337737453,1.0441295701829538e-06,0.00760994293831212,0.0008884386788266082,0.00018647190722235132,1.667951854277464e-06,1.1294127061319776e-08,1.3374103156701826e-08,1.285462218811936e-11,3.037137244470763e-07,4.746821661250529e-05,4.3759129094213464e-07,8.630678717627047e-08,8.98350911128684e-05,7.099805242670207e-09,1.6520639382524295e-06,1.0967069748223178e-05,8.739811400429623e-09,9.051138026313244e-10,4.885346791897735e-10,1.7959632958292135e-11,1.2267723753746262e-07,1.6125416651917413e-11,3.444503012315369e-13,1.0411040652411098e-07,2.9507213050568017e-13
4.658786615065955e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44348726711239017,0.10575203574584971,0.01983573996036618,0.0,0.001907926041491763,0.004523909702976873,0.002830896540107421,4.4697387447343234e-05,3.190611332264386e-13,0.0022900713416096783,3.338006902750093e-11,0.00038375763832598363,2.2381261816922427e-09,4.425903845225405e-05,1.9732833587675376e-10,1.1544921831934586e-11,0.00029183110381358765,1.0532341807722855e-06,0.007608850766298421,0.0008835524264855423,0.00018683225042668826,1.661962857316047e-06,1.1300978931119466e-08,1.3386990498004665e-08,1.2929488278318313e-11,3.0623217810518214e-07,4.777018210903634e-05,4.3956564627677717e-07,8.67042441555281e-08,9.0250642256246e-05,7.1074149756193654e-09,1.6664711236021498e-06,1.0969057405467821e-05,8.783482317518435e-09,9.040689380338443e-10,4.911831978180628e-10,1.8075327210088503e-11,1.2316249852223563e-07,1.622300197930237e-11,3.4475823385508006e-13,1.0508782157186273e-07,2.976483927097408e-13
4.673748900490238e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434921547337241,0.10573572076699854,0.019826741059300382,0.0,0.001916858347763957,0.004544661530064229,0.0028449517937382445,4.4871575280485105e-05,3.227413032058706e-13,0.002292478019887933,3.361982965724114e-11,0.00038385879834256724,2.246811889022963e-09,4.4496480789534876e-05,1.983616112172337e-10,1.1623630931839747e-11,0.00029148258864369013,1.0623733236385264e-06,0.0076077589044346965,0.0008786753951965425,0.00018719240096684618,1.6559543306098413e-06,1.1307723467023723e-08,1.3399765165234734e-08,1.3005008984983126e-11,3.087730324433348e-07,4.8074530985452196e-05,4.41541118084285e-07,8.710089180053368e-08,9.066697914484184e-05,7.114962874118173e-09,1.680932963196792e-06,1.097098006549323e-05,8.827189742558884e-09,9.029992862668479e-10,4.9382381421696e-10,1.819135986396068e-11,1.2364609334121607e-07,1.6320682282246767e-11,3.4505181223321276e-13,1.0606949784447232e-07,3.0023446238357456e-13
4.6887111859145216e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44349702955505654,0.10571941324606156,0.019817745239517855,0.0,0.0019257723139332178,0.004565452155215119,0.0028590184455729653,4.5045151789567894e-05,3.26452193595635e-13,0.002294864877646492,3.38595359777858e-11,0.00038396018392128573,2.255458276284117e-09,4.4733195164937434e-05,1.9939631996879063e-10,1.1702514127439295e-11,0.0002911261691335423,1.071546830530893e-06,0.007606667351219571,0.0008738078587940539,0.00018755235591933473,1.6499268941625024e-06,1.1314361262519967e-08,1.3412427735315514e-08,1.3081191305723351e-11,3.1133647383471126e-07,4.8381280226302656e-05,4.4351768911729556e-07,8.749672106157875e-08,9.108410136596286e-05,7.122449214958449e-09,1.6954491907982142e-06,1.0972838310471851e-05,8.870933241097626e-09,9.019050965514171e-10,4.964563955642339e-10,1.830772994724462e-11,1.2412801245021808e-07,1.6418455534138742e-11,3.4533108930990554e-13,1.0705541800545896e-07,3.0283029188599055e-13
4.703673471338805e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44350189129362017,0.10570311323202684,0.01980875250622987,0.0,0.0019346677261689023,0.004586281556882747,0.0028730963587970657,4.52181136802554e-05,3.301939624383973e-13,0.0022972320062540474,3.409917460196673e-11,0.00038406179241573594,2.264065170662351e-09,4.496916981274527e-05,2.0043245354870482e-10,1.1781570145155607e-11,0.0002907619262792665,1.0807545325104002e-06,0.007605576105174654,0.0008689500871016104,0.00018791211236154654,1.643881164774434e-06,1.1320892909428555e-08,1.3424978783443347e-08,1.3158042285339473e-11,3.139226896698576e-07,4.869044687767602e-05,4.454953421989972e-07,8.789172301972825e-08,9.150200846648292e-05,7.129874274505411e-09,1.7100195390784456e-06,1.0974632717509188e-05,8.914712380313939e-09,9.00786618527173e-10,4.990808104629167e-10,1.8424436479680907e-11,1.2460824646848666e-07,1.6516319716548078e-11,3.4559611985293523e-13,1.0804556459481133e-07,3.054358333735678e-13
4.7186357567630884e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44350673967060084,0.10568682077316821,0.019799762864674133,0.0,0.0019435443738000178,0.004607149711532586,0.00288718539714042,4.5390457717008695e-05,3.339667679922057e-13,0.0022995794969211582,3.433873221163617e-11,0.00038416362117529884,2.2726324044330377e-09,4.520439309688893e-05,2.01470003375604e-10,1.1860797711962534e-11,0.00029038994119393263,1.0899962599710202e-06,0.007604485164844263,0.0008641023459472808,0.00018827166737242056,1.637817755997594e-06,1.132731899790963e-08,1.3437418883097594e-08,1.3235569015798186e-11,3.1653186834990295e-07,4.900204804592634e-05,4.474740602233191e-07,8.828588888668387e-08,9.192069995291455e-05,7.1372383287015505e-09,1.7246437396531752e-06,1.0976363858740934e-05,8.958526729019943e-09,8.996441022222976e-10,5.016969289484188e-10,1.8541478473515763e-11,1.2508678617795996e-07,1.6614272819313642e-11,3.458469604330612e-13,1.090399200315534e-07,3.080510388066823e-13
4.733598042187372e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44351157441112316,0.10567053591704609,0.019790776320113015,0.0,0.0019524020493123875,0.004628056593646271,0.0029012854248769123,4.556218072280262e-05,3.377707687271128e-13,0.0023019074407013076,3.4578195559213964e-11,0.00038426566754573755,2.281159814932352e-09,4.543885351153767e-05,2.0250896086963682e-10,1.1940195555434056e-11,0.00029001029509793485,1.099271842660721e-06,0.007603394528795156,0.0008592648971793638,0.0001886310180330951,1.6317372780907781e-06,1.1333640116469615e-08,1.3449748606050453e-08,1.3313778636196781e-11,3.1916419927941705e-07,4.9316100896362276e-05,4.49453826155133e-07,8.867921000463454e-08,9.234017529148708e-05,7.144541653070294e-09,1.7393215231150479e-06,1.0978032301427799e-05,9.002375857661122e-09,8.984777980237367e-10,5.04304622495368e-10,1.865885493360368e-11,1.2556362252252783e-07,1.6712312840629807e-11,3.4608366940291417e-13,1.1003846661630261e-07,3.106758599555025e-13
4.748560327611655e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44351639524423514,0.10565425871050825,0.019781792877831855,0.0,0.00196124054834544,0.004649002175725869,0.0029153963068240876,4.5733279578841195e-05,3.4160612332177633e-13,0.00230421592849193,3.4817551469207395e-11,0.00038436792886978343,2.2896472445288134e-09,4.5672539681666095e-05,2.0354931745265298e-10,1.201976240379268e-11,0.0002896230693094312,1.1085811097023826e-06,0.007602304195616258,0.0008544379986823236,0.00018899016142755212,1.625640337975419e-06,1.1339856851967572e-08,1.3461968522376619e-08,1.3392678332717221e-11,3.218198728589136e-07,4.963262265189747e-05,4.514346230304573e-07,8.907167784609308e-08,9.276043390823252e-05,7.151784522719528e-09,1.754052619066771e-06,1.0979638608047944e-05,9.046259338316834e-09,8.972879566475849e-10,5.06903764024166e-10,1.8776564857511412e-11,1.2603874660728725e-07,1.6810437787131947e-11,3.463063068756075e-13,1.1104118653382046e-07,3.133102484059505e-13
4.7635226130359386e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435212019028931,0.10563798919969086,0.019772812543137244,0.0,0.001970059669688621,0.004669986428298477,0.0029295179083428653,4.5903751224271995e-05,3.4547299066003875e-13,0.002306505051035368,3.50567868397039e-11,0.0003844704024877085,2.2980945405943105e-09,4.5905440363595884e-05,2.0459106454839173e-10,1.2099496985957557e-11,0.00028922834523484325,1.1179238896145892e-06,0.007601214163918392,0.0008496219043929677,0.0001893490946432521,1.619527539191898e-06,1.1345969789621184e-08,1.347407920046263e-08,1.347227533856907e-11,3.2449908047698625e-07,4.9951630591661675e-05,4.5341643395667085e-07,8.946328401372006e-08,9.318147518907792e-05,7.1589672123448915e-09,1.768836756154022e-06,1.0981183336387191e-05,9.090176744701073e-09,8.960748291096545e-10,5.094942279072715e-10,1.889460723562279e-11,1.265121496977933e-07,1.6908645673980927e-11,3.465149347031293e-13,1.1204806185555476e-07,3.159541555656311e-13
4.778484898460222e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44352599412394633,0.1056217274300194,0.01976383532135537,0.0,0.001978859215277423,0.004691009319921159,0.0029436500953372935,4.6073592655899275e-05,3.4937152982748773e-13,0.002308774898919787,3.529588864383634e-11,0.0003845730857378865,2.306501555474613e-09,4.613754444551275e-05,2.0563419358267582e-10,1.217939803159234e-11,0.00028882620435941904,1.1273000103322993e-06,0.007600124432334008,0.0008448168643168598,0.0001897078147717589,1.613399481856368e-06,1.1351979513012529e-08,1.348608120701598e-08,1.3552576933921094e-11,3.272020145020749e-07,5.027314204957249e-05,4.5539924211273364e-07,8.985402024013412e-08,9.360329847994511e-05,7.166089996232952e-09,1.7836736620981645e-06,1.0982667039626977e-05,9.13412765216336e-09,8.948386666962283e-10,5.120758899752049e-10,1.9012981051245535e-11,1.269838232193075e-07,1.7006934524946623e-11,3.46709616454411e-13,1.1305907454217344e-07,3.186075326697277e-13
4.793447183884505e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44353077164812144,0.10560547344620966,0.019754861217830415,0.0,0.001987638990189049,0.0047120708171862384,0.0029577927342543616,4.624280092789618e-05,3.533019001079963e-13,0.0023110255625800403,3.553484393122091e-11,0.0003846759759573394,2.3148681464593917e-09,4.6368840947958744e-05,2.0667869598361384e-10,1.2259464271152786e-11,0.0002884167282378572,1.136709299227384e-06,0.007599034999516912,0.000840023124544965,0.00019006631890935657,1.60725676261811e-06,1.1357886604093646e-08,1.3497975107074037e-08,1.363359044582193e-11,3.299288682738581e-07,5.059717441286701e-05,4.5738303074941416e-07,9.024387838770955e-08,9.402590308685703e-05,7.173153148264168e-09,1.798563063728754e-06,1.098409026643007e-05,9.17811163768977e-09,8.935797209349933e-10,5.146486275222805e-10,1.9131685280718636e-11,1.2745375875604283e-07,1.7105302372490547e-11,3.4689041739321366e-13,1.1407420644608949e-07,3.212703307868617e-13
4.808409469308788e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435355342200064,0.10558922729226894,0.019745890237922867,0.0,0.0019963988026377045,0.004733170884726902,0.002971945692083854,4.6411373151515804e-05,3.572642609802435e-13,0.002313257132298477,3.577363982936769e-11,0.000384779070482275,2.323194175751744e-09,4.659931902430007e-05,2.077245631818091e-10,1.2339694435934092e-11,0.00028799999848499373,1.1461515831290389e-06,0.007597945864142009,0.0008352409272705265,0.00019042460415765548,1.6010999746174243e-06,1.1363691643191746e-08,1.3509761464012632e-08,1.3715323248108678e-11,3.3267983609426426e-07,5.092374512059338e-05,4.5936778318952295e-07,9.063285044836086e-08,9.444928827605093e-05,7.180156941915696e-09,1.8135046870158461e-06,1.0985453561024146e-05,9.222128279904105e-09,8.922982435661632e-10,5.172123193120642e-10,1.9250718893521343e-11,1.2792194805040457e-07,1.7203747257847394e-11,3.4705740445572156e-13,1.1509343931397672e-07,3.2394250082491926e-13
4.823371754733072e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435402815880352,0.10557298901149717,0.01973692238700802,0.0,0.0020051384639695243,0.0047543094852231585,0.0029861088363582608,4.657930649480138e-05,3.612587721142179e-13,0.0023154696982057095,3.601226354506362e-11,0.00038488236664861004,2.331479510437247e-09,4.682896796117057e-05,2.0877178661057539e-10,1.2420087258118002e-11,0.0002875760967665501,1.1556266883440625e-06,0.007596857024905031,0.0008304705108061663,0.00019078266762419062,1.5949297074440628e-06,1.1369395209014291e-08,1.3521440839554497e-08,1.3797782761303982e-11,3.354551132180964e-07,5.125287166206147e-05,4.6135348282815525e-07,9.102092854331431e-08,9.487345327409831e-05,7.1871016502640305e-09,1.8284982571020917e-06,1.0986757463283234e-05,9.266177159069246e-09,8.909944865137805e-10,5.197668455825626e-10,1.9370080852383285e-11,1.2838838300222874e-07,1.7302267231105698e-11,3.472106462279246e-13,1.1611675478927623e-07,3.2662399353684025e-13
4.838334040157355e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44354501350447106,0.10555675864648818,0.019727957670474357,0.0,0.0020138577886571374,0.004775486579408087,0.00300028203515274,4.674659818229535e-05,3.652855933677014e-13,0.0023176633502813254,3.625070236572807e-11,0.0003849858617924838,2.339724022452541e-09,4.705777717889099e-05,2.098203577061602e-10,1.2500641470819663e-11,0.00028714510478994483,1.1651344406770022e-06,0.007595768480522282,0.0008257121096012081,0.0001911405064230093,1.5887465470962048e-06,1.1374997878653751e-08,1.3533013793777404e-08,1.3880976452500941e-11,3.382548958432649e-07,5.158457157525259e-05,4.633401131329396e-07,9.140810492286712e-08,9.529839726803137e-05,7.193987545987475e-09,1.8435434983346223e-06,1.0988002508807029e-05,9.310257857088644e-09,8.896687018572079e-10,5.223120880511402e-10,1.9489770113395736e-11,1.2885305566801696e-07,1.7400860351287545e-11,3.4735021292275447e-13,1.1714413441469287e-07,3.293147595263728e-13
4.853296325581639e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435497297253902,0.10554053623913102,0.01971899609372206,0.0,0.002022556594293868,0.00479670212607446,0.0030144651570851236,4.691324549474745e-05,3.69344884782736e-13,0.0023198381783545528,3.648894366074075e-11,0.00038508955325076017,2.3479275885534567e-09,4.728573623186425e-05,2.1087026790797457e-10,1.2581355808134232e-11,0.00028670710429516715,1.1746746654501644e-06,0.007594680229730367,0.0008209659542592197,0.00019149811767525126,1.5825510759399958e-06,1.1380500227592178e-08,1.35444808851221e-08,1.3964911835235758e-11,3.4107938110062536e-07,5.1918862445187606e-05,4.6532765764429203e-07,9.17943719661335e-08,9.572411940547637e-05,7.200814901368443e-09,1.8586401342967224e-06,1.0989189228998178e-05,9.354369957507945e-09,8.883211418028057e-10,5.248479299191693e-10,1.9609785626124073e-11,1.2931595826016836e-07,1.749952468642724e-11,3.4747617635700445e-13,1.181755596346819e-07,3.3201474925378926e-13
4.868258611005922e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44355443001066586,0.10552432183061126,0.019710037662161454,0.0,0.0020312347015875886,0.004817956082081642,0.0030286580713159766,4.7079245768822e-05,3.734368065820741e-13,0.0023219942721048824,3.672697488274226e-11,0.00038519343836151824,2.356090090282699e-09,4.751283480894683e-05,2.1192150865882991e-10,1.2662229005183261e-11,0.00028626217704571296,1.184247187523488e-06,0.007593592271285938,0.0008162322715557701,0.0001918554985097181,1.5763438726696466e-06,1.1385902829705509e-08,1.3555842670400022e-08,1.404959646934798e-11,3.4392876704341156e-07,5.225576190225339e-05,4.673160999756801e-07,9.21797221807787e-08,9.615061879479308e-05,7.207583988295611e-09,1.8737878878392845e-06,1.0990318151137537e-05,9.398513045516777e-09,8.869520586557935e-10,5.273742558764158e-10,1.9730126333721318e-11,1.2977708314620807e-07,1.75982583136491e-11,3.475886099280302e-13,1.1921101179792487e-07,3.347239130415669e-13
4.883220896430205e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44355911412395127,0.10550811546141257,0.019701082381211592,0.0,0.0020398919343542145,0.004839248402362814,0.003042860647548709,4.724459639680416e-05,3.775615191656111e-13,0.002324131721062636,3.69647835689069e-11,0.0003852975144645334,2.36421141393709e-09,4.773906273379633e-05,2.1297407140518175e-10,1.2743259798160871e-11,0.00028581040481958416,1.1938518313142786e-06,0.007592504603965437,0.0008115112844563981,0.00019221264606343518,1.5701255122680961e-06,1.1391206257267685e-08,1.356709970480078e-08,1.4135037960827892e-11,3.468032526362649e-07,5.25952876204871e-05,4.6930542381389165e-07,9.25641482027403e-08,9.657789450522092e-05,7.214295078265911e-09,1.8889864811120438e-06,1.0991389798457421e-05,9.442686707950721e-09,8.855617047923002e-10,5.298909521051568e-10,1.9850791173043023e-11,1.3023642284801312e-07,1.769705931924425e-11,3.4768758859021943e-13,1.2025047215979547e-07,3.3744220108002937e-13
4.898183181854489e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435637818326625,0.10549191717131805,0.01969213025629875,0.0,0.0020485281195108504,0.004860579039932532,0.003057072756029743,4.7409294826305235e-05,3.817191831068032e-13,0.0023262506146094985,3.720235734218805e-11,0.0003854017789017473,2.3722914505343962e-09,4.796440996519563e-05,2.1402794759738073e-10,1.2824446924379663e-11,0.00028535186940035063,1.2034884208168033e-06,0.007591417226564832,0.0008068032121347883,0.0001925695574822032,1.563896565968264e-06,1.1396411080954514e-08,1.3578252541899407e-08,1.422124396165128e-11,3.497030377438482e-07,5.2937457315817917e-05,4.7129561291931107e-07,9.294764279593703e-08,9.700594556703141e-05,7.220948442386341e-09,1.904235635594591e-06,1.0992404690212918e-05,9.48689053329336e-09,8.841503326316027e-10,5.32397906284037e-10,1.99717790747629e-11,1.3069397004103508e-07,1.779592579874651e-11,3.4777318883129046e-13,1.2129392188481356e-07,3.4016956343294947e-13
4.913145467278772e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435684329079622,0.10547572699941192,0.01968318129285504,0.0,0.0020571430870685915,0.004881947945894562,0.003071294267548714,4.757333855996725e-05,3.859099591490687e-13,0.0023283510419789917,3.743968391253589e-11,0.0003855062290177279,2.38033009577973e-09,4.818886659735346e-05,2.1508312868992978e-10,1.2905789122316436e-11,0.000284886652568276,1.2131567796217392e-06,0.007590330137899377,0.0008021082699911513,0.00019292622992114156,1.557657601214865e-06,1.1401517869847326e-08,1.3589301733663399e-08,1.4308222169600511e-11,3.5262832311904313e-07,5.328228874426602e-05,4.732866511262032e-07,9.333019885196595e-08,9.743477097168678e-05,7.227544351375661e-09,1.919535072127158e-06,1.099336334175127e-05,9.531124111678562e-09,8.827181946085537e-10,5.348950075916653e-10,2.0093088963489836e-11,1.3114971755351998e-07,1.789485585700725e-11,3.4784548864835494e-13,1.223413420490889e-07,3.429059500431147e-13
4.928107752703056e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44357306712474204,0.10545954498408106,0.019674235496316975,0.0,0.0020657366701249845,0.0049033550694500385,0.003085525053438743,4.7736725155166565e-05,3.9013400820217484e-13,0.0023304330922569107,3.767675107808762e-11,0.0003856108621601199,2.3883272500315525e-09,4.84124228601819e-05,2.161396061417486e-10,1.2987285131657698e-11,0.00028441483609150666,1.2228567309354845e-06,0.007589243336803345,0.0007974266696708055,0.00019328266054522263,1.5514091816268252e-06,1.1406527191436387e-08,1.3600247830459506e-08,1.4395980328073017e-11,3.555793103907284e-07,5.362979970009856e-05,4.7527852234300265e-07,9.371180938978685e-08,9.786436967200501e-05,7.234083075565879e-09,1.93488451094118e-06,1.0994266264579382e-05,9.575387034892841e-09,8.81265543146198e-10,5.373821467099489e-10,2.0214719757885913e-11,1.3160365836572495e-07,1.799384760826933e-11,3.479045675237976e-13,1.2339271364275273e-07,3.456513107378519e-13
4.943070038127339e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435776842616055,0.10544337116301673,0.019665292872124134,0.0,0.002074308704856144,0.004924800357905921,0.003099764985576745,4.789945222371661e-05,3.943914913386104e-13,0.0023324968543817224,3.791354672633022e-11,0.0003857156756800858,2.3962828182672854e-09,4.863506911955067e-05,2.1719737141644467e-10,1.3068933693344949e-11,0.00028393650171732403,1.232588097599317e-06,0.007588156822129781,0.0007927586190829535,0.00019363884652979704,1.5451518669602943e-06,1.1411439611624172e-08,1.3611091381060398e-08,1.4484526225875478e-11,3.585562020511248e-07,5.398000801394201e-05,4.77271210552611e-07,9.409246755539497e-08,9.829474058233064e-05,7.240564884903667e-09,1.9502836716896216e-06,1.099511396642949e-05,9.619678896377928e-09,8.797926306285808e-10,5.398592158271729e-10,2.0336670370785236e-11,1.3205578560913285e-07,1.8092899176240137e-11,3.479505064009915e-13,1.2444801757237758e-07,3.4840559523451244e-13
