Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),C4H6(54),C4H7X(141),C2H2(37),C2H6(343),C4H5X(365),C4H5X(364),C6H8(494),C6H7X(498),C6H7X(517),C6H7X(518),C8H10(500),C8H9X(719),C8H9X(786),C8H9X(785),S(721),S(1141),S(1666),SX(2966),SX(2965),SX(2963),S(2906),SX(3918),SX(3916),SX(2962),SX(2964),SX(2960),SX(1086),SX(1144),C4H7X(140),C4H7X(143),SX(1143),SX(1145),S(1619),SX(6234),SX(6230),S(7289),SX(7451),SX(7445),SX(7444),SX(7450),SX(6229),SX(6228),SX(6227),C4H7X(142),SX(3917),SX(3915)
0.00010101737377653395,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331088230698414,0.66999251662922021,2.5289250928117324e-12,0.0,3.7113641725617045e-16,1.7602405627359896e-34,8.9613975534930858e-34,0.0,1.9390206707544097e-30,1.9535869916963004e-29,0.0,8.11521965178095e-06,3.3231285684150511e-06,1.5032102972756568e-06,1.7662827775646322e-20,8.6365067120658592e-10,3.1305819951277482e-09,1.1853041391344014e-12,3.938102761778171e-07,1.7184736888714629e-09,3.849025821833783e-15,9.2984921840953831e-08,3.8490257931291581e-15,3.7587791970450776e-10,8.4193127566774021e-16,8.4193127911471004e-16,1.6436449732170293e-08,4.6188103330734492e-12,2.2617468960059877e-16,2.8151323191216734e-11,8.2291512347384567e-17,8.2291512588257019e-17,1.0290825847674827e-10,8.6640680757800608e-13,5.3264364855954262e-11,1.6011278546466275e-09,7.1837335502383471e-16,6.9117576536036329e-16,1.0134700354757751e-14,1.0341501318243084e-17,1.0341501312590541e-17,1.8176788222658015e-16,2.160393111470786e-18,1.923503241096693e-10,1.0341501223048384e-17,1.3420259948696374e-12,1.5027453477548905e-18,1.1587858073871043e-23,1.8332929887960923e-10,4.026809736779264e-17,5.7296771765212296e-17,8.1282702321154243e-18,3.4485565717908034e-15,6.0649191452521023e-16,1.2850599685680426e-17,1.1587858073872082e-23,4.7575813465541284e-17,1.666855340266517e-19,1.9395137727848068e-18
0.00010124161200084775,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331087851340335,0.66999251243781277,2.534325130327547e-12,0.0,3.7132679006228461e-16,1.7613868950576268e-34,8.9801660217026013e-34,0.0,1.9472364823807546e-30,1.9618648479968628e-29,0.0,8.1205044208702653e-06,3.3209657859618558e-06,1.5054827814194655e-06,1.7651312606575877e-20,8.6522216849477043e-10,3.138926993479635e-09,1.1863230985106214e-12,3.9414965733598699e-07,1.7223717581955101e-09,3.854707197045015e-15,9.3230215476792696e-08,3.854707296750706e-15,3.7727001396496239e-10,8.4426610458548458e-16,8.4426610392013651e-16,1.6510519558481996e-08,4.6373238464719067e-12,2.2708126247334784e-16,2.826723297046378e-11,8.2588440436244074e-17,8.2588440476921945e-17,1.0335615601292396e-10,8.703409180614785e-13,5.3509212300668677e-11,1.6122571225719189e-09,7.2096390588929175e-16,6.9366648291852249e-16,1.017041746105027e-14,1.0376175244493779e-17,1.0376175244513376e-17,1.820374940229529e-16,2.1635971614832956e-18,1.9337670921007401e-10,1.0376175164940266e-17,1.3474232679188519e-12,1.5078191437550751e-18,1.16344610464653e-23,1.8455846288558955e-10,4.0511941019239548e-17,5.7643732618964863e-17,8.1774910129110056e-18,3.4694389694901754e-15,6.0853773194927888e-16,1.289398720286216e-17,1.1634461046464959e-23,4.7646373227217799e-17,1.6741108852298128e-19,1.9479550352894719e-18
0.00010146585022516155,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331087472015275,0.6699925082494439,2.5397244304863264e-12,0.0,3.715170972160508e-16,1.7625324252540942e-34,8.9989318767355149e-34,0.0,1.9554686808885676e-30,1.9701592164922145e-29,0.0,8.1257854918538958e-06,3.3188073271754145e-06,1.5077523787488252e-06,1.7639820458008982e-20,8.6679264369994438e-10,3.1472774273073379e-09,1.1873392397694042e-12,3.944880196196569e-07,1.7262705360016753e-09,3.8607627423335976e-15,9.3475401559291759e-08,3.860762629094971e-15,3.7866412895523688e-10,8.4676636188088028e-16,8.4676636148480141e-16,1.6584710395444273e-08,4.655854891066513e-12,2.2798869381668559e-16,2.838326949746642e-11,8.2877151795622546e-17,8.2877151682435846e-17,1.03804666491957e-10,8.7428151088946526e-13,5.375447133778578e-11,1.6234330265539557e-09,7.2348498211629378e-16,6.9609336501777631e-16,1.0205923897071542e-14,1.0410862246268291e-17,1.0410862247966553e-17,1.8230678671118343e-16,2.1667974190881212e-18,1.9440504726212161e-10,1.0410862159378242e-17,1.3528256917107225e-12,1.5128844180648917e-18,1.1681108491114228e-23,1.8579256270122523e-10,4.0756399628890411e-17,5.7991568508947966e-17,8.2268359210746384e-18,3.4903745750327207e-15,6.1058209454667149e-16,1.2937302734347968e-17,1.1681108491114059e-23,4.7716848982515337e-17,1.6808259498696066e-19,1.9557691566826791e-18
0.00010169008844947535,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331087092723666,0.66999250406410793,2.5451229941879044e-12,0.0,3.7170732849574295e-16,1.763677154856082e-34,9.0176951285942339e-34,0.0,1.9637172633256284e-30,1.9784700942108251e-29,0.0,8.1310628717833247e-06,3.3166531777891173e-06,1.5100190962780606e-06,1.7628351253985931e-20,8.6836209886404624e-10,3.1556332928007812e-09,1.1883525727235466e-12,3.9482536697334554e-07,1.7301700182443484e-09,3.867189886534626e-15,9.3720479574731997e-08,3.8671898612722737e-15,3.8006026285734493e-10,8.4943097405197172e-16,8.49430974474756e-16,1.6659021911449777e-08,4.674403362760231e-12,2.2889697853318068e-16,2.8499432729186332e-11,8.315748275378485e-17,8.3157482775221282e-17,1.0425378771072135e-10,8.7822857936726551e-13,5.4000140973246173e-11,1.6346556154946664e-09,7.2593211214641179e-16,6.9844772049860945e-16,1.0240680044053137e-14,1.0445562045570499e-17,1.0445562044975694e-17,1.8257576137386502e-16,2.1699938949357632e-18,1.9543532819435352e-10,1.0445561959129669e-17,1.3582332381875779e-12,1.5179409167592981e-18,1.1727800165553171e-23,1.8703160301973441e-10,4.1001474092800893e-17,5.8340280678517163e-17,8.276305143970351e-18,3.5113627162660612e-15,6.126232694780901e-16,1.2980542958292984e-17,1.1727800165553463e-23,4.7787240966026862e-17,1.6870051371887849e-19,1.962959026665701e-18
0.00010191432667378915,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331086713465885,0.66999249988180032,2.5505208223330413e-12,0.0,3.7189754574605252e-16,1.7648210853918256e-34,9.0364557874665798e-34,0.0,1.971982226694915e-30,1.9867974781358477e-29,0.0,8.136336567702063e-06,3.3145033236147165e-06,1.5122829409967067e-06,1.7616904918963296e-20,8.6993053602229134e-10,3.163994586156889e-09,1.1893626388772117e-12,3.9516170332198923e-07,1.7340702024306777e-09,3.873247827936515e-15,9.3965449013830866e-08,3.8732480413172919e-15,3.8145841451692768e-10,8.5193951651856689e-16,8.5193951462581969e-16,1.6733453775410753e-08,4.692969157884412e-12,2.2980611154637612e-16,2.8615720644466679e-11,8.3445846154758248e-17,8.3445846197385456e-17,1.0470351747761633e-10,8.8218213054764833e-13,5.4246220206823112e-11,1.6459249380096481e-09,7.2844803361104441e-16,7.0086659124628438e-16,1.0275796151421584e-14,1.0480246545316596e-17,1.0480246546271433e-17,1.8284441573607211e-16,2.1731865634169147e-18,1.9646754193035859e-10,1.0480246472931815e-17,1.3636458720832402e-12,1.5230053677931426e-18,1.1774535765237671e-23,1.882755884772149e-10,4.1247495562050908e-17,5.8690340312084133e-17,8.3259655258860432e-18,3.5324316435307247e-15,6.1466619120750572e-16,1.3023850650417014e-17,1.177453576523683e-23,4.7857549577110367e-17,1.6937133325503481e-19,1.9707634366665149e-18
0.00010213856489810295,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331086334242338,0.66999249570251596,2.5559179158151835e-12,0.0,3.7208772988190941e-16,1.7659642183875121e-34,9.0552138629914263e-34,0.0,1.9802635681642226e-30,1.9951413654170944e-29,0.0,8.1416065866555494e-06,3.3123577505493035e-06,1.5145439198687812e-06,1.760548137785301e-20,8.7149795720319011e-10,3.1723613035803855e-09,1.1903696877769235e-12,3.9549703257062285e-07,1.7379710838678728e-09,3.8793105353200151e-15,9.4210309371768296e-08,3.8793104879263863e-15,3.8285858182539771e-10,8.5445368377461516e-16,8.5445368258828245e-16,1.6808005656775099e-08,4.7115521730298328e-12,2.3071608779249379e-16,2.8732132687256702e-11,8.3734201894709852e-17,8.3734201773965656e-17,1.0515385367035666e-10,8.8614212794588704e-13,5.4492708056077149e-11,1.6572410424532897e-09,7.3096626629739497e-16,7.0329111055103594e-16,1.0311323574170027e-14,1.0514929630525752e-17,1.0514929632934293e-17,1.8311275206644299e-16,2.176375453288396e-18,1.9750167838897562e-10,1.0514929548144668e-17,1.369063563371989e-12,1.5280696059943107e-18,1.1821315030910714e-23,1.8952452372558227e-10,4.1494296615897046e-17,5.9041509227660103e-17,8.3757832648834486e-18,3.5535679194905689e-15,6.1671031274118353e-16,1.3067157422411864e-17,1.1821315030909722e-23,4.7927774966483134e-17,1.7004118800694511e-19,1.9785585471155548e-18
0.00010236280312241675,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331085955053408,0.66999249152625007,2.5613142755262276e-12,0.0,3.7227783295491405e-16,1.7671065553605703e-34,9.0739693661347466e-34,0.0,1.9885612845283971e-30,2.0035017528280352e-29,0.0,8.1468729356384177e-06,3.3102164445251202e-06,1.5168020398333454e-06,1.7594080555754975e-20,8.7306436442859044e-10,3.1807334412820266e-09,1.1913740356743511e-12,3.9583135860480516e-07,1.7418726575423564e-09,3.8858582938923138e-15,9.4455060148277207e-08,3.8858580678309669e-15,3.8426076254187303e-10,8.5718124043705875e-16,8.571812424583531e-16,1.6882677225577926e-08,4.7301523050114876e-12,2.316269022187518e-16,2.8848669601338175e-11,8.4011739118971819e-17,8.4011739096389862e-17,1.0560479412777122e-10,8.9010853701885169e-13,5.4739603538047165e-11,1.6686039768997312e-09,7.3339049778284685e-16,7.0562548436721524e-16,1.0346137561443664e-14,1.0549629213026317e-17,1.0549629211722239e-17,1.8338077345383351e-16,2.1795605986602646e-18,1.9853772748475607e-10,1.0549629115973322e-17,1.3744862868542676e-12,1.5331225229103832e-18,1.1868137745019527e-23,1.907784133939886e-10,4.1741662170277241e-17,5.9393481365121483e-17,8.4257149501940805e-18,3.5747526319934029e-15,6.1875111568122186e-16,1.3110367592538639e-17,1.1868137745020645e-23,4.7997917258288232e-17,1.7064110454104715e-19,1.9855401273226667e-18
0.00010258704134673055,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331085575899516,0.66999248735299777,2.5667099023585298e-12,0.0,3.7246791117098059e-16,1.7682480978229474e-34,9.0927223063916788e-34,0.0,1.9968753730149497e-30,2.011878637578038e-29,0.0,8.1521356216074444e-06,3.3080793915225457e-06,1.5190573078050576e-06,1.7582702378023729e-20,8.746297597137018e-10,3.1891109954809678e-09,1.1923751878868728e-12,3.9616468529113943e-07,1.7457749211540804e-09,3.8920941700185348e-15,9.469970084735141e-08,3.8920943219725267e-15,3.8566495559293292e-10,8.5977752804992607e-16,8.5977752810304294e-16,1.6957468152339595e-08,4.7487694509984242e-12,2.3253854978973449e-16,2.8965329807034063e-11,8.4295899466358988e-17,8.4295899607979254e-17,1.0605633667573644e-10,8.9408138136286871e-13,5.4986905654789354e-11,1.68001378913112e-09,7.3586939450540401e-16,7.0800811895085935e-16,1.0380894917216287e-14,1.0584315095354177e-17,1.0584315093572399e-17,1.8364847756514208e-16,2.1827419711480813e-18,1.9957567912820549e-10,1.0584315015649756e-17,1.3799140087383249e-12,1.5381818376530901e-18,1.1915003615755914e-23,1.9203726203425621e-10,4.1989948423500248e-17,5.9746763516488816e-17,8.4758324884282898e-18,3.5960154269280546e-15,6.207921886473315e-16,1.3153631253427169e-17,1.1915003615756813e-23,4.8067976860489352e-17,1.7128573141724034e-19,1.9930394544288676e-18
0.00010281127957104435,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733108519678103,0.66999248318275362,2.5721047971988339e-12,0.0,3.7265799150307032e-16,1.7693888472882532e-34,9.1114726924620216e-34,0.0,2.0052058310875146e-30,2.0202720171148153e-29,0.0,8.1573946515479204e-06,3.3059465776324217e-06,1.5213097306738427e-06,1.7571346770601378e-20,8.7619414506713326e-10,3.1974939624042593e-09,1.1933730672040507e-12,3.9649701647665801e-07,1.7496778712014562e-09,3.8978774979494032e-15,9.4944230977253973e-08,3.8978776464184663e-15,3.8707115937958511e-10,8.621816340451984e-16,8.6218163168443284e-16,1.7032378108088407e-08,4.7674035085094813e-12,2.3345102548711884e-16,2.90821115870061e-11,8.4590112352782928e-17,8.4590112302035395e-17,1.0650847922489439e-10,8.9806065976085541e-13,5.523461341857184e-11,1.6914705266616033e-09,7.3843709134319391e-16,7.1047802136765103e-16,1.0416566295700539e-14,1.0618981776162501e-17,1.0618981778629521e-17,1.8391586439952938e-16,2.1859195741685492e-18,2.0061552322618505e-10,1.0618981703429069e-17,1.3853466947495854e-12,1.5432511121567236e-18,1.1961912347122843e-23,1.933010741956611e-10,4.2239218154659872e-17,6.0101445052878706e-17,8.5261485426355744e-18,3.6173627185519689e-15,6.228369032115583e-16,1.3196980438783603e-17,1.1961912347120861e-23,4.8137954035920851e-17,1.7199515536551704e-19,2.0012936873399254e-18
0.00010303551779535815,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331084817698353,0.66999247901551329,2.5774989609283601e-12,0.0,3.7284799272678814e-16,1.7705288052636703e-34,9.1302205342333947e-34,0.0,2.0135526558749346e-30,2.0286818885488431e-29,0.0,8.162650032426724e-06,3.3038179890101588e-06,1.5235593153048722e-06,1.7560013659776513e-20,8.7775752249091451e-10,3.2058823382851253e-09,1.194368335129956e-12,3.9682835598869153e-07,1.7535815015948627e-09,3.9042320095501311e-15,9.5188650050860378e-08,3.9042317193840263e-15,3.8847937119918252e-10,8.6483632698732851e-16,8.6483632827085411e-16,1.7107406764499777e-08,4.7860543753226472e-12,2.3436432430524131e-16,2.91990160495289e-11,8.4871775689135809e-17,8.4871775554709165e-17,1.0696121967445074e-10,9.020462969232935e-13,5.5482725870450399e-11,1.702974236759052e-09,7.4089826843655084e-16,7.1284939959220274e-16,1.0451843850454193e-14,1.0653667629312554e-17,1.0653667629958129e-17,1.8418293913266588e-16,2.1890934681510921e-18,2.0165724968216436e-10,1.0653667532619613e-17,1.3907843214532334e-12,1.5483072705942399e-18,1.2008863736824319e-23,1.9456985444563915e-10,4.2489013241116843e-17,6.0456874138930732e-17,8.5765706361159932e-18,3.6387557298302418e-15,6.2487913212910686e-16,1.3240218662403493e-17,1.2008863736823729e-23,4.8207848785483503e-17,1.7262217618251795e-19,2.0085914356443589e-18
0.00010325975601967195,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331084438651848,0.66999247485127167,2.5828923944320759e-12,0.0,3.7303794860485065e-16,1.7716679732443193e-34,9.1489658416468253e-34,0.0,2.0219158445003077e-30,2.0371082489842497e-29,0.0,8.1679017711122352e-06,3.3016936117989485e-06,1.5258060685391177e-06,1.7548702971772105e-20,8.7931989398052788e-10,3.2142761193637495e-09,1.195360586611734e-12,3.9715870763637592e-07,1.7574858096254967e-09,3.9105028393915684e-15,9.5432957585343767e-08,3.910502824741896e-15,3.8988958981093874e-10,8.6745844249513192e-16,8.6745844271394823e-16,1.7182553793790457e-08,4.8047219495060666e-12,2.3527844125272653e-16,2.9316042463325508e-11,8.515496155070025e-17,8.5154961565051011e-17,1.0741455585256828e-10,9.0603829724347763e-13,5.5731242027469735e-11,1.7145249663916399e-09,7.4336922694570366e-16,7.1522518197717895e-16,1.048663425135489e-14,1.0688347823529766e-17,1.0688347823180851e-17,1.844497002250546e-16,2.1922636316403034e-18,2.0270084839654582e-10,1.06883477384215e-17,1.3962268585511987e-12,1.5533645317255878e-18,1.2055857523276271e-23,1.9584360725965428e-10,4.2739626271156835e-17,6.0813467026197729e-17,8.6271578420459683e-18,3.6602179281808068e-15,6.2691978564123414e-16,1.3283464981383861e-17,1.2055857523276788e-23,4.8277661481670545e-17,1.7326111226186153e-19,2.0160249961868429e-18
0.00010343715137670835,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331084138813211,0.66999247155905195,2.5871586348852402e-12,0.0,3.7318820713245766e-16,1.7725686128629835e-34,9.1637935068339725e-34,0.0,2.0285435730677388e-30,2.0437860415735056e-29,0.0,8.1720538574207482e-06,3.3000159868989988e-06,1.5275814785373642e-06,1.7539770899195381e-20,8.8055517816880311e-10,3.2209202851683648e-09,1.1961433972315965e-12,3.9741935218238832e-07,1.7605749939691217e-09,3.9153530925878861e-15,9.5626150480185321e-08,3.9153530804319402e-15,3.9100663751319698e-10,8.6948746856120203e-16,8.6948746856197108e-16,1.724208642367881e-08,4.8195016785910947e-12,2.3600217754021814e-16,2.9408707624405598e-11,8.5381450961026819e-17,8.5381450961028902e-17,1.0777361175122641e-10,9.092008979174766e-13,5.5928129074033363e-11,1.7236961170755164e-09,7.4534632221527697e-16,7.1712741935090173e-16,1.051447618705105e-14,1.071577732604492e-17,1.0715777326042609e-17,1.8466051344722171e-16,2.1947689162344733e-18,2.0352776144094056e-10,1.0715777241681146e-17,1.4005359187754997e-12,1.5573675857415974e-18,1.2093064260397052e-23,1.9685480180956709e-10,4.2938489152370266e-17,6.109642554274318e-17,8.6672990790623291e-18,3.6772485160433559e-15,6.2853526766349124e-16,1.3317696731890096e-17,1.2093064260397052e-23,4.8332832490323711e-17,1.7378229183811538e-19,2.022089269772031e-18
0.00010361454673374474,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331083838997661,0.66999246826870362,2.5914244193168956e-12,0.0,3.7333843825225771e-16,1.773468759747265e-34,9.1786195966544121e-34,0.0,2.035181539726623e-30,2.0504741505666653e-29,0.0,8.1762036720325366e-06,3.2983409823166455e-06,1.5293551241572912e-06,1.7530852777977758e-20,8.8178983502728383e-10,3.2275678295734373e-09,1.1969243852355339e-12,3.9767938272100422e-07,1.7636645978398494e-09,3.9202332156881048e-15,9.581927303435967e-08,3.920233204781441e-15,3.9212493908960633e-10,8.7153163814227288e-16,8.7153163813678645e-16,1.7301692769764437e-08,4.8342917501037831e-12,2.3672642027746517e-16,2.9501448177995701e-11,8.5607229267933277e-17,8.5607229268221211e-17,1.0813303811055445e-10,9.1236746725376945e-13,5.6125267681472999e-11,1.7328967468253392e-09,7.4731727259127257e-16,7.1902381581204799e-16,1.0542282286489406e-14,1.0743206171596677e-17,1.074320617159504e-17,1.8487113156039101e-16,2.1972718816140929e-18,2.0435583489945099e-10,1.0743206087341979e-17,1.404848017933321e-12,1.5613696472128739e-18,1.2130297235877168e-23,1.9786911340797068e-10,4.3137826928311448e-17,6.1380059779288983e-17,8.7075361753177389e-18,3.6943197881595596e-15,6.3015045970780909e-16,1.3351920021277173e-17,1.2130297235877168e-23,4.8387952382984473e-17,1.7429903700169774e-19,2.0281019884049887e-18
0.00010379194209078114,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331083539205364,0.66999246498022413,2.5956897481607256e-12,0.0,3.7348864469107125e-16,1.7743684146342908e-34,9.193444115777807e-34,0.0,2.0418297431353377e-30,2.0571725746135201e-29,0.0,8.1803512183453187e-06,3.2966685912972046e-06,1.531127008753749e-06,1.7521948572155109e-20,8.8302386553531321e-10,3.2342187507271121e-09,1.197703535265738e-12,3.9793880111290623e-07,1.7667546193489531e-09,3.9251102282501806e-15,9.6012325014446704e-08,3.925110215847827e-15,3.9324449368606743e-10,8.7357668343861727e-16,8.7357668344235242e-16,1.7361372670484922e-08,4.8490921140019947e-12,2.3745116701399855e-16,2.9594263763702013e-11,8.5833024741113074e-17,8.5833024740486571e-17,1.0849283389405295e-10,9.1553799919586979e-13,5.6322657367879971e-11,1.7421268785359176e-09,7.4928838464675863e-16,7.2092038428929837e-16,1.057008969274914e-14,1.0770633027927075e-17,1.0770633027928014e-17,1.8508155485183524e-16,2.1997725312383726e-18,2.0518506376845536e-10,1.0770632943653739e-17,1.4091631410896632e-12,1.5653714465343894e-18,1.2167556320754038e-23,1.9888654424566144e-10,4.3337654232294652e-17,6.1664390556860609e-17,8.7478720846625315e-18,3.7114329864138288e-15,6.3176554671985278e-16,1.3386141073471665e-17,1.2167556320754038e-23,4.8443021278694091e-17,1.7481608775562208e-19,2.0341182731394495e-18
0.00010396933744781754,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331083239436521,0.66999246169361104,2.5999546218493675e-12,0.0,3.7363882634500055e-16,1.7752675782597216e-34,9.2082670689044241e-34,0.0,2.0484881819466526e-30,2.063881312358164e-29,0.0,8.1844964997504825e-06,3.2949988071114867e-06,1.5328971356720438e-06,1.7513058245899155e-20,8.8425727066970884e-10,3.2408730467802602e-09,1.1984808535020315e-12,3.9819760921158731e-07,1.7698450565290841e-09,3.9299851127609318e-15,9.6205306188686864e-08,3.929985101352905e-15,3.9436530041548543e-10,8.7562302659379777e-16,8.7562302659486007e-16,1.7421125964499044e-08,4.8639027203346923e-12,2.3817641530380755e-16,2.9687154082980893e-11,8.6058813045134456e-17,8.6058813045449483e-17,1.0885299805838863e-10,9.187124881690064e-13,5.6520297652772914e-11,1.7513865349966463e-09,7.5125942411004914e-16,7.2281686749435536e-16,1.0597896312308212e-14,1.0798057842490633e-17,1.079805784248521e-17,1.8529178375231079e-16,2.2022708702097542e-18,2.0601544304355655e-10,1.0798057758302701e-17,1.4134812736894859e-12,1.5693729459693177e-18,1.2204841389349399e-23,1.9990709650404666e-10,4.3537970504361507e-17,6.1949417078463986e-17,8.7883066941172636e-18,3.7285880573574348e-15,6.3338051084845871e-16,1.3420359557466628e-17,1.2204841389349397e-23,4.849803928851803e-17,1.7533330284612938e-19,2.0401364615100727e-18
0.00010414673280485394,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331082939691304,0.6699924584088619,2.6042190408145376e-12,0.0,3.7378898348865876e-16,1.7761662513574419e-34,9.2230884607486523e-34,0.0,2.0551568548124755e-30,2.0706003624437788e-29,0.0,8.1886395196315585e-06,3.2933316230542985e-06,1.5346655082481272e-06,1.7504181763509377e-20,8.8549005140477491e-10,3.2475307158864984e-09,1.1992563443989325e-12,3.9845580886326202e-07,1.772935907418303e-09,3.9348561598225624e-15,9.6398216326959644e-08,3.9348561481610746e-15,3.9548735839292375e-10,8.7766992483851853e-16,8.7766992483901009e-16,1.7480952490683679e-08,4.8787235192794467e-12,2.3890216270717879e-16,2.9780118833929427e-11,8.6284632731122377e-17,8.6284632731052451e-17,1.0921352955977007e-10,9.2189092592216598e-13,5.6718188057478551e-11,1.7606757388922443e-09,7.5323074173163979e-16,7.2471362555486843e-16,1.0625706241774096e-14,1.0825480461613945e-17,1.0825480461612197e-17,1.8550181867710585e-16,2.2047669034807023e-18,2.0684696771968407e-10,1.0825480377468851e-17,1.4178024011926339e-12,1.5733741730085372e-18,1.2242152316113517e-23,2.00930772353843e-10,4.373877638834122e-17,6.2235140260343489e-17,8.8288401336080889e-18,3.7457850597128213e-15,6.3499536485777697e-16,1.3454575713613062e-17,1.2242152316113517e-23,4.8553006523761798e-17,1.7585092619721764e-19,2.046159403983805e-18
0.00010450152351892673,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331082340272511,0.66999245184494616,2.6127465162965116e-12,0.0,3.7408922415501447e-16,1.7779621288967445e-34,9.2527265793350037e-34,0.0,2.0685248973629081e-30,2.0840693942586699e-29,0.0,8.1969187883160189e-06,3.2900050286235241e-06,1.5381970036711116e-06,1.7486470188158768e-20,8.8795374356163906e-10,3.260856165886499e-09,1.2008018684272101e-12,3.9897039017424454e-07,1.7791188424759041e-09,3.944590227291355e-15,9.6783822583211888e-08,3.9445902156890397e-15,3.9773522454942928e-10,8.8176688192214578e-16,8.8176688192293434e-16,1.7600824596158309e-08,4.908395496344433e-12,2.403551451265579e-16,2.9966270444703315e-11,8.6736284922598616e-17,8.6736284922598665e-17,1.0993569042178337e-10,9.2825961756709104e-13,5.7114717313685641e-11,1.7793428791989481e-09,7.571734875876246e-16,7.2850724647483431e-16,1.0681328501710368e-14,1.0880318890146724e-17,1.0880318890144044e-17,1.8592130830320795e-16,2.209752073155123e-18,2.0851343325221243e-10,1.0880318806101073e-17,1.4264535827617637e-12,1.5813756773632952e-18,1.2316851242065558e-23,2.0298750345863383e-10,4.414185493931044e-17,6.2808673683992319e-17,8.9102030883815821e-18,3.7803046792992567e-15,6.3822469085657918e-16,1.3522999904000151e-17,1.2316851242065557e-23,4.866278911155716e-17,1.768868926075167e-19,2.0582136620197282e-18
0.00010485631423299953,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331081740950447,0.66999244528845769,2.6212721780414202e-12,0.0,3.7438936720572384e-16,1.779756053089079e-34,9.2823585089787145e-34,0.0,2.081933860141988e-30,2.0975796593447207e-29,0.0,8.2051890513089417e-06,3.2866887548373398e-06,1.5417215215245394e-06,1.7468813563022885e-20,8.9041494975040348e-10,3.2741950860110352e-09,1.2023401512643756e-12,3.9948255967145799e-07,1.7853034088354702e-09,3.9543125011396181e-15,9.7169141974601625e-08,3.9543124895084668e-15,3.999880850742868e-10,8.8586756010919519e-16,8.8586756011011313e-16,1.772098770228527e-08,4.9381076490397444e-12,2.4181009487304207e-16,3.0152716219777925e-11,8.718797417212858e-17,8.7187974172083836e-17,1.1065930819287636e-10,9.3464401369416167e-13,5.751224131973489e-11,1.7981284788270284e-09,7.611165571818567e-16,7.3230118034242516e-16,1.0736955233517786e-14,1.0935147610649945e-17,1.0935147610647451e-17,1.8634002709167616e-16,2.2147280802238669e-18,2.1018442031584802e-10,1.093514752670219e-17,1.4351165698241408e-12,1.5893758546258414e-18,1.2391652097220243e-23,2.050567547165903e-10,4.4546888852354718e-17,6.3384989358158382e-17,8.9919607405045197e-18,3.8149917560583435e-15,6.4145348113218004e-16,1.3591412745957819e-17,1.2391652097220246e-23,4.8772369922053511e-17,1.7792396777568519e-19,2.0702808215135751e-18
