Time (s),Volume (m^3),Ne,N2,X(1),He(2),CH4(3),H2(4),C2H6(5),CH3(6),C3H8(7),H(8),C2H5(9),C4H8(10),C2H4(11),C2H4X(64),C2H4(48),HeX(49),C4H8a(86),HX(12),C2H3X(58),C4H6(99),C2H2X(98)
2.263930907867376e-22,0.004023131612903226,0.0,0.0,0.010942917987096373,0.49999999999999994,9.3351898116875431e-164,1.9478700185192163e-58,5.1856237609905495e-93,7.3644403378516731e-111,5.5570721195396977e-177,3.8598655836074704e-42,3.3064644651609022e-54,0.0,0.49999999999999761,3.0110316538205123e-16,2.0862321560951373e-15,9.0929985593785583e-17,1.8977623485273405e-29,4.2053987367142205e-18,4.2053987353202016e-18,5.3644713546333995e-39,6.9700983376087155e-28
4.52982874093707e-22,0.004023131612903226,0.0,0.0,0.010942917987095973,0.49999999999999983,2.3933937628025527e-161,1.5598758073961908e-57,8.3008599618169551e-92,2.3577544267175939e-109,2.8503291190245967e-174,1.544952143662958e-41,2.6471820444247516e-53,0.0,0.49999999999999523,6.0246793126445359e-16,4.1742768509832956e-15,1.8193897199600369e-16,7.5959951055154932e-29,8.4144511661670341e-18,8.4144511605873223e-18,4.2959278600857584e-38,2.7898557946968279e-27
9.061624407076457e-22,0.004023131612903226,0.0,0.0,0.010942917987095171,0.49999999999999967,6.1316801347609905e-159,1.2485328723576181e-56,1.3284465497429142e-90,7.5466277969953702e-108,1.4606774866392186e-171,6.1818209697564961e-41,2.1185501687628206e-52,0.0,0.49999999999999045,1.205197460449134e-15,8.3503662407457204e-15,3.6395694465679478e-16,3.0393874663813026e-28,1.6832556029258858e-17,1.6832556006932745e-17,3.4384834475422771e-37,1.1163057131069196e-26
1.812521573935523e-21,0.004023131612903226,0.0,0.0,0.010942917987093568,0.49999999999999928,1.5702981019070217e-156,9.9907925115833417e-56,2.1257616452871731e-89,2.4152110772147764e-106,7.4820213581473414e-169,2.473130925306966e-40,1.6951620177463358e-51,0.0,0.4999999999999809,2.4106565084979976e-15,1.6702545020214993e-14,7.2799288940379647e-16,1.2159528995735513e-27,3.3668765772187277e-17,3.3668765682868291e-17,2.7514833893780994e-36,4.4659497445142521e-26
3.6252398403912774e-21,0.004023131612903226,0.0,0.0,0.010942917987090362,0.49999999999999856,4.0207158967734652e-154,7.9936459607372092e-55,3.4014163682746884e-88,7.7291397458513344e-105,3.831653422792805e-166,9.8933288417557364e-40,1.3562583821191941e-50,0.0,0.49999999999996175,4.8215745633137403e-15,3.3406902578931244e-14,1.4560647765994774e-15,4.8642074524952507e-27,6.7341185325023262e-17,6.7341184967718219e-17,2.2014653939729761e-35,1.7865252850521779e-25
7.250676373302787e-21,0.004023131612903226,0.0,0.0,0.010942917987083949,0.49999999999999711,1.0293996333627259e-151,6.3953215976337723e-54,5.442424388322018e-87,2.4733990111396094e-103,1.9620263574839222e-163,3.957492577248347e-39,1.0850582173311356e-49,0.0,0.49999999999992345,9.6434105078172836e-15,6.6815617695474567e-14,2.9122085417975496e-15,1.9457621546325868e-26,1.3468602469861175e-16,1.3468602326933335e-16,1.7612837884269691e-34,7.1463919128599723e-25
1.4501549439125804e-20,0.004023131612903226,0.0,0.0,0.010942917987071124,0.49999999999999423,2.6353864273749162e-149,5.1164192526625432e-53,8.7080056140205998e-86,7.9149957335050809e-102,1.004613774068847e-160,1.5830292449474461e-38,8.6806718181484035e-49,0.0,0.49999999999984684,1.9287081736312653e-14,1.3363304792500441e-13,5.8244960354205384e-15,7.7832069684206304e-26,2.6937570451745476e-16,2.6937569880022489e-16,1.409071610931117e-33,2.8586149109533892e-24
2.900329557077184e-20,0.004023131612903226,0.0,0.0,0.010942917987045473,0.4999999999999884,6.7467472435515623e-147,4.0932002537346192e-52,1.3932910364001564e-84,2.5328176775925985e-100,5.1437666585795883e-158,6.332181451383694e-38,6.9446199313454409e-48,0.0,0.49999999999969363,3.8574421551256864e-14,2.6726790836983731e-13,1.1649070875573894e-14,3.1133144574700718e-25,5.3875506844180496e-16,5.3875504557265317e-16,1.1272751043395654e-32,1.1434575858417886e-23
5.800678783406392e-20,0.004023131612903226,0.0,0.0,0.010942917986994172,0.49999999999997674,1.7271875571934986e-144,3.2745862410976555e-51,2.2292738033900582e-83,8.1050471607621727e-99,2.6336454866366681e-155,2.5328855092690646e-37,5.5557290063096361e-47,0.0,0.49999999999938727,7.714909061296232e-14,5.3453762920259501e-13,2.3298219967510143e-14,1.2453321169100726e-24,1.0775138134371608e-15,1.0775137219600899e-15,9.018271829586246e-32,4.5738535239520086e-23
1.1601377236064808e-19,0.004023131612903226,0.0,0.0,0.01094291798689157,0.49999999999995343,2.9051419071744782e-142,2.6196795637943799e-50,2.2292738683170433e-83,2.3808578404129027e-98,2.2939005290580299e-152,1.0131568169280519e-36,4.4445965420370542e-46,0.0,0.49999999999877448,1.5429838646366375e-13,1.0690770706404793e-12,4.6596515797901044e-14,4.9813411345004573e-24,2.1550313720144928e-15,2.1550310061052908e-15,7.2146454328404677e-31,1.8295459957562357e-22
2.3202774141381636e-19,0.004023131612903226,0.0,0.0,0.010942917986686364,0.49999999999990685,5.9661716930632477e-140,2.0957481284222759e-49,2.2292780236545e-83,5.521569943321685e-98,1.0302021956063592e-149,4.0526327139313637e-36,3.5556827483573852e-45,0.0,0.49999999999754896,3.0859680907441476e-13,2.1381559526057231e-12,9.3193098044758329e-14,1.9925389863653611e-23,4.3100667635155965e-15,4.3100652998770327e-15,5.7717268477463948e-30,7.3181927557717943e-22
4.64055679520153e-19,0.004023131612903226,0.0,0.0,0.010942917986275955,0.49999999999981365,1.4986947161495327e-137,1.6766006921138525e-48,2.2295439657020158e-83,1.1803743492558216e-97,5.2189824240479662e-147,1.6210543506349646e-35,2.8445486924558214e-44,0.0,0.49999999999509792,6.171929779347917e-13,4.2763137128941109e-12,1.8638622488279016e-13,7.9701610041172165e-23,8.6201386439032908e-15,8.6201327893461229e-15,4.6173845808453249e-29,2.927278537167666e-21
9.281115557328262e-19,0.004023131612903226,0.0,0.0,0.010942917985455139,0.49999999999962724,3.8317182559913861e-135,1.3412820669132677e-47,2.2465642769394039e-83,2.4464006662438679e-97,2.6702077525785118e-144,6.4842213392087119e-35,2.2756404120760492e-43,0.0,0.49999999999019579,1.234382610222905e-12,8.5526292189024806e-12,3.7277232793624441e-13,3.1880654081963987e-22,1.7240286794218391e-14,1.7240263375988728e-14,3.693907149024486e-28,1.1709114460858983e-20
1.3921674319454994e-18,0.004023131612903226,0.0,0.0,0.010942917984634327,0.49999999999944084,1.3373712568727673e-134,3.9819331300853545e-47,2.0545309409718503e-78,1.157832529872417e-92,4.7645184857860815e-144,1.3778974388597358e-34,6.5069109318364206e-43,0.0,0.49999999998529365,1.8515695370902363e-12,1.2828944710342448e-11,5.5915828036721081e-13,6.774639615675909e-22,2.5860439334070949e-14,2.586038957033768e-14,1.0966284437285404e-27,2.4881865546943733e-20
1.8562233081581724e-18,0.004023131612903226,0.0,0.0,0.010942917983813515,0.49999999999925443,1.2532399714839073e-133,8.6764266976103034e-47,4.7938782613338785e-78,3.8593693172061599e-92,6.5042563429677984e-143,2.3505314729525046e-34,1.3724962323971705e-42,0.0,0.49999999998039152,2.4687537585486448e-12,1.7105260187214018e-11,7.4554408217581151e-13,1.1556738718309636e-21,3.448059626345875e-14,3.4480511372394896e-14,2.3894949314633004e-27,4.2445529557534098e-20
2.784335060583519e-18,0.004023131612903226,0.0,0.0,0.010942917982171901,0.49999999999888167,1.7213712429101619e-132,2.5185012038764939e-46,6.5129865435030117e-78,1.0365126544253347e-91,1.4426964573136607e-141,4.8664785729685291e-34,3.7487139577000857e-42,0.0,0.49999999997058731,3.7031158520731437e-12,2.5657891106765997e-11,1.1183153322919198e-12,2.3926760642998928e-21,5.1720920424197927e-14,5.1720744668075229e-14,6.9359617175939763e-27,8.787805443838642e-20
3.712446813008865e-18,0.004023131612903226,0.0,0.0,0.010942917980530298,0.49999999999850891,6.1493740056126964e-132,5.5076820018495344e-46,1.0891647825023169e-77,1.9760382792264086e-91,5.8458287231628916e-141,8.2766080667070431e-34,7.8435654022301979e-42,0.0,0.49999999996078309,4.9374679969426419e-12,3.4210521972744775e-11,1.4910860285168789e-12,4.0693153961678461e-21,6.8961260726805223e-14,6.896096181174773e-14,1.5168156516029579e-26,1.4945751359990298e-19
4.640558565434212e-18,0.004023131612903226,0.0,0.0,0.010942917978888704,0.49999999999813616,1.7855411581443405e-131,1.033316835779445e-45,1.8851842509032829e-77,3.6266906464118066e-91,1.9735773384981816e-140,1.2644790947782443e-33,1.4278914401346931e-41,0.0,0.49999999995097888,6.1718094826181935e-12,4.2763152781323684e-11,1.8638561312878509e-12,6.2169945172139978e-21,8.6201618324256252e-14,8.6201161649710348e-14,2.8457507206919186e-26,2.2833724453144772e-19
6.496782070284905e-18,0.004023131612903226,0.0,0.0,0.010942917975605555,0.49999999999739064,1.2836589819619849e-130,2.8273481148806739e-45,2.2967614216971307e-77,7.9415882696883031e-91,2.3863979771668012e-139,2.4315501792910157e-33,3.7700567851588473e-41,0.0,0.49999999993137051,8.6404598073760204e-12,5.986841422267636e-11,2.6093945191960156e-12,1.1955060088334041e-20,1.2068238648995003e-13,1.2068150832154864e-13,7.7864791909017187e-26,4.3908412285658652e-19
8.353005575135598e-18,0.004023131612903226,0.0,0.0,0.010942917972322452,0.49999999999664513,5.9571475437950144e-130,5.960403094109694e-45,9.7051270047335593e-77,2.3964464556653751e-90,1.1771753235163937e-138,3.9877387658585624e-33,7.8162758853100196e-41,0.0,0.49999999991176219,1.1109066840694134e-11,7.697367543089777e-11,3.3549304967852736e-12,1.9606267862230456e-20,1.5516322489894564e-13,1.5516178470592009e-13,1.6414820340999015e-25,7.200963486610067e-19
1.2065452584836983e-17,0.004023131612903226,0.0,0.0,0.010942917965756379,0.49999999999515404,3.9355105048101403e-128,1.8181142106452463e-44,1.3288954571664609e-75,4.3014866005714958e-89,1.1582089701748006e-136,8.2673084692038983e-33,2.3485678276766111e-40,0.0,0.49999999987254556,1.604615105517696e-11,1.1118419714804505e-10,4.8459952220633842e-12,4.0647303348218481e-20,2.2412511241649271e-13,2.2412212664252715e-13,5.0070120105685913e-25,1.4928864821034799e-18
1.9490346604239755e-17,0.004023131612903226,0.0,0.0,0.010942917952624783,0.49999999999217198,5.1089748002425379e-126,7.8890109128973849e-44,1.7167855964768003e-74,1.0854392319337269e-87,2.3999216538161413e-134,2.1495207651634422e-32,1.0097277312446736e-39,0.0,0.49999999979411291,2.5919800104739228e-11,1.7960523778517945e-10,7.8280957535020837e-12,1.0568367388313753e-19,3.620497302384916e-13,3.6204196719785426e-13,2.1725693426965602e-24,3.8815181461052713e-18
3.43401346430453e-17,0.004023131612903226,0.0,0.0,0.010942917926363779,0.49999999998620787,1.2139160756846677e-124,4.4601668751008795e-43,2.1875817935479971e-74,3.9831407941090908e-87,3.0487143969053258e-132,6.6626102256601997e-32,5.6859312377797501e-39,0.0,0.49999999963724984,4.5665020906699653e-11,3.1644730787090109e-10,1.3792181142950729e-11,3.2757284868402491e-19,6.3790233696402329e-13,6.378782750976765e-13,1.2282570753914655e-23,1.2030920890879007e-17
6.403971072065639e-17,0.004023131612903226,0.0,0.0,0.01094291787385053,0.49999999997428013,3.2644204662209208e-123,2.9657780032243468e-42,4.1304522590408803e-74,1.5485067792096891e-86,1.0294587106457127e-129,2.3158989298529188e-31,3.7757119987912355e-38,0.0,0.4999999993235319,8.5147154950655966e-11,5.9013140328820572e-10,2.5719889245197071e-11,1.1386165436405103e-18,1.1896210344237433e-12,1.1895373983285195e-12,8.1667823759064752e-23,4.1817965944025849e-17
9.373928679826748e-17,0.004023131612903226,0.0,0.0,0.010942917821348956,0.49999999996235311,2.7179364382888185e-121,8.9143228043999747e-42,5.2919756514147221e-72,1.2917388974457585e-84,5.1459732285833503e-129,4.9615851579621244e-31,1.1345495561020775e-37,0.0,0.49999999900982511,1.2461821436823635e-10,8.6381543903335899e-10,3.7646980467194449e-11,2.4393471165001802e-18,1.7413577101566836e-12,1.7411785318165337e-12,2.454597834856681e-22,8.9588924614963773e-17
1.2343886287587856e-16,0.004023131612903226,0.0,0.0,0.010942917768859048,0.49999999995042665,3.4943343124659587e-120,1.9756047741109019e-41,1.4433380514050442e-71,5.1875658402452695e-84,9.8227435370587632e-128,8.603350220626885e-31,2.5140996333922962e-37,0.0,0.49999999869612949,1.6407820211785581e-10,1.1374994151063901e-09,4.9573454839431707e-11,4.2297643615558472e-18,2.2931123636022798e-12,2.2928016760439333e-12,5.4396615785828653e-22,1.5534323520708482e-16
1.5313843895348965e-16,0.004023131612903226,0.0,0.0,0.010942917716380809,0.49999999993850081,1.8187557125491367e-119,3.7005027340808796e-41,2.531437244255448e-71,1.2572844943807143e-83,6.5298264394660565e-127,1.324122579464832e-30,4.7088350852195299e-37,0.0,0.49999999838244491,2.0352712125578248e-10,1.4111833315073218e-09,6.1499312393346093e-11,6.5098681308956235e-18,2.8448849941833963e-12,2.8444068315068598e-12,1.0188545385270479e-21,2.3908031941401689e-16
2.1253759110871182e-16,0.004023131612903226,0.0,0.0,0.010942917611459322,0.49999999991465094,1.6139726490240101e-118,9.6339727368033301e-41,3.9139852626335632e-71,3.5413064182774472e-83,8.2393391180531416e-126,2.5505426124558107e-30,1.225810160024067e-36,0.0,0.49999999775510923,2.8239176502251678e-10,1.958550985292959e-09,8.5349177162644819e-11,1.253913479049645e-17,3.948484184615808e-12,3.947563177975386e-12,2.6522572265459589e-21,4.6050066795376824e-16
2.71936743263934e-16,0.004023131612903226,0.0,0.0,0.010942917506584474,0.49999999989080351,6.2360303248071317e-118,1.9906488382389142e-40,4.9534923503610682e-71,6.5126332165557825e-83,3.7847158611947741e-125,4.1754440618183841e-30,2.5327340659205379e-36,0.0,0.49999999712781806,3.612121701629557e-10,2.5059184003904246e-09,1.0919657502695198e-10,2.0527146114879969e-17,5.0521552768327259e-12,5.0506475751937989e-12,5.4797983733401201e-21,7.5384533966501896e-16
3.313358954191562e-16,0.004023131612903226,0.0,0.0,0.010942917401756227,0.49999999986695853,1.7137169609373806e-117,3.5797061249186249e-40,7.5909895724029083e-71,1.0605495295309335e-82,1.2151009622959177e-124,6.1988537219423964e-30,4.5543228739502562e-36,0.0,0.49999999650057125,4.3998836245159116e-10,3.0532855767998815e-09,1.3304150625137333e-10,3.0473901096835949e-17,6.1558982659700742e-12,6.1536600273424792e-12,9.8531930199027311e-21,1.1191094606040938e-15
3.9073504757437836e-16,0.004023131612903226,0.0,0.0,0.010942917296974563,0.49999999984311611,4.1775722852881626e-117,5.8574218014930634e-40,1.4084111215132053e-70,1.7720451998201853e-82,3.4717133045591833e-124,8.6207981643335601e-30,7.4518869036008145e-36,0.0,0.49999999587336896,5.1872036742842993e-10,3.6006525145214844e-09,1.5688397109872067e-10,4.2379398761199694e-17,7.2597131472059117e-12,7.2566005385655729e-12,1.6121116460938543e-20,1.5562881990516103e-15
5.095333518848227e-16,0.004023131612903226,0.0,0.0,0.010942917087550887,0.49999999979543858,3.519734019170255e-116,1.2965757699682175e-39,5.8343679300718895e-70,6.9541521733271422e-82,4.230097609733038e-123,1.4660393337681333e-29,1.64939641316966e-35,0.0,0.49999999461909739,6.7605191332307774e-10,4.6953856739017284e-09,2.045615026703394e-10,7.2066618411037215e-17,9.4675585674743537e-12,9.4622657541340869e-12,3.5677831802592186e-20,2.6463709923004922e-15
6.164518257642227e-16,0.004023131612903226,0.0,0.0,0.010942916899228636,0.49999999975253723,1.7563443119632539e-115,2.295021745197024e-39,1.7380578860613267e-69,2.2159346671782085e-81,2.5506268529576793e-122,2.1459275800469967e-29,2.9193522381765555e-35,0.0,0.49999999349040475,8.1749943157744032e-10,5.6806447010330069e-09,2.4746284862534139e-10,1.0548400659795396e-16,1.1454865269898674e-11,1.1447118450398802e-11,6.3140722362756789e-20,3.8733466092126675e-15
7.233702996436225e-16,0.004023131612903226,0.0,0.0,0.010942916711056922,0.49999999970964387,7.1328249549239109e-115,3.7077906253984174e-39,4.4306233978130142e-69,6.2890353798583669e-81,1.1907637119364058e-121,2.9549811116621304e-29,4.7161577710906005e-35,0.0,0.49999999236185555,9.5880416697543167e-10,6.6659029548179983e-09,2.90356207476155e-10,1.4524770634496854e-16,1.3442404830099579e-11,1.3431738120483392e-11,1.0199079801268138e-19,5.3332528172926672e-15
8.302887735230224e-16,0.004023131612903226,0.0,0.0,0.010942916523035603,0.49999999966675851,2.5482903755806784e-114,5.6067598298341378e-39,9.9855127747459352e-69,1.5764969768374327e-80,4.8768528047001154e-121,3.8932149594753486e-29,7.1311406741178228e-35,0.0,0.49999999123344979,1.0999662635531115e-09,7.6511604352575926e-09,3.3324158070920096e-10,1.9135771210062503e-16,1.5430177220796262e-11,1.5416124787837229e-11,1.5419892540971215e-19,7.0260622805916812e-15
1.0441257212818223e-15,0.004023131612903226,0.0,0.0,0.010942916147443553,0.49999999958101177,2.9303414023577483e-113,1.1151092955785909e-38,4.0167876875596259e-68,8.0675004960989842e-80,7.3982218152236061e-120,6.1572837389303798e-29,1.4181165091340648e-34,0.0,0.49999998897706793,1.3818631156356314e-09,9.6216730761041435e-09,4.189883762681305e-10,3.0261661943120983e-16,1.9406420384529431e-11,1.9384199208177126e-11,3.065712092651678e-19,1.1110281604941329e-14
1.257962669040622e-15,0.004023131612903226,0.0,0.0,0.010942915772451328,0.49999999949529683,1.7440381804389786e-112,1.9503833689716429e-38,1.2214630156183205e-67,2.9252953781830138e-79,5.1641439664237123e-119,8.9382541911911418e-29,2.4800628518063922e-34,0.0,0.49999998672125795,1.6631911378117971e-09,1.159218262357976e-08,5.047032471939968e-10,4.3926068417247666e-16,2.3383594542795564e-11,2.3351341899079601e-11,5.3601870290937473e-19,1.6125785839277619e-14
1.4717996167994217e-15,0.004023131612903226,0.0,0.0,0.010942915398057767,0.49999999940961387,7.6500835034928321e-112,3.1241284073517051e-38,3.0974337792481166e-67,8.5427384871936347e-79,2.6085050385399111e-118,1.2236246580322744e-28,3.9721018395403292e-34,0.0,0.49999998446601868,1.9439514779708545e-09,1.3562689077691542e-08,5.9038620537620486e-10,6.0128986190436454e-16,2.7361699477299885e-11,2.73175530482132e-11,8.5829413623409571e-19,2.2072356249204328e-14
1.6856365645582215e-15,0.004023131612903226,0.0,0.0,0.010942915024261713,0.49999999932396283,2.787689532329318e-111,4.6940185412412625e-38,6.9192174304285808e-67,2.1532867668365802e-78,1.0838361421458837e-117,1.6051381146714278e-28,5.967402941137591e-34,0.0,0.49999998221134895,2.2241452816861052e-09,1.5533192438446577e-08,6.7603726270016585e-10,7.8870410820597837e-16,3.1340734969782048e-11,3.1282832843231633e-11,1.2891396041075033e-18,2.8949774135598546e-14
1.899473512317021e-15,0.004023131612903226,0.0,0.0,0.010942914651062011,0.49999999923834371,8.8275399620683013e-111,6.7177689880961571e-38,1.4056550281319016e-66,4.8688070737797099e-78,3.8645911629564213e-117,2.038377810170816e-28,8.5391529184784138e-34,0.0,0.49999997995724776,2.503773692178886e-09,1.7503692705851967e-08,7.6165643104677923e-10,1.0015033786565079e-15,3.5320700802025802e-11,3.5247181471765307e-11,1.8442859079408034e-18,3.6757820844339865e-14
2.3271474078346206e-15,0.004023131612903226,0.0,0.0,0.010942913906447058,0.49999999906720088,6.9933969847569707e-110,1.2357901864253954e-37,4.7214643370727286e-66,1.9865829325020469e-77,3.8584684535128461e-116,3.0600839881447216e-28,1.5704824445493764e-33,0.0,0.49999997545074598,3.0613388953381554e-09,2.1444683960642114e-08,9.3279914830990091e-10,1.5032568143227441e-15,4.3283422613149758e-11,4.3173085979782752e-11,3.390350622012134e-18,5.5164926332881333e-14
2.75482130335222e-15,0.004023131612903226,0.0,0.0,0.010942913164203713,0.49999999889618568,3.6561803838414397e-109,2.0507055013366272e-37,1.2933857172535777e-65,6.3884014736959082e-77,2.3625179061585834e-115,4.2888393024947651e-28,2.6054945047846079e-33,0.0,0.49999997094650428,3.6166561868149129e-09,2.5385662842118606e-08,1.1038144521225389e-09,2.1065498135417558e-15,5.1249863165835e-11,5.1095268072830725e-11,5.6221102291905838e-18,7.72919243919078e-14
3.1824951988698195e-15,0.004023131612903226,0.0,0.0,0.010942912424322822,0.4999999987252976,1.4840455100229511e-108,3.1628405131043011e-37,3.0632221289344819e-65,1.7342758230414318e-76,1.0964922892804944e-114,5.7247398174717614e-28,4.0175614839235176e-33,0.0,0.49999996644451361,4.1697346290038119e-09,2.9326629350337985e-08,1.2747024373700019e-09,2.811382020955813e-15,5.9220020715949586e-11,5.9013729251100316e-11,8.6650077815430965e-18,1.031370674168485e-13
3.610169094387419e-15,0.004023131612903226,0.0,0.0,0.010942911686795266,0.49999999855453692,5.0770416774301732e-108,4.6185772239468677e-37,6.5092966958407845e-65,4.1538912829883563e-76,4.2327524409000666e-114,7.3678815518886317e-28,5.8653204448800692e-33,0.0,0.49999996194476498,4.7205832479122615e-09,3.3267583485356761e-08,1.4454631988670879e-09,3.6177530812102573e-15,6.7193893520052569e-11,6.6928471014417601e-11,1.2644309969509267e-17,1.3269860850751285e-13
4.465516885422619e-15,0.004023131612903226,0.0,0.0,0.010942910218763861,0.49999999821339669,4.6727147682927684e-107,8.7467056071852714e-37,2.3447288317836681e-64,1.8695688412006385e-75,4.9766066151193818e-113,1.1276272527755692e-27,1.1102598043890989e-32,0.0,0.49999995295195765,5.8156269392226985e-09,4.1149454636017955e-08,1.7866034295177109e-09,5.5351103388355625e-15,8.3152777919904921e-11,8.274680229368143e-11,2.3912315282948468e-17,2.0296390079646452e-13
5.3208646764578175e-15,0.004023131612903226,0.0,0.0,0.010942908760037279,0.49999999787276422,2.6432463269986837e-106,1.4807435611755236e-36,6.71421801450826e-64,6.3756254379723532e-75,3.3108690836863116e-112,1.6014779472056174e-27,1.8786965902582661e-32,0.0,0.49999994396801095,6.9018587455401755e-09,4.9031276294552663e-08,2.1272359011833337e-09,7.8586187436378921e-15,9.9126502431684179e-11,9.8550273901930153e-11,4.0424734716749499e-17,2.8807384014229725e-13
6.176212467493016e-15,0.004023131612903226,0.0,0.0,0.010942907310543865,0.49999999753263874,1.1265090235375657e-105,2.3174145044821982e-36,1.6389368006641828e-63,1.7978667147013852e-74,1.6170905556087471e-111,2.1584168898463232e-27,2.9388496561163209e-32,0.0,0.49999993499285383,7.9793495763391624e-09,5.6913048461410144e-08,2.4673613698440952e-09,1.0588275452883678e-14,1.1511505313276593e-10,1.1433889782460798e-10,6.3177355756618909e-17,3.8801447672320673e-13
7.031560258528215e-15,0.004023131612903226,0.0,0.0,0.010942905870212544,0.49999999719301946,3.9996616980044071e-105,3.422124471668303e-36,3.5610023989553786e-63,4.4239375043294069e-74,6.4984137921377791e-111,2.7985206592415429e-27,4.3377696221404781e-32,0.0,0.49999992602641607,9.0481697702676585e-09,6.4794771137038584e-08,2.806980590352346e-09,1.3724077623885569e-14,1.311184161116135e-10,1.30112686041286e-10,9.3163148993701228e-17,5.0277187201476955e-13
