Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),C2H2(37),C4H6(54),C4H5X(374),C4H5X(381),C6H8(56),C4H4(439),C6H7X(455),C8H10(458),C6H7X(498),C6H7X(497),C4H3X(623),C4H2(1102),C6H6(755),C4H3X(622),C6H8(474),C6H6(1605),C8H9X(771),S(774),C8H10(478),C8H8(1121)
1.0639938480808159e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.1989979377951426,0.6268306293279533,6.0078476505178189e-18,0.0,4.9828923390802215e-16,1.2684241233691869e-39,0.0,0.0,0.0,0.0,0.0,0.043698677192139934,0.030532668815089811,0.00040896061638912782,0.0059916999243374092,5.5195551881520304e-05,3.8143459707715915e-05,1.5232625178854641e-05,5.6365903747878876e-06,8.2711042941324945e-08,1.6743226339372249e-08,4.5596553535671604e-08,4.5589607872590794e-08,1.7778277755707702e-08,3.6986897958685502e-09,2.321480765548454e-09,1.1291914799770213e-08,1.0010034640406078e-08,1.3331854042542077e-10,5.6321611483665763e-11,1.405269522815536e-11,1.0277875355082149e-10,2.2359795222478559e-12
1.0684474434509307e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.19883308077194409,0.62669980482273169,6.0632793107185434e-18,0.0,4.9972286409821567e-16,1.2742438664959674e-39,0.0,0.0,0.0,0.0,0.0,0.043833551223420017,0.030561641315533072,0.0004115611280492123,0.0060398382989047331,5.5749931940014354e-05,3.8595470494508871e-05,1.5490231086988414e-05,5.7239328412168976e-06,8.4381810731198366e-08,1.7185412841117733e-08,4.6545347817141709e-08,4.6538221167657093e-08,1.8094846862539879e-08,3.7837902912629316e-09,2.3791828419927797e-09,1.1506118070008028e-08,1.0193524863531732e-08,1.3669432507480027e-10,5.8003738930996768e-11,1.4562096211863558e-11,1.0561239092658533e-10,2.3118804531787181e-12
1.0729010388210456e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.19866888592273421,0.62656922397155079,6.118922380807538e-18,0.0,5.0115340679129451e-16,1.2800610557784836e-39,0.0,0.0,0.0,0.0,0.0,0.043968193600382996,0.030590178393190257,0.00041416408760457926,0.0060880612952533015,5.6306289874116571e-05,3.9050346852723715e-05,1.5750644955059042e-05,5.8121472938934488e-06,8.6076618043413259e-08,1.7636686915316508e-08,4.7508545163263843e-08,4.75012337718947e-08,1.8415271096352479e-08,3.87040192091807e-09,2.4379997487776566e-09,1.1723251235410422e-08,1.0379358315301988e-08,1.4013721769982438e-10,5.9726477734202939e-11,1.508700931258256e-11,1.0850822018789721e-10,2.3899291693986358e-12
1.0773546341911604e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.1985053482682613,0.62643888558839878,6.1747760263934846e-18,0.0,5.0258087754536662e-16,1.2858756896706788e-39,0.0,0.0,0.0,0.0,0.0,0.044102605469812241,0.030618283899812998,0.00041676945815141415,0.0061363675997612149,5.6864607944739367e-05,3.9508086750604911e-05,1.6013876709614879e-05,5.9012367842141655e-06,8.7795650628367556e-08,1.8097176888926528e-08,4.8486273690438736e-08,4.8478773744875828e-08,1.8739572259103597e-08,3.9585430276775386e-09,2.4979463535271562e-09,1.1943337374933406e-08,1.0567550137227438e-08,1.4364816156666867e-10,6.1490559160437747e-11,1.5627811893082578e-11,1.1146723061074588e-10,2.4701736537154512e-12
1.0818082295612753e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.19834246286616572,0.6263087884970614,6.2308394141229502e-18,0.0,5.0400529178711768e-16,1.2916877668404172e-39,0.0,0.0,0.0,0.0,0.0,0.044236787968773943,0.030645961660033083,0.00041937720311265101,0.0061847559075900354,5.7424868430649256e-05,3.9968688083675698e-05,1.6279936140974402e-05,5.9912043354003218e-06,8.9539093853807052e-08,1.8567011900634622e-08,4.9478661585177275e-08,4.9470969215779486e-08,1.906777204295028e-08,4.0482320575666955e-09,2.5590376175235462e-09,1.2166399577483453e-08,1.0758115429979128e-08,1.4722810691214214e-10,6.3296722531756209e-11,1.6184887963634184e-11,1.1449042034062492e-10,2.5526626478902594e-12
1.0862618249313901e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.19818022481082523,0.6261789315310311,6.2871117117305243e-18,0.0,5.0542666481311522e-16,1.2974972861656402e-39,0.0,0.0,0.0,0.0,0.0,0.044370742224708853,0.030673215471423293,0.00042198728623566605,0.0062332249226984713,5.798705363019272e-05,4.0432148675655095e-05,1.6548832903343448e-05,6.0820529425305784e-06,9.1307132691729722e-08,1.904632189420229e-08,5.0485837096340942e-08,5.047794837563171e-08,1.9399892029153945e-08,4.1394875592691094e-09,2.6212885951989256e-09,1.2392460940930231e-08,1.0951069252779753e-08,1.5087801092710212e-10,6.5145715236467883e-11,1.6758628245857842e-11,1.1757879638323154e-10,2.6374456586982445e-12
1.090715420301505e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.19801862923319691,0.62604931353341697,6.3435920880915241e-18,0.0,5.0684501179110381e-16,1.3033042467305876e-39,0.0,0.0,0.0,0.0,0.0,0.0445044693555234,0.030700049104561193,0.00042459967158997732,0.0062817733578541205,5.8551145862983912e-05,4.0898466279367399e-05,1.6820576514952614e-05,6.1737855725763456e-06,9.3099951705444403e-08,1.9535237611739121e-08,5.1507928527435826e-08,5.1499839469599364e-08,1.9735953687005882e-08,4.2323281835978537e-09,2.6847144336208959e-09,1.2621544571126051e-08,1.1146426622806833e-08,1.5459883773944827e-10,6.7038292739668747e-11,1.7349430236360731e-11,1.2073337459438681e-10,2.7245729639566005e-12
1.0951690156716198e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.19785767130065782,0.62591993335685425,6.4002797132716955e-18,0.0,5.0826034776128684e-16,1.3091086478220864e-39,0.0,0.0,0.0,0.0,0.0,0.044637970469679926,0.030726466303095924,0.00042721432356494863,0.0063303999346433961,5.9117127471554596e-05,4.1367638577643996e-05,1.7095176358214607e-05,6.2664051644398375e-06,9.4917735036783671e-08,2.0033890586905632e-08,5.254506422896076e-08,5.2536770789338107e-08,2.0075978372772629e-08,4.3267726829617403e-09,2.7493303719723723e-09,1.2853673580932109e-08,1.1344202514607745e-08,1.5839155839670097e-10,6.8975218592953562e-11,1.7957698270151056e-11,1.2395517966918479e-10,2.8140956185187759e-12
1.0996226110417346e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.19769734621684359,0.62579078986341485,6.4571737585731754e-18,0.0,5.096726876375922e-16,1.3149104889259075e-39,0.0,0.0,0.0,0.0,0.0,0.044771246666286062,0.030752470783817886,0.00042983120686750082,0.0063791033834796011,5.9684980822966783e-05,4.1839663184217669e-05,1.7372641679900871e-05,6.359914628994642e-06,9.6760666393471111e-08,2.0542413138047629e-08,5.3597372590809927e-08,5.3588870665394748e-08,2.0419987328661072e-08,4.4228399108265902e-09,2.8151517410256887e-09,1.3088871089251484e-08,1.1544411859526529e-08,1.6225715084817129e-10,7.0957264443310728e-11,1.8583843583819838e-11,1.2724524513037689e-10,2.9060654602342341e-12
1.1040762064118495e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.19753764922148473,0.6256618819245201,6.5142733965791234e-18,0.0,5.1108204620893145e-16,1.3207097697231868e-39,0.0,0.0,0.0,0.0,0.0,0.044904299035183545,0.030778066236731169,0.00043245028651982774,0.0064278824436092554,6.0254688310388798e-05,4.2314537644609451e-05,1.7652981591337285e-05,6.4543168491288377e-06,9.8628929036643515e-08,2.1060938361263823e-08,5.4664982034730569e-08,5.4656267459664854e-08,2.0768001681803118e-08,4.520548821171666e-09,2.8821939626111129e-09,1.3327160220068878e-08,1.1747069545142379e-08,1.6619659992672824e-10,7.2985210041201232e-11,1.9228284378480547e-11,1.3060461331599903e-10,3.0005351158729647e-12
1.1085298017819643e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.19737857559024097,0.62553320842085214,6.5715778011985328e-18,0.0,5.1248843814044013e-16,1.3265064900869051e-39,0.0,0.0,0.0,0.0,0.0,0.045037128657035963,0.030803256325128758,0.00043507152785711932,0.0064767358631166692,6.0826232354634993e-05,4.2792259437007874e-05,1.7936205068618373e-05,6.5496146797905404e-06,1.00522705768527e-07,2.1589600123408755e-08,5.5748021006835874e-08,5.5739089557905575e-08,2.1120042443259892e-08,4.6199184679412934e-09,2.9504725490798894e-09,1.3568564101497201e-08,1.1952190414719654e-08,1.7021089733016986e-10,7.5059843247824233e-11,1.9891445882456924e-11,1.3403433536624991e-10,3.0975580070139775e-12
1.1129833971520791e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.1972201206345344,0.62540476824226876,6.6290861477105386e-18,0.0,5.1389187797471215e-16,1.3323006500784325e-39,0.0,0.0,0.0,0.0,0.0,0.04516973660341593,0.030828044685670342,0.00043769489652529104,0.0065256623989268514,6.1399595405669957e-05,4.3272825973140776e-05,1.8222320952839673e-05,6.6458109480358535e-06,1.0244217892026815e-07,2.2128533055032865e-08,5.6846617970173948e-08,5.6837465362304494e-08,2.1476130507045134e-08,4.7209680044918466e-09,3.0200031027619499e-09,1.3813105864830889e-08,1.2159789266669379e-08,1.743010416022045e-10,7.7181960041571066e-11,2.0573760413709384e-11,1.3753547120962628e-10,3.1971883558970311e-12
1.117436992522194e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.19706227970138002,0.62527656028771517,6.6867976128073107e-18,0.0,5.1529238013301595e-16,1.3380922499441315e-39,0.0,0.0,0.0,0.0,0.0,0.045302123936891509,0.030852434928462642,0.00044032035847871981,0.0065746608168067459,6.1974759944077298e-05,4.3756234599139681e-05,1.8511337950347841e-05,6.7429084530791598e-06,1.043875303399193e-07,2.2677872543261573e-08,5.7960901397352807e-08,5.7951523284104524e-08,2.183628664916786e-08,4.8237166830341151e-09,3.0908013154184143e-09,1.4060808643606041e-08,1.236988085402208e-08,1.7846803811304795e-10,7.9352364523670414e-11,2.1275667441990644e-11,1.4110908954832301e-10,3.2994811912368521e-12
1.1218905878923088e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.19690504817321539,0.62514858346514057,6.7447113746354573e-18,0.0,5.1668995891650312e-16,1.343881290112016e-39,0.0,0.0,0.0,0.0,0.0,0.045434291711111637,0.030876430637142332,0.00044294787997798703,0.0066237298913648839,6.2551708482493895e-05,4.4242482596396589e-05,1.8803264633008147e-05,6.8409099663456826e-06,1.063589413805781e-07,2.3237754724615263e-08,5.9090999763221941e-08,5.9081391736285547e-08,2.2200531526693991e-08,4.9281838540711789e-09,3.1628829676889872e-09,1.431169557266739e-08,1.2582479883911847e-08,1.8271289903964313e-10,8.1571868923026885e-11,2.1997613650721126e-11,1.4475626784290676e-10,3.4044923539991169e-12
1.1263441832624237e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.19674842146772803,0.62502083669141317,6.8028266128363596e-18,0.0,5.1808462850740238e-16,1.3496677711884688e-39,0.0,0.0,0.0,0.0,0.0,0.045566240970891035,0.030900035368961215,0.00044557742758762888,0.0066728684060494469,6.3130423567010025e-05,4.47315671824136e-05,1.9098109438488798e-05,6.9398182315262995e-06,1.0835659288868149e-07,2.3808316477772049e-08,6.0237041537610861e-08,6.0227199126302904e-08,2.2568885676826783e-08,5.0343889658318991e-09,3.236263928534399e-09,1.4565789787242002e-08,1.2797601017071565e-08,1.8703664334550847e-10,8.384129360025604e-11,2.2740052998575038e-11,1.4847809229626838e-10,3.5122785031374767e-12
1.1307977786325385e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.19659239503768211,0.62489331889223598,6.8611425085857392e-18,0.0,5.1947640297020278e-16,1.3554516939550131e-39,0.0,0.0,0.0,0.0,0.0,0.045697972752294265,0.030923252654873869,0.00044820896817389383,0.0067220751531448207,6.3710887778535593e-05,4.5223485511644936e-05,1.93958806705619e-05,7.0396359646345047e-06,1.1038066519245343e-07,2.4389695416275104e-08,6.1399155178124675e-08,6.1389073848883061e-08,2.2941369516006121e-08,5.1423515637000484e-09,3.3109601546739915e-09,1.4823114422019865e-08,1.3015258867339122e-08,1.9144029676022058e-10,8.616146705091814e-11,2.3503446780767866e-11,1.5227565783686404e-10,3.6228971212909171e-12
1.1352513740026533e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.19643696437074237,0.62476602900206457,6.9196582446323287e-18,0.0,5.2086529625282558e-16,1.3612330593651365e-39,0.0,0.0,0.0,0.0,0.0,0.045829488082719035,0.030946085999627483,0.00045084246890250766,0.006771348933766649,6.4293083734133331e-05,4.5718234676331622e-05,1.9696586499420562e-05,7.1403658540655073e-06,1.1243133809050651e-07,2.4982029881186395e-08,6.2577469122997574e-08,6.2567144278877061e-08,2.3318003339026242e-08,5.2520912896392533e-09,3.3869876900185805e-09,1.5083692610241223e-08,1.3235468001174561e-08,1.9592489175853793e-10,8.8533225907954176e-11,2.4288263690036367e-11,1.5615006810125082e-10,3.7364065204407661e-12
1.1397049693727682e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.1962821249892982,0.62463896596402335,6.9783730053354845e-18,0.0,5.2225132218778238e-16,1.3670118685411697e-39,0.0,0.0,0.0,0.0,0.0,0.045960787980978725,0.030968538881853851,0.00045347789723644625,0.0068206885578554347,6.4876994088319318e-05,4.6215811707329014e-05,2.0000234962011664e-05,7.2420105606574073e-06,1.1450879084059717e-07,2.558545893368869e-08,6.3772111784003614e-08,6.3761538764171503e-08,2.3698807318171969e-08,5.3636278816137716e-09,3.464362665098705e-09,1.5347547482790761e-08,1.3458242937188037e-08,2.004914675391708e-10,9.0957414943326705e-11,2.5094979877302099e-11,1.601024354159256e-10,3.8528658475266499e-12
1.144158564742883e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.19612787245028515,0.6245121287298262,7.0372859767017722e-18,0.0,5.2363449449332398e-16,1.3727881227712159e-39,0.0,0.0,0.0,0.0,0.0,0.046091873457384233,0.030990614754163578,0.0004561152209337169,0.0068700928441687422,6.5462601534331153e-05,4.6716213574926751e-05,2.0306833962384144e-05,7.3445727177543607e-06,1.1661320214853407e-07,2.6200122347637511e-08,6.4983211539426095e-08,6.4972385618657977e-08,2.4083801502373178e-08,5.4769811730052178e-09,3.5431012964883891e-09,1.5614702167298591e-08,1.3683598145678461e-08,2.0514107000320456e-10,9.3434887068869072e-11,2.5924079012009685e-11,1.6413388077847404e-10,3.9723350900207445e-12
1.1486121601129978e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.19597420234500565,0.62438551625969341,7.0963963464205758e-18,0.0,5.2501482677457647e-16,1.3785618235061264e-39,0.0,0.0,0.0,0.0,0.0,0.046222745513825048,0.031012317043242227,0.00045875440804514619,0.006919560620271996,6.6049888805364544e-05,4.7219437189661721e-05,2.0616391272052163e-05,7.4480549312717434e-06,1.187447501572394e-07,2.682616060206493e-08,6.6210896727084826e-08,6.6199813115260505e-08,2.447300581637744e-08,5.5921710920253234e-09,3.6232198862245342e-09,1.5885179787248035e-08,1.3911548048182753e-08,2.0987475173218097e-10,9.5966503336345929e-11,2.6776052342131187e-11,1.6824553383803802e-10,4.0948750814596396e-12
1.1530657554831127e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.1958211102989488,0.62425912752227364,7.1557033038988751e-18,0.0,5.2639233252466604e-16,1.3843329723565303e-39,0.0,0.0,0.0,0.0,0.0,0.046353405143849592,0.031033649149948533,0.00046139542691217805,0.0069690907225279696,6.6638838675778532e-05,4.7725479403123476e-05,2.092891453037295e-05,7.5524597797632157e-06,1.2090361243596289e-07,2.7463714873636874e-08,6.7455295637422312e-08,6.7443949479021939e-08,2.4866440059940542e-08,5.7092176611248107e-09,3.7047348212220475e-09,1.6159003461090204e-08,1.4142107017035513e-08,2.1469357196584471e-10,9.8553132936729204e-11,2.7651398753827905e-11,1.7243853287510904e-10,4.220547506933194e-12
1.1575193508532275e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.19566859197160852,0.62413296149456288,7.2152060402950382e-18,0.0,5.2776702512583371e-16,1.3901015710899077e-39,0.0,0.0,0.0,0.0,0.0,0.046483853332744844,0.031054614449414493,0.00046403824616467871,0.0070186819960849399,6.7229433962270242e-05,4.8234337008752752e-05,2.1244411244938922e-05,7.6577898144896531e-06,1.2308996596964804e-07,2.8112927029065775e-08,6.8716536506648592e-08,6.8704922880248815e-08,2.5264123907034988e-08,5.8281409963984775e-09,3.7876625726848275e-09,1.6436196301365441e-08,1.4375289374939128e-08,2.1959859657955971e-10,1.0119565319869199e-10,2.8550624830761263e-11,1.7671402478065496e-10,4.3494149085297109e-12
1.1619729462233424e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.19551664305630054,0.62400701716182627,7.2749037485517952e-18,0.0,5.2913891785053572e-16,1.3958676216277116e-39,0.0,0.0,0.0,0.0,0.0,0.046614091057615256,0.031075216291147279,0.00046668283471875159,0.0070683332948635949,6.7821657525018821e-05,4.8746006742632539e-05,2.1562888791983606e-05,7.7640475594899009e-06,1.2530398714845015e-07,2.8773939617480183e-08,6.9994747509944904e-08,6.9982861427715531e-08,2.566607690507602e-08,5.948961306986552e-09,3.8720196955127316e-09,1.6716781413831479e-08,1.46111093945441e-08,2.2459089806140233e-10,1.0389494958632525e-10,2.9474244913044374e-11,1.8107316503458862e-10,4.4815406907368328e-12
1.1664265415934572e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.19536525927997919,0.62388129351752053,7.3347956234282467e-18,0.0,5.3050802386253661e-16,1.4016311260425335e-39,0.0,0.0,0.0,0.0,0.0,0.046744119287460861,0.031095457999132999,0.00046932916177455934,0.0071180434815426904,6.8415492268800241e-05,4.9260485284272212e-05,2.188435441680118e-05,7.8712355116533257e-06,1.2754585175740576e-07,2.944689586275311e-08,7.1290056754726767e-08,7.127789316192756e-08,2.6072318474165317e-08,6.0716988944724339e-09,3.9578228277046134e-09,1.7000781896598471e-08,1.4849581298039512e-08,2.296715554889364e-10,1.0665191569608019e-10,3.0422781155826028e-11,1.8551711768358504e-10,4.6169891257975439e-12
1.170880136963572e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.19521443640305211,0.62375578956321687,7.3948808615310118e-18,0.0,5.3187435621799069e-16,1.4073920865553156e-39,0.0,0.0,0.0,0.0,0.0,0.046873938983254856,0.03111534287194213,0.0004719771968141565,0.0071678114275435124,6.9010921144072225e-05,4.9777769257384363e-05,2.2208815234179125e-05,7.9793561407940128e-06,1.298157349662532e-07,3.0131939655790879e-08,7.2602592273966316e-08,7.2590146048443936e-08,2.6482867906351972e-08,6.1963741522768774e-09,4.0450886897575644e-09,1.7288220839270783e-08,1.5090719256753536e-08,2.3484165450567616e-10,1.0946745325294067e-10,3.139676358749908e-11,1.9004705531825654e-10,4.7558253590206361e-12
1.1753337323336869e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.19506417021919509,0.62363050430852318,7.455158661344582e-18,0.0,5.3323792786650768e-16,1.4131505055326035e-39,0.0,0.0,0.0,0.0,0.0,0.047003551098020208,0.03113487418283661,0.0004746269095993298,0.0072176360130131647,6.9607927148030482e-05,5.0297855230654771e-05,2.2536278228843711e-05,8.0884118897267693e-06,1.321138113194032e-07,3.0829215546783944e-08,7.3932482019574129e-08,7.3919747971259473e-08,2.6897744364910788e-08,6.3230075650487179e-09,4.1338340840624581e-09,1.7579121322095545e-08,1.5334537390763879e-08,2.4010228729724282e-10,1.1234247210582944e-10,3.2396730167525192e-11,1.9466415904969185e-10,4.898115414045118e-12
1.1797873277038017e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.19491445655516501,0.62350543677100978,7.5156282232607561e-18,0.0,5.3459875165221599e-16,1.4189063854838428e-39,0.0,0.0,0.0,0.0,0.0,0.047132956576905832,0.031154055179878581,0.00047727827016944842,0.0072675161268067274,7.0206493325636809e-05,5.082073971850517e-05,2.2866750255917967e-05,8.1984051743446201e-06,1.3444025472606023e-07,3.153886873742153e-08,7.5279853855840494e-08,7.5266826726246564e-08,2.7316966883637554e-08,6.4516197080521971e-09,4.2240758942959111e-09,1.7873506415118026e-08,1.5581049768518027e-08,2.4545455256721988e-10,1.1527789022225246e-10,3.3423226843867967e-11,1.9936961848536806e-10,5.0439261980579061e-12
1.1842409230739166e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.19476529127061296,0.62338058597613311,7.576288749607316e-18,0.0,5.3595684031480748e-16,1.4246597290587203e-39,0.0,0.0,0.0,0.0,0.0,0.047262156357261886,0.031172889086040587,0.00047993124883932389,0.0073174506664683012,7.080660277061871e-05,5.1346419181849014e-05,2.3200238041391714e-05,8.3093383836980079e-06,1.3679523845049256e-07,3.2261045073071638e-08,7.6644835552936735e-08,7.6631510014656559e-08,2.7740554366161415e-08,6.5822312465510149e-09,4.3158310848087696e-09,1.8171399177343777e-08,1.5830270406463136e-08,2.5089955551271458e-10,1.1827463368218542e-10,3.4476807610026985e-11,2.0416463170444395e-10,5.1933255069643041e-12
1.1886945184440314e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.19461667025789581,0.62325595095716113,7.637139444675845e-18,0.0,5.3731220649057541e-16,1.4304105390445381e-39,0.0,0.0,0.0,0.0,0.0,0.047391151368714426,0.031191379099317355,0.00048258581619707792,0.0073674385382109936,7.1408238626441975e-05,5.1874890028840401e-05,2.3536748182603484e-05,8.4212138800754726e-06,1.3917893510245142e-07,3.2995891034928113e-08,7.8027554780476274e-08,7.801392543668137e-08,2.8168525585273892e-08,6.7148629351891287e-09,4.4091167000112165e-09,1.8472822655907499e-08,1.608221326868566e-08,2.5643840779962812e-10,1.2133363667120706e-10,3.5558034561664781e-11,2.0905040523244032e-10,5.3463820305106555e-12
1.1931481138141462e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.1944685894418878,0.62313153075510075,7.6981795147487896e-18,0.0,5.3866486271344305e-16,1.436158818363636e-39,0.0,0.0,0.0,0.0,0.0,0.047519942533239413,0.031209528392838894,0.00048524194310202174,0.0074174786568958519,7.2011384087256085e-05,5.2406148615615968e-05,2.3876287148733783e-05,8.5340339990858478e-06,1.4159151662773885e-07,3.3743553732126225e-08,7.9428139101135485e-08,7.9414200485074722e-08,2.8600899182274621e-08,6.8495356173684215e-09,4.5039498637546329e-09,1.8777799885248708e-08,1.633689226656029e-08,2.6207222753764339e-10,1.2445584147288282e-10,3.6667477952819478e-11,2.1402815401531772e-10,5.5031653573586605e-12
1.197601709184261e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.19432104477979062,0.62300732441862339,7.7594081681256858e-18,0.0,5.4001482141597859e-16,1.4419045700708476e-39,0.0,0.0,0.0,0.0,0.0,0.047648530765235959,0.031227340114985062,0.00048789960068254377,0.0074675699460097847,7.2616022398812837e-05,5.2940191247029889e-05,2.4218861281309541e-05,8.6478010497419351e-06,1.4403315429892286e-07,3.4504180893828527e-08,8.0846715964334749e-08,8.0832462538833657e-08,2.9037693666333592e-08,6.9862702246233137e-09,4.6003477787102767e-09,1.9086353886294132e-08,1.6594321258408364e-08,2.6780213925493342e-10,1.276421984604048e-10,3.7805716251695556e-11,2.1909910139295754e-10,5.6637459801108126e-12
1.202055304554376e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.19417403226094393,0.62288333100399307,7.8208246151486709e-18,0.0,5.4136209493040107e-16,1.447647797350996e-39,0.0,0.0,0.0,0.0,0.0,0.047776916971598991,0.03124481738950137,0.00049055876033400766,0.0075177113376425127,7.3222136859359116e-05,5.3477014177382151e-05,2.4564476794719375e-05,8.7625173145455674e-06,1.465040187061997e-07,3.5277920861282438e-08,8.2283412699979619e-08,8.2268838856940071e-08,2.9478927413869677e-08,7.1250877759923698e-09,4.6983277257449348e-09,1.9398507665646813e-08,1.6854514049165506e-08,2.7362927387259609e-10,1.3089366608749106e-10,3.8973336196025626e-11,2.2426447907205536e-10,5.8281953002864245e-12
1.2065088999244908e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.19402754790663429,0.62275954957499491,7.8824280682271984e-18,0.0,5.4270669548957743e-16,1.4533885035164258e-39,0.0,0.0,0.0,0.0,0.0,0.047905102051791104,0.031261963315616044,0.00049321939371666,0.0075679017724625481,7.3829710820503817e-05,5.401661361113979e-05,2.4913139776739222e-05,8.8781850495740565e-06,1.4900427974840277e-07,3.6064922579851128e-08,8.3738356512262008e-08,8.3723456572162565e-08,2.9924618667945448e-08,7.2660093773870046e-09,4.7979070632935976e-09,1.971428421478203e-08,1.711748439005843e-08,2.7955476867882333e-10,1.3421121087854993e-10,4.0170932847995886e-11,2.2952552709843417e-10,5.9965856332477471e-12
1.2109624952946056e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.1938815877699043,0.62263597920286318,7.9442177418620476e-18,0.0,5.4404863522800751e-16,1.4591266920045749e-39,0.0,0.0,0.0,0.0,0.0,0.048033086897913899,0.031278780968158462,0.00049588147275354821,0.0076181401996922833,7.4438727688059381e-05,5.455898570365157e-05,2.5264856189068286e-05,8.9948064845679933e-06,1.5153410662415772e-07,3.6865335591019294e-08,8.5211674473521663e-08,8.5196442684918179e-08,3.0374785537677986e-08,7.4090562209573637e-09,4.899103226729298e-09,2.0033706509249821e-08,1.7383245978290741e-08,2.8557976730280573e-10,1.3759580741811412e-10,4.1399109648728373e-11,2.3488349382878518e-10,6.1689902130756681e-12
1.2154160906647204e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.19373614793536104,0.62251261896621146,8.0061928526685519e-18,0.0,5.4538792618279936e-16,1.4648623663755787e-39,0.0,0.0,0.0,0.0,0.0,0.048160872394778523,0.031295273397678368,0.00049854496962844868,0.0076684255770821403,7.5049170922858582e-05,5.5104126561855864e-05,2.5619631867874717e-05,9.1123838230203352e-06,1.5409366782318147e-07,3.7679310024375208e-08,8.670349351816782e-08,8.6687924057194779e-08,3.0829445997665618e-08,7.5542495844554246e-09,5.0019337277301897e-09,2.035679750788426e-08,1.7651812456737722e-08,2.9170541968838146e-10,1.4104843833954853e-10,4.2658478472313039e-11,2.4033963590184395e-10,6.345483197394522e-12
1.2198696860348353e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.193591224518984,0.62238946795096206,8.0683526193991719e-18,0.0,5.467245802946358e-16,1.4705955303099092e-39,0.0,0.0,0.0,0.0,0.0,0.048288459419975692,0.03131144363056669,0.000501209856783805,0.0077187568708838982,7.5661024041547053e-05,5.5652032244981731e-05,2.5977472524350837e-05,9.2309192422667206e-06,1.566831311177271e-07,3.8506996589570574e-08,8.8213940436661015e-08,8.8198027406533316e-08,3.1288617887430453e-08,7.7016108305954439e-09,5.1064161536439885e-09,2.0683580152019452e-08,1.7923197413649904e-08,2.9793288206743287e-10,1.4457009431303806e-10,4.3949659679382899e-11,2.4589521820901046e-10,6.5261396721455105e-12
