Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),COX(50),O(29),CHOX(53),acetyl(44),C2H4X(215),CO2X(24),C2H4X(70),C2H6X(52),CH4OX(63),HOCO(73),S(216),CHO2(74)
6.5433594477983924e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999666,0.11866996602996212,0.02282156769305424,5.573659639297583e-98,1.7424419607102696e-45,2.1334471663347436e-30,2.2350472513609304e-71,1.1497109281137296e-45,2.0743280721237337e-109,5.775033611035676e-17,1.8137526473431366e-89,5.775033611034912e-17,9.192549059539505e-61,9.20229392806951e-60,2.6247093945979074e-92,3.043344554850394e-93,7.684682298854486e-32,2.466972168567423e-71,3.153904394847914e-15,9.33815036009073e-17,3.7383747373153696e-19,6.471281866073385e-32,2.3962049065764095e-31,3.738374703024879e-19,1.7126721058604625e-27,1.467763642863936e-32,1.0716733592728373e-36,7.525484072876363e-62,1.4141072421342664e-45,9.146135062629543e-44,2.155774986888957e-31,1.3886654338705484e-62,4.622360265679397e-86,7.020788110478078e-25,1.409031396334474e-88,1.450548024562995e-101,1.4187937396804888e-76,4.3785968243235046e-88,2.5192701127511435e-85,1.1912012213790475e-59,8.938862084598217e-74,3.8028261430629814e-120,2.3072538808288834e-173,5.879907467986189e-122
1.3092403829956296e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999934,0.1186699660299589,0.022821567693054195,1.4348788236852565e-95,1.395013050356758e-44,8.539352862212894e-30,1.4378364665259763e-69,9.207011990719509e-45,5.337732220802377e-107,1.1555084627467613e-16,1.162595811435072e-87,1.1555084627464569e-16,1.4724054243303003e-59,1.4740804979278795e-58,3.377004981292574e-90,3.915629570468513e-91,3.0758756055497568e-31,8.395702643105387e-70,6.3105489325219995e-15,1.8684413796080537e-16,7.479997445344946e-19,2.5901991948862258e-31,9.591064310504279e-31,7.479997308093031e-19,6.85509298394678e-27,1.1750936262874566e-31,8.614331063133295e-36,2.4206499862052044e-60,1.1321456223340843e-44,7.322472711656164e-43,8.628718050585006e-31,4.449179231464436e-61,5.947223590252015e-84,1.4047677488253662e-24,1.8137018443378945e-86,3.73424735621546e-99,9.091597389882856e-75,5.636119476066101e-86,1.7140247748649332e-83,1.9079921450569353e-58,2.8638756077867736e-72,1.958092388101514e-117,3.7317377516303163e-169,3.0274568744567815e-119
2.6190492594272105e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999869,0.11866996602995247,0.0228215676930541,3.705144743262406e-93,1.1164344172014252e-43,3.4168568666146636e-29,9.27979641531471e-68,7.369341241595162e-44,1.3779370337331223e-104,2.311518666033167e-16,7.446359545447966e-86,2.311518666031948e-16,2.3571274674405157e-58,2.359900457168167e-57,4.358928267526537e-88,5.054167378284128e-89,1.2307508935736802e-30,3.003520942356888e-68,1.2623838007865154e-14,3.7376940668059506e-16,1.4963242964549022e-18,1.036417054004245e-30,3.8376750133714866e-30,1.496324241535788e-18,2.742883063148811e-26,9.404164285922312e-31,6.949187251537445e-35,7.811836102930447e-59,9.06060565443777e-44,5.860209092029371e-42,3.452611155825346e-30,1.4245925059804834e-59,7.676482895312719e-82,2.8101460860619402e-24,2.341698375672699e-84,9.642312734203445e-97,5.82217585479624e-73,7.276880923532664e-84,1.225482743534316e-81,3.054444529103705e-57,9.169909331609397e-71,1.0112492300890681e-114,5.928540658915176e-165,1.5635119070411394e-116
5.238667012290372e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999739,0.11866996602993961,0.022821567693053914,9.636448944776281e-91,8.933171655388028e-43,1.3669679749250913e-28,6.032953946885796e-66,5.896966017250647e-43,3.58297891910742e-102,4.623539072606051e-16,4.767509770082693e-84,4.623539072601172e-16,3.772427269835368e-57,3.776938375781737e-56,5.66730756150886e-86,6.57123017819562e-87,4.923804991167446e-30,1.1632920194188328e-66,2.525041615853139e-14,7.476199441201481e-16,2.9929734415561525e-18,4.1463429861004436e-30,1.5353198958894976e-29,2.992973221840177e-18,1.0972941886452807e-25,7.524510496207254e-30,5.648585049624054e-34,2.5395939201254486e-57,7.249860912847126e-43,4.689066403552506e-41,1.3812692772795987e-29,4.559952984534261e-58,9.980661928507768e-80,5.620904607260915e-24,3.045263405988922e-82,2.5076553532997946e-94,3.727239458600703e-71,9.463226005587151e-82,9.482596101494215e-80,4.888437301736372e-56,2.9352524365293173e-69,5.260065245489031e-112,9.14454503429235e-161,8.132960580733126e-114
1.0477902518016696e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999479,0.11866996602991389,0.02282156769305354,2.542865425044944e-88,7.147216000185957e-42,5.468338804050304e-28,3.979492129198146e-64,4.7181700959645674e-42,9.452126210129678e-100,9.2475798857521e-16,3.051795076335811e-82,9.247579885732585e-16,6.036702404564667e-56,6.043979520944466e-55,7.475772529048181e-84,8.66814116456037e-85,1.969682291268429e-29,5.015245046479761e-65,5.050357245978357e-14,1.49532101899915e-15,5.9862718968201445e-18,1.6586720955557351e-29,6.141779377138296e-29,5.986271017854641e-18,4.389232844341128e-25,6.019780360608895e-29,4.66038399090137e-33,8.377794719363491e-56,5.800439064580794e-42,3.751623324685406e-40,5.525526737509631e-29,1.459314570078345e-56,1.3165538828432804e-77,1.1242429036562174e-23,4.018141900182041e-80,6.616449434335634e-92,2.385652303640243e-69,1.2486470287000702e-79,8.165528669390573e-78,7.822560677314625e-55,9.39421810392893e-68,2.7758840876323315e-109,1.345576691468398e-156,4.2923616963006775e-111
2.0956373529469343e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767998959,0.11866996602986246,0.02282156769305279,6.896509432052902e-86,5.718044407040143e-41,2.187442035596966e-27,2.6978372893137205e-62,3.774775003671256e-41,2.5623822889232384e-97,1.8495661512045335e-15,1.9533372927350567e-80,1.849566151196727e-15,9.65937890794117e-55,9.671069340083119e-54,1.0134093226354563e-81,1.1750457899288721e-82,7.879049766186626e-29,2.4318888105842767e-63,1.010098850619668e-13,2.990723168756736e-15,1.1972869467751962e-17,6.634957693956728e-29,2.45681169465447e-28,1.1972865951506381e-17,1.755523708740644e-24,4.815413631187958e-28,3.954190408789248e-32,2.8409810520551065e-54,4.640570948760992e-41,3.001463563364836e-39,2.210300597060231e-28,4.669556278899862e-55,1.7847091455629268e-75,2.2485507442777938e-23,5.449363036345744e-78,1.7940739537498808e-89,1.526739091933427e-67,1.693402901613977e-77,7.908607058728552e-76,1.2516945937481185e-53,3.0063752950465396e-66,1.5055152285025586e-106,1.8556329788686812e-152,2.328394901588806e-108
4.1913315552374635e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767997919,0.11866996602975959,0.022821567693051294,1.963211335611204e-83,4.574544366557945e-40,8.750086165950242e-27,1.91959397124035e-60,3.0199155757340214e-40,7.289035048991188e-95,3.6991824764636366e-15,1.2501961716896823e-78,3.69918247643241e-15,1.5455530306201627e-53,1.5474271222885908e-52,1.4416392465268774e-79,1.6715773952924943e-80,3.1516840279147197e-28,1.307259083417829e-61,2.020225102650487e-13,5.981527468270237e-15,2.3946067252493383e-17,2.654036540802999e-28,9.827446521965202e-28,2.3946053185301688e-17,7.020311430797694e-24,3.851399849429549e-27,3.5244267850683616e-31,1.0114370482636898e-52,3.712543922775975e-40,2.401263706425782e-38,8.841381980963024e-28,1.493925114785964e-53,2.5388622540124548e-73,4.4971782445662423e-23,7.757631713937105e-76,5.105332347159536e-87,9.768979528569379e-66,2.410704596738701e-75,8.493814765386773e-74,2.0027792599812212e-52,9.620760693156071e-65,8.569643676005739e-104,2.3918554938045753e-148,1.3258052431747014e-105
8.382719959818522e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767995838,0.11866996602955383,0.022821567693048304,6.036981763685159e-81,3.6596793426279194e-39,3.5001819901312595e-26,1.4753064810997783e-58,2.4159706888820433e-39,2.2390411507127415e-92,7.398415126983666e-15,8.001448464074146e-77,7.398415126858754e-15,2.4729267696426545e-52,2.4759277614356946e-51,2.2147867732751586e-77,2.5680401424588443e-78,1.260686435628838e-27,7.566504743874515e-60,4.040477606660743e-13,1.1963136067290554e-14,4.78924734035826e-17,1.0616249889913684e-27,3.9310184395632004e-27,4.789241711886427e-17,2.806613287353498e-23,3.079521650079773e-26,3.3967358304737485e-30,3.890816891768435e-51,2.970068856319756e-39,1.921091098867363e-37,3.5365885395755506e-27,4.7781551635024894e-52,3.9004475242732546e-71,8.994480521324324e-23,1.1930677399920887e-73,1.5690841045565209e-84,6.249028961331547e-64,3.707494383857472e-73,9.825920950182074e-72,3.204501142569491e-51,3.0787002983110935e-63,5.2687914377789065e-101,2.9609062467322495e-144,8.156283513860303e-103
1.676549676898064e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767991677,0.11866996602914234,0.022821567693042322,2.0623528220958213e-78,2.927761513860046e-38,1.4001693156670503e-25,1.259558210737522e-56,1.9327918402885092e-38,7.638942101078535e-90,1.4796880428031002e-14,5.120988748764478e-75,1.479688042753136e-14,3.956716354245059e-51,3.9615184474573245e-50,3.7793260402574574e-75,4.3821196874330176e-76,5.042771392041692e-27,4.583207668725813e-58,8.080982614475725e-13,2.3926353265304448e-14,9.578532811277363e-17,4.246518140848068e-27,1.572415247417681e-26,9.578510284991443e-17,1.1214210267329633e-22,2.4610201356129087e-25,3.639446482948968e-29,1.6630979417849569e-49,2.376066735787871e-38,1.5369735993226645e-36,1.4146424279608964e-26,1.527428432988065e-50,6.65574738533763e-69,1.7989274179565223e-22,2.0385367959962507e-71,5.356758281632777e-82,3.995276070521055e-62,6.334831672156575e-71,1.1898885152599875e-69,5.127245282241598e-50,9.851927576531692e-62,3.59848248684288e-98,3.701147915107622e-140,5.576575489490172e-100
3.3531050387304875e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767983355,0.11866996602831935,0.02282156769303036,7.91798132828902e-76,2.3422172268335932e-37,5.60140450539037e-25,1.2085491308249038e-54,1.546239584324528e-37,2.9289811492720463e-87,2.959381103015482e-14,3.2774525304762146e-73,2.9593811028156224e-14,6.330772940358387e-50,6.33845205517258e-49,7.247836623549427e-73,8.403849129902504e-74,2.017113687122389e-26,2.8459674525987354e-56,1.616199262928357e-12,4.785278766122527e-14,1.9157120780155693e-16,1.6986088448861037e-26,6.289675976102389e-26,1.9157030576801153e-16,4.475885619041538e-22,1.964655445476997e-24,4.382304257272753e-28,7.989153530959297e-48,1.9008551103861727e-37,1.2297286544220113e-35,5.65858263742211e-26,4.87761044338068e-49,1.276411681032265e-66,3.5979617914945896e-22,3.9145180183565144e-69,2.0552646998928958e-79,2.551703436747629e-60,1.2164578839734192e-68,1.477418119644457e-67,8.203627190930133e-49,3.152627879941229e-60,2.7621382086749018e-95,4.878287173065452e-136,4.288679636979887e-97
6.706215762395335e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679667104,0.11866996602667336,0.022821567693006434,3.3696548496231404e-73,1.8737782674700623e-36,2.241131571741646e-24,1.285465829066282e-52,1.2369941065373854e-36,1.2451978576857061e-84,5.9187672234519e-14,2.0975759040484644e-71,5.918767222652459e-14,1.0129257980093389e-48,1.0141526330283534e-47,1.5410316324173933e-70,1.7868222788878244e-71,8.068465012224614e-26,1.7880330154588066e-54,3.232401265561078e-12,9.570565645263909e-14,3.8314365336175445e-16,6.794422169244404e-26,2.515872782300178e-25,3.8314003743056953e-16,1.782556451469487e-21,1.5650996618980947e-23,5.844627478153928e-27,4.2531881915555214e-46,1.5206800753568176e-36,9.840168058845437e-35,2.263434761116614e-25,1.5543594778069394e-47,2.713899350985619e-64,7.1963331061302355e-22,8.331547585591193e-67,8.742027778513694e-77,1.6263679076479614e-58,2.589100950476743e-66,1.856221515430859e-65,1.3125831219855654e-47,1.0088408958220483e-58,2.3504084000673817e-92,6.869078547475415e-132,3.662306407467951e-94
1.3412437209725029e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679334215,0.11866996602338138,0.02282156769295858,1.541803221770117e-70,1.4990264558651392e-35,8.969012439633973e-24,1.470178839135687e-50,9.895962516389337e-36,5.693669136920995e-82,1.183753946437106e-13,1.3424505519090622e-69,1.1837539461173594e-13,1.6206829329766095e-47,1.6226396596514358e-46,3.523768009809503e-68,4.08579921447617e-69,3.2273880601277446e-25,1.1267700095211143e-52,6.46480526951113e-12,1.9141139403375532e-13,7.662913294259504e-16,2.717753115879145e-25,1.006349106948229e-24,7.662768040801091e-16,7.068584915529923e-21,1.2416017643294197e-22,8.372275616523812e-26,2.4337873822935983e-44,1.2165349325468463e-35,7.875815479058632e-34,9.05373542500782e-25,4.932969209617024e-46,6.20567618285435e-62,1.4394286005639244e-21,1.906345611787751e-64,3.998602971653806e-74,1.0323668622407252e-56,5.9242587483968744e-64,2.339339163745672e-63,2.1001351876346246e-46,3.228279339883211e-57,2.150775167752624e-89,1.0189468899694516e-127,3.3740255233761994e-91
2.6824880104384417e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767866844,0.11866996601679743,0.022821567692862876,7.341971399166741e-68,1.1992259773200757e-34,3.591104982256374e-23,1.7500700268769577e-48,7.916773731186067e-35,2.710348182651143e-79,2.367508394639642e-13,8.591689363780642e-68,2.367508393360568e-13,2.5930938708722854e-46,2.5962044644293755e-45,8.387791970105266e-66,9.725617301172179e-67,1.2909556370905403e-24,7.069288859984668e-51,1.2929613272149674e-11,3.8282286918914255e-13,1.5325981338021996e-15,1.0870876085621625e-24,4.0253925411055474e-24,1.5325395508288902e-15,2.779294296814652e-20,9.769029381103679e-22,1.2470666338438648e-24,1.4490658217053333e-42,9.732122592456464e-35,6.306399279944452e-33,3.621487820725077e-24,1.5529206734183272e-44,1.4771639077888735e-59,2.879503288560555e-21,4.53914834190952e-62,1.9037602494261327e-71,6.500712818513204e-55,1.4106685791659966e-61,2.9352672815134134e-61,3.360217975163213e-45,1.0330401939642691e-55,2.0487767914074457e-86,1.5526504078015047e-123,3.2568299958845464e-88
5.3649765893703194e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767733689,0.11866996600362953,0.022821567692671463,3.5377061783060278e-65,9.59387947962802e-34,1.4391116706531984e-22,2.1081106932574028e-46,6.333420236088182e-34,1.3058424791081191e-76,4.735017291119292e-13,5.498682440681955e-66,4.735017286002921e-13,4.148950666065176e-45,4.1538548363156966e-44,2.0206643177054882e-63,2.3429516417096034e-64,5.163823390374439e-24,4.3746989198905286e-49,2.585922925638053e-11,7.656458194725358e-13,3.0652599118330777e-15,4.3482392628493676e-24,1.6101531393225027e-23,3.0650218993407433e-15,1.0749883352100637e-19,7.564922165003128e-21,1.8783097902116496e-23,8.728497563959772e-41,7.785442764502941e-34,5.053899608362832e-32,1.4485893581555015e-23,4.8125732254368274e-43,3.5585549841990357e-57,5.7615890969310244e-21,1.0935805968310871e-59,9.172579286652112e-69,4.030222203661336e-53,3.3987153373987267e-59,3.632752268520652e-59,5.376349847366425e-44,3.305660699351493e-54,2.078474821768955e-83,2.3552427929835037e-118,3.222542454675569e-85
1.0729953747234075e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767467379,0.11866996597729373,0.02282156769228864,1.6805978549912174e-62,7.675216094306136e-33,5.775933448391053e-22,2.503737610523935e-44,5.066736311612224e-33,6.204196013525041e-74,9.470035084376872e-13,3.519156369961127e-64,9.470035063911354e-13,6.638319940460266e-44,6.645945552771869e-43,4.800051558358046e-61,5.565629712193488e-62,2.065529537297667e-23,2.631633168777954e-47,5.1718461140657294e-11,1.5312917199297975e-12,6.130793044324015e-15,1.7392063614270422e-23,6.440580005000302e-23,6.129814026144774e-15,4.0318241752786145e-19,5.685421302891885e-20,2.7875059729995435e-22,5.1826647083691084e-39,6.227944020729379e-33,4.055976565040721e-31,5.794309890608609e-23,1.4481448183089002e-41,8.453223520706678e-55,1.1533506443164089e-20,2.5971437130656403e-57,4.3575640132800923e-66,2.4266370949627207e-51,8.072609106984122e-57,4.3703827311202785e-57,8.602159816390586e-43,1.057769281785699e-52,1.9771802775017167e-80,3.376354344891246e-114,3.221350455287891e-82
