Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OHX(46),OX(20),HX(19),CH3OX(45),CH2OH(57),CH3OX(44),CH3O(58),HO2(52),CH2OX(40),HO2X(136),H2X(36),HOX(23),H2OX(35),OCX(21),CXHO(27)
8.992401548297546e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551838329266843,0.0,0.17647058509059715,2.67902169582056e-35,7.027006062120879e-15,2.166545393710408e-13,3.95470259215258e-15,0.0,1.9093925478512016e-09,0.0,0.0,1.7625516182616676e-14,0.0,0.11760549342406196,3.559418887561415e-17,0.0,4.749438298542179e-12,0.0,4.133590985602926e-05,5.98825433426541e-09,2.3065684318215466e-07,8.547827789611989e-11,2.0648230230766136e-07,2.4373666986664544e-10,2.1944685053310193e-08,1.91062525201525e-09,4.830608720693054e-13,1.2583427107373753e-12,6.713967677180091e-17,2.028114082440907e-12,1.6502936333204226e-18,1.762660672172708e-23,1.2249313009485572e-18
9.050212743521018e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551837672609004,0.0,0.17647058506597332,2.731014266227178e-35,7.182322657674519e-15,2.2085784564573385e-13,4.0313822044692505e-15,0.0,1.9339526093224607e-09,0.0,0.0,1.785228264220248e-14,0.0,0.11760548685741726,3.6281899288406835e-17,0.0,4.820864783168044e-12,0.0,4.134099425202415e-05,5.988254191860512e-09,2.3213898293062843e-07,8.547927748466469e-11,2.0779776500460544e-07,2.437309846074312e-10,2.2086908396088195e-08,1.9351810753362475e-09,4.902629381872912e-13,1.2827219375374979e-12,6.849736156532042e-17,2.0439797224452254e-12,1.6909280159916823e-18,1.7853766335564238e-23,1.2406889505880548e-18
9.10802393874449e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855183703417973,0.0,0.17647058504119315,2.7836747201669795e-35,7.339966455518891e-15,2.251151456497134e-13,4.109045105039762e-15,0.0,1.958668624224173e-09,0.0,0.0,1.8080491190611246e-14,0.0,0.11760548047305781,3.697836622853106e-17,0.0,4.892846168128492e-12,0.0,4.134589636945952e-05,5.9882540532771625e-09,2.3362111533306796e-07,8.548027718238147e-11,2.091130702934417e-07,2.4372530041949374e-10,2.222912645936175e-08,1.959892595384354e-09,4.975200284153631e-13,1.307413480054796e-12,6.987325489437809e-17,2.059847768767605e-12,1.7322537504433266e-18,1.808237643010002e-23,1.2565466709319412e-18
9.165835133967963e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855183641332561,0.0,0.17647058501625673,2.8370073086026434e-35,7.499955464227297e-15,2.294267833947777e-13,4.1876975193726e-15,0.0,1.9835405738921112e-09,0.0,0.0,1.831014168911446e-14,0.0,0.11760547426444976,3.7683643957371644e-17,0.0,4.965382508963423e-12,0.0,4.135062274218134e-05,5.988253918378302e-09,2.3510324039315691e-07,8.548127698062254e-11,2.1042821819654352e-07,2.4371961727641904e-10,2.2371339243822948e-08,1.9847597915243315e-09,5.04832141837093e-13,1.3324193121497123e-12,7.126747811275234e-17,2.0757181446966693e-12,1.7742771352998934e-18,1.8312436932393013e-23,1.2725044500100047e-18
9.223646329191435e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855183580941669,0.0,0.17647058499116408,2.8910162822828527e-35,7.662307694129026e-15,2.3379310288208106e-13,4.267345672245681e-15,0.0,2.0085684396649003e-09,0.0,0.0,1.8541233998999814e-14,0.0,0.11760546822529341,3.839778671520625e-17,0.0,5.038473858557068e-12,0.0,4.1355179669824286e-05,5.9882537870317554e-09,2.3658535811443145e-07,8.548227687105038e-11,2.1174320873614821e-07,2.437139351527394e-10,2.2513546750148723e-08,2.0097826431238528e-09,5.121992773263719e-13,1.3577414074209778e-12,7.268015257045985e-17,2.0915907761880967e-12,1.817004471705672e-18,1.8543947769515695e-23,1.2885622758538264e-18
9.281457524414907e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551835221845606,0.0,0.17647058496591514,2.9457058917423276e-35,7.827041157224817e-15,2.3821444810213147e-13,4.347995787706464e-15,0.0,2.033752202883996e-09,0.0,0.0,1.8773767981571056e-14,0.0,0.11760546234951502,3.912084872121267e-17,0.0,5.1121202672303894e-12,0.0,4.135957322621233e-05,5.988253659110098e-09,2.3806746850028536e-07,8.548327684562756e-11,2.1305804193436135e-07,2.4370825402390006e-10,2.2655748979001352e-08,2.034961129553476e-09,5.196214335552064e-13,1.3833817392056467e-12,7.411139961375523e-17,2.1074655917718066e-12,1.860442063233659e-18,1.8776908868554204e-23,1.3047201364967842e-18
9.33926871963838e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551834650026725,0.0,0.17647058494051002,3.001080387301873e-35,7.994173867105253e-15,2.426911630347896e-13,4.42965408907204e-15,0.0,2.0590918448936614e-09,0.0,0.0,1.9007743498147882e-14,0.0,0.11760545663125843,3.9852884173475986e-17,0.0,5.186321782830247e-12,0.0,4.1363809267451985e-05,5.988253534490493e-09,2.3954957155397546e-07,8.548427689660513e-11,2.1437271781316194e-07,2.437025738662261e-10,2.279794593102905e-08,2.0602952301866348e-09,5.270986090012225e-13,1.4093422805791317e-12,7.556134058513061e-17,2.1233425224624473e-12,1.904596215797503e-18,1.9011320156608215e-23,1.320978019974032e-18
9.397079914861853e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855183409339543,0.0,0.1764705849149487,3.057144019068411e-35,8.163723838872066e-15,2.472235916492662e-13,4.512326798929251e-15,0.0,2.084587347040945e-09,0.0,0.0,1.9243160410065762e-14,0.0,0.11760545106487746,4.0593947248995715e-17,0.0,5.261078450815411e-12,0.0,4.136789343973502e-05,5.988253413054474e-09,2.410316672786259e-07,8.54852770165119e-11,2.1568723639440628e-07,2.4369689465689114e-10,2.2940137606866376e-08,2.085784924399621e-09,5.346308019548887e-13,1.435625004355243e-12,7.703009682331509e-17,2.1392215016729897e-12,1.949473237566298e-18,1.9247181560791117e-23,1.3373359143224846e-18
9.454891110085325e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855183355140734,0.0,0.17647058488923117,3.113901036935024e-35,8.335709089062138e-15,2.518120779041211e-13,4.596020139134787e-15,0.0,2.110238690675658e-09,0.0,0.0,1.9480018578675827e-14,0.0,0.11760544564492828,4.134409210369292e-17,0.0,5.336390314339623e-12,0.0,4.13718311868622e-05,5.988253294687821e-09,2.425137556772339e-07,8.548627719814558e-11,2.1700159769983288e-07,2.4369121637388635e-10,2.308232400713483e-08,2.111430191571572e-09,5.422180105264756e-13,1.4622318830862192e-12,7.851778966327451e-17,2.155102465131336e-12,1.9950794388821145e-18,1.9484493008229677e-23,1.3537938075808232e-18
9.512702305308797e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551833023537604,0.0,0.17647058486335757,3.171355690580988e-35,8.510147635574134e-15,2.564569657472605e-13,4.680740330815289e-15,0.0,2.136045857150359e-09,0.0,0.0,1.9718317865344763e-14,0.0,0.11760544036616226,4.210337287241745e-17,0.0,5.41225741433178e-12,0.0,4.137562775749865e-05,5.988253179280458e-09,2.4399583675267326e-07,8.548727743456295e-11,2.1831580175106618e-07,2.436855389959916e-10,2.322450513244322e-08,2.1372310110844543e-09,5.498602326527571e-13,1.4891648890627686e-12,8.002454043621084e-17,2.170985350799797e-12,2.0414211321801935e-18,1.972325442606407e-23,1.3703516877894843e-18
9.57051350053227e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855183250928016,0.0,0.17647058483732775,3.2295122294718223e-35,8.687057497597712e-15,2.6115859911593645e-13,4.7664935943674495e-15,0.0,2.162008827820326e-09,0.0,0.0,1.9958058131454668e-14,0.0,0.11760543522351882,4.2871843668954965e-17,0.0,5.488679789573305e-12,0.0,4.137928821216936e-05,5.988253066726207e-09,2.4547791050769947e-07,8.548827771906927e-11,2.1962984856962073e-07,2.4367986250274726e-10,2.3366680983388203e-08,2.1631873623230574e-09,5.575574661034638e-13,1.5164259943141018e-12,8.155047046956196e-17,2.1868700987973804e-12,2.088504631911716e-18,1.996346574144791e-23,1.3870095429906321e-18
9.628324695755742e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551832008147093,0.0,0.17647058481114183,3.2883749028593154e-35,8.866456695545167e-15,2.65917321936744e-13,4.853286149458123e-15,0.0,2.1881275840435446e-09,0.0,0.0,2.0199239238402945e-14,0.0,0.11760543021211887,4.364955858603413e-17,0.0,5.56565747677286e-12,0.0,4.138281743000324e-05,5.988252956922673e-09,2.469599769449538e-07,8.548927804521087e-11,2.209437381769051e-07,2.436741868744263e-10,2.3508851560554673e-08,2.1892992246749693e-09,5.65309708487497e-13,1.5440171706079675e-12,8.309570108700115e-17,2.2027566513247858e-12,2.136336254469083e-18,2.020512688154802e-23,1.4037673612281672e-18
9.686135890979214e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551831519667964,0.0,0.17647058478479982,3.347947959781575e-35,9.048363250985494e-15,2.707334781256206e-13,4.94112421502442e-15,0.0,2.214402107180686e-09,0.0,0.0,2.0441861047602163e-14,0.0,0.11760542532725818,4.443657169533371e-17,0.0,5.643190510638428e-12,0.0,4.13862201152351e-05,5.988252849771215e-09,2.484420360669671e-07,8.549027840676626e-11,2.2225747059422547e-07,2.436685120920088e-10,2.3651016864516177e-08,2.2155665775305744e-09,5.731169572589133e-13,1.5719403894506889e-12,8.46603536084368e-17,2.2186449525920088e-12,2.1849223181136272e-18,2.044823777354431e-23,1.4206251305477277e-18
9.743947086202686e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855183104338924,0.0,0.17647058475830174,3.408235649063058e-35,9.232795186580727e-15,2.756074115878438e-13,5.030014009273812e-15,0.0,2.2408323785950907e-09,0.0,0.0,2.0685923420479994e-14,0.0,0.11760542056440111,4.5232937047489656e-17,0.0,5.7212789239468915e-12,0.0,4.13895008034745e-05,5.988252745176673e-09,2.4992408787616427e-07,8.549127879773705e-11,2.2357104584278922e-07,2.436628381371559e-10,2.379317689583534e-08,2.2419894002830366e-09,5.809792097226868e-13,1.6001976220871982e-12,8.624454935001191e-17,2.2345349487484687e-12,2.2342691429056657e-18,2.0692798344630113e-23,1.437582838996652e-18
9.801758281426158e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551830578873605,0.0,0.17647058473164753,3.4692422193146184e-35,9.419770526024486e-15,2.8053946621802956e-13,5.119961749684234e-15,0.0,2.267418379652751e-09,0.0,0.0,2.093142621847909e-14,0.0,0.11760541591917466,4.603870867210229e-17,0.0,5.799922747611207e-12,0.0,4.139266386775028e-05,5.988252643047261e-09,2.514061323748675e-07,8.549227921234034e-11,2.2488446394370863e-07,2.4365716499218573e-10,2.3935331655064277e-08,2.268567672328289e-09,5.888964630402581e-13,1.6287908395010737e-12,8.784840962410373e-17,2.2504265878155603e-12,2.2843830506368345e-18,2.0938808522011678e-23,1.4546404746239867e-18
9.85956947664963e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855183012569942,0.0,0.1764705847048373,3.5309719189335376e-35,9.60930729398268e-15,2.855299859001314e-13,5.210973653004182e-15,0.0,2.294160091722295e-09,0.0,0.0,2.117836930305696e-14,0.0,0.11760541138736251,4.6853940577743286e-17,0.0,5.879122010745232e-12,0.0,4.1395713524338287e-05,5.9882525432945686e-09,2.5288816956530054e-07,8.549327964500164e-11,2.2619772491800383e-07,2.4365149264004965e-10,2.4077481142744896e-08,2.2953013730650237e-09,5.968687142348784e-13,1.6577220124145733e-12,8.947205573932356e-17,2.266319819621556e-12,2.3352703647646155e-18,2.1186268232908033e-23,1.4717980254804972e-18
9.917380671873103e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551829683460184,0.0,0.17647058467787108,3.5934289961035667e-35,9.801423516036263e-15,2.9057931450743817e-13,5.3030559352528226e-15,0.0,2.321057496174968e-09,0.0,0.0,2.1426752535685904e-14,0.0,0.11760540696489953,4.7678686751962876e-17,0.0,5.958876740726301e-12,0.0,4.139865383838047e-05,5.9882524458333265e-09,2.5437019944959164e-07,8.549428009034643e-11,2.2751082878660643e-07,2.4364582106430985e-10,2.4219625359409368e-08,2.3221904818946786e-09,6.048959601967558e-13,1.6869931112886706e-12,9.111560900051616e-17,2.2822145957387585e-12,2.3869374103490047e-18,2.1435177404551577e-23,1.4890554796186247e-18
9.975191867096575e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855182925176396,0.0,0.17647058465074877,3.6566176987949657e-35,9.99613721862599e-15,2.9568779590257277e-13,5.3962148117200805e-15,0.0,2.348110574384623e-09,0.0,0.0,2.167657577785292e-14,0.0,0.11760540264786629,4.851300116129684e-17,0.0,6.039186963255631e-12,0.0,4.140148872930223e-05,5.988252350581247e-09,2.558522220297775e-07,8.549528054319334e-11,2.2882377557036222e-07,2.4364015024911696e-10,2.4361764305580375e-08,2.349234978221428e-09,6.12978197688011e-13,1.716606106323089e-12,9.277919070875947e-17,2.29811086942286e-12,2.439390513991244e-18,2.1685535964187447e-23,1.5064128250924926e-18
9.999999999999999e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551829069651563,0.0,0.17647058463906215,3.6839588423535404e-35,1.008049436661303e-14,2.9789818817019263e-13,5.43652312405641e-15,0.0,2.359767411943896e-09,0.0,0.0,2.178422228379105e-14,0.0,0.11760540082671195,4.887397229439219e-17,0.0,6.073820293334958e-12,0.0,4.1402673863824686e-05,5.988252310363979e-09,2.564881902629492e-07,8.549570986190948e-11,2.2938714351051722e-07,2.4363771699938483e-10,2.4422757828225906e-08,2.360888044828151e-09,6.16463335897807e-13,1.7294190599896831e-12,9.34992439806957e-17,2.3049327793505935e-12,2.4621419688613124e-18,2.17934150794326e-23,1.513891894294329e-18
1.0033003062320047e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855182883023282,0.0,0.17647058462347054,3.7205422747645394e-35,1.0193466428999074e-14,3.0085577393749067e-13,5.490456496966753e-15,0.0,2.3753193077277006e-09,0.0,0.0,2.1927838891059567e-14,0.0,0.11760539843248387,4.9356937751273626e-17,0.0,6.120052702416609e-12,0.0,4.14042219760357e-05,5.988252257459093e-09,2.5733423730780596e-07,8.549628099854753e-11,2.3013656529003449e-07,2.4363448017918905e-10,2.4503897981771523e-08,2.3764348414521762e-09,6.211154233474479e-13,1.7465629674563389e-12,9.44629221613643e-17,2.3140085955543927e-12,2.4926360037745553e-18,2.1937343839073157e-23,1.5238700499579272e-18
1.009081425754352e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551828418502456,0.0,0.17647058459603632,3.785206971555681e-35,1.0393429175157744e-14,3.060835924534784e-13,5.585787204824598e-15,0.0,2.4026836775832166e-09,0.0,0.0,2.2180541736821935e-14,0.0,0.11760539431510877,5.021055044642142e-17,0.0,6.2014739807310786e-12,0.0,4.1406857222055685e-05,5.988252166390466e-09,2.5881624528554e-07,8.549728145159382e-11,2.3144919796630678e-07,2.4362881083979195e-10,2.4646026388487614e-08,2.4037900509965413e-09,6.293076336951516e-13,1.7768656643657503e-12,9.616692465187391e-17,2.329907730582231e-12,2.5466802092068125e-18,2.21906009564796e-23,1.5414271422724094e-18
1.0148625452766992e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855182801622157,0.0,0.17647058456844614,3.850616036498404e-35,1.0596043485809551e-14,3.113715952811523e-13,5.682213148396443e-15,0.0,2.4302036653327485e-09,0.0,0.0,2.2434684176670544e-14,0.0,0.11760539029222815,5.107389315027518e-17,0.0,6.283450819213639e-12,0.0,4.140939798023525e-05,5.9882520773015805e-09,2.6029824596476e-07,8.549828189768982e-11,2.3276167361978566e-07,2.4362314221671863e-10,2.4788149526225007e-08,2.4313005862668516e-09,6.375548251369115e-13,1.8075161664675088e-12,9.789131947006366e-17,2.3458082324690434e-12,2.601529461165088e-18,2.2445307243690254e-23,1.5590840900950723e-18
1.0206436647990464e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855182762305146,0.0,0.17647058454070003,3.916773716709383e-35,1.0801327390319431e-14,3.167201262404566e-13,5.779740540056278e-15,0.0,2.4578792523604215e-09,0.0,0.0,2.2690266072150236e-14,0.0,0.117605386360455,5.194701974538376e-17,0.0,6.3659832374240825e-12,0.0,4.141184763752719e-05,5.988251990121424e-09,2.617802393471671e-07,8.549928233236033e-11,2.340739922710033e-07,2.4361747429627077e-10,2.493026739547188e-08,2.458966426678132e-09,6.458569939684844e-13,1.838516442916691e-12,9.963622790194082e-17,2.361710060638657e-12,2.6571900918420172e-18,2.270146262800048e-23,1.5768408814867422e-18
1.0264247843213936e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551827238665567,0.0,0.176470584512798,3.9836842590919943e-35,1.1009298918663406e-14,3.2212952914066267e-13,5.87837559144936e-15,0.0,2.4857104200528977e-09,0.0,0.0,2.2947287284820128e-14,0.0,0.11760538251652383,5.2829984093316854e-17,0.0,6.449071253517994e-12,0.0,4.14142094594777e-05,5.988251904781553e-09,2.632622254343861e-07,8.550028275129132e-11,2.3538615394042035e-07,2.4361180706524047e-10,2.507237999670855e-08,2.4867875516481014e-09,6.542141363796968e-13,1.869868462607298e-12,1.0140177122974392e-16,2.377613175925239e-12,2.7136684346939193e-18,2.295906703671904e-23,1.5946975045098794e-18
1.0322059038437408e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855182686274905,0.0,0.17647058448474004,4.0513519103363506e-35,1.1219976101383952e-14,3.27600147780367e-13,5.978124513492311e-15,0.0,2.513697149799363e-09,0.0,0.0,2.3205747676253543e-14,0.0,0.11760537875728612,5.372284003467214e-17,0.0,6.5327148842955915e-12,0.0,4.1416486594578214e-05,5.988251821215799e-09,2.6474420422796757e-07,8.550128315032356e-11,2.366981586484281e-07,2.4360614051089277e-10,2.521448733040775e-08,2.5147639405971577e-09,6.626262484583979e-13,1.9015741941722896e-12,1.0318807073194279e-16,2.393517540524253e-12,2.7709708243906243e-18,2.3218120397167292e-23,1.61265394722857e-18
1.037987023366088e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551826494998356,0.0,0.17647058445652622,4.1197809169193354e-35,1.143337696954685e-14,3.331323259474909e-13,6.078993516373212e-15,0.0,2.541839422991512e-09,0.0,0.0,2.346564710803788e-14,0.0,0.11760537507970623,5.462564138908226e-17,0.0,6.616914145248877e-12,0.0,4.141868207846131e-05,5.988251739360516e-09,2.662261757293917e-07,8.550228352544782e-11,2.3801000641535104e-07,2.4360047462094817e-10,2.5356589397034896e-08,2.5428955729483714e-09,6.710933261942646e-13,1.9336356059836227e-12,1.0499524768323788e-16,2.409423117945121e-12,2.8291035967669457e-18,2.3478622636677886e-23,1.6307101977085816e-18
1.0437681428884353e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855182613512076,0.0,0.17647058442815655,4.188975525104654e-35,1.1649519554699599e-14,3.3872640741927766e-13,6.180988809551704e-15,0.0,2.5701372210235396e-09,0.0,0.0,2.372698544177462e-14,0.0,0.11760537148085733,5.553844195522191e-17,0.0,6.701669050607131e-12,0.0,4.142079883794613e-05,5.988251659154403e-09,2.677081399400696e-07,8.550328387279889e-11,2.3932169726144923e-07,2.4359480938356713e-10,2.5498686197048336e-08,2.5711824281274836e-09,6.796153654824664e-13,1.9660546661522806e-12,1.0682342335456026e-16,2.425329872965531e-12,2.8880730887757494e-18,2.3740573682596772e-23,1.6488662440172996e-18
1.0495492624107825e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855182578283413,0.0,0.17647058439963106,4.2589399809428547e-35,1.1868421888831251e-14,3.4438273596229255e-13,6.2841166017590934e-15,0.0,2.5985905252921333e-09,0.0,0.0,2.3989762539079196e-14,0.0,0.11760536795791754,5.646129551081476e-17,0.0,6.786979613380845e-12,0.0,4.142283969493888e-05,5.988251580538117e-09,2.6919009686134645e-07,8.550428418865081e-11,2.406332312069206e-07,2.435891447873333e-10,2.5640777730899628e-08,2.5996244855628904e-09,6.881923621271939e-13,1.9988333425283108e-12,1.0867271901307105e-16,2.441237771587332e-12,2.9478856384425683e-18,2.4003973462282737e-23,1.6671220742237055e-18
1.0553303819331297e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551825437866346,0.0,0.1764705843709497,4.3296785302713755e-35,1.2090102004333632e-14,3.5010165533242097e-13,6.388383100998438e-15,0.0,2.627199317196454e-09,0.0,0.0,2.4253978261580982e-14,0.0,0.11760536450816611,5.739425581264058e-17,0.0,6.8728458454041144e-12,0.0,4.1424807370193455e-05,5.988251503454598e-09,2.7067204649450396e-07,8.55052844694118e-11,2.419446082719026e-07,2.4358348082123933e-10,2.5782863999033763e-08,2.6282217246856403e-09,6.96824311845058e-13,2.031973602700858e-12,1.1054325592216118e-16,2.457146780993964e-12,3.0085475848217074e-18,2.4268821903105145e-23,1.6854776763984572e-18
1.061111501455477e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855182509995509,0.0,0.17647058434211257,4.4011954187145836e-35,1.2314577933963948e-14,3.558835092748675e-13,6.4937945145446515e-15,0.0,2.6559635781381345e-09,0.0,0.0,2.451963247092318e-14,0.0,0.11760536112897976,5.833737659654229e-17,0.0,6.959267757375556e-12,0.0,4.1426704486937305e-05,5.98825142784896e-09,2.7215398884076196e-07,8.550628471161914e-11,2.4325582847647517e-07,2.435778174746714e-10,2.5924945001889414e-08,2.6569741249294236e-09,7.055112102683616e-13,2.0654774139981997e-12,1.1243515534145124e-16,2.4730568695093683e-12,3.070065267953803e-18,2.4535118932446547e-23,1.7039330386138166e-18
1.0668926209778242e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855182476884747,0.0,0.17647058431311963,4.4734948916838043e-35,1.2541867710808668e-14,3.617286415241541e-13,6.6003570489446015e-15,0.0,2.684883289521262e-09,0.0,0.0,2.4786725028762784e-14,0.0,0.11760535781782931,5.929071157743276e-17,0.0,7.04624535889781e-12,0.0,4.142853357436726e-05,5.988251353667984e-09,2.7363592390128127e-07,8.550728491193503e-11,2.4456689184066164e-07,2.4357215473739554e-10,2.606702073989914e-08,2.6858816657305722e-09,7.142530529482512e-13,2.0993467434877788e-12,1.143485385267908e-16,2.488968006558332e-12,3.132445028824775e-18,2.4802864477702706e-23,1.72248814894361e-18
1.0726737405001714e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285518244442996,0.0,0.17647058428397094,4.546581194377363e-35,1.2771989368248652e-14,3.6763739580412003e-13,6.708076910017201e-15,0.0,2.713958432752376e-09,0.0,0.0,2.5055255796770525e-14,0.0,0.11760535457227625,6.02543144493021e-17,0.0,7.133778658515663e-12,0.0,4.143029707102017e-05,5.988251280860488e-09,2.7511785167716576e-07,8.550828506714185e-11,2.4587779838443166e-07,2.4356649259954375e-10,2.6209091213489647e-08,2.7149443265280465e-09,7.230498353577519e-13,2.1335835579762392e-12,1.162835267302586e-16,2.5048801626281995e-12,3.1956932093261442e-18,2.5072058466279122e-23,1.7411429954633304e-18
1.0784548600225186e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855182412607638,0.0,0.17647058425466647,4.620458571780627e-35,1.3004960939925533e-14,3.7361011582791903e-13,6.816960302853516e-15,0.0,2.7431889892404507e-09,0.0,0.0,2.5325224636630793e-14,0.0,0.11760535138996944,6.122823888522441e-17,0.0,7.221867663752846e-12,0.0,4.143199732802256e-05,5.988251209377358e-09,2.765997721694638e-07,8.550928517413768e-11,2.4718854812770245e-07,2.435608310516012e-10,2.6351156423081948e-08,2.74416208676343e-09,7.319015528946893e-13,2.16818982400946e-12,1.1824024120016192e-16,2.52079330923193e-12,3.2598161522166455e-18,2.5342700825594283e-23,1.7598975662500748e-18
1.0842359795448658e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855182381395114,0.0,0.1764705842252063,4.69513126866603e-35,1.324080045970924e-14,3.7964714529801987e-13,6.927013431816847e-15,0.0,2.7725749403968955e-09,0.0,0.0,2.5596631410041625e-14,0.0,0.11760534826864202,6.221253853736497e-17,0.0,7.310512381147552e-12,0.0,4.143363661222394e-05,5.988251139170868e-09,2.780816853791712e-07,8.551028522993269e-11,2.484991410903411e-07,2.435551700843931e-10,2.6493216369091586e-08,2.7735349258809275e-09,7.408082008845041e-13,2.2031675078725864e-12,1.2021880318103615e-16,2.5367074188724295e-12,3.32482020108513e-18,2.561479148308063e-23,1.778751849382468e-18
1.090017099067213e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285518235077053,0.0,0.1764705841955904,4.7706035295931223e-35,1.3479525961666658e-14,3.857488279062041e-13,7.038242500542837e-15,0.0,2.8021162676355377e-09,0.0,0.0,2.586947597871459e-14,0.0,0.1176053452061084,6.320726703698707e-17,0.0,7.399712816286725e-12,0.0,4.143521710921778e-05,5.988251070195079e-09,2.795635913072322e-07,8.551128523164455e-11,2.4980957729216547e-07,2.4354950968907303e-10,2.6635271051928854e-08,2.8030628233273532e-09,7.497697745829616e-13,2.2385185755900694e-12,1.2221933391364502e-16,2.5526224650081266e-12,3.3907117003146787e-18,2.5888330366179245e-23,1.7977058329407885e-18
1.0957982185895603e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551823207128146,0.0,0.17647058416581882,4.846879598908595e-35,1.372115548003138e-14,3.9191550733356545e-13,7.15065371193957e-15,0.0,2.8318129523726196e-09,0.0,0.0,2.614375820437479e-14,0.0,0.11760534220026134,6.421247799445917e-17,0.0,7.489468973839152e-12,0.0,4.143674092625403e-05,5.98825100240607e-09,2.810454899545419e-07,8.551228517649473e-11,2.511198567529468e-07,2.4354384985711076e-10,2.677732047199894e-08,2.8327457585521327e-09,7.587862691787618e-13,2.274244992925695e-12,1.2424195463497988e-16,2.5685384220197464e-12,3.4574969950479147e-18,2.616331740234382e-23,1.8167595050069275e-18
1.1015793381119075e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551822912016483,0.0,0.1764705841358916,4.923963720746329e-35,1.3965707049174518e-14,3.9814752725050834e-13,7.264253268187649e-15,0.0,2.86166497602679e-09,0.0,0.0,2.64194779487608e-14,0.0,0.1176053392490691,6.522822499926169e-17,0.0,7.579780857587391e-12,0.0,4.1438210095047525e-05,5.9882509357610455e-09,2.825273813219478e-07,8.551328506180513e-11,2.524299794924107e-07,2.4353819058028077e-10,2.691936462970214e-08,2.862583711007287e-09,7.678576797960519e-13,2.31034872538262e-12,1.2628678657825943e-16,2.584455265178245e-12,3.5251824311534645e-18,2.6439752519043108e-23,1.835912853664264e-18
1.1073604576342547e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551822622174455,0.0,0.17647058410580865,5.001860139027421e-35,1.4213198703576508e-14,4.0444523131674736e-13,7.379047370740315e-15,0.0,2.8916723200190944e-09,0.0,0.0,2.669663507362459e-14,0.0,0.11760533635057281,6.625456161999408e-17,0.0,7.670648470458623e-12,0.0,4.14396265744855e-05,5.988250870218734e-09,2.840092654102513e-07,8.551428488499408e-11,2.53739945530239e-07,2.435325318506521e-10,2.706140352543402e-08,2.8925766601474366e-09,7.769840014968461e-13,2.3468317382034054e-12,1.2835395097292987e-16,2.6003729706138383e-12,3.593774355193522e-18,2.671763564375342e-23,1.855165866997818e-18
