Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OHX(46),OX(20),HX(19),CH3OX(45),CH2OH(57),CH3OX(44),CH3O(58),HO2(52),CH2OX(40)
5.793871505028376e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855193924295607,0.0,0.17647058621027992,0.0,0.0,5.800167291767693e-14,5.66796999703303e-20,0.0,7.941204443513938e-10,0.0,0.0,7.330480139777018e-15,0.0,0.11760650256546265,3.858629627927068e-18,0.0,0.0,0.0,4.040878772814326e-05,5.988276183141049e-09,1.4864539400167524e-07,8.542362266173635e-11,1.3345542968159415e-07,2.440543350370897e-10,1.406761088136242e-08,7.955824951787322e-10,1.7020475959803452e-13
5.818433747263835e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855193753480332,0.0,0.17647058620353556,0.0,0.0,5.874220030040415e-14,5.751143107749334e-20,0.0,8.008577343957487e-10,0.0,0.0,7.392659378028903e-15,0.0,0.11760648548392746,3.907791040515479e-18,0.0,0.0,0.0,4.042523933614288e-05,5.988275824675744e-09,1.4927531418574386e-07,8.542403154822264e-11,1.3401806789960535e-07,2.440518537125531e-10,1.412816288101454e-08,8.023270219883465e-10,1.7196908331050918e-13
5.842995989499294e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855193585196961,0.0,0.17647058619676284,0.0,0.0,5.94890022237608e-14,5.835203354864109e-20,0.0,8.07623365821315e-10,0.0,0.0,7.455100350317964e-15,0.0,0.11760646865558272,3.9573669748860486e-18,0.0,0.0,0.0,4.044143775504231e-05,5.9882754715216585e-09,1.4990523301010226e-07,8.542444074632296e-11,1.3458067738817746e-07,2.4404937347181934e-10,1.4188713910582153e-08,8.090998999306403e-10,1.7374320591564738e-13
5.867558231734753e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551934194065304,0.0,0.1764705861899618,0.0,0.0,6.024210512976787e-14,5.92015677170216e-20,0.0,8.144173371780506e-10,0.0,0.0,7.517803045935566e-15,0.0,0.11760645207653192,4.007359149942727e-18,0.0,0.0,0.0,4.045738688132991e-05,5.988275123597048e-09,1.5053515047717104e-07,8.542485025087231e-11,1.3514325815097877e-07,2.440468942991202e-10,1.4249263970338048e-08,8.159011275585098e-10,1.7552713053448256e-13
5.892120473970211e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855193256070673,0.0,0.1764705861831324,0.0,0.0,6.100153546011462e-14,6.00600941058518e-20,0.0,8.212396470161562e-10,0.0,0.0,7.580767454174482e-15,0.0,0.11760643574293855,4.057769284324828e-18,0.0,0.0,0.0,4.047309055152853e-05,5.988274780821422e-09,1.5116506658933293e-07,8.542526005678517e-11,1.357058101916432e-07,2.440444161789303e-10,1.4309813060551147e-08,8.227307034250346e-10,1.7732086023035444e-13
5.91668271620567e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551930951516147,0.0,0.17647058617627467,0.0,0.0,6.176731965615859e-14,6.092767342828829e-20,0.0,8.280902938860705e-10,0.0,0.0,7.643993564328901e-15,0.0,0.11760641965102513,4.108599096407066e-18,0.0,0.0,0.0,4.048855254311827e-05,5.988274443115534e-09,1.5179498134893345e-07,8.542567015905431e-11,1.3626833351377062e-07,2.440419390959629e-10,1.4370361181486528e-08,8.295886260834768e-10,1.7912439800982658e-13
5.941244958441129e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551929366121637,0.0,0.17647058616938854,0.0,0.0,6.253948415892571e-14,6.180436658739818e-20,0.0,8.349692763384693e-10,0.0,0.0,7.70748136569439e-15,0.0,0.11760640379707234,4.159850304299602e-18,0.0,0.0,0.0,4.0503776575445234e-05,5.98827411040136e-09,1.5242489475828166e-07,8.542608055274977e-11,1.3683082812092785e-07,2.4403946303516735e-10,1.4430908333405501e-08,8.364748940872783e-10,1.809377468235892e-13
5.965807200676587e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855192780415697,0.0,0.1764705861624741,0.0,0.0,6.331805540911014e-14,6.269023467612973e-20,0.0,8.418765929242617e-10,0.0,0.0,7.771230847567904e-15,0.0,0.117606388177418,4.211524625848081e-18,0.0,0.0,0.0,4.05187663106161e-05,5.988273782602068e-09,1.5305480681965033e-07,8.542649123301719e-11,1.373932940166487e-07,2.4403698798172444e-10,1.4491454516565673e-08,8.433895059900598e-10,1.8276090956734813e-13
5.990369442912046e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855192626526157,0.0,0.17647058615553132,0.0,0.0,6.410305984707448e-14,6.358533897728331e-20,0.0,8.488122421945885e-10,0.0,0.0,7.83524199924775e-15,0.0,0.11760637278845644,4.263623778633673e-18,0.0,0.0,0.0,4.053352535437907e-05,5.988273459642012e-09,1.5368471753527683e-07,8.542690219507693e-11,1.3795573120443447e-07,2.4403451392104333e-10,1.4551999731220983e-08,8.503324603456193e-10,1.8459388908269905e-13
6.014931685147505e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551924749080426,0.0,0.1764705861485602,0.0,0.0,6.489452391284968e-14,6.448974096348192e-20,0.0,8.55776222700819e-10,0.0,0.0,7.899514810033574e-15,0.0,0.1176063576266373,4.316149479973118e-18,0.0,0.0,0.0,4.0548057256991193e-05,5.988273141446714e-09,1.5431462690736354e-07,8.542731343422323e-11,1.3851813968775496e-07,2.4403204083875786e-10,1.4612543977621785e-08,8.5730375570793e-10,1.8643668815798837e-13
6.039493927382964e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855192325526396,0.0,0.1764705861415607,0.0,0.0,6.569247404613515e-14,6.540350229714226e-20,0.0,8.627685329945492e-10,0.0,0.0,7.964049269226364e-15,0.0,0.11760634268846508,4.3691034469187614e-18,0.0,0.0,0.0,4.056236551407236e-05,5.988272827942837e-09,1.5494453493807845e-07,8.542772494582253e-11,1.3908051947004842e-07,2.4402956872072324e-10,1.4673087256014876e-08,8.643033906311393e-10,1.8828930952915996e-13
6.064056169618422e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855192178346801,0.0,0.17647058613453287,0.0,0.0,6.649693668629863e-14,6.632668483044525e-20,0.0,8.697891716275986e-10,0.0,0.0,8.028845366128415e-15,0.0,0.11760632797049786,4.4224873962585996e-18,0.0,0.0,0.0,4.0576453567446106e-05,5.988272519058176e-09,1.5557444162955546e-07,8.542813672531268e-11,1.3964287055472215e-07,2.4402709755301254e-10,1.4733629566643577e-08,8.713313636695663e-10,1.9015175588058859e-13
6.088618411853881e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855192033335367,0.0,0.1764705861274767,0.0,0.0,6.73079382723764e-14,6.725935060530701e-20,0.0,8.768381371520092e-10,0.0,0.0,8.093903090043324e-15,0.0,0.11760631346934682,4.476303044516322e-18,0.0,0.0,0.0,4.0590324805967586e-05,5.988272214721636e-09,1.5620434698389542e-07,8.542854876820164e-11,1.402051929451532e-07,2.4402462732191333e-10,1.4794170909747772e-08,8.78387673377701e-10,1.9202402984590042e-13
6.11318065408934e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551918904587276,0.0,0.1764705861203922,0.0,0.0,6.81255052430731e-14,6.820156185334955e-20,0.0,8.839154281200411e-10,0.0,0.0,8.159222430275973e-15,0.0,0.11760629918167527,4.530552107951345e-18,0.0,0.0,0.0,4.0603982566338694e-05,5.9882719148632166e-09,1.5683425100316602e-07,8.542896107006667e-11,1.4076748664468863e-07,2.440221580139242e-10,1.4854711285563962e-08,8.854723183102029e-10,1.9390613400878001e-13
6.137742896324799e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855191749684029,0.0,0.17647058611327937,0.0,0.0,6.894966403676189e-14,6.915338099587157e-20,0.0,8.910210430841725e-10,0.0,0.0,8.224803376132526e-15,0.0,0.11760628510419782,4.585236302558854e-18,0.0,0.0,0.0,4.0617430133910675e-05,5.988271619413991e-09,1.5746415368940275e-07,8.542937362655301e-11,1.41329751656646e-07,2.4401968961575203e-10,1.4915250694325313e-08,8.925852970218993e-10,1.9579807090376458e-13
6.162305138560257e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855191610978925,0.0,0.1764705861061382,0.0,0.0,6.978044109148432e-14,7.011487064381932e-20,0.0,8.981549805970956e-10,0.0,0.0,8.2906459169204e-15,0.0,0.11760627123367969,4.64035734406985e-18,0.0,0.0,0.0,4.0630670743474416e-05,5.9882713283061e-09,1.5809405504460926e-07,8.542978643337306e-11,1.418919879843139e-07,2.440172221143082e-10,1.497578913626172e-08,8.997266080677833e-10,1.97699843017026e-13
6.186867380795716e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551914743115636,0.0,0.17647058609896868,0.0,0.0,7.061786284495052e-14,7.108609359775726e-20,0.0,9.053172392117152e-10,0.0,0.0,8.356750041948264e-15,0.0,0.11760625756693589,4.695916947951187e-18,0.0,0.0,0.0,4.064370758003857e-05,5.988271041472723e-09,1.587239550707576e-07,8.543019948630505e-11,1.4245419563095236e-07,2.440147554967059e-10,1.5036326611599843e-08,9.06896250003013e-10,1.996114527871397e-13
6.211429623031175e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551913396505846,0.0,0.17647058609177088,0.0,0.0,7.146195573453902e-14,7.206711284783908e-20,0.0,9.125078174811471e-10,0.0,0.0,8.423115740526014e-15,0.0,0.11760624410083041,4.751916829405603e-18,0.0,0.0,0.0,4.0656543779595644e-05,5.98827075884807e-09,1.5935385376978922e-07,8.543061278119229e-11,1.4301637459979316e-07,2.440122897502565e-10,1.509686312056317e-08,9.140942213829097e-10,2.0153290260584224e-13
6.235991865266633e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855191206965112,0.0,0.17647058608454472,0.0,0.0,7.231274619729686e-14,7.305799157377829e-20,0.0,9.197267139587145e-10,0.0,0.0,8.489743001964776e-15,0.0,0.11760623083227553,4.8083587033717726e-18,0.0,0.0,0.0,4.0669182429876354e-05,5.9882704803673634e-09,1.59983751143615e-07,8.543102631394207e-11,1.4357852489404048e-07,2.4400982486246697e-10,1.515739866337207e-08,9.213205207629571e-10,2.034641948187757e-13
