Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OHX(46),OX(20),HX(19),CH3OX(45),CH2OH(57),CH3OX(44),CH3O(58),HO2(52),CH2OX(40),HO2X(136),H2X(36),HOX(23),H2OX(35)
2.0139529533545437e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855594254238563,0.0,0.17647058700543036,0.0,3.9090144121717125e-25,2.439834121979724e-21,8.18100558249816e-28,0.0,6.762860980482125e-15,0.0,0.0,8.888763748769517e-20,0.0,0.1176465353624888,1.0087312064067636e-25,0.0,1.3863527670811325e-19,0.0,5.241204573313514e-07,5.989116049226611e-09,5.170493978586168e-10,8.501584989230876e-11,3.821681465387909e-10,4.511229873416316e-11,4.750867144893792e-12,1.1255959235085478e-14,9.142746595480118e-21,1.866962598226566e-20,1.0793171758003993e-26,3.398147852301014e-17,4.639935562771039e-31
2.0505089075909093e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555941596166223,0.0,0.17647058700543006,0.0,4.201666673281679e-25,2.575118514033724e-21,8.699490845375262e-28,0.0,7.052513058778388e-15,0.0,0.0,9.214376106011963e-20,0.0,0.11764652590106522,1.0726090576673834e-25,0.0,1.463366396109486e-19,0.0,5.335724957212014e-07,5.989115850691552e-09,5.264344972330357e-10,8.50497647395409e-11,3.906140458984842e-10,4.58492049309613e-11,4.91903927404313e-12,1.1627166737487747e-14,9.721164958914641e-21,1.958698510219075e-20,1.1596288340624982e-26,3.5225598194694214e-17,5.078429426380294e-31
2.087064861827275e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855594065016555,0.0,0.17647058700542978,0.0,4.510425377520973e-25,2.7153135217218753e-21,9.239991356030233e-28,0.0,7.348497908404058e-15,0.0,0.0,9.545845485549525e-20,0.0,0.11764651644182317,1.13919487857292e-25,0.0,1.5431738258310236e-19,0.0,5.430223525993097e-07,5.989115652202423e-09,5.358195950787618e-10,8.508047223963645e-11,3.9906314497409463e-10,4.658339115422661e-11,5.089931169035103e-12,1.2004706999105167e-14,1.0324058963987028e-20,2.053436202565485e-20,1.2443332894084856e-26,3.649195553518071e-17,5.549414157946657e-31
2.1236208160636405e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855593970438355,0.0,0.1764705870054295,0.0,4.835869514186642e-25,2.8605066880058514e-21,9.80298551524595e-28,0.0,7.650817821209709e-15,0.0,0.0,9.883171883050505e-20,0.0,0.11764650698476213,1.208547243039016e-25,0.0,1.6258245449056936e-19,0.0,5.524700284691648e-07,5.989115453759164e-09,5.452046913950634e-10,8.510827565981455e-11,4.0751514049648033e-10,4.731486744200159e-11,5.263532790725893e-12,1.2388582311808201e-14,1.095195518954866e-20,2.151226461404327e-20,1.3335871725434568e-26,3.778054556666767e-17,6.054658867593619e-31
2.160176770300006e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855593875882013,0.0,0.17647058700542922,0.0,5.178588237307851e-25,3.0107855557681123e-21,1.0388951983779459e-27,0.0,7.959474872608787e-15,0.0,0.0,1.0226355294182751e-19,0.0,0.11764649752988157,1.280724745069788e-25,0.0,1.7113680308997499e-19,0.0,5.61915523834139e-07,5.989115255361746e-09,5.545897861812103e-10,8.513344959224124e-11,4.1596975787176414e-10,4.804364379528582e-11,5.4398341370210715e-12,1.2778794751030056e-14,1.1605380272313126e-20,2.252120090363562e-20,1.427549809147093e-26,3.9091363312465625e-17,6.595995501352541e-31
2.1967327245363718e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855593781347522,0.0,0.1764705870054289,0.0,5.539180863362076e-25,3.1662376678119003e-21,1.0998369666978872e-27,0.0,8.274470942039206e-15,0.0,0.0,1.0575395714613656e-19,0.0,0.11764648807718103,1.3557859968523366e-25,0.0,1.7998537502882296e-19,0.0,5.713588391974886e-07,5.989115057010173e-09,5.639748794364735e-10,8.515624266533917e-11,4.244267484700031e-10,4.876973017817263e-11,5.61882524273888e-12,1.317534619622829e-14,1.2284860889523799e-20,2.3561679089085685e-20,1.5263832173930278e-26,4.0424403796997283e-17,7.175319924721164e-31
2.2332886787727374e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855593686834873,0.0,0.1764705870054286,0.0,5.918256868991765e-25,3.326950566861234e-21,1.163171770085445e-27,0.0,8.595807731490417e-15,0.0,0.0,1.093029314001016e-19,0.0,0.11764647862666,1.4337896270313888e-25,0.0,1.8913311584574322e-19,0.0,5.807999750623538e-07,5.989114858704444e-09,5.733599711601264e-10,8.517687999874874e-11,4.328858871702098e-10,4.949313651798534e-11,5.800496179474011e-12,1.3578238349411873e-14,1.2990923743262738e-20,2.4634207508462958e-20,1.6302521054705056e-26,4.177966204579728e-17,7.794593005640824e-31
2.269844633009103e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555935923440606,0.0,0.17647058700542828,0.0,6.316435888721562e-25,3.4930117955609095e-21,1.2289475439466344e-27,0.0,8.923486782278759e-15,0.0,0.0,1.1291047566038757e-19,0.0,0.11764646917831795,1.5147942791470428e-25,0.0,1.985849699707398e-19,0.0,5.90238931931758e-07,5.989114660444536e-09,5.827450613514445e-10,8.51955654261809e-11,4.4134697013748256e-10,5.021387270541287e-11,5.984837055461897e-12,1.3987472751916553e-14,1.3724095546245698e-20,2.5739294629708237e-20,1.7393238691083085e-26,4.3157133085511934e-17,8.455841696892569e-31
2.3064005872454686e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555934978750785,0.0,0.17647058700542798,0.0,6.734347712676002e-25,3.6645088964765e-21,1.2972122443504683e-27,0.0,9.257509490236709e-15,0.0,0.0,1.16576589883655e-19,0.0,0.1176464597321544,1.5988586102201953e-25,0.0,2.0834588072543882e-19,0.0,5.996757103086093e-07,5.9891144622304245e-09,5.921301500097054e-10,8.521248350809308e-11,4.4980981281031486e-10,5.0931948594645006e-11,6.171838015443495e-12,1.4403050799594084e-14,1.4484903008962812e-20,2.687744903836964e-20,1.853768589100962e-26,4.4556811943899023e-17,9.161160117912412e-31
2.342956541481834e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855593403427918,0.0,0.17647058700542767,0.0,7.172632284297753e-25,3.841529412094344e-21,1.3680138469949198e-27,0.0,9.597877119465866e-15,0.0,0.0,1.2030127402655975e-19,0.0,0.11764645028816885,1.6860412894717023e-25,0.0,2.1842079032333556e-19,0.0,6.091103106956995e-07,5.989114264062096e-09,6.015152371341899e-10,8.522780135405055e-11,4.582742480782205e-10,5.164737400350702e-11,6.361489240530572e-12,1.4824973756565225e-14,1.5273872828037808e-20,2.804917942649799e-20,1.9737590288372206e-26,4.597869364982752e-17,9.912710636026022e-31
2.416068449954565e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855593214599039,0.0,0.17647058700542698,0.0,8.112930197218687e-25,4.212490856986036e-21,1.5174197546325694e-27,0.0,1.0297651610108903e-14,0.0,0.0,1.2792635189788295e-19,0.0,0.11764643140672969,1.8699964238158837e-25,0.0,2.395323693635376e-19,0.0,6.279729795111829e-07,5.989113867862724e-09,6.202854067789654e-10,8.525422687940144e-11,4.752073058548383e-10,5.307031247040262e-11,6.748703391518708e-12,1.5687858866835468e-14,1.693840619267441e-20,3.0495403384850065e-20,2.231081519259214e-26,4.8889045725339234e-17,1.1563505154168646e-30
2.481869167580023e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555930447276145,0.0,0.17647058700542634,0.0,9.03550083092915e-25,4.566124460271092e-21,1.6610429400461456e-27,0.0,1.0949158681963524e-14,0.0,0.0,1.3498923067231546e-19,0.0,0.11764641442087816,2.0468095762389932e-25,0.0,2.596562241496918e-19,0.0,6.449419377617654e-07,5.989113511439756e-09,6.3717855420659e-10,8.527391120484209e-11,4.904511303623295e-10,5.4341990200358384e-11,7.106162270917722e-12,1.6486165455580865e-14,1.8538084664945417e-20,3.281693984114099e-20,2.4834261217239195e-26,5.1584246484247745e-17,1.3230462395058423e-30
2.5476698852054807e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555928749267956,0.0,0.17647058700542573,0.0,1.0034495389842047e-24,4.939015384317814e-21,1.8136326138139053e-27,0.0,1.1621238135685615e-14,0.0,0.0,1.4224187531208435e-19,0.0,0.11764639744207549,2.2346390464675426e-25,0.0,2.808742458705005e-19,0.0,6.619038471396354e-07,5.989113155164934e-09,6.540716966537292e-10,8.529037085652777e-11,5.056981547774736e-10,5.560523141280741e-11,7.472056954120055e-12,1.7305044387678646e-14,2.0237198710025747e-20,3.525517754971283e-20,2.756548021114782e-26,5.4351307208923635e-17,1.5084074279626307e-30
2.6134706028309385e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855592705196548,0.0,0.17647058700542506,0.0,1.111401285129537e-24,5.331674174041695e-21,1.975469175173152e-27,0.0,1.2313893973912795e-14,0.0,0.0,1.4968428556424818e-19,0.0,0.11764638047031876,2.4338273047340424e-25,0.0,3.032152174794733e-19,0.0,6.788587105728811e-07,5.989112799038165e-09,6.709648341163056e-10,8.530413407860224e-11,5.209478508540197e-10,5.6860092067995474e-11,7.846331474904904e-12,1.8144499665873685e-14,2.203881834251953e-20,3.781308592828142e-20,3.0515514469063574e-26,5.719019894787842e-17,1.7139561766583156e-30
2.6792713204563964e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855592535536836,0.0,0.17647058700542437,0.0,1.2278258596233815e-24,5.744611373526499e-21,2.1468331746614194e-27,0.0,1.3027129544619276e-14,0.0,0.0,1.5731646117582027e-19,0.0,0.11764636350560506,2.6447168815158053e-25,0.0,3.2670791031715315e-19,0.0,6.95806530988374e-07,5.989112443059367e-09,6.878579665902835e-10,8.53156424129428e-11,5.361997770486158e-10,5.810662775500217e-11,8.228930238281511e-12,1.9004534638246143e-14,2.3946012815840387e-20,4.049363492455167e-20,3.3695685929816103e-26,6.010089276126948e-17,1.941294831465854e-30
2.7450720380818542e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555923659476257,0.0,0.17647058700542365,0.0,1.353154436617984e-24,6.178337526024269e-21,2.3280053060020307e-27,0.0,1.3760947649005007e-14,0.0,0.0,1.6513840189376905e-19,0.0,0.11764634654793145,2.8676503574839847e-25,0.0,3.5138108411578746e-19,0.0,7.12747311311769e-07,5.989112087228481e-09,7.047510940716698e-10,8.532526499501924e-11,5.51453564224843e-10,5.934489369420279e-11,8.619798018026579e-12,1.9885152106100608e-14,2.5961850531193348e-20,4.3299794929077213e-20,3.7117595713144046e-26,6.308335972089543e-17,2.1921080215107983e-30
2.810872755707312e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555921964288855,0.0,0.17647058700542295,0.0,1.4878288220222403e-24,6.633363173955364e-21,2.5192663993238823e-27,0.0,1.4515350631635053e-14,0.0,0.0,1.7315010746501867e-19,0.0,0.11764632959729503,3.10297035510536e-25,0.0,3.7726348700399784e-19,0.0,7.296810544675067e-07,5.989111731545446e-09,7.216442165565157e-10,8.533331049776343e-11,5.6670890370926e-10,6.057494473971381e-11,9.018879954238287e-12,2.0786354414105463e-14,2.8089398961615744e-20,4.623453670244902e-20,4.079312365729784e-26,6.613757091019165e-17,2.468164690426063e-30
2.87667347333277e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855592026980583,0.0,0.1764705870054222,0.0,1.6323014492022939e-24,7.110198858908482e-21,2.7208974154968274e-27,0.0,1.529034045573801e-14,0.0,0.0,1.8135157763644967e-19,0.0,0.11764631265369287,3.351019531625981e-25,0.0,4.0438385551144817e-19,0.0,7.466077633788121e-07,5.989111376010189e-09,7.385373340409196e-10,8.534003710890281e-11,5.81965537313995e-10,6.179683538182232e-11,9.426121550906387e-12,2.1708143525591304e-14,3.0331724588609336e-20,4.930083131446427e-20,4.473442785740156e-26,6.926349742422598e-17,2.771320125656809e-30
2.9424741909582277e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855591857602685,0.0,0.17647058700542143,0.0,1.7870353746838997e-24,7.609355121640722e-21,2.933179441451754e-27,0.0,1.6085918765404764e-14,0.0,0.0,1.8974281215489903e-19,0.0,0.11764629571712201,3.61214057327458e-25,0.0,4.327709145735102e-19,0.0,7.635274409676967e-07,5.989111020622635e-09,7.554304465210271e-10,8.534566077248589e-11,5.972232490951609e-10,6.301061974939876e-11,9.841468673498666e-12,2.2650521084749685e-14,3.269189284988615e-20,5.2501650093870325e-20,4.895394420458966e-26,7.246111036969393e-17,3.1035179857732398e-30
3.0082749085836856e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555916882951604,0.0,0.17647058700542062,0.0,1.952504273856522e-24,8.131342502077614e-21,3.1563936862729543e-27,0.0,1.6902086937513326e-14,0.0,0.0,1.9832381076716128e-19,0.0,0.11764627878757956,3.886676190422619e-25,0.0,4.624533775359279e-19,0.0,7.804400901549574e-07,5.989110665382717e-09,7.723235539930334e-10,8.535036206903433e-11,6.124818584726523e-10,6.421635161229419e-11,1.0264867546563417e-11,2.3613488468557986e-14,3.5172968095830966e-20,5.583996458640248e-20,5.346438592590623e-26,7.573038086491437e-17,3.466792325821204e-30
3.0740756262091434e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285559151905798,0.0,0.17647058700541984,0.0,2.1291924366791726e-24,8.676671539313209e-21,3.390821477916047e-27,0.0,1.773884612533204e-14,0.0,0.0,2.0709457321998867e-19,0.0,0.1176462618650626,4.174969113519208e-25,0.0,4.934599461594803e-19,0.0,7.97345713860178e-07,5.989110310290378e-09,7.892166564531828e-10,8.535429199301665e-11,6.277412144526303e-10,6.54140843837211e-11,1.0696264751347813e-11,2.4597046830382573e-14,3.777801355302381e-20,5.931874651953964e-20,5.827874312496508e-26,7.907128003982514e-17,3.863269620712838e-30
3.1398763438346013e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855591349891111,0.0,0.176470587005419,0.0,2.3175947633879747e-24,9.245852771610127e-21,3.636744260446585e-27,0.0,1.8596197295196153e-14,0.0,0.0,2.1605509926009182e-19,0.0,0.11764624494956823,4.477362089670995e-25,0.0,5.258193106246411e-19,0.0,8.142443150017299e-07,5.9891099553455515e-09,8.061097538977699e-10,8.535757681248452e-11,6.4300119076785e-10,6.66038711226189e-11,1.1135607223431998e-11,2.56011971366554e-14,4.051009129363919e-20,6.294096777285177e-20,6.341028232336752e-26,8.248377903597834e-17,4.295170786663975e-30
3.205677061460059e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555911807945217,0.0,0.17647058700541815,0.0,2.5182167602054655e-24,9.83939673639965e-21,3.8944435917306185e-27,0.0,1.9474141257171975e-14,0.0,0.0,2.252053886341403e-19,0.0,0.11764622804109347,4.794197879781905e-25,0.0,5.595601495362384e-19,0.0,8.311358964967715e-07,5.989109600548168e-09,8.230028463231415e-10,8.536032213202901e-11,6.582616818146751e-10,6.778576453600362e-11,1.1582842250378894e-11,2.6625940197538143e-14,4.3372262209946295e-20,6.670960035320102e-20,6.88725460028786e-26,8.59678490065362e-17,4.764813200673567e-30
3.271477779085517e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855591011768183,0.0,0.17647058700541726,0.0,2.7315745350516417e-24,1.0457813970281801e-20,4.1642011415105305e-27,0.0,2.0372678690596112e-14,0.0,0.0,2.3454544108876346e-19,0.0,0.11764621113963548,5.125819256170113e-25,0.0,5.947111299281114e-19,0.0,8.480204612612503e-07,5.989109245898163e-09,8.398959337256949e-10,8.536261627663687e-11,6.735225992691976e-10,6.895981698130183e-11,1.2037917469399597e-11,2.7671276692461466e-14,4.636758599315737e-20,7.062761637408039e-20,7.467935214836197e-26,8.952346111626628e-17,5.274612718044804e-30
3.337278496710975e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555908428120647,0.0,0.1764705870054164,0.0,2.958194793256724e-24,1.1101615009025444e-20,4.446298689800041e-27,0.0,2.129181016536882e-14,0.0,0.0,2.4407525637055054e-19,0.0,0.11764619424519131,5.472569000580361e-25,0.0,6.313009072677658e-19,0.0,8.648980122099019e-07,5.9891088913954736e-09,8.567890161018797e-10,8.536453311293986e-11,6.887838692659668e-10,7.012608046866937e-11,1.250078086503428e-11,2.873720719141835e-14,4.9499121115878227e-20,7.469798803838002e-20,8.084479379147123e-26,9.315058654153725e-17,5.827085687949216e-30
3.4030792143364327e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555906739261355,0.0,0.17647058700541549,0.0,3.198614833275673e-24,1.177131038756838e-20,4.741018125539743e-27,0.0,2.2231536159781705e-14,0.0,0.0,2.537948342260516e-19,0.0,0.11764617735775804,5.834789902519016e-25,0.0,6.693581254610267e-19,0.0,8.817685522562512e-07,5.9891085370400375e-09,8.736820934481973e-10,8.536613441123967e-11,7.040454300359485e-10,7.128460666329432e-11,1.2971380766848468e-11,2.9823732172791824e-14,5.2769924817499216e-20,7.892368762395139e-20,8.738323855509671e-26,9.684919647031439e-17,6.424850967037174e-30
3.4688799319618905e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855590505110365,0.0,0.17647058700541454,0.0,3.453382542404429e-24,1.2467410640017471e-20,5.048641445468653e-27,0.0,2.319185707547208e-14,0.0,0.0,2.637041744017779e-19,0.0,0.11764616047733276,6.212824757856691e-25,0.0,7.089114168566909e-19,0.0,8.986320843126127e-07,5.989108182831792e-09,8.905751657612015e-10,8.53674718267926e-11,7.193072299252257e-10,7.24354468876852e-11,1.3449665847144594e-11,3.0930852038309236e-14,5.618305309202408e-20,8.330768747149139e-20,9.430932819856514e-26,1.0061926210215505e-16,7.070631931096962e-30
3.5346806495873484e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555903363647256,0.0,0.17647058700541357,0.0,3.72305639249788e-24,1.3190426299648738e-20,5.36945075317855e-27,0.0,2.417277324994602e-14,0.0,0.0,2.738032766442027e-19,0.0,0.11764614360391255,6.607016367657288e-25,0.0,7.499894022511766e-19,0.0,9.154886112900914e-07,5.9891078287706705e-09,9.074682330374981e-10,8.536858855892956e-11,7.345692257358657e-10,7.357865212394348e-11,1.3935585118688723e-11,3.2058567125565423e-14,5.974156067796136e-20,8.785295997438932e-20,1.0163797816359209e-25,1.0446075464820435e-16,7.767258484763533e-30
3.6004813672128062e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855590167689185,0.0,0.17647058700541263,0.0,4.0082054356895714e-24,1.39408678989075e-20,5.703728258323459e-27,0.0,2.517428496703737e-14,0.0,0.0,2.8409214069976167e-19,0.0,0.11764612673749454,7.0177075371992345e-25,0.0,7.926206908931715e-19,0.0,9.323381360985829e-07,5.989107474856613e-09,9.243612952737453e-10,8.536952073668e-11,7.498313813402872e-10,7.471427301602141e-11,1.4429087932452356e-11,3.3206877718481643e-14,6.344850104996743e-20,9.25624775702402e-20,1.0938437712098542e-25,1.0837364533119063e-16,8.517669069277694e-30
3.6662820848382645e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555899990837136,0.0,0.17647058700541163,0.0,4.3094093001131396e-24,1.4719245969408514e-20,6.051756275959153e-27,0.0,2.6196392465637977e-14,0.0,0.0,2.9457076631485357e-19,0.0,0.11764610987807578,7.445241075157744e-25,0.0,8.368338804882789e-19,0.0,9.491806616467743e-07,5.989107121089557e-09,9.41254352466653e-10,8.537029857531178e-11,7.650936665247121e-10,7.584235987196465e-11,1.4930123975369202e-11,3.4375784056035854e-14,6.730692641195589e-20,9.743921273375429e-20,1.1756398651809901e-25,1.1235790538542107e-16,9.32491266829697e-30
3.732082802463723e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855589830548282,0.0,0.1764705870054106,0.0,4.627258185625475e-24,1.552607104193607e-20,6.413817225990243e-27,0.0,2.723909594699648e-14,0.0,0.0,3.052391532358408e-19,0.0,0.11764609302565339,7.889959792920377e-25,0.0,8.826575572036627e-19,0.0,9.660161908421439e-07,5.989106767469436e-09,9.58147404612983e-10,8.537094734320702e-11,7.803560560222825e-10,7.696296266614013e-11,1.5438643268106865e-11,3.5565286339561444e-14,7.131988769142169e-20,1.0248613797082194e-19,1.2619254012703524e-25,1.1641350605677709e-16,1.0192150811759693e-29
3.863684237714638e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555894936874193,0.0,0.17647058700540852,0.0,5.315304652315751e-24,1.7227104312056825e-20,7.181168124577927e-27,0.0,2.938629150799806e-14,0.0,0.0,3.2714520998077234e-19,0.0,0.11764605934178604,8.832324023846989e-25,0.0,9.79250658999566e-19,0.0,9.99666271798294e-07,5.989106060669755e-09,9.91933493753216e-10,8.537193840776365e-11,8.108810672221196e-10,7.918191431148874e-11,1.6477933341154656e-11,3.800607939487009e-14,7.982161530557691e-20,1.1310244881799855e-19,1.4486077398885475e-25,1.2473861429223743e-16,1.2119831587845134e-29
3.982125529440463e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555891907518804,0.0,0.17647058700540655,0.0,5.997609627986809e-24,1.8860444629927185e-20,7.922611930441774e-27,0.0,3.138920721780797e-14,0.0,0.0,3.475096421721562e-19,0.0,0.11764602905020383,9.742664267596293e-25,0.0,1.0719788569177092e-18,0.0,1.0299274462752833e-06,5.989105425051949e-09,1.0223409566887017e-09,8.537256707016208e-11,8.383537559425206e-10,8.11538698899561e-11,1.7438392483683293e-11,4.0273232724569764e-14,8.803226361906915e-20,1.2326899929003955e-19,1.6336097462425496e-25,1.3247490839022614e-16,1.4094017158117497e-29
4.099167125049844e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555888916187916,0.0,0.17647058700540458,0.0,6.734305258311835e-24,2.0572811657809974e-20,8.704270457322252e-27,0.0,3.3434007869113625e-14,0.0,0.0,3.6823738190536143e-19,0.0,0.11764599913882016,1.070217290496694e-24,0.0,1.1691726343137739e-18,0.0,1.0598087815558334e-06,5.9891047974123625e-09,1.0523890591750694e-09,8.53730138392763e-11,8.65501878107577e-10,8.307944904193435e-11,1.841057118426163e-11,4.257914821580883e-14,9.668422108684285e-20,1.3390243090172595e-19,1.833236033807351e-25,1.4034640203940538e-16,1.628930012415141e-29
4.216208720659225e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855588592706684,0.0,0.17647058700540252,0.0,7.53678708429259e-24,2.2385807680516464e-20,9.536214024601424e-27,0.0,3.5543973944595796e-14,0.0,0.0,3.895654972570745e-19,0.0,0.1176459692495117,1.1723188767120618e-24,0.0,1.2720558749482107e-18,0.0,1.0896680416773398e-06,5.989104170236371e-09,1.0824371456313696e-09,8.537333450222315e-11,8.926500480822812e-10,8.498236374249248e-11,1.9405411668275292e-11,4.49502290164957e-14,1.0588851134201432e-19,1.4513619459015603e-19,2.0505565236921983e-25,1.4844301084930373e-16,1.874960690314828e-29
4.333250316268606e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855588294015389,0.0,0.17647058700540041,0.0,8.408849751565536e-24,2.430230576086546e-20,1.0420036635436999e-26,0.0,3.771910574459047e-14,0.0,0.0,4.114939867983915e-19,0.0,0.1176459393822621,1.2807641125246366e-24,0.0,1.3807889359367314e-18,0.0,1.11950524294806e-06,5.9891035435236264e-09,1.1124852160416543e-09,8.5373562774523e-11,9.197982321604222e-10,8.686288070742269e-11,2.04226471943613e-11,4.738647542738405e-14,1.1566224614636797e-19,1.5698701934369584e-19,2.2865778706257516e-25,1.567645735192819e-16,2.1498179004563698e-29
4.4502919118779875e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855587995544743,0.0,0.1764705870053982,0.0,9.354393328595846e-24,2.632517895337934e-20,1.1357333319093802e-26,0.0,3.995940349929241e-14,0.0,0.0,4.34022849100098e-19,0.0,0.11764590953705507,1.3957459248689865e-24,0.0,1.49553205932983e-18,0.0,1.1493204016642036e-06,5.989102917273782e-09,1.142533270390463e-09,8.537372346396944e-11,9.469464055435699e-10,8.87212635147135e-11,2.146201415946662e-11,4.988788767907309e-14,1.2602252427300716e-19,1.694716342113653e-19,2.54233356825314e-25,1.653109288641441e-16,2.4559571953884167e-29
4.567333507487369e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855587697294577,0.0,0.17647058700539595,0.0,1.0377423229929465e-23,2.845730030428773e-20,1.2349700129425185e-26,0.0,4.226486738799882e-14,0.0,0.0,4.571520827326789e-19,0.0,0.11764587971387432,1.5174572403080285e-24,0.0,1.6164453721961462e-18,0.0,1.179113534109941e-06,5.98910229148649e-09,1.172581308662823e-09,8.53738350159235e-11,9.740945497957636e-10,9.055777264194497e-11,2.2523252061444714e-11,5.245446595125135e-14,1.3698643149934856e-19,1.8260676828658245e-19,2.8188838691382658e-25,1.7408191581405814e-16,2.795969103440144e-29
4.68437510309675e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555873992647285,0.0,0.17647058700539364,0.0,1.1482050141787874e-23,3.0701542851531417e-20,1.339873414396806e-26,0.0,4.46354975502303e-14,0.0,0.0,4.808816862663277e-19,0.0,0.11764584991270356,1.6460909849217003e-24,0.0,1.7436888867032885e-18,0.0,1.2088846565574133e-06,5.989101666161401e-09,1.2026293308442353e-09,8.53739109824514e-11,1.001242651374364e-09,9.237266550206585e-11,2.3606103463270185e-11,5.50862103838175e-14,1.4857104060673299e-19,1.9640915069749652e-19,3.1173157074121923e-25,1.8307737341447763e-16,3.172582589649968e-29
4.801416698706131e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855587101455032,0.0,0.17647058700539123,0.0,1.2672489954002362e-23,3.3060779624765966e-20,1.4506033463282945e-26,0.0,4.7071294093677815e-14,0.0,0.0,5.052116582709556e-19,0.0,0.11764582013352658,1.7818400842259148e-24,0.0,1.8774225001917755e-18,0.0,1.2386337852667395e-06,5.989101041298173e-09,1.232677336920672e-09,8.537396107133005e-11,1.0283907005810398e-09,9.416619647578762e-11,2.4710313960637775e-11,5.778312108482736e-14,1.6079341138196573e-19,2.1089551059994794e-19,3.4387426281579885e-25,1.9229714082607121e-16,3.5886682188408257e-29
4.9184582943155125e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555868038653215,0.0,0.17647058700538878,0.0,1.3953063671988357e-23,3.553788364536661e-20,1.5673197210189245e-26,0.0,4.9572257103307755e-14,0.0,0.0,5.301419973162014e-19,0.0,0.1176457903763271,1.9248974630787458e-24,0.0,2.017805995270656e-18,0.0,1.2683609364860262e-06,5.989100416896456e-09,1.2627253268785669e-09,8.537399234736713e-11,1.0555386903604402e-09,9.593861695311899e-11,2.5835632140418517e-11,6.054519813959902e-14,1.7367059062031032e-19,2.26082577169318e-19,3.7843046962458804e-25,2.017410573246305e-16,4.047242243024545e-29
5.152541485534275e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855586209345201,0.0,0.17647058700538368,0.0,1.680242200845471e-23,4.0857185472790644e-20,1.819351958694988e-26,0.0,5.4769682774303345e-14,0.0,0.0,5.818037708057937e-19,0.0,0.11764573092779572,2.2337087552806022e-24,0.0,2.3191611874308386e-18,0.0,1.3277493713869004e-06,5.989099169476174e-09,1.3228212583867335e-09,8.53740170518758e-11,1.1098344730843128e-09,9.942111721743361e-11,2.8148600658240896e-11,6.626485156495737e-14,2.014574967376097e-19,2.5862574708258506e-19,4.552526703465333e-25,2.213006952609928e-16,5.104668217771146e-29
