Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OHX(46),OX(20),HX(19),CH3OX(45),CH2OH(57),CH3OX(44),CH3O(58),HO2(52),CH2OX(40),HO2X(136),H2X(36)
5.737842015165956e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855039087389751,0.0,0.176465122251278,0.0,0.0,5.201015087864699e-08,1.313456841663608e-12,0.0,5.462939673044402e-06,0.0,0.0,5.349655339042137e-11,0.0,0.11759115875077457,1.702561028246755e-12,0.0,0.0,0.0,4.147068477533508e-05,5.987858731893595e-09,1.4326564261908878e-05,9.087953220203579e-11,7.770682523345604e-06,2.0068012069760566e-10,1.1947296833227875e-06,5.222777917262805e-06,1.917994708587072e-09,2.4197687515561196e-07,1.8305349875203413e-11
5.794937268144789e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855037642555373,0.0,0.17646503097848035,0.0,0.0,5.3532581157847775e-08,1.3585116631876942e-12,0.0,5.554184737636252e-06,0.0,0.0,5.441381377568315e-11,0.0,0.11759101784974473,1.7414711478282853e-12,0.0,0.0,0.0,4.147061409277925e-05,5.987854153105396e-09,1.4464493735696203e-05,9.090362624163922e-11,7.810431209711089e-06,2.0034222900065775e-10,1.2046757406078293e-06,5.307458422461564e-06,1.950128691161569e-09,2.485691698864841e-07,1.8841557683444498e-11
5.852032521123622e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855036197688293,0.0,0.17646493924263645,0.0,0.0,5.508346967239502e-08,1.404585821893496e-12,0.0,5.645892756406372e-06,0.0,0.0,5.533622827007873e-11,0.0,0.11759087699500057,1.7807793417876905e-12,0.0,0.0,0.0,4.14705434261412e-05,5.987849566393672e-09,1.4602320041783743e-05,9.092732951247951e-11,7.849703495234574e-06,2.0000585162073182e-10,1.214588776669201e-06,5.392495726858399e-06,1.9824264404182726e-09,2.552677116531805e-07,1.9387795710913347e-11
5.9091277741024546e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28550347527872205,0.0,0.1764648470492936,0.0,0.0,5.666304160560105e-08,1.451689602604256e-12,0.0,5.738058183957457e-06,0.0,0.0,5.6263740607913426e-11,0.0,0.11759073618640323,1.82048290118171e-12,0.0,0.0,0.0,4.147047277535288e-05,5.9878449718498425e-09,1.4740042868497632e-05,9.095064672546152e-11,7.888504934310275e-06,1.9967097867606017e-10,1.224468923350497e-06,5.477883840332764e-06,2.014885994244797e-09,2.620729433277255e-07,1.9944143384190296e-11
5.966223027081287e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855033307850918,0.0,0.1764647544039344,0.0,0.0,5.827152104271326e-08,1.4998332194175714e-12,0.0,5.830675539527408e-06,0.0,0.0,5.7196294997866863e-11,0.0,0.11759059542381453,1.8605791019482786e-12,0.0,0.0,0.0,4.147040214034733e-05,5.987840369564333e-09,1.4877661905756594e-05,9.097358253633018e-11,7.926841016817035e-06,1.9933760037707973e-10,1.2343163117540738e-06,5.563616844882717e-06,2.047505413399187e-09,2.6898530032660354e-07,2.051067974244219e-11
6.023318280060119e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855031862878212,0.0,0.17646466131197738,0.0,0.0,5.990913097090823e-08,1.5490268153394524e-12,0.0,5.923739406238771e-06,0.0,0.0,5.8133836118905076e-11,0.0,0.11759045470709685,1.90106520617951e-12,0.0,0.0,0.0,4.1470331521058585e-05,5.9878357596266214e-09,1.501517684507576e-05,9.099614154631528e-11,7.964717168866786e-06,1.9900570701806876e-10,1.244131072247029e-06,5.649688893784178e-06,2.080282781244339e-09,2.760052107005448e-07,2.10874834374207e-11
6.080413533038951e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28550304178679803,0.0,0.17646456777877817,0.0,0.0,6.15760932793083e-08,1.5992804619506017e-12,0.0,6.017244430356884e-06,0.0,0.0,5.907630911622925e-11,0.0,0.11759031403611316,1.9419384633542e-12,0.0,0.0,0.0,4.147026091742175e-05,5.987831142125225e-09,1.5152587379570526e-05,9.10183283027682e-11,8.00213875354439e-06,1.9867528898774234e-10,1.2539133344672374e-06,5.736094210759911e-06,2.1132162034854896e-09,2.831330952232641e-07,2.1674632733468668e-11
6.137508786017783e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285502897281916,0.0,0.17646447380962987,0.0,0.0,6.327262875902141e-08,1.650604159103892e-12,0.0,6.111185320556648e-06,0.0,0.0,6.002365959726143e-11,0.0,0.11759017341072701,1.9831961115309224e-12,0.0,0.0,0.0,4.1470190329372984e-05,5.987826517147721e-09,1.528989320396011e-05,9.104014729979173e-11,8.039111071638861e-06,1.983463367492706e-10,1.2636632273291072e-06,5.822827089158183e-06,2.1463038079107615e-09,2.903693674791656e-07,2.2272205507534473e-11
6.194604038996615e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855027527730742,0.0,0.17646437940976367,0.0,0.0,6.499895710320348e-08,1.7030078346520381e-12,0.0,6.205556847197773e-06,0.0,0.0,6.097583362766615e-11,0.0,0.11759003283080252,2.024835378502764e-12,0.0,0.0,0.0,4.1470119756849356e-05,5.987821884780752e-09,1.5427094014571437e-05,9.106160297886196e-11,8.075639362366146e-06,1.9801884087058416e-10,1.2733808790296361e-06,5.9098818911409315e-06,2.1795437441347196e-09,2.9771443395002455e-07,2.2880279249194508e-11
6.251699291975447e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855026082601768,0.0,0.17646428458435012,0.0,0.0,6.675529690714376e-08,1.7565013442044877e-12,0.0,6.3003538416084445e-06,0.0,0.0,6.193277772740815e-11,0.0,0.11758989229620444,2.0668534829147022e-12,0.0,0.0,0.0,4.147004919978899e-05,5.987817245110038e-09,1.5564189509342225e-05,9.108269972944346e-11,8.111728804083502e-06,1.9769279197068761e-10,1.2830664170537812e-06,5.997253046881368e-06,2.212934183344883e-09,3.0516869410065737e-07,2.3498931060683672e-11
6.308794544954279e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28550246374313365,0.0,0.1764641893384992,0.0,0.0,6.854186566837273e-08,1.8110944709125826e-12,0.0,6.395571195377292e-06,0.0,0.0,6.289443886684576e-11,0.0,0.11758975180679805,2.1092476353446343e-12,0.0,0.0,0.0,4.146997865813099e-05,5.987812598220391e-09,1.570117938782525e-05,9.110344188959682e-11,8.147384514995638e-06,1.9736818080866714e-10,1.2927199681808322e-06,6.084935053770887e-06,2.2464733180512004e-09,3.127325404635948e-07,2.4128237656933907e-11
6.365889797933111e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28550231922185976,0.0,0.17646409367726143,0.0,0.0,7.035887978679286e-08,1.8667969252820604e-12,0.0,6.491203859653578e-06,0.0,0.0,6.386076446285924e-11,0.0,0.11758961136244918,2.1520150393490143e-12,0.0,0.0,0.0,4.1469908131815385e-05,5.987807944195718e-09,1.5838063351190287e-05,9.112383374657949e-11,8.18261155385263e-06,1.9704499812653625e-10,1.3023416584888536e-06,6.172922475635183e-06,2.2801593618384157e-09,3.204063587227653e-07,2.476827536562069e-11
6.422985050911944e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285502174696275,0.0,0.17646399760562834,0.0,0.0,7.220655456483207e-08,1.923618345012006e-12,0.0,6.587246844455491e-06,0.0,0.0,6.483170237501445e-11,0.0,0.11758947096302434,2.1951528924740402e-12,0.0,0.0,0.0,4.1469837620783185e-05,5.987803283119031e-09,1.597484110222996e-05,9.114387953743914e-11,8.217414920639779e-06,1.967232349233912e-10,1.311931613362395e-06,6.26120994195947e-06,2.3139905491213125e-09,3.281905277962041e-07,2.5419120127217558e-11
6.480080303890776e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855020301663046,0.0,0.17646390112853338,0.0,0.0,7.408510420761979e-08,1.981568294859369e-12,0.0,6.683695217986465e-06,0.0,0.0,6.580720090176086e-11,0.0,0.11758933060839047,2.238658387233324e-12,0.0,0.0,0.0,4.146976712497633e-05,5.987798615072473e-09,1.6111512345358473e-05,9.116358344960066e-11,8.251799557259463e-06,1.9640288196264327e-10,1.321489957494114e-06,6.349792147122677e-06,2.347965134902794e-09,3.360854199177968e-07,2.608084749505871e-11
6.537175556869608e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855018856318785,0.0,0.17646380425085242,0.0,0.0,7.599474182318512e-08,2.0406562665282013e-12,0.0,6.7805441059594375e-06,0.0,0.0,6.678720877666397e-11,0.0,0.11758919029841514,2.2825287120529202e-12,0.0,0.0,0.0,4.1469696644337654e-05,5.987793940137297e-09,1.624807678662287e-05,9.118294962144542e-11,8.285770348205083e-06,1.960839306629118e-10,1.3310168148973944e-06,6.438663849640561e-06,2.3820813945347674e-09,3.440914007180703e-07,2.6753532635409293e-11
6.59427080984844e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28550174109293164,0.0,0.17646370697740435,0.0,0.0,7.793567942267929e-08,2.1008916785827803e-12,0.0,6.877788690928928e-06,0.0,0.0,6.777167516467153e-11,0.0,0.1175890500329665,2.3267610521846194e-12,0.0,0.0,0.0,4.146962617881094e-05,5.9877892583939065e-09,1.6384534133691078e-05,9.120198214288519e-11,8.319332121227223e-06,1.9576637145726722e-10,1.340512308898354e-06,6.5278198714175756e-06,2.4163376234818076e-09,3.5220882930403955e-07,2.7437250327544194e-11
6.651366062827272e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855015965494037,0.0,0.1764636093129521,0.0,0.0,7.990812792061663e-08,2.1622838763838136e-12,0.0,6.975424211630881e-06,0.0,0.0,6.876054965841407e-11,0.0,0.11758890981191322,2.371352590588309e-12,0.0,0.0,0.0,4.146955572834085e-05,5.987784569921847e-09,1.6520884095883268e-05,9.122068505592702e-11,8.352489647992048e-06,1.9545019684868583e-10,1.349976562166485e-06,6.617255097007444e-06,2.450732137087561e-09,3.6043805833812567e-07,2.813207496383375e-11
6.702751790508221e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855014664562657,0.0,0.1764635210845281,0.0,0.0,8.17104468242771e-08,2.2185335711344136e-12,0.0,7.063626539886524e-06,0.0,0.0,6.965426431324019e-11,0.0,0.11758878365081518,2.4117897602183883e-12,0.0,0.0,0.0,4.146949233574614e-05,5.9877803446090455e-09,1.664350700884687e-05,9.123723916504351e-11,8.38198969063193e-06,1.9516681477010313e-10,1.3584677801196155e-06,6.697981341289455e-06,2.481804056184273e-09,3.6794024019578396e-07,2.8766974747333433e-11
6.75413751818917e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855013363593346,0.0,0.17646343254659766,0.0,0.0,8.353861172076262e-08,2.2757344823248744e-12,0.0,7.152138321286935e-06,0.0,0.0,7.055147289519864e-11,0.0,0.11758865752547652,2.4525135423628414e-12,0.0,0.0,0.0,4.146942895526406e-05,5.987776113966573e-09,1.6766042496308303e-05,9.125353240732191e-11,8.411169514821135e-06,1.948845404066085e-10,1.3669338803620806e-06,6.778926004901462e-06,2.5129854366149325e-09,3.755335090879371e-07,2.941098478729868e-11
6.80552324587012e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28550120625857617,0.0,0.17646334370251884,0.0,0.0,8.539277408944529e-08,2.3338932705190416e-12,0.0,7.240956199016094e-06,0.0,0.0,7.145213953137101e-11,0.0,0.1175885314358026,2.4935218819602433e-12,0.0,0.0,0.0,4.146936558685612e-05,5.9877718780506885e-09,1.688849034975679e-05,9.126956763207143e-11,8.440032485153631e-06,1.9460336736542882e-10,1.3753749509324183e-06,6.860085485956796e-06,2.544275090653928e-09,3.832181090242416e-07,3.0064158512311127e-11
6.856908973551069e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28550107615395903,0.0,0.17646325455561404,0.0,0.0,8.727308469093455e-08,2.3930165482212146e-12,0.0,7.330076851517741e-06,0.0,0.0,7.235622862041306e-11,0.0,0.11758840538169921,2.5348127244710654e-12,0.0,0.0,0.0,4.1469302230484304e-05,5.987767636917109e-09,1.7010850361766976e-05,9.128534765854441e-11,8.468581931023088e-06,1.9432328927558007e-10,1.3837910794470014e-06,6.941456221879925e-06,2.5756718430518452e-09,3.9099427997739343e-07,3.072654909736641e-11
6.908294701232018e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855009460454546,0.0,0.17646316510917112,0.0,0.0,8.917969356728611e-08,2.4531108798968478e-12,0.0,7.4194969921264815e-06,0.0,0.0,7.326370483046233e-11,0.0,0.11758827936307248,2.576384016318894e-12,0.0,0.0,0.0,4.146923888611121e-05,5.987763390621015e-09,1.713312232599249e-05,9.130087527625286e-11,8.49682114699083e-06,1.9404430002089366e-10,1.3921823530948273e-06,7.023034688993272e-06,2.607174530904925e-09,3.988622579272117e-07,3.139820946394831e-11
6.959680428912967e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855008159330372,0.0,0.17646307536644315,0.0,0.0,9.11127500422209e-08,2.5141827820041087e-12,0.0,7.509213368703024e-06,0.0,0.0,7.417453309706282e-11,0.0,0.11758815337982885,2.618233705316494e-12,0.0,0.0,0.0,4.14691755536999e-05,5.987759139217064e-09,1.7255306037164997e-05,9.131615324528136e-11,8.524753393149648e-06,1.9376639351006384e-10,1.400548858638246e-06,7.104817402108679e-06,2.638782003526e-09,4.0682227490422655e-07,3.2079192280106283e-11
7.011066156593916e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28550068581668414,0.0,0.17646298533064914,0.0,0.0,9.307240272135442e-08,2.576238723034985e-12,0.0,7.59922276327317e-06,0.0,0.0,7.50886786211063e-11,0.0,0.11758802743187516,2.66035974107837e-12,0.0,0.0,0.0,4.146911223321407e-05,5.9877548827594e-09,1.7377401291098675e-05,9.133118429659689e-11,8.552381895483885e-06,1.934895636662508e-10,1.4088906824188767e-06,7.1868009141230824e-06,2.6704931223167524e-09,4.148745590328131e-07,3.276954996053653e-11
7.062451884274865e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28550055569637545,0.0,0.17646289500497425,0.0,0.0,9.505879949243808e-08,2.6392851235652667e-12,0.0,7.689521991670422e-06,0.0,0.0,7.600610686678958e-11,0.0,0.11758790151911855,2.7027600754206655e-12,0.0,0.0,0.0,4.1469048924617855e-05,5.987750621301644e-09,1.7499407884693878e-05,9.134597113235442e-11,8.57970984622591e-06,1.9321380446368304e-10,1.417207910362708e-06,7.2689818156182205e-06,2.7023067606412523e-09,4.2301933457389394e-07,3.3469334666667305e-11
7.113837611955814e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28550042557209365,0.0,0.1764628043925701,0.0,0.0,9.7072087525613e-08,2.703328356313496e-12,0.0,7.780107903182266e-06,0.0,0.0,7.692678355958874e-11,0.0,0.11758777564146657,2.745432662748221e-12,0.0,0.0,0.0,4.1468985627876e-05,5.9877463548969016e-09,1.762132561593818e-05,9.136051642620054e-11,8.606740404208933e-06,1.929391099373217e-10,1.4255006279826158e-06,7.3513567344644845e-06,2.734221803700791e-09,4.312568219671972e-07,3.417859830674887e-11
7.165223339636764e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28550029544382416,0.0,0.1764627134965554,0.0,0.0,9.911241327367608e-08,2.768374746208894e-12,0.0,7.870977380200207e-06,0.0,0.0,7.785067468424969e-11,0.0,0.11758764979882706,2.7883754604286562e-12,0.0,0.0,0.0,4.146892234295366e-05,5.987742083597788e-09,1.7743154283906552e-05,9.137482282357332e-11,8.633476695216073e-06,1.9266547416176347e-10,1.4337689203800288e-06,7.433922335428976e-06,2.766237148410051e-09,4.395872378730644e-07,3.48973925359474e-11
7.216609067317713e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855001653115549,0.0,0.1764626223200158,0.0,0.0,1.0117992247235722e-07,2.834430570467963e-12,0.0,7.962127337873543e-06,0.0,0.0,7.877774648279543e-11,0.0,0.11758752399110825,2.8315864291538506e-12,0.0,0.0,0.0,4.1468859069816575e-05,5.9877378074563975e-09,1.7864893688762337e-05,9.138889294199934e-11,8.65992181232572e-06,1.923928912562839e-10,1.4420128722474336e-06,7.516675319787709e-06,2.7983517032745947e-09,4.4801079521381163e-07,3.562576875644317e-11
7.267994794998662e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855000351752767,0.0,0.17646253086600477,0.0,0.0,1.0327476014060807e-07,2.901502058679251e-12,0.0,8.053554723766695e-06,0.0,0.0,7.970796545254905e-11,0.0,0.11758739821821863,2.8750635332893846e-12,0.0,0.0,0.0,4.1468795808430943e-05,5.987733526524351e-09,1.798654363175898e-05,9.140272937138718e-11,8.686078816253323e-06,1.9212135538317843e-10,1.4502325678715715e-06,7.599612424941882e-06,2.830564388269617e-09,4.5652770321465695e-07,3.6363778117532634e-11
7.319380522679611e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28549990503498235,0.0,0.17646243913754361,0.0,0.0,1.0539707058090221e-07,2.9695953928959806e-12,0.0,8.145256517520135e-06,0.0,0.0,8.064129834417276e-11,0.0,0.11758727248006717,2.9188047412123203e-12,0.0,0.0,0.0,4.146873255876348e-05,5.987729240852755e-09,1.8108103915241653e-05,9.141633467431746e-11,8.711950735689613e-06,1.918508607531347e-10,1.4584280911365966e-06,7.682730424038102e-06,2.862874134719953e-09,4.651381674442221e-07,3.7111471515734476e-11
7.37076625036056e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28549977489066763,0.0,0.1764623471376218,0.0,0.0,1.0754699737954725e-07,3.0387167077363193e-12,0.0,8.237229730514825e-06,0.0,0.0,8.1577712159723e-11,0.0,0.11758714677656304,2.9628080256375196e-12,0.0,0.0,0.0,4.146866932078137e-05,5.987724950492247e-09,1.822957434264839e-05,9.142971138633152e-11,8.737540567635335e-06,1.915814016175479e-10,1.4665995255267485e-06,7.766026125592581e-06,2.895279885181352e-09,4.7384238985460865e-07,3.7868899594900075e-11
7.422151978041509e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854996447423308,0.0,0.17646225486919745,0.0,0.0,1.0972468340700857e-07,3.1088720904911043e-12,0.0,8.329471405540167e-06,0.0,0.0,8.251717415072106e-11,0.0,0.11758702110761578,3.007071363932716e-12,0.0,0.0,0.0,4.1468606094452286e-05,5.9877206554929796e-09,1.835095471851107e-05,9.144286201621493e-11,8.762851277732447e-06,1.9131297227397467e-10,1.474746954128883e-06,7.849496373119288e-06,2.9277805933229846e-09,4.826405688210517e-07,3.86361127463279e-11
7.473537705722458e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28549951458997236,0.0,0.1764621623351976,0.0,0.0,1.1193027081824469e-07,3.1800675812387388e-12,0.0,8.421978616465464e-06,0.0,0.0,8.345965181623961e-11,0.0,0.11758689547313532,3.0515927384226136e-12,0.0,0.0,0.0,4.146854287974439e-05,5.987716355904626e-09,1.8472244848456484e-05,9.145578904627931e-11,8.787885800591855e-06,1.910455670596105e-10,1.482870459635073e-06,7.933138044761967e-06,2.960375223811182e-09,4.915328991811552e-07,3.941316110888207e-11
7.524923433403408e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854993844335951,0.0,0.1764620695385185,0.0,0.0,1.141639010530537e-07,3.2523091729669902e-12,0.0,8.514748467914766e-06,0.0,0.0,8.440511290100451e-11,0.0,0.11758676987303188,3.0963701366823676e-12,0.0,0.0,0.0,4.146847967662625e-05,5.987712051776385e-09,1.8593444539207538e-05,9.146849493264083e-11,8.812647040117745e-06,1.9077918035848667e-10,1.490970124345385e-06,8.01694805293005e-06,2.9930627521943866e-09,5.005195722737153e-07,4.020009456911471e-11
7.576309161084357e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28549925427320455,0.0,0.1764619764820259,0.0,0.0,1.1642571483643161e-07,3.3256028117014257e-12,0.0,8.607778094945138e-06,0.0,0.0,8.535352539351195e-11,0.0,0.11758664430721603,3.1414015518206944e-12,0.0,0.0,0.0,4.146841648506698e-05,5.987707743156995e-09,1.8714553598584337e-05,9.148098210549608e-11,8.83713786982853e-06,1.905138065920521e-10,1.4990460301705554e-06,8.100923343938301e-06,3.025842164789308e-09,5.096007759771362e-07,4.099696276139284e-11
7.627694888765306e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28549912410880807,0.0,0.1764618831685556,0.0,0.0,1.1871585217894186e-07,3.3999543966402633e-12,0.0,8.701064662728306e-06,0.0,0.0,8.630485752416115e-11,0.0,0.11758651877559864,3.1866849827528807e-12,0.0,0.0,0.0,4.146835330503609e-05,5.987703430094727e-09,1.883557183550527e-05,9.149325296939417e-11,8.861361133174433e-06,1.90249440229213e-10,1.5070982586346439e-06,8.18506089765031e-06,3.0587124585682727e-09,5.187766947474414e-07,4.1803815068028754e-11
7.679080616446255e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854989939404159,0.0,0.17646178960091333,0.0,0.0,1.2103445237709644e-07,3.4753697802954276e-12,0.0,8.794605366235561e-06,0.0,0.0,8.725907776340162e-11,0.0,0.11758639327809094,3.232218434463912e-12,0.0,0.0,0.0,4.146829013650355e-05,5.9876991126373995e-09,1.895649905998789e-05,9.150530990350737e-11,8.885319643851766e-06,1.899860757730761e-10,1.5151268908775283e-06,8.269357727125648e-06,3.09167264104774e-09,5.280475096558866e-07,4.262070061941484e-11
7.730466344127204e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854988637680398,0.0,0.1764616957818756,0.0,0.0,1.2338165401374843e-07,3.551854768639569e-12,0.0,8.888397429926044e-06,0.0,0.0,8.821615481989599e-11,0.0,0.11758626781460442,3.2779999182619983e-12,0.0,0.0,0.0,4.1468226979439784e-05,5.987694790832366e-09,1.9077335083149955e-05,9.151715526189706e-11,8.909016186113927e-06,1.897237077768388e-10,1.5231320076575388e-06,8.353810878270753e-06,3.1247217301779836e-09,5.374133984261744e-07,4.344766829416215e-11
7.781852071808153e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854987335916942,0.0,0.17646160171418945,0.0,0.0,1.257575949584958e-07,3.6294151212588205e-12,0.0,8.982438107438221e-06,0.0,0.0,8.917605763869733e-11,0.0,0.117586142385051,3.3240274520227273e-12,0.0,0.0,0.0,4.146816383381561e-05,5.9876904647265415e-09,1.919807971721022e-05,9.152879137377888e-11,8.932453515079142e-06,1.894623308224036e-10,1.5311136893539234e-06,8.438417429493443e-06,3.157858754233936e-09,5.468745354712805e-07,4.428476671924328e-11
7.833237799489103e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28549860341139577,0.0,0.17646150740057331,0.0,0.0,1.2816241236809637e-07,3.7080565515110985e-12,0.0,9.07672468128462e-06,0.0,0.0,9.01387553994413e-11,0.0,0.11758601698934283,3.3702990604240975e-12,0.0,0.0,0.0,4.146810069960234e-05,5.987686134366398e-09,1.9318732775489552e-05,9.154022054378373e-11,8.955634357034986e-06,1.892019395475344e-10,1.5390720159695152e-06,8.52317449136107e-06,3.191082751707175e-09,5.564310919298895e-07,4.5132044270138965e-11
7.884623527170052e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28549847322716293,0.0,0.1764614128437168,0.0,0.0,1.3059624268689437e-07,3.787784726689698e-12,0.0,9.171254462549746e-06,0.0,0.0,9.110421751455297e-11,0.0,0.11758589162739247,3.41681277517267e-12,0.0,0.0,0.0,4.146803757677169e-05,5.9876817997979544e-09,1.94392940724115e-05,9.155144505221612e-11,8.978561409739773e-06,1.889425286084186e-10,1.5470070671330457e-06,8.60807920626221e-06,3.224392771199019e-09,5.660832357024509e-07,4.598954907098863e-11
7.936009254851001e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854983430390163,0.0,0.17646131804628137,0.0,0.0,1.3305922164725838e-07,3.868605268192035e-12,0.0,9.266024790591134e-06,0.0,0.0,9.207241362746807e-11,0.0,0.1175857662991127,3.463566635221043e-12,0.0,0.0,0.0,4.146797446529575e-05,5.987677461066801e-09,1.9559763423503447e-05,9.156246715531054e-11,9.001237342720726e-06,1.8868409273007927e-10,1.5549189221018756e-06,8.69312874807193e-06,3.2577878713147593e-09,5.75831131486852e-07,4.685732899474529e-11
7.98739498253195e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854982128469789,0.0,0.17646122301090048,0.0,0.0,1.3555148427002977e-07,3.9505237516932865e-12,0.0,9.361033032743552e-06,0.0,0.0,9.304331361086863e-11,0.0,0.11758564100441665,3.5105586869768927e-12,0.0,0.0,0.0,4.146791136514705e-05,5.987673118218101e-09,1.9680140645396938e-05,9.157328908548464e-11,9.023664797569092e-06,1.884266266350233e-10,1.5628076597640733e-06,8.778320321820529e-06,3.291267120558987e-09,5.856749408137189e-07,4.773543166333402e-11
8.038780710212899e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28549808265107535,0.0,0.17646112774017989,0.0,0.0,1.3807316486498328e-07,4.033545707324766e-12,0.0,9.456276584026304e-06,0.0,0.0,9.40168875649329e-11,0.0,0.11758551574321782,3.5577869845037913e-12,0.0,0.0,0.0,4.1467848276298564e-05,5.9876687712965845e-09,1.980042555582907e-05,9.158391305158932e-11,9.04584638823215e-06,1.8817012514383158e-10,1.5706733586413964e-06,8.863651163365756e-06,3.324829597232027e-09,5.95614822081344e-07,4.86239044478145e-11
8.090166437893848e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28549795245133236,0.0,0.1764610322366978,0.0,0.0,1.4062439703129788e-07,4.1176766198568445e-12,0.0,9.551752866853531e-06,0.0,0.0,9.499310581559941e-11,0.0,0.11758539051542997,3.605249589714015e-12,0.0,0.0,0.0,4.146778519872361e-05,5.987664420346554e-09,1.9920617973642265e-05,9.159434123915713e-11,9.067784701302173e-06,1.8791458302854514e-10,1.5785160968908937e-06,8.949118539068456e-06,3.3584743893274283e-09,6.05650930590247e-07,4.9522794468547525e-11
8.141552165574798e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854978222477787,0.0,0.17646093650300557,0.0,0.0,1.4320531365803958e-07,4.202921928886206e-12,0.0,9.647459330747633e-06,0.0,0.0,9.597193891284508e-11,0.0,0.1175852653209672,3.652944572553557e-12,0.0,0.0,0.0,4.146772213239591e-05,5.987660065411903e-09,2.0040717718786348e-05,9.160457581064752e-11,9.089482296302383e-06,1.8765999522771985e-10,1.5863359523085152e-06,9.034719745471598e-06,3.392200594430556e-09,6.157834185773712e-07,5.043214859536549e-11
8.192937893255747e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28549769204044495,0.0,0.17646084054162753,0.0,0.0,1.4581604692465462e-07,4.289287029027302e-12,0.0,9.743393452055583e-06,0.0,0.0,9.6953357628977e-11,0.0,0.11758514015974386,3.7008700111795356e-12,0.0,0.0,0.0,4.14676590772896e-05,5.987655706536101e-09,2.0160724612317055e-05,9.161461890568936e-11,9.110941705969891e-06,1.8740635652346555e-10,1.594133002329609e-06,9.120452108982682e-06,3.426007319618226e-09,6.260124352499208e-07,5.135201344774666e-11
8.244323620936696e-08,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28549756182936353,0.0,0.1764607443550616,0.0,0.0,1.48456728301474e-07,4.376777270107791e-12,0.0,9.839552733668302e-06,0.0,0.0,9.793733295693848e-11,0.0,0.11758501503167475,3.749023992130209e-12,0.0,0.0,0.0,4.146759603337921e-05,5.9876513437622104e-09,2.028063847639999e-05,9.162447264132106e-11,9.132165436535734e-06,1.8715366203190066e-10,1.6019073240341648e-06,9.206312985559434e-06,3.459893681359385e-09,6.363381268188432e-07,5.228243539499338e-11
