Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3X(55),COX(50),CHOX(53),O(29),H2OX(23),acetyl(44),C2H4X(215),CO2X(24),C2H4X(70),HOCO(73),CHO2(74),S(216)
3.6757147376182203e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4430076937653395,0.07885295520379425,0.007431604898666326,1.4563963693265786e-05,0.00043108512072548874,0.06295759824567494,0.030281081935551082,4.068262582867475e-05,2.8796922757470647e-10,0.0018789547305297994,4.9010932090706463e-11,0.0005442032663470723,2.758305273203751e-09,4.619140280871962e-06,2.9969081949518304e-09,1.5933703625568573e-10,1.0310884085261946e-05,2.130332982906574e-05,0.005667361487233528,1.3844760215935778e-05,0.0005807626509878718,1.0565181731209058e-09,3.4739185816714576e-09,1.0991013907015767e-08,2.397090834609537e-09,3.4602927605461354e-05,0.0017352666294895957,4.177456089370019e-06,0.0012610041340684196,3.371303009480049e-05,5.825193868318848e-09,9.385365928882918e-08,5.345538439052049e-10,5.553022716546458e-06,1.9350044316441522e-08,1.4237941961751802e-10,2.428969261059125e-06,5.620948554598705e-12,6.0139031338246195e-12,6.043094296871103e-13,3.3745889588577575e-14,1.1913998135285164e-19
3.676792136367097e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4430044869447784,0.07884534718584357,0.0074291454804757805,1.4562313844964943e-05,0.00043112903950966836,0.06297380238375308,0.03028599687234537,4.067507117175033e-05,2.881757972766428e-10,0.0018787830419200882,4.900518530612976e-11,0.0005442340088774121,2.758242746492859e-09,4.617330498957376e-06,2.9975638064056504e-09,1.593530042817757e-10,1.030769568723753e-05,2.1308631224813057e-05,0.005666773875467528,1.3813937279452537e-05,0.0005808293053815732,1.0542995224676567e-09,3.4724515988434043e-09,1.099046932586799e-08,2.4023213223767336e-09,3.467436445735198e-05,0.0017386369216112825,4.178091078520447e-06,0.0012613197594498228,3.372141979335628e-05,5.8246194306409275e-09,9.386821326613625e-08,5.347003289784536e-10,5.551477085801073e-06,1.9351875268066145e-08,1.4238951733478402e-10,2.4295623659916326e-06,5.616086678495081e-12,6.015356167219757e-12,6.042751020566989e-13,3.3743972873624e-14,1.1915613019878062e-19
3.6777617952410857e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4430015999001665,0.07883850061301934,0.007426932726908406,1.4560829002513364e-05,0.00043116854525557295,0.06298838475173721,0.030290418791419756,4.066827392124548e-05,2.8836175585601813e-10,0.001878628546056471,4.9000015350216504e-11,0.0005442616717112843,2.758186527365002e-09,4.615702246178203e-06,2.998153722761963e-09,1.5936736292984875e-10,1.0304826954408494e-05,2.1313401588285396e-05,0.005666245065946725,1.3786294713886865e-05,0.0005808892790505878,1.0523096922893881e-09,3.4711318759143034e-09,1.0989979947418137e-08,2.407031738053451e-09,3.47386865609688e-05,0.001741670971949718,4.178662348013598e-06,0.0012616037885053953,3.372896910925679e-05,5.824102505432868e-09,9.388130674160353e-08,5.348321420248572e-10,5.550086333461005e-06,1.935352211212648e-08,1.4239859631444016e-10,2.430096044744592e-06,5.611724898478087e-12,6.0166636144736376e-12,6.042441953965219e-13,3.374224717208371e-14,1.1917065359790182e-19
3.6786344882276757e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429990008270963,0.07883233921851852,0.007424941833988495,1.4559492661754788e-05,0.0004312040832941231,0.06300150778446574,0.030294397284855033,4.0662157965532295e-05,2.885291557016147e-10,0.001878489519095117,4.899536412814286e-11,0.0005442865638544031,2.758135974530289e-09,4.614237264903577e-06,2.9986845390355874e-09,1.5938027553929998e-10,1.0302245763179729e-05,2.1317694192501472e-05,0.005665769170655582,1.3761495460229192e-05,0.0005809432429766717,1.050524451580776e-09,3.4699445799268336e-09,1.0989540109778445e-08,2.4112735227358933e-09,3.4796599881262296e-05,0.00174440225442199,4.179176311871752e-06,0.0012618593872920074,3.373576234949232e-05,5.823637328331893e-09,9.389308673783425e-08,5.349507547550633e-10,5.548834911758752e-06,1.935500345206623e-08,1.4240676013732252e-10,2.4305762619432748e-06,5.607810504958375e-12,6.0178400879880145e-12,6.042163698746619e-13,3.3740693508697067e-14,1.1918371610697716e-19
3.6795071812142657e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429964010605818,0.07882617831758487,0.007422951495395464,1.455815633789598e-05,0.00043123960510754126,0.06301462977666895,0.03029837461014259,4.06560434949671e-05,2.8869659070652345e-10,0.0018783505104057877,4.89907145498254e-11,0.0005443114518237198,2.758085463653861e-09,4.612772706336191e-06,2.9992152526174125e-09,1.5939317852114735e-10,1.0299665204873738e-05,2.1321986111976165e-05,0.005665293306901089,1.3736770762115377e-05,0.0005809971951825507,1.0487444981124518e-09,3.468757714414472e-09,1.0989100843270697e-08,2.4155175906373366e-09,3.485453538518947e-05,0.0017471341399564338,4.179690106514355e-06,0.0012621149601594577,3.3742554506161944e-05,5.823172203834091e-09,9.390486282167493e-08,5.350693495189528e-10,5.5475837320055674e-06,1.9356484015727387e-08,1.424149170873372e-10,2.4310563904171158e-06,5.60390667740738e-12,6.019016344520065e-12,6.041885353547211e-13,3.3739139342656123e-14,1.1919677052045577e-19
3.6803798742008557e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44299380060148785,0.07882001791016977,0.007420961710975956,1.455682003129231e-05,0.0004312751107015128,0.06302775072846084,0.0303023507679079,4.064993050764971e-05,2.888640608601934e-10,0.0018782115199622966,4.898606661237166e-11,0.000544336335620775,2.7580349946524363e-09,4.611308570443183e-06,2.99974586355308e-09,1.5940607188570047e-10,1.0297085279279333e-05,2.1326277346904844e-05,0.0056648174746933375,1.371212029458561e-05,0.0005810511356725912,1.0469698091458861e-09,3.4675712792201814e-09,1.0988662147769348e-08,2.4197639413740203e-09,3.491249306267272e-05,0.0017498666280049745,4.180203732025277e-06,0.0012623705071116505,3.374934557946935e-05,5.822707131839428e-09,9.39166349954944e-08,5.351879262476623e-10,5.546332794189466e-06,1.9357963803431617e-08,1.4242306716584196e-10,2.4315364301888915e-06,5.6000133775773656e-12,6.0201923842034e-12,6.041606918421824e-13,3.373758467478522e-14,1.192098168443383e-19
3.6812525671874456e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44299119945067544,0.07881385799622459,0.007418972480576652,1.455548374229757e-05,0.00043131060008171247,0.06304087063995517,0.030306325758774504,4.064381900168428e-05,2.8903156615207475e-10,0.0018780725477385446,4.8981420312894606e-11,0.0005443612152471078,2.7579845674430866e-09,4.609844857191403e-06,3.0002763718880576e-09,1.5941895564321756e-10,1.0294505986186249e-05,2.133056789744441e-05,0.005664341674042373,1.3687543734547529e-05,0.0005811050644510896,1.0452003618050444e-09,3.466385274126753e-09,1.0988224023148756e-08,2.4240125744911724e-09,3.497047290373132e-05,0.00175259971802125,4.180717188505502e-06,0.0012626260281524795,3.375613556965613e-05,5.822242112295287e-09,9.392840326156598e-08,5.353064849738065e-10,5.5450820982984586e-06,1.9359442815458034e-08,1.424312103757654e-10,2.4320163812813316e-06,5.596130557850116e-12,6.021368207092369e-12,6.041328393569012e-13,3.37360295059174e-14,1.1922285508305158e-19
3.6821252601740356e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429885976090022,0.07880769857570082,0.007416983804044259,1.4554147471263989e-05,0.000431346073253804,0.06305398951126563,0.030310299583364047,4.0637708975179356e-05,2.8919910657161844e-10,0.0018779335937085225,4.8976775648512626e-11,0.0005443860907042569,2.757934181943235e-09,4.6083815665474205e-06,3.000806777667641e-09,1.594318298039056e-10,1.0291927325385118e-05,2.1334857763704594e-05,0.005663865904958177,1.3663040760762922e-05,0.000581158981522316,1.0434361331785619e-09,3.4651996988917483e-09,1.0987786469318263e-08,2.4282634895212197e-09,3.502847489843492e-05,0.0017553334094606468,4.181230476017596e-06,0.001262881523285826,3.3762924477010576e-05,5.821777145151692e-09,9.394016762161068e-08,5.354250257517608e-10,5.543831644320567e-06,1.936092105208321e-08,1.4243934672107247e-10,2.432496243717124e-06,5.592258167118906e-12,6.022543813152782e-12,6.041049779278136e-13,3.373447383737399e-14,1.1923588524075006e-19
3.6829979531606256e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44298599507732206,0.07880153964854994,0.007414995681225523,1.4552811218542221e-05,0.0004313815302234404,0.06306710734250569,0.030314272242296283,4.0631600426247856e-05,2.8936668210827716e-10,0.0018777946578463066,4.897213261634949e-11,0.0005444109619937604,2.757883838070189e-09,4.606918698477519e-06,3.0013370809369534e-09,1.594446943779209e-10,1.0289349296667476e-05,2.1339146945878e-05,0.0056633901674506895,1.3638611053833828e-05,0.0005812128868906245,1.04167710093992e-09,3.464014553361441e-09,1.098734948615618e-08,2.432516686091999e-09,3.5086499036793886e-05,0.0017580677017803956,4.1817435946415306e-06,0.0012631369925155606,3.376971230173761e-05,5.821312230305852e-09,9.395192807795474e-08,5.355435485039863e-10,5.542581432243811e-06,1.936239851363044e-08,1.424474762030054e-10,2.4329760175189123e-06,5.5883961685686935e-12,6.023719202521127e-12,6.04077107559331e-13,3.373291766998306e-14,1.1924890732354782e-19
3.683783376848557e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.442983652209557,0.078795997035908,0.0074132068439871955,1.4551608607037798e-05,0.00043141342764767786,0.06307891250145523,0.030317846639209004,4.0626103993978644e-05,2.895175301076865e-10,0.0018776696310824324,4.896795528057701e-11,0.0005444333425922472,2.757838564107317e-09,4.605602478487355e-06,3.0018142662702106e-09,1.5945626430628288e-10,1.0287029611081409e-05,2.134300662506798e-05,0.005662962030700203,1.3616686698249965e-05,0.0005812613917196355,1.0400983962160987e-09,3.4629482895976713e-09,1.098695668912939e-08,2.436346513342168e-09,3.513873968597688e-05,0.00176052907817361,4.182205257089019e-06,0.0012633668926779237,3.377582041854549e-05,5.820893851621241e-09,9.396250915286417e-08,5.356502036088562e-10,5.541456448190305e-06,1.936372756655551e-08,1.4245478687115547e-10,2.4334077381771283e-06,5.5849292153799675e-12,6.024776867717238e-12,6.040520166024037e-13,3.373151669349267e-14,1.1926062029744395e-19
3.684568800536488e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44298130878419256,0.07879045482282368,0.00741141845502114,1.4550406010902161e-05,0.0004314453119566032,0.063090716818122,0.03032142009288893,4.0620608755649345e-05,2.89668406535729e-10,0.0018775446189947809,4.8963779262487384e-11,0.000544455719817306,2.757793323735631e-09,4.604286600729693e-06,3.0022913686392177e-09,1.5946782648495856e-10,1.0284710437164127e-05,2.134686575036822e-05,0.005662533919542027,1.3594821201312784e-05,0.0005813098870758674,1.0385238660099195e-09,3.4618823735602305e-09,1.0986564354176066e-08,2.4401781879584787e-09,3.519099825631829e-05,0.0017629909404483426,4.182666782863918e-06,0.0012635967718642928,3.378192765881524e-05,5.820475515208359e-09,9.39730870689257e-08,5.357568441518446e-10,5.54033166005829e-06,1.93650559921027e-08,1.4246209198471943e-10,2.433839387076554e-06,5.581470607929399e-12,6.025834357440327e-12,6.040269184369689e-13,3.373011531450103e-14,1.192723267376395e-19
3.685354224224419e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429789648018444,0.0787849130092618,0.007409630514215701,1.4549203430387733e-05,0.0004314771831543155,0.06310252029258846,0.03032499260378399,4.061511470989337e-05,2.8981931138471773e-10,0.0018774196215646359,4.8959604559995176e-11,0.0005444780936700568,2.7577481168953288e-09,4.602971065179375e-06,3.002768388076518e-09,1.5947938092124767e-10,1.0282391774765494e-05,2.1350724321898003e-05,0.005662105833983298,1.3573014333953905e-05,0.0005813583729624463,1.0369534941544742e-09,3.460816805106571e-09,1.0986172481211536e-08,2.4440117096332795e-09,3.524327474063473e-05,0.001765453288212476,4.183128172029151e-06,0.0012638266300774663,3.3788034022716335e-05,5.820057221016375e-09,9.398366182773172e-08,5.358634701320054e-10,5.539207067839038e-06,1.9366383790484686e-08,1.4246939154550857e-10,2.4342709642336073e-06,5.5780203146484375e-12,6.026891671741171e-12,6.040018130743683e-13,3.372871353365314e-14,1.1928402664770291e-19
3.6861396479123503e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44297662026312523,0.07877937159518716,0.007407843021459244,1.4548000865745931e-05,0.00043150904124490685,0.06311432292493686,0.03032856417234088,4.060962185534695e-05,2.8997024464696675e-10,0.0018772946387733372,4.895543117101851e-11,0.0005445004641516188,2.757702943526777e-09,4.601655871811057e-06,3.003245324614547e-09,1.5949092762241751e-10,1.0280073623735956e-05,2.1354582339769738e-05,0.005661677774031116,1.3551265868280456e-05,0.0005814068493824922,1.0353872645423805e-09,3.459751584088206e-09,1.098578107015579e-08,2.4478470780577665e-09,3.529556913176502e-05,0.0017679161210750118,4.183589424644621e-06,0.0012640564673202345,3.379413951042476e-05,5.81963896899679e-09,9.399423343080955e-08,5.359700815521024e-10,5.538082671523821e-06,1.9367710961912597e-08,1.4247668555548477e-10,2.4347024696646758e-06,5.574578303439047e-12,6.027948810658213e-12,6.039767005273184e-13,3.372731135165729e-14,1.1929572003115357e-19
3.6869250716002815e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429742751686458,0.07877383058056468,0.0074060559766401576,1.4546798317227165e-05,0.00043154088623246264,0.06312612471524943,0.030332134799005102,4.0604130190649195e-05,2.9012120631479083e-10,0.0018771696706022822,4.89512590934791e-11,0.0005445228312631103,2.757657803570469e-09,4.600341020599224e-06,3.0037221782856304e-09,1.5950246659570286e-10,1.0277755983926525e-05,2.1358439804093824e-05,0.005661249739692556,1.3529575577567569e-05,0.000581455316339121,1.0338251611487532e-09,3.458686710357276e-09,1.0985390120929617e-08,2.451684292924271e-09,3.5347881422567447e-05,0.0017703794386460642,4.184050540768481e-06,0.001264286283595382,3.380024412211818e-05,5.819220759100562e-09,9.400480187966735e-08,5.360766784146006e-10,5.536958471103914e-06,1.9369037506597523e-08,1.4248397401660585e-10,2.435133903386122e-06,5.571144542412795e-12,6.029005774229295e-12,6.039515808084772e-13,3.372590876921978e-14,1.1930740689150977e-19
3.6877104952882126e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429719295190147,0.07876828996535926,0.007404269379646851,1.4545595785080862e-05,0.0004315727181210615,0.06313792566360821,0.030335704484220974,4.059863971444206e-05,2.902721963805054e-10,0.0018770447170329248,4.894708832530224e-11,0.0005445451950056498,2.7576126969670207e-09,4.599026511518176e-06,3.0041989491219868e-09,1.5951399784830673e-10,1.0275438855188777e-05,2.13622967149822e-05,0.005660821730974652,1.3507943236250948e-05,0.0005815037738354446,1.0322671680306705e-09,3.457622183766414e-09,1.0984999633454157e-08,2.455523353926228e-09,3.5400211605919595e-05,0.0017728432405368564,4.184511520459542e-06,0.0012645160789056848,3.3806347857972415e-05,5.818802591278928e-09,9.401536717581883e-08,5.361832607220937e-10,5.535834466570592e-06,1.9370363424750095e-08,1.4249125693082605e-10,2.4355652654142797e-06,5.5677189998478495e-12,6.030062562492689e-12,6.039264539304398e-13,3.3724505787044497e-14,1.1931908723227704e-19
3.6892813426640745e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44296723655672005,0.07875720993305954,0.007400697528691319,1.4543190770898393e-05,0.000431636342617668,0.06316152503479222,0.030342841032078915,4.058766232208179e-05,2.905742616748719e-10,0.0018767948536253971,4.893875070875536e-11,0.0005445899123883418,2.757522583581802e-09,4.596398519644746e-06,3.0051522424188496e-09,1.595370372201217e-10,1.0270806130337413e-05,2.137000887689658e-05,0.005659965790428804,1.3464851505308192e-05,0.0005816006604596076,1.029163449255991e-09,3.4554941714153356e-09,1.0984220043442389e-08,2.4632070131157167e-09,3.550492562187868e-05,0.0017777722957280418,4.1854330707770186e-06,0.0012649756066428278,3.381855270286793e-05,5.817966381665128e-09,9.403648831602404e-08,5.363963816822083e-10,5.533587045128792e-06,1.9373013382298764e-08,1.4250580612636885e-10,2.4364277744559204e-06,5.560892443994265e-12,6.032175613248498e-12,6.038761787470099e-13,3.3721698626285013e-14,1.1934242836903464e-19
3.6906951053023505e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429630109980948,0.07874723926964516,0.007397484393276476,1.4541026316610045e-05,0.00043169355990695807,0.06318276159019727,0.03034926070983075,4.057778672003007e-05,2.908462174835117e-10,0.001876570026311519,4.893125131114325e-11,0.0005446301465221545,2.7574415950087645e-09,4.594034496784479e-06,3.006009923412275e-09,1.5955774632163294e-10,1.0266638424358717e-05,2.1376947930984416e-05,0.005659195531630124,1.3426264895036776e-05,0.0005816878260982586,1.0263840012210856e-09,3.453580146041401e-09,1.0983519990838144e-08,2.470128617116446e-09,3.5599229357699455e-05,0.0017822100978958251,4.186262000047941e-06,0.001265389109934197,3.382953406966884e-05,5.8172139364216065e-09,9.405548657502493e-08,5.365881407935686e-10,5.531565035675755e-06,1.937539620345718e-08,1.4251888145150996e-10,2.437203787565638e-06,5.55477633586767e-12,6.034076759757561e-12,6.038309067231273e-13,3.371917082151406e-14,1.1936341313014887e-19
3.6921088679406266e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44295878365013974,0.07873726989979854,0.007394272707082694,1.4538861919202627e-05,0.00043175073481874844,0.06320399541894388,0.030355677344145883,4.0567914947698185e-05,2.9111826518184077e-10,0.0018763452460212684,4.8923756123764386e-11,0.0005446703697579272,2.7573607135812927e-09,4.591671582020156e-06,3.0068673365173617e-09,1.5957843051870807e-10,1.0262472371969254e-05,2.138388519366765e-05,0.005658425355950346,1.3387862585105154e-05,0.000581774961133756,1.0236176262252508e-09,3.4516672431142767e-09,1.0982821433102032e-08,2.4770561978781524e-09,3.5693590955480296e-05,0.0017866494632631702,4.187090488182374e-06,0.001265802545342326,3.384051260148381e-05,5.816461626747984e-09,9.407447464256885e-08,5.367798527859108e-10,5.5295436607595486e-06,1.937777699790925e-08,1.4253193883496711e-10,2.437979568641853e-06,5.548686369471582e-12,6.035977338859816e-12,6.037856116976701e-13,3.371664173243774e-14,1.1938437682199017e-19
3.6935226305789026e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44295455451632454,0.0787273018233166,0.007391062469459967,1.4536697580095521e-05,0.00043180786737658335,0.06322522652150708,0.03036209093757324,4.055804699726916e-05,2.913904047250694e-10,0.0018761205126485011,4.891626513464924e-11,0.0005447105821021623,2.7572799389576788e-09,4.589309775195506e-06,3.007724481918183e-09,1.595990898522191e-10,1.0258307972323224e-05,2.139082066559038e-05,0.005657655263429357,1.334964330102893e-05,0.0005818620655841193,1.0208642341846775e-09,3.4497554617791066e-09,1.0982124369791523e-08,2.4839897536519666e-09,3.5788010374363014e-05,0.0017910903896018596,4.187918535517111e-06,0.001266215912883154,3.3851488299335135e-05,5.815709452365047e-09,9.409345252731513e-08,5.369715176736169e-10,5.527522920329275e-06,1.938015576686991e-08,1.4254497828804406e-10,2.4387551177788277e-06,5.5426223655169755e-12,6.037877350775116e-12,6.037402937427432e-13,3.3714111363080957e-14,1.1940531946474286e-19
3.696350155855454e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44294609090487863,0.07870736954963639,0.007384646337328782,1.453236908240966e-05,0.0004319220055242193,0.06326768054997793,0.030374909011900483,4.053832253100107e-05,2.919349591671016e-10,0.0018756711862337322,4.8901295703521833e-11,0.0005447909741419984,2.757118708761816e-09,4.584589484731048e-06,3.009437970337921e-09,1.596403340904314e-10,1.0249984127906073e-05,2.140468623973159e-05,0.005656115328021639,1.327374877042814e-05,0.0005820361828013335,1.0153960427244014e-09,3.445935260476725e-09,1.0980734724701943e-08,2.497874783295478e-09,3.5977022512962975e-05,0.0017999769163357,4.189573309130606e-06,0.0012670424444262975,3.387343119721805e-05,5.814205508361823e-09,9.413137778288407e-08,5.373547061925054e-10,5.523483342722903e-06,1.9384907233157407e-08,1.4257100344813396e-10,2.4403055206106907e-06,5.530571535999027e-12,6.0416756739232585e-12,6.036495893307004e-13,3.370904679951099e-14,1.1944714168331997e-19
3.698894928604351e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429384675812841,0.07868943492460255,0.007378876766007529,1.452847364791454e-05,0.0004320245852413586,0.06330587985679798,0.030386434904286098,4.052058350445865e-05,2.9242537182530197e-10,0.0018752669518652008,4.888783745426849e-11,0.000544863289793902,2.756973963453919e-09,4.58034501086192e-06,3.010979196191718e-09,1.5967736927492587e-10,1.0242498311941193e-05,2.1417159138506533e-05,0.00565472967095121,1.3206057091456593e-05,0.0005821927838756766,1.0105181850450049e-09,3.442500906614394e-09,1.0979489150717865e-08,2.5103917271949074e-09,3.614733077989111e-05,0.0018079801067897958,4.1910611012044295e-06,0.0012677860908673834,3.389317012335586e-05,5.812852418682345e-09,9.416547577383301e-08,5.376994149043054e-10,5.519849892308247e-06,1.9389176637745534e-08,1.425943648831598e-10,2.44170009086703e-06,5.5198128156413336e-12,6.045092227174179e-12,6.035678776557812e-13,3.370448435364994e-14,1.1948470989304899e-19
3.7014397013532476e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44293083852444687,0.07867150448693075,0.00737311187795805,1.4524578423933385e-05,0.000432127028094733,0.06334407033812281,0.030397950983296076,4.0502856740674775e-05,2.92916081364731e-10,0.001874862867884828,4.887439262297689e-11,0.0005449355702580786,2.7568295589370237e-09,4.576104124204593e-06,3.012519557497614e-09,1.5971432452261834e-10,1.0235017837961605e-05,2.142962624519298e-05,0.005653344283920769,1.3138939118337229e-05,0.0005823492861327291,1.0056810280779274e-09,3.4390701735021792e-09,1.0978248412013346e-08,2.522928003430066e-09,3.6317825760426236e-05,0.0018159883206371147,4.192547470271554e-06,0.0012685295176630344,3.391289988323688e-05,5.8114997630699255e-09,9.419954090542197e-08,5.380439712162783e-10,5.516218496835872e-06,1.9393439498462853e-08,1.4261766839833313e-10,2.44309391109336e-06,5.509135498953147e-12,6.048506946135902e-12,6.03486092791816e-13,3.369991782123942e-14,1.1952221021411715e-19
3.7039844741021444e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.442923203753812,0.07865357823545119,0.007367351669397814,1.4520683418389732e-05,0.0004322293342192235,0.06338225199668497,0.030409457263374566,4.04851421951371e-05,2.934070875244279e-10,0.0018744589336942054,4.88609611412176e-11,0.0005450078155722366,2.7566854932662842e-09,4.57186682378318e-06,3.014059055291103e-09,1.5975120006057225e-10,1.0227542701229175e-05,2.1442087563511528e-05,0.005651959167151419,1.3072387825790315e-05,0.0005825056896762513,1.000884075230078e-09,3.4356430562214633e-09,1.0977012506181797e-08,2.5354836021862912e-09,3.648850722303074e-05,0.0018240015452719556,4.194032418253241e-06,0.001269272724903663,3.393262048273725e-05,5.810147539949337e-09,9.423357322675736e-08,5.383883752085817e-10,5.512589156008308e-06,1.939769582225953e-08,1.426409140586382e-10,2.4444869818293572e-06,5.498538597690856e-12,6.05191983207203e-12,6.034042351445912e-13,3.369534722494247e-14,1.1955964276149127e-19
3.706529246851041e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.442915563288606,0.07863565616899815,0.007361596136546721,1.4516788639107885e-05,0.0004323315037490317,0.06342042483520631,0.030420953758848585,4.046743982364412e-05,2.938983900435012e-10,0.0018740551487007784,4.88475429409629e-11,0.0005450800257740196,2.756541764510754e-09,4.567633108603656e-06,3.015597690597098e-09,1.5978799611270936e-10,1.0220072897059249e-05,2.145454309716166e-05,0.005650574320861057,1.3006396301677425e-05,0.0005826619946096345,9.961268378973658e-10,3.4322195498689016e-09,1.0975781430865148e-08,2.5480585137547152e-09,3.665937493803398e-05,0.0018320197681967888,4.1955159470551506e-06,0.001270015712678979,3.3952331927719464e-05,5.8087957477604535e-09,9.426757278650443e-08,5.387326269596664e-10,5.508961869527749e-06,1.9401945616048243e-08,1.4266410192881013e-10,2.4458793036118624e-06,5.488021139418748e-12,6.055330886237948e-12,6.03322305115957e-13,3.369077258719514e-14,1.195970076493867e-19
3.709074019599938e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429079171478407,0.07861773828640997,0.0073558452756271025,1.4512894093814479e-05,0.0004324335368176903,0.06345858885639814,0.030432440483930203,4.044974958230424e-05,2.9438998866112713e-10,0.00187365151231779,4.8834137954587453e-11,0.0005451522009010069,2.7563983707533246e-09,4.56340297765411e-06,3.017135464430151e-09,1.5982471289987128e-10,1.0212608420819334e-05,2.1466992849828723e-05,0.005649189745264452,1.2940957744744823e-05,0.0005828182010359024,9.914088353057333e-10,3.428799649558438e-09,1.09745551837534e-08,2.560652728529931e-09,3.683042867759531e-05,0.001840042977020139,4.196998058569771e-06,0.0012707584810779976,3.3972034224025665e-05,5.807444384958215e-09,9.430153963292715e-08,5.390767265466934e-10,5.505336637096013e-06,1.9406188886704644e-08,1.426872320733397e-10,2.4472708769749126e-06,5.477582167262897e-12,6.0587401098827954e-12,6.03240303103783e-13,3.368619393020983e-14,1.1963430499126522e-19
3.7116187923488346e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429002653503175,0.07859982458652864,0.007350099082863729,1.4508999790140047e-05,0.00043253543355807405,0.06349674406296145,0.03044391745271879,4.043207142753491e-05,2.948818831165478e-10,0.0018732480239642176,4.8820746114869095e-11,0.0005452243409907105,2.7562553100906306e-09,4.559176429905008e-06,3.0186723777946634e-09,1.5986135063987957e-10,1.0205149267927792e-05,2.1479436825195403e-05,0.005647805440573304,1.287606546242154e-05,0.0005829743090577101,9.867295943562299e-10,3.4253833504253043e-09,1.0973333762584105e-08,2.573266237007781e-09,3.7001668215669084e-05,0.0018480711594545222,4.198478754680595e-06,0.0012715010301890554,3.3991727377466324e-05,5.806093450012476e-09,9.433547381395362e-08,5.394206740463311e-10,5.501713458414474e-06,1.94104256410675e-08,1.4271030455647328e-10,2.4486617024497823e-06,5.467220739736656e-12,6.062147504252638e-12,6.031582295017929e-13,3.368161127597803e-14,1.1967153489982525e-19
3.7141635650977313e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4428926079146314,0.07858191506820013,0.0073443575544838175,1.4505105735620527e-05,0.00043263719410241013,0.0635348904575869,0.030455384679203064,4.0414405316061736e-05,2.95374073149069e-10,0.0018728446830647198,4.880736735498924e-11,0.0005452964460805757,2.7561125806330862e-09,4.554953464309448e-06,3.0202084316850712e-09,1.59897909547595e-10,1.0197695433852605e-05,2.1491875026922337e-05,0.005646421406996298,1.2811712868671272e-05,0.000583130318777359,9.82088649472568e-10,3.421970647619142e-09,1.0972117165141009e-08,2.5858990297825995e-09,3.717309332796233e-05,0.001856104303314442,4.199958037255749e-06,0.0012722433600998195,3.4011411393839916e-05,5.804742941407797e-09,9.436937537708754e-08,5.397644695335377e-10,5.498092333184011e-06,1.941465588594007e-08,1.4273331944223052e-10,2.450051780565016e-06,5.456935930220185e-12,6.065553070585231e-12,6.030760846999752e-13,3.367702464627448e-14,1.197086974870472e-19
