Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),C2H4(47),CH3X(55),COX(50),CHOX(53),O(29),CO2X(24),acetyl(44),C2H4X(215),C2H6X(52),C2H4X(70),HOCO(73),CHO2(74),S(216)
5.182636877153612e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999742,0.11866996602993989,0.022821567693053917,2.5993180067753973e-90,8.649592347866974e-43,1.3378939195592083e-28,8.050721646458057e-66,5.705601097690362e-43,4.679860002472797e-102,4.574088035072807e-16,4.46636624194454e-84,4.57408803506817e-16,3.610968022297067e-57,2.4393094969336903e-56,7.482168589604791e-86,8.675557396801947e-87,4.819043182811847e-30,9.025089427696246e-67,2.4980350466953782e-14,7.396237789885012e-16,2.960962155839305e-18,4.0581222653326774e-30,1.502653515206425e-29,2.9609618469090135e-18,1.5433463280395548e-25,1.5046736267832485e-29,1.6074674417012246e-33,7.074450292417537e-57,7.019716449699062e-43,4.540247054616751e-41,2.0922469672704343e-58,1.3518805693693135e-29,1.3176802984465764e-79,5.781282883287719e-82,5.560786199863132e-24,2.5801422062681265e-81,3.275220666088403e-94,1.6918815519808822e-71,4.679213014042282e-56,7.286407271228648e-80,1.3372630048873076e-111,2.1703248867553764e-113,1.1219752594215066e-160
1.0365836167424658e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999485,0.11866996602991445,0.022821567693053546,6.796734153733728e-88,6.920331008838104e-42,5.352074126149172e-28,5.2622848167144336e-64,4.565058777799431e-42,1.223436680552427e-99,9.148672444322062e-16,2.859026024914654e-82,9.148672444303508e-16,5.778332565345786e-56,3.903462351382068e-55,9.780544404345025e-84,1.1340518887727868e-84,1.9277741573853416e-29,3.474957367792532e-65,4.9963411769447607e-14,1.4793278210022582e-15,5.922245940831934e-18,1.623380674068842e-29,6.011103220822233e-29,5.922244704950063e-18,6.17328558424154e-25,1.2037408120693119e-28,1.3139468862780447e-32,2.3124429694374647e-55,5.6163051759466025e-42,3.6325823694431852e-40,6.69560715257456e-57,5.407962339774824e-29,1.7224458962200798e-77,7.558785197247311e-80,1.1122185488247847e-23,3.373428064225071e-79,8.563410676096766e-92,1.0828750872003493e-69,7.487756406838062e-55,5.605074136218698e-78,6.993184423759031e-109,1.1350375799096695e-110,1.6385336496829886e-156
2.073223474796675e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452307276799897,0.11866996602986356,0.022821567693052807,1.8123668170289189e-85,5.536527790191067e-41,2.1409670698915317e-27,3.507639742250739e-62,3.652278195841751e-41,3.261259142098493e-97,1.8297841262820863e-15,1.829953196732112e-80,1.8297841262746647e-15,9.245959129284762e-55,6.245993304935544e-54,1.3036739778937425e-81,1.511606993397482e-82,7.711410409248742e-29,1.487363226600673e-63,9.992953437412099e-14,2.9587359050293637e-15,1.1844814439223612e-17,6.493784174427543e-29,2.404539105921988e-28,1.1844809495014035e-17,2.4689330945901416e-24,9.628585877220995e-28,1.0957587740526434e-31,7.709255531959874e-54,4.4932555068523144e-41,2.906267592835122e-39,2.1423656330099694e-55,2.1632729255308784e-28,2.2958925084732975e-75,1.0078597576920142e-77,2.22450129839579e-23,4.4980016317168785e-77,2.283110481668084e-89,6.929679596684663e-68,1.198122277462575e-53,4.7918793266770614e-76,3.7292763839072176e-106,6.0536327999764706e-108,2.2268954401705383e-152
4.1465031909050934e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767997941,0.11866996602976178,0.02282156769305133,5.009488175989296e-83,4.4293276151930136e-40,8.56444474328814e-27,2.423466186740838e-60,2.9219150283490206e-40,9.009374238119825e-95,3.659617889981963e-15,1.171226541221686e-78,3.659617889952277e-15,1.4794036232800358e-53,9.993951434638901e-53,1.8009666508001786e-79,2.0882166955619182e-80,3.0846269207693974e-28,7.160412889828389e-62,1.9986177958221048e-13,5.917552073081938e-15,2.3689955152156417e-17,2.597564312642595e-28,9.61835191923886e-28,2.368993537107059e-17,9.872082366442302e-24,7.700176530694254e-27,9.478730738738442e-31,2.664633453364602e-52,3.5946866313661154e-40,2.3251711868953663e-38,6.853314988378981e-54,8.653267476718103e-28,3.1716715982340773e-73,1.3930764051019602e-75,4.449078365114048e-23,6.217195863400859e-75,6.308952035804264e-87,4.433551703488055e-66,1.917060647614096e-52,4.607726328465e-74,2.061362354346992e-103,3.3470085933925254e-105,2.7952324538149124e-148
8.293062623121931e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679958826,0.11866996602955823,0.02282156769304837,1.4714922919024554e-80,3.543504545106052e-39,3.4261341806201005e-26,1.7792743892489342e-58,2.3375690109741054e-39,2.6441241090986298e-92,7.319285417382185e-15,7.496030642134276e-77,7.319285417263437e-15,2.3670859242936555e-52,1.599060977139747e-51,2.6433550995272094e-77,3.0649641266573406e-78,1.2338633198424283e-27,3.826157446043026e-60,3.997262699933606e-13,1.1835184409180543e-14,4.7380251462788305e-17,1.039034530769391e-27,3.847379752658948e-27,4.73801723069076e-17,3.9457956940863476e-23,6.155619122040514e-26,8.721777552004259e-30,9.790147300297675e-51,2.875778479380891e-39,1.8603219358005908e-37,2.1914923812040668e-52,3.4613419796944515e-27,4.65519660407536e-71,2.0464559856871996e-73,8.898278768855553e-23,9.133184730141854e-73,1.8523931624411576e-84,2.835461095122285e-64,3.067349038334636e-51,4.919121025235463e-72,1.2108010294634705e-100,1.9669328593199567e-102,3.314762311553244e-144
1.6586181487555605e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767991766,0.11866996602915114,0.02282156769304245,4.732842739519068e-78,2.8348210960529125e-38,1.370717230988132e-25,1.4302539927739459e-56,1.8700700027064658e-38,8.494271481535396e-90,1.4638620472184503e-14,4.797517445766798e-75,1.4638620471709508e-14,3.7873695688099566e-51,2.5585198425867064e-50,4.247155110875587e-75,4.924566401346499e-76,4.9354783826225164e-27,2.2045078467266285e-58,7.994552507955449e-13,2.3670449081351583e-14,9.476090378403926e-17,4.1561451510070054e-27,1.5389596064949946e-26,9.476058691355083e-17,1.5758697173881096e-22,4.917187645831312e-25,8.795458089863345e-29,3.939569990047054e-49,2.3006285069091097e-38,1.4885264878937491e-36,7.002556321143849e-51,1.3845436567304974e-26,7.479638244719297e-69,3.2920368812985156e-71,1.7796864657558514e-22,1.469213713925991e-70,5.954374595442155e-82,1.812071882999776e-62,4.9078000579461385e-50,5.664545784466193e-70,7.786888474018324e-98,1.2661588777479896e-99,3.908182787414433e-140
3.317241921642295e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679835325,0.11866996602833695,0.022821567693030616,1.7039841092860858e-75,2.2678646267212537e-37,5.484926656619429e-25,1.2869071560358884e-54,1.4960619173527857e-37,3.054119721937101e-87,2.927729058179663e-14,3.070429653261911e-73,2.927729057989664e-14,6.059816943819517e-50,4.093647270301337e-49,7.637873620242711e-73,8.856096099417993e-74,1.9741963737681316e-26,1.3299979570016039e-56,1.5989132123194514e-12,4.734097842558897e-14,1.8952244850655846e-16,1.6624509992210292e-26,6.155853104109022e-26,1.8952117906730947e-16,6.283927525805143e-22,3.922072142201205e-24,9.93263737007175e-28,1.7747442483453341e-47,1.8404955807675112e-37,1.1912391468449711e-35,2.2342726685451622e-49,5.538187292818682e-26,1.3451008430191605e-66,5.92818413739738e-69,3.55947767598442e-22,2.6457138946435353e-68,2.1423281964448464e-79,1.156365258804603e-60,7.85251335261056e-49,6.832165531392909e-68,5.605692168560248e-95,9.131166292520782e-97,4.831028187297864e-136
6.634489467415765e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767967066,0.11866996602670857,0.022821567693006944,6.861742477609539e-73,1.814296026688847e-36,2.195594349824414e-24,1.295161133018465e-52,1.1968518961124896e-36,1.228391640015497e-84,5.855463080105081e-14,1.9650808695611514e-71,5.855463079345085e-14,9.69572749443914e-49,6.54984068637392e-48,1.536461542166919e-70,1.781523274833516e-71,7.896795536981069e-26,8.218520638442377e-55,3.197829135045413e-12,9.468203711364504e-14,3.790465084067503e-16,6.649722141824038e-26,2.462343591058306e-25,3.7904141514146025e-16,2.498055562172196e-21,3.1191154284137604e-23,1.2540354291737436e-26,8.941270651021145e-46,1.4723783524208276e-36,9.536502616373257e-35,7.108078675589896e-48,2.215276599238587e-25,2.7058510241622355e-64,1.1939518550882622e-66,7.119356226393418e-22,5.328560062498221e-66,8.621715506278875e-77,7.358021804551668e-59,1.2564047916026056e-47,8.44183218922649e-66,4.5138913499136564e-92,7.377867444328391e-94,6.426924723003049e-132
1.3268984558962704e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679341337,0.1186699660234518,0.022821567692959604,3.0148648896632406e-70,1.451440511934431e-35,8.795128363079643e-24,1.422342389287358e-50,9.574824556241484e-36,5.392683811546111e-82,1.171093112396789e-13,1.2576536101804795e-69,1.1710931120927904e-13,1.5513179905954337e-47,1.0479725577980184e-46,3.3732652150566442e-68,3.9112916597171026e-69,3.158720223542511e-25,5.122468524803119e-53,6.395660979209934e-12,1.8936415448808234e-13,7.580985894279764e-16,2.6598183019702776e-25,9.84937437335417e-25,7.580780943942319e-16,9.870201986078815e-21,2.4661104191551264e-22,1.7258210434339248e-25,4.913757473298856e-44,1.1778710824495111e-35,7.6395540842407e-34,2.2483942699927423e-46,8.861102952620244e-25,5.940627173623325e-62,2.6234737109341502e-64,1.4240297847018548e-21,1.1708562291995917e-63,3.786533054545781e-74,4.6553352329883516e-57,2.010249772753735e-46,1.0522188741398527e-63,3.9664728249395825e-89,6.526400683594102e-91,9.129632524953446e-128
2.6537974742056582e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767868268,0.11866996601693827,0.022821567692864923,1.394827944532311e-67,1.1611570221592833e-34,3.527907294816758e-23,1.6449235831693638e-48,7.659863301393931e-35,2.4937679188431742e-79,2.342186721174141e-13,8.048988632227483e-68,2.3421867199581464e-13,2.4821099325015208e-46,1.676746991266112e-45,7.800487380720443e-66,9.044639634684155e-67,1.2634884914609085e-24,3.180848718000025e-51,1.2791324662389362e-11,3.7872838923025714e-13,1.5162192054861864e-15,1.0638698667032611e-24,3.939745999404435e-24,1.5161362816215826e-15,3.853728533436518e-20,1.92770883987734e-21,2.498337729613668e-24,2.8426697623870584e-42,9.42245262173011e-35,6.12766308704459e-33,7.032618817220529e-45,3.544435045352244e-24,1.3737344573325834e-59,6.069339724097454e-62,2.848691916749484e-21,2.7087953942254012e-61,1.7514164655923182e-71,2.912753195882485e-55,3.216401263885773e-45,1.3067176598298376e-61,3.670967858139771e-86,6.119582655910449e-88,1.3458983010410267e-123
5.3075955108244343e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727677365373,0.1186699660039112,0.022821567692675557,6.558923262087e-65,9.289324798586259e-34,1.4185402907004626e-22,1.9336706544170026e-46,6.127891946025546e-34,1.1724841333634372e-76,4.684373938747997e-13,5.1513539753637e-66,4.684373933884026e-13,3.9713764079999503e-45,2.682762005668238e-44,1.8338255557594404e-63,2.1263129330068038e-64,5.053954772280993e-24,1.940862964553936e-49,2.5582652008149777e-11,7.574568586878085e-13,3.032530746499122e-15,4.2550178758475296e-24,1.575894648377422e-23,3.0321919733932892e-15,1.4708579411272494e-19,1.4743772848182686e-20,3.672661307967491e-23,1.6710697320223628e-40,7.537132367339468e-34,4.9261650173749355e-32,2.152984854842779e-43,1.417768433567446e-23,3.2295168964363334e-57,1.4271318330964757e-59,5.6999114125331186e-21,6.369029845904711e-59,8.234989368650286e-69,1.7840598013926027e-53,5.146243140296552e-44,1.5946445396945981e-59,3.5458500861381905e-83,5.907556926337702e-85,1.9533724692504172e-118
1.0615191584061985e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727674730753,0.11866996597785708,0.02282156769229683,3.029651830137745e-62,7.431567525823208e-33,5.726160256199413e-22,2.2330631654994524e-44,4.9023138265741224e-33,5.416713417002775e-74,9.368748373972289e-13,3.296866281526919e-64,9.36874835451646e-13,6.35420137910153e-44,4.292313904265081e-43,4.2358468117666746e-61,4.911438014521902e-62,2.0215820720783037e-23,1.1411400996177588e-47,5.116530661727681e-11,1.5149137974957208e-12,6.065465812478927e-15,1.7016375847794987e-23,6.303547079764558e-23,6.064060645643501e-15,5.385527496184642e-19,1.0835294562437117e-19,5.2991476315889415e-22,9.647532745295317e-39,6.028377044424675e-33,3.9749584551380475e-31,6.337204096474419e-42,5.67102770611504e-23,7.459620958071184e-55,3.2959052457662397e-57,1.1409931330837717e-20,1.4709123412970895e-56,3.804015915836802e-66,1.0509518090613274e-51,8.233989330490258e-43,1.8752087733315917e-57,3.2799203419772002e-80,5.739164211725053e-82,2.6634976008104635e-114
2.1230383730537087e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072766946152,0.11866996592574883,0.022821567691539372,1.3254851839338312e-59,5.945425369080249e-32,2.3234587044926904e-21,2.442754748623085e-42,3.9218507657225824e-32,2.371012371271157e-71,1.8737497244726914e-12,2.1099934875992113e-62,1.873749716690404e-12,1.0166717391061295e-42,6.867364291301458e-42,9.269481366059332e-59,1.0747869431904238e-59,8.086328629654262e-23,6.284850181138212e-46,1.0233061550595576e-10,3.029827674682802e-12,1.2132768289701256e-14,6.803594809522411e-23,2.521393320694292e-22,1.2126827300455483e-14,1.8382283982415038e-18,7.440419701050866e-19,7.235278942309621e-21,5.27416584478753e-37,4.820576071171156e-32,3.2235003883639505e-30,1.7447145586986257e-40,2.2683739903553527e-22,1.6323974197216955e-52,7.208411354496829e-55,2.2860294874266692e-20,3.2172616305910796e-54,1.664569987123943e-63,5.793673736900088e-50,1.3174381290879748e-41,2.065568092297367e-55,2.8771741372293635e-77,5.514415163188966e-79,3.212880944483225e-110
