Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),H2(190),C2H6(343),C4H6(54),C4H5X(365),C4H7X(141),C4H7X(140),C4H7X(142),C4H5X(366),C4H7X(143),C6H9X(424),C6H9X(546),C6H9(574),C6H9X(642),SX(952),SX(982),C5H7X(950),C3H6(75),SX(1099),C3H5X(138),C3H5X(144),C6H9X(949),SX(983),SX(1351),S(1390),S(1079),SX(1821),SX(1816),SX(1818),SX(1820),SX(1819),SX(1823),SX(1822),SX(1058),SX(1057),SX(1056),SX(2706),C4H6a(364),S(1764),SX(3150),SX(3147),SX(2708),SX(4496),S(4575),SX(4700),SX(1454)
0.016975634232623923,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279229511502,0.66999990716090752,2.8572284252151567e-09,0.0,2.7783961549521297e-16,1.710420831914209e-29,6.7957239117092051e-27,0.0,2.8910295481597318e-27,2.9184419717252158e-26,0.0,9.1428307531399127e-10,3.2555985922249105e-08,4.3043546711389421e-08,6.4333376300053547e-11,2.7178527158710115e-08,6.9798591422495967e-11,8.8803628414279111e-16,2.01373381301784e-15,5.2659189262703688e-16,2.099494646808581e-16,2.3912263856300538e-17,2.7107789679428503e-16,3.55147033074425e-13,3.0508749571760459e-18,2.1116082608172553e-12,1.348570546325926e-17,1.7176952062178691e-16,5.2762034277106686e-14,5.4623156370698637e-14,3.2933359965679347e-20,1.5532648802782762e-19,3.6942694251970102e-22,5.5198985488108986e-15,2.3020627192043294e-19,6.68483142964948e-16,1.1203118820475932e-20,2.036639162418454e-16,1.2384115946223842e-18,2.0597830876846539e-18,1.6394918295641768e-17,3.7512189253929221e-23,3.7512192524907174e-23,2.2323857423199208e-24,2.2323857467149171e-24,9.5096215949564038e-16,1.5962199121190824e-18,8.4426164855636273e-20,1.7142167188951664e-21,1.0553963316605465e-14,1.5756149765049343e-23,7.4734397786399953e-19,3.0540407460755378e-18,4.1409903353502218e-21,4.3483565701367753e-18,3.6737970688328639e-23,8.4304709009358693e-18,1.3633346144879035e-22
0.01712334075147961,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279234794687,0.66999990679850219,2.8793462608993892e-09,0.0,2.7783976714283266e-16,1.7133031375632116e-29,6.8421808479843717e-27,0.0,2.9359627628675133e-27,2.9637557573338755e-26,0.0,9.1582377417944036e-10,3.2501216663039852e-08,4.3201106537587861e-08,6.4955573586868267e-11,2.7364269102311084e-08,7.0157379772346512e-11,8.8505922797024351e-16,2.0258940888539708e-15,5.2977549861830778e-16,2.1102867582217587e-16,2.405682974474739e-17,2.7247152245075707e-16,3.5730832639500629e-13,3.0701972437016596e-18,2.1457628459633695e-12,1.3703920927061889e-17,1.7455170319244846e-16,5.4139151337992843e-14,5.6067503796913985e-14,3.3747316056236721e-20,1.5916543951148831e-19,3.7855742007947898e-22,5.6132941229795523e-15,2.3621875319081177e-19,6.9121663474957663e-16,1.1584109918617879e-20,2.1235980679639642e-16,1.2891160547315818e-18,2.144117133079466e-18,1.706619150286473e-17,3.9048055499628593e-23,3.90480588582218e-23,2.3237865847313715e-24,2.3237865892445553e-24,9.8513143894757912e-16,1.637901714424117e-18,8.6629787370637201e-20,1.7758115478133947e-21,1.0630077754877962e-14,1.6415211801303436e-23,7.8029561520310427e-19,3.2132598568495222e-18,4.2897917707680723e-21,4.5183886794129961e-18,3.8177633410649493e-23,8.8478228609870711e-18,1.4073268355243954e-22
0.017256276618449726,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279239515189,0.66999990647311591,2.8992205843439464e-09,0.0,2.7783990356783448e-16,1.715886970357651e-29,6.8838592993928404e-27,0.0,2.9766337699185193e-27,3.0047709666718921e-26,0.0,9.1720492827631229e-10,3.245227537991316e-08,4.3342553217686316e-08,6.5516445110815157e-11,2.7530905028522289e-08,7.0478317898340198e-11,8.8240316489886293e-16,2.0367933208387874e-15,5.3262894928460653e-16,2.1199403604496596e-16,2.4186403452009893e-17,2.7371812810295906e-16,3.5924226118160419e-13,3.0874987521034076e-18,2.1766583039191215e-12,1.3901314176458722e-17,1.7706842487357791e-16,5.5396961984166237e-14,5.7387307848834284e-14,3.4489698915865629e-20,1.6266682244581778e-19,3.8688503150417377e-22,5.6978045988504738e-15,2.4171045086657463e-19,7.1213048958963299e-16,1.1934605684112329e-20,2.2042459735299962e-16,1.336057939923378e-18,2.2221930884490098e-18,1.768765256877536e-17,4.0469951246846013e-23,4.0469954685416676e-23,2.40840493562206e-24,2.4084049402431458e-24,1.0166317395581026e-15,1.6759726992846239e-18,8.8642500031473856e-20,1.8325951941129794e-21,1.0698355839652214e-14,1.7025824284076127e-23,8.1087731254275734e-19,3.3621961186532487e-18,4.4269704937752568e-21,4.6755219780807451e-18,3.950821530987971e-23,9.2372756825159618e-18,1.4477244779660491e-22
0.017389212485419844,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279244203511,0.66999990614846239,2.9190650588613899e-09,0.0,2.7784003993883428e-16,1.7184611809102538e-29,6.9254130202348751e-27,0.0,3.0175228444629629e-27,3.0460058373650691e-26,0.0,9.1858093892964183e-10,3.2403662701002907e-08,4.3483663852706932e-08,6.6078160271574049e-11,2.7697041414180254e-08,7.0797410466614633e-11,8.7976886447696353e-16,2.0476503491378389e-15,5.354713422203609e-16,2.1295384495490212e-16,2.4315475033502061e-17,2.7495756506673091e-16,3.6116569441227895e-13,3.1047174751660583e-18,2.2077007008610134e-12,1.4099646716953973e-17,1.7959713740602571e-16,5.667228269248058e-14,5.8726050080531298e-14,3.5241411403598349e-20,1.6621220796139103e-19,3.9531729717176359e-22,5.7827421566038104e-15,2.4727870141827295e-19,7.3347906878892112e-16,1.2292387008449435e-20,2.28719805194514e-16,1.3842609452232831e-18,2.3023665998681038e-18,1.8325809872856681e-17,4.1930047007184906e-23,4.1930050526800974e-23,2.4952966050239024e-24,2.4952966097543444e-24,1.0488505786758741e-15,1.7145739386119181e-18,9.0683232536355501e-20,1.8906741235663731e-21,1.0766422722953121e-14,1.7653280492774727e-23,8.4235289999997962e-19,3.5166273933713993e-18,4.5672785639243421e-21,4.8366055627879468e-18,4.0872377498187407e-23,9.6401785762043666e-18,1.4888914234313894e-22
0.017522148352389962,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279248860014,0.66999990582453628,2.9388798843855341e-09,0.0,2.7784017625654529e-16,1.721025848104633e-29,6.9668430300652083e-27,0.0,3.0586291442577048e-27,3.0874595216793522e-26,0.0,9.199518483055935e-10,3.2355374860397944e-08,4.3624440654856321e-08,6.6640715934556057e-11,2.7862682342559629e-08,7.1114678258255209e-11,8.7715604385351616e-16,2.0584655898932376e-15,5.3830278652605949e-16,2.1390816506011477e-16,2.4444049443421352e-17,2.7618991407077113e-16,3.6307875548525788e-13,3.1218544578344222e-18,2.2388889275243987e-12,1.4298911456451784e-17,1.8213775021468699e-16,5.7965183529532634e-14,6.0083820167212121e-14,3.6002476307881503e-20,1.6980170353688921e-19,4.0385447270956211e-22,5.8681035026803689e-15,2.5292381321852763e-19,7.5526708526081909e-16,1.2657532875533018e-20,2.3724978937257913e-16,1.4337464947598179e-18,2.3846733010266896e-18,1.8980947061320199e-17,4.3428991728806109e-23,4.342899533053242e-23,2.5845002124461071e-24,2.5845002172873585e-24,1.08179758777543e-15,1.7537075558173359e-18,9.2752097011274361e-20,1.9500656987488738e-21,1.0834280183916798e-14,1.8297877343792596e-23,8.7473925151494223e-19,3.6767036191497226e-18,4.7107579312387897e-21,5.0016993976306686e-18,4.2270634360525044e-23,1.0056866678075562e-17,1.5308343907618182e-22
0.01765508421936008,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279253485081,0.66999990550133315,2.9586652585641026e-09,0.0,2.7784031252167907e-16,1.7235810495785519e-29,7.0081503352153831e-27,0.0,3.0999518353713226e-27,3.1291311802414672e-26,0.0,9.2131769790440696e-10,3.2307408150673308e-08,4.3764885812460167e-08,6.7204108990666234e-11,2.802783184396023e-08,7.1430141739825083e-11,8.7456442501667548e-16,2.0692394538002796e-15,5.4112338987281677e-16,2.1485705792262483e-16,2.4572131571056234e-17,2.7741525461032933e-16,3.649815715525257e-13,3.1389107266896607e-18,2.2702218875780404e-12,1.4499101385564495e-17,1.8469017378131412e-16,5.9275733812224055e-14,6.1460707108171766e-14,3.6772916118754169e-20,1.7343541524567235e-19,4.1249681039750315e-22,5.9538853829668201e-15,2.5864609137172544e-19,7.7749924770177953e-16,1.3030122198595432e-20,2.4601894630566079e-16,1.4845361480919341e-18,2.4691490508635943e-18,1.9653349570043893e-17,4.4967438462274417e-23,4.496744214718093e-23,2.6760546215369356e-24,2.6760546264904548e-24,1.1154824288479849e-15,1.7933756515910981e-18,9.4849204382499652e-20,2.010787337249509e-21,1.0901929977905438e-14,1.8959913782686312e-23,9.0805336798313564e-19,3.842577329022789e-18,4.8574506786797534e-21,5.1708637041350726e-18,4.3703502616916374e-23,1.0487680136356801e-17,1.5735600715577249e-22
0.017788020086330198,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279258079067,0.66999990517884833,2.9784213767936669e-09,0.0,2.7784044873493849e-16,1.726126861907185e-29,7.049335929017542e-27,0.0,3.1414900920559401e-27,3.1710199819100416e-26,0.0,9.2267852865836912e-10,3.2259758923670729e-08,4.3905001491209029e-08,6.7768336356046464e-11,2.8192493896615219e-08,7.1743821060974021e-11,8.7199373475609625e-16,2.0799723457414e-15,5.4393325840693894e-16,2.1580058415122136e-16,2.4699726236455196e-17,2.7863366496972755e-16,3.6687426756411504e-13,3.1558872903128083e-18,2.3016984974094675e-12,1.4700209576239806e-17,1.8725431962696525e-16,6.0604002116390634e-14,6.2856799234562652e-14,3.7552752998451779e-20,1.7711344761534334e-19,4.2124455883841138e-22,6.040084582125854e-15,2.6444583775145683e-19,8.001802603741923e-16,1.3410233816558849e-20,2.5503170963444443e-16,1.5366515962852743e-18,2.5558299270523206e-18,2.0343304578953169e-17,4.6546044241431904e-23,4.6546048010585973e-23,2.769998932992116e-24,2.7699989380593603e-24,1.1499147939276388e-15,1.8335803041639031e-18,9.6974664390386805e-20,2.0728565108169081e-21,1.0969373836931928e-14,1.9639690741620039e-23,9.4231237606875198e-19,4.0144036670320474e-18,5.007399020082214e-21,5.3441589578070238e-18,4.5171501294245159e-23,1.0932964131281199e-17,1.6170751288113798e-22
0.017920955953300316,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279262642328,0.66999990485707706,2.9981484322559001e-09,0.0,2.7784058489700715e-16,1.7286633608615491e-29,7.0904007920339842e-27,0.0,3.1832430966208871e-27,3.213125103648571e-26,0.0,9.2403438106987275e-10,3.2212423590589266e-08,4.4044789835046899e-08,6.8333394971785645e-11,2.8356672427639415e-08,7.2055736030405481e-11,8.6944370479997959e-16,2.0906646640355236e-15,5.4673249655324193e-16,2.1673880332913414e-16,2.4826838181494157e-17,2.7984522209383349e-16,3.6875696631303615e-13,3.1727851396536941e-18,2.3333176859116107e-12,1.4902229180396154e-17,1.8983010029456251e-16,6.1950056285391366e-14,6.4272184217125077e-14,3.8342008735850031e-20,1.8083590341249612e-19,4.3009796244698283e-22,6.1266979229323075e-15,2.703233510377812e-19,8.2331482289076943e-16,1.379794649042125e-20,2.6429255008793653e-16,1.5901146579652759e-18,2.644752219427041e-18,2.1051100954905196e-17,4.8165469964058391e-23,4.8165473818531068e-23,2.8663724774546889e-24,2.8663724826371195e-24,1.1851044046183594e-15,1.8743235695672984e-18,9.9128585603122293e-20,2.1362907445065886e-21,1.1036613470079536e-14,2.0337511096175259e-23,9.7753352699137181e-19,4.1923404042815659e-18,5.1606452980944812e-21,5.5216458846888148e-18,4.6675151698100076e-23,1.1393068894804196e-17,1.6613861934000761e-22
0.018053891820270434,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279267175197,0.66999990453601455,3.0178466159538842e-09,0.0,2.7784072100856361e-16,1.7311906210998748e-29,7.1313458922855802e-27,0.0,3.2252100393147709e-27,3.2554457304068672e-26,0.0,9.2538529504649518e-10,3.2165398619572756e-08,4.4184252965988833e-08,6.8899281803578611e-11,2.8520371313909447e-08,7.2365906156559835e-11,8.6691407149137169e-16,2.1013168016096776e-15,5.4952120732203296e-16,2.1767177413643924e-16,2.4953472083817676e-17,2.8105000176213866e-16,3.7062978848392486e-13,3.1896052484311125e-18,2.3650783942721339e-12,1.5105153428575266e-17,1.9241742933166602e-16,6.3313963438614296e-14,6.5706949073839304e-14,3.914070482593469e-20,1.8460288401672416e-19,4.3905726234123974e-22,6.2137222656183193e-15,2.7627892675413329e-19,8.4690763000231138e-16,1.4193338899699785e-20,2.7380597522740172e-16,1.6449472824909403e-18,2.7359524352672524e-18,2.1777029296716681e-17,4.9826380487874143e-23,4.9826384428734659e-23,2.9652148212268701e-24,2.9652148265259479e-24,1.2210610116239954e-15,1.9156074818915306e-18,1.0131107543033572e-19,2.2011076158336864e-21,1.1103650563915543e-14,2.1053679689168899e-23,1.0137341954322387e-18,4.3765479550086066e-18,5.3172319821309272e-21,5.7033854579393473e-18,4.8214977384809958e-23,1.1868349730138914e-17,1.7064998685329867e-22
0.018186827687240552,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279271678034,0.66999990421565625,3.0375161167467447e-09,0.0,2.7784085707027279e-16,1.7337087164542439e-29,7.1721721854708547e-27,0.0,3.2673901182111014e-27,3.2979810550060787e-26,0.0,9.2673131005421415e-10,3.2118680533628383e-08,4.4323392983879073e-08,6.9465993841398426e-11,2.8683594382964649e-08,7.2674350630709097e-11,8.6440457572917102e-16,2.1119291453995582e-15,5.5229949215214095e-16,2.1859955429917503e-16,2.5079632549709568e-17,2.822480785272174e-16,3.7249285270055764e-13,3.2063485735236924e-18,2.3969795757681563e-12,1.5308975628629083e-17,1.9501622127368538e-16,6.4695789979818002e-14,6.7161180177426105e-14,3.9948862427861309e-20,1.8841448922488278e-19,4.48122695872048e-22,6.3011545072342578e-15,2.8231285730351649e-19,8.7096337139190892e-16,1.4596489638981911e-20,2.8357652931251171e-16,1.7011715457045026e-18,2.8294672922250253e-18,2.2521381877205139e-17,5.1529444501867812e-23,5.1529448530188458e-23,3.0665657586136465e-24,3.0665657640308344e-24,1.2577943942851947e-15,1.9574340535384066e-18,1.0352224013644858e-19,2.2673247539381495e-21,1.1170486782895254e-14,2.1788503285660698e-23,1.0509318784860302e-18,4.5671893924828011e-18,5.4772016663547652e-21,5.8894388944662719e-18,4.9791504133901857e-23,1.2359167030936722e-17,1.7524227266875805e-22
0.01831976355421067,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279276151156,0.66999990389599762,3.0571571213826744e-09,0.0,2.7784099308278718e-16,1.7362177199195894e-29,7.2128806151758297e-27,0.0,3.3097825390923301e-27,3.3407302780221002e-26,0.0,9.280724651115115e-10,3.2072265909920147e-08,4.4462211966892876e-08,7.0033528099216912e-11,2.8846345413842944e-08,7.2981088337679396e-11,8.6191496284932835e-16,2.1225020765490464e-15,5.5506745096337501e-16,2.1952220062162601e-16,2.5205324116476394e-17,2.8343952574639649e-16,3.7434627556871336e-13,3.2230160553219879e-18,2.4290201955666562e-12,1.5513689164443123e-17,1.9762639162755975e-16,6.6095601605299278e-14,6.8634963262686557e-14,4.0766502378140278e-20,1.9227081731102411e-19,4.5729449677104118e-22,6.3889915810265205e-15,2.8842543200394545e-19,8.9548673147540584e-16,1.5007477214581152e-20,2.9360879311225366e-16,1.7588096489895028e-18,2.9253337167606268e-18,2.3284452631818508e-17,5.3275334497718954e-23,5.3275338614570123e-23,3.1704653102212691e-24,3.1704653157580304e-24,1.2953143601236279e-15,1.9998052754688963e-18,1.0576218485374518e-19,2.3349598387630912e-21,1.1237123769755269e-14,2.2542290558396771e-23,1.0891441945563168e-18,4.7644304646204593e-18,5.6405970676926857e-21,6.0798676516131025e-18,5.1405259921006453e-23,1.2865886300091991e-17,1.7991613102598687e-22
0.018452699421180788,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279280594912,0.66999990357703443,3.0767698145314481e-09,0.0,2.7784112904675018e-16,1.7387177035315139e-29,7.253472113079981e-27,0.0,3.3523865153356256e-27,3.3836926076707188e-26,0.0,9.2940879872407662e-10,3.2026151379153795e-08,4.4600711972098984e-08,7.0601881614731021e-11,2.9008628137898147e-08,7.3286137869196721e-11,8.5944498256577563e-16,2.1330359708047568e-15,5.5782518225969642e-16,2.2043976902643883e-16,2.5330551257131231e-17,2.8462441564041456e-16,3.7619017171779114e-13,3.2396086180702698e-18,2.4611992305291252e-12,1.5719287494687134e-17,2.0024785685578812e-16,6.7513463311927588e-14,7.0128383433717954e-14,4.1593645209457732e-20,1.9617196511706899e-19,4.6657289536172501e-22,6.4772304558289805e-15,2.9461693712330863e-19,9.2048238920670144e-16,1.5426380041274242e-20,3.039073837082852e-16,1.8178839189289214e-18,3.0235888435718047e-18,2.4066537153101763e-17,5.5064726759484325e-23,5.5064730965939596e-23,3.2769537223443035e-24,3.276953728002104e-24,1.3336307443916567e-15,2.042723117446678e-18,1.0803101359523014e-19,2.4040306002429679e-21,1.1303563145896827e-14,2.331535207873188e-23,1.1283888822342961e-18,4.9684396094035102e-18,5.8074610238731879e-21,6.2747334238875737e-18,5.3056774891098445e-23,1.3388878168253318e-17,1.8467221319409067e-22
0.01871857115512102,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.273322792893956,0.66999990294117573,3.1159109948483102e-09,0.0,2.7784140083153753e-16,1.7436908951696643e-29,7.3343079818869636e-27,0.0,3.4382260247345163e-27,3.47025345726866e-26,0.0,9.3206715340989428e-10,3.193480938016625e-08,4.4876763173164212e-08,7.1741034686519743e-11,2.9331803357436394e-08,7.3891245310721768e-11,8.5456293994200096e-16,2.1539881240174793e-15,5.6331034908360446e-16,2.2225989137601137e-16,2.557962982340157e-17,2.8697480665530853e-16,3.7984983274526976e-13,3.2725726047242197e-18,2.5259685107255642e-12,1.613311273978022e-17,2.0552434246997388e-16,7.0403593506111635e-14,7.3174472338274949e-14,4.3276520096100242e-20,2.0410909994440445e-19,4.8545038952688185e-22,6.6549016581953898e-15,3.0723786864435255e-19,9.7190928499135978e-16,1.6288244630474069e-20,3.2532219414349144e-16,1.940430879037291e-18,3.2274147639447273e-18,2.5688937995943676e-17,5.8776741813303301e-23,5.87767462021832e-23,3.4978592199976612e-24,3.4978592259019401e-24,1.4126922452200021e-15,2.1302064360415432e-18,1.1265573368183066e-19,2.546550318067849e-21,1.1435855447177208e-14,2.4920549494020732e-23,1.2100469211425216e-18,5.3974494103447532e-18,6.15176654410047e-21,6.6780239583663882e-18,5.6475213648945298e-23,1.4485187971644907e-17,1.9443363891894216e-22
0.01895785571566723,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279297218981,0.66999990237123652,3.1510430430359905e-09,0.0,2.7784164527802953e-16,1.7481366250932128e-29,7.4066694670198105e-27,0.0,3.5161973627603875e-27,3.5488792559439273e-26,0.0,9.3444356032063844e-10,3.1853595156407236e-08,4.5124138563603069e-08,7.2769045070253764e-11,2.9621095931010508e-08,7.4430249058436682e-11,8.5023382048620043e-16,2.1727152141654179e-15,5.6821298018744535e-16,2.2388117827613903e-16,2.5802255746306299e-17,2.8906843410592661e-16,3.831120572558702e-13,3.3019929230599478e-18,2.5847242113745407e-12,1.6508517322989462e-17,2.103109889614079e-16,7.3067079964157953e-14,7.5983952285791751e-14,4.4823807078511778e-20,2.1140674675459479e-19,5.0280693884830211e-22,6.8161501989074893e-15,3.1886945964032038e-19,1.0198555699544914e-15,1.7091777591194218e-20,3.4555341696535858e-16,2.0558613162268359e-18,3.4194041522408833e-18,2.7217124361632445e-17,6.2273193405407358e-23,6.2273197962139633e-23,3.7059363333499816e-24,3.7059363394811096e-24,1.4866705663577872e-15,2.2108301984187652e-18,1.1691778610848797e-19,2.6799069402882532e-21,1.1554258531838715e-14,2.6434298853245015e-23,1.2872502426584175e-18,5.8084504238831978e-18,6.4739361230969987e-21,7.0567836925692458e-18,5.9686306837455657e-23,1.5531342877450051e-17,2.0350659917371126e-22
0.01919714027621344,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279304952112,0.66999990180348212,3.1860861423618731e-09,0.0,2.7784188957673145e-16,1.752554212486026e-29,7.4786660595546643e-27,0.0,3.5948422422426078e-27,3.6281835439248483e-26,0.0,9.3680492400945373e-10,3.1773303167581349e-08,4.5370511519842916e-08,7.3799664833473705e-11,2.9908927125992584e-08,7.4964059251174688e-11,8.4596460832269407e-16,2.1913214238703926e-15,5.7308394194305485e-16,2.2548684331395977e-16,2.6023443580642442e-17,2.9114188847334938e-16,3.8634511193113972e-13,3.3311841752886858e-18,2.643912979930836e-12,1.6886690200295642e-17,2.1513297371959517e-16,7.5790028373534644e-14,7.8858351843539484e-14,4.6402188935582087e-20,2.1885105052378515e-19,5.2051229205856781e-22,6.9786549989051405e-15,3.3076110140352535e-19,1.0694045970919638e-15,1.7922170958937238e-20,3.6672098422369322e-16,2.1762977122129229e-18,3.6197196954794633e-18,2.8811585948970516e-17,6.5921278197132047e-23,6.5921282925198971e-23,3.9230372801411698e-24,3.9230372865039077e-24,1.5633834618872552e-15,2.2932546996833185e-18,1.2127499054641054e-19,2.8181930916650514e-21,1.1672045637507207e-14,2.8015411403682541e-23,1.3680796966493627e-18,6.2441240902398254e-18,6.8080153504089347e-21,7.4508893302026073e-18,6.3028080977208064e-23,1.663622132081711e-17,2.128559550237591e-22
0.01943642483675965,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279312596763,0.66999990123788766,3.2210412987985477e-09,0.0,2.7784213373101996e-16,1.7569440476766518e-29,7.5503027884521197e-27,0.0,3.6741563361060677e-27,3.7081619655920585e-26,0.0,9.3915145312135328e-10,3.1693915559585198e-08,4.5615893308910466e-08,7.483287752090443e-11,3.0195317083450022e-08,7.5492774297835777e-11,8.4175398987931226e-16,2.2098087559311605e-15,5.779237593708038e-16,2.2707718249680171e-16,2.6243217167311634e-17,2.9319555202914132e-16,3.8954959914859019e-13,3.3601512115067332e-18,2.7035292479127849e-12,1.7267595770720488e-17,2.1998984211089279e-16,7.8572793521859101e-14,8.1798145444691471e-14,4.8011774757912164e-20,2.2644252577161691e-19,5.3856767287142842e-22,7.1423995913361761e-15,3.4291435756998554e-19,1.1205834325162398e-15,1.8779878335776206e-20,3.8885311189992266e-16,2.3018746108552301e-18,3.8285851738123627e-18,3.0474104053953259e-17,6.9725071593274639e-23,6.9725076496148717e-23,4.149404591506654e-24,4.1494045981057624e-24,1.6428892360998225e-15,2.3774906918370256e-18,1.2572791475405712e-19,2.9615138769494866e-21,1.1789225496390229e-14,2.9665764513871337e-23,1.4526429373835903e-18,6.7055519847356935e-18,7.1542581727708971e-21,7.8607088312451483e-18,6.6503702895123193e-23,1.7802172574249808e-17,2.2248539524573735e-22
0.019675709397305858,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279320154623,0.66999990067442938,3.2559094989186707e-09,0.0,2.7784237774417682e-16,1.7613065126453206e-29,7.6215845728347899e-27,0.0,3.7541353887145138e-27,3.7888102371941258e-26,0.0,9.4148335183887045e-10,3.1615414960198073e-08,4.5860294997034716e-08,7.5868666904604819e-11,3.0480285504586725e-08,7.6016489935970136e-11,8.3760069053638717e-16,2.2281791629448509e-15,5.8273294432397023e-16,2.2865248379671711e-16,2.6461599749302689e-17,2.9522979666826017e-16,3.9272610363281943e-13,3.388898737735529e-18,2.7635675553177651e-12,1.765119912697196e-17,2.248811483647519e-16,8.1415723454319954e-14,8.4803801439157534e-14,4.9652670768145637e-20,2.3418167349363813e-19,5.5697427282956181e-22,7.3073678385047613e-15,3.5533076236015641e-19,1.1734190710022795e-15,1.9665352128237264e-20,4.1197838256598983e-16,2.4327277646609361e-18,4.0462263776772423e-18,3.2206475973205241e-17,7.3688685609255189e-23,7.3688690690415931e-23,4.3852829773154451e-24,4.385282984155693e-24,1.7252464501623849e-15,2.4635487225454354e-18,1.302771157001222e-19,3.1099748639739948e-21,1.190580664459457e-14,3.1387254050159868e-23,1.5410487950652903e-18,7.1938450972451231e-18,7.5129196559385992e-21,8.2866123971885266e-18,7.0116360160703629e-23,1.9031601123058533e-17,2.3239857679682793e-22
0.019914993957852067,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279327627357,0.66999990011308319,3.2906917104163803e-09,0.0,2.7784262161939197e-16,1.7656419813047408e-29,7.692516225231518e-27,0.0,3.8347752140716938e-27,3.8701241450387999e-26,0.0,9.4380082003214767e-10,3.1537784463089547e-08,4.6103727454708001e-08,7.6907016979227103e-11,3.0763851663734891e-08,7.6535299324501425e-11,8.3350347319327591e-16,2.2464345488719294e-15,5.8751199589967495e-16,2.3021302742943013e-16,2.6678613990354276e-17,2.9724498426605965e-16,3.958751931078879e-13,3.4174313212793492e-18,2.8240225475517956e-12,1.8037466035806157e-17,2.2980645532268659e-16,8.4319159605778691e-14,8.7875782211688832e-14,5.1324980403686493e-20,2.4206898154827121e-19,5.7573325223248267e-22,7.4735439223341854e-15,3.6801182115233045e-19,1.227938433037565e-15,2.0579043497860893e-20,4.3612574189413735e-16,2.568994111482175e-18,4.2728710690426504e-18,3.4010514696937959e-17,7.7816268165214737e-23,7.7816273428146261e-23,4.63091928415975e-24,4.6309192912459025e-24,1.810513914432499e-15,2.5514391391421985e-18,1.3492313977493792e-19,3.2636820697985334e-21,1.2021797428085293e-14,3.3181794055778134e-23,1.6334072560325338e-18,7.7101440961940243e-18,7.8842559512135466e-21,8.7289724154583922e-18,7.3869260631089313e-23,2.0326966969859072e-17,2.4259912481674972e-22
0.020154278518398277,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279335016596,0.66999989955382588,3.3253888826119876e-09,0.0,2.7784286535975604e-16,1.7699508200809515e-29,7.7631024547067356e-27,0.0,3.9160716940838232e-27,3.9520995437459097e-26,0.0,9.4610405356942653e-10,3.1461007611955462e-08,4.6346201361249459e-08,7.7947911957377383e-11,3.1046034420908614e-08,7.7049293107695239e-11,8.2946113693599538e-16,2.2645767697283573e-15,5.9226140062127473e-16,2.3175908604677993e-16,2.6894281983239041e-17,2.992414669308401e-16,3.9899741892291002e-13,3.4457533958625456e-18,2.8848889724709341e-12,1.8426362919104142e-17,2.3476533419638973e-16,8.7283436929247735e-14,9.1014544296636475e-14,5.3028804343381024e-20,2.501049247811304e-19,5.9484574043586303e-22,7.6409123351836296e-15,3.8095901104034383e-19,1.2841683620031141e-15,2.1521402313958524e-20,4.6132449522008475e-16,2.7108117479949828e-18,4.5087489373016901e-18,3.5888048560124344e-17,8.2112002282578095e-23,8.2112007730750449e-23,4.8865624475402046e-24,4.8865624548770276e-24,1.8987506809296377e-15,2.6411720925235901e-18,1.3966652299607707e-19,3.4227419471382699e-21,1.2137206008415905e-14,3.5051316400929599e-23,1.7298294431412019e-18,8.2556195870274662e-18,8.268524262647613e-21,9.1881634050127533e-18,7.7765632005669099e-23,2.1690785930363839e-17,2.5309063233870924e-22
