Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),H2(190),C4H7X(141),C4H7(69),C4H7X(140),C4H7(68),C4H7X(145),C4H7(373),C2H6(343),C2H5(67),C4H6(54),C4H5X(694),C4H7X(654),C4H7X(146),SX(161),C6H11(102),SX(159),C6H11(100),S(1071),S(1081),SX(1036),C6H11(87),SX(155),SX(152),C6H11(84),C4H7X(142),C4H7X(143),C4H6a(693),C6H10(698),C4H5X(695)
0.9555390262248161,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228257813699,0.66999999956478429,1.1508807116107053e-10,7.009467889276448e-11,2.7782055860782123e-16,3.1542840745220627e-30,4.0781169511357671e-14,9.2678092337561387e-14,7.8089459599415204e-30,2.6279257705613039e-25,1.0503479871123647e-27,5.8958048274988168e-13,5.5717225585602731e-11,2.6119715407642609e-11,2.4349970044015724e-16,3.8841158746409217e-18,2.9033163474995582e-16,3.5726471922123559e-18,3.7221581513162195e-14,1.3796396766693207e-21,3.8611726091382488e-12,8.4626479294533522e-22,2.3980287014137442e-12,1.0539845934593272e-17,8.648760372410637e-20,2.3060743776123485e-19,3.5309494730042115e-19,5.6279291085498542e-21,1.0337097420141685e-17,1.6431869396058211e-19,2.3547201397916739e-24,6.7002288403518871e-21,4.2093365242091524e-19,2.6110906016862329e-21,1.2061939586702191e-19,3.5260909950257804e-18,5.6008068266453562e-20,3.7191352248027919e-20,1.6484144175281862e-21,9.6414242907510875e-19,2.6979068138279267e-16,3.1703171136953122e-23
0.9811356975931946,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282578095285,0.66999999955091705,1.1892239639726856e-10,7.2835368877560079e-11,2.7782055658201089e-16,3.1333817921004599e-30,4.2274899548789934e-14,9.707800599475099e-14,8.3550506524301512e-30,2.7416065572922354e-25,1.1154888581817457e-27,5.8516149146755651e-13,5.6137986095256e-11,2.6367403136252281e-11,2.4552760841021873e-16,3.9164634694675986e-18,2.9449077205972e-16,3.6282024593688563e-18,3.7884370708628343e-14,1.3911295567494674e-21,3.930382220703639e-12,8.462647864928263e-22,2.5019813098019906e-12,1.1079770513184129e-17,8.72078882030599e-20,2.3829283448077559e-19,3.6097734043234472e-19,5.7535606756384528e-21,1.0604248641100505e-17,1.6856533464126936e-19,2.4155753597711845e-24,6.8733889264842936e-21,4.3181221668531667e-19,2.6414661948734903e-21,1.2216710255445598e-19,3.5836052138742174e-18,5.6921618245415295e-20,3.8703557657605611e-20,1.7161944844735855e-21,1.0059721996893684e-18,2.8920797732980665e-16,3.3327228444322182e-23
0.9999999999999998,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282578065265,0.66999999954064027,1.2176192503319113e-10,7.4872803047021384e-11,2.7782055511493565e-16,3.1185379961371682e-30,4.3383596363729226e-14,1.0036993772540883e-13,8.7716718052701672e-30,2.8264136451479973e-25,1.164865474156227e-27,5.8202048947139067e-13,5.6440947041948085e-11,2.6547600837069035e-11,2.4698794489111567e-16,3.9397576097768485e-18,2.975024302972815e-16,3.6684671365938512e-18,3.8365388924061537e-14,1.3994036457548096e-21,3.9810608844441146e-12,8.4626478182394076e-22,2.5795483120015741e-12,1.1484938581323247e-17,8.7726579242531177e-20,2.4397217003564561e-19,3.667199525570395e-19,5.8450878356911274e-21,1.0799301209406161e-17,1.716658943457175e-19,2.4600070092909701e-24,6.9998173043653254e-21,4.3975494353783179e-19,2.6634257486022105e-21,1.2328701738228209e-19,3.6253104613796085e-18,5.7584060136166588e-20,3.9829128807529743e-20,1.7666590072250463e-21,1.0371849808683461e-18,3.0404867297200489e-16,3.4545947209200051e-23
1.006732368961573,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228257805469,0.66999999953696099,1.2277806977493636e-10,7.5603484389654889e-11,2.77820554596681e-16,3.1133510614140969e-30,4.3780855931116061e-14,1.0155478080480004e-13,8.9232869653672303e-30,2.8568879910750946e-25,1.1827692306888786e-27,5.8092234652393479e-13,5.6547642037155955e-11,2.6611444276244668e-11,2.4750227269924375e-16,3.9479617629177906e-18,2.9856638691745782e-16,3.6826990562696427e-18,3.8535537160451848e-14,1.4023177646017648e-21,3.9990818054959324e-12,8.4626478017539193e-22,2.6074245453340575e-12,1.163104811026783e-17,8.7909261266599888e-20,2.45998985022411e-19,3.6875183822900113e-19,5.8774725272837573e-21,1.0868324809581052e-17,1.7276309540723067e-19,2.475730124661464e-24,7.0445573337089708e-21,4.4256570874935434e-19,2.6711776463350403e-21,1.2368256860339037e-19,3.6400589077483312e-18,5.7818322949984291e-20,4.0233193144450666e-20,1.7847784435407675e-21,1.0484023894077187e-18,3.0945510703959903e-16,3.4985435121618083e-23
1.0323290403299514,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282578015138,0.66999999952291778,1.2665450330229152e-10,7.8398334001240929e-11,2.7782055265016785e-16,3.0941379684566887e-30,4.5298719758784123e-14,1.0610706700229519e-13,9.5139094195790619e-30,2.973738062175721e-25,1.2521958458629553e-27,5.7685209690565567e-13,5.6946625305254647e-11,2.685201086774764e-11,2.4942574759331201e-16,3.9786435233503129e-18,3.0256109584513571e-16,3.7361679464795305e-18,3.91753797825175e-14,1.4132159395620353e-21,4.0672919007865252e-12,8.4626477398723439e-22,2.7143293991925201e-12,1.219320348375006e-17,8.8592452569854864e-20,2.5374898395936023e-19,3.7645092731081216e-19,6.000182382447661e-21,1.113099834425585e-17,1.7693855684610435e-19,2.5355653254165241e-24,7.2148127567763986e-21,4.5326170815160307e-19,2.700239345807597e-21,1.2516633082351425e-19,3.6954552441702501e-18,5.8698232707137849e-20,4.177874970262745e-20,1.8540940506327759e-21,1.0914213113879443e-18,3.3054376961002928e-16,3.6676360813101678e-23
1.0579257116983298,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282577976585,0.66999999950878986,1.3055113255437553e-10,8.121925125462985e-11,2.7782055074251823e-16,3.0756972863745774e-30,4.6828184035522981e-14,1.107335474933026e-13,1.0127163277365001e-29,3.0921256232711061e-25,1.3237761594219156e-27,5.729415252288922e-13,5.7335343561070295e-11,2.7089263764047566e-11,2.5129997629111056e-16,4.0085397471428669e-18,3.0647638708107597e-16,3.7886249210421263e-18,3.9804014669309604e-14,1.4238350915572779e-21,4.1350318702677501e-12,8.4626476792789034e-22,2.8226675786680613e-12,1.2766599630947279e-17,8.9258152308186488e-20,2.6149906996089457e-19,3.8402082767507364e-19,6.1208332108764891e-21,1.1389370794309843e-17,1.8104565493313678e-19,2.5944208884000347e-24,7.3822888870065923e-21,4.6378340429375722e-19,2.7286817805642916e-21,1.2661995920009573e-19,3.7498537833817079e-18,5.9562293532147248e-20,4.3341612271353602e-20,1.9242103504286511e-21,1.1350175679924998e-18,3.5248543873520715e-16,3.8401099131137488e-23
1.0835223830667082,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228257793901,0.66999999949457889,1.3446741596039398e-10,8.4065593130132295e-11,2.7782054887155158e-16,3.0579755578778326e-30,4.8368953348261673e-14,1.1543292104580083e-13,1.0763291596817897e-29,3.2120202835736529e-25,1.3975152067302937e-27,5.691798057111099e-13,5.7714177374392564e-11,2.7323352995957532e-11,2.5312676465646648e-16,4.0376792400208027e-18,3.103149781640285e-16,3.840101397708851e-18,4.0421730337037998e-14,1.4341854523946353e-21,4.202319946769933e-12,8.462647619899836e-22,2.9324114912116956e-12,1.3350326671297977e-17,8.9907001904861668e-20,2.6930168237799141e-19,3.9153058226997691e-19,6.2405252361483823e-21,1.1647033392224488e-17,1.8514145482439452e-19,2.6531144973523038e-24,7.5492867503446487e-21,4.7427441197696837e-19,2.7565085191688919e-21,1.280433539994834e-19,3.8032272788919214e-18,6.0410072716919802e-20,4.4918832530911033e-20,1.9949853762067438e-21,1.1791800426656536e-18,3.7529136611967686e-16,4.0156910062543167e-23
1.1091190544350866,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282577902389,0.66999999948028721,1.3840283318808198e-10,8.6936739648429671e-11,2.7782054703759715e-16,3.0409437073610663e-30,4.992074310992852e-14,1.2020392309424158e-13,1.1422525200235925e-29,3.3333925005533622e-25,1.4734202687902249e-27,5.655609439778817e-13,5.8083489566426955e-11,2.755441893876114e-11,2.5490785055670868e-16,4.0660897230732825e-18,3.1407813464896593e-16,3.8906129986156968e-18,4.1028690463035791e-14,1.4442768686165127e-21,4.26917333303933e-12,8.4626475617413831e-22,3.0435342137598866e-12,1.3945031577125347e-17,9.053961861899524e-20,2.7709827484299554e-19,3.9890907077856736e-19,6.3581251766531457e-21,1.1900205049898118e-17,1.8916588093459551e-19,2.7107853538895353e-24,7.7133917595842182e-21,4.8458431779314975e-19,2.7837535743034871e-21,1.2943834403953097e-19,3.8556509968095109e-18,6.1242765682355763e-20,4.6512743804756897e-20,2.0665335007531323e-21,1.2238978904330735e-18,3.9897258652634195e-16,4.1945743685364064e-23
1.134715725803465,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282577866657,0.66999999946591637,1.4235688411596219e-10,8.9832092205366813e-11,2.7782054523897757e-16,3.0245593800983098e-30,5.1483279142506992e-14,1.2504530588612828e-13,1.2105090292474477e-29,3.456213461248571e-25,1.5514975554939374e-27,5.6207633717215463e-13,5.8443619020752083e-11,2.7782592957357486e-11,2.5664484613206966e-16,4.0937969118984676e-18,3.1776824949490489e-16,3.9401873984897485e-18,4.1625149382694762e-14,1.4541184744154214e-21,4.3356082678853333e-12,8.4626475047466536e-22,3.1560094665217332e-12,1.4550064712272717e-17,9.1156575065170406e-20,2.8492370883000589e-19,4.0620150790950606e-19,6.4743535295685998e-21,1.2151210571986477e-17,1.9315587143425779e-19,2.7679627321053357e-24,7.8760893550223252e-21,4.9480568498598934e-19,2.8104242321000593e-21,1.3080509836958056e-19,3.9071144005167062e-18,6.2060205124176711e-20,4.8121285580558137e-20,2.1387556894744409e-21,1.2691605241492013e-18,4.2353992302306846e-16,4.3765643261948078e-23
1.1603123971718434,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282577831801,0.66999999945146826,1.4632908754788455e-10,9.2751072351664284e-11,2.7782054347511826e-16,3.0087837319353923e-30,5.3056296885627009e-14,1.2995584726646755e-13,1.2811208126972913e-29,3.5804550450122391e-25,1.6317523806637728e-27,5.587180890824497e-13,5.8794885966072141e-11,2.80079981772091e-11,2.583392754529595e-16,4.120825117270579e-18,3.2138683357995848e-16,3.9888414121377644e-18,4.2211248168250008e-14,1.4637189049892417e-21,4.4016401038299438e-12,8.4626474488928853e-22,3.2698115827683248e-12,1.5165317178461694e-17,9.1758412572285859e-20,2.9276802923237119e-19,4.1339926458045735e-19,6.5890727755508047e-21,1.2399551009120344e-17,1.9710349460201154e-19,2.8245329674248502e-24,8.0370556070499384e-21,5.0491814454698833e-19,2.8365372318371134e-21,1.3214439689697291e-19,3.9576402430706308e-18,6.2862752450986887e-20,4.9744289728455565e-20,2.2116454900963291e-21,1.3149576041323093e-18,4.4900399261346479e-16,4.5616281760688779e-23
1.1859090685402218,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282577797801,0.66999999943694499,1.5031898005442958e-10,9.5693120538146826e-11,2.778205417450717e-16,2.9935917701768659e-30,5.4639540894514519e-14,1.3493434621163222e-13,1.3541097010094204e-29,3.7060897888808136e-25,1.7141885132596952e-27,5.55481051460404e-13,5.9137595774342373e-11,2.8230750373502247e-11,2.5999260120846108e-16,4.1471976708556566e-18,3.249358633168431e-16,4.0365994352209558e-18,4.2787242424018919e-14,1.4730864477559576e-21,4.4672833881756881e-12,8.4626473941478602e-22,3.3849154850334374e-12,1.5790696554929112e-17,9.2345650665493846e-20,3.0063140050496117e-19,4.2050331174189356e-19,6.7022984169545335e-21,1.2645233485136176e-17,2.0100886819516775e-19,2.8804977626094796e-24,8.1963008410366059e-21,5.1492254692439933e-19,2.8621095870040217e-21,1.3345704782921899e-19,4.0072533367798498e-18,6.3650801763250895e-20,5.1381559707228705e-20,2.2851937121793678e-21,1.3612790285006352e-18,4.7537521096564682e-16,4.7497381142531731e-23
1.2115057399086002,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282577764611,0.66999999942234789,1.5432611446004647e-10,9.8657695139536496e-11,2.7782054004837048e-16,2.97894484176546e-30,5.6232764170409548e-14,1.3997962502963884e-13,1.4294966442366893e-29,3.8330908924640483e-25,1.7988106574836473e-27,5.523573886560888e-13,5.9472035250306877e-11,2.8450958602854752e-11,2.616061854249414e-16,4.1729362986295785e-18,3.2841654886147467e-16,4.0834747170054068e-18,4.3353238664703908e-14,1.4822288197921139e-21,4.5325519316096028e-12,8.4626473404921272e-22,3.5012966561247192e-12,1.6426020599368653e-17,9.2918773119210584e-20,3.0850560643009289e-19,4.2750712918291186e-19,6.8139265455667919e-21,1.2887884627268615e-17,2.0486605723610566e-19,2.9357720687729689e-24,8.3535832504148605e-21,5.2480370811117903e-19,2.8871552140430608e-21,1.3474368250291384e-19,4.0559704764199988e-18,6.4424619827415619e-20,5.3032726897146354e-20,2.3593845180564405e-21,1.4081149208331842e-18,5.0266379875697291e-16,4.9408393969093425e-23
1.2371024112769786,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282577732209,0.66999999940767918,1.5835005926028661e-10,1.0164427162121851e-10,2.7782053838411029e-16,2.9648165036533014e-30,5.7835727864189866e-14,1.4509052670984805e-13,1.5073019368919206e-29,3.9614321825820435e-25,1.8856235511003855e-27,5.4934168723705484e-13,5.9798478235341108e-11,2.8668725524564098e-11,2.6318133676586541e-16,4.1980618753638143e-18,3.3183064161989091e-16,4.1294878192961362e-18,4.3909432113554174e-14,1.4911534358257988e-21,4.5974588411121849e-12,8.4626472878945375e-22,3.6189311258794029e-12,1.7071064590716078e-17,9.3478244752273646e-20,3.1639587355753273e-19,4.3441846947249746e-19,6.9240806998819154e-21,1.3127865087352165e-17,2.0868079138657152e-19,2.9904379820906893e-24,8.5091324753869534e-21,5.3457590917564849e-19,2.911686992414496e-21,1.3600487655626256e-19,4.1038062380444626e-18,6.5184438178790903e-20,5.4697195601692472e-20,2.4341898223232962e-21,1.4554556252411869e-18,5.3087978495649708e-16,5.1348643415992268e-23
1.262699082645357,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282577700578,0.66999999939293964,1.6239039815826589e-10,1.0465234195556029e-10,2.778205367515654e-16,2.9511828580731068e-30,5.9448200990146525e-14,1.5026591532337431e-13,1.5875454679995983e-29,4.0910880839457814e-25,1.9746310341727668e-27,5.4642904625975714e-13,6.0117184794531921e-11,2.8884147849451094e-11,2.647192989785525e-16,4.222594240338971e-18,3.3517972918544551e-16,4.1746581268238492e-18,4.445602182557974e-14,1.4998673427784186e-21,4.6620165608429597e-12,8.4626472363297728e-22,3.737795455687031e-12,1.7725718408674093e-17,9.4024507326949833e-20,3.2429913937750135e-19,4.4123600937975825e-19,7.0327398043467049e-21,1.3365062946495667e-17,2.1245129325208714e-19,3.0444700377848361e-24,8.6628780826070214e-21,5.442347997948006e-19,2.9357192619910953e-21,1.3724130922036029e-19,4.1507813779665522e-18,6.5930586503123997e-20,5.637476805721464e-20,2.5096008581765418e-21,1.5032917001347079e-18,5.600330098977022e-16,5.3317798562703295e-23
1.2882957540137354,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282577669681,0.66999999937813159,1.6644672931697276e-10,1.0768141377404979e-10,2.7782053514994712e-16,2.9380245902543586e-30,6.1069960046644493e-14,1.5550467606533842e-13,1.6702468934926227e-29,4.2220336108041896e-25,2.065835682654564e-27,5.4361547849183145e-13,6.0428403464944865e-11,2.9097317176392279e-11,2.6622126349199445e-16,4.2465523982932523e-18,3.3846551963322171e-16,4.2190063954321309e-18,4.499321900443656e-14,1.5083772911412188e-21,4.7262369444037145e-12,8.46264718577119e-22,3.8578667192819255e-12,1.8389888979700241e-17,9.4557984020592718e-20,3.3221453638740675e-19,4.4796048841122507e-19,7.139915638227727e-21,1.359946095784672e-17,2.1617728674250325e-19,3.0978642728966765e-24,8.8148064521679928e-21,5.5377943803467794e-19,2.9592661456369436e-21,1.3845365544865232e-19,4.1969172012669605e-18,6.6663403214007418e-20,5.8065277508329693e-20,2.5856099676616269e-21,1.5516139102810487e-18,5.9013312946151114e-16,5.5315579271344303e-23
1.3138924253821138,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.273322825776395,0.66999999936325616,1.705186640637999e-10,1.1073100983067638e-10,2.7782053357875718e-16,2.925309810851813e-30,6.2700788540525003e-14,1.6080571406898963e-13,1.7554250754707148e-29,4.354244345752013e-25,2.1592408449415796e-27,5.4089452123940441e-13,6.0732368167127542e-11,2.930832003984021e-11,2.6768834091216388e-16,4.2699540647429343e-18,3.4168897205530074e-16,4.2625436684521187e-18,4.5521124136931117e-14,1.5166895734739442e-21,4.7901312756591848e-12,8.4626471361993387e-22,3.9791224829990921e-12,1.9063292294084252e-17,9.5079069308071744e-20,3.4014106564545917e-19,4.5459276970758068e-19,7.2456219881834345e-21,1.3831104792791047e-17,2.1985950328945499e-19,3.1506311873574307e-24,8.9649540518571483e-21,5.6321235758910368e-19,2.982337574722327e-21,1.3964234092276512e-19,4.2422224134042288e-18,6.7383026570924059e-20,5.9768039411040527e-20,2.6621858897928681e-21,1.6004132189813839e-18,6.2118962020628349e-16,5.7341131787179481e-23
1.3394890967504922,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282577610023,0.66999999934831489,1.7460582638547429e-10,1.1380066699092624e-10,2.7782053203728787e-16,2.9130216745602739e-30,6.4340476635772926e-14,1.6616795368490032e-13,1.8430982585131289e-29,4.487696408980732e-25,2.2548499639201833e-27,5.3826269128355361e-13,6.1029304107837966e-11,2.9517238186843027e-11,2.6912161139248951e-16,4.292816469445222e-18,3.4485170093286353e-16,4.3052891260840095e-18,4.6039923875909977e-14,1.524810309793656e-21,4.8537102997659128e-12,8.4626470875903434e-22,4.101540790236376e-12,1.9745842789551155e-17,9.558814684232266e-20,3.4807676738612832e-19,4.6113270352300338e-19,7.3498564460261153e-21,1.4059923245592731e-17,2.2349680618607665e-19,3.202754475652443e-24,9.113268645336639e-21,5.7253006177102627e-19,3.004946648356189e-21,1.4080799613057214e-19,4.2867174528282237e-18,6.8089781231270467e-20,6.1482928075198574e-20,2.7393230062400163e-21,1.6496807817411056e-18,6.5321178319808056e-16,5.9394198253329831e-23
1.3650857681188706,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282577581213,0.66999999933330945,1.7870785261794794e-10,1.1688993561133449e-10,2.7782053052494211e-16,2.9011383916408128e-30,6.5988820913922283e-14,1.7159033789161461e-13,1.9332843306798949e-29,4.6223664353238498e-25,2.3526656410715007e-27,5.3571553607559429e-13,6.1319424818247881e-11,2.9724148959049072e-11,2.7052209451820756e-16,4.3151558760241554e-18,3.479549419912401e-16,4.3472577310767016e-18,4.6549769438143664e-14,1.5327452769471218e-21,4.9169842587383157e-12,8.4626470399230882e-22,4.2251001471863031e-12,2.0437354543080797e-17,9.6085578767585875e-20,3.5602085588855419e-19,4.6758125920021253e-19,7.4526344692711237e-21,1.4285938465418389e-17,2.2708954869467533e-19,3.2542392040792398e-24,9.2597660755716378e-21,5.817335984345636e-19,3.0271042233078275e-21,1.4195112132495093e-19,4.330416312366783e-18,6.8783889452392379e-20,6.3209537543649865e-20,2.8170027413555895e-21,1.6994079405582164e-18,6.8620874722538617e-16,6.1474219537573648e-23
1.390682439487249,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282577553052,0.66999999931824117,1.828243907532497e-10,1.1999837904796099e-10,2.7782052904096799e-16,2.8896476342176241e-30,6.7645624099338843e-14,1.7707182920301626e-13,2.026000862664057e-29,4.7582315789778189e-25,2.4526898272443153e-27,5.3325047828374118e-13,6.1602936451459825e-11,2.9929125994885284e-11,2.7189078149951229e-16,4.3369880954847638e-18,3.5100025135568487e-16,4.3884690663604792e-18,4.7050873182951971e-14,1.5405000910101124e-21,4.979962950099146e-12,8.4626469931730121e-22,4.3497795082294335e-12,2.1137754873447843e-17,9.6571717146031633e-20,3.6397343692543339e-19,4.7394014380917909e-19,7.5539832665789563e-21,1.4509192172488385e-17,2.3063839391467166e-19,3.3050948747008143e-24,9.4044732775656863e-21,5.9082465596202515e-19,3.0488227194051639e-21,1.4307232022863529e-19,4.3733388964471017e-18,6.9465667393768931e-20,6.4947765332899282e-20,2.895220247098415e-21,1.7495862180490376e-18,7.2018947225920373e-16,6.3580977087677428e-23
1.4162791108556274,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282577525535,0.66999999930311116,1.8695509985627593e-10,1.2312557328033277e-10,2.7782052758497486e-16,2.8785230994719396e-30,6.9310694786036769e-14,1.8261140849473952e-13,2.1212649322045497e-29,4.8952694866655992e-25,2.5549243221537484e-27,5.3086218649537569e-13,6.188003322867643e-11,3.013223915125383e-11,2.7322859466582108e-16,4.3583278401031981e-18,3.5398849608904154e-16,4.4289326412494361e-18,4.7543311910996038e-14,1.548079977790031e-21,5.0426557314939634e-12,8.462646947324652e-22,4.4755582639268815e-12,2.184677922653248e-17,9.7046889578717743e-20,3.7193207660679437e-19,4.802087973481869e-19,7.6538939173605873e-21,1.4729638427347297e-17,2.3414261199799346e-19,3.3553110300159802e-24,9.5473609864557335e-21,5.998014139147253e-19,3.0701106985284288e-21,1.4417196611451067e-19,4.4154936737741839e-18,7.0135249570956093e-20,6.6697016297313929e-20,2.9739485539010752e-21,1.8002073124888272e-18,7.5516275315864198e-16,6.5713675073882204e-23
1.4418757822240058,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282577498623,0.66999999928792109,1.9109964940188541e-10,1.2627110621901124e-10,2.7782052615618082e-16,2.8677575579828583e-30,7.0983847151296251e-14,1.8820807461961929e-13,2.2190931140976565e-29,5.0334582883331101e-25,2.6593709721550673e-27,5.2854910256253545e-13,6.2150904514994705e-11,3.03335548751393e-11,2.745364477621808e-16,4.3791896852207036e-18,3.5692127949711065e-16,4.4686690225741628e-18,4.8027315974590111e-14,1.5554901144542019e-21,5.1050715562718109e-12,8.4626469023532211e-22,4.60241622791171e-12,2.256439895445497e-17,9.7511420612435628e-20,3.7989749085803442e-19,4.863893527838664e-19,7.7524004169433836e-21,1.4947336674021522e-17,2.376031475923569e-19,3.4049012060885305e-24,9.6884673849447898e-21,6.0866625879874518e-19,3.0909805011493181e-21,1.452506716195939e-19,4.4569019899369686e-18,7.0792975035021117e-20,6.8457307566201349e-20,3.0531881916426528e-21,1.8512630926949064e-18,7.9113722323433265e-16,6.7872227406340166e-23
1.4674724535923842,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282577472328,0.66999999927267218,1.9525771903543778e-10,1.2943457730805668e-10,2.7782052475429971e-16,2.8573237407873136e-30,7.2664900737690936e-14,1.9386084318153848e-13,2.3195014838929268e-29,5.1727765616942588e-25,2.7660314044332423e-27,5.263057159897031e-13,6.241572711633919e-11,3.0533136035548524e-11,2.7581517781874333e-16,4.3995869824872812e-18,3.5979926280851648e-16,4.5076849818863753e-18,4.8502929718123481e-14,1.562735243515153e-21,5.1672189697117952e-12,8.462646858246308e-22,4.7303336253569177e-12,2.3290305365989828e-17,9.7965607552139267e-20,3.8786674179011957e-19,4.924808825202029e-19,7.8494879845286017e-21,1.5162228110995518e-17,2.410190661349722e-19,3.453852010940601e-24,9.827754544925402e-21,6.1741681438181119e-19,3.1114391904337517e-21,1.463087310026579e-19,4.4975691700732053e-18,7.143892837068847e-20,7.0227940021610128e-20,3.1329075205037595e-21,1.9027455932227034e-18,8.281213575135185e-16,7.0055705459115934e-23
1.4930691249607626,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282577446593,0.66999999925736575,1.9942899796737213e-10,1.3261559685772516e-10,2.7782052337851155e-16,2.8472195056865888e-30,7.435368020803056e-14,1.995687469933919e-13,2.4225057453365204e-29,5.3132033367639876e-25,2.8749069247720394e-27,5.241314844452988e-13,6.2674675292236945e-11,3.0731042598725018e-11,2.7706562927257882e-16,4.4195332016969388e-18,3.6262410741793264e-16,4.546002210382747e-18,4.8970403069803627e-14,1.5698201494491737e-21,5.2291061640507891e-12,8.4626468149786668e-22,4.8592910791767316e-12,2.4024521543265423e-17,9.8409750326222343e-20,3.9584121316664974e-19,4.9848596163304179e-19,7.9451976625145999e-21,1.537439173040968e-17,2.4439162320471433e-19,3.5021814369965072e-24,9.9652735641147677e-21,6.2605628717977662e-19,3.1314991460692453e-21,1.4734677181489774e-19,4.5375182036675635e-18,7.2073474739398267e-20,7.200906751930165e-20,3.2131132230303778e-21,1.9546470089852564e-18,8.6612347585216554e-16,7.2264178786405718e-23
1.518665796329141,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282577421441,0.66999999924200249,2.0361318463403527e-10,1.358137858586856e-10,2.7782052202846969e-16,2.8374228861163881e-30,7.6050015155429863e-14,2.053308362874754e-13,2.5281212257169533e-29,5.454718084531108e-25,2.9859985621029865e-27,5.2202195446045386e-13,6.2927912678924326e-11,3.0927331806725212e-11,2.7828857940603856e-16,4.4390407414497498e-18,3.6539658454413652e-16,4.5836294519441046e-18,4.9429812801858297e-14,1.5767492362450484e-21,5.2907409986646816e-12,8.4626467725367483e-22,4.9892695990232729e-12,2.476678753719031e-17,9.8844125018154729e-20,4.0381868143794358e-19,5.0440430428830012e-19,8.0395248976573288e-21,1.5583795047268342e-17,2.4772030247109247e-19,3.5498820853097125e-24,1.0101003451646439e-20,6.3458336076575291e-19,3.1511676873717503e-21,1.4836511516461011e-19,4.5767565956129106e-18,7.2696733349294585e-20,7.3800123206530058e-20,3.2937795973477504e-21,2.0069596905905796e-18,9.0515174630218986e-16,7.4496865353813425e-23
1.5442624676975194,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282577396833,0.66999999922658426,2.0780998626195079e-10,1.3902877551568842e-10,2.778205207034573e-16,2.8279298307044066e-30,7.7753739931100048e-14,2.1114617854754879e-13,2.6363628850531012e-29,5.5973007152997457e-25,3.0993072029930495e-27,5.1997621554664817e-13,6.3175600042340249e-11,3.1122058452607482e-11,2.7948480567876968e-16,4.4581220031689107e-18,3.6811815300419147e-16,4.6205856108904849e-18,4.9881374162387954e-14,1.5835269088933593e-21,5.3521310249504163e-12,8.4626467308981918e-22,5.1202505743434626e-12,2.5517089777052535e-17,9.9269007767469047e-20,4.118000514242838e-19,5.1023802950328194e-19,8.1325034639081875e-21,1.5790500946896824e-17,2.510061035223012e-19,3.5969682800528438e-24,1.0234984920030708e-20,6.4300059115429105e-19,3.170455843853919e-21,1.4936431564957083e-19,4.6153042766518054e-18,7.3309020777124377e-20,7.5601169408069858e-20,3.3749092227119202e-21,2.059676141719706e-18,9.4521418760693903e-16,7.6753724452417493e-23
