Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),CH2X(27),HX(19),CHX(28),CX(26),HOX(22),H2OX(23),OCX(25)
3.6079683979344045e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32682861721820611,0.11290057862167853,0.020205739371285312,0.0,0.00012558702994184577,6.9708633354552039e-07,6.4517771795063249e-05,7.0642191851978718e-11,3.308928487132469e-21,2.4485284270174783e-06,8.6532709859673383e-21,1.0277475831770093e-08,4.8985887523203855e-16,1.0953580209389977e-09,8.4845098873391733e-16,1.4278669451920829e-17,6.9122244571379916e-06,2.2045597905858204e-15,0.0057019790616660623,0.005033744077391265,1.1443460920044872e-09,7.9174649758667709e-14,2.1309281451671235e-06,1.2142765068007235e-10,1.9620414503626423e-07,6.4443103245928174e-07,6.6738093726830257e-09,2.433397520102382e-07
3.626345770240502e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32681367017832513,0.11290026828627321,0.020197240627571205,0.0,0.00012674031649002353,6.9646278801337849e-07,6.5093687450548006e-05,7.2385717588558817e-11,3.3567945659286262e-21,2.4701202197828762e-06,9.055287327157401e-21,1.0272205584224539e-08,5.0462251882110067e-16,1.1147535396350003e-09,8.5566721839378677e-16,1.448436356188425e-17,6.9414657776008456e-06,2.2864330687408173e-15,0.0057016899640182431,0.0050489800706976081,1.1478732383607673e-09,7.9418349768725065e-14,2.1280325838823973e-06,1.2128727977337935e-10,1.9620933964062165e-07,6.4551330128154165e-07,6.7286023117262505e-09,2.452338924686373e-07
3.6447231425466e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32679881771986047,0.11289995464685569,0.020188787354504908,0.0,0.00012789719503703906,6.9583193109637421e-07,6.5671355042541511e-05,7.41599990514371e-11,3.4050689090955012e-21,2.491732206372974e-06,9.4730119245025445e-21,1.0266962914037776e-08,5.1971927468635179e-16,1.134375316218506e-09,8.6290145623598393e-16,1.4691892711084451e-17,6.9705611661847105e-06,2.3707647723581516e-15,0.0057014023933479908,0.0050641199280725465,1.1513798520231746e-09,7.9660630065710395e-14,2.1251679759393527e-06,1.211486169319088e-10,1.9621473100913654e-07,6.465874014537885e-07,6.7835313501602539e-09,2.4713247154385728e-07
3.6612627776220874e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32678553107292196,0.11289966955999077,0.020181218146073186,0.0,0.00012894143929287962,6.9525807532567856e-07,6.6192745269139905e-05,7.5783394190539132e-11,3.448865744307262e-21,2.5111995220346546e-06,9.8628005745233595e-21,1.0262268491370707e-08,5.3359502513252719e-16,1.1522291230342766e-09,8.6942760940617524e-16,1.4880242545702133e-17,6.9966224822179467e-06,2.4488108968300909e-15,0.0057011448810437146,0.005077663909481233,1.1545183076260485e-09,7.9877472553303956e-14,2.1226159744357442e-06,1.2102526183501183e-10,1.9621974881725866e-07,6.4754715908998742e-07,6.8330831387783569e-09,2.4884496458982436e-07
3.677802412697575e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32677232047426624,0.11289938182208954,0.020173685507289825,0.0,0.00012998856035818123,6.9467860505043689e-07,6.6715538741249068e-05,7.7432158533383355e-11,3.492994872945692e-21,2.5306818255579133e-06,1.0266076842566106e-20,1.0257597134081056e-08,5.4774779086357873e-16,1.1702675999039267e-09,8.7596824153420591e-16,1.5070087382057443e-17,7.0225660416330143e-06,2.5289338788740379e-15,0.0057008885976153247,0.0050911305919697477,1.1576402415031625e-09,8.009317268467376e-14,2.1200884547435798e-06,1.209032552924878e-10,1.9622492109763574e-07,6.4850039594389664e-07,6.8827438470032253e-09,2.5056100992724575e-07
3.6943420477730625e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32675918565543532,0.11289909144509296,0.020166189313203887,0.0,0.00013103854281700376,6.9409366226093394e-07,6.7239728002044591e-05,7.9106507989926969e-11,3.5374570487197863e-21,2.5501784756195996e-06,1.0683214138920944e-20,1.0252949158115608e-08,5.6218099113336062e-16,1.1884913974310892e-09,8.8252330177421265e-16,1.5261431269940088e-17,7.0483920636549274e-06,2.6111750256113136e-15,0.005700633539241471,0.0051045202480688636,1.160745706123845e-09,8.0307734098206839e-14,2.1175851434912845e-06,1.2078258112983309e-10,1.9623024558320457e-07,6.4944715684737974e-07,6.9325128533845561e-09,2.5228058733401431e-07
3.71088168284855e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32674612634678518,0.11289879844093925,0.020158729438220155,0.0,0.0001320913713036993,6.9350338659382125e-07,6.7765305619355695e-05,8.080665806301215e-11,3.5822530228897366e-21,2.5696888355001814e-06,1.1114593366133703e-20,1.0248324861851747e-08,5.7689805190228889e-16,1.2069011578304114e-09,8.8909273937100365e-16,1.5454278237920638e-17,7.0741007717988149e-06,2.6955761514176101e-15,0.0057003797020740059,0.0051178331515189489,1.1638347542535198e-09,8.0521160452659116e-14,2.1151057712210495e-06,1.2066322341767361e-10,1.9623572004232285e-07,6.5038748628291798e-07,6.9823895391605204e-09,2.5400367667790219e-07
3.7274213179240376e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32673314227751943,0.11289850282156343,0.020151305756116549,0.0,0.00013314703050318631,6.9290791537138168e-07,6.8292264185784593e-05,8.2532823829043054e-11,3.6273835442737129e-21,2.5892122730778471e-06,1.1560602999656183e-20,1.0243724526658005e-08,5.9190240541439255e-16,1.225497514919776e-09,8.956765036534547e-16,1.564863229341741e-17,7.0996923937776735e-06,2.7821795788630702e-15,0.0057001270822386076,0.0051310695772347975,1.1669074389460019e-09,8.073345542664366e-14,2.1126500723155946e-06,1.205451664664623e-10,1.9624134227799464e-07,6.5132142838960956e-07,7.0323732883134041e-09,2.5573025791652433e-07
3.743960952999525e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32672023317572468,0.11289820459889643,0.020143918140061511,0.0,0.00013420550515122015,6.9230738364040182e-07,6.88205963188232e-05,8.4285219918766425e-11,3.6728493592544357e-21,2.6087481608223368e-06,1.2021639168254598e-20,1.0239148417446171e-08,6.0719748977401575e-16,1.2442810941134119e-09,9.0227454402855303e-16,1.5844497422763858e-17,7.1251671614108853e-06,2.8710281396030432e-15,0.0056998756758353782,0.0051442298012706307,1.1699638135364076e-09,8.0944622718077635e-14,2.1102177849370237e-06,1.2042839482370406e-10,1.9624711012711225e-07,6.5224902695470274e-07,7.0824634874492165e-09,2.5746031109729073e-07
3.7605005880750127e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32670739876840404,0.11289790378486451,0.020136566462631272,0.0,0.00013526678003465914,6.9170192421083282e-07,6.9350294660969051e-05,8.6064060498116548e-11,3.7186512117856859e-21,2.628295875788679e-06,1.2498105734207252e-20,1.0234596783218837e-08,6.2278674852299581e-16,1.2632525124152786e-09,9.0888680997655214e-16,1.6041877591275892e-17,7.1505253105331108e-06,2.9621651752529935e-15,0.0056996254789394652,0.0051573141007852019,1.1730039316332546e-09,8.115466604371638e-14,2.1078086509416099e-06,1.2031289326675655e-10,1.962530214597256e-07,6.5317032543342324e-07,7.1326595259462809e-09,2.5919381635735839e-07
3.7753862596429515e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32669591143911325,0.11289763084647136,0.020129980574688774,0.0,0.00013622430909874655,6.9115290553646715e-07,6.9828185216949684e-05,8.7687803676826114e-11,3.7601608040947792e-21,2.6458984203586813e-06,1.2940458720236569e-20,1.0230521431919893e-08,6.3707145063566348e-16,1.2804878944970544e-09,9.148499704953069e-16,1.6220818361873704e-17,7.173248133999051e-06,3.0461813868003327e-15,0.0056994013325983705,0.0051690252848172278,1.1757261831406267e-09,8.134274713269981e-14,2.1056600160601565e-06,1.2021001538996174e-10,1.9625846260321625e-07,6.5399414313894161e-07,7.1779259507405295e-09,2.6075690627486485e-07
3.7902719312108903e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32668448418989848,0.1128973558274145,0.020123423599661971,0.0,0.00013718408305459539,6.9060009496451623e-07,7.0307171134906813e-05,8.9333295408314612e-11,3.8019437263926073e-21,2.6635095964196837e-06,1.3395949257972847e-20,1.0226466254757457e-08,6.5159974447031375e-16,1.2978763571526694e-09,9.20824576127087e-16,1.6400992370379108e-17,7.1958768680766865e-06,3.1321190994282658e-15,0.0056991781598641966,0.00518067539888677,1.1784353499780868e-09,8.1529923569766668e-14,2.1035297461579072e-06,1.2010814335560681e-10,1.9626401676187302e-07,6.5481292391103776e-07,7.2232771716289923e-09,2.6232276200666096e-07
3.805157602778829e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32667311681962857,0.11289707873637544,0.02011689544349593,0.0,0.00013814609091899151,6.9004358481277849e-07,7.0787247103605181e-05,9.1000690779289447e-11,3.8440005159980963e-21,2.6811289593429265e-06,1.3864888145513003e-20,1.0222431402227186e-08,6.6637414998652395e-16,1.3154183326892589e-09,9.2681059017581862e-16,1.6582402464111443e-17,7.2184116926838544e-06,3.2200109716046983e-15,0.0056989559578262509,0.0051922646472014906,1.1811314717658813e-09,8.1716198101525017e-14,2.1014176604688861e-06,1.2000726652884019e-10,1.9626968244904587e-07,6.5562669874556273e-07,7.2687127490636901e-09,2.6389136925896392e-07
3.820043274346768e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32666180912654524,0.112896799582031,0.020110396011789117,0.0,0.00013911032174285785,6.8948346602197085e-07,7.1268407828479005e-05,9.269014452519032e-11,3.8863317086504912e-21,2.6987560674894968e-06,1.434759145109677e-20,1.0218417015627346e-08,6.8139718966099068e-16,1.3331142478888538e-09,9.3280797598147198e-16,1.6765051476770871e-17,7.2408527901577138e-06,3.3098899980773435e-15,0.0056987347235589476,0.0052037932346092868,1.1838145882857547e-09,8.1901573485659488e-14,2.0993235805007823e-06,1.1990737441658173e-10,1.9627545819811716e-07,6.5643549841371566e-07,7.3142322452697079e-09,2.6546271379670949e-07
3.8334403787579133e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32665168305952086,0.11289654658616197,0.020104571004371116,0.0,0.00013998002109288858,6.8897634779308907e-07,7.1702375584916818e-05,9.4229640404316454e-11,3.9246648381606884e-21,2.7146267243784041e-06,1.4794058517104636e-20,1.0214821675651658e-08,6.951325942328404e-16,1.3491725382628423e-09,9.3821531578664987e-16,1.6930497194957476e-17,7.2609697937971516e-06,3.3925076802435651e-15,0.0056985364377325496,0.0052141172680080106,1.1862183066560039e-09,8.2067644848120104e-14,2.0974541576828706e-06,1.1981830488459112e-10,1.9628074927889004e-07,6.5715918962056144e-07,7.3552711820107299e-09,2.6687925254173888e-07
3.8468374831690585e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32664160501917455,0.11289629193235712,0.020098769117739872,0.0,0.00014085150426558637,6.8846644352818231e-07,7.2137213882673675e-05,9.5787240894817061e-11,3.9632210551453424e-21,2.7305029818358687e-06,1.5252173014975947e-20,1.0211243110927871e-08,7.0907327943946513e-16,1.3653561643215058e-09,9.4363181036932375e-16,1.7096950768438986e-17,7.281011164301712e-06,3.476786483366574e-15,0.0056983389312658386,0.0052243924826972533,1.1886115523297076e-09,8.2232992168897756e-14,2.0955990497059805e-06,1.1973001712700002e-10,1.9628612729604611e-07,6.5787889784756889e-07,7.3963774231461084e-09,2.6829798671037195e-07
3.858894877139089e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32663257572310267,0.112896061331616,0.020093567130606643,0.0,0.00014163735775095767,6.8800520014267151e-07,7.2529309501994532e-05,9.7204653376880149e-11,3.9981127103333487e-21,2.7447961410157441e-06,1.5674634180574109e-20,1.0208036815868365e-08,7.2179693439240264e-16,1.3800288375159957e-09,9.4851446079476759e-16,1.724762238513669e-17,7.2989838452500768e-06,3.5540781184377271e-15,0.0056981618400113558,0.0052335985603729788,1.1907565435114119e-09,8.238118738149974e-14,2.0939415879050955e-06,1.1965122047171513e-10,1.9629104099134691e-07,6.5852324799818182e-07,7.4334303246631635e-09,2.6957671607232095e-07
3.87095227110912e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32662358510014439,0.11289582939766089,0.020088383764211154,0.0,0.00014242464397398323,6.8754179723864897e-07,7.292210438082861e-05,9.8636902833610562e-11,4.0331856617053153e-21,2.759093352022559e-06,1.610690392991695e-20,1.0204844235896799e-08,7.3468970394417995e-16,1.3948034913054294e-09,9.5340448557481479e-16,1.7399113494537074e-17,7.3168954763635147e-06,3.6327535068915834e-15,0.0056979853767043266,0.0052427653268997867,1.1928930969973081e-09,8.2528799252470261e-14,2.0922955288317649e-06,1.1957304577536462e-10,1.9629602352975394e-07,6.5916440570867978e-07,7.4705372580337238e-09,2.7085720797020648e-07
3.8830096650791506e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3266146330416973,0.11289559613508876,0.020083218967616317,0.0,0.00014321335719864143,6.8707627997464554e-07,7.3315595745797175e-05,1.0008407058491403e-10,4.0684401902034961e-21,2.7733943872921117e-06,1.6549163179644768e-20,1.0201665425803623e-08,7.4775293305164149e-16,1.4096803392446341e-09,9.5830186529936016e-16,1.7551425570175858e-17,7.3347461600295487e-06,3.7128309922641521e-15,0.0056978095397564937,0.00525189289255044,1.1950212342892973e-09,8.2675829272100676e-14,2.0906607828199275e-06,1.1949548778364228e-10,1.9630107417747493e-07,6.5980238684198748e-07,7.5076979948333338e-09,2.7213945497950528e-07
3.8950670590491813e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32660571943893313,0.1128953615484935,0.02007807268975809,0.0,0.00014400349170390261,6.8660869296266501e-07,7.3709780830824933e-05,1.0154623777497481e-10,4.1038765760965245e-21,2.7876990205350515e-06,1.700159522021304e-20,1.0198500437027955e-08,7.609879671796526e-16,1.4246595925124705e-09,9.6320658056908519e-16,1.7704560079822048e-17,7.3525359995659317e-06,3.7943290634324857e-15,0.0056976343275739801,0.0052609813678284427,1.1971409769491462e-09,8.2822278934794052e-14,2.089037261093826e-06,1.1941854129729519e-10,1.9630619220849276e-07,6.6043720717197822e-07,7.544912307426976e-09,2.7342344970084987e-07
3.907124453019212e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32659684418280427,0.11289512564246608,0.020072944879448721,0.0,0.00014479504178376341,6.8613908027469922e-07,7.4104656877157235e-05,1.0302348536871215e-10,4.1394950989802457e-21,2.8020070267348586e-06,1.7464385731228619e-20,1.0195349317740379e-08,7.7439615221579503e-16,1.4397414599128463e-09,9.681186119948469e-16,1.7858518485492428e-17,7.3702650992049584e-06,3.8772663546633314e-15,0.0056974597385574012,0.0052700308634615334,1.1992523465972394e-09,8.2968149738969414e-14,2.0874248757630702e-06,1.1934220117197653e-10,1.963113769044576e-07,6.610688823873668e-07,7.5821799689069384e-09,2.7470918476000445e-07
3.9191818469892427e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32658800716404934,0.11289488842159401,0.020067835485379947,0.0,0.00014558800174728945,6.8566748544915643e-07,7.4500221133376687e-05,1.0451589414826755e-10,4.1752960377785128e-21,2.8163181821457796e-06,1.7937722796684438e-20,1.0192212112923896e-08,7.879788343852725e-16,1.4549261478759198e-09,9.7303794019708123e-16,1.8013302243466093e-17,7.3879335640779383e-06,3.9616616456521587e-15,0.0056972857711019851,0.0052790414903952356,1.2013553649111124e-09,8.3113443186969555e-14,2.0858235398041798e-06,1.1926646231690228e-10,1.9631662755456641e-07,6.6169742809264671e-07,7.6195007531505227e-09,2.7599665280784519e-07
3.9312392409592734e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32657920827320047,0.11289464989046162,0.020062744456126168,0.0,0.00014638236591865209,6.8519395149723661e-07,7.4896470855419564e-05,1.0602354470951508e-10,4.2112796707439763e-21,2.8306322642907252e-06,1.8421796920107497e-20,1.0189088864453726e-08,8.0173736016600618e-16,1.47021386045941e-09,9.7796454580528123e-16,1.8168912804299045e-17,7.4055415001996904e-06,4.047533861554888e-15,0.0056971124235976811,0.0052880133597864422,1.2034500536240384e-09,8.3258160784960619e-14,2.0842331670555239e-06,1.1919131969449792e-10,1.9632194345545052e-07,6.6232285980488725e-07,7.6568744347820481e-09,2.7728584652033418e-07
3.943296634929304e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3265704474005891,0.1128944100536496,0.020057671740147633,0.0,0.0001471781286371657,6.8471852090921547e-07,7.5293403306591817e-05,1.0754651745859844e-10,4.2474462754588501e-21,2.8449490519591346e-06,1.8916801039611176e-20,1.0185979611175562e-08,8.1567307620394959e-16,1.4856047993500375e-09,9.8289840945751608e-16,1.8325351612838766e-17,7.4230890144533027e-06,4.1349020730116191e-15,0.0056969396944292726,0.0052969465829970433,1.2055364345238036e-09,8.340230404284376e-14,2.0826536721989177e-06,1.1911676831940033e-10,1.9632732391106574e-07,6.6294519296105615e-07,7.6943007891783691e-09,2.7857675859849685e-07
3.955354028899335e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32656172443635217,0.11289416891573505,0.020052617285793575,0.0,0.00014797528425732455,6.8424123566064972e-07,7.5691015757584532e-05,1.0908489260849847e-10,4.283796128835655e-21,2.8592683252047982e-06,1.9422930542837826e-20,1.0182884388982004e-08,8.2978732922865014e-16,1.5010991638651299e-09,9.8783951179996265e-16,1.8482620108238856e-17,7.4405762145749294e-06,4.2237854961608127e-15,0.0056967675819764958,0.0053058412715876026,1.2076145294511769e-09,8.3545874474154508e-14,2.0810849707549928e-06,1.1904280325793053e-10,1.9633276823258103e-07,6.6356444291083249e-07,7.7317795924901002e-09,2.7986938176839754e-07
3.9674114228693654e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32655303927043855,0.11289392648129132,0.020047581041305308,0.0,0.00014877382714883575,6.8376213721848082e-07,7.6089305486488912e-05,1.106387501756328e-10,4.3203295071179311e-21,2.8735898653436263e-06,1.9940383281787273e-20,1.0179803230887239e-08,8.4408146596905935e-16,1.5166971509543742e-09,9.9278783348646258e-16,1.8640719723973751e-17,7.4580032091389791e-06,4.3142034926436117e-15,0.005696596084614142,0.0053146975373111012,1.2096843602987113e-09,8.3688873595977373e-14,2.0795269790702308e-06,1.1896941962737579e-10,1.9633827573827827e-07,6.6418062492465308e-07,7.7693106216015997e-09,2.8116370878111294e-07
3.979468816839396e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3265443917926148,0.11289368275488793,0.020042562954819362,0.0,0.00014957375169665556,6.8328126654706502e-07,7.6488269778811111e-05,1.1220816997648578e-10,4.3570466858809402e-21,2.8879134549513817e-06,2.0469359587533965e-20,1.0176736167100032e-08,8.5855683306960251e-16,1.5323989552017359e-09,9.9774335517810912e-16,1.8799651887853379e-17,7.4753701075433425e-06,4.4061755695988999e-15,0.0056964252007121793,0.0053235154921067044,1.2117459490093237e-09,8.3831302928846242e-14,2.0779796143059536e-06,1.1889661259527857e-10,1.9634384575344083e-07,6.6479375418873924e-07,7.8068936541770901e-09,2.8245973241270736e-07
3.991526210809427e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32653578189247146,0.11289343774109031,0.02003756297437052,0.0,0.00015037505230102054,6.8279866411412432e-07,7.6887905927486183e-05,1.137932316242672e-10,4.3939479400323422e-21,2.9022388778613713e-06,2.1010062284834337e-20,1.0173683225095271e-08,8.7321477700650249e-16,1.5482047688275019e-09,1.0027060575428752e-15,1.8959418022037946e-17,7.4926770199948597e-06,4.4997213796495993e-15,0.0056962549286358535,0.0053322952480936011,1.2137993175749965e-09,8.3973163996657785e-14,2.0764427944308244e-06,1.1882437737887464e-10,1.9634947761025726e-07,6.6540384580865779e-07,7.8445284686147347e-09,2.8375744546420412e-07
4.0035836047794575e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32652720945942909,0.11289319144445988,0.020032581047894855,0.0,0.00015117772337748132,6.8231436989661438e-07,7.7288211232891987e-05,1.1539401452560027e-10,4.4310335438128584e-21,2.9165659191621012e-06,2.1562696706621757e-20,1.017064442968395e-08,8.880566440043815e-16,1.5641147816904758e-09,1.0076759212552623e-15,1.9120019543052674e-17,7.509924057494941e-06,4.5948607208801516e-15,0.0056960852667457991,0.0053410369175648752,1.2158444880354793e-09,8.4114458326579238e-14,2.0749164382054347e-06,1.1875270924418975e-10,1.9635517064771513e-07,6.6601091481006954e-07,7.8822148440831511e-09,2.850568407615595e-07
4.015640998749488e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32651867438274423,0.11289294386955372,0.020027617123232783,0.0,0.00015198175935693308,6.8182842338652364e-07,7.7689183002862505e-05,1.1701059787723977e-10,4.4683037707969154e-21,2.9308943651948942e-06,2.2127470708385131e-20,1.0167619803081701e-08,9.0308377995314894e-16,1.5801291812903059e-09,1.0126529269959736e-15,1.9281457861802634e-17,7.527111331825299e-06,4.691613536804987e-15,0.0056959162133981478,0.0053497406129814282,1.2178814824769323e-09,8.4255187448954878e-14,2.0734004651789152e-06,1.1868160350574634e-10,1.9636092421150562e-07,6.6661497613612456e-07,7.919952560496389e-09,2.8635791115563264e-07
4.027698392719519e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32651017655151515,0.11289269502092468,0.020022671148132037,0.0,0.00015278715468564525,6.813408635965807e-07,7.8090818552700752e-05,1.1864306066282065e-10,4.505758893893274e-21,2.9452240035514605e-06,2.2704594682428448e-20,1.0164609364975758e-08,9.1829753032517793e-16,1.5962481527699528e-09,1.0176370554516097e-15,1.9443734383587584e-17,7.5442389555339633e-06,4.7899999163278984e-15,0.0056957477669446451,0.0053584064469659595,1.219910323030714e-09,8.4395352897223449e-14,2.0718947956728689e-06,1.1861105552557956e-10,1.9636673765392698e-07,6.672160446537465e-07,7.9577413985208914e-09,2.8766064952215822e-07
4.0397557866895496e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32650171585468779,0.11289244490312098,0.02001774307025066,0.0,0.00015359390382529268,6.8085172906590195e-07,7.8493115205191397e-05,1.2029148164963692e-10,4.5433991853456373e-21,2.9595546230714424e-06,2.3294281572010211e-20,1.0161613132590484e-08,9.3369924009278868e-16,1.6124718789183096e-09,1.0226282873143961e-15,1.9606850508116803e-17,7.5613070419213317e-06,4.8900400936924371e-15,0.0056955799257327388,0.0053670345322969814,1.2219310318719868e-09,8.4534956207820317e-14,2.0703993507767238e-06,1.1854106071288276e-10,1.9637261033378603e-07,6.6781413514712985e-07,7.9955811395861027e-09,2.8896504876171577e-07
4.0518131806595803e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32649329218106216,0.11289219352068643,0.02001283283715994,0.0,0.00015440200125298124,6.8036105786555074e-07,7.8896070290612725e-05,1.2195593938545027e-10,4.5812249167332598e-21,2.9738860138399128e-06,2.3896746885361421e-20,1.0158631120751507e-08,9.4929025364603705e-16,1.6288005401729322e-09,1.0276266032819346e-15,1.9770807629524019e-17,7.5783157050265168e-06,4.991754448423448e-15,0.0056954126881057048,0.0053756249819028948,1.2239436312185603e-09,8.4673998920098109e-14,2.068914052335325e-06,1.184716145232684e-10,1.9637854161631029e-07,6.6840926232556342e-07,8.0334715658540038e-09,2.9027110179969893e-07
4.063870574629611e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32648490541929714,0.11289194087815993,0.020007940396347346,0.0,0.00015521144146127895,6.7986888760403343e-07,7.9299681146748381e-05,1.2363651219532904e-10,4.6192363589715172e-21,2.9882179671848451e-06,2.4512208709580266e-20,1.0155663341948443e-08,9.6507191471082348e-16,1.6452343146229345e-09,1.0326319840569752e-15,1.9935607136382315e-17,7.5952650596137325e-06,5.0951635052597892e-15,0.0056952460524027368,0.0053841779088561071,1.2259481433295205e-09,8.4812482576232134e-14,2.0674388229394763e-06,1.1840271245810807e-10,1.9638453087304923e-07,6.690014408179271e-07,8.071412460262168e-09,2.9157880158628583e-07
4.0759279685996417e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32647655545791698,0.1128916869800758,0.020003065695219428,0.0,0.00015602221895823879,6.7937525543271984e-07,7.9703945118898758e-05,1.2533327817851771e-10,4.6574337823124928e-21,3.0025502756745453e-06,2.5140887724401391e-20,1.0152709806396303e-08,9.8104556626732915e-16,1.6617733780119842e-09,1.0376444103472156e-15,2.0101250411719075e-17,7.6121552211589261e-06,5.2002879340782077e-15,0.0056950800169590634,0.0053926934263671998,1.2279445905040439e-09,8.4950408721137811e-14,2.0659735859198956e-06,1.1833435006415663e-10,1.9639057748179195e-07,6.6959068517694063e-07,8.1094036064723769e-09,2.9288814109640474e-07
4.0879853625696724e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32646824218531639,0.11289143183096323,0.019998208681104704,0.0,0.00015683432826742782,6.7888019805118793e-07,8.0108859559891783e-05,1.2704631520533605e-10,4.6958174563455296e-21,3.0168827331150447e-06,2.5783007215837786e-20,1.0149770522095488e-08,9.9721255046878969e-16,1.6784179037414548e-09,1.0426638628651179e-15,2.0267738833030986e-17,7.6289863058365398e-06,5.3071485498084162e-15,0.0056949145801060428,0.0054011716477791382,1.229932995080133e-09,8.5087778902383659e-14,2.0645182653323499e-06,1.1826652293263432e-10,1.9639668082647221e-07,6.7017700987930521e-07,8.1474447889178258e-09,2.9419911332970513e-07
4.100042756539703e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32645996548976702,0.11289117543534651,0.019993369301256506,0.0,0.00015764776392794978,6.7838375171250947e-07,8.051442183009338e-05,1.2877570091410958e-10,4.7343876499977778e-21,3.0312151345474699e-06,2.6438793089693519e-20,1.0146845494890555e-08,1.0135742085606113e-15,1.6951680628736911e-09,1.0476903223277495e-15,2.0435073772298982e-17,7.6457584305063748e-06,5.4157663123393985e-15,0.005694749740171267,0.0054096126865615518,1.2319133794333402e-09,8.5224594670103243e-14,2.063072785956321e-06,1.1819922669905105e-10,1.9640284029708618e-07,6.707604293230567e-07,8.1855357927662912e-09,2.9551171131052079e-07
4.1121001505097337e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32645172525942212,0.11289091779774471,0.019988547502855815,0.0,0.00015846252049446976,6.7788595222845354e-07,8.0920629297417742e-05,1.3052151270812942e-10,4.7731446315347466e-21,3.0455472762453646e-06,2.7108473884945814e-20,1.014393472852765e-08,1.030131880799837e-15,1.7120240241354071e-09,1.0527237694566468e-15,2.0603256596003342e-17,7.6624717127007459e-06,5.5261623264169837e-15,0.0056945854954786749,0.0054180166563050237,1.233885765975642e-09,8.5360857576916616e-14,2.0616370732780504e-06,1.1813245704223607e-10,1.9640905528960645e-07,6.7134095783469375e-07,8.2236764039353638e-09,2.9682592808783985e-07
4.1241575444797644e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32644352138232285,0.11289065892267168,0.019983743233014089,0.0,0.00015927859253723816,6.7738683497463492e-07,8.1327479337336874e-05,1.322838277526435e-10,4.8120886685608184e-21,3.0598789557119953e-06,2.7792280786994515e-20,1.0141038224710722e-08,1.0468869063749793e-15,1.7289859539212154e-09,1.0577641849776964e-15,2.0772288665138674e-17,7.6791262706115956e-06,5.6383578415327741e-15,0.0056944218443486351,0.0054263836707154735,1.2358501771540737e-09,8.5496569177836847e-14,2.0602110534889866e-06,1.1806620968411679e-10,1.9641532520589504e-07,6.7191860966060654e-07,8.2618664091004147e-09,2.9814175673526776e-07
