Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),H2(190),C4H7X(141),C2H6(343),C4H6(54),C4H5X(380),C4H7X(140),C4H7X(142),C4H7X(143),C4H5X(381),C4H7(69),C6H9X(441),C6H9X(640),C6H9(670),C6H9X(739),SX(1079),SX(1110),SX(1077),C3H6(75),SX(1111),SX(1342),S(1381),S(1211),SX(1814),SX(1809),SX(1811),C4H6a(379),SX(1076),SX(1233),SX(1190),SX(2663),SX(1189),SX(1188),SX(2665),SX(2909),S(2972),SX(3081),SX(3784),SX(3848),SX(3782),SX(3849),SX(4061),S(4128),S(4012),SX(4830),SX(4823),SX(4826),SX(4825),C6H10(384),SX(5968),SX(5969),S(1757),SX(6385),SX(6382),SX(1383),SX(1194),C4H7X(146),SX(3993),SX(3992),SX(3781),SX(1380),SX(8214),SX(8211),S(4762),SX(9385),SX(9382),C4H7(68),C4H7X(145),SX(4130),SX(3996),SX(1813),SX(1812),SX(11572),SX(11569),SX(4127),SX(4829),SX(4828),SX(4827),C3H5X(138),C3H5X(144),S(1760),SX(1816)
0.6601923199332662,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282362487736,0.6699999777927067,6.4255933567990575e-09,2.5397616926721579e-13,2.7782139943531935e-16,2.5342595653107925e-28,6.2758164914345048e-25,1.7315995468560176e-29,1.4621200878577063e-26,3.8968742945630395e-25,3.2573468415956043e-29,1.4230672063828829e-11,2.1973386015918389e-09,4.6013978671905481e-09,2.8448863095339026e-15,4.6105394378188152e-11,3.5536034402379383e-09,6.1596459431563761e-13,5.6774401568895029e-16,7.9929804973976166e-17,3.629569311053075e-18,1.8527803478405972e-18,4.7679602410412949e-20,2.3927442199528897e-18,4.6093488677385299e-15,5.0189023008622559e-20,3.2599193378149202e-13,2.08317668497354e-18,2.6572156150101037e-17,1.6749673979981282e-13,3.8403700577885843e-13,7.6020135856507577e-19,4.5349294914233551e-14,7.6001046916253674e-19,4.93468923006879e-14,2.0252444854234642e-17,3.3682270201784836e-17,2.6810858648203736e-16,1.4288166481426225e-15,9.1166107475763542e-16,1.5627820203949072e-20,5.996510146187199e-14,1.0809900358191944e-19,5.0732050586833496e-18,2.6803320777724804e-19,2.6119053068949469e-19,4.8672126413507833e-16,4.9712370147579634e-21,2.5157704347603729e-14,1.3438013648646007e-19,6.4723799524716384e-19,1.2532959374364919e-14,4.5511552346163335e-20,2.2204735939648852e-15,3.7218856828607821e-20,1.3603941171695385e-15,5.5977675286669423e-19,9.3002405297846078e-19,1.4800356663144343e-17,1.4800356662518884e-17,3.421076516979742e-13,4.4225116929898451e-21,8.5115170076591798e-21,3.5215780797908018e-22,2.0899497758263815e-17,1.9953067768074478e-15,2.6170243323154672e-19,1.5479918161468e-18,1.2028547595549721e-20,3.7959427900516127e-19,1.6066353129596509e-22,2.3871173360917446e-18,1.3842865002007958e-15,1.3581162030739405e-22,2.2826358688951352e-21,9.0789662598750306e-24,5.3638204036613069e-19,3.7161400912853893e-17,4.7575537852062042e-21,7.3429253928396589e-18,1.1459448131729721e-20,2.3959427090413729e-20,6.1345285483111815e-22,6.1345667900259597e-22,2.5319086895387172e-24,4.2540334102829184e-23,6.6830073188286223e-17,1.6963707697515437e-23,1.6963703085518981e-23,1.6964513819155512e-23,7.3706390244486222e-20,1.7530364551420227e-22,1.9024659169724883e-23,3.6507411705360513e-23
0.6723039707914615,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282362484772,0.6699999774075206,6.5481002270804662e-09,2.6252977394076005e-13,2.7782141510671374e-16,2.5342670338180369e-28,6.3980494804003132e-25,1.7799864054181916e-29,1.5184040862870697e-26,4.0018445105387739e-25,3.4181392703628334e-29,1.423071334635791e-11,2.197332225968838e-09,4.6702701687040979e-09,2.8448719906054232e-15,4.6898828583037941e-11,3.623197378220708e-09,6.280258529366149e-13,5.7356438166073334e-16,8.1453466327065746e-17,3.6987579778777629e-18,1.8890598063975249e-18,4.767936242866239e-20,2.4396002815781428e-18,4.7110583480327032e-15,5.1361887533850172e-20,3.3502869165841504e-13,2.1409246570035219e-18,2.7308785776303093e-17,1.741116735783601e-13,4.0390560121010372e-13,7.9044186370296171e-19,4.7461975935461501e-14,7.9541696711700936e-19,5.2835597553057534e-14,2.1684180606918141e-17,3.6063438546853105e-17,2.8706300607140068e-16,1.4568326640413482e-15,9.3696467714392681e-16,1.6436295778065281e-20,6.2849846585013739e-14,1.1329933187921406e-19,5.2735635246276076e-18,2.7861862721141787e-19,2.7375576578119406e-19,5.1181053128103678e-16,5.2378262024148702e-21,2.6745808839317231e-14,1.4286304496609839e-19,6.8809615135994785e-19,1.3583503015842649e-14,4.9340544706076191e-20,2.4322453974831508e-15,4.0768507037819515e-20,1.5249685047211975e-15,6.2749422061403221e-19,1.0425316022760801e-18,1.6590917998449038e-17,1.6590917997764347e-17,3.5556516130137329e-13,4.5964669758125701e-21,8.846309427865107e-21,3.7841372614992354e-22,2.2460382562262472e-17,2.1741657067061965e-15,2.7389439197343062e-19,1.6201092875778606e-18,1.2433615766863485e-20,4.114132737376112e-19,1.7413074580567192e-22,2.5378137062730316e-18,1.4497858330568725e-15,1.4798574907467307e-22,2.4872510307483534e-21,1.0206984268847828e-23,6.031497679335084e-19,4.2467814206365015e-17,4.8063273309114622e-21,7.427360090364048e-18,1.2552365742038807e-20,2.6244511675980907e-20,6.5682068615783302e-22,6.56824675593452e-22,2.8934492650359155e-24,4.8614828242520574e-23,7.330078553946376e-17,1.9015867720381341e-23,1.9015862671635458e-23,1.9016749825045329e-23,7.7519476212676358e-20,1.8437264617474588e-22,2.0369645397469736e-23,3.9088283607006248e-23
0.6965272725078523,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282362478744,0.66999997663714628,6.7931127128224951e-09,2.8021186383442483e-13,2.7782144644931511e-16,2.5342822030913665e-28,6.6425136167393193e-25,1.8784245589908533e-29,1.6341604161185482e-26,4.2149968401801016e-25,3.7559975837194871e-29,1.4230797215762126e-11,2.1973192734350063e-09,4.8080145436627076e-09,2.8448429007680067e-15,4.8485703958681204e-11,3.7623816437169446e-09,6.521474746549156e-13,5.8520485735179348e-16,8.4500739158936688e-17,3.8371330467613944e-18,1.9616160298360883e-18,4.7678874890077799e-20,2.5333090406654943e-18,4.9148506117893879e-15,5.3713891672324095e-20,3.5319091505572046e-13,2.2569874885035937e-18,2.8789276688666853e-17,1.8761108266442961e-13,4.4543090631891506e-13,8.5217678999002175e-19,5.1805449054580221e-14,8.6820939089247517e-19,6.0287335207136794e-14,2.4742291728553627e-17,4.1149491802227458e-17,3.275487302683373e-16,1.5128632427156904e-15,9.8782103110231277e-16,1.8125995240930052e-20,6.879343448723618e-14,1.2401383442408988e-19,5.6824447291131164e-18,3.002207951864331e-19,2.9964458191012329e-19,5.6379819152126091e-16,5.791971683560417e-21,3.008568956030647e-14,1.607031238928687e-19,7.7402343533816791e-19,1.5862805794493818e-14,5.7651867208135969e-20,2.8985948697539037e-15,4.858530548335666e-20,1.901238977178558e-15,7.8231743688172365e-19,1.2997590750234398e-18,2.06847389451632e-17,2.0684738944348242e-17,3.8326315963962674e-13,4.9544957401928904e-21,9.535367642636385e-21,4.3485979389339121e-22,2.5816481156008165e-17,2.5663930988931198e-15,2.9895991589447089e-19,1.7683761317755533e-18,1.3270970248163168e-20,4.8044916854517682e-19,2.0334976942295729e-22,2.8547383770976207e-18,1.5845343938598366e-15,1.746829164444242e-22,2.9359603873124107e-21,1.2799285581371086e-23,7.5662929976861249e-19,5.4966209333441354e-17,4.903872306375516e-21,7.5971109144283859e-18,1.4959115330805771e-20,3.1276573765055378e-20,7.4945207514429225e-22,7.4945640184562649e-22,3.7449994053406583e-24,6.2922314334839251e-23,8.7573723934879876e-17,2.3707751297135141e-23,2.3707745287761989e-23,2.3708800393944166e-23,8.5488759982404544e-20,2.0332669502618012e-22,2.3242471960416273e-23,4.4600888180460214e-23
0.720750574224243,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282362472604,0.6699999758667694,7.0381235041166334e-09,2.986802641051411e-13,2.7782147779167701e-16,2.5342976065937347e-28,6.8869752606629027e-25,1.9790949820414899e-29,1.7541677810447226e-26,4.4324316009673735e-25,4.1163603564437153e-29,1.4230882400584435e-11,2.1973061179478528e-09,4.9457586385834981e-09,2.8448133552407646e-15,5.0072588760671177e-11,3.9015610710877908e-09,6.7626791097316768e-13,5.9684501814266026e-16,8.7547946907430195e-17,3.9755051602433803e-18,2.0341686876705373e-18,4.7678379714241769e-20,2.6270133342689758e-18,5.1190960774885041e-15,5.6073518241574836e-20,3.7146095283386106e-13,2.3737393093039941e-18,3.027855688829141e-17,2.0145465333975439e-13,4.8937097676756261e-13,9.1551339420023472e-19,5.6300656836302621e-14,9.4354474144559325e-19,6.8389123324480477e-14,2.8067147360343586e-17,4.6679184168444587e-17,3.715659606946457e-16,1.5688918740590088e-15,1.0389801991007024e-15,1.9913936832303372e-20,7.4961394154337447e-14,1.3513281209125064e-19,6.1017504113193829e-18,3.2237370171804007e-19,3.2651073282052478e-19,6.1814348955951721e-16,6.3735734698613115e-21,3.364259070936109e-14,1.7970243010615877e-19,8.6553425900829356e-19,1.8389247494844164e-14,6.6869711902467469e-20,3.4252349820783907e-15,5.7412676081051025e-20,2.3471378226222964e-15,9.6578909581900591e-19,1.6045841287399454e-18,2.5536137947542458e-17,2.5536137946580624e-17,4.1200509997451843e-13,5.3260148960102532e-21,1.025038931687244e-20,4.9674883474445703e-22,2.9496802022490779e-17,3.0073536554730215e-15,3.2490108449568065e-19,1.9218226720337025e-18,1.4145553075832053e-20,5.5697057410031096e-19,2.3573693643609107e-22,3.1922576536004973e-18,1.7241023012907495e-15,2.046971327939607e-22,3.4404206666603476e-21,1.5891941020411658e-23,9.397921135784506e-19,7.0347413475403715e-17,5.0014146859907538e-21,7.7680680133890015e-18,1.7677015552978724e-20,3.6959197161184048e-20,8.5016328289216881e-22,8.5016795525079328e-22,4.7929632817730673e-24,8.0529885950048527e-23,1.0372482423197353e-16,2.9267829536907728e-23,2.9267822444432753e-23,2.9269066719639832e-23,9.392139525381712e-20,2.2338276592051963e-22,2.6365892077300714e-23,5.0594331064237271e-23
0.7449738759406338,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282362466331,0.66999997509638975,7.2831325813039057e-09,3.1795844078122132e-13,2.7782150913380787e-16,2.5343131843202994e-28,7.1314343781456797e-25,2.0820137222502743e-29,1.878426092012045e-26,4.6541486819986668e-25,4.5002211169476069e-29,1.4230968563848676e-11,2.1972928115443167e-09,5.0835024756209e-09,2.8447834708940147e-15,5.1659483116482331e-11,4.0407356381203519e-09,7.0038716814453751e-13,6.0848488514943726e-16,9.0595090652913564e-17,4.1138743673824896e-18,2.1067177987099707e-18,4.7677878859872839e-20,2.7207131720119461e-18,5.3237462006611732e-15,5.843995602918162e-20,3.8982740478417939e-13,2.4911072661976275e-18,3.1775697003071469e-17,2.1562465849254602e-13,5.3576121052235396e-13,9.8036984651908709e-19,6.0940772295209765e-14,1.0213086050782259e-18,7.7161146445693239e-14,3.166702632895255e-17,5.2666285480021779e-17,4.1922430940964288e-16,1.6249185490456578e-15,1.0904101625767259e-15,2.1801559261414564e-20,8.1344404920585858e-14,1.4663946251626777e-19,6.5309436286469919e-18,3.4504897931302578e-19,3.5431362068428071e-19,6.7477819398762751e-16,6.9819858450758212e-21,3.7414428132248258e-14,1.9984983122966903e-19,9.6257500596148875e-19,2.1173676754932424e-14,7.7034485717394739e-20,4.0159281304905809e-15,6.7313682894549922e-20,2.8712688118891199e-15,1.1814488794320312e-18,1.9628877843847632e-18,3.1238726460335991e-17,3.123872645920991e-17,4.417909459305088e-13,5.7110237659887398e-21,1.0991373147095486e-20,5.6431230302836079e-22,3.3515167193288891e-17,3.500314895403028e-15,3.5167850008423755e-19,2.0802158613038598e-18,1.5058475042730601e-20,6.4130609109493654e-19,2.7143131859138291e-22,3.5501738144711781e-18,1.8682747771572342e-15,2.3825080355567385e-22,4.0043699253782279e-21,1.9551426590270394e-23,1.1565906658161935e-18,8.9096902655036016e-17,5.0989546479926896e-21,7.9402679622295104e-18,2.0725483644935606e-20,4.3332980247616816e-20,9.5920508013007239e-22,9.5921010585365493e-22,6.0704177166815774e-24,1.0199329039931001e-22,1.2187457062855164e-16,3.5803374345254128e-23,3.5803366039870033e-23,3.5804821934660541e-23,1.0282416765197214e-19,2.4455699744568121e-22,2.9747683921832681e-23,5.7083535815443802e-23
0.7691971776570246,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282362459948,0.66999997432600722,7.5281399292872622e-09,3.3806951726519062e-13,2.7782154047571164e-16,2.534328899428735e-28,7.3758909430583064e-25,2.1871973018851963e-29,2.0069352610294955e-26,4.8801479783565576e-25,4.9086023864329761e-29,1.423105549865522e-11,2.1972793861758394e-09,5.2212460717981447e-09,2.8447533194887559e-15,5.3246387124046181e-11,4.1799053277930093e-09,7.2450524826587117e-13,6.2012447063363407e-16,9.3642170874389471e-17,4.2522406899298769e-18,2.1792633692615461e-18,4.7677373529668117e-20,2.8144085489125835e-18,5.52875750758484e-15,6.0812478706996471e-20,4.0828006570109738e-13,2.6090261426633008e-18,3.3279865080413333e-17,2.3010401276928984e-13,5.846355334382885e-13,1.0466671872293247e-18,6.571907930835407e-14,1.1013884260402861e-18,8.6622523367634597e-14,3.5549769667796989e-17,5.9123837484344635e-17,4.7062759218280165e-16,1.6809432607720259e-15,1.1420822592684412e-15,2.3790241159590036e-20,8.7933192064011686e-14,1.5851706615663236e-19,6.9695068765951554e-18,3.6821928743941727e-19,3.8301284761151678e-19,7.3363155034512464e-16,7.616518729546792e-21,4.1398463174073914e-14,2.2113069880742284e-19,1.0650752201676356e-18,2.4226254675756973e-14,8.8184094331720933e-20,4.6743066149198058e-15,7.8349209358851578e-20,3.4827261314202506e-15,1.4330381627077486e-18,2.3808861774911993e-18,3.7891450733970462e-17,3.7891450732661254e-17,4.726206609869629e-13,6.1095216341006379e-21,1.175831775524651e-20,6.3777535445483169e-22,3.7885023348154588e-17,4.0485386943742207e-15,3.7925340472161083e-19,2.2433264365399658e-18,1.6010830584280164e-20,7.3376349564499506e-19,3.1056317390431126e-22,3.9282270222742491e-18,2.0168402048208199e-15,2.7556595004938344e-22,4.6315397642470665e-21,2.3848829843262522e-23,1.4112524741604075e-18,1.1175083244481424e-16,5.1964922963967206e-21,8.1137466346012576e-18,2.4123265440358167e-20,5.0437117634407242e-20,1.0768149765810446e-21,1.0768203627240225e-21,7.6138924701807618e-24,1.2792629030947741e-22,1.4213951294443385e-16,4.3427770167605047e-23,4.3427760512475269e-23,4.3429451654803304e-23,1.1220357944669533e-19,2.6686485427125204e-22,3.339521437355444e-23,6.4082636817447399e-23
0.7934204793734153,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282362453419,0.66999997355562146,7.7731455359404877e-09,3.5903627279504085e-13,2.7782157181739083e-16,2.5343447299596633e-28,7.6203449344135349e-25,2.2946627093029978e-29,2.1396952006392043e-26,5.1104293888609031e-25,5.3425552483924159e-29,1.4231143081684232e-11,2.1972658608867206e-09,5.3589894407969979e-09,2.8447229437973867e-15,5.4833300862055625e-11,4.3190701264637227e-09,7.4862215196357019e-13,6.3176378174404036e-16,9.6689187815606014e-17,4.3906041389539819e-18,2.2518054012094507e-18,4.7676864440482772e-20,2.9080994556530412e-18,5.7340910754324069e-15,6.319043604937091e-20,4.2680980063071129e-13,2.7274375616396683e-18,3.4790316417191149e-17,2.4487628548063164e-13,6.3602645640682115e-13,1.1143294024983507e-18,7.0629001521891828e-14,1.1836739909770863e-18,9.6791336606684204e-14,3.9722792959675157e-17,6.6064174364123625e-17,5.2587399187838833e-16,1.7369660037158041e-15,1.1939708328254937e-15,2.5881303545429551e-20,9.4718581294022213e-14,1.7074908451672965e-19,7.4169424797311876e-18,3.918583331790584e-19,4.1256845299886887e-19,7.9463095323088977e-16,8.2764459843983666e-21,4.5591377991961453e-14,2.4352731059170108e-19,1.1729495436496555e-18,2.7556427103254721e-14,1.0035383385780397e-19,5.4038537881410782e-15,9.0577642305107625e-20,4.1910724027831818e-15,1.7244909750097754e-18,2.865115542163652e-18,4.559835279273666e-17,4.5598352791224975e-17,5.044942085060798e-13,6.5215077775465269e-21,1.2551221750233607e-20,7.1735668799561412e-22,4.2619432236882317e-17,4.655272015309329e-15,4.075878470436189e-19,2.4109299055334244e-18,1.7003697786122965e-20,8.3462889966657708e-19,3.5325359133439785e-22,4.3261024705914056e-18,2.1695910960459606e-15,3.1686357854862006e-22,5.3256447238799736e-21,2.8859775267005334e-23,1.7082757223968195e-18,1.3889747073530197e-16,5.2940276923550234e-21,8.2885392773644862e-18,2.7888338081862888e-20,5.8309196741702385e-20,1.2032175948226678e-21,1.2032233478203217e-21,9.463467858619522e-24,1.5900230378578352e-22,1.6463164327170039e-16,5.2260240072308475e-23,5.2260228923903677e-23,5.2262180056649677e-23,1.2206586117902998e-19,2.9032115480138107e-22,3.7315450610415076e-23,7.160500152891838e-23
0.8176437810898061,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228236244678,0.66999997278523271,8.0181493909274126e-09,3.8088114173855882e-13,2.7782160315884618e-16,2.5343606626919037e-28,7.8647963343224766e-25,2.4044273908323158e-29,2.2767058235226747e-26,5.344992814400224e-25,5.803158917691523e-29,1.4231231238688118e-11,2.1972522471444405e-09,5.49673259428595e-09,2.8446923695761617e-15,5.6420224397612095e-11,4.4582300225281273e-09,7.7273787779366306e-13,6.4340282204345084e-16,9.973614142909191e-17,4.5289647122990957e-18,2.3243438902102917e-18,4.7676352023985395e-20,3.0017858761084754e-18,5.9397120545014802e-15,6.5573245946852167e-20,4.4540843260274865e-13,2.8462892680745789e-18,3.6306384407388992e-17,2.5992570717920361e-13,6.8996512796541084e-13,1.183283468835245e-18,7.5664125691417435e-14,1.2680578200908637e-18,1.0768466485459172e-13,4.4193099463708148e-17,7.3498944564691161e-17,5.8505623226157899e-16,1.792986773187044e-15,1.2460529174917247e-15,2.8076011868549985e-20,1.0169154439869457e-13,1.833192424363445e-19,7.8727727909796608e-18,4.159408817538016e-19,4.4294111237159957e-19,8.5770254769687557e-16,8.9610130069443991e-21,4.9989347593114785e-14,2.6701923533962318e-19,1.286099569911852e-18,3.1172904674429855e-14,1.1357631139294174e-19,6.2078878061844167e-15,1.0405459959023616e-19,5.0063145420570075e-15,2.0599240474303967e-18,3.422415676368111e-18,5.4468307240156296e-17,5.4468307238421739e-17,5.3741155175386879e-13,6.9469814493244389e-21,1.3370083694385119e-20,8.0326842757061919e-22,4.773106357589504e-17,5.3237384290302678e-15,4.3664481695756614e-19,2.5828073437255003e-18,1.8038138313124907e-20,9.4416614642663e-19,3.9961423499089842e-22,4.7434372204574014e-18,2.326324875114292e-15,3.6236310313025627e-22,6.0903725843176474e-21,3.4664327248895982e-23,2.0524235289992041e-18,1.7117835766556394e-16,5.3915608669502287e-21,8.4646805329785462e-18,3.203782615841645e-20,6.6985022454203493e-20,1.338625067911001e-21,1.338631193610448e-21,1.1662853783841045e-23,1.9595573224372375e-22,1.8945785565951983e-16,6.24255441331584e-23,6.242553134162912e-23,6.2427768254175707e-23,1.3241698130154211e-19,3.1494009410027592e-22,4.151497244091139e-23,7.9663254146681786e-23
0.8418670828061968,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282362440019,0.66999997201484041,8.2631514849044514e-09,4.0362621349017685e-13,2.778216345000772e-16,2.5343766889913152e-28,8.1092451266143112e-25,2.5165092430345456e-29,2.4179670422469452e-26,5.5838381568169686e-25,6.2915203098451118e-29,1.4231319921179192e-11,2.1972385524383147e-09,5.6344755428172752e-09,2.8446616136465845e-15,5.800715779139039e-11,4.5973850055111455e-09,7.9685242394762155e-13,6.5504159355789777e-16,1.0278303160509573e-16,4.6673224049814663e-18,2.3968788308241557e-18,4.7675836562100345e-20,3.0954677938384047e-18,6.1455892432248585e-15,6.7960387264489425e-20,4.640686417033943e-13,2.9655344839482928e-18,3.7827472314272205e-17,2.7523717079059412e-13,7.4648138313086751e-13,1.2534593705216797e-18,8.0818220144654972e-14,1.3544354765577324e-18,1.1931861773790365e-13,4.8967294558788491e-17,8.1439134810992988e-17,6.4826176918830639e-16,1.8490055649568975e-15,1.2983079546373853e-15,3.0375578093032022e-20,1.088432370163459e-13,1.9621159618158775e-19,8.3365402259231111e-18,4.4044275833544561e-19,4.7409230192092704e-19,9.2277176463048422e-16,9.6694436444551337e-21,5.4588108251733849e-14,2.9158369826730518e-19,1.4044156042057035e-18,3.5083649985990082e-14,1.2788139212448283e-19,7.0895478946326841e-15,1.1883269989704528e-19,5.9388778040803369e-15,2.4436261353828489e-18,4.0599122029766332e-18,6.4614738878046288e-17,6.4614738876067727e-17,5.7137265391462552e-13,7.3859418996461363e-21,1.4214902144666715e-20,8.9571604853369249e-22,5.3232190517282927e-17,6.0571304040050798e-15,4.6638835219074942e-19,2.7587460245081235e-18,1.911519745770441e-20,1.0626164218335169e-18,4.4974717964392843e-22,5.1798266931940835e-18,2.486844502817767e-15,4.1228182087194164e-22,6.9293755444543065e-21,4.1346873093284059e-23,2.4487170152224398e-18,2.0928919093653731e-16,5.4890918383680609e-21,8.6422044824468051e-18,3.6587930826930915e-20,7.6498468923520884e-20,1.483237476874076e-21,1.4832439805702191e-21,1.4259450052023842e-23,2.3958297387352933e-22,2.1671948641706478e-16,7.4053655844460938e-23,7.4053641254029136e-23,7.4056190710861478e-23,1.4326265600364501e-19,3.4073526726308532e-22,4.5999985869814728e-23,8.8269301641731929e-23
0.8660903845225876,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282362433147,0.66999997124444499,8.5081518091408019e-09,4.27293232859553e-13,2.7782166584108398e-16,2.5343928028318932e-28,8.3536912961789228e-25,2.6309266053495226e-29,2.5634787691317966e-26,5.8269653183646334e-25,6.8087736105337269e-29,1.4231409095316631e-11,2.1972247819962306e-09,5.7722182962542553e-09,2.8446306877514645e-15,5.9594101100098334e-11,4.7365350656354709e-09,8.209657879599125e-13,6.666800972204697e-16,1.0582985814101295e-16,4.8056772078008986e-18,2.4694102156348679e-18,4.7675318251634288e-20,3.1891451908387186e-18,6.3516947057156353e-15,7.0351393439107634e-20,4.8278387493143691e-13,3.0851313322077797e-18,3.935304592164476e-17,2.9079622778580014e-13,8.0560378884337311e-13,1.324790092397628e-18,8.60852487415629e-14,1.4427058004856035e-18,1.317083724787728e-13,5.4051600710784149e-17,8.9895094996088063e-17,7.1557298878593406e-16,1.9050223750809733e-15,1.3507175395788179e-15,3.2781162505535988e-20,1.1616502905621822e-13,2.0941058828436588e-19,8.8078071469061998e-18,4.6534084192087729e-19,5.0598443102251378e-19,9.8976379241474311e-16,1.0400946436518018e-20,5.9383022052602703e-14,3.1719592581453494e-19,1.5277783241444182e-18,3.9295871513591684e-14,1.4329617165292906e-19,8.0517830917930338e-15,1.3496137405090872e-19,6.9995782530367433e-15,2.8800466788623077e-18,4.784997730296029e-18,7.6155322815311925e-17,7.6155322813067529e-17,6.0637747809832741e-13,7.8383883683527539e-21,1.5085675638085066e-20,9.9489833957095581e-22,5.9134687346663823e-17,6.8586023608543429e-15,4.967836188546924e-19,2.9385398958151479e-18,2.0235904141397836e-20,1.1901980702029642e-18,5.0374483277354306e-22,5.634830795704897e-18,2.6509589525841282e-15,4.6683443910331321e-22,7.8462622763523591e-21,4.8995986881158623e-23,2.902427232520205e-18,2.5398043124434378e-16,5.5866206156164863e-21,8.8211446522564755e-18,4.1553871716689213e-20,8.6881358097438424e-20,1.6372433040801655e-21,1.6372501905468643e-21,1.7304387623519113e-23,2.9074311671236552e-22,2.4651193398655694e-16,8.7279418464821461e-23,8.7279401914198262e-23,8.7282291579263983e-23,1.5460835774075688e-19,3.6771968969825976e-22,5.0776337160030744e-23,9.7434360739373916e-23
0.8903136862389783,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282362426152,0.66999997047404591,8.7531503553804921e-09,4.5190360075886569e-13,2.7782169718186476e-16,2.5344090000747989e-28,8.5981348287281218e-25,2.7476982529651724e-29,2.7132409161808139e-26,6.0743742014897173e-25,7.3560798456758938e-29,1.4231498737857578e-11,2.1972109394096269e-09,5.9099608639264107e-09,2.8445995999583752e-15,6.11810543773705e-11,4.8756801936644176e-09,8.4507796703508254e-13,6.7831833324203674e-16,1.0887662078503594e-16,4.9440291093229355e-18,2.5419380362338966e-18,4.7674797227797814e-20,3.2828180487060203e-18,6.5580034294605681e-15,7.274584676093413e-20,5.0154826586188963e-13,3.2050423233758521e-18,4.0882626984636708e-17,3.0658908015538876e-13,8.6735968663859708e-13,1.3972115917052988e-18,9.1459380911345565e-14,1.5327710771248418e-18,1.4486821187453185e-13,5.9451873102842948e-17,9.8876564172698821e-17,7.8706741436774441e-16,1.9610371998351791e-15,1.4032651959467773e-15,3.5293875471928643e-20,1.2364852857297017e-13,2.2290109058101466e-19,9.2861556199707677e-18,4.9061305248895778e-19,5.3858094624099091e-19,1.0586039888626939e-15,1.1154720209818954e-20,6.4369137288970837e-14,3.4382946826499057e-19,1.6560603336576353e-18,4.3816023713000272e-14,1.5984497147502451e-19,9.09734338095678e-15,1.5248671638156855e-19,8.1995939712596338e-15,3.3737839516463466e-18,5.6053121633886381e-18,8.921167104308968e-17,8.921167104055682e-17,6.4242598734392956e-13,8.304320089146035e-21,1.5982402699830921e-20,1.1010073997663469e-21,6.5450029215021304e-17,7.7312644725776299e-15,5.2779696936937068e-19,3.121989922787482e-18,2.1401270958009872e-20,1.3271065972741736e-18,5.6168993586653603e-22,6.1079796523728867e-18,2.8184835576552022e-15,5.2623265341504498e-22,8.8445908326645515e-21,5.7704276183899005e-23,3.4190660585473102e-18,3.0605762764335646e-16,5.6841472016324315e-21,9.001534023250957e-18,4.6949841163561365e-20,9.8163364028886293e-20,1.8008199066837412e-21,1.8008271802080881e-21,2.0852550780726789e-23,3.5035831110650703e-22,2.7892435582012426e-16,1.0224218586992899e-22,1.0224216719274271e-22,1.0224542555242556e-22,1.6645932351844666e-19,3.9590581683235858e-22,5.5849527514262088e-23,1.0716898609468453e-22
