Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25)
1.6267979938320361e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319931241,0.11866996602930928,0.022821567693038516,0.0,4.6496280612113528e-45,2.7384006695736933e-31,5.0746535094532614e-59,2.5878221057151887e-41,3.1300818558175068e-98,1.6542201862375043e-19,2.4711819120907169e-87,1.6542201638370081e-19,1.0105286649558034e-58,1.4539270350158436e-49,1.2415915029588966e-81,7.5022702208311622e-83,1.8269598092893598e-37,7.6021589548434215e-69,6.5604011232023793e-13,3.1542991597572228e-14,1.2158373032463083e-17,2.1836089032285641e-27,1.2158373462682248e-17,1.0270948167847934e-38,2.1501101370825459e-25,4.7076887819073359e-29,3.6643838480252833e-33,3.0359566721561465e-53
3.2536015038977627e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631986248,0.11866996602865322,0.022821567693022744,0.0,7.4394248533359966e-44,1.0953798833938978e-30,6.4900066936818854e-57,2.0702658061111779e-40,1.6012284147596815e-95,3.3084460264343642e-19,1.5815659244789416e-85,3.308445936832152e-19,1.6168526652305832e-57,2.3262936393749923e-48,3.1757529675455784e-79,1.9189368496827048e-80,1.4615720949251637e-36,2.4327014436642918e-67,1.3120824490770351e-12,6.308609015260351e-14,2.431678686180721e-17,8.7344572561785554e-27,2.4316788582876534e-17,8.2167786945076017e-38,8.5985798309484034e-25,3.7651000498205787e-28,5.8580664613195185e-32,1.9413589965615139e-51
6.5072085240292155e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319724956,0.11866996602734112,0.0228215676929912,0.0,1.1903086859960527e-42,4.3816596619464031e-30,8.300279001083786e-55,1.6562158114336171e-39,8.1914497329193106e-93,6.616897841051388e-19,1.0122051977472432e-83,6.6168974826420952e-19,2.5869695810718858e-56,3.7220776951627924e-47,8.1231452422671994e-77,4.9083801045010257e-78,1.1692592681761784e-35,7.7846611764963626e-66,2.6241671222925511e-12,1.261722872620518e-13,4.8633613229350857e-17,3.493786889357891e-26,4.8633620115142183e-17,6.5734259570907596e-37,3.4379311550032524e-24,3.0103861791841284e-27,9.3651154312603623e-31,1.2414335335670845e-49
1.301442256429212e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631944991,0.1186699660247169,0.022821567692928115,0.0,1.9044916268595052e-41,1.7527724929403156e-29,1.0611288279026584e-52,1.3249737844425377e-38,4.1888730206523661e-90,1.3233802007178598e-18,6.4781224477189894e-82,1.3233800573540597e-18,4.1391551851614062e-55,5.9553292194769537e-46,2.0769704267078487e-74,1.2550015960786882e-75,9.3540788061314997e-35,2.4910939898834736e-64,5.2483364675312697e-12,2.5234468147849101e-13,9.726726079986013e-17,1.3975152797040707e-25,9.7267288355079094e-17,5.2587338660979439e-36,1.373970689095371e-23,2.4055969584136484e-26,1.4965705631367316e-29,7.935376600440319e-48
2.602885064481793e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318899822,0.11866996601946846,0.022821567692801942,0.0,3.0471757038678385e-40,7.0119502086122148e-29,1.3552048180315577e-50,1.0599792715550437e-37,2.1399153433536383e-87,2.6467612487005197e-18,4.1460007450329921e-80,2.646760675245206e-18,6.6226501072709711e-54,9.5285262272759126e-45,5.3051645328238241e-72,3.205625738067645e-73,7.4832621760357395e-34,7.9715031207133359e-63,1.0496675153239452e-11,5.0468946990154067e-13,1.9453453528257126e-16,5.5900599794079627e-25,1.9453464559962006e-16,4.2069713728566687e-35,5.4862868451710137e-23,1.9201475959639718e-25,2.389127513976532e-28,5.0672334283418752e-46
5.205770680586955e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317799647,0.11866996600897158,0.022821567692549598,0.0,4.8754433431987625e-39,2.8054635896032045e-28,1.7271087284780301e-48,8.479831786567155e-37,1.0908794591105258e-84,5.2935242036943414e-18,2.6534405214037174e-78,5.2935219098732822e-18,1.0596237545738802e-52,1.524562730564927e-43,1.3522196062601113e-69,8.1707359262803123e-71,5.9866050202390898e-33,2.5508804097700475e-61,2.0993352505578806e-11,1.009379046708324e-12,3.8906900161479957e-16,2.2360220140224632e-24,3.8906944364983757e-16,3.3655500742305487e-34,2.1868743878682181e-22,1.5292253850195376e-24,3.8058679473223328e-27,3.2288537398442504e-44
1.041154191279728e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315599296,0.11866996598797783,0.022821567692044908,0.0,7.8005861213890297e-38,1.1227266779574432e-27,2.1916791528357289e-46,6.7838590959077948e-36,5.5373891279186966e-82,1.058705354979309e-17,1.6982014758629484e-76,1.0587044374512577e-17,1.6953964933426552e-51,2.4392942755729349e-42,3.4319572134747493e-67,2.0737470675910339e-68,4.789275131121366e-32,8.1628101908454868e-60,4.1986707133949455e-11,2.0187582001646267e-12,7.7813760374676153e-16,8.944070101803015e-24,7.7813937798418791e-16,2.6923960729208491e-33,8.6869649592560197e-22,1.2124659519188916e-23,6.0367042611986926e-26,2.0486178540534747e-42
2.082308437721793e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756311198594,0.11866996594599033,0.022821567691035528,0.0,1.2480541622088074e-36,4.4951532194632241e-27,2.7577114245012704e-44,5.42707613701505e-35,2.7871402532484189e-79,2.1174125986411626e-17,1.0868477709447318e-74,2.1174089285323726e-17,2.7126290056855119e-50,3.9028510580329323e-41,8.6369094270888182e-65,5.2188189860522017e-66,3.8314053560660415e-31,2.6120941677362376e-58,8.3973416085458578e-11,4.0375165064481757e-12,1.5562734858829788e-15,3.5776132509563923e-23,1.556280631030075e-15,2.1538461834822854e-32,3.4272866962994202e-21,9.528673312777009e-23,9.4937911889140603e-25,1.2887640147402043e-40
4.164616930605923e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756302397189,0.11866996586201534,0.022821567689016772,0.0,1.9967597464679439e-35,1.801331356412351e-26,3.4127479779727011e-42,4.3416426836032901e-34,1.379805058681453e-76,4.234832583714591e-17,6.9558097008428933e-73,4.2348179033076316e-17,4.340188750292238e-49,6.244497778794004e-40,2.1378283727596831e-62,1.2917741859305982e-63,3.0651004740324341e-30,8.3586678815197442e-57,1.67946832767548e-10,8.0750331164990559e-12,3.1125399616627372e-15,1.4310333835084165e-22,3.1125689188426521e-15,1.7229637569682679e-31,1.3343360496744833e-20,7.3602038729996855e-22,1.4683258914745124e-23,7.973344106739978e-39
6.246925423490053e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756293595785,0.11866996577804034,0.022821567686998015,0.0,7.3492246089783875e-35,3.8324841004295217e-26,2.2080093686735738e-41,1.288922084741605e-33,1.1629980607472371e-75,6.3522580665190144e-17,3.9492971358648333e-72,6.3522268706959175e-17,1.6419783372484575e-48,2.3807044092589474e-39,1.5913457497445267e-61,9.6156419934776226e-63,8.7642325441203288e-30,3.8992937842675318e-56,2.5192024822870865e-10,1.2112549724033716e-11,4.6688011489679761e-15,3.0409284406970586e-22,4.6688632255357447e-15,4.9264135739696153e-31,2.7833938627038492e-20,2.0627345367355819e-21,5.3173113003802292e-23,4.3968584453812221e-38
1.0411542409258312e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756275992977,0.11866996561009036,0.022821567682960498,0.0,5.6540102460278532e-34,1.0626750500482054e-25,9.3613200691279319e-40,6.0375329054364191e-33,1.5369160499003698e-73,1.0587131022902477e-16,1.0616752725208737e-70,1.0587044775924647e-16,1.2958558239752011e-47,1.9576994641536154e-38,1.1840077746157073e-59,7.1543140271105503e-61,4.0276612239648376e-29,5.2252668785444688e-55,4.1986707426731481e-10,2.018758292903817e-11,7.7813023698255245e-15,8.407147842900732e-22,7.7814777064022152e-15,2.263738458247318e-30,7.3478362634887649e-20,8.9371663541816092e-21,3.8670105508927262e-22,1.076467150856212e-36
1.4159697696449746e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675626015045,0.11866996545893538,0.022821567679326735,0.0,1.557077176432992e-33,1.8958011079110646e-25,4.369190067106915e-39,1.39321498163692e-32,8.4233501284511428e-73,1.439853444672541e-16,4.6099323130475227e-70,1.4398380866763065e-16,3.6365799204520687e-47,5.7096541891392245e-38,6.0439726934415931e-59,3.6520419215331088e-60,9.0661570368811174e-29,1.7342240722539674e-54,5.7101921375720929e-10,2.7455112805412221e-11,1.0582536381625809e-14,1.4970492118742576e-21,1.0582852858190302e-14,5.0953300825770411e-30,1.2693736286869784e-19,1.9470661260376723e-20,1.0378768412324894e-21,4.5023544299507769e-36
1.790785298364118e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756244307923,0.1186699653077804,0.022821567675692971,0.0,3.5068200966206848e-33,2.9645929808268778e-25,1.5064276002669256e-38,2.682538955851225e-32,3.8333162845472832e-72,1.8209956672272667e-16,1.395887311700856e-69,1.8209716932338279e-16,8.3261349941965541e-47,1.3064694401793661e-37,2.4072819260965745e-58,1.4545886774273335e-59,1.7135492052142558e-28,4.6598648803822399e-54,7.2217134907155968e-10,3.472264267318088e-11,1.3383752307342725e-14,2.3368917480672769e-21,1.3384252822743661e-14,9.6298660343737763e-30,1.9231109116976635e-19,3.5580984117258127e-20,2.2725243939115141e-21,1.3225533765694071e-35
2.165600827083261e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756228465395,0.11866996515662542,0.022821567672059208,0.0,6.7397163153182265e-33,4.2567897390947491e-25,4.1722187955222075e-38,4.5609544938032753e-32,1.2858064236838439e-71,2.2021396657934675e-16,3.6238660763763159e-69,2.2021052974049773e-16,1.6236410641200003e-46,2.5836131173022976e-37,7.3492725240623989e-58,4.4407618662179105e-59,2.8641114677227499e-28,1.030870089229833e-53,8.7332348044166619e-10,4.1990172532820841e-11,1.6184951148940472e-14,3.3500726951200864e-21,1.6185677311817118e-14,1.6094959678388166e-29,2.6805186638753051e-19,5.7647730864126031e-20,4.257378244675357e-21,3.3212793891717692e-35
2.915231884521548e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756196780341,0.1186699648543155,0.022821567664791678,0.0,1.742761971773863e-32,7.3527425066850375e-25,1.9302735459671012e-37,1.0084228995354077e-31,7.4954589665320867e-71,2.9644317130566495e-16,1.6029065533730887e-68,2.9643725003052082e-16,4.3106736041825697e-46,7.2266818738994356e-37,3.815852873458446e-57,2.3057077681058422e-58,6.1144785066535621e-28,3.2434239773288036e-53,1.1756277341871039e-09,5.652523223356344e-11,2.1787309872414679e-14,5.77171685675777e-21,2.1788585190326051e-14,3.4357456028364897e-29,4.408390343457437e-19,1.1706334202584598e-19,1.0575262196963278e-20,1.3735818434196071e-34
3.664862941959835e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756165095286,0.11866996455200558,0.022821567657524147,0.0,3.6905248217080817e-32,1.1280342489327092e-24,6.2557654197847136e-37,1.889251360389205e-31,2.916601903795231e-70,3.7267303250913491e-16,4.8232466745836996e-68,3.7266396943844547e-16,9.3503778373400192e-46,1.6181481097289922e-36,1.3627881454325053e-56,8.2345673226417147e-58,1.1118390415157186e-27,8.0226202341370149e-53,1.4779319733530119e-09,7.1060291904259116e-11,2.7389605446902425e-14,8.8340529205190248e-21,2.739159219624491e-14,6.2469388615293283e-29,6.4540102572492615e-19,2.0311112291771643e-19,2.1596550284143693e-20,3.9549035424724166e-34
4.414493999398122e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756133410243,0.11866996424969568,0.022821567650256617,0.0,6.9815995389074764e-32,1.6100173459508642e-24,1.7136149420782001e-36,3.1973522519894681e-31,9.5468476112414356e-70,4.4890359470972709e-16,1.2485475426197781e-67,4.4889068790444263e-16,1.8070610943178001e-45,3.1971095968986478e-36,4.1006821337514521e-56,2.4778115773911045e-57,1.8391778010967909e-27,1.744944884357053e-52,1.7802361969504941e-09,8.5595351542869878e-11,3.2991833589868228e-14,1.2580506738976901e-20,3.2994711480154387e-14,1.033266181882682e-28,8.7922264478657269e-19,3.2050908757946369e-19,3.9398349668159357e-20,9.7716337588798269e-34
5.913756114274695e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675607004015,0.11866996364507593,0.022821567635721556,0.0,2.1155907238682959e-31,2.848752436360109e-24,1.2799182041019338e-35,7.603548213911581e-31,1.4749778615357503e-68,6.0136686155550386e-16,7.7258477915211234e-67,6.0134412195759016e-16,5.6861751989457572e-45,1.0201792811724492e-35,4.3670212936179002e-55,2.6387379961408583e-56,4.2422791464148189e-27,7.3106337130974432e-52,2.384844596562919e-09,1.1466547072202891e-10,4.4196083786123793e-14,2.2164119248096347e-20,4.42013289283964e-14,2.3828445498345547e-28,1.4131148618105294e-18,6.6174584162852116e-19,1.0827594907403161e-19,5.1910017344090326e-33
7.413018229151269e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756006670063,0.11866996304045624,0.022821567621186496,0.0,4.9749857685197142e-31,4.4541514921855312e-24,5.1409962105216953e-35,1.4849164966287332e-30,8.4528388451148838e-68,7.5383297604365767e-16,2.7956994002230782e-66,7.5379755218425319e-16,1.3659096916698002e-44,2.4604536953042041e-35,2.1081815447060508e-54,1.2738504117921259e-55,8.1492724718996996e-27,2.1398028472614704e-51,2.9894529329297408e-09,1.4373558977084575e-10,5.5400060057158329e-14,3.4526459225558452e-20,5.5408478836136598e-14,4.5764518642649813e-28,2.0188696000567013e-18,1.1479767964389349e-18,2.3405478688811754e-19,1.7133184260202253e-32
1.0411542458904416e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755879929906,0.11866996183121704,0.022821567592116378,0.0,1.9524321227742015e-30,8.7737719398493484e-24,5.5264951357731761e-34,4.1523017123841337e-30,2.3321524102059029e-66,1.058773753268935e-15,2.4499589771636706e-65,1.0587044011505972e-15,5.4967957492986323e-44,9.8097226856720306e-35,3.5897916692281446e-53,2.1690911412949524e-54,2.2413515810891825e-26,1.264002406427228e-50,4.19866941580042e-09,2.0187582747719435e-10,7.7807190311958718e-14,6.759136280142691e-20,7.7824566475904715e-14,1.2581097645292227e-27,3.3554979359953593e-18,2.5474483219281798e-18,7.5526950002282429e-19,1.189155131348046e-31
1.6408590918410708e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755626449675,0.11866995941273942,0.022821567533976139,0.0,1.2961934344926054e-29,2.1871090161584282e-23,1.3075881421417372e-32,1.6709015046720152e-29,2.0215871159968543e-64,1.6686894996656987e-15,4.7499710803297828e-64,1.6685180531344366e-15,3.7189609517009707e-43,6.4420426185203808e-34,1.6112509929991645e-51,9.7357310355904853e-53,8.9175220748436128e-26,1.4944363471435749e-49,6.6171016220620947e-09,3.1815630132470357e-10,1.2261816177552225e-13,1.6707364307496031e-19,1.2266467952275891e-13,5.0003688164626363e-27,6.2760382381556423e-18,6.7740522026516007e-18,3.4097957176131668e-18,1.5184221204199356e-30
