Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH3OO(77),CH2X(27),CHX(28),CX(26),OCX(25),C2H6X(52)
7.984223398471779e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33034576044180075,0.11292297942261365,0.022084615059172235,0.0,1.7772680326404919e-07,3.7823175305059442e-07,9.7303772111180409e-07,2.8965970392974046e-11,4.7593659576738905e-24,3.0350121448777499e-06,7.0215505877046358e-24,7.8649563764590111e-09,1.2961672766311458e-18,1.2459113891385883e-10,8.7205107572374719e-18,4.3509520957435536e-20,5.6270724542416875e-09,1.5103809720028016e-18,0.0057428720473295478,0.0014727069196702567,2.7038206736180776e-08,4.0785090290582699e-08,6.0771829131699946e-06,1.2671115399938961e-11,5.1703519382182556e-10,5.0695671518468041e-12,2.645270536250211e-08,5.2314396864782326e-08,7.4047147248748404e-14,7.2524912241143447e-14
7.992473828381428e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33034416939908245,0.11292286895159365,0.022083873805282463,0.0,1.7867336262443165e-07,3.7980011258299418e-07,9.7505923707116054e-07,2.9096510074288887e-11,4.7811078785980269e-24,3.040704526566807e-06,7.0798320052180779e-24,7.875175866373448e-09,1.3034214953206397e-18,1.2516712696648936e-10,8.7509584901103422e-18,4.3648301745360549e-20,5.6469682901317004e-09,1.5199892548255676e-18,0.0057429747346436182,0.0014741863370051165,2.7065739889443369e-08,4.0885012972936145e-08,6.0859529795383052e-06,1.2735673765363345e-11,5.1799028922883827e-10,5.080827366954765e-12,2.6491736284898587e-08,5.2315836872177614e-08,7.4158748286244927e-14,7.2855157016382419e-14
8.000724258291078e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33034257915911219,0.11292275920301535,0.022083132583411089,0.0,1.7962376899130645e-07,3.8137283159103723e-07,9.770828385570611e-07,2.9227520169269363e-11,4.8029270809870742e-24,3.0464019636543319e-06,7.1385493543840201e-24,7.8853999770787186e-09,1.3107110574079317e-18,1.257451142402151e-10,8.7814822681789687e-18,4.3787371685164573e-20,5.6669097526919548e-09,1.5296512926524257e-18,0.0057430766923666906,0.0014756656842254989,2.7093275878927154e-08,4.0985031330361675e-08,6.0947199026522093e-06,1.2800477582927107e-11,5.1894618627150204e-10,5.0920989434127063e-12,2.6530760330115842e-08,5.2317285541090489e-08,7.4270428148421674e-14,7.3186604248027191e-14
8.008974688200727e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33034098971773207,0.11292265017269446,0.02208239139355293,0.0,1.805780321011292e-07,3.8294991386215024e-07,9.7910852592001879e-07,2.9359001939700583e-11,4.8248237658056294e-24,3.0521044554161758e-06,7.1977055498094547e-24,7.8956286969618872e-09,1.318036111101856e-18,1.2632510502809845e-10,8.8120822012890233e-18,4.392673108159215e-20,5.6868968721324474e-09,1.5393673472956586e-18,0.0057431779246835991,0.0014771449613318879,2.7120814702902567e-08,4.1085145115721724e-08,6.1034836558697053e-06,1.286552736665533e-11,5.199028847427866e-10,5.1033816594226875e-12,2.6569777381213422e-08,5.2318742834274756e-08,7.4382186775042617e-14,7.3519257193804444e-14
8.017225118110377e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33033940107080739,0.11292254185647058,0.022081650235702827,0.0,1.8153616169111498e-07,3.8453136315991356e-07,9.8113629951010598e-07,2.9490956649549058e-11,4.8467981343418466e-24,3.0578120011279989e-06,7.2573035233567982e-24,7.9058620143722984e-09,1.3253968051356079e-18,1.2690710362423784e-10,8.8427583992324162e-18,4.4066380239463956e-20,5.7069296785089264e-09,1.5491376816650727e-18,0.0057432784357552072,0.001478624168324735,2.7148356359650246e-08,4.1185354076458112e-08,6.1122442125989797e-06,1.2930823654937008e-11,5.2086038443565143e-10,5.114675960896213e-12,2.6608787320698405e-08,5.2320208714663854e-08,7.4494024353586089e-14,7.3853119117120395e-14
8.025475548020026e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33033781321422778,0.11292243425020726,0.022080909109855648,0.0,1.8249816749916525e-07,3.8611718322401302e-07,9.8316615967695162e-07,2.9623385564964241e-11,4.8688503882074083e-24,3.0635246000652709e-06,7.3173462242331723e-24,7.9160999176217263e-09,1.3327932887682169e-18,1.274911143237434e-10,8.8735109717466284e-18,4.4206319463676771e-20,5.7270082017227011e-09,1.5589625597718829e-18,0.005743378229718538,0.0014801033052044509,2.7175900847458485e-08,4.1285657961340662e-08,6.1210015462932765e-06,1.2996366984056373e-11,5.2181868514304672e-10,5.1259815556739675e-12,2.6647790032029327e-08,5.2321683145275791e-08,7.4605940780948652e-14,7.4188193287064679e-14
8.033725977929675e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33033622614390656,0.1129223273497917,0.02208016801600626,0.0,1.8346405926383592e-07,3.8770737777019111e-07,9.8519810676974354e-07,2.9756289954280099e-11,4.8909807293374709e-24,3.0692422515032759e-06,7.3778366190801303e-24,7.9263423949845319e-09,1.3402257117860217e-18,1.280771414227259e-10,8.9043400285140463e-18,4.4346549059203462e-20,5.7471324715204744e-09,1.5688422467326021e-18,0.0057434773106869201,0.0014815823719714063,2.7203448164607638e-08,4.1386056523050656e-08,6.1297556304480266e-06,1.3062157863312407e-11,5.2277778665791436e-10,5.1372980589108892e-12,2.6686785398864367e-08,5.2323166089335048e-08,7.4717935936720508e-14,7.4524482978414394e-14
8.041976407839325e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33033463985578049,0.11292222115113462,0.022079426954149557,0.0,1.8443384672418974e-07,3.8930195049019909e-07,9.8723214113722703e-07,2.9889671088016583e-11,4.9131893599906304e-24,3.0749649547171061e-06,7.4387776920637374e-24,7.9365894346977634e-09,1.3476942245041472e-18,1.2866518921827543e-10,8.9352456791613188e-18,4.4487069331093028e-20,5.7673025174942712e-09,1.5787770087729471e-18,0.0057435756827501072,0.0014830613686259387,2.7230998309389551e-08,4.148654950779036e-08,6.1385064386103961e-06,1.3128196827259046e-11,5.2373768877318614e-10,5.1486260784675934e-12,2.6725773303974563e-08,5.2324657510254752e-08,7.483001007324588e-14,7.486199147163811e-14
8.050226837748974e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33033305434580951,0.11292211565017027,0.022078685924280472,0.0,1.8540753961970223e-07,3.9090090505175031e-07,9.8926826312770648e-07,3.0023530238881255e-11,4.935476482748864e-24,3.0806927089816708e-06,7.5001724449650829e-24,7.9468410249613204e-09,1.355198977767985e-18,1.292552620084331e-10,8.9662280332587035e-18,4.4627880584470534e-20,5.7875183690812557e-09,1.5887671132317497e-18,0.0057436733499744343,0.0014845402951683489,2.7258551280108573e-08,4.1587136661963578e-08,6.147253944374642e-06,1.3194484416822289e-11,5.2469839128178617e-10,5.1599653615500126e-12,2.6764753631221865e-08,5.2326157371511624e-08,7.4942163097132181e-14,7.5200722052899757e-14
8.058477267658624e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33033146960997745,0.11292201084285608,0.022077944926393926,0.0,1.8638514769025817e-07,3.9250424509847181e-07,9.913064730890452e-07,3.0157868681770732e-11,4.9578423005174924e-24,3.0864255135716904e-06,7.5620238972711837e-24,7.9570971539380846e-09,1.362740122954675e-18,1.2984736409218326e-10,8.9972872003194071e-18,4.4768983124537134e-20,5.8077800555635366e-09,1.5988128285648847e-18,0.005743770316402933,0.0014860191515988943,2.7286107075054555e-08,4.1687817738223347e-08,6.1559981213759745e-06,1.326102113743151e-11,5.2565989397662949e-10,5.1713152855156369e-12,2.6803726264950032e-08,5.2327665636791236e-08,7.5054394798884295e-14,7.554067801406273e-14
8.066727697568273e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33032988564429067,0.11292190672517274,0.022077203960484872,0.0,1.8736668067600322e-07,3.9411197424985872e-07,9.9334677136866497e-07,3.0292687693772257e-11,4.9802870165251184e-24,3.0921633677617037e-06,7.6243350862662791e-24,7.967357809754047e-09,1.3703178119745928e-18,1.3044149976943377e-10,9.0284232897989235e-18,4.4910377256570065e-20,5.8280876060681456e-09,1.6089144243492062e-18,0.005743866586055477,0.0014874979379178024,2.7313665692529126e-08,4.1788592481919938e-08,6.1647389433025296e-06,1.3327807517787663e-11,5.2662219665062314e-10,5.1826766422127932e-12,2.684269108818259e-08,5.2329182269979281e-08,7.5166705506529042e-14,7.588186265269375e-14
8.074153084486958e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33032846073036476,0.1129218136055887,0.022076537118503325,0.0,1.8825342421601017e-07,3.9556268614262566e-07,9.9518482561924157e-07,3.0414436748443503e-11,5.0005548871552425e-24,3.0973317533409662e-06,7.6808107559604189e-24,7.9765962605924535e-09,1.3771691030547281e-18,1.3097796415599624e-10,9.0565116294165227e-18,4.5037881538903836e-20,5.8464036392097494e-09,1.618053862052572e-18,0.0057439526363031925,0.0014888287856595292,2.733847086012635e-08,4.1879369625367796e-08,6.1726027927407658e-06,1.338812917021993e-11,5.2748895286822135e-10,5.1929113674144459e-12,2.6877752655572162e-08,5.2330554364588111e-08,7.5267852584956857e-14,7.6189982076734954e-14
8.081578471405644e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33032703643416189,0.11292172103847088,0.022075870302415822,0.0,1.8914336192772514e-07,3.9701695872690035e-07,9.9702457194132998e-07,3.053657703439755e-11,5.0208869788449148e-24,3.1025042279793269e-06,7.7376635265030926e-24,7.9858383598150804e-09,1.3840502296172067e-18,1.3151608237282499e-10,9.0846624445154618e-18,4.5165622480720799e-20,5.8647568666913063e-09,1.6272389802986306e-18,0.0057440381282979564,0.0014901595766110972,2.7363278311372009e-08,4.1970222250889057e-08,6.1804638841781584e-06,1.3448653858995419e-11,5.2835635675019674e-10,5.2031545802722399e-12,2.6912807718887492e-08,5.2331933181828887e-08,7.5369063378588469e-14,7.6499101817146081e-14
8.089003858324329e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3303256127528183,0.11292162902093679,0.022075203512218724,0.0,1.9003650091194919e-07,3.9847479459097369e-07,9.9886601058728439e-07,3.0659109487188407e-11,5.0412834404192471e-24,3.1076807911475457e-06,7.7948956494170632e-24,7.9950840986897096e-09,1.3909613035184961e-18,1.3205585755638423e-10,9.1128758147663148e-18,4.5293600304726075e-20,5.8831473094235404e-09,1.6364699779536543e-18,0.005744123064922663,0.0014914903107725946,2.7388088045040598e-08,4.2061150174509973e-08,6.1883221985302189e-06,1.3509381952616612e-11,5.2922440814556122e-10,5.2134071401496106e-12,2.6947856192841541e-08,5.2333318695728152e-08,7.5470338254959171e-14,7.6809224289718865e-14
8.096429245243014e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33032418968348526,0.11292153755011874,0.022074536747908394,0.0,1.9093284826939363e-07,3.9993619630719004e-07,1.0007091418091706e-06,3.0782035043811196e-11,5.06174442091533e-24,3.1128614423162613e-06,7.8525093881318848e-24,8.0043334684602556e-09,1.3979024369686382e-18,1.3259729284368979e-10,9.141151819800142e-18,4.542181523367472e-20,5.9015749882151113e-09,1.6457470546292702e-18,0.0057442074490453377,0.0014928209881440934,2.7412900059917175e-08,4.2152153205629965e-08,6.1961777167513887e-06,1.3570313861315165e-11,5.3009310690332207e-10,5.2236689830884539e-12,2.6982897993318496e-08,5.2334710880255901e-08,7.5571677168205713e-14,7.7120351913996759e-14
8.103854632161699e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33032276722332882,0.11292144662316395,0.02207387000948122,0.0,1.9183241110072895e-07,4.0140116643192087e-07,1.0025539658587658e-06,3.0905354642702992e-11,5.0822700695821827e-24,3.1180461809559951e-06,7.9105070180389051e-24,8.0135864603468759e-09,1.4048737425321289e-18,1.3314039137230209e-10,9.1694905392081492e-18,4.5550267490371688e-20,5.9200399237724079e-09,1.6550704106848119e-18,0.0057442912835192076,0.0014941516087256322,2.7437714354769995e-08,4.2243231164122097e-08,6.2040304198187833e-06,1.3631449955866056e-11,5.3096245287248182e-10,5.2339386209695017e-12,2.7017933037711799e-08,5.2336109709515161e-08,7.567307955979746e-14,7.743248711327749e-14
8.110537480388516e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33032148752770363,0.11292136525156167,0.022073269967023891,0.0,1.926447727477094e-07,4.0272269263340628e-07,1.0042157550789523e-06,3.1016679964626619e-11,5.1007985681934335e-24,3.1227159400817687e-06,7.9630350022202878e-24,8.0219172426784423e-09,1.4111738080171042e-18,1.3363060471299556e-10,9.195049073214954e-18,4.5666077620812278e-20,5.93669023734012e-09,1.6635011662061002e-18,0.0057443662669423049,0.0014953491186936202,2.7460049168499299e-08,4.2325265235522532e-08,6.2110954299291079e-06,1.3686647326549506e-11,5.3174541748566791e-10,5.2431892006720854e-12,2.7049458730431209e-08,5.2337374315891436e-08,7.5764396497148941e-14,7.7714272275140413e-14
8.117220328615333e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33032020832118258,0.11292128431613063,0.022072669945526365,0.0,1.9345974985612746e-07,4.040471131445263e-07,1.0058789158764263e-06,3.1128325908244871e-11,5.1193796781873729e-24,3.1273890092439393e-06,8.0158774667999638e-24,8.0302509453593442e-09,1.4174984869397424e-18,1.3412217010902832e-10,9.2206585282660819e-18,4.5782080329736491e-20,5.9533707605283163e-09,1.6719697180441634e-18,0.0057444408095084038,0.0014965465826617601,2.7482385827135258e-08,4.2407359709902934e-08,6.218158130566878e-06,1.3742010672796708e-11,5.3252890610769059e-10,5.2524473684381672e-12,2.7080978820116337e-08,5.2338644264984188e-08,7.5855765374566017e-14,7.7996877310547486e-14
8.12390317684215e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33031892960173015,0.11292120381482158,0.022072069944986051,0.0,1.9427734760198579e-07,4.0537442979558767e-07,1.0075434484341336e-06,3.1240293160677845e-11,5.1380135088067214e-24,3.1320653880562708e-06,8.0690360956084404e-24,8.0385875619400114e-09,1.4238478620994811e-18,1.3461508984876718e-10,9.2463189622991523e-18,4.5898275779672831e-20,5.9700815082193573e-09,1.6804762138237249e-18,0.0057445149132670801,0.0014977440006300349,2.7504724329782784e-08,4.2489514453241159e-08,6.2252185079337281e-06,1.379754027694111e-11,5.3331291862846286e-10,5.2617118141341377e-12,2.7112493247022683e-08,5.2339919538083802e-08,7.5947185679372543e-14,7.8280303993891936e-14
8.130586025068967e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33031765136732028,0.11292112374559476,0.022071469965400329,0.0,1.9509757116112258e-07,4.0670464440635227e-07,1.0092093529348301e-06,3.1352582409993988e-11,5.1567001694331538e-24,3.1367450761324531e-06,8.1225125804640821e-24,8.0469270859554848e-09,1.4302220165305477e-18,1.3510936622090894e-10,9.272030433224671e-18,4.6014664133182485e-20,5.9868224952283778e-09,1.6890208016660381e-18,0.0057445885802583892,0.0014989413725984143,2.7527064675550634e-08,4.2571729330453085e-08,6.2322765482516591e-06,1.385323640823366e-11,5.3409745493789423e-10,5.2709831955895688e-12,2.7144001949376694e-08,5.2341200116669719e-08,7.6038657695996811e-14,7.8564554102035999e-14
8.137268873295784e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33031637361593635,0.11292104410641983,0.022070870006766614,0.0,1.9592042570915023e-07,4.0803775878602377e-07,1.0108766295610818e-06,3.1465194345210562e-11,5.1754397695872828e-24,3.1414280730861024e-06,8.1763086212043351e-24,8.0552695109254643e-09,1.4366210335024576e-18,1.3560500151446996e-10,9.2977929989257967e-18,4.6131245552859357e-20,6.0035937363032646e-09,1.6976036301902087e-18,0.0057446618125129205,0.0015001386985668561,2.7549406863574066e-08,4.2654004203327725e-08,6.239332237766456e-06,1.3909099342905153e-11,5.348825149258915e-10,5.2802626908512959e-12,2.7175504864963396e-08,5.2342485982248978e-08,7.6130181897498877e-14,7.8849629414312307e-14
8.1439517215226e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33031509634557138,0.11292096489527592,0.022070270069082298,0.0,1.9674591642142348e-07,4.0937377473323057e-07,1.0125452784952673e-06,3.1578129656294321e-11,5.1942324189286254e-24,3.1461143785307556e-06,8.2304259257221213e-24,8.063614830354357e-09,1.4430449965205866e-18,1.3610199801877995e-10,9.3236067172580982e-18,4.6248020201330113e-20,6.0203952461245701e-09,1.7062248485147447e-18,0.0057447346120518324,0.0015013359785353011,2.7571750892976712e-08,4.2736338936194416e-08,6.2463855627452746e-06,1.3965129367279324e-11,5.3566809848235838e-10,5.2895488236628463e-12,2.7207001934433086e-08,5.2343777116261949e-08,7.6221757691925168e-14,7.9135531712525228e-14
8.150634569749417e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33031381955422751,0.1129208861101515,0.02206967015234482,0.0,1.9757404847305044e-07,4.1071269403601323e-07,1.0142152999195751e-06,3.169138903416189e-11,5.2130782272555868e-24,3.1508039920798786e-06,8.2848662099968017e-24,8.0719630377313383e-09,1.4494939893266633e-18,1.3660035802348015e-10,9.3494716460493354e-18,4.6364988241254128e-20,6.0372270393054722e-09,1.7148846062588653e-18,0.0057448069808869054,0.0015025332125036736,2.7594096762857407e-08,4.2818733395324351e-08,6.2534365094741177e-06,1.4021326754745623e-11,5.3645420549719568e-10,5.2988409004267583e-12,2.723849309763186e-08,5.2345073500328674e-08,7.631338482769302e-14,7.9422262780952417e-14
8.157317417976234e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33031254323991621,0.11292080774904444,0.022069070256551592,0.0,1.9840482703884368e-07,4.1205451847180875e-07,1.0158866940160035e-06,3.1804973170680348e-11,5.2319773045054254e-24,3.1554969133468602e-06,8.3396311981282241e-24,8.0803141265303799e-09,1.4559680958993048e-18,1.3710008381851357e-10,9.3753878430992528e-18,4.6482149835323478e-20,6.0540891303917873e-09,1.7235830535439413e-18,0.0057448789210205768,0.0015037304004718876,2.7616444472346077e-08,4.290118744271495e-08,6.2604850642620665e-06,1.4077691773026099e-11,5.3724083586030195e-10,5.308140963750398e-12,2.7269978291631516e-08,5.2346375116209077e-08,7.6405064139087416e-14,7.9709824406345814e-14
8.164000266203051e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33031126740065836,0.11292072980996191,0.02206847038170005,0.0,1.9923825729326444e-07,4.133992498074401e-07,1.0175594609663629e-06,3.1918882758667671e-11,5.2509297607542439e-24,3.1601931419450154e-06,8.3947226223635713e-24,8.0886680902103114e-09,1.4624674004544387e-18,1.3760117769411721e-10,9.4013553661793764e-18,4.6599505146263e-20,6.0709815338619041e-09,1.7323203409946326e-18,0.0057449504344459796,0.0015049275424398431,2.7638794020580784e-08,4.2983700940093929e-08,6.2675312134426969e-06,1.413422470788348e-11,5.3802798946157242e-10,5.3174482336781387e-12,2.730145745658876e-08,5.2347681945526899e-08,7.649679529607475e-14,7.9998218377933205e-14
8.170683114429868e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33030999203448419,0.11292065229092028,0.022067870527787633,0.0,2.0007434441041769e-07,4.1474688979909546e-07,1.0192336009522743e-06,3.2033118491893454e-11,5.269935706216943e-24,3.1648926774875839e-06,8.4501422231449205e-24,8.097024922214881e-09,1.4689919874460528e-18,1.3810364194081442e-10,9.4273742730327095e-18,4.6717054336830228e-20,6.0879042641266994e-09,1.7410966197408941e-18,0.0057450215231470043,0.0015061246384074222,2.7661145406682725e-08,4.3066273753640637e-08,6.2745749433671459e-06,1.4190925833984502e-11,5.3881566619089992e-10,5.3267617717024841e-12,2.7332930532797741e-08,5.2348993970076535e-08,7.6588577954281404e-14,8.0287446487419745e-14
8.177365962656685e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33030871713943277,0.11292057518994515,0.022067270694811788,0.0,2.0091309356402898e-07,4.1609744019231524e-07,1.0209091141551699e-06,3.2147681065079423e-11,5.2889952512472005e-24,3.1695955195877367e-06,8.5058917491400807e-24,8.1053846159727838e-09,1.4755419415666754e-18,1.3860747884941316e-10,9.4534446213735133e-18,4.6834797569815396e-20,6.1048573355295538e-09,1.7499120414192787e-18,0.0057450921890983362,0.001507321688374494,2.7683498629769622e-08,4.3148905746370094e-08,6.2816162404099256e-06,1.4247795423421081e-11,5.3960386593817484e-10,5.3360822492126982e-12,2.7364397458988999e-08,5.2350311171743579e-08,7.6680412397759227e-14,8.0577510528989489e-14
8.184048810883502e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33030744271355278,0.11292049850507128,0.022066670882769968,0.0,2.0175450992738796e-07,4.1745090272198374e-07,1.0225860007562928e-06,3.2262571173899742e-11,5.3081085063374558e-24,3.1743016678585645e-06,8.5619729572649242e-24,8.11374716489773e-09,1.4821173477477234e-18,1.3911269071099326e-10,9.4795664688871751e-18,4.6952735008041492e-20,6.1218407623463264e-09,1.7587667581738735e-18,0.0057451624342654802,0.0015085186923409191,2.7705853688982561e-08,4.3231596778503551e-08,6.2886550909702017e-06,1.4304833754621339e-11,5.4039258859328485e-10,5.3454102385445854e-12,2.7395858174119534e-08,5.2351633532396064e-08,7.6772298839181762e-14,8.0868412299306256e-14
8.190731659110319e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3303061687549016,0.11292042223434258,0.022066071091659645,0.0,2.0259859867334129e-07,4.1880727911231223e-07,1.0242642609366969e-06,3.2377789514981646e-11,5.3272755821188697e-24,3.1790111219130896e-06,8.6183876127236853e-24,8.1221125623884725e-09,1.4887182911601337e-18,1.3961927981690396e-10,9.50573987322993e-18,4.7070866814364211e-20,6.1388545587852607e-09,1.7676609226579957e-18,0.0057452322606048193,0.0015097156503065374,2.772821058344977e-08,4.3314346714868508e-08,6.2956914814662099e-06,1.4362041104424447e-11,5.4118183404611537e-10,5.3547446390388295e-12,2.7427312618881789e-08,5.2352961033987425e-08,7.6864236858232823e-14,8.1160153597515065e-14
8.197414507337136e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33030489526154588,0.11292034637581207,0.022065471321478274,0.0,2.0344536497427953e-07,4.2016657107682513e-07,1.0259438948772476e-06,3.249333678590597e-11,5.3464965893613031e-24,3.1837238813642596e-06,8.6751374890421613e-24,8.1304808018288699e-09,1.4953448572148797e-18,1.4012724845876117e-10,9.5319648920286464e-18,4.718919315167192e-20,6.1558987389869701e-09,1.77659468803559e-18,0.0057453016700636499,0.0015109125622711757,2.7750569312289904e-08,4.3397155420581287e-08,6.3027253983369851e-06,1.4419417743861336e-11,5.4197160218654921e-10,5.3640853591058612e-12,2.7458760732979608e-08,5.2354293658593413e-08,7.6956226456328334e-14,8.145273622524369e-14
8.204097355563953e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33030362223156162,0.1129202709275417,0.022064871572223341,0.0,2.0429481400207055e-07,4.215287803183457e-07,1.027624902758621e-06,3.2609213685207748e-11,5.3657716389732858e-24,3.1884399458249497e-06,8.732224368105342e-24,8.1388518765879432e-09,1.5019971315635558e-18,1.4063659892843344e-10,9.558241582880575e-18,4.7307714182885744e-20,6.1729733170244547e-09,1.785568207982803e-18,0.0057453706645802299,0.0015121094282346528,2.7772929874649488e-08,4.3480022754887902e-08,6.3097568280480605e-06,1.4476963947907236e-11,5.4276189290446661e-10,5.3734337174869315e-12,2.7490202454819732e-08,5.2355631388283093e-08,7.7048268145360843e-14,8.1746161986604096e-14
8.21078020379077e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33030234966303312,0.11292019588760256,0.022064271843892327,0.0,2.0514695092803506e-07,4.2289390852898508e-07,1.0293072847613049e-06,3.272542091237657e-11,5.3851008420019883e-24,3.193159314907964e-06,8.7896500401847511e-24,8.1472257800199016e-09,1.5086752000988028e-18,1.4114733351803611e-10,9.5845700033531795e-18,4.7426430070959493e-20,6.190078306903003e-09,1.7945816366891344e-18,0.0057454392460838085,0.0015133062481967709,2.7795292269674292e-08,4.356294857987165e-08,6.3167857570866126e-06,1.4534679995465725e-11,5.4355270608974584e-10,5.382788744045832e-12,2.7521637725210197e-08,5.2356974205148093e-08,7.7140361529272092e-14,8.2040432688193426e-14
8.217463052017586e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33030107755405413,0.11292012125407459,0.022063672136482724,0.0,2.0600178092293159e-07,4.2426195739012381e-07,1.0309910410655984e-06,3.2841959167857403e-11,5.404484309633185e-24,3.1978819882260343e-06,8.8474163039867544e-24,8.1556025054642288e-09,1.5153791489550529e-18,1.4165945451992594e-10,9.6109502109838155e-18,4.7545340978879696e-20,6.2072137225601403e-09,1.8036351288594501e-18,0.005745507416494695,0.0015145030221573156,2.7817656496495321e-08,4.3645932760824029e-08,6.3238121719582862e-06,1.4592566157486532e-11,5.4434404163226269e-10,5.3921502441954014e-12,2.7553066484170759e-08,5.2358322091440735e-08,7.7232506578295394e-14,8.2335550139096056e-14
8.224145900244403e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33029980590272717,0.11292004702504671,0.022063072449992022,0.0,2.068593091569264e-07,4.2563292857239963e-07,1.0326761718516107e-06,3.2958829153050991e-11,5.423922153191222e-24,3.2026079653918231e-06,8.9055249666837468e-24,8.1639820462457196e-09,1.5221090645090114e-18,1.4217296422669807e-10,9.6373822632795279e-18,4.7664447069665561e-20,6.2243795778656537e-09,1.8127288397152963e-18,0.0057455751777242816,0.0015156997501160629,2.7840022554249749e-08,4.3728975159123936e-08,6.330836059194295e-06,1.4650622707375259e-11,5.4513589942189089e-10,5.4015186901987133e-12,2.7584488671174399e-08,5.2359675029421967e-08,7.7324703485045603e-14,8.2631516150884784e-14
8.23082874847122e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33029853470716364,0.11291997319861667,0.022062472784417739,0.0,2.0771954079954162e-07,4.2700682373569933e-07,1.0343626772992633e-06,3.3076031570314233e-11,5.4434144841389995e-24,3.2073372460179198e-06,8.9639778439369542e-24,8.1723643956745111e-09,1.528865033380008e-18,1.4268786493117198e-10,9.6638662177169072e-18,4.7783748506369056e-20,6.2415758866215499e-09,1.821862924995838e-18,0.005745642531675082,0.0015168964320727773,2.7862390442082003e-08,4.3812075634254767e-08,6.3378574053507829e-06,1.4708849922386534e-11,5.459282793485023e-10,5.4108939588799475e-12,2.7615904226406384e-08,5.2361033001363725e-08,7.7416952171979862e-14,8.2928332537621648e-14
8.237511596698037e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33029726396548376,0.11291989977289107,0.022061873139757382,0.0,2.0858248101965625e-07,4.2838364452914345e-07,1.0360505575882885e-06,3.31935671229608e-11,5.4629614140779358e-24,3.2120698297168421e-06,9.022776759937642e-24,8.180749547046149e-09,1.5356471424306292e-18,1.4320415892639146e-10,9.6904021317418291e-18,4.7903245452074793e-20,6.2588026625619758e-09,1.8310375409595871e-18,0.0057457094802407741,0.0015180930680272051,2.7884760159129427e-08,4.3895234050554743e-08,6.3448761970020227e-06,1.4767248074681784e-11,5.467211813019665e-10,5.4202755967350695e-12,2.7647313090383742e-08,5.2362395989678715e-08,7.7509252498657922e-14,8.322600111585967e-14
